,Concept_ID,xal,lt
772,sofort::ADV,дарунь,tuojau
773,später::ADV,сүүлд,vėliau
774,später::ADV,сүүлд,paskiau
775,jetzt::ADV,ода,dabãr
776,heute::ADV,эндр,šiandien
777,morgen::ADV,маңһдур,rytoj
778,bald::ADV,дарунь,greitai
779,bald::ADV,дарунь,netrukus
780,dann::ADV,дәкәд,po to
781,gestern::ADV,өцклдүр,vakar
782,einst::ADV,нег саамд,kadaise
783,einst::ADV,нег саамд,kitą kartą
784,damals::ADV,тиигхд,anuomet
785,damals::ADV,тиигхд,anuokart
786,danach::ADV,тегәд,po to
787,danach::ADV,тегәд,paskui
788,vorher::ADV,урд,anksčiau
789,zuerst::ADV,түрүләд,pirma
790,zuerst::ADV,түрүләд,iš pradžių̃
791,einmal::ADV,нег дәкҗ,kartą
792,einmal::ADV,нег дәкҗ,vieną kartą
793,manchmal::ADV,зәрмдән,kai kada
794,oft::ADV,хара биш,dažnai
795,oft::ADV,хатяр биш,dažnai
796,oft::ADV,дару-дарунь,dažnai
797,immer::ADV,оньдинд,visada
798,immer::ADV,оньдинд,visuomet
799,niemals::ADV,кезә чмгн биш,niekada
800,niemals::ADV,кезә чмгн биш,niekuomet
801,hier::ADV,энд,čia
802,hier::ADV,энүнд,čia
803,hierhin::ADV,нааран,šen
804,hierhin::ADV,нааран,čionai
805,von hier::ADV,эндәс,iš čia
806,dort::ADV,тенд,ten
807,dort::ADV,тенд,tenai
808,dorthin::ADV,тиигән,ten
809,dorthin::ADV,тиигән,ten link
810,geradeaus::ADV,шуд,tiesiai
811,vorwärts::ADV,уралан,pirmyn
812,rückwärts::ADV,гедргән,atbulai
813,zurück::ADV,хәрү,atgal
814,unten::ADV,дор,žemai
815,unten::ADV,дор,apačioje
816,hinab::ADV,дор,žemyn
817,hinab::ADV,доракшан,žemyn
818,oben::ADV,деер,viršuj
819,hinauf::ADV,өөдән,aukštyn
820,hinauf::ADV,өөдән,į viršų
821,hinauf::ADV,деер,aukštyn
822,hinauf::ADV,деер,į viršų
823,überall::ADV,альд болв чигн,visur
824,nicht::ADV,эс,ne
825,nicht::ADV,биш,ne
826,nicht::ADV,бичә,ne
827,ein wenig::ADV,баахн,truputį
828,ein wenig::ADV,баахнар,truputį
829,kaum::ADV,әрә,vos
830,sehr::ADV,йир,labai
831,sehr::ADV,йир,baisiai
832,so::ADV,иигҗ,taip
833,noch::ADV,ода чигн,dar
834,nur::ADV,һанцхн,tik
835,nur::ADV,һанцхн,vien
836,schon::ADV,одх,jau
837,wieder::ADV,бас,vėl
838,wieder::ADV,бас,iš naujo
839,vergebens::ADV,киидән,veltui
840,vergebens::ADV,киидән,bergždžiai
841,vor::PRP,урд,prieš
842,hinter::PRP,ца,už
843,unter::PRP,дор,po
844,durch::PRP,ивт,pro
845,durch::PRP,ивт,per
846,durch::PRP,дундаһур,pro
847,durch::PRP,дундаһур,per
848,neben::PRP,хаҗуд,prie
849,neben::PRP,хаҗуд,šalia
850,zwischen::PRP,хоорнд,tarp
851,wegen::PRP,көлтә,dėl
852,wegen::PRP,көлтә,dėlei
853,wegen::PRP,деерәс,dėl
854,wegen::PRP,деерәс,dėlei
855,dies::PRN,эн,šis
856,dies::PRN,эн,šitas
857,das::PRN,тер,tat
858,alles::PRN,цуһар,visas
859,ich::PRN,би,aš
860,du::PRN,чи,tu
861,er::PRN,тер,jis
862,wir::PRN,мадн,mes
863,ihr::PRN,та,jūs
864,sie::PRN,тедн,ji
865,sie::PRN,тедн,jos
866,was::FPRN,юн,kas
867,wer::FPRN,кен,kas
868,wo::FADV,хама,kur
869,wohin::FADV,хамаран,kur
870,wohin::FADV,хамаран,kur link
871,wie::FADV,яһҗ,kaip
872,wie::FADV,яһад,kaip
873,warum::FADV,юңгад,kod̃ėl
874,warum::FADV,юңгад,dėl ko
875,wieviel::FNUM,кедү,kiek
876,eins::NUM,негн,vienas
877,zwei::NUM,хойр,du
878,drei::NUM,һурвн,trys
879,vier::NUM,дөрвн,keturi
880,fünf::NUM,тавн,penki
881,sechs::NUM,зурһан,šeši
882,sieben::NUM,долан,septyni
883,acht::NUM,нәәмн,aštuoni
884,neun::NUM,йисн,devyni
885,zehn::NUM,арвн,dešimt
886,elf::NUM,арвн негн,vienuolika
887,zwölf::NUM,арвн хойр,dvylika
888,zwanzig::NUM,хөрн,dvidešimt
889,dreißig::NUM,һучн,trisdešimt
890,vierzig::NUM,дөчн,keturiasdešimt
891,fünfzig::NUM,тәвн,penkiasdešimt
892,sechzig::NUM,җирн,šešiasdešimt
893,siebzig::NUM,далн,septyniasdešimt
894,achtzig::NUM,найн,aštuoniasdešimt
895,neunzig::NUM,йирн,devyniasdešimt
896,hundert::NUM,зун,šimtas
897,tausend::NUM,миңһн,tūkstantis
898,und::CNJ,болн,ĩr
899,oder::CNJ,эс гиҗ,ar
900,oder::CNJ,эс гиҗ,arba
901,oder::CNJ,эс гихлә,ar
902,oder::CNJ,эс гихлә,arba
903,stehen::V,зогсх,stovėti
904,sitzen::V,суух,sėdėti
905,liegen::V,кевтх,gulėti
906,hängen::V,өлгәтә бәәх,kyboti
907,hängen::V,өлгәтә бәәх,kabėti
908,werden::V,болх,taptis
909,werden::V,болх,darytis
910,passieren::V,болх,atsitikti
911,passieren::V,болх,pasitaikyti
912,beginnen::V,эклх,prasid́ėti
913,enden::V,төгсх,baigtis
914,wechseln::V,хүврх,keistis
915,wechseln::V,хүврх,pasikeisti
916,aufgehen[Sonne]::V,һарх,tekėti
917,aufgehen[Sonne]::V,һарх,patekėti
918,untergehen[Sonne]::V,орх,leistis
919,untergehen[Sonne]::V,орх,nusileisti
920,untergehen[Sonne]::V,сүүрлх,leistis
921,untergehen[Sonne]::V,сүүрлх,nusileisti
922,scheinen[Sonne]::V,герлтх,šviesti
923,donnern::V,күрҗңнх,griausti
924,donnern::V,күрҗңнх,griaudėti
925,wehen::V,сальклх,pūsti
926,strömen::V,һооҗх,lietis
927,strömen::V,һооҗх,plūsti
928,fließen::V,урсх,tekėti
929,sich drehen::V,эргх,suktis
930,sich drehen::V,эргх,pasisukti
931,schwanken::V,дәәвлх,svyruoti
932,schwingen::V,нәәхлх,suptis
933,fallen::V,унх,pulti
934,fallen::V,унх,kristi
935,fallen::V,киисх,pulti
936,fallen::V,киисх,kristi
937,brennen::V,шатх,degti
938,rauchen::V,ута һарһх,rūkyti
939,regnen::V,орх,lyti
940,gefrieren::V,мөстх,užšalti
941,tauen::V,хәәлх,tirpti
942,schmelzen::V,хәәлх,lydytis
943,schmelzen::V,хәәлгдх,lydytis
944,trocknen::V,эврх,džiūti
945,sieden::V,буслх,virti
946,faulen::V,үмкәрх,pūti
947,verfaulen::V,илҗрх,švinkti
948,reißen::V,тасрх,plyšti
949,reißen::V,тасрх,trūkti
950,versinken::V,чивх,skę̃sti
951,versinken::V,чивх,grimzti
952,vergehen::V,болх,praeiti
953,erscheinen::V,һарх,pasirodyti
954,verschwinden::V,уга болх,dingti
955,verschwinden::V,уга болх,išnykti
956,verschwinden::V,уга болх,pranykti
957,sinken::V,татгдх,kristi
958,abnehmen::V,хасгдх,mažėti
959,abnehmen::V,хасгдх,silpnėti
960,zunehmen::V,өсх,didėti
961,zunehmen::V,өсх,padaugėti
962,steigen::V,немх,kilti
963,wachsen::V,өсх,augti
964,wachsen::V,урһх,augti
965,glänzen::V,гилвкх,blizgėti
966,funkeln::V,цәклх,žibėti
967,lärmen::V,шууглдх,triukšmauti
968,läuten::V,хоңх,skambinti
969,klingeln::V,җиңнулх,skambinti
970,klirren::V,җиңнх,žvangėti
971,brausen::V,догшрхх,šniokšti
972,rauschen::V,сарҗңнх,ošti
973,rauschen::V,сарҗңнх,šlamėti
974,klingen::V,ә һарх,skardėti
975,bellen::V,хуцх,loti
976,heulen::V,уульх,kaukti
977,heulen::V,уульх,staugti
978,blasen::V,үләх,pūsti
979,pfeifen::V,ишкрх,švilpti
980,pfeifen::V,ишкрх,švilpauti
981,schreien::V,хәәкрх,šaukti
982,stöhnen::V,түңшх,dejuoti
983,stöhnen::V,түңшх,aimanuoti
984,zittern::V,дагҗннх,virpėti
985,leben::V,бәәх,gyventi
986,geboren werden::V,төрх,gimti
987,atmen::V,әмсхлх,alsuoti
988,atmen::V,әмсхлх,kvėpuoti
989,trinken::V,уух,gerti
990,essen::V,идх,valgyti
991,schlucken::V,зальгх,praryti
992,müde werden::V,көшх,nuvargti
993,müde werden::V,көшх,privargti
994,einschlafen::V,унтх,užmigti
995,schlafen::V,нөөрсх,miegoti
996,aufwachen::V,серх,pabusti
997,aufstehen::V,босх,keltis
998,aufstehen::V,босх,atsikelti
999,sich erholen::V,амрх,pailsėti
1000,sich erholen::V,амрх,poilsiauti
1001,krank werden::V,гемтх,susirgti
1002,krank sein::V,шалтглх,sirgti
1003,schmerzen::V,өвдх,sopėti
1004,schmerzen::V,өвдх,skaudėti
1005,husten::V,ханях,kosėti
1006,genesen::V,эдгх,sveikti
1007,genesen::V,эдгх,taisytis
1008,sterben::V,үкх,mirti
1009,sterben::V,үкх,numirti
1010,sterben::V,өңгрх,mirti
1011,sterben::V,өңгрх,numirti
1012,umkommen::V,үкх,žūti
1013,sich bewegen::V,көдлх,judėti
1014,sich bewegen::V,көдлх,pasijudinti
1015,sich bewegen::V,көндрх,judėti
1016,sich bewegen::V,көндрх,pasijudinti
1017,sich rühren::V,көндрх,krutėti
1018,sich erheben::V,босх,pakilti
1019,sich erheben::V,босх,atsikelti
1020,sich setzen::V,суух,sėstis
1021,sich setzen::V,суух,atsisėsti
1022,hinfallen::V,унх,parkristi
1023,hinfallen::V,унх,pargriūti
1024,hinfallen::V,киисх,parkristi
1025,hinfallen::V,киисх,pargriūti
1026,laufen::V,йовх,eiti
1027,schreiten::V,алхх,žengti
1028,schreiten::V,алхх,žingsniuoti
1029,spazierengehen::V,сергҗ йовх,pasivaikščioti
1030,eilen::V,шулудх,skubėti
1031,sich beeilen::V,адһх,paskub́ėti
1032,sich beeilen::V,адһх,pasiskubinti
1033,sich beeilen::V,шамдх,paskub́ėti
1034,sich beeilen::V,шамдх,pasiskubinti
1035,sausen::V,хурдлх,dumti
1036,sausen::V,хурдлх,lėkti
1037,sausen::V,йир_хурдар_гүүх,dumti
1038,sausen::V,йир_хурдар_гүүх,lėkti
1039,sausen::V,йир_хурдар_йовх,dumti
1040,sausen::V,йир_хурдар_йовх,lėkti
1041,rennen::V,гүүх,bėgti
1042,springen::V,һәрәдх,šokti
1043,klettern::V,давшх,kopti
1044,schaukeln::V,дүүдңндх,supti
1045,schaukeln::V,дүүдңндх,linguoti
1046,kriechen::V,мөлкх,ropoti
1047,kriechen::V,мөлкх,šliaužti
1048,schwimmen::V,усчх,plaukti
1049,tauchen::V,булхх,nerti
1050,rudern::V,хәәвдх,irtis
1051,rudern::V,хәәвдх,irkluoti
1052,fahren::V,йовх,važiuoti
1053,fahren::V,йовх,važinėti
1054,fliegen::V,нисх,lėkti
1055,fliegen::V,нисх,skristi
1056,gehen::V,йовх,eiti
1057,weggehen::V,йовх,išeiti
1058,weggehen::V,одх,išeiti
1059,weggehen::V,һарх,išeiti
1060,weggehen::V,мөрлх,išeiti
1061,abfahren::V,мордх,išvykti
1062,abfahren::V,мордх,išvažiuoti
1063,anhalten::V,зогсх,sustoti
1064,hineingehen::V,орх,įeiti
1065,eintreten::V,орх,įžengti
1066,kommen::V,ирх,ateiti
1067,ankommen::V,ирх,ateiti
1068,zurückkommen::V,орх,grį̃žti
1069,zurückkommen::V,орх,sugrį̃žti
1070,bleiben::V,бәәх,likti
1071,bleiben::V,бәәх,pasilikti
1072,warten::V,күләх,laukti
1073,erwarten::V,күләх,laukti
1074,suchen::V,хәәх,ieškoti
1075,finden::V,олх,rasti
1076,finden::V,олх,surasti
1077,versuchen::V,седх,mėginti
1078,vorbereiten::V,белдх,rengti
1079,lieben::V,дурлх,myĺėti
1080,mögen::V,таассгдх,ḿėgti
1081,mögen::V,таассгдх,patikti
1082,lachen::V,инәх,juoktis
1083,rühren::V,уйрах,jaudinti
1084,rühren::V,уйрах,graudinti
1085,weinen::V,уульх,verkti
1086,schimpfen::V,харах,bartis
1087,sich ärgern::V,уурлх,pykti
1088,sich ärgern::V,уурлх,apmaudauti
1089,sich fürchten::V,әәх,bijoti
1090,sich fürchten::V,әәх,baimintis
1091,fürchten::V,әәх,bijoti
1092,fürchten::V,әәх,baimintis
1093,fürchten::V,сүрдх,bijoti
1094,fürchten::V,сүрдх,baimintis
1095,fliehen::V,зулх,bėgti
1096,fliehen::V,зулх,sprukti
1097,flüchten::V,орһх,pabėgti
1098,flüchten::V,зулх,pabėgti
1099,sehen::V,үзх,žiūŕėti
1100,anschauen::V,харх,žiūŕėti
1101,ansehen::V,хәләх,žiūrėti į
1102,ansehen::V,хәләх,pažiūrėti į
1103,ansehen::V,үзх,žiūrėti į
1104,ansehen::V,үзх,pažiūrėti į
1105,hören::V,соңсх,girdėti
1106,zuhören::V,соңсх,klausytis
1107,probieren::V,амсх,ragauti
1108,probieren::V,амсх,paragauti
1109,riechen::V,үнрчлх,uosti
1110,riechen::V,үнрчлх,užuosti
1111,fühlen::V,медх,justi
1112,fühlen::V,медх,jausti
1113,fühlen::V,медх,pajusti
1114,scheinen::V,болҗ медгдх,rodytis
1115,scheinen::V,болҗ медгдх,atrodyti
1116,scheinen::V,миниһәр болхла,rodytis
1117,scheinen::V,миниһәр болхла,atrodyti
1118,scheinen::V,болад бәәх,rodytis
1119,scheinen::V,болад бәәх,atrodyti
1120,zu sehen sein::V,үзгдх,pasirodyti
1121,vernehmen::V,соңсх,išgirsti
1122,frieren::V,даарх,šalti
1123,tun::V,кех,daryti
1124,können::V,чадх,galėti
1125,können::V,чадх,pajėgti
1126,wollen::V,дурлх,norėti
1127,anfangen::V,эклх,pradėti
1128,anfangen::V,эклх,prasid́ėti
1129,beenden::V,дуусх,baigti
1130,beenden::V,дуусх,užbaigti
1131,aufhören::V,уурх,liautis
1132,gelingen::V,бүтх,pavykti
1133,gelingen::V,бүтх,pasisekti
1134,gelingen::V,күцәх,pavykti
1135,gelingen::V,күцәх,pasisekti
1136,geraten::V,болх,nusisekti
1137,öffnen::V,секх,atverti
1138,öffnen::V,секх,atidaryti
1139,schließen::V,хаах,uždaryti
1140,stellen::V,тәвх,statyti
1141,stellen::V,тәвх,pastatyti
1142,setzen::V,суулһх,sodinti
1143,setzen::V,суулһх,pasodinti
1144,legen::V,тәвх,dėti
1145,legen::V,тәвх,pad́ėti
1146,berühren::V,көндәх,liesti
1147,berühren::V,көндәх,paliesti
1148,verbinden::V,боох,jungti
1149,verbinden::V,боох,surišti
1150,bedecken::V,хучх,uždengti
1151,bedecken::V,бүркх,uždengti
1152,aufhängen::V,өлгх,pakarti
1153,aufhängen::V,өлгх,pakabinti
1154,anzünden::V,асах,padegti
1155,anzünden::V,шатах,padegti
1156,aufheben::V,өөдән өргх,pakelti
1157,zurücklassen::V,үлдәх,palikti
1158,verlieren::V,геех,pamesti
1159,fallen lassen::V,алдх,atsisakyti
1160,machen::V,кех,dirbti
1161,herstellen::V,кех,gaminti
1162,bauen::V,тосхх,statyti
1163,bauen::V,тосхх,pastatyti
1164,reparieren::V,ясх,taisyti
1165,reparieren::V,ясх,remontuoti
1166,verbessern::V,сәәрүлх,gerinti
1167,verbessern::V,сәәрүлх,ištaisyti
1168,ändern::V,хүврәх,keisti
1169,ändern::V,хүврәх,pakeisti
1170,graben::V,малтх,kasti
1171,beugen::V,нуһлх,lenkti
1172,beugen::V,нуһлх,palenkti
1173,biegen::V,матилһх,lenkti
1174,biegen::V,матилһх,palenkti
1175,drehen::V,эргүлх,sukti
1176,wenden::V,көмрх,kreipti
1177,wenden::V,көмрх,pakreipti
1178,wenden::V,эргүлх,kreipti
1179,wenden::V,эргүлх,pakreipti
1180,umdrehen::V,эргүлх,sukti
1181,umdrehen::V,эргүлх,apversti
1182,heben::V,өргх,kelti
1183,heben::V,өргх,pakelti
1184,heben::V,деер өргх,kelti
1185,heben::V,деер өргх,pakelti
1186,hochheben::V,өргх,pakelti
1187,ergreifen::V,бәрх,čiupti
1188,ergreifen::V,бәрх,griebti
1189,halten::V,бәрх,laikyti
1190,halten::V,бәрх,palaikyti
1191,drücken::V,шахх,spausti
1192,schieben::V,түлкх,stumti
1193,kratzen::V,мааҗх,kasyti
1194,kratzen::V,мааҗх,grandyti
1195,lecken::V,долах,laižyti
1196,beißen::V,хазх,kandžioti
1197,abreißen::V,таслх,nuplėšti
1198,abschneiden::V,тәәрх,atpjauti
1199,abschneiden::V,тәәрх,atkirpti
1200,binden::V,боох,rišti
1201,binden::V,боох,surišti
1202,stecken::V,шаах,kišti
1203,stecken::V,шаах,įkišti
1204,stecken::V,хатхх,kišti
1205,stecken::V,хатхх,įkišti
1206,brechen::V,хамхлх,lūžti
1207,brechen::V,хамхлх,laužyti
1208,klopfen::V,цокх,belsti
1209,klopfen::V,цокх,barbenti
1210,hauen::V,цокх,mušti
1211,kleben::V,наах,lipdyti
1212,kleben::V,наах,klijuoti
1213,reiben::V,зүлгх,trinti
1214,reiben::V,зүлгх,tarkuoti
1215,streichen::V,наах,tepti
1216,streichen::V,наах,užtepti
1217,streichen::V,лашх,tepti
1218,streichen::V,лашх,užtepti
1219,streichen::V,түркх,tepti
1220,streichen::V,түркх,užtepti
1221,schleifen::V,хурцлх,galą́sti
1222,schneiden::V,хәәчлх,pjauti
1223,schneiden::V,хәәчлх,kirpti
1224,rütteln::V,дәәвлүлх,purtyti
1225,schütteln::V,сегсрх,purtyti
1226,schwenken::V,дайлх,mojuoti
1227,schütten::V,кех,pilti
1228,schütten::V,кех,berti
1229,füllen::V,дүүргх,pildyti
1230,füllen::V,дүүргх,pripildyti
1231,einwickeln::V,орах,įvynioti
1232,einwickeln::V,орах,suvynioti
1233,tragen::V,зөөх,nešti
1234,tragen::V,зөөх,nešioti
1235,schleppen::V,чирх,vilkti
1236,ziehen::V,татх,tempti
1237,aufbewahren::V,хадһлх,laikyti
1238,werfen::V,хайх,mesti
1239,werfen::V,хайх,sviesti
1240,fangen::V,бәрх,sugauti
1241,fangen::V,хавлх,sugauti
1242,packen::V,бәрх,čiupti
1243,packen::V,бәрх,griebti
1244,verstecken::V,дүрх,slėpti
1245,verstecken::V,дүрх,slapstyti
1246,verstecken::V,бултулх,slėpti
1247,verstecken::V,бултулх,slapstyti
1248,teilen::V,хувах,dalyti
1249,teilen::V,хувах,padalyti
1250,schicken::V,илгәх,sių̃sti
1251,schicken::V,илгәх,pasių̃sti
1252,bringen::V,авч ирх,atnešti
1253,hinzufügen::V,немх,pridėti
1254,bekommen::V,авх,gauti
1255,erhalten::V,авх ,gauti
1256,nehmen::V,авх,paimti
1257,wählen::V,шүүх,rinkti
1258,wählen::V,шүүх,išsirinkti
1259,auswählen::V,шүүх,išrinkti
1260,bewahren::V,хадһлх,išsaugoti
1261,bewahren::V,кевтнь үлдәх,išsaugoti
1262,bewahren::V,кевтнь бәәлһх,išsaugoti
1263,behindern::V,харшлх,trukdyti
1264,verderben::V,үрәх,sugadinti
1265,beschädigen::V,эвдх,žaloti
1266,beschädigen::V,эвдх,gadinti
1267,zerbrechen::V,күүлх,sukulti
1268,zerbrechen::V,күүлх,sudaužyti
1269,zerbrechen::V,хамхлх,sukulti
1270,zerbrechen::V,хамхлх,sudaužyti
1271,zerreißen::V,шуучх,perplėšti
1272,zerreißen::V,шуучх,suplėšyti
1273,zerstören::V,эвдх,suardyti
1274,zerstören::V,эвдх,sugriauti
1275,verbrennen::V,шатах,deginti
1276,verbrennen::V,шатах,sudeginti
1277,geben::V,өгх,duoti
1278,geben::V,өгх,paduoti
1279,reichen::V,өгх,paduoti
1280,schenken::V,белглх,dovanoti
1281,versprechen::V,амлх,žadėti
1282,versprechen::V,амлх,pažadėti
1283,wünschen::V,сә хәәх,norėti
1284,wünschen::V,сә хәәх,linḱėti
1285,loben::V,магтх,girti
1286,loben::V,магтх,pagirti
1287,küssen::V,үмсх,bučiuoti
1288,wiegen::V,саатулх,supti
1289,zudecken::V,бүркх,užkloti
1290,zudecken::V,бүркх,uždengti
1291,wecken::V,серүлх,žadinti
1292,zeigen::V,үзүлх,rodyti
1293,führen::V,көтлх,vesti
1294,führen::V,көтлх,vadovauti
1295,lehren::V,заах,mokyti
1296,lehren::V,заах,išmokyti
1297,lehren::V,сурһх,mokyti
1298,lehren::V,сурһх,išmokyti
1299,unterrichten::V,сурһх,dėstyti
1300,unterrichten::V,багшлх,dėstyti
1301,aufziehen::V,өскәх,išauginti
1302,leiten::V,һардх,valdyti
1303,leiten::V,һардх,vadovauti
1304,leiten::V,толһалх,valdyti
1305,leiten::V,толһалх,vadovauti
1306,antreiben::V,шамдах,uiti
1307,antreiben::V,шамдах,raginti
1308,antreiben::V,шамдах,skubinti
1309,lassen::V,күч үзүлх,paliepti
1310,einladen::V,үрх,kviesti
1311,einladen::V,үрх,pakviesti
1312,vereinigen::V,хамцулх,sujungti
1313,vereinigen::V,хамцулх,suvienyti
1314,besuchen::V,одх,lankyti
1315,besuchen::V,одх,aplankyti
1316,treffen::V,харһх,sutikti
1317,treffen::V,харһх,pasitikti
1318,sich versammeln::V,цуглрх,susirinkti
1319,sich versammeln::V,хурх,susirinkti
1320,spielen::V,наадх,groti
1321,spielen::V,наадх,žaisti
1322,singen::V,дуулх,dainuoti
1323,tanzen::V,биилх,šokti
1324,sich trennen::V,хаһцх,skirtis
1325,sich trennen::V,хаһцх,išsiskirti
1326,verlassen::V,хайх,palikti
1327,retten::V,әм аврх,gelbėti
1328,retten::V,әәмшгәс харсх,gelbėti
1329,bewachen::V,харх,sergėti
1330,bewachen::V,манх,sergėti
1331,schützen::V,харсх,ginti
1332,schützen::V,харсх,apginti
1333,verteidigen::V,харсх,ginti
1334,verteidigen::V,харсх,apginti
1335,sich schlagen::V,гүвдлдх,muštis
1336,schießen::V,хах,šauti
1337,schießen::V,хах,šaudyti
1338,siegen::V,диилх,nugalėti
1339,ärgern::V,уурлулх,pykinti
1340,schlagen::V,цокх,mušti
1341,schlagen::V,цокх,smogti
1342,schlagen::V,цокх,trenkti
1343,schlagen::V,гүвдх,mušti
1344,schlagen::V,гүвдх,smogti
1345,schlagen::V,гүвдх,trenkti
1346,stechen::V,хатхх,gelti
1347,stechen::V,хатхх,smeigti
1348,stoßen::V,түлкчкх,stumti
1349,stoßen::V,түлкчкх,pastumti
1350,stehlen::V,хулхалх,vogti
1351,stören::V,һә болх,trikdyti
1352,belästigen::V,амр эс өгх,apsunkinti
1353,verbergen::V,нуух,slėpti
1354,verbergen::V,нуух,paslėpti
1355,verbergen::V,бултулх,slėpti
1356,verbergen::V,бултулх,paslėpti
1357,täuschen::V,меклх,klaidinti
1358,betrügen::V,меклх,apgauti
1359,betrügen::V,мек һарһх,apgauti
1360,töten::V,алх,žudyti
1361,töten::V,алх,nužudyti
1362,wohnen::V,бәәх,gyventi
1363,arbeiten::V,көдлх,dirbti
1364,arbeiten::V,көдлх,triūsti
1365,sammeln::V,түүх,rinkti
1366,pflücken::V,түүх,skinti
1367,pflücken::V,түүх,raškyti
1368,pflücken::V,хурах,skinti
1369,pflücken::V,хурах,raškyti
1370,jagen::V,аңнх,medžioti
1371,jagen::V,аңһучлх,medžioti
1372,fischen::V,заһс аңнх,žvejoti
1373,fassen::V,бәрх,sučiupti
1374,hüten::V,хәрүлх,ganyti
1375,treiben::V,туух,ginti
1376,anbinden::V,уйх,pririšti
1377,füttern::V,теҗәх,šerti
1378,melken::V,саах,melžti
1379,hacken::V,чавчх,kapoti
1380,gießen::V,услх,lieti
1381,gießen::V,услх,laistyti
1382,reifen::V,болх,nokti
1383,reifen::V,болх,sirpti
1384,reifen::V,болвсрх,nokti
1385,reifen::V,болвсрх,sirpti
1386,zubereiten::V,белдх,ruošti
1387,zubereiten::V,белдх,gaminti
1388,kochen::V,чанх,virti
1389,kochen::V,чанх,virinti
1390,kochen::V,болһх,virti
1391,kochen::V,болһх,virinti
1392,backen::V,болһх,kepti
1393,braten::V,хуурх,kepti
1394,braten::V,хуурх,kepinti
1395,umrühren::V,самрх,maišyti
1396,umrühren::V,самрх,pamaišyti
1397,stricken::V,өлгх,megzti
1398,nähen::V,уйх,siūti
1399,färben::V,будх,dažyti
1400,färben::V,будх,nudažyti
1401,reinigen::V,цеврлх,valyti
1402,reinigen::V,цеврлх,švarinti
1403,waschen::V,уһах,plauti
1404,waschen::V,уһах,mazgoti
1405,waschen::V,уһах,skalbti
1406,abwischen::V,арчх,nušluostyti
1407,spülen::V,зәәлх,plauti
1408,spülen::V,зәәлх,skalauti
1409,fegen::V,сәвүрдх,šluoti
1410,kehren::V,сәвүрдх,šluoti
1411,baden::V,өөмх,maudytis
1412,sich waschen::V,уһах,praustis
1413,sich waschen::V,бийән уһаҗ,praustis
1414,ausziehen::V,тәәлх,numauti
1415,ausziehen::V,тәәлх,nuvilkti
1416,anziehen::V,өмсх,mauti
1417,anziehen::V,өмсх,apsivilkti
1418,sich anziehen::V,хувцлх,rengtis
1419,sich anziehen::V,хувцлх,apsirengti
1420,kämmen::V,самлх,šukuoti
1421,schmücken::V,чимх,puošti
1422,schmücken::V,чимх,dabinti
1423,schmücken::V,чимх,gražinti
1424,schmücken::V,кеерүлх,puošti
1425,schmücken::V,кеерүлх,dabinti
1426,schmücken::V,кеерүлх,gražinti
1427,sagen::V,келх,tarti
1428,sprechen::V,келх,kalbėti
1429,reden::V,күүндх,šnekėti
1430,reden::V,күр_кех,šnekėti
1431,sich unterhalten::V,күүндх,kalbėtis
1432,sich unterhalten::V,күүндх,šnekučiuotis
1433,fragen::V,сурх,klausti
1434,bitten::V,эрх,prašyti
1435,erzählen::V,келх,pasakoti
1436,erzählen::V,келҗ өгх,pasakoti
1437,mitteilen::V,медүлх,skelbti
1438,mitteilen::V,медүлх,pranešti
1439,nennen::V,нерәдх,vadinti
1440,nennen::V,нерәдх,vardyti
1441,nennen::V,нер өгх,vadinti
1442,nennen::V,нер өгх,vardyti
1443,rufen::V,дуудх,šaukti
1444,rufen::V,дуудх,kviesti
1445,prahlen::V,көөрх,girtis
1446,übersetzen::V,орчулх,versti
1447,übersetzen::V,орчулх,išversti
1448,denken::V,санх,galvoti
1449,glauben::V,шүтх,manyti
1450,glauben::V,шүтх,tikėti
1451,glauben::V,нәәлх,manyti
1452,glauben::V,нәәлх,tikėti
1453,bemerken::V,темдглх,pamatyti
1454,bemerken::V,темдглх,pastebėti
1455,erkennen::V,таньх,pažinti
1456,erkennen::V,таньх,atpažinti
1457,erkennen::V,медх,pažinti
1458,erkennen::V,медх,atpažinti
1459,begreifen::V,медх,suvokti
1460,verstehen::V,соңсх,suprasti
1461,lernen::V,сурх,mokytis
1462,wissen::V,медх,žinoti
1463,sich erinnern an::V,санх,prisiminti
1464,vergessen::V,мартх,užmiršti
1465,messen::V,кемҗәлх,matuoti
1466,zählen::V,тоолх,skaičiuoti
1467,rechnen::V,тоолх,skaičiuoti
1468,lesen::V,умшх,skaityti
1469,malen::V,зурх,tapyti
1470,zeichnen::V,зурх,piešti
1471,zeichnen::V,зурх,žymėti
1472,zeichnen::V,зурх,braižyti
1473,schreiben::V,бичх,rašyti
1474,besitzen::V,эзлх,turėti
1475,kaufen::V,хулдҗ авх,pirkti
1476,verkaufen::V,хулдх,parduoti
1477,verkaufen::V,гүүлгх,parduoti
1478,bezahlen::V,өгх,apmokėti
1479,zahlen::V,өгх,mokėti
1480,beherrschen::V,эзлх,valdyti
1481,ertragen::V,даах,kę̃sti
1482,ertragen::V,даах,pakelti
1483,ertragen::V,даах,iškę̃sti
1484,treten::V,,mygti
