,Concept_ID,hu,vep
317,Volk::N,nép,rahvaz
318,Arbeit::N,dolog,tö
319,Arbeit::N,dolog,rad
320,Gast::N,vendég,adiv
321,Geschenk::N,ajándék,lahj
322,Spiel::N,játék,vänd
323,Gesellschaft::N,társaság,sebr
324,Hilfe::N,segítség,abu
325,Freund::N,barát,sebranik
326,Kamerad::N,társ,sebranik
327,Angelegenheit::N,ügy,azj
328,Anzahl::N,szám,lugu
329,Art::N,faj,rod
330,Art::N,faj,rodsugu
331,Art::N,fajta,rod
332,Art::N,fajta,rodsugu
333,Stück::N,darab,pala
334,Stück::N,darab,supal
335,Teil::N,rész,pala
336,Hälfte::N,fél,pol'
337,Kreis::N,kör,ümbruz
338,Kreis::N,kör,kehkruz
339,Kreuz::N,kereszt,rist
340,Linie::N,vonal,pird
341,Strich::N,vonás,pird
342,Abstand::N,köz,keskust
343,Entfernung::N,távolság,matk
344,Gegend::N,táj,taho
345,Gegend::N,vidék,taho
346,Platz::N,hely,avaruz'
347,Ort::N,hely,koht
348,Seite::N,fél,pol'
349,Seite::N,fél,kül'g
350,Seite::N,oldal,pol'
351,Seite::N,oldal,kül'g
352,Mitte::N,közép,kesk
353,Gegenstand::N,tárgy,kalu
354,Sache::N,dolog,azj
355,Rand::N,szél,röun
356,Rand::N,perem,röun
357,Rand::N,szegély,röun
358,Kante::N,él,röun
359,Ecke::N,sarok,saum
360,Ecke::N,szöglet,saum
361,Spitze::N,csúcs,agjaine
362,Ende::N,vég,agj
363,Loch::N,lyuk,reig
364,Winkel::N,szög,čoga
365,Winkel::N,szög,saum
366,Muster::N,minta,kirjam
367,Größe::N,nagyság,suruz'
368,Länge::N,hossz,piduz
369,Länge::N,hosszúság,piduz
370,Höhe::N,magasság,korktuz'
371,Gewicht::N,súly,jügu
372,Gewicht::N,súly,vedäduz
373,Menge::N,sokaság,äjüz'
374,Menge::N,mennyiség,äjüz'
375,Haufen::N,halom,kogo
376,Reihe::N,sor,rivi
377,Boot::N,csónak,veneh
378,Ruder::N,evező,air
379,Schlitten::N,szánkó,regi
380,Schlitten::N,szánkó,regut
381,Ski::N,sí,suks'
382,Lagerfeuer::N,tábortűz,nodj
383,Lagerfeuer::N,tábortűz,pažag
384,Last::N,teher,jüguz
385,Gang::N,járás,astund
386,Schritt::N,lépés,hašk
387,Norden::N,észak,pohjoine
388,Süden::N,dél,suvi
389,Westen::N,nyugat,päivlaskm
390,Osten::N,kelet,päivnouzm
391,Holz::N,fa,pu
392,Brett::N,deszka,laud
393,Platte::N,lap,keitim
394,Platte::N,lemez,keitim
395,Stütze::N,támasz,tugi
396,Stütze::N,támaszték,tugi
397,Stange::N,rúd,arz'
398,Stange::N,pózna,arz'
399,Stock::N,pálca,kalu
400,Stab::N,bot,seibaz
401,Rohr::N,cső,torv
402,Haus::N,ház,pert'
403,Heim::N,otthon,kodi
404,Ofen::N,kályha,päč
405,Fußboden::N,padló,lava
406,Tisch::N,asztal,laud
407,Tisch::N,asztal,stal'c
408,Stuhl::N,szék,ištim
409,Wiege::N,bölcső,kätte
410,Bett::N,ágy,sija
411,Bett::N,ágy,magaduzsija
412,Regal::N,polc,palič
413,Regal::N,állvány,palič
414,Kiste::N,láda,mülütim
415,Fenster::N,ablak,ikun
416,Tür::N,ajtó,uks'
417,Tor::N,kapu,verai
418,Zaun::N,kerítés,aid
419,Dach::N,tető,katuz
420,Leiter::N,létra,pordhad
421,Besen::N,seprű,lud
422,Besen::N,seprű,vast
423,Spaten::N,ásó,labid
424,Schaufel::N,lapát,labid
425,Gabel::N,villa,hangoine
426,Löffel::N,kanál,luzik
427,Messer::N,kés,veič
428,Nagel::N,szeg,nagl
429,Netz::N,háló,verk
430,Haken::N,kampó,kouk
431,Griff::N,nyél,kägä
432,Griff::N,nyél,varz'
433,Griff::N,fogantyú,kägä
434,Griff::N,fogantyú,varz'
435,Schloss::N,zár,lukkol
436,Bild::N,kép,kuva
437,Figur::N,alak,figur
438,Puppe::N,bábu,tätüine
439,Beutel::N,zacskó,havad
440,Bündel::N,köteg,toppaz
441,Bündel::N,köteg,käč
442,Tasche::N,táska,sumk
443,Eimer::N,vödör,vädr
444,Deckel::N,fedő,katuz
445,Deckel::N,fedél,katuz
446,Geschirr::N,edény,astii
447,Sack::N,zsák,havad
448,Tasse::N,csésze,čašk
449,Topf::N,fazék,pada
450,Kessel::N,üst,katil
451,Kessel::N,bogrács,katil
452,Essen::N,evés,sönd
453,Essen::N,étkezés,sönd
454,Nahrung::N,ennivaló,söm
455,Speise::N,étel,sömine
456,Fleisch::N,hús,liha
457,Getreide::N,gabona,vill'
458,Brei::N,pép,pudr
459,Brei::N,kása,pudr
460,Brot::N,kenyér,leib
461,Scheibe::N,szelet,bibaleh
462,Scheibe::N,szelet,šlik
463,Fett::N,háj,razv
464,Fett::N,zsír,razv
465,Butter::N,vaj,voi
466,Öl::N,olaj,voi
467,Salz::N,só,sol
468,Suppe::N,leves,lem'
469,Suppe::N,leves,keitoz
470,Honig::N,méz,mezi
471,Milch::N,tej,maid
472,Tee::N,tea,čai
473,Leder::N,bőr,nahk
474,Wolle::N,gyapjú,vill
475,Stoff::N,szövet,kangaz
476,Nadel::N,tű,negl
477,Faden::N,fonál,nit'
478,Knopf::N,gomb,nübl'
479,Knoten::N,csomó,sol'm
480,Farbe::N,szín,muju
481,Farbe::N,festék,muju
482,Kleidung::N,ruha,sobad
483,Kleidung::N,ruházat,sobad
484,Hemd::N,ing,paid
485,Kragen::N,gallér,kagluz
486,Ärmel::N,ujj,hijam
487,Hose::N,gatya,štanad
488,Hose::N,nadrág,štanad
489,Gürtel::N,öv,vö
490,Mütze::N,sapka,šapuk
491,Schuh::N,cipő,keng'
492,Stiefel::N,csizma,sapug
493,Ring::N,gyűrű,rengaz
494,Band::N,szalag,lentaine
495,Kamm::N,fésű,suga
496,Spiegel::N,tükör,zerkol
497,Riemen::N,szíj,vö
498,Schnur::N,zsinór,nor
499,Leine::N,póráz,talutimnor
500,Decke::N,takaró,sijakatuz
501,Kissen::N,párna,pöluz
502,Tuch::N,kendő,paik
503,Handtuch::N,törülköző,käzipaik
504,Kraft::N,erő,vägi
505,Stärke::N,erő,vahvuz'
506,Stärke::N,erősség,vahvuz'
507,Gesundheit::N,egészség,tervhuz
508,Krankheit::N,kór,läžund
509,Krankheit::N,betegség,läžund
510,Schmerz::N,fájdalom,kibu
511,Wunde::N,seb,čapatez
512,Fieber::N,láz,säru
513,Arznei::N,orvosság,zel'l'
514,Arznei::N,gyógyszer,zel'l'
515,Brücke::N,híd,sild
516,Brunnen::N,kút,kaiv
517,Weide::N,legelő,omaluine
518,Pfad::N,ösvény,tehut
519,Weg::N,út,te
520,Straße::N,út,te
521,Dorf::N,falu,külä
522,Stadt::N,város,lidn
523,Brief::N,levél,kirjeine
524,Buch::N,könyv,kirj
525,Buchstabe::N,betű,kirjam
526,Zeitung::N,újság,lehtez
527,Zeitung::N,hírlap,lehtez
528,Leben::N,élet,elo
529,Tod::N,halál,surm
530,Grab::N,sír,kaum
531,Kirche::N,templom,jumalanpert'
532,Sünde::N,bűn,grähk
533,Sünde::N,vétek,grähk
534,Gott::N,isten,jumal
535,Arbeiter::N,munkás,radnik
536,Chef::N,főnök,pämez'
537,Meister::N,mester,mastar
538,Arzt::N,orvos,lekar'
539,Lehrer::N,tanár,opendai
540,Lehrer::N,tanító,opendai
541,Geld::N,pénz,rahad
542,Geschäft::N,üzlet,biznes
543,Laden::N,bolt,lauk
544,Preis::N,ár,arv
545,Ware::N,áru,tavar
546,Nutzen::N,haszon,liža
547,Reichtum::N,gazdagság,kodielo
548,Reichtum::N,gazdagság,kal'huz'
549,Welt::N,világ,mail'm
550,Land::N,ország,ma
551,Staat::N,állam,valdkund
552,König::N,király,kunigaz
553,Macht::N,hatalom,vald
554,Grenze::N,határ,röun
555,Krieg::N,háború,soda
556,Feind::N,ellenség,vihanik
557,Feind::N,ellenség,vastustai
558,Gewalt::N,erőszak,vägivald
559,Kampf::N,harc,tora
560,Bogen[Waffe]::N,íj,taug
561,Pfeil::N,nyíl,nol
562,Gewehr::N,puska,oružj
563,Gewehr::N,fegyver,oružj
564,Fehler::N,hiba,viga
565,Lüge::N,hazugság,kelastuz
566,Schaden::N,kár,pahuz'
567,Unglück::N,csapás,bed
568,Unglück::N,csapás,gor'a
569,Unglück::N,balszerencse,bed
570,Unglück::N,balszerencse,gor'a
571,Schuld::N,bűn,värhuz'
572,Alter::N,kor,igä
573,Schluss::N,vég,lop
574,Schluss::N,befejezés,lop
575,Zeit::N,idő,aig
576,Tag::N,nap,päiv
577,Morgen::N,reggel,homendez
578,Mittag::N,dél,keskpäiv
579,Abend::N,este,eht
580,Nacht::N,éj,ö
581,Nacht::N,éjszaka,ö
582,Woche::N,hét,nedal'
583,Monat::N,hó,ku
584,Monat::N,hónap,ku
585,Jahr::N,év,voz'
586,Frühling::N,tavasz,keväz'
587,Sommer::N,nyár,keza
588,Herbst::N,ősz,sügüz'
589,Winter::N,tél,tal'v
590,Januar::N,január,viluku
591,Februar::N,február,uhoku
592,März::N,március,keväz'ku
593,April::N,április,sulaku
594,Mai::N,május,semendku
595,Juni::N,június,kezaku
596,Juli::N,július,heinku
597,August::N,augusztus,eloku
598,September::N,szeptember,sügüz'ku
599,Oktober::N,október,reduku
600,November::N,november,kül'mku
601,Dezember::N,december,tal'vku
602,Montag::N,hétfő,ezmärg
603,Dienstag::N,kedd,tožnarg
604,Mittwoch::N,szerda,koumanz'päiv
605,Donnerstag::N,csütörtök,nellänz'päiv
606,Freitag::N,péntek,pätnič
607,Freitag::N,péntek,videnz'päiv
608,Samstag::N,szombat,sobat
609,Sonntag::N,vasárnap,pühäpäiv
610,groß::A,nagy,sur'
611,groß::A,nagy,järed
612,klein::A,pici,pen'
613,klein::A,pici,pičuine
614,klein::A,kicsi,pen'
615,klein::A,kicsi,pičuine
616,lang::A,hosszú,pit'k
617,kurz::A,rövid,lühüd
618,breit::A,széles,leved
619,schmal::A,keskeny,kaid
620,dicht::A,sűrű,tihed
621,dick[Gegenstand]::A,vastag,paks
622,dünn::A,vékony,hoik
623,fein::A,vékony,hen
624,fest::A,szilárd,luja
625,fest::A,szilárd,ninev
626,flach::A,sík,lapak
627,flach::A,lapos,lapak
628,glatt::A,sima,siled
629,hart::A,kemény,kova
630,weich::A,puha,pehmed
631,rund::A,kerek,kehker
632,spitz::A,hegyes,nügu
633,spitz::A,hegyes,terav
634,scharf::A,éles,terav
635,stumpf::A,tompa,tül'c
636,stumpf::A,életlen,tül'c
637,schwer::A,nehéz,jüged
638,schwer::A,súlyos,jüged
639,schön::A,szép,čoma
640,heiß::A,forró,räk
641,warm::A,meleg,läm'
642,kalt::A,hideg,vilu
643,kühl::A,hűs,raibak
644,kühl::A,hűs,viluhk
645,kühl::A,hűvös,raibak
646,kühl::A,hűvös,viluhk
647,frisch::A,üde,lahed
648,frisch::A,friss,lahed
649,feucht::A,nedves,neps
650,feucht::A,nedves,toreh
651,nass::A,vizes,märg
652,trocken::A,száraz,kuiv
653,voll::A,telt,täuz'
654,leer::A,üres,joudai
655,offen::A,nyílt,avoin
656,offen::A,nyílt,avol'jaine
657,offen::A,nyitott,avoin
658,offen::A,nyitott,avol'jaine
659,geschlossen::A,zárt,saubaline
660,geschlossen::A,csukott,saubaline
661,sauber::A,tiszta,puhtaz
662,schmutzig::A,piszkos,redukaz
663,schmutzig::A,szennyes,redukaz
664,roh::A,nyers,rohk
665,roh::A,nyers,toreh
666,reif::A,érett,küps
667,lecker::A,finom,magukaz
668,süß::A,édes,maged
669,bitter::A,keserű,karged
670,sauer::A,savanyú,muiged
671,hell::A,világos,kirkas
672,hell::A,világos,valgei
673,dunkel::A,sötét,pimed
674,schwarz::A,fekete,must
675,weiß::A,fehér,vauged
676,rot::A,vörös,rusked
677,gelb::A,sárga,pakuine
678,blau::A,kék,sinine
679,grün::A,zöld,vihand
680,grau::A,ősz,hahk
681,grau::A,szürke,hahk
682,bunt::A,tarka,kirjav
683,bunt::A,színes,kirjav
684,billig::A,olcsó,odav
685,teuer::A,drága,kalliž
686,wertvoll::A,értékes,arvokas
687,blind::A,vak,soged
688,taub::A,süket,kurdiž
689,kräftig::A,erős,vägev
690,stark::A,erős,vahv
691,stark::A,erős,vägekaz
692,schwach::A,gyenge,väll'
693,schwach::A,erőtlen,väll'
694,fett::A,hájas,razvakaz
695,schlank::A,karcsú,kapos
696,hübsch::A,csinos,čoma
697,böse::A,rossz,äred
698,böse::A,rossz,käred
699,böse::A,gonosz,äred
700,böse::A,gonosz,käred
701,dumm::A,buta,el'getoi
702,dumm::A,ostoba,el'getoi
703,faul::A,lusta,lašk
704,fleißig::A,szorgalmas,radonnavedii
705,geizig::A,fukar,ažlak
706,geizig::A,fösvény,ažlak
707,klug::A,okos,melev
708,klug::A,okos,melekaz
709,klug::A,eszes,melev
710,klug::A,eszes,melekaz
711,geschickt::A,ügyes,mahtokaz
712,lieb::A,drága,izo
713,lieb::A,drága,sula
714,lieb::A,kedves,izo
715,lieb::A,kedves,sula
716,lustig::A,víg,ilokaz
717,lustig::A,vidám,ilokaz
718,sanft::A,enyhe,laskav
719,hungrig::A,éhes,näl'ghine
720,krank::A,beteg,läžui
721,nackt::A,csupasz,alastoi
722,nackt::A,meztelen,alastoi
723,traurig::A,bús,opalahine
724,traurig::A,szomorú,opalahine
725,lebendig::A,élő,eläb
726,gut::A,jó,hüvä
727,schlecht::A,rossz,huba
728,richtig::A,helyes,oiged
729,schlimm::A,rossz,paha
730,wahr::A,igaz,todesine
731,alt::A,ó,vanh
732,alt::A,régi,vanh
733,neu::A,új,uz'
734,ehemalig::A,volt,edeline
735,ehemalig::A,egykori,edeline
736,alt[Lebewesen]::A,öreg,ravaz
737,jung::A,fiatal,nor'
738,arm::A,szegény,gol'l'
739,reich::A,gazdag,elokaz
740,bekannt::A,ismert,tutab
741,bekannt::A,ismeretes,tutab
742,berühmt::A,híres,tetab
743,fremd::A,idegen,veraz
744,verschieden::A,különböző,erazvuitte
745,nah::A,közeli,läheline
746,fern::A,távoli,edahaine
747,linker::A,bal,hura
748,rechter::A,jobb,oiged
749,anderer::A,más,toine
750,anderer::A,másik,toine
751,erster::A,első,ezmäine
752,zweiter::A,második,toine
753,dritter::A,harmadik,koumanz'
754,letzter::A,utolsó,jäl'gmäine
755,allein::ADV,egyedül,üksnäze
756,auf einmal::ADV,egyszerre,ühten aigan
757,zusammen::ADV,együtt,ühtes
758,zusammen::ADV,összesen,ühtes
759,lange::ADV,sokáig,hätken
760,lange::ADV,hosszan,hätken
761,plötzlich::ADV,hirtelen,äkkid
762,plötzlich::ADV,egyszerre,äkkid
763,sofort::ADV,rögtön,kerdalaz
764,sofort::ADV,tüstént,kerdalaz
765,später::ADV,későn,möhemba
766,jetzt::ADV,most,nügüd'
767,heute::ADV,ma,tämbei
768,morgen::ADV,holnap,homen
769,bald::ADV,majd,pigai
770,bald::ADV,nemsokára,pigai
771,dann::ADV,akkor,sid'
772,gestern::ADV,tegnap,eglai
773,einst::ADV,hajdan,ende
774,einst::ADV,hajdan,kerdan
775,damals::ADV,akkor,siloi
776,damals::ADV,akkoriban,siloi
777,danach::ADV,azután,sid'
778,vorher::ADV,előbb,ende
779,zuerst::ADV,először,ezmäi
780,einmal::ADV,egyszer,kerdan
781,manchmal::ADV,néha,erašti
782,manchmal::ADV,olykor,erašti
783,oft::ADV,sokszor,paksus
784,immer::ADV,mindig,kaiken
785,niemals::ADV,sohasem,ei nikonz
786,hier::ADV,itt,täs
787,hier::ADV,itt,tägä
788,hierhin::ADV,erre,tänna
789,von hier::ADV,innen,täspäi
790,von hier::ADV,innen,sid'päi
791,dort::ADV,ott,sigä
792,dorthin::ADV,oda,sinna
793,dorthin::ADV,oda,nakkale
794,geradeaus::ADV,egyenesen,kohtha
795,vorwärts::ADV,előre,edehe
796,rückwärts::ADV,hátrafelé,sel'gin
797,zurück::ADV,hátra,tagaze
798,zurück::ADV,vissza,tagaze
799,unten::ADV,alul,alahan
800,hinab::ADV,le,alaz
801,hinab::ADV,le,alahaks
802,hinab::ADV,lefelé,alaz
803,hinab::ADV,lefelé,alahaks
804,oben::ADV,fenn,ülähän
805,oben::ADV,felül,ülähän
806,hinauf::ADV,fel,ülez
807,hinauf::ADV,fel,ülähäks
808,hinauf::ADV,felfelé,ülez
809,hinauf::ADV,felfelé,ülähäks
810,überall::ADV,mindenütt,kaikjal
811,nicht::ADV,nem,ei
812,ein wenig::ADV,egy kicsit,vähän
813,kaum::ADV,alig,habi
814,sehr::ADV,nagyon,lujas
815,so::ADV,úgy,muga
816,so::ADV,úgy,ninga
817,noch::ADV,még,völ
818,nur::ADV,csak,järg
819,nur::ADV,csak,vaiše
820,nur::ADV,csupán,järg
821,nur::ADV,csupán,vaiše
822,schon::ADV,már,jo
823,wieder::ADV,ismét,möst
824,wieder::ADV,megint,möst
825,vergebens::ADV,hiába,uhtei
826,vor::PRP,előtt,edes
827,hinter::PRP,mögött,taga
828,unter::PRP,alatt,al
829,durch::PRP,át,läbi
830,durch::PRP,át,kal't
831,durch::PRP,keresztül,läbi
832,durch::PRP,keresztül,kal't
