,Concept_ID,hi,el
147,Funke::N,स्फुलिंग,σπινθήρας
148,Feuer::N,आग,φωτιά
149,Feuer::N,आतिश,φωτιά
150,Feuer::N,अग्नि,φωτιά
151,Licht::N,रोशनी,φως
152,Licht::N,प्रकाश,φως
153,Schatten::N,छाया,σκιά
154,Schatten::N,छाया,ίσκιος
155,Schatten::N,परछाई,σκιά
156,Schatten::N,परछाई,ίσκιος
157,Wetter::N,ऋतु,καιρός
158,Wetter::N,मौसम,καιρός
159,Nebel::N,धुँध,ομίχλη
160,Nebel::N,कुहरा,ομίχλη
161,Wolke::N,मेघ,σύννεφο
162,Wolke::N,अभ्र,σύννεφο
163,Regen::N,मेंह,βροχή
164,Regen::N,बारिश,βροχή
165,Schnee::N,हिम,χιόνι
166,Schnee::N,बर्फ़,χιόνι
167,Eis::N,हिम,πάγος
168,Eis::N,बर्फ़,πάγος
169,Frost::N,ठंड,παγωνία
170,Kälte::N,सर्दी,κρύο
171,Kälte::N,सर्दी,ψύχος
172,Kälte::N,शीतलता,κρύο
173,Kälte::N,शीतलता,ψύχος
174,Hitze::N,ताप,ζέστη
175,Hitze::N,गरमी,ζέστη
176,Raureif::N,पाला,πάχνη
177,Regenbogen::N,इंद्र-धनुष,ουράνιο τόξο
178,Donner::N,गरज,βροντή
179,Donner::N,मेघ-गर्जन,βροντή
180,Strömung::N,बहाव,ρεύμα
181,Strömung::N,प्रवाह,ρεύμα
182,Tropfen::N,बूँद,στάλα
183,Schaum::N,झाग,αφρός
184,Schmutz::N,गंद,βρωμιά
185,Schmutz::N,कीचड़,βρωμιά
186,See::N,झील,λίμνη
187,See::N,सरोवर,λίμνη
188,Sumpf::N,दलदल,βάλτος
189,Sumpf::N,धँसान,βάλτος
190,Moor::N,झाबर,έλος
191,Moor::N,धँसान,έλος
192,Wiese::N,घास-स्थल,λιβάδι
193,Wald::N,जंगल,δάσος
194,Hügel::N,टीला,λόφος
195,Hügel::N,पहाड़,λόφος
196,Anhöhe::N,टीला,ύψωμα
197,Anhöhe::N,पहाड़ी,ύψωμα
198,Berg::N,पहाड़,όρος
199,Berg::N,पहाड़,βουνό
200,Gipfel::N,शिखर,κορυφή
201,Höhle::N,गुहा,σπηλιά
202,Höhle::N,गुफ़ा,σπηλιά
203,Abhang::N,ढाल,πλαγιά
204,Abhang::N,ढलान,πλαγιά
205,Quelle::N,चश्मा,πηγή
206,Quelle::N,चश्मा,βρύση
207,Bach::N,सोता,ρυάκι
208,Bach::N,नदिका,ρυάκι
209,Fluss::N,नदी,ποτάμι
210,Fluss::N,नदी,ποταμός
211,Fluss::N,सरिता,ποτάμι
212,Fluss::N,सरिता,ποταμός
213,Ufer::N,तट,όχθη
214,Ufer::N,किनारा,όχθη
215,Küste::N,समुद्र-तट,ακτή
216,Küste::N,समुद्र-तट,ακρογιαλιά
217,Festland::N,महाद्वीप,στεριά
218,Meer::N,सागर,θάλασσα
219,Meer::N,समुद्र,θάλασσα
220,Bucht::N,खाड़ी,κόλπος
221,Insel::N,टापू,νησί
222,Insel::N,टापू,νήσος
223,Insel::N,द्वीप,νησί
224,Insel::N,द्वीप,νήσος
225,Blume::N,फूल,άνθος
226,Blume::N,फूल,λουλούδι
227,Blume::N,पुष्प,άνθος
228,Blume::N,पुष्प,λουλούδι
229,Gras::N,घास,χόρτο
230,Gras::N,घास,χορτάρι
231,Wurzel::N,मूल,ρίζα
232,Baum::N,पेड़,δέντρο
233,Baum::N,वृक्ष,δέντρο
234,Stamm::N,धड़,κορμός
235,Rinde::N,छाल,φλούδα
236,Rinde::N,वल्कल,φλούδα
237,Ast::N,डाल,κλαδί
238,Ast::N,शाखा,κλαδί
239,Zweig::N,टहनी,κλαδί
240,Zweig::N,टहनी,κλάδος
241,Blatt::N,पत्र,φύλλο
242,Blatt::N,पत्ता,φύλλο
243,Birke::N,भूर्ज,σημύδα
244,Kiefer[Baum]::N,पाइन-वृक्ष,πεύκο
245,Weide[Baum]::N,बेंत,ιτιά
246,Tanne::N,फ़र,έλατο
247,Horn::N,सींग,κέρας
248,Horn::N,सींग,κέρατο
249,Horn::N,विषाण,κέρας
250,Horn::N,विषाण,κέρατο
251,Feder::N,पर,φτερό
252,Feder::N,पंख,φτερό
253,Fell::N,खाल,δέρμα
254,Fell::N,खाल,τομάρι
255,Fell::N,पशु-चर्म,δέρμα
256,Fell::N,पशु-चर्म,τομάρι
257,Flügel::N,पंख,πτερύγιο
258,Flügel::N,डैना,πτερύγιο
259,Klaue::N,पंजा,κουλό
260,Kralle::N,पंजा,νύχι
261,Kralle::N,नाख़ून,νύχι
262,Schwanz::N,पूँछ,ουρά
263,Ei::N,अंडा,αβγό
264,Nest::N,नीड़,φωλιά
265,Nest::N,घोंसला,φωλιά
266,Bau::N,बिल,φωλιά
267,Bau::N,माँद,φωλιά
268,Tier::N,पशु,ζώο
269,Tier::N,जानवर,ζώο
270,Herde::N,गल्ला,κοπάδι
271,Kuh::N,गौ,αγελάδα
272,Kuh::N,गाय,αγελάδα
273,Bulle::N,साँड़,ταύρος
274,Pferd::N,अश्व,άλογο
275,Pferd::N,घोड़ा,άλογο
276,Schaf::N,भेड़,πρόβατο
277,Schwein::N,शूकर,γουρούνι
278,Hund::N,श्वान,σκυλί
279,Hund::N,श्वान,σκύλος
280,Hund::N,कुत्ता,σκυλί
281,Hund::N,कुत्ता,σκύλος
282,Katze::N,बिल्ली,γάτα
283,Bär::N,रीछ,άρκτος
284,Bär::N,रीछ,αρκούδα
285,Bär::N,भालू,άρκτος
286,Bär::N,भालू,αρκούδα
287,Eichhörnchen::N,गिलहरी,βερβερίτσα
288,Elch::N,एल्क,άλκη
289,Fuchs::N,लोमड़ी,αλεπού
290,Hase::N,खरहा,λαγός
291,Hase::N,ख़रगोश,λαγός
292,Maus::N,मूष,ποντικός
293,Maus::N,चूहा,ποντικός
294,Wolf::N,वृक,λύκος
295,Wolf::N,भेड़िया,λύκος
296,Vogel::N,पक्षी,πουλί
297,Vogel::N,चिड़िया,πουλί
298,Schwarm::N,झुंड,σμήνος
299,Huhn::N,मुर्ग़ी,κότα
300,Huhn::N,मुर्ग़ी,όρνιθα
301,Hahn::N,मुर्ग़ा,πετεινός
302,Gans::N,हंस,χήνα
303,Gans::N,हंसिनी,χήνα
304,Adler::N,उक़ाब,αετός
305,Ente::N,बतख़,πάπια
306,Ente::N,बत्तक,πάπια
307,Eule::N,उल्लू,κουκουβάγια
308,Kranich::N,सारस,γερανός
309,Kranich::N,क्रौंंच,γερανός
310,Krähe::N,काक,καρακάξα
311,Kuckuck::N,कोयल,κούκος
312,Kuckuck::N,कोकिल,κούκος
313,Schwan::N,हंस,κύκνος
314,Schwan::N,मराल,κύκνος
315,Fisch::N,मछली,ψάρι
316,Fisch::N,मत्स्य,ψάρι
317,Barsch::N,पर्च,πέρκα
318,Hecht::N,पाइक,λούτσος
319,Schlange[Tier]::N,सर्प,φίδι
320,Wurm::N,कृमि,σκουλήκι
321,Wurm::N,कीड़ा,σκουλήκι
322,Spinne::N,लूता,αράχνη
323,Spinne::N,मकड़ी,αράχνη
324,Ameise::N,चींटी,μυρμήγκι
325,Laus::N,जूँ,ψείρα
326,Mücke::N,डाँस,κουνούπι
327,Fliege::N,मक्खी,μύγα
328,Fliege::N,मक्षिका,μύγα
329,Schmetterling::N,तितली,πεταλούδα
330,Beere::N,बेरी,ρόγα
331,Apfel::N,सेब,μήλο
332,Pilz::N,खुंबी,μανιτάρι
333,Zwiebel::N,प्याज़,κρεμμύδι
334,Saat::N,बीज,σπόρος
335,Korn::N,दाना,σπυρί
336,Heu::N,मूखी घास,σανός
337,Schale::N,बकला,τσόφλι
338,Schale::N,छिलका,τσόφλι
339,Grube::N,गड्ढा,λάκκος
340,Falle::N,जाल,παγίδα
341,Falle::N,फँदा,παγίδα
342,Schlinge::N,फँदा,θηλειά
343,Spur::N,सुराग़,ίχνος
344,Spur::N,पद-चिह्न,ίχνος
345,Asche::N,राख,στάχτη
346,Dreck::N,मैल,βρωμιά
347,Dreck::N,गंदगी,βρωμιά
348,Eisen::N,लोहा,σίδερο
349,Gold::N,सोना,μάλαμα
350,Gold::N,सोना,χρυσάφι
351,Gold::N,स्वर्ण,μάλαμα
352,Gold::N,स्वर्ण,χρυσάφι
353,Silber::N,रजत,ασήμι
354,Silber::N,रजत,άργυρος
355,Silber::N,चाँदी,ασήμι
356,Silber::N,चाँदी,άργυρος
357,Kohle::N,कोयला,κάρβουνο
358,Glas::N,काँच,γυαλί
359,Lehm::N,चिकनी मिट्टी,πηλός
360,Sand::N,रेत,άμμος
361,Sand::N,बालू,άμμος
362,Mensch::N,मानव,άνθρωπος
363,Mensch::N,इनसान,άνθρωπος
364,Mensch::N,मनुष्य,άνθρωπος
365,Mann::N,आदमी,άνδρας
366,Mann::N,पुरुष,άνδρας
367,Frau::N,औरत,γυναίκα
368,Frau::N,महिला,γυναίκα
369,Frau::N,स्त्री,γυναίκα
370,Kind::N,बाल,παιδί
371,Kind::N,बच्चा,παιδί
372,Junge::N,लड़का,αγόρι
373,Mädchen::N,लड़की,κοπέλα
374,Mädchen::N,लड़की,κορίτσι
375,Mädchen::N,कुमारी,κοπέλα
376,Mädchen::N,कुमारी,κορίτσι
377,Familie::N,परिवार,οικογένεια
378,Großvater::N,दादा,παππούς
379,Großmutter::N,नानी,γιαγιά
380,Eltern::N,माँ-बाप,γονείς
381,Eltern::N,माता-पिता,γονείς
382,Vater::N,बाप,πατέρας
383,Vater::N,पिता,πατέρας
384,Mutter::N,माँ,μητέρα
385,Mutter::N,माता,μητέρα
386,Sohn::N,बेटा,γιος
387,Sohn::N,पुत्र,γιος
388,Tochter::N,बेटी,κόρη
389,Tochter::N,पुत्री,κόρη
390,Bruder::N,भाई,αδελφός
391,Bruder::N,भ्राता,αδελφός
392,Schwester::N,बहन,αδελφή
393,Schwester::N,भगिनी,αδελφή
394,Onkel::N,ताऊ,θείος
395,Onkel::N,काका,θείος
396,Tante::N,बूआ,θεία
397,Tante::N,फूफी,θεία
398,Tante::N,ख़ाला,θεία
399,Ehemann::N,पति,σύζυγος
400,Ehemann::N,शौहर,σύζυγος
401,Ehefrau::N,बीवी,σύζυγος
402,Freude::N,आनंद,χαρά
403,Freude::N,प्रसन्नता,χαρά
404,Gelächter::N,हँसी,γέλια
405,Gelächter::N,क़हक़हा,γέλια
406,Glück::N,आनंद,ευτυχία
407,Glück::N,ख़ुशी,ευτυχία
408,Kummer::N,शोक,έγνοια
409,Kummer::N,दुःख,έγνοια
410,Wunsch::N,इच्छा,επιθυμία
411,Wunsch::N,अभिलाषा,επιθυμία
412,Lust::N,चाह,όρεξη
413,Lust::N,कामना,όρεξη
414,Geist::N,जान,πνέυμα
415,Geist::N,प्राण,πνέυμα
416,Gedanke::N,विचार,σκέψη
417,Gedächtnis::N,याददाश्त,μνήμη
418,Gedächtnis::N,स्मरण-शक्ति,μνήμη
419,Verstand::N,समझ,νους
420,Verstand::N,अक़्ल,νους
421,Verstand::N,बुद्धि,νους
422,Sinn::N,अर्थ,νόημα
423,Grund::N,वजह,λόγος
424,Grund::N,कारण,λόγος
425,Wahrheit::N,सत्य,αλήθεια
426,Wahrheit::N,सच्चाई,αλήθεια
427,Gespräch::N,चर्चा,συνομιλία
428,Gespräch::N,वार्ता,συνομιλία
429,Gespräch::N,बात-चीत,συνομιλία
430,Märchen::N,क़िस्सा,παραμύθι
431,Erzählung::N,कथा,διήγημα
432,Erzählung::N,कहानी,διήγημα
433,Nachricht::N,सूचना,είδηση
434,Nachricht::N,समाचार,είδηση
435,Neuigkeit::N,ख़बर,νέο
436,Neuigkeit::N,समाचार,νέο
437,Name::N,नाम,όνομα
438,Rätsel::N,पहेली,αίνιγμα
439,Rede::N,वचन,λόγος
440,Rede::N,वचन,ομιλία
441,Rede::N,भाषण,λόγος
442,Rede::N,भाषण,ομιλία
443,Sprache::N,भाषा,γλώσσα
444,Sprache::N,ज़बान,γλώσσα
445,Stimme::N,स्वर,φωνή
446,Stimme::N,आवाज़,φωνή
447,Wort::N,शब्द,λέξη
448,Wort::N,लफ़्ज़,λέξη
449,Zeichen::N,निशान,σημείο
450,Ruf::N,पुकार,κραυγή
451,Ruf::N,आह्वान,κραυγή
452,Lärm::N,शोर,θόρυβος
453,Lärm::N,हुल्लड़,θόρυβος
454,Laut::N,स्वर,ήχος
455,Laut::N,ध्वनि,ήχος
456,Ton::N,सुर,ήχος
457,Ton::N,सुर,τόνος
458,Ton::N,स्वर,ήχος
459,Ton::N,स्वर,τόνος
460,Lied::N,गीत,τραγούδι
461,Ruhe::N,आराम,ησυχία
462,Ruhe::N,ख़ामोशी,ησυχία
463,Leute::N,लोग,κόσμος
464,Leute::N,लोग,άνθρωποι
465,Volk::N,क़ौम,λαός
466,Volk::N,प्रजा,λαός
467,Arbeit::N,काम,εργασία
468,Gast::N,अतिथि,επισκέπτης
469,Gast::N,मेहमान,επισκέπτης
470,Geschenk::N,उपहार,δώρο
471,Geschenk::N,तोहफ़ा,δώρο
472,Spiel::N,खेल,παιχνίδι
473,Spiel::N,क्रीड़ा,παιχνίδι
474,Gesellschaft::N,साथ,κοινωνία
475,Hilfe::N,मदद,βοήθεια
476,Hilfe::N,सहायता,βοήθεια
477,Freund::N,मित्र,φίλος
478,Kamerad::N,साथी,σύντροφος
479,Kamerad::N,कामरेड,σύντροφος
480,Angelegenheit::N,बात,υπόθεση
481,Angelegenheit::N,मामला,υπόθεση
482,Anzahl::N,तादाद,αριθμός
483,Anzahl::N,संख्या,αριθμός
484,Art::N,तरह,είδος
485,Art::N,क़िस्म,είδος
486,Stück::N,फाँक,κομμάτι
487,Stück::N,टुकड़ा,κομμάτι
488,Teil::N,भाग,μέρος
489,Teil::N,हिस्सा,μέρος
490,Hälfte::N,अर्धभाग,μισό
491,Kreis::N,चक्कर,κύκλος
492,Kreuz::N,सलीब,σταυρός
493,Kreuz::N,क्रूस,σταυρός
494,Linie::N,लाइन,γραμμή
495,Strich::N,लकीर,γραμμή
496,Abstand::N,अंतर,απόσταση
497,Abstand::N,फ़ासला,απόσταση
498,Entfernung::N,दूरी,απόσταση
499,Entfernung::N,फ़ासला,απόσταση
500,Gegend::N,इलाक़ा,περιοχή
501,Gegend::N,इलाक़ा,τοποθεσία
502,Platz::N,जगह,χώρος
503,Platz::N,स्थान,χώρος
504,Ort::N,स्थल,τόπος
505,Ort::N,स्थान,τόπος
506,Seite::N,ओर,πλευρά
507,Seite::N,तरफ़,πλευρά
508,Mitte::N,बीच,μέση
509,Mitte::N,मध्य,μέση
510,Gegenstand::N,चीज़,αντικείμενο
511,Gegenstand::N,पदार्थ,αντικείμενο
512,Sache::N,चीज़,πράγμα
513,Sache::N,वस्तु,πράγμα
514,Rand::N,छोर,άκρη
515,Rand::N,छोर,χείλος
516,Rand::N,उपांत,άκρη
517,Rand::N,उपांत,χείλος
518,Kante::N,कोर,άκρη
519,Kante::N,किनारा,άκρη
520,Ecke::N,कोना,γωνιά
521,Ecke::N,नुक्कड़,γωνιά
522,Spitze::N,नोक,μύτη
523,Ende::N,छोर,άκρη
524,Ende::N,सिरा,άκρη
525,Loch::N,छेद,τρύπα
526,Loch::N,सूराख़,τρύπα
527,Winkel::N,कोण,γωνία
528,Winkel::N,कोना,γωνία
529,Muster::N,नमूना,σχέδιο
530,Muster::N,डिज़ाइन,σχέδιο
531,Größe::N,परिमाण,μέγεθος
532,Größe::N,विस्तार,μέγεθος
533,Länge::N,लंबाई,μήκος
534,Höhe::N,ऊँचाई,ύψος
535,Höhe::N,उच्चता,ύψος
536,Gewicht::N,भार,βάρος
537,Gewicht::N,वज़न,βάρος
538,Menge::N,मात्रा,ποσότητα
539,Haufen::N,ढेर,σωρός
540,Haufen::N,अंबार,σωρός
541,Reihe::N,क़तार,αράδα
542,Reihe::N,पंक्ति,αράδα
543,Boot::N,नाव,βάρκα
544,Boot::N,नौका,βάρκα
545,Ruder::N,चप्पू,κουπί
546,Schlitten::N,बर्फ़-गाड़ी,έλκηθρο
547,Ski::N,स्की,σκι
548,Lagerfeuer::N,अलाव,φωτιά
549,Lagerfeuer::N,कैंप-फ़ायर,φωτιά
550,Last::N,भार,φορτίο
551,Gang::N,चाल,δρόμος
552,Schritt::N,डग,βήμα
553,Schritt::N,क़दम,βήμα
554,Norden::N,उत्तर,βορράς
555,Süden::N,दक्खिन,νότος
556,Westen::N,पश्चिम,δύση
557,Osten::N,पूरब,ανατολή
558,Holz::N,काठ,ξύλο
559,Holz::N,काष्ठ,ξύλο
560,Brett::N,पटरा,σανίδι
561,Brett::N,तख़्ता,σανίδι
562,Platte::N,फलक,πλάκα
563,Platte::N,तख़्ता,πλάκα
564,Stütze::N,टेक,στήριγμα
565,Stütze::N,थूनी,στήριγμα
566,Stange::N,छड़,ραβδί
567,Stange::N,छड़,κοντός
568,Stange::N,बाँस,ραβδί
569,Stange::N,बाँस,κοντός
570,Stock::N,लाठी,ξύλο
571,Stock::N,लाठी,μπαστούνι
572,Stab::N,लग्गा,ραβδί
573,Rohr::N,नल,σωλήνας
574,Haus::N,घर,σπίτι
575,Haus::N,मकान,σπίτι
576,Heim::N,घर,σπίτι
577,Heim::N,गृह,σπίτι
578,Ofen::N,चूल्हा,σόμπα
579,Ofen::N,चूल्हा,θερμάστρα
580,Fußboden::N,फ़र्श,πάτωμα
581,Tisch::N,मेज़,τραπέζι
582,Stuhl::N,कुरसी,καρέκλα
583,Wiege::N,पालना,κούνια
584,Wiege::N,हिंडोला,κούνια
585,Bett::N,खाट,κρεβάτι
586,Bett::N,पलंग,κρεβάτι
587,Regal::N,शेल्फ़,ράφι
588,Kiste::N,पेटी,κιβώτιο
589,Kiste::N,डिब्बा,κιβώτιο
590,Fenster::N,खिड़की,παράθυρο
591,Tür::N,द्वार,πόρτα
592,Tür::N,दरवाज़ा,πόρτα
593,Tor::N,फाटक,πύλη
594,Zaun::N,बाड़ा,φράχτης
595,Dach::N,छत,στέγη
596,Dach::N,छप्पर,στέγη
597,Leiter::N,सीढ़ी,σκάλα
598,Leiter::N,सीढ़ी,κλίμακα
599,Besen::N,झाड़ू,σκούπα
600,Besen::N,बुहारी,σκούπα
601,Spaten::N,कुदाल,φτυάρι
602,Schaufel::N,बेलचा,φτυάρι
603,Schaufel::N,फावड़ा,φτυάρι
604,Gabel::N,काँटा,πιρούνι
605,Löffel::N,चम्मच,κουτάλι
606,Messer::N,छुरा,μαχαίρι
607,Messer::N,चाक़ू,μαχαίρι
608,Nagel::N,कील,καρφί
609,Nagel::N,मेख़,καρφί
610,Netz::N,जाल,δίχτυ
611,Haken::N,अंकुश,γάντζος
612,Haken::N,अंकुश,αγκίστρι
613,Griff::N,मूठ,λαβή
614,Griff::N,हत्था,λαβή
615,Schloss::N,ताला,κλειδαριά
616,Bild::N,चित्र,εικόνα
617,Figur::N,मूर्ति,ανάστημα
618,Puppe::N,पुतली,κούκλα
619,Puppe::N,गुड़िया,κούκλα
620,Beutel::N,झोला,πουγγί
621,Bündel::N,पुलिंदा,δεμάτι
622,Tasche::N,बेग,τσάντα
623,Tasche::N,बस्ता,τσάντα
624,Eimer::N,बाल्टी,κουβάς
625,Deckel::N,ढक्कन,καπάκι
626,Geschirr::N,बरतन-भाँड़े,σκεύη
627,Sack::N,बोरा,σάκος
628,Tasse::N,प्याला,φλιτζάνι
629,Topf::N,देग़चा,χύτρα
630,Kessel::N,देग़,καζάνι
631,Kessel::N,बटलोई,καζάνι
632,Essen::N,खाना,φαγητό
633,Nahrung::N,भोजन,τροφή
634,Speise::N,खाना,φαγητό
635,Speise::N,व्यंजन,φαγητό
636,Fleisch::N,मांस,κρέας
637,Fleisch::N,गोश्त,κρέας
638,Getreide::N,अनाज,σιτάρι
639,Brei::N,भरता,χυλός
640,Brei::N,दलिया,χυλός
641,Brot::N,रोटी,ψωμί
642,Brot::N,रोटी,άρτος
643,Scheibe::N,कतला,φέτα
644,Fett::N,वसा,πάχος
645,Fett::N,चरबी,πάχος
646,Butter::N,मक्खन,βούτυρο
647,Öl::N,तेल,λάδι
648,Salz::N,नमक,αλάτι
649,Suppe::N,सूप,σούπα
650,Suppe::N,शोरबा,σούπα
651,Honig::N,शहद,μέλι
652,Milch::N,दूध,γάλα
653,Tee::N,चाय,τσάι
654,Leder::N,चमड़ा,πετσί
655,Wolle::N,ऊन,μαλλί
656,Stoff::N,कपड़ा,ύφασμα
657,Nadel::N,सूई,βελόνα
658,Faden::N,डोरा,κλωστή
659,Knopf::N,बटन,κουμπί
660,Knopf::N,घुंडी,κουμπί
661,Knoten::N,गाँठ,κόμπος
662,Knoten::N,गुत्थी,κόμπος
663,Farbe::N,रंग,μπογιά
664,Farbe::N,वर्ण,μπογιά
665,Kleidung::N,पहनावा,ρούχα
666,Kleidung::N,पहनावा,ενδυμασία
667,Hemd::N,कुरता,πουκάμισο
668,Hemd::N,क़मीज़,πουκάμισο
669,Kragen::N,गरदनी,κολάρο
670,Kragen::N,गरेबान,κολάρο
671,Ärmel::N,आस्तीन,μανίκι
672,Hose::N,पैंट,πανταλόνι
673,Hose::N,पतलून,πανταλόνι
674,Gürtel::N,पेटी,ζώνη
675,Gürtel::N,मेखला,ζώνη
676,Mütze::N,टोपी,σκούφος
677,Schuh::N,जूता,παπούτσι
678,Stiefel::N,बूट,μπότα
679,Ring::N,अँगूठी,δαχτυλίδι
680,Band::N,पट्टी,κορδέλα
681,Kamm::N,कंघी,χτένα
682,Spiegel::N,आईना,καθρέφτης
683,Spiegel::N,दर्पण,καθρέφτης
684,Riemen::N,तसमा,λουρί
685,Riemen::N,पट्टा,λουρί
686,Schnur::N,डोरी,κορδόνι
687,Schnur::N,सुतली,κορδόνι
688,Leine::N,रस्सी,σχοινί
689,Decke::N,रज़ाई,κουβέρτα
690,Kissen::N,तकिया,μαξιλάρι
691,Kissen::N,गाद्दा,μαξιλάρι
692,Tuch::N,रूमाल,πανί
