,Concept_ID,ro,ta
702,lieb::A,iubit,அன்புக்குரிய
703,lustig::A,vesel,களிப்புமிக்க
704,sanft::A,blând,சாதுவான
705,sanft::A,blajin,சாதுவான
706,hungrig::A,flămând,பசியுடன்
707,krank::A,bolnav,நோயுற்று
708,nackt::A,gol,ஆடையற்ற
709,traurig::A,trist,சோகமான
710,traurig::A,mâhnit,சோகமான
711,lebendig::A,viu,பிழைப்பு
712,gut::A,bun,நல்ல
713,schlecht::A,rău,கெட்ட
714,schlecht::A,prost,கெட்ட
715,richtig::A,drept,சரியான
716,richtig::A,corect,சரியான
717,schlimm::A,rău,அருவருப்பான
718,wahr::A,adevărat,உண்மையான
719,alt::A,uzat,பழைய
720,alt::A,vechi,பழைய
721,neu::A,nou,புதிய
722,ehemalig::A,fost,முன்நாள்
723,ehemalig::A,anterior,முன்நாள்
724,alt[Lebewesen]::A,bătrîn,வயதான
725,jung::A,tânăr,இளமையான
726,arm::A,sărac,ஏழ்மையான
727,arm::A,sărman,ஏழ்மையான
728,reich::A,avut,செல்வம் படைத்த
729,reich::A,bogat,செல்வம் படைத்த
730,bekannt::A,cunoscut,பழக்கப்பட்ட
731,berühmt::A,renumit,புகழ்பெற்ற
732,fremd::A,străin,அயல் நாட்டு
733,verschieden::A,diferit,வித்தியாசமான
734,verschieden::A,deosebit,வித்தியாசமான
735,nah::A,apropiat,பக்கத்தில் உள்ள
736,fern::A,departe,தொலை தூரத்தில்
737,linker::A,stâng,மீந்திருக்கும்
738,rechter::A,drept,வலதுபக்கம்
739,anderer::A,alt,மற்ற
740,erster::A,prim,முதனமையான
741,zweiter::A,al doilea,இரண்டாவது
742,dritter::A,treilea,மூன்றாவது
743,letzter::A,final,கடைசி
744,allein::ADV,singur,தனியாக
745,auf einmal::ADV,dintrodată,தடீரென்று
746,zusammen::ADV,împreună,சேர்ந்து
747,lange::ADV,îndelung,அதிக நோம்
748,lange::ADV,mult timp,அதிக நோம்
749,plötzlich::ADV,deodată,தடீரென்று
750,plötzlich::ADV,pe neașteptate,தடீரென்று
751,sofort::ADV,imediat,உடனடியாக
752,sofort::ADV,numaidecît,உடனடியாக
753,später::ADV,mai apoi,பிறகு
754,später::ADV,mai târziu,பிறகு
755,jetzt::ADV,acum,இப்பொழது
756,heute::ADV,azi,இன்று
757,heute::ADV,astăzi,இன்று
758,morgen::ADV,mâine,நாளைக்கு
759,bald::ADV,curând,சீக்கிரம்
760,dann::ADV,apoi,அப்பொழுது
761,gestern::ADV,ieri,நேற்று
762,einst::ADV,odată,ஒரே முறை
763,einst::ADV,odinioară,ஒரே முறை
764,damals::ADV,atunci,அப்பொழுது
765,damals::ADV,pe atunci,அப்பொழுது
766,danach::ADV,după aceasta,பிற்பாடு
767,vorher::ADV,mai întâi,முன்பாக
768,vorher::ADV,în prealabil,முன்பாக
769,zuerst::ADV,întâi,முதலில்
770,zuerst::ADV,în primul rând,முதலில்
771,einmal::ADV,odată,ஒரே முறை
772,manchmal::ADV,uneori,சில நேரங்களில்
773,manchmal::ADV,câteodată,சில நேரங்களில்
774,oft::ADV,des,அடிக்கடி
775,oft::ADV,deseori,அடிக்கடி
776,immer::ADV,mereu,எப்பொழுதும்
777,immer::ADV,întotdeauna,எப்பொழுதும்
778,niemals::ADV,niciodată,ஒருபோதும் இல்லை
779,hier::ADV,aci,இங்கே
780,hier::ADV,aici,இங்கே
781,hierhin::ADV,încoace,இவ்விடத்திற்கு
782,von hier::ADV,de aici,இனி
783,dort::ADV,acolo,அங்கே
784,dorthin::ADV,dincolo,அவ்விடத்திற்கு
785,geradeaus::ADV,drept înainte,முன்னாலிருக்கும்
786,vorwärts::ADV,înainte,முன்புறமாக
787,rückwärts::ADV,îndărăt,பின்னோக்கி
788,zurück::ADV,înapoi,பின்பக்கம்
789,unten::ADV,jos,கீழாக
790,unten::ADV,dedesubt,கீழாக
791,hinab::ADV,în jos,கீழ் நோக்கி
792,hinab::ADV,de vale,கீழ் நோக்கி
793,oben::ADV,sus,மேலே
794,oben::ADV,deasupra,மேலே
795,hinauf::ADV,în sus,மேலே
796,überall::ADV,peste tot,எல்லா இடத்திலும்
797,überall::ADV,pretutindeni,எல்லா இடத்திலும்
798,nicht::ADV,nu,இல்லை
799,ein wenig::ADV,puțin,கொஞ்சம்
800,kaum::ADV,cu greu,அரிதாக
801,kaum::ADV,cu anevoie,அரிதாக
802,sehr::ADV,mult,மிக்க
803,sehr::ADV,foarte,மிக்க
804,so::ADV,așa,மிகவும்
805,so::ADV,atât,மிகவும்
806,noch::ADV,încă,இப்பொழுதும்
807,nur::ADV,doar,மட்டும்
808,schon::ADV,și,ஏற்கனவே
809,schon::ADV,deja,ஏற்கனவே
810,wieder::ADV,iar,மறுபடியும்
811,wieder::ADV,iarăși,மறுபடியும்
812,vergebens::ADV,în zadar,வீண்
813,vor::PRP,înainte de,முன்
814,hinter::PRP,după,பின்பக்கம்
815,hinter::PRP,în spatele,பின்பக்கம்
816,unter::PRP,sub,கீழே
817,durch::PRP,prin,ஊடே
818,neben::PRP,lângă,அடுத்து
819,neben::PRP,alături de,அடுத்து
820,zwischen::PRP,între,இடையில்
821,zwischen::PRP,dintre,இடையில்
822,wegen::PRP,pentru,ஏனெனில்
823,dies::PRN,acesta,இது
824,das::PRN,asta,அது
825,alles::PRN,tot,ஒவ்வொன்றும்
826,ich::PRN,eu,நான்
827,du::PRN,tu,நீ
828,er::PRN,el,அவன்
829,er::PRN,dânsul,அவன்
830,wir::PRN,noi,நாம்
831,wir::PRN,noi,நாங்கள்
832,ihr::PRN,voi,நீங்கள்
833,sie::PRN,ei,அவர்கள்
834,sie::PRN,dânșii,அவர்கள்
835,was::FPRN,ce,என்ன
836,wer::FPRN,cine,யார்
837,wo::FADV,unde,எங்கே
838,wohin::FADV,încotro,எதற்கு
839,wie::FADV,cum,எப்படி
840,warum::FADV,de ce,ஏன்
841,warum::FADV,pentru ce,ஏன்
842,wieviel::FNUM,cât,எவ்வளவு
843,eins::NUM,unu,ஒன்று
844,zwei::NUM,doi,இரண்டு
845,drei::NUM,trei,மூன்று
846,vier::NUM,patru,நான்கு
847,fünf::NUM,cinci,ஐந்து
848,sechs::NUM,șase,ஆறு
849,sieben::NUM,șapte,ஏழு
850,acht::NUM,opt,எட்டு
851,neun::NUM,nouă,ஒன்பது
852,zehn::NUM,zece,பத்து
853,elf::NUM,unsprezece,பதினொன்று
854,zwölf::NUM,douăsprezece,பன்னிரண்டு
855,zwanzig::NUM,douăzeci,இருபது
856,dreißig::NUM,treizeci,முப்பது
857,vierzig::NUM,patruzeci,நாற்பது
858,fünfzig::NUM,cincizeci,ஐமபது
859,sechzig::NUM,șaizeci,அறுபது
860,siebzig::NUM,șaptezeci,எழுபது
861,achtzig::NUM,optzeci,எண்பது
862,neunzig::NUM,nouăzeci,தொன்னூறு
863,hundert::NUM,sută,நூறு
864,tausend::NUM,mie,ஆயிரம்
865,und::CNJ,și,மற்றும்
866,oder::CNJ,ori,அல்லது
867,stehen::V,sta,நில்
868,sitzen::V,ședea,உட்கார்
869,liegen::V,zăcea,படு
870,liegen::V,fi culcat,படு
871,hängen::V,atârna,தொங்கச் செய்
872,werden::V,deveni,ஆகு
873,werden::V,se face,ஆகு
874,passieren::V,se întâmpla,நிகழ்
875,beginnen::V,începe,ஆரம்பி
876,enden::V,se sfârși,முடி
877,enden::V,se termina,முடி
878,wechseln::V,se schimba,மாற்று
879,aufgehen[Sonne]::V,răsări,உயர எழு
880,untergehen[Sonne]::V,apune,பொறுத்து
881,scheinen[Sonne]::V,străluci,பிரகாசி
882,donnern::V,tuna,இடி
883,wehen::V,bate,வீசு
884,strömen::V,curge în șiroaie,பாயதல்
885,fließen::V,curge,நீரோட்டம் போக்கில் போ
886,sich drehen::V,se învârti,சுழல்
887,schwanken::V,se clătina,தள்ளாடு
888,schwingen::V,vibra,ஆடு
889,schwingen::V,flutura,ஆடு
890,fallen::V,cădea,விழு
891,brennen::V,arde,எரி
892,rauchen::V,fuma,பகை பிடி
893,regnen::V,ploua,மழை பெய்
894,gefrieren::V,îngheța,உறைந்துவிடு
895,tauen::V,se dezgheța,உருகு
896,schmelzen::V,se topi,உருகு
897,trocknen::V,se usca,உலர்த்து
898,sieden::V,fierbe,கொதிக்க வை
899,sieden::V,clocoti,கொதிக்க வை
900,faulen::V,se împuți,அழுகச் செய்
901,verfaulen::V,putrezi,அழுகச் செய்
902,reißen::V,se rupe,திடீரென அறு
903,reißen::V,se sfâșia,திடீரென அறு
904,versinken::V,se scufunda,மூழ்கு
905,vergehen::V,trece,கடந்துசெல்
906,vergehen::V,se scurge,கடந்துசெல்
907,erscheinen::V,apărea,தோன்றச்
908,verschwinden::V,dispărea,மறைந்து போ
909,sinken::V,cădea,பதைவுறு
910,sinken::V,coborî,பதைவுறு
911,abnehmen::V,scădea,குறை
912,abnehmen::V,descrește,குறை
913,zunehmen::V,spori,உயர்த்து
914,zunehmen::V,crește,உயர்த்து
915,zunehmen::V,augmenta,உயர்த்து
916,steigen::V,urca,உயர எழு
917,wachsen::V,crește,வளர்
918,glänzen::V,luci,மிளிர்
919,glänzen::V,străluci,மிளிர்
920,funkeln::V,scânteia,பிரகாசி
921,lärmen::V,face larmă,கொம்பு
922,läuten::V,suna,மணியொலியிசை
923,klingeln::V,suna,மணி அடி
924,klirren::V,zăngăni,கிலுங்கு
925,brausen::V,vui,இரைதல்
926,rauschen::V,vâjâi,சலசலப்பு
927,klingen::V,suna,சிலம்புதல்
928,bellen::V,lătra,குரை
929,heulen::V,urla,ஊளையிடு
930,blasen::V,sufla,ஊது
931,pfeifen::V,fluiera,சீழ்க்கை எழப்பு
932,schreien::V,țipa,கூச்சலிடு
933,stöhnen::V,geme,வேதனை
934,zittern::V,tremura,நடுங்கு
935,leben::V,trăi,உயிருடனிரு
936,geboren werden::V,se naște,பிற
937,atmen::V,respira,சுவாசி
938,trinken::V,bea,குடி
939,essen::V,mânca,சாப்பிடு
940,schlucken::V,înghiți,முழுங்கு
941,müde werden::V,se obosi,கையயர்தல்
942,einschlafen::V,adormi,தூங்க
943,schlafen::V,dormi,தூங்கு
944,aufwachen::V,se deștepta,எழுப்பு
945,aufstehen::V,fi se scula,எழுந்திரு
946,sich erholen::V,se relaxa,இளைப்பாறு
947,sich erholen::V,se destinde,இளைப்பாறு
948,krank werden::V,se îmbolnăvi,விழுதல்
949,krank sein::V,zăcea,நருக்கலாயிருக்க
950,krank sein::V,fi bolnav,நருக்கலாயிருக்க
951,schmerzen::V,durea,நோவுறு
952,husten::V,tuși,இருமு
953,genesen::V,se însănătoși,குணம் அடை
954,sterben::V,muri,மரணமடை
955,umkommen::V,pieri,நசி
956,sich bewegen::V,se mișca,நகர்த்து
957,sich rühren::V,se mișca,அசை
958,sich erheben::V,se ridica,எழுந்து நில்
959,sich setzen::V,lua loc,உட்கார்
960,sich setzen::V,se așeza,உட்கார்
961,hinfallen::V,cădea jos,விழு
962,laufen::V,merge,நட
963,laufen::V,merge pe jos,நட
964,schreiten::V,păși,கவடுவைத்தல்
965,spazierengehen::V,se plimba,உலவு
966,eilen::V,fi se grăbi,விரைந்து
967,sich beeilen::V,se grăbi,அவசரப்படுத்து
968,sausen::V,țâșni,விரைந்து செல்
969,rennen::V,fugi,ஓடு
970,rennen::V,alerga,ஓடு
971,springen::V,sări,குதி
972,klettern::V,urca,ஏறு
973,klettern::V,se cățăra,ஏறு
974,schaukeln::V,legăna,தள்ளாடு
975,kriechen::V,se târî,மெதுவாக நடந்து செல்
976,schwimmen::V,înota,நீந்து
977,tauchen::V,se scufunda,மூழ்கி நீச்சலடி
978,rudern::V,vâsli,துடுப்புப் போடு
979,rudern::V,lopăta,துடுப்புப் போடு
980,fahren::V,merge,ஓட்டு
981,fliegen::V,zbura,பற
982,gehen::V,merge,போ
983,weggehen::V,se duce,விலகிச் செல்
984,abfahren::V,pleca,புறப்பட்டுச் செல்
985,anhalten::V,se opri,நின்றுவிடு
986,hineingehen::V,intra,மறையச் செய்
987,eintreten::V,intra,நுழை
988,kommen::V,veni,வா
989,ankommen::V,sosi,வநது சேர்
990,ankommen::V,ajunge,வநது சேர்
991,zurückkommen::V,se întoarce,திரும்பி வா
992,bleiben::V,rămâne,இரு
993,warten::V,aștepta,தாமதி
994,erwarten::V,aștepta,எதிர்நோக்கு
995,suchen::V,căuta,தேடு
996,finden::V,găsi,கண்டுபிடி
997,versuchen::V,încerca,முயற்சி செய்
998,vorbereiten::V,pregăti,ஆயத்தம் செய்
999,lieben::V,iubi,அன்பு செலுத்து
1000,mögen::V,plăcea a,விரும்பு
1001,lachen::V,râde,சிரி
1002,rühren::V,mișca,இதயத்தைத் தொடு
1003,rühren::V,înduioșa,இதயத்தைத் தொடு
1004,weinen::V,plânge,அழு
1005,schimpfen::V,înjura,சாபமிடு
1006,sich ärgern::V,se supăra,கோப்பபடு
1007,sich fürchten::V,se teme,பயப்படு
1008,sich fürchten::V,fi teamă a,பயப்படு
1009,fürchten::V,se teme de,பயப்படுத்து
1010,fliehen::V,fugi,ஓடு
1011,flüchten::V,evada,தப்பிவிடு
1012,sehen::V,vedea,பார்
1013,anschauen::V,privi,கூர்ந்து கவனி
1014,ansehen::V,privi,கவனி
1015,hören::V,auzi,கேள்
1016,zuhören::V,asculta,சுவைத்துப் பார்
1017,probieren::V,gusta,ருசி
1018,riechen::V,mirosi,முகர்ந்து பார்
1019,fühlen::V,simți,தொட்டுணர்
1020,fühlen::V,resimți,தொட்டுணர்
1021,scheinen::V,părea,காணப்படு
1022,zu sehen sein::V,se vedea,தோன்றுதல்
1023,vernehmen::V,auzi,கேள்
1024,frieren::V,fi frig,குதுகுதுகு
1025,tun::V,face,செய்
1026,können::V,ști,இயல்வது
1027,können::V,putea,இயல்வது
1028,wollen::V,dori,விரும்பு
1029,anfangen::V,începe,தொடங்கு
1030,beenden::V,sfârși,முடி
1031,beenden::V,termina,முடி
1032,aufhören::V,înceta,நிறுத்து
1033,gelingen::V,reuși,வெற்றி
1034,gelingen::V,izbuti,வெற்றி
1035,geraten::V,reuși,ஏற்படுத்து
1036,öffnen::V,deschide,திற
1037,schließen::V,închide,மூடு
1038,stellen::V,pune,வை
1039,stellen::V,așeza,வை
1040,setzen::V,pune,வை
1041,setzen::V,așeza,வை
1042,legen::V,pune,பரப்பி வை
1043,berühren::V,atinge,பதி
1044,verbinden::V,lega,சேர்
1045,bedecken::V,acoperi,உறைபோடு
1046,aufhängen::V,atârna,தொங்கவிடு
1047,aufhängen::V,spânzura,தொங்கவிடு
1048,anzünden::V,aprinde,எரியூட்டு
1049,aufheben::V,ridica,பொறுக்கி எடு
1050,aufheben::V,lua de jos,பொறுக்கி எடு
1051,zurücklassen::V,lăsa,விட்டுச் செல்
1052,zurücklassen::V,lăsa în urmă,விட்டுச் செல்
1053,verlieren::V,pierde,இழ
1054,fallen lassen::V,scăpa,அளவில் குறைவு
1055,fallen lassen::V,arunca,அளவில் குறைவு
1056,machen::V,face,தயார்செய்
1057,herstellen::V,fabrica,உற்பத்தி செய்
1058,herstellen::V,confecționa,உற்பத்தி செய்
1059,bauen::V,clădi,கட்டு
1060,bauen::V,construi,கட்டு
1061,reparieren::V,repara,பழுது பார்
1062,verbessern::V,ameliora,மேம்படுத்து
1063,verbessern::V,îmbunătăți,மேம்படுத்து
1064,ändern::V,schimba,மாற்றி அமை
1065,ändern::V,modifica,மாற்றி அமை
1066,graben::V,săpa,குழி வெட்டு
1067,beugen::V,curba,வனை
1068,biegen::V,îndoi,வனை
1069,biegen::V,încovoia,வனை
1070,drehen::V,învârti,சுழல்
1071,wenden::V,întoarce,குடைகவிழு
1072,umdrehen::V,învârti,சுற்றும் முற்றும் பார்
1073,umdrehen::V,întoarce,சுற்றும் முற்றும் பார்
1074,heben::V,ridica,தூக்கு
1075,hochheben::V,ridica,தூக்கு
1076,ergreifen::V,lua,பறி
1077,ergreifen::V,apuca,பறி
1078,halten::V,ține,பிடித்துக் கொள்
1079,drücken::V,apăsa,அழுத்து
1080,drücken::V,strânge,அழுத்து
1081,schieben::V,împinge,தள்ளு
1082,kratzen::V,zgâria,கீறு
1083,lecken::V,linge,நக்கு
1084,beißen::V,mușca,கடி
1085,abreißen::V,rupe,கிழி
1086,abreißen::V,smulge,கிழி
1087,abschneiden::V,scurta,வெட்டி எடு
1088,binden::V,lega,கட்டு
1089,stecken::V,pune,பதிய வை
1090,brechen::V,rupe,உடை
1091,brechen::V,frânge,உடை
1092,klopfen::V,ciocăni,தட்டு
1093,hauen::V,lovi,அடி
1094,kleben::V,lipi,ஒட்டு
1095,reiben::V,freca,தேய்
1096,reiben::V,fricționa,தேய்
1097,streichen::V,unge,பரவச்செய்
1098,schleifen::V,ascuți,அரை
1099,schneiden::V,tăia,துண்டாக்கு
1100,rütteln::V,zgâlțâi,மெல்ல தள்ளு
1101,schütteln::V,scutura,குலுக்கு
1102,schwenken::V,agita,ஊஞ்சலாடு
1103,schütten::V,vărsa,ஊற்று
1104,füllen::V,umple,நிரப்பு
1105,einwickeln::V,înveli,சுற்று
1106,einwickeln::V,înfășura,சுற்று
1107,tragen::V,căra,எடுத்துச் செல்
1108,schleppen::V,târî,இழுத்துச் செல்
1109,ziehen::V,trage,இழு
1110,aufbewahren::V,păstra,வைத்துக் கொள்
1111,aufbewahren::V,conserva,வைத்துக் கொள்
1112,werfen::V,arunca,வீசி எறி
1113,fangen::V,prinde,பிடி
1114,packen::V,apuca,பிடித்துக்கொள்
1115,verstecken::V,ascunde,மறை
1116,teilen::V,împărți,பாகங்களாகப் பிரி
1117,schicken::V,trimite,அனுப்பு
1118,bringen::V,aduce,கொண்டு வா
1119,hinzufügen::V,adăuga,சேர்
1120,bekommen::V,obține,பெறு
1121,bekommen::V,dobândi,பெறு
1122,erhalten::V,primi,பெறு
1123,erhalten::V,căpăta,பெறு
1124,nehmen::V,lua,எடு
1125,wählen::V,opta,தேர்ந்தெடு
1126,wählen::V,alege,தேர்ந்தெடு
1127,auswählen::V,selecta,தேர்ல்தெடு
1128,bewahren::V,păstra,கெடாது பேணு
1129,behindern::V,stingheri,தடங்கல் செய்
1130,verderben::V,strica,நாசமாக்கு
1131,beschädigen::V,strica,சேதப்படுத்து
1132,zerbrechen::V,rupe,உடை
1133,zerbrechen::V,frânge,உடை
1134,zerreißen::V,rupe,கிழி
1135,zerreißen::V,sfâșia,கிழி
1136,zerstören::V,distruge,அழி
1137,verbrennen::V,arde,எரியூட்டு
1138,verbrennen::V,incendia,எரியூட்டு
1139,geben::V,da,கொடு
1140,reichen::V,întinde,வழங்கு
1141,schenken::V,dărui,மொயத்தல்
1142,versprechen::V,făgădui,உறுதியளி
1143,wünschen::V,ura,ஆசைப்படு
1144,loben::V,lăuda,புகழ்ச்சி கூறு
1145,küssen::V,săruta,முத்தமிடு
1146,wiegen::V,legăna,ஆட்டுத்தல்
1147,zudecken::V,acoperi,உறைபோடு
1148,wecken::V,trezi,எழுப்பு
1149,wecken::V,deștepta,எழுப்பு
1150,zeigen::V,arăta,காட்டு
1151,führen::V,călăuzi,வழிகாட்டி
1152,lehren::V,preda,சொல்லிக் கொடு
1153,lehren::V,învăța,சொல்லிக் கொடு
1154,unterrichten::V,învăța,அறிவுரை கூறு
1155,unterrichten::V,instrui,அறிவுரை கூறு
1156,aufziehen::V,crește,வளர்
1157,leiten::V,duce,அழைத்துச் செல்
1158,leiten::V,conduce,அழைத்துச் செல்
1159,antreiben::V,împinge,தூண்டு
1160,antreiben::V,încuraja,தூண்டு
1161,lassen::V,pune pe să,விடு
1162,einladen::V,invita,அழை
1163,vereinigen::V,uni,ஒன்றாகச் சேர்
1164,vereinigen::V,întruni,ஒன்றாகச் சேர்
1165,besuchen::V,vizita,வருகை புரி
1166,besuchen::V,face o vizită,வருகை புரி
1167,treffen::V,întâlni,சந்தி
1168,sich versammeln::V,se aduna,தொகுப்பு
1169,spielen::V,se juca,விளையாடு
1170,singen::V,cânta,பாடு
1171,tanzen::V,dansa,நடனமாடு
1172,sich trennen::V,se separa,தனிப்படடுத்து
1173,sich trennen::V,se despărți,தனிப்படடுத்து
1174,verlassen::V,părăsi,கைவிடு
1175,verlassen::V,abandona,கைவிடு
1176,retten::V,salva,காப்பாற்று
1177,bewachen::V,păzi,காவல் செய்
1178,schützen::V,ocroti,பாதுகாப்பு செய்
1179,schützen::V,proteja,பாதுகாப்பு செய்
1180,verteidigen::V,apăra,எதிர்த்து நில்
1181,sich schlagen::V,se bate,பூசலிடு
1182,schießen::V,trage,சுட்டுக் கொல்
1183,siegen::V,birui,வெற்றி பெறு
1184,siegen::V,învinge,வெற்றி பெறு
1185,ärgern::V,supăra,எரிச்சலூட்டு
1186,schlagen::V,lovi,அடி
1187,treten::V,călca,உதை
1188,stechen::V,înțepa,கொட்டு
1189,stechen::V,împunge,கொட்டு
1190,stoßen::V,împinge,நெருக்கு
1191,stehlen::V,fura,திருடு
1192,stören::V,deranja,தொல்லைகொடு
1193,belästigen::V,importuna,தொல்லை கொடு
1194,verbergen::V,ascunde,மறை
1195,täuschen::V,amăgi,ஏமாற்று
1196,betrügen::V,înșela,ஏமாற்று
1197,töten::V,omorî,கொல்
1198,wohnen::V,sta,தங்கியிரு
1199,wohnen::V,locui,தங்கியிரு
1200,arbeiten::V,lucra,வேலை செய்
1201,sammeln::V,aduna,ஒன்றுசேர்
1202,sammeln::V,colecționa,ஒன்றுசேர்
1203,pflücken::V,culege,கொய்து எடு
1204,jagen::V,vâna,வேட்டையாடு
1205,fischen::V,pescui,மீன் பிடி
1206,fassen::V,prinde,பிடி
1207,hüten::V,paște,காவல் செய்
1208,treiben::V,mână,ஓட்டு
1209,anbinden::V,lega,கட்டு
1210,füttern::V,da de mâncare,உணவளி
1211,melken::V,mulge,பால் கற
1212,hacken::V,toca,வெட்டி எடு
1213,hacken::V,sparge,வெட்டி எடு
1214,gießen::V,uda,நீர்ப் பாய்ச்சு
1215,reifen::V,pârgui,பழு
1216,zubereiten::V,găti,சமையல் செய்
1217,kochen::V,găti,வேகவை
1218,backen::V,coace,வெப்பத்தில் வாட்டு
1219,braten::V,coace,பொரியச் செய்
1220,umrühren::V,mesteca,கலக்கு
1221,stricken::V,împleti,பின்னியிழை
1222,nähen::V,coase,தையல் வேலை செய்
1223,färben::V,vopsi,வண்ணம் பெறச் செய்
1224,färben::V,colora,வண்ணம் பெறச் செய்
1225,reinigen::V,curăți,சுத்தம் செய்
1226,waschen::V,spăla,கழுவு
1227,abwischen::V,șterge,துடை
1228,spülen::V,clăti,அலசு
1229,fegen::V,mătura,பெறுக்கு
1230,kehren::V,mătura,பெறுக்கு
1231,baden::V,se scălda,குளி
1232,sich waschen::V,se spăla,கழுவு
1233,ausziehen::V,și scoate,கழற்று
1234,anziehen::V,îmbrăca,புனைதல்
1235,sich anziehen::V,se îmbrăca,உடுத்துதல்
1236,kämmen::V,pieptăna,தலை வாரிக் கொள்
1237,schmücken::V,împodobi,அழகுபடுத்து
1238,sagen::V,zice,சொல்
1239,sagen::V,spune,சொல்
1240,sprechen::V,vorbi,பேசு
1241,reden::V,vorbi,பெசு
1242,reden::V,discuta,பெசு
1243,sich unterhalten::V,conversa,இயல்பாக பேசிக்கொண்டிரு
1244,sich unterhalten::V,sta de vorbă,இயல்பாக பேசிக்கொண்டிரு
1245,fragen::V,întreba,கேள்
1246,bitten::V,ruga,வேண்டு
1247,erzählen::V,spune,சொல்
1248,erzählen::V,povesti,சொல்
1249,mitteilen::V,comunica,சொல்
1250,mitteilen::V,înștiința,சொல்
1251,nennen::V,numi,பெயரிடுதல்
1252,nennen::V,chema,பெயரிடுதல்
1253,rufen::V,chema,கூச்சலிடு
1254,prahlen::V,se făli,தற்பெருமை பேசு
1255,übersetzen::V,traduce,மொழிபெயர்ப்பு செய்
1256,denken::V,gândi,யோசி
1257,glauben::V,crede,நம்பு
1258,bemerken::V,observa,கவனி
1259,erkennen::V,cunoaște,அடையாளம் கண்டுகொள்
1260,erkennen::V,recunoaște,அடையாளம் கண்டுகொள்
1261,begreifen::V,pricepe,பற்றிக்கொள்
1262,begreifen::V,înțelege,பற்றிக்கொள்
1263,verstehen::V,înțelege,புரிந்து கொள்
1264,lernen::V,învăța,கற்றுக்கொள்
1265,wissen::V,ști,தெரிந்திரு
1266,sich erinnern an::V,a-și aminti de,நினைவு கூர்
1267,vergessen::V,uita,மற
1268,messen::V,măsura,அளவிடு
1269,zählen::V,număra,எண்ணு
1270,rechnen::V,calcula,கணக்கிடு
1271,lesen::V,citi,படி
1272,malen::V,picta,வண்ணச்சித்திரம்
1273,zeichnen::V,desena,வரை
1274,schreiben::V,scrie,எழுது
1275,besitzen::V,avea,உடைமையாகக் கொண்டிரு
1276,besitzen::V,poseda,உடைமையாகக் கொண்டிரு
1277,kaufen::V,cumpăra,வாங்கு
1278,verkaufen::V,vinde,விற்பனை செய்
1279,bezahlen::V,plăti,இறுத்தல்
1280,bezahlen::V,achita,இறுத்தல்
1281,zahlen::V,plăti,பணம் செலுத்து
1282,beherrschen::V,stăpâni,ஆட்சிசெய்
1283,ertragen::V,răbda,தாங்கு
1284,ertragen::V,suporta,தாங்கு
