,Concept_ID,eu,xal
797,bekannt::A,ezagun,таньдг
798,berühmt::A,entzun,туурсн
799,berühmt::A,ospetsu,туурсн
800,fremd::A,arrotz,күүнә
801,verschieden::A,ezberdin,әдл биш
802,verschieden::A,ezberdin,йилһәтә
803,verschieden::A,desberdin,әдл биш
804,verschieden::A,desberdin,йилһәтә
805,nah::A,hurre,өөрхн
806,nah::A,hurbil,өөрхн
807,fern::A,urrun,хол
808,linker::A,ezker,зүн
809,rechter::A,eskuin,барун
810,anderer::A,beste,талдан
811,erster::A,lehen,негдгч
812,erster::A,aurren,негдгч
813,zweiter::A,bigarren,хойрдгч
814,dritter::A,hirugarren,һурвдгч
815,letzter::A,azken,отхн
816,letzter::A,hondar,отхн
817,allein::ADV,bakarrik,һанцарн
818,auf einmal::ADV,batera,нег дәкҗ
819,zusammen::ADV,elkarrekin,хамдан
820,lange::ADV,luzaro,удан
821,plötzlich::ADV,bat-batean,генткн
822,sofort::ADV,berehala,дарунь
823,später::ADV,gero,сүүлд
824,jetzt::ADV,orain,ода
825,heute::ADV,gaur,эндр
826,morgen::ADV,bihar,маңһдур
827,bald::ADV,aurki,дарунь
828,bald::ADV,laster,дарунь
829,dann::ADV,ondoren,дәкәд
830,gestern::ADV,atzo,өцклдүр
831,einst::ADV,antzina,нег саамд
832,damals::ADV,orduan,тиигхд
833,danach::ADV,gerora,тегәд
834,danach::ADV,ondoren,тегәд
835,vorher::ADV,lehenago,урд
836,zuerst::ADV,aurrena,түрүләд
837,zuerst::ADV,lehenbizi,түрүләд
838,einmal::ADV,behin,нег дәкҗ
839,einmal::ADV,aldi bat,нег дәкҗ
840,manchmal::ADV,batzuetan,зәрмдән
841,manchmal::ADV,zenbaitetan,зәрмдән
842,oft::ADV,maiz,хара биш
843,oft::ADV,maiz,хатяр биш
844,oft::ADV,maiz,дару-дарунь
845,oft::ADV,askotan,хара биш
846,oft::ADV,askotan,хатяр биш
847,oft::ADV,askotan,дару-дарунь
848,immer::ADV,beti,оньдинд
849,niemals::ADV,inoiz ez,кезә чмгн биш
850,niemals::ADV,sekula ez,кезә чмгн биш
851,hier::ADV,hemen,энд
852,hier::ADV,hemen,энүнд
853,hierhin::ADV,hona,нааран
854,von hier::ADV,hemendik,эндәс
855,von hier::ADV,honetatik,эндәс
856,dort::ADV,han,тенд
857,dorthin::ADV,hara,тиигән
858,geradeaus::ADV,artez,шуд
859,vorwärts::ADV,aurrera,уралан
860,rückwärts::ADV,atzera,гедргән
861,rückwärts::ADV,atzerantz,гедргән
862,zurück::ADV,atzera,хәрү
863,unten::ADV,behean,дор
864,hinab::ADV,behera,дор
865,hinab::ADV,behera,доракшан
866,hinab::ADV,beherantz,дор
867,hinab::ADV,beherantz,доракшан
868,oben::ADV,goian,деер
869,hinauf::ADV,gora,өөдән
870,hinauf::ADV,gora,деер
871,hinauf::ADV,gorantz,өөдән
872,hinauf::ADV,gorantz,деер
873,überall::ADV,edonon,альд болв чигн
874,nicht::ADV,ez,эс
875,nicht::ADV,ez,биш
876,nicht::ADV,ez,бичә
877,ein wenig::ADV,apur bat,баахн
878,ein wenig::ADV,apur bat,баахнар
879,ein wenig::ADV,pixka bat,баахн
880,ein wenig::ADV,pixka bat,баахнар
881,kaum::ADV,ozta,әрә
882,kaum::ADV,nekez,әрә
883,sehr::ADV,oso,йир
884,so::ADV,hala,иигҗ
885,so::ADV,honela,иигҗ
886,noch::ADV,oraindik,ода чигн
887,nur::ADV,bakarrik,һанцхн
888,schon::ADV,ja,одх
889,schon::ADV,jada,одх
890,wieder::ADV,berriro,бас
891,vergebens::ADV,alferrik,киидән
892,vor::PRP,aurrean,урд
893,hinter::PRP,ostean,ца
894,hinter::PRP,gibelean,ца
895,unter::PRP,pean,дор
896,unter::PRP,azpian,дор
897,durch::PRP,zehar,ивт
898,durch::PRP,zehar,дундаһур
899,neben::PRP,ondoan,хаҗуд
900,neben::PRP,aldamenean,хаҗуд
901,zwischen::PRP,artean,хоорнд
902,wegen::PRP,-gatik,көлтә
903,wegen::PRP,-gatik,деерәс
904,dies::PRN,hau,эн
905,das::PRN,hura,тер
906,alles::PRN,dena,цуһар
907,ich::PRN,ni,би
908,du::PRN,zu,чи
909,er::PRN,bera,тер
910,wir::PRN,gu,мадн
911,ihr::PRN,zuek,та
912,sie::PRN,berak,тедн
913,was::FPRN,zer,юн
914,wer::FPRN,nor,кен
915,wo::FADV,non,хама
916,wohin::FADV,nora,хамаран
917,wie::FADV,nola,яһҗ
918,wie::FADV,nola,яһад
919,wie::FADV,zelan,яһҗ
920,wie::FADV,zelan,яһад
921,warum::FADV,zeren,юңгад
922,warum::FADV,zergatik,юңгад
923,wieviel::FNUM,zenbat,кедү
924,eins::NUM,bat,негн
925,zwei::NUM,bi,хойр
926,zwei::NUM,biga,хойр
927,drei::NUM,hiru,һурвн
928,vier::NUM,lau,дөрвн
929,fünf::NUM,bost,тавн
930,sechs::NUM,sei,зурһан
931,sieben::NUM,zazpi,долан
932,acht::NUM,zortzi,нәәмн
933,neun::NUM,bederatzi,йисн
934,zehn::NUM,hamar,арвн
935,elf::NUM,hamaika,арвн негн
936,zwölf::NUM,hamabi,арвн хойр
937,zwanzig::NUM,hogei,хөрн
938,dreißig::NUM,hogeita hamar,һучн
939,vierzig::NUM,berrogei,дөчн
940,fünfzig::NUM,berrogeita hamar,тәвн
941,sechzig::NUM,hirurogei,җирн
942,siebzig::NUM,hirurogeita hamar,далн
943,achtzig::NUM,laurogei,найн
944,neunzig::NUM,laurogeita hamar,йирн
945,hundert::NUM,ehun,зун
946,tausend::NUM,mila,миңһн
947,und::CNJ,eta,болн
948,oder::CNJ,edo,эс гиҗ
949,oder::CNJ,edo,эс гихлә
950,stehen::V,zutik egon,зогсх
951,sitzen::V,eserita egon,суух
952,liegen::V,etzan,кевтх
953,hängen::V,eskegita egon,өлгәтә бәәх
954,hängen::V,zintzilik egon,өлгәтә бәәх
955,werden::V,bihurtu,болх
956,werden::V,bilakatu,болх
957,passieren::V,pasatu,болх
958,passieren::V,gertatu,болх
959,beginnen::V,hasi,эклх
960,enden::V,bukatu,төгсх
961,wechseln::V,aldatu,хүврх
962,aufgehen[Sonne]::V,ilki,һарх
963,aufgehen[Sonne]::V,sortu,һарх
964,untergehen[Sonne]::V,sartu,орх
965,untergehen[Sonne]::V,sartu,сүүрлх
966,scheinen[Sonne]::V,eguzkia egon,герлтх
967,donnern::V,trumoia jo,күрҗңнх
968,wehen::V,haizea ibili,сальклх
969,strömen::V,zorrotadaka isuri,һооҗх
970,fließen::V,isuri,урсх
971,sich drehen::V,biratu,эргх
972,schwanken::V,zabuka ibili,дәәвлх
973,schwingen::V,kulunkatu,нәәхлх
974,fallen::V,erori,унх
975,fallen::V,erori,киисх
976,brennen::V,sutan egon,шатх
977,rauchen::V,kea bota,ута һарһх
978,regnen::V,euria ari izan,орх
979,gefrieren::V,izoztu,мөстх
980,gefrieren::V,hormatu,мөстх
981,tauen::V,gesaldu,хәәлх
982,schmelzen::V,urtu,хәәлх
983,schmelzen::V,urtu,хәәлгдх
984,trocknen::V,idortu,эврх
985,trocknen::V,lehortu,эврх
986,sieden::V,irakin,буслх
987,faulen::V,hirotu,үмкәрх
988,faulen::V,usteldu,үмкәрх
989,verfaulen::V,hirotu,илҗрх
990,verfaulen::V,usteldu,илҗрх
991,reißen::V,eten,тасрх
992,reißen::V,tarrat egin,тасрх
993,versinken::V,urperatu,чивх
994,vergehen::V,iragan,болх
995,erscheinen::V,agertu,һарх
996,verschwinden::V,desagertu,уга болх
997,sinken::V,beheititu,татгдх
998,abnehmen::V,gutxitu,хасгдх
999,abnehmen::V,beheratu,хасгдх
1000,zunehmen::V,gora egin,өсх
1001,steigen::V,igo,немх
1002,wachsen::V,hazi,өсх
1003,wachsen::V,hazi,урһх
1004,glänzen::V,distiratu,гилвкх
1005,funkeln::V,izarniatu,цәклх
1006,lärmen::V,zarata atera,шууглдх
1007,läuten::V,jo,хоңх
1008,läuten::V,hots egin,хоңх
1009,klingeln::V,txirrina jo,җиңнулх
1010,klirren::V,tintin egin,җиңнх
1011,brausen::V,marru egin,догшрхх
1012,rauschen::V,fir-fir egin,сарҗңнх
1013,klingen::V,soinu egin,ә һарх
1014,bellen::V,zaunkatu,хуцх
1015,heulen::V,ulu egin,уульх
1016,heulen::V,uhuri egin,уульх
1017,blasen::V,ufa egin,үләх
1018,blasen::V,putz egin,үләх
1019,pfeifen::V,txistu egin,ишкрх
1020,schreien::V,oihu egin,хәәкрх
1021,schreien::V,garrasi egin,хәәкрх
1022,stöhnen::V,intziri egin,түңшх
1023,zittern::V,ikara egin,дагҗннх
1024,zittern::V,dar-dar egin,дагҗннх
1025,leben::V,bizi izan,бәәх
1026,geboren werden::V,jaio,төрх
1027,atmen::V,hats egin,әмсхлх
1028,atmen::V,arnasa egin,әмсхлх
1029,trinken::V,edan,уух
1030,essen::V,jan,идх
1031,schlucken::V,irentsi,зальгх
1032,müde werden::V,unatu,көшх
1033,müde werden::V,nekatu,көшх
1034,einschlafen::V,lokartu,унтх
1035,schlafen::V,lo egin,нөөрсх
1036,aufwachen::V,esnatu,серх
1037,aufwachen::V,atzarri,серх
1038,aufstehen::V,jaiki,босх
1039,sich erholen::V,atseden egin,амрх
1040,krank werden::V,gaixotu,гемтх
1041,krank sein::V,eri izan,шалтглх
1042,krank sein::V,gaixo izan,шалтглх
1043,schmerzen::V,min egin,өвдх
1044,husten::V,eztul egin,ханях
1045,genesen::V,osatu,эдгх
1046,sterben::V,hil,үкх
1047,sterben::V,hil,өңгрх
1048,sterben::V,zendu,үкх
1049,sterben::V,zendu,өңгрх
1050,umkommen::V,istripuz hil,үкх
1051,sich bewegen::V,higitu,көдлх
1052,sich bewegen::V,higitu,көндрх
1053,sich rühren::V,zirkin egin,көндрх
1054,sich erheben::V,zutitu,босх
1055,sich erheben::V,altxatu,босх
1056,sich setzen::V,eseri,суух
1057,sich setzen::V,jesarri,суух
1058,hinfallen::V,erori,унх
1059,hinfallen::V,erori,киисх
1060,laufen::V,ibili,йовх
1061,schreiten::V,oinkatu,алхх
1062,spazierengehen::V,paseatu,сергҗ йовх
1063,spazierengehen::V,ostera bat egin,сергҗ йовх
1064,eilen::V,lasterkatu,шулудх
1065,sich beeilen::V,lehiatu,адһх
1066,sich beeilen::V,lehiatu,шамдх
1067,sausen::V,ziztu bizian joan,хурдлх
1068,sausen::V,ziztu bizian joan,йир_хурдар_гүүх
1069,sausen::V,ziztu bizian joan,йир_хурдар_йовх
1070,rennen::V,lasterka egin,гүүх
1071,springen::V,jauzi egin,һәрәдх
1072,klettern::V,igo,давшх
1073,schaukeln::V,zabu egin,дүүдңндх
1074,schaukeln::V,zanbulu egin,дүүдңндх
1075,kriechen::V,narras egin,мөлкх
1076,schwimmen::V,igerikatu,усчх
1077,schwimmen::V,igeri egin,усчх
1078,tauchen::V,murgildu,булхх
1079,tauchen::V,pulunpatu,булхх
1080,rudern::V,bogatu,хәәвдх
1081,rudern::V,arraun egin,хәәвдх
1082,fahren::V,joan,йовх
1083,fliegen::V,hegaldatu,нисх
1084,fliegen::V,hegan egin,нисх
1085,gehen::V,joan,йовх
1086,weggehen::V,alde egin,йовх
1087,weggehen::V,alde egin,одх
1088,weggehen::V,alde egin,һарх
1089,weggehen::V,alde egin,мөрлх
1090,abfahren::V,abiatu,мордх
1091,anhalten::V,geratu,зогсх
1092,anhalten::V,gelditu,зогсх
1093,hineingehen::V,sartu,орх
1094,eintreten::V,sartu,орх
1095,kommen::V,etorri,ирх
1096,ankommen::V,heldu,ирх
1097,ankommen::V,iritsi,ирх
1098,zurückkommen::V,itzuli,орх
1099,bleiben::V,gelditu,бәәх
1100,warten::V,itxaron,күләх
1101,warten::V,zain egon,күләх
1102,erwarten::V,iguriki,күләх
1103,suchen::V,bilatu,хәәх
1104,finden::V,idoro,олх
1105,finden::V,aurkitu,олх
1106,versuchen::V,saiatu,седх
1107,versuchen::V,ahalegindu,седх
1108,vorbereiten::V,gertatu,белдх
1109,lieben::V,maitatu,дурлх
1110,lieben::V,maite izan,дурлх
1111,mögen::V,laket izan,таассгдх
1112,mögen::V,atsegin izan,таассгдх
1113,lachen::V,irri egin,инәх
1114,lachen::V,barre egin,инәх
1115,rühren::V,hunkitu,уйрах
1116,weinen::V,negar egin,уульх
1117,schimpfen::V,erneguka ari izan,харах
1118,sich ärgern::V,ernegatu,уурлх
1119,sich ärgern::V,haserretu,уурлх
1120,sich fürchten::V,beldur izan,әәх
1121,fürchten::V,beldur izan,әәх
1122,fürchten::V,beldur izan,сүрдх
1123,fliehen::V,ihes egin,зулх
1124,flüchten::V,ihes egin,орһх
1125,flüchten::V,ihes egin,зулх
1126,sehen::V,ikusi,үзх
1127,anschauen::V,begietsi,харх
1128,ansehen::V,begiratu,хәләх
1129,ansehen::V,begiratu,үзх
1130,hören::V,aditu,соңсх
1131,zuhören::V,entzun,соңсх
1132,probieren::V,dastatu,амсх
1133,riechen::V,usnatu,үнрчлх
1134,riechen::V,usaindu,үнрчлх
1135,fühlen::V,sentitu,медх
1136,scheinen::V,iruditu,болҗ медгдх
1137,scheinen::V,iruditu,миниһәр болхла
1138,scheinen::V,iruditu,болад бәәх
1139,scheinen::V,begitandu,болҗ медгдх
1140,scheinen::V,begitandu,миниһәр болхла
1141,scheinen::V,begitandu,болад бәәх
1142,zu sehen sein::V,azaldu,үзгдх
1143,vernehmen::V,aditu,соңсх
1144,frieren::V,hotz izan,даарх
1145,tun::V,egin,кех
1146,können::V,ahal izan,чадх
1147,wollen::V,nahi izan,дурлх
1148,anfangen::V,hasi,эклх
1149,beenden::V,bukatu,дуусх
1150,aufhören::V,utzi,уурх
1151,gelingen::V,lortu,бүтх
1152,gelingen::V,lortu,күцәх
1153,geraten::V,heldu,болх
1154,öffnen::V,ireki,секх
1155,öffnen::V,zabaldu,секх
1156,schließen::V,itxi,хаах
1157,stellen::V,ipini,тәвх
1158,setzen::V,jesarri,суулһх
1159,legen::V,jarri,тәвх
1160,berühren::V,ukitu,көндәх
1161,verbinden::V,uztartu,боох
1162,bedecken::V,estali,хучх
1163,bedecken::V,estali,бүркх
1164,aufhängen::V,eseki,өлгх
1165,aufhängen::V,eskegi,өлгх
1166,anzünden::V,piztu,асах
1167,anzünden::V,piztu,шатах
1168,aufheben::V,jaso,өөдән өргх
1169,zurücklassen::V,atzean utzi,үлдәх
1170,verlieren::V,galdu,геех
1171,fallen lassen::V,erortzen utzi,алдх
1172,machen::V,egin,кех
1173,herstellen::V,ekoiztu,кех
1174,bauen::V,eraiki,тосхх
1175,reparieren::V,konpondu,ясх
1176,verbessern::V,hobetu,сәәрүлх
1177,ändern::V,mudatu,хүврәх
1178,graben::V,aitzurtu,малтх
1179,beugen::V,makurtu,нуһлх
1180,biegen::V,malgutu,матилһх
1181,biegen::V,makolatu,матилһх
1182,drehen::V,jiratu,эргүлх
1183,wenden::V,bihurtu,көмрх
1184,wenden::V,bihurtu,эргүлх
1185,umdrehen::V,biratu,эргүлх
1186,umdrehen::V,alderantzikatu,эргүлх
1187,heben::V,jaso,өргх
1188,heben::V,jaso,деер өргх
1189,heben::V,goratu,өргх
1190,heben::V,goratu,деер өргх
1191,hochheben::V,goratu,өргх
1192,hochheben::V,altxatu,өргх
1193,ergreifen::V,oratu,бәрх
1194,halten::V,eutsi,бәрх
1195,drücken::V,sakatu,шахх
1196,schieben::V,bultzatu,түлкх
1197,kratzen::V,hatz egin,мааҗх
1198,kratzen::V,hazka egin,мааҗх
1199,lecken::V,miaztu,долах
1200,lecken::V,lamikatu,долах
1201,beißen::V,hozka egin,хазх
1202,beißen::V,ausiki egin,хазх
1203,abreißen::V,kendu,таслх
1204,abschneiden::V,moztu,тәәрх
1205,abschneiden::V,pikatu,тәәрх
1206,binden::V,lotu,боох
1207,binden::V,estekatu,боох
1208,stecken::V,sartu,шаах
1209,stecken::V,sartu,хатхх
1210,brechen::V,apurtu,хамхлх
1211,klopfen::V,jo,цокх
1212,hauen::V,jo,цокх
1213,kleben::V,itsatsi,наах
1214,reiben::V,igurtzi,зүлгх
1215,streichen::V,igurtzi,наах
1216,streichen::V,igurtzi,лашх
1217,streichen::V,igurtzi,түркх
1218,schleifen::V,zorroztu,хурцлх
1219,schneiden::V,moztu,хәәчлх
1220,rütteln::V,astindu,дәәвлүлх
1221,rütteln::V,inarrosi,дәәвлүлх
1222,schütteln::V,astindu,сегсрх
1223,schütteln::V,inarrosi,сегсрх
1224,schwenken::V,zabukatu,дайлх
1225,schütten::V,isuri,кех
1226,füllen::V,bete,дүүргх
1227,einwickeln::V,bildu,орах
1228,tragen::V,eroan,зөөх
1229,tragen::V,eraman,зөөх
1230,schleppen::V,narrastu,чирх
1231,schleppen::V,herrestatu,чирх
1232,ziehen::V,tira egin,татх
1233,aufbewahren::V,gorde,хадһлх
1234,werfen::V,jaurti,хайх
1235,werfen::V,aurtiki,хайх
1236,fangen::V,atzeman,бәрх
1237,fangen::V,atzeman,хавлх
1238,packen::V,heldu,бәрх
1239,verstecken::V,ostendu,дүрх
1240,verstecken::V,ostendu,бултулх
1241,verstecken::V,ezkutatu,дүрх
1242,verstecken::V,ezkutatu,бултулх
1243,teilen::V,zatitu,хувах
1244,schicken::V,bidali,илгәх
1245,bringen::V,ekarri,авч ирх
1246,hinzufügen::V,eratxiki,немх
1247,hinzufügen::V,gaineratu,немх
1248,bekommen::V,jaso,авх
1249,erhalten::V,jaso,авх 
1250,nehmen::V,hartu,авх
1251,wählen::V,hautatu,шүүх
1252,wählen::V,aukeratu,шүүх
1253,auswählen::V,hautatu,шүүх
1254,auswählen::V,aukeratu,шүүх
1255,bewahren::V,begiratu,хадһлх
1256,bewahren::V,begiratu,кевтнь үлдәх
1257,bewahren::V,begiratu,кевтнь бәәлһх
1258,behindern::V,oztopatu,харшлх
1259,verderben::V,hondatu,үрәх
1260,beschädigen::V,akastu,эвдх
1261,zerbrechen::V,apurtu,күүлх
1262,zerbrechen::V,apurtu,хамхлх
1263,zerreißen::V,zarratatu,шуучх
1264,zerstören::V,suntsitu,эвдх
1265,verbrennen::V,erre,шатах
1266,verbrennen::V,kiskali,шатах
1267,geben::V,eman,өгх
1268,reichen::V,luzatu,өгх
1269,reichen::V,helarazi,өгх
1270,schenken::V,oparitu,белглх
1271,versprechen::V,agindu,амлх
1272,wünschen::V,opatu,сә хәәх
1273,wünschen::V,opetsi,сә хәәх
1274,loben::V,laudatu,магтх
1275,loben::V,goraipatu,магтх
1276,küssen::V,musu eman,үмсх
1277,wiegen::V,kulunkatu,саатулх
1278,zudecken::V,estali,бүркх
1279,wecken::V,esnatu,серүлх
1280,wecken::V,iratzartu,серүлх
1281,zeigen::V,erakutsi,үзүлх
1282,führen::V,gidatu,көтлх
1283,lehren::V,irakatsi,заах
1284,lehren::V,irakatsi,сурһх
1285,unterrichten::V,eskolak eman,сурһх
1286,unterrichten::V,eskolak eman,багшлх
1287,aufziehen::V,hazi,өскәх
1288,leiten::V,arteztu,һардх
1289,leiten::V,arteztu,толһалх
1290,antreiben::V,bulkatu,шамдах
1291,lassen::V,-arazi,күч үзүлх
1292,einladen::V,gonbidatu,үрх
1293,vereinigen::V,batu,хамцулх
1294,vereinigen::V,bateratu,хамцулх
1295,besuchen::V,ikustatu,одх
1296,treffen::V,topatu,харһх
1297,sich versammeln::V,bildu,цуглрх
1298,sich versammeln::V,bildu,хурх
1299,spielen::V,jolastu,наадх
1300,singen::V,abestu,дуулх
1301,singen::V,kantatu,дуулх
1302,tanzen::V,dantzatu,биилх
1303,tanzen::V,dantzan egin,биилх
1304,sich trennen::V,banandu,хаһцх
1305,verlassen::V,utzietsi,хайх
1306,retten::V,salbatu,әм аврх
1307,retten::V,salbatu,әәмшгәс харсх
1308,retten::V,gaizkatu,әм аврх
1309,retten::V,gaizkatu,әәмшгәс харсх
1310,bewachen::V,jagon,харх
1311,bewachen::V,jagon,манх
1312,bewachen::V,zaindu,харх
1313,bewachen::V,zaindu,манх
1314,schützen::V,babestu,харсх
1315,schützen::V,gerizatu,харсх
1316,verteidigen::V,aldeztu,харсх
1317,sich schlagen::V,elkar jo,гүвдлдх
1318,sich schlagen::V,elkar borrokatu,гүвдлдх
1319,schießen::V,tiro egin,хах
1320,siegen::V,irabazi,диилх
1321,ärgern::V,ernegatu,уурлулх
1322,ärgern::V,haserretu,уурлулх
1323,schlagen::V,jo,цокх
1324,schlagen::V,jo,гүвдх
1325,schlagen::V,erauntsi,цокх
1326,schlagen::V,erauntsi,гүвдх
1327,treten::V,zapaldu,
1328,treten::V,ostiaktu,
1329,stechen::V,sastatu,хатхх
1330,stoßen::V,bultzatu,түлкчкх
1331,stehlen::V,ostu,хулхалх
1332,stehlen::V,lapurtu,хулхалх
1333,stören::V,galarazi,һә болх
1334,belästigen::V,gohaindu,амр эс өгх
1335,belästigen::V,alamena eman,амр эс өгх
1336,verbergen::V,ezkutatu,нуух
1337,verbergen::V,ezkutatu,бултулх
1338,täuschen::V,tronpatu,меклх
1339,täuschen::V,engainatu,меклх
1340,betrügen::V,iruzurtu,меклх
1341,betrügen::V,iruzurtu,мек һарһх
1342,töten::V,hil,алх
1343,töten::V,heriotza eman,алх
1344,wohnen::V,bizi izan,бәәх
1345,arbeiten::V,lan egin,көдлх
1346,arbeiten::V,behar egin,көдлх
1347,sammeln::V,bildu,түүх
1348,sammeln::V,bildumatu,түүх
1349,pflücken::V,batu,түүх
1350,pflücken::V,batu,хурах
1351,pflücken::V,bildu,түүх
1352,pflücken::V,bildu,хурах
1353,jagen::V,ehizatu,аңнх
1354,jagen::V,ehizatu,аңһучлх
1355,fischen::V,arrantzatu,заһс аңнх
1356,fischen::V,arrantza egin,заһс аңнх
1357,fassen::V,harrapatu,бәрх
1358,hüten::V,begiratu,хәрүлх
1359,treiben::V,bultza egin,туух
1360,anbinden::V,estekatu,уйх
1361,füttern::V,bazkatu,теҗәх
1362,melken::V,jetzi,саах
1363,hacken::V,xehatu,чавчх
1364,gießen::V,isuri,услх
1365,reifen::V,heldu,болх
1366,reifen::V,heldu,болвсрх
1367,reifen::V,zoritu,болх
1368,reifen::V,zoritu,болвсрх
1369,zubereiten::V,prestatu,белдх
1370,kochen::V,egosi,чанх
1371,kochen::V,egosi,болһх
1372,backen::V,labean egin,болһх
1373,braten::V,erregosi,хуурх
1374,umrühren::V,eragin,самрх
1375,stricken::V,trikotatu,өлгх
1376,stricken::V,puntu egin,өлгх
1377,nähen::V,josi,уйх
1378,färben::V,tindatu,будх
1379,reinigen::V,ikuzi,цеврлх
1380,reinigen::V,garbitu,цеврлх
1381,waschen::V,xahutu,уһах
1382,waschen::V,garbitu,уһах
1383,abwischen::V,xukatu,арчх
1384,spülen::V,irakutzi,зәәлх
1385,fegen::V,erraztatu,сәвүрдх
1386,kehren::V,isastu,сәвүрдх
1387,baden::V,bainatu,өөмх
1388,baden::V,bainua hartu,өөмх
1389,sich waschen::V,burua garbitu,уһах
1390,sich waschen::V,burua garbitu,бийән уһаҗ
1391,ausziehen::V,erantzi,тәәлх
1392,anziehen::V,jantzi,өмсх
1393,sich anziehen::V,jantzi,хувцлх
1394,kämmen::V,orraztu,самлх
1395,schmücken::V,apaindu,чимх
1396,schmücken::V,apaindu,кеерүлх
1397,sagen::V,esan,келх
1398,sprechen::V,mintzatu,келх
1399,sprechen::V,hitz egin,келх
1400,reden::V,hitz egin,күүндх
1401,reden::V,hitz egin,күр_кех
1402,sich unterhalten::V,solastu,күүндх
1403,sich unterhalten::V,solas egin,күүндх
1404,fragen::V,galdetu,сурх
1405,bitten::V,eskatu,эрх
1406,bitten::V,galdegin,эрх
1407,erzählen::V,edestu,келх
1408,erzählen::V,edestu,келҗ өгх
1409,erzählen::V,kontatu,келх
1410,erzählen::V,kontatu,келҗ өгх
1411,mitteilen::V,jakinarazi,медүлх
1412,nennen::V,izena eman,нерәдх
1413,nennen::V,izena eman,нер өгх
1414,rufen::V,dei egin,дуудх
1415,prahlen::V,harrokerian ibili,көөрх
1416,prahlen::V,ahoberokeriak esan,көөрх
1417,übersetzen::V,itzuli,орчулх
1418,denken::V,pentsatu,санх
1419,denken::V,gogoeta egin,санх
1420,glauben::V,sinetsi,шүтх
1421,glauben::V,sinetsi,нәәлх
1422,bemerken::V,ohartu,темдглх
1423,bemerken::V,konturatu,темдглх
1424,erkennen::V,ezagutu,таньх
1425,erkennen::V,ezagutu,медх
1426,erkennen::V,antzeman,таньх
1427,erkennen::V,antzeman,медх
1428,begreifen::V,ulertu,медх
1429,verstehen::V,aditu,соңсх
1430,lernen::V,ikasi,сурх
1431,wissen::V,jakin,медх
1432,sich erinnern an::V,gogoratu,санх
1433,sich erinnern an::V,gogoan izan,санх
1434,vergessen::V,ahaztu,мартх
1435,vergessen::V,ahantzi,мартх
1436,messen::V,neurtu,кемҗәлх
1437,zählen::V,zenbatu,тоолх
1438,zählen::V,kopuratu,тоолх
1439,rechnen::V,kalkulatu,тоолх
1440,lesen::V,irakurri,умшх
1441,malen::V,margotu,зурх
1442,zeichnen::V,marraztu,зурх
1443,schreiben::V,idatzi,бичх
1444,besitzen::V,ukan,эзлх
1445,besitzen::V,eduki,эзлх
1446,kaufen::V,erosi,хулдҗ авх
1447,verkaufen::V,saldu,хулдх
1448,verkaufen::V,saldu,гүүлгх
1449,bezahlen::V,ordaindu,өгх
1450,zahlen::V,ordaindu,өгх
1451,beherrschen::V,menpean izan,эзлх
1452,ertragen::V,jasan,даах
1453,ertragen::V,pairatu,даах
