,Concept_ID,sah,udm
264,Wunsch::N,баҕарыы,мылпотон
265,Lust::N,баҕа,потон
266,Geist::N,тыын,лул
267,Gedanke::N,санаа,малпан
268,Gedächtnis::N,өй,йырсазь
269,Gedächtnis::N,өй,тодэваён
270,Verstand::N,өй,йырвизь
271,Sinn::N,суолта,смысл
272,Grund::N,төрүөт,муг
273,Grund::N,төрүөт,ньӧм
274,Wahrheit::N,кырдьык,зэм
275,Wahrheit::N,кырдьык,шонер
276,Gespräch::N,бэсиэдэ,вераськон
277,Gespräch::N,кэпсэтии,вераськон
278,Märchen::N,остуоруйа,выжыкыл
279,Erzählung::N,кэпсээн,верос
280,Nachricht::N,биллэриллии,ивор
281,Neuigkeit::N,сонун,выльивор
282,Name::N,аат,ним
283,Rätsel::N,таабырын,мадькыл
284,Rede::N,этии,верам
285,Sprache::N,тыл,кыл
286,Stimme::N,куолас,куара
287,Wort::N,тыл,кыл
288,Zeichen::N,бэлиэ,пус
289,Zeichen::N,бэлиэ,тодмет
290,Ruf::N,ыҥырыы,ӧтён
291,Ruf::N,ыҥырыы,чортон
292,Lärm::N,айдаан,ӵашетон
293,Laut::N,тыас,куара
294,Ton::N,дорҕоон,куара
295,Lied::N,ырыа,кырӟан
296,Ruhe::N,уу чуумпу,чалмыт улон
297,Leute::N,дьон,адямиос
298,Volk::N,дьон,калык
299,Volk::N,норуот,калык
300,Arbeit::N,үлэ,уж
301,Gast::N,ыалдьыт,куно
302,Geschenk::N,бэлэх,салам
303,Geschenk::N,бэлэх,кузьым
304,Spiel::N,оонньуу,шудон
305,Gesellschaft::N,общество,калык
306,Hilfe::N,көмө,юрттон
307,Freund::N,доҕор,эш
308,Freund::N,доҕор,юлтош
309,Kamerad::N,атас,тодмо
310,Angelegenheit::N,дьыала,уж
311,Anzahl::N,ахсаан,лыд
312,Art::N,биис,тус
313,Stück::N,кырбас,юдэс
314,Teil::N,ирээт,люкет
315,Hälfte::N,аҥар,ӝыны
316,Kreis::N,төгүрүк,котырес
317,Kreis::N,төгүрүмтэ,котырес
318,Kreuz::N,кириэс,крест
319,Linie::N,сурааһын,гож
320,Strich::N,сурааһын,гож
321,Abstand::N,арыт,вис
322,Abstand::N,арыт,кусып
323,Entfernung::N,ыраах,кусып
324,Gegend::N,сир,инты
325,Platz::N,арыт,инты
326,Ort::N,сир,инты
327,Ort::N,сир,места
328,Seite::N,өрүт,пал
329,Seite::N,сирэй,пал
330,Mitte::N,орто,шор
331,Gegenstand::N,предмет,арбери
332,Sache::N,мал,котыр
333,Rand::N,кытыы,дур
334,Rand::N,кытыы,шаер
335,Rand::N,ойоҕос,дур
336,Rand::N,ойоҕос,шаер
337,Kante::N,кырыы,дур
338,Ecke::N,муннук,сэрег
339,Spitze::N,чыпчаал,йыл
340,Ende::N,төбө,пум
341,Loch::N,тэһэҕэс,пась
342,Loch::N,дьөлөҕөс,пась
343,Winkel::N,муннук,сэрег
344,Muster::N,оһуор,пужы
345,Größe::N,кээмэй,быдӟала
346,Länge::N,уста,кузьдала
347,Höhe::N,үрдүк,ӝуждала
348,Gewicht::N,ыйааһын,сектала
349,Gewicht::N,ыйааһын,секытлык
350,Menge::N,ахсаан,лыд
351,Menge::N,ахсаан,лыдпус
352,Haufen::N,чөмчөх,люк
353,Reihe::N,кэккэ,чур
354,Boot::N,оҥочо,пыж
355,Boot::N,оҥочо,лодка
356,Ruder::N,эрдии,полыс
357,Schlitten::N,сыарҕа,додьы
358,Ski::N,хайыһар,куас
359,Lagerfeuer::N,кутаа,тылскем
360,Last::N,ыарахан,секыт
361,Gang::N,хаамыы,ветлон
362,Schritt::N,хардыы,вамыш
363,Norden::N,хоту,уйпал
364,Süden::N,соҕуруу,лымшор
365,Westen::N,арҕаа,шунды пуксён
366,Osten::N,илин,шунды ӝужан
367,Holz::N,мас,пу
368,Brett::N,дуоска,пул
369,Brett::N,хаптаһын,пул
370,Platte::N,билиитэ,плита
371,Stütze::N,тулааһын,пыкет
372,Stange::N,ураҕас,пуӵ
373,Stock::N,мас,боды
374,Stock::N,баалкы,боды
375,Stab::N,ураҕас,пуӵ
376,Stab::N,ураҕас,боды
377,Rohr::N,турба,труба
378,Haus::N,дьиэ,юрт
379,Heim::N,дьиэ,корка
380,Ofen::N,оһох,гур
381,Fußboden::N,муоста,выж
382,Tisch::N,остуол,ӝӧк
383,Stuhl::N,устуул,пукон
384,Wiege::N,биһик,кӧкы
385,Wiege::N,биһик,зыбка
386,Bett::N,кырабаат,валес
387,Regal::N,долбуур,ӝажы
388,Kiste::N,дьааһык,ящик
389,Fenster::N,түннүк,укно
390,Fenster::N,түннүк,косяк
391,Tür::N,аан,ӧс
392,Tor::N,аан,ӟезьы
393,Zaun::N,соппулуот,забор
394,Dach::N,кырыыса,липет
395,Leiter::N,кирилиэс,падӟа
396,Besen::N,миинньик,ӵужон
397,Besen::N,миинньик,исьнер
398,Spaten::N,күрдьэх,лопатка
399,Schaufel::N,күрдьэх,ютырон
400,Gabel::N,биилкэ,тэчы
401,Gabel::N,биилкэ,вилка
402,Löffel::N,луоска,пуньы
403,Messer::N,быһах,пурт
404,Nagel::N,тоһоҕо,кортӵог
405,Netz::N,илим,сеть
406,Haken::N,көхө,курик
407,Griff::N,ук,ныд
408,Griff::N,тутаах,ныд
409,Schloss::N,күлүүс,тунгон
410,Bild::N,хартыына,суред
411,Figur::N,фигура,фигура
412,Puppe::N,куукула,мунё
413,Beutel::N,мөһөөччук,пуйы
414,Bündel::N,баайыы,керттэт
415,Tasche::N,суумка,пуйы
416,Tasche::N,суумка,сумка
417,Eimer::N,биэдэрэ,ведра
418,Deckel::N,хаппах,ӵоксэт
419,Geschirr::N,иһит,тусьты-пуньы
420,Sack::N,куул,пуйы
421,Tasse::N,сэлиэнэй,ӵаша
422,Topf::N,көстүрүүҥкэ,миска
423,Kessel::N,хочуол,пурты
424,Essen::N,аһылык,сиськон
425,Nahrung::N,ас,сион
426,Speise::N,аһылык,сиён
427,Fleisch::N,эт,сӥль
428,Getreide::N,злактар,ю тысь
429,Brei::N,хааһы,ӝук
430,Brot::N,килиэп,нянь
431,Scheibe::N,куһуок,шорем
432,Fett::N,сыа,кӧй
433,Butter::N,арыы,вӧй
434,Öl::N,арыы,вӧй
435,Salz::N,туус,сылал
436,Suppe::N,мин,шыд
437,Honig::N,мүөт,чечы
438,Milch::N,үүт,йӧл
439,Tee::N,чэй,чай
440,Leder::N,тирии,сурон
441,Wolle::N,түү,гон
442,Wolle::N,түү,ыжгон
443,Stoff::N,таҥас,куэм
444,Nadel::N,иннэ,вень
445,Faden::N,сап,сӥньыс
446,Knopf::N,тимэх,бирды
447,Knoten::N,түмүк,герд
448,Farbe::N,кырааска,буёл
449,Kleidung::N,таҥас,дӥсь
450,Hemd::N,ырбаахы,дэрем
451,Kragen::N,саҕа,сирес
452,Ärmel::N,сиэх,саес
453,Hose::N,ыстаан,брюки
454,Hose::N,ыстаан,штань
455,Hose::N,бүрүүкэ,брюки
456,Hose::N,бүрүүкэ,штань
457,Gürtel::N,кур,кускерттон
458,Mütze::N,бэргэһэ,ызьы
459,Schuh::N,бачыыҥка,ботинка
460,Stiefel::N,саппыкы,сапег
461,Ring::N,биһилэх,зундэс
462,Band::N,лиэнтэ,лента
463,Kamm::N,тараах,сын
464,Spiegel::N,сиэркилэ,синучкон
465,Riemen::N,кур,е
466,Schnur::N,быа,гозы
467,Leine::N,тэһиин,думет
468,Decke::N,суорҕан,шобрет
469,Kissen::N,сыттык,миндэр
470,Tuch::N,былаат,кышет
471,Handtuch::N,соттор,ӵушкон
472,Kraft::N,сыра,кать
473,Kraft::N,сыра,ӟигар
474,Stärke::N,күүс,юнлык
475,Gesundheit::N,доруобуйа,тазалык
476,Krankheit::N,ыарыы,висён
477,Schmerz::N,ыарыы,висён
478,Wunde::N,баас,яра
479,Fieber::N,түрүлгэн,кезег
480,Fieber::N,лихорадка,кезег
481,Fieber::N,температура,кезег
482,Arznei::N,эмп,эмъюм
483,Brücke::N,күргэ,выж
484,Brunnen::N,холуодьас,колдэч
485,Weide::N,мэччирэҥ,возь
486,Pfad::N,ыллык,сюрес
487,Weg::N,суол,сюрес
488,Straße::N,суол,сюрес
489,Dorf::N,дэриэбинэ,гурт
490,Stadt::N,куорат,кар
491,Stadt::N,куорат,город
492,Brief::N,сурук,гожтэт
493,Buch::N,кинигэ,книга
494,Buchstabe::N,буква,буква
495,Zeitung::N,хаһыат,газет
496,Leben::N,тыын,улон
497,Tod::N,өлүү,кулон
498,Grab::N,иин,шайгу
499,Kirche::N,таҥара дьиэтэ,черк
500,Sünde::N,айыы,сьӧлык
501,Gott::N,тангара,ӥнмар
502,Arbeiter::N,үлэһит,рабочий
503,Chef::N,баһылык,начальник
504,Chef::N,начальник,начальник
505,Meister::N,уус,кибашлы
506,Meister::N,маастар,кибашлы
507,Arzt::N,врач,врач
508,Lehrer::N,учуутал,дышетӥсь
509,Geld::N,харчы,уксё
510,Geld::N,харчы,коньдон
511,Geschäft::N,идэ,уж
512,Laden::N,маҕаһыын,магазин
513,Preis::N,сыана,дун
514,Ware::N,табаар,вуз
515,Nutzen::N,туһа,пайда
516,Reichtum::N,баай,узырлык
517,Welt::N,аан дойду,дунне
518,Land::N,дойду,шаер
519,Staat::N,государство,кун
520,König::N,король,эксэй
521,Macht::N,былаас,власть
522,Grenze::N,кыраныысса,кунгож
523,Krieg::N,сэрии,ож
524,Feind::N,өстөөх,тушмон
525,Gewalt::N,күүһүлээһин,эриктэман
526,Kampf::N,охсуһуу,нюръяськон
527,Bogen[Waffe]::N,ох,пукыӵ
528,Pfeil::N,ох,пукыӵ вень
529,Gewehr::N,саа,пыӵал
530,Fehler::N,сыыһа,янгыш
531,Lüge::N,сымыйа,пӧян
532,Lüge::N,сымыйа,алдан
533,Lüge::N,сымыйа,ӧрекчан
534,Schaden::N,хоромньу,изъян
535,Unglück::N,алдьархай,куректон
536,Unglück::N,алдьархай,шудтэме усён
537,Schuld::N,буруй,янгыш
538,Alter::N,саас,арлыд
539,Schluss::N,тиһэх,пум
540,Zeit::N,бириэмэ,дыр
541,Tag::N,күн,нунал
542,Morgen::N,сарсыарда,ӵукна
543,Mittag::N,күн ортото,лымшор
544,Abend::N,киэһэ,ӝыт
545,Abend::N,киэһэ,акшан
546,Nacht::N,түүн,уй
547,Woche::N,нэдиэлэ,арня
548,Monat::N,ый,толэзь
549,Jahr::N,сыл,ар
550,Jahr::N,дьыл,ар
551,Frühling::N,саас,тулыс
552,Sommer::N,сайын,гужем
553,Herbst::N,күһүн,сӥзьыл
554,Winter::N,кыһын,тол
555,Januar::N,тохсунньу,выльартолэзь
556,Februar::N,олунньу,тулыспал
557,März::N,кулун тутар,южтолэзь
558,April::N,муус устар ый,оштолэзь
559,Mai::N,ыам ыйа,куартолэзь
560,Juni::N,бэс ыйа,вожотолэзь
561,Juli::N,от ыйа,пӧсьтолэзь
562,August::N,атырдьах ыйа,гудырикошкон
563,September::N,балаҕан ыйа,куарусён
564,Oktober::N,алтынньы,выльӝуктолэзь
565,November::N,сэтинньи,шуркынмон
566,Dezember::N,ахсынньы,толсур
567,Montag::N,бэнидиэнньик,вордӥськон
568,Dienstag::N,оптуорунньук,вторник
569,Mittwoch::N,сэрэдэ,вирнунал
570,Donnerstag::N,чэппиэр,покчиарня
571,Freitag::N,бээтинсэ,удмуртарня
572,Samstag::N,субуота,кӧснунал
573,Sonntag::N,баскыһыанньа,арня
574,groß::A,бөдөҥ,бадӟым
575,groß::A,улахан,бадӟым
576,klein::A,кыр,пичи
577,lang::A,уһун,кузь
578,kurz::A,кылгас,вакчи
579,breit::A,кэтит,паськыт
580,schmal::A,кыараҕас,сюлэг
581,dicht::A,хойуу,ӵем
582,dick[Gegenstand]::A,суон,зӧк
583,dick[Gegenstand]::A,хойуу,зӧк
584,dünn::A,чараас,векчи
585,fein::A,бытархай,векчи
586,fein::A,синньигес,векчи
587,fest::A,бөҕө,юн
588,fest::A,бөҕө,чурыт
589,fest::A,кытаанах,юн
590,fest::A,кытаанах,чурыт
591,flach::A,хаптаҕай,ӵошкыт
592,glatt::A,кылааккай,гылыт
593,glatt::A,кылааккай,вольыт
594,hart::A,хатан,чурыт
595,hart::A,кытаанах,чурыт
596,weich::A,сымнаҕас,небыт
597,rund::A,төгүрүк,котырес
598,spitz::A,сытыы,йылсо
599,spitz::A,уһуктаах,йылсо
600,scharf::A,сытыы,лэчыт
601,stumpf::A,сыппах,ныж
602,schwer::A,ыарахан,секыт
603,schön::A,кыраһыабай,чебер
604,heiß::A,итии,пӧсь
605,warm::A,ичигэс,шуныт
606,kalt::A,тымныы,кезьыт
607,kühl::A,сөрүүн,юзмыт
608,kühl::A,сөрүүн,салкым
609,frisch::A,ыраас,выль
610,frisch::A,сөрүүн,выль
611,frisch::A,тымныы,выль
612,feucht::A,сииктээх,мускыт
613,nass::A,инчэҕэй,котмем
614,trocken::A,кураан,кӧс
615,voll::A,толору,тыр
616,leer::A,иччитэх,буш
617,leer::A,иччитэх,тырттэм
618,offen::A,аһаҕас,усьтэм
619,geschlossen::A,бүтэй,ӵогам
620,geschlossen::A,бүтэй,пунням
621,sauber::A,сэбэр,ӝикыт
622,sauber::A,сэбэр,чылкыт
623,schmutzig::A,кирдээх,нӧд
624,roh::A,сиикэй,ыль
625,reif::A,буспут,вуэм
626,reif::A,сиппит-хоппут,вуэм
627,lecker::A,минньигэс,ческыт
628,süß::A,минньигэс,ческыт
629,bitter::A,аһыы,курыт
630,sauer::A,аһыы,чырс
631,hell::A,сырдык,югыт
632,dunkel::A,хараҥа,пеймыт
633,schwarz::A,хара,сьӧд
634,weiß::A,үрүҥ,тӧдьы
635,weiß::A,маҥан,тӧдьы
636,rot::A,кыһыл,горд
637,gelb::A,саһархай,ӵуж
638,blau::A,күөх,лыз
639,grün::A,күөх,вож
640,grün::A,от күөҕэ,вож
641,grau::A,сиэрэй,пурысь
642,bunt::A,эриэн,куӵо
643,billig::A,чэпчэки,дунтэм
644,teuer::A,сыаналаах,дуно
645,wertvoll::A,сыаналаах,дуно
646,blind::A,хараҕа суох,сукыр
647,blind::A,хараҕа суох,синтэм
648,taub::A,дьүлэй,пельтэм
649,kräftig::A,модун,кужмо
650,stark::A,күүстээх,юн
651,stark::A,күүстээх,кужмо
652,schwach::A,мөлтөх,ляб
653,schwach::A,мөлтөх,начар
654,fett::A,эмис,кӧй
655,schlank::A,дьылҕан,веськыт
656,schlank::A,дьылҕан,веськрес
657,schlank::A,дьыпсаҕай,веськыт
658,schlank::A,дьыпсаҕай,веськрес
659,hübsch::A,олус кэрэ,чебер
660,hübsch::A,олус кэрэ,синмаськымон
661,hübsch::A,көрүөхтэн үчүгэй,чебер
662,hübsch::A,көрүөхтэн үчүгэй,синмаськымон
663,böse::A,өһүөннээх,лек
664,dumm::A,акаары,шузи
665,dumm::A,акаары,визьтэм
666,faul::A,нэс,азьтэм
667,fleißig::A,кыһамньылаах,сюлмо
668,geizig::A,иҥсэлээх,сук
669,klug::A,өйдөөх,визьмо
670,geschickt::A,наһаа дьоҕурдаах,усто
671,geschickt::A,наһаа дьоҕурдаах,быгатӥсь
672,lieb::A,тапталлаах,мусо
673,lustig::A,көрдөөх,шулдыр
674,sanft::A,намчы,мусо
675,sanft::A,намчы,эрке
676,sanft::A,сымнаҕас,мусо
677,sanft::A,сымнаҕас,эрке
678,hungrig::A,аччык,сютэм
679,krank::A,ыалдьар,висись
680,nackt::A,сыгынньах,гольык
681,traurig::A,санаарҕабыллаах,мӧзмыт
682,lebendig::A,тыыннаах,улэп
683,gut::A,үтүө,ӟеч
684,gut::A,үтүө,умой
685,gut::A,үчүгэй,ӟеч
686,gut::A,үчүгэй,умой
687,schlecht::A,куһаҕан,урод
688,schlecht::A,куһаҕан,алама
689,richtig::A,сөп,шонер
690,schlimm::A,сидьиҥ,алама
691,schlimm::A,быдьар,алама
692,wahr::A,кырдьык,зэмос
693,alt::A,былыргы,вуж
694,neu::A,саҥа,выль
695,ehemalig::A,урукку,азьвылэз
696,alt[Lebewesen]::A,кырдьаҕас,пересь
697,jung::A,эдэр,егит
698,jung::A,эдэр,пинал
699,arm::A,дьадаҥы,начар
700,arm::A,дьадаҥы,куанер
701,reich::A,баай,узыр
702,bekannt::A,билэр,тодмо
703,berühmt::A,аатырбыт,дано
704,fremd::A,атын,ят
705,verschieden::A,араас,пӧртэм
706,nah::A,чугас,матысь
707,fern::A,ыраах,кыдёкысь
708,linker::A,хаҥас,паллян
709,rechter::A,уҥа,бур
710,rechter::A,уҥа,бурпал
711,anderer::A,атын,мукет
712,erster::A,маҥнайгы,нырысетӥез
713,zweiter::A,иккис,кыктэтӥез
714,dritter::A,үһүс,кунньметӥез
715,letzter::A,тиһэх,берло
716,letzter::A,тиһэх,берпум
717,allein::ADV,соҕотох,огназ
718,auf einmal::ADV,биирдэ,огдыре
719,zusammen::ADV,холбуу,ӵош
720,zusammen::ADV,холбуу,валче
721,lange::ADV,уһуннук,кема
722,plötzlich::ADV,эмискэ,мапламтэ шорысь
723,sofort::ADV,тута,али ик
724,später::ADV,хойут,бергес
725,später::ADV,хойут,берлогес
726,jetzt::ADV,билигин,али
727,jetzt::ADV,билигин,табере
728,heute::ADV,бүгүн,туннэ
729,morgen::ADV,сарсын,ӵуказе
730,bald::ADV,өтөр,ӝоген
731,dann::ADV,кэнна,берло
732,gestern::ADV,бэҕэһээ,толон
733,einst::ADV,биир төгүл,огпол
734,einst::ADV,биир төгүл,одӥг пол
735,einst::ADV,арай биирдэ,огпол
736,einst::ADV,арай биирдэ,одӥг пол
737,damals::ADV,оччоҕо,соку
738,danach::ADV,аары,собере
739,danach::ADV,ол кэнниттэн,собере
740,vorher::ADV,урут,азьло
741,vorher::ADV,урут,азьвыл
742,zuerst::ADV,маҥнай,азьло
743,einmal::ADV,биирдэ,огпол
744,manchmal::ADV,арыт,куддыръя
745,oft::ADV,чаастатык,ӵем
746,immer::ADV,мэлдьи,пыр
747,immer::ADV,мэлдьи,котьку
748,niemals::ADV,хаһан да,уз ноку
749,hier::ADV,маныаха,татын
750,hierhin::ADV,бэттэх,татчы
751,von hier::ADV,мантан,татысь
