,Concept_ID,myv,is
382,Last::N,сталмо,farmur
383,Last::N,кандома,byrði
384,Last::N,кандома,farmur
385,Gang::N,молема,ganga
386,Gang::N,якамо,ganga
387,Schritt::N,эскелькс,skref
388,Norden::N,якшамо ёнкс,norður
389,Süden::N,лембе ёнкс,suður
390,Westen::N,чивалгома,vestur
391,Osten::N,чилисема,austur
392,Holz::N,чувто,viður
393,Brett::N,лаз,fjöl
394,Platte::N,плита,flötur
395,Stütze::N,неже,stoð
396,Stange::N,олга,stöng
397,Stock::N,мандо,prik
398,Stock::N,мандо,stafur
399,Stab::N,олога,prik
400,Stab::N,олога,stafur
401,Rohr::N,турба,rör
402,Rohr::N,турба,pípa
403,Haus::N,кудо,hús
404,Heim::N,кудо,heimili
405,Ofen::N,каштомо,ofn
406,Fußboden::N,киякс,gólf
407,Tisch::N,столь,borð
408,Stuhl::N,стул,stóll
409,Wiege::N,лавсь,vagga
410,Wiege::N,нурямот,vagga
411,Bett::N,ацамо,rúm
412,Bett::N,ацамо,hvíla
413,Regal::N,лався,hilla
414,Regal::N,лавсяланго,hilla
415,Kiste::N,горобия,kassi
416,Kiste::N,сундук,kassi
417,Fenster::N,вальма,gluggi
418,Tür::N,кенкш,dyr
419,Tür::N,кенкш,hurð
420,Tor::N,ортат,hlið
421,Zaun::N,пирявт,girðing
422,Zaun::N,пирявт,limgarður
423,Zaun::N,пирвякс,girðing
424,Zaun::N,пирвякс,limgarður
425,Dach::N,кудопря,þak
426,Leiter::N,кузтема,stigi
427,Besen::N,тенсть,sópur
428,Spaten::N,койме,spaði
429,Schaufel::N,кече,skófla
430,Schaufel::N,келей койме,skófla
431,Gabel::N,сянгине,gaffall
432,Löffel::N,пенч,skeið
433,Messer::N,пеель,hnífur
434,Nagel::N,эске,nögl
435,Netz::N,алтыма,net
436,Haken::N,кечказ,krókur
437,Griff::N,кедне,tak
438,Schloss::N,замок,lás
439,Schloss::N,панжома,lás
440,Bild::N,картина,mynd
441,Figur::N,рунго,stytta
442,Puppe::N,няка,brúða
443,Beutel::N,кескав,poki
444,Beutel::N,кескав,baggi
445,Bündel::N,керькс,böggull
446,Tasche::N,юдма,veski
447,Eimer::N,ведра,fata
448,Deckel::N,велькс,lok
449,Geschirr::N,кедьге,leirtau
450,Sack::N,кескав,sekkur
451,Tasse::N,чакш,bolli
452,Topf::N,кастрюля,pottur
453,Kessel::N,котёл,ketill
454,Essen::N,ярсамо,matur
455,Nahrung::N,ярсамопель,fæða
456,Speise::N,ярсамопель,réttur
457,Speise::N,ярсамопель,matarréttur
458,Fleisch::N,сывель,kjöt
459,Getreide::N,сюро,korn
460,Brei::N,каша,grautur
461,Brot::N,кши,brauð
462,Scheibe::N,кочом,sneið
463,Scheibe::N,сускомо,sneið
464,Fett::N,куя,fita
465,Butter::N,ой,smjör
466,Öl::N,ой,olía
467,Salz::N,сал,salt
468,Suppe::N,ям,súpa
469,Honig::N,медь,hunang
470,Milch::N,ловсо,mjólk
471,Tee::N,чай,te
472,Leder::N,киське,skinn
473,Wolle::N,пона,ull
474,Stoff::N,коцт,dúkur
475,Nadel::N,салмукс,nál
476,Faden::N,суре,þráður
477,Knopf::N,пов,tala
478,Knopf::N,пов,hnappur
479,Knoten::N,сюлмо,hnútur
480,Farbe::N,артомапель,málning
481,Kleidung::N,оршамот,búningur
482,Kleidung::N,оршамот,klæðnaður
483,Hemd::N,панар,skyrta
484,Kragen::N,сиве,kragi
485,Kragen::N,сиве,flibbi
486,Ärmel::N,ожа,ermi
487,Hose::N,понкст,buxur
488,Gürtel::N,каркс,belti
489,Mütze::N,чапка,húfa
490,Schuh::N,туфля,skór
491,Stiefel::N,кем,stígvél
492,Ring::N,суркс,hringur
493,Band::N,лента,band
494,Kamm::N,сурсеме,greiða
495,Spiegel::N,чавачамо,spegill
496,Riemen::N,кшнань каркс,ól
497,Riemen::N,кшнань каркс,reim
498,Schnur::N,пикс,snúra
499,Leine::N,ведьме,band
500,Decke::N,вельтямо,teppi
501,Kissen::N,тодов,koddi
502,Tuch::N,паця,klútur
503,Handtuch::N,нардамо,þurrka
504,Handtuch::N,нардамо,handklæði
505,Kraft::N,вий,afl
506,Kraft::N,вий,kraftur
507,Stärke::N,виевчи,styrkur
508,Gesundheit::N,шумбрачи,heilsa
509,Gesundheit::N,шумбрачи,heilbrigði
510,Krankheit::N,орма,sjúkdómur
511,Krankheit::N,сэредема,sjúkdómur
512,Schmerz::N,сэредькс,sársauki
513,Wunde::N,керявкс,sár
514,Fieber::N,маштыкс,hitasótt
515,Arznei::N,ормаменькс,lyf
516,Brücke::N,сэдь,brú
517,Brücke::N,мадамо,brú
518,Brunnen::N,лисьма,brunnur
519,Weide::N,ракшань ванома тарка,hagi
520,Pfad::N,ян,stígur
521,Weg::N,ки,vegur
522,Straße::N,ки,gata
523,Straße::N,ки,stræti
524,Dorf::N,веле,þorp
525,Stadt::N,ош,borg
526,Brief::N,сёрма,bréf
527,Buch::N,книга,bók
528,Buchstabe::N,буква,bókstafur
529,Zeitung::N,газета,dagblað
530,Leben::N,эрямо,líf
531,Tod::N,кулома,dauði
532,Grab::N,калмо,gröf
533,Kirche::N,церькова,kirkja
534,Sünde::N,чумочи,synd
535,Gott::N,паз,guð
536,Arbeiter::N,робочей,verkamaður
537,Chef::N,прявт,yfirmaður
538,Meister::N,кол тевень тенця,meistari
539,Arzt::N,врач,læknir
540,Lehrer::N,учитель,kennari
541,Lehrer::N,тонавтыця,kennari
542,Geld::N,ярмак,peningar
543,Geschäft::N,ладязь тев,viðskipti
544,Laden::N,лавка,búð
545,Laden::N,лавка,verslun
546,Preis::N,питне,verð
547,Ware::N,миевкс,vara
548,Ware::N,рамавкс,vara
549,Nutzen::N,паро,gagn
550,Nutzen::N,лезэ,gagn
551,Reichtum::N,сюпавчи,auður
552,Welt::N,мир,veröld
553,Welt::N,мастор ланго,veröld
554,Land::N,мастор,land
555,Staat::N,государства,ríki
556,König::N,король,konungur
557,Macht::N,азорксчи,vald
558,Grenze::N,буен тешкс,landamæri
559,Krieg::N,война,stríð
560,Feind::N,душман,fjandmaður
561,Gewalt::N,нарьгамо,ofbeldi
562,Kampf::N,тюрема,bardagi
563,Bogen[Waffe]::N,нал,bogi
564,Pfeil::N,нал,ör
565,Gewehr::N,ружия,byssa
566,Gewehr::N,винтовка,byssa
567,Fehler::N,ильведькс,villa
568,Fehler::N,ильведевкс,villa
569,Lüge::N,манчема,lygi
570,Lüge::N,кенгелема,lygi
571,Schaden::N,зыян,skemmd
572,Unglück::N,зыян,óhamingja
573,Schuld::N,чумочи,sök
574,Alter::N,шка,aldur
575,Schluss::N,пе,lok
576,Schluss::N,пе,endir
577,Zeit::N,шка,tími
578,Zeit::N,пинге,tími
579,Tag::N,чи,dagur
580,Morgen::N,валске,morgunn
581,Mittag::N,чикуншка,hádegi
582,Abend::N,чокшнэ,kvöld
583,Nacht::N,ве,nótt
584,Woche::N,недля,vika
585,Monat::N,ков,mánuður
586,Jahr::N,ие,ár
587,Frühling::N,тундо,vor
588,Sommer::N,кизэ,sumar
589,Herbst::N,сёксь,haust
590,Winter::N,теле,vetur
591,Januar::N,якшамков,janúar
592,Februar::N,февраль,február
593,März::N,март,mars
594,April::N,апрель,apríl
595,Mai::N,май,maí
596,Juni::N,июнь,júní
597,Juli::N,июль,júlí
598,August::N,август,ágúst
599,September::N,сентября,september
600,Oktober::N,октября,október
601,November::N,ноября,nóvember
602,Dezember::N,декабря,desember
603,Montag::N,пондельник,mánudagur
604,Dienstag::N,овторник,þriðjudagur
605,Mittwoch::N,серёда,miðvikudagur
606,Donnerstag::N,цетьверьг,fimmtudagur
607,Freitag::N,пеця,föstudagur
608,Samstag::N,субута,laugardagur
609,Samstag::N,шлямочи,laugardagur
610,Sonntag::N,недлячи,sunnudagur
611,groß::A,ине,stór
612,groß::A,покш,stór
613,klein::A,вишка,lítill
614,lang::A,кувака,langur
615,kurz::A,нурькине,stuttur
616,breit::A,келей,breiður
617,schmal::A,теине,mjór
618,dicht::A,тусто,þéttur
619,dick[Gegenstand]::A,эчке,þykkur
620,dünn::A,човине,þunnur
621,fein::A,човине,fíngerður
622,fest::A,кеме,fastur
623,flach::A,лапужа,flatur
624,glatt::A,валаня,háll
625,glatt::A,валаня,sléttur
626,hart::A,калгодо,harður
627,weich::A,чевте,mjúkur
628,rund::A,кеверь,kringlóttur
629,spitz::A,пшти,oddhvass
630,scharf::A,пшти,beittur
631,stumpf::A,ношка,bitlaus
632,schwer::A,стака,þungur
633,schön::A,мазый,fagur
634,schön::A,мазый,fallegur
635,heiß::A,пси,heitur
636,warm::A,лембе,hlýr
637,warm::A,лембе,heitur
638,kalt::A,якшамо,kaldur
639,kühl::A,экше,svalur
640,frisch::A,свежа,frískur
641,feucht::A,летьке,rakur
642,feucht::A,летьке,þvalur
643,nass::A,начко,votur
644,nass::A,начко,blautur
645,trocken::A,коське,þurr
646,voll::A,пешксе,fullur
647,leer::A,чаво,tómur
648,offen::A,панжадо,opinn
649,offen::A,виде,opinn
650,geschlossen::A,пекстазь,lokaður
651,geschlossen::A,сёлгозь,lokaður
652,sauber::A,ванькс,þrifinn
653,schmutzig::A,ливезев,óhreinn
654,schmutzig::A,ливезев,sóðalegur
655,roh::A,верек,hrár
656,reif::A,кенерезь,þroskaður
657,lecker::A,тантей,ljúffengur
658,süß::A,ламбамо,sætur
659,bitter::A,сэпей,beiskur
660,sauer::A,чапамо,súr
661,hell::A,валдо,bjartur
662,dunkel::A,чопода,dimmur
663,schwarz::A,раужо,svartur
664,weiß::A,ашо,hvítur
665,rot::A,якстере,rauður
666,gelb::A,ожо,gulur
667,blau::A,сэнь,blár
668,grün::A,пиже,grænn
669,grau::A,шержев,grár
670,bunt::A,сёрмав,marglitur
671,billig::A,аволь питней,ódýr
672,teuer::A,питней,dýr
673,wertvoll::A,питней,verðmætur
674,blind::A,сокор,blindur
675,taub::A,амариця,heyrnarlaus
676,kräftig::A,пек виев,öflugur
677,stark::A,виев,sterkur
678,schwach::A,лавшо,veill
679,fett::A,куя,feitur
680,schlank::A,виде ронга,grannur
681,schlank::A,виде ронга,spengilegur
682,hübsch::A,мазый,snotur
683,hübsch::A,мазый,laglegur
684,böse::A,кежей,illur
685,böse::A,кежей,vondur
686,dumm::A,чавола,heimskur
687,dumm::A,превтеме,heimskur
688,faul::A,нузякс,latur
689,fleißig::A,мелень путыця,iðinn
690,geizig::A,скупой,nískur
691,klug::A,превей,hygginn
692,geschickt::A,маштозь теезь,fimur
693,geschickt::A,маштозь теезь,laginn
694,lieb::A,вадря,kær
695,lieb::A,вадря,ljúfur
696,lustig::A,весёла,kátur
697,sanft::A,сэтьме,blíður
698,hungrig::A,вачо,soltinn
699,hungrig::A,вачо,hungraður
700,krank::A,сэредиця,sjúkur
701,nackt::A,штапо,nakinn
702,traurig::A,нусманя,dapur
703,traurig::A,нусманя,hryggur
704,lebendig::A,эриця,lifandi
705,gut::A,паро,góður
706,schlecht::A,берянь,slæmur
707,schlecht::A,берянь,lélegur
708,richtig::A,виде,réttur
709,schlimm::A,берянь,slæmur
710,wahr::A,алкуксонь,sannur
711,alt::A,ташто,gamall
712,neu::A,од,nýr
713,ehemalig::A,икелень,fyrrverandi
714,alt[Lebewesen]::A,сыре,gamall
715,jung::A,од,ungur
716,arm::A,кажов,vesall
717,arm::A,кажов,fátækur
718,reich::A,сюпав,ríkur
719,reich::A,сюпав,auðugur
720,bekannt::A,содавикс,kunnugur
721,berühmt::A,содавикс,frægur
722,fremd::A,лия,framandi
723,fremd::A,лия,ókunnugur
724,fremd::A,асодавикс,framandi
725,fremd::A,асодавикс,ókunnugur
726,verschieden::A,эрьва,ýmis
727,nah::A,а васолонь,nálægur
728,fern::A,умонь,fjarri
729,fern::A,умонь,fjarlægur
730,fern::A,кезэрень,fjarri
731,fern::A,кезэрень,fjarlægur
732,linker::A,керш,vinstri
733,rechter::A,вить,hægri
734,anderer::A,лия,annar
735,erster::A,васень,fyrsti
736,erster::A,васенце,fyrsti
737,zweiter::A,омбоце,annar
738,dritter::A,колмоце,þriðji
739,letzter::A,меельце,síðasti
740,allein::ADV,башка,einn
741,allein::ADV,башка,aleinn
742,allein::ADV,ськамонзо,einn
743,allein::ADV,ськамонзо,aleinn
744,auf einmal::ADV,вейсэ,allt í einu
745,zusammen::ADV,вейс,saman
746,zusammen::ADV,вейсэ,saman
747,lange::ADV,кувать,lengi
748,plötzlich::ADV,апак учо,skyndilega
749,sofort::ADV,курок,strax
750,sofort::ADV,курок,þegar í stað
751,sofort::ADV,нейке,strax
752,sofort::ADV,нейке,þegar í stað
753,später::ADV,мейле,seinna
754,jetzt::ADV,ней,nú
755,jetzt::ADV,ней,núna
756,heute::ADV,течи,í dag
757,morgen::ADV,ванды,á morgun
758,bald::ADV,курок,brátt
759,bald::ADV,курок,bráðum
760,dann::ADV,мейле,svo
761,dann::ADV,мейле,síðan
762,dann::ADV,седе мейле,svo
763,dann::ADV,седе мейле,síðan
764,gestern::ADV,исяк,í gær
765,einst::ADV,весть,forðum
766,einst::ADV,зярдо-бути,forðum
767,damals::ADV,сестэ,þá
768,damals::ADV,сестэ,á þeim tímum
769,danach::ADV,мейле,á eftir því
770,danach::ADV,седе мейле,á eftir því
771,vorher::ADV,васняяк,áður
772,zuerst::ADV,васня,fyrst
773,einmal::ADV,весть,einu sinni
774,manchmal::ADV,лиясто,stundum
775,oft::ADV,сеетьстэ,oft
776,immer::ADV,свал,alltaf
777,immer::ADV,свал,sífellt
778,niemals::ADV,а зярдояк,aldrei
779,hier::ADV,тесэ,hér
780,hierhin::ADV,тей,hingað
781,von hier::ADV,тестэ,héðan
782,dort::ADV,тосо,þar
783,dort::ADV,тосо,þarna
784,dorthin::ADV,тов,þangað
785,geradeaus::ADV,витьстэ,beint áfram
786,vorwärts::ADV,икелев,áfram
787,rückwärts::ADV,мекев,aftur á bak
788,zurück::ADV,мекев,aftur
789,zurück::ADV,мекев,til baka
790,unten::ADV,ало,niðri
791,unten::ADV,ало,fyrir neðan
792,hinab::ADV,алов,niður
793,hinab::ADV,алов,niður eftir
794,oben::ADV,вере,uppi
795,hinauf::ADV,верев,upp
796,hinauf::ADV,верев,upp eftir
797,überall::ADV,эрьва косо,alls staðar
798,nicht::ADV,а,ekki
799,ein wenig::ADV,аламошка,dálítið
800,kaum::ADV,ансяк,varla
801,kaum::ADV,ансяк,tæplega
802,sehr::ADV,пек,mjög
803,sehr::ADV,вельть,mjög
804,so::ADV,истя,svo
805,so::ADV,истя,þannig
806,noch::ADV,таго,enn
807,noch::ADV,таго,ennþá
808,nur::ADV,ансяк,bara
809,nur::ADV,ансяк,aðeins
810,schon::ADV,уш,nú þegar
811,wieder::ADV,таго,aftur
