,Concept_ID,hr,mrj
137,Bucht::N,zaliv,вӹдъял
138,Insel::N,ada,острок
139,Insel::N,otok,острок
140,Blume::N,cvijet,пеледӹш
141,Gras::N,trava,шуды
142,Wurzel::N,korijen,важ
143,Baum::N,drvo,пушӓнгӹ
144,Baum::N,stablo,пушӓнгӹ
145,Stamm::N,deblo,пушӓнгӹ тӹнг
146,Stamm::N,stablo,пушӓнгӹ тӹнг
147,Rinde::N,kora,каргыж
148,Ast::N,grana,укш
149,Zweig::N,grana,укш
150,Blatt::N,list,листӹ
151,Birke::N,breza,куги
152,Kiefer[Baum]::N,bor,йӓктӹ
153,Weide[Baum]::N,iva,уа
154,Weide[Baum]::N,vŕba,уа
155,Tanne::N,jela,кож
156,Horn::N,rog,шур
157,Feder::N,pero,пын
158,Fell::N,koža,кавашты
159,Flügel::N,krilo,шылдыр
160,Klaue::N,papak,кӹч
161,Kralle::N,pandža,лапа
162,Schwanz::N,rep,пач
163,Ei::N,jaje,мыны
164,Nest::N,gnijezdo,пӹжӓш
165,Bau::N,jazbina,ыраж
166,Tier::N,životinja,во́льык
167,Herde::N,krdo,кӹтö
168,Herde::N,stado,кӹтö
169,Kuh::N,krava,ышкал
170,Bulle::N,bik,ӱшкӱж
171,Pferd::N,konj,имни
172,Schaf::N,ovca,шарык
173,Schwein::N,svinja,сасна
174,Hund::N,pas,пи
175,Hund::N,pseto,пи
176,Katze::N,mačka,коти
177,Bär::N,medvjed,мöскӓ
178,Eichhörnchen::N,vjeverica,ур
179,Elch::N,los,шарды
180,Fuchs::N,lisica,рӹвӹж
181,Hase::N,zec,морен
182,Maus::N,miš,каля
183,Wolf::N,vuk,пирӹ
184,Wolf::N,kurjak,пирӹ
185,Vogel::N,ptica,кек
186,Schwarm::N,roj,цуца
187,Schwarm::N,jato,цуца
188,Huhn::N,kokoš,цӹвӹ
189,Hahn::N,kokot,ӓптӓн
190,Hahn::N,pijevac,ӓптӓн
191,Gans::N,guska,комбы
192,Adler::N,orao,кучкыж
193,Ente::N,patka,лыды
194,Eule::N,sova,тымана
195,Kranich::N,ždral,тырня
196,Kranich::N,ždral,тыртня
197,Krähe::N,vrana,лудыгарак
198,Kuckuck::N,kukavica,куку
199,Schwan::N,labud,йӱксӹ
200,Fisch::N,riba,кол
201,Barsch::N,grgeč,алангы
202,Hecht::N,štuka,нуж
203,Hecht::N,štuka,нужгол
204,Schlange[Tier]::N,guja,кӹшкы
205,Schlange[Tier]::N,zmija,кӹшкы
206,Wurm::N,crv,шукш
207,Spinne::N,pauk,ӓнгӹремшӹ
208,Ameise::N,mrav,кыткы
209,Laus::N,uš,ти
210,Mücke::N,komarac,кужнер
211,Mücke::N,komarac,кужынер
212,Fliege::N,muha,шӹнгӓ
213,Schmetterling::N,leptir,лӹпӹ
214,Beere::N,boba,мöр
215,Beere::N,bobica,мöр
216,Apfel::N,jabuka,олма
217,Pilz::N,pečurka,понгы
218,Zwiebel::N,luk,охыра
219,Zwiebel::N,kapula,охыра
220,Saat::N,sjemenje,нӱшмӹ
221,Saat::N,sjemenje,нӱшмӱ
222,Korn::N,zrno,пӹрцӹ
223,Heu::N,sijeno,шуды
224,Schale::N,kora,аваха
225,Schale::N,kora,карлангы
226,Schale::N,ljuska,аваха
227,Schale::N,ljuska,карлангы
228,Grube::N,jama,йӓм
229,Falle::N,zamka,лӱдӹ
230,Falle::N,zamka,лӱдӹш
231,Falle::N,klopka,лӱдӹ
232,Falle::N,klopka,лӱдӹш
233,Schlinge::N,uzao,онгы
234,Schlinge::N,petlja,онгы
235,Spur::N,trag,кишӓ
236,Spur::N,slijed,кишӓ
237,Asche::N,pepeo,ломых
238,Asche::N,pepeo,ломпыж
239,Dreck::N,blato,лявӹрӓ
240,Eisen::N,željezo,кӹртни
241,Gold::N,zlato,шöртни
242,Gold::N,zlato,шöртньӹ
243,Silber::N,srebro,ши
244,Kohle::N,ugalj,шӱ
245,Kohle::N,ugljen,шӱ
246,Glas::N,staklo,охоница
247,Lehm::N,glina,шун
248,Lehm::N,ilovača,шун
249,Sand::N,pijesak,ошма
250,Mensch::N,čovjek,эдем
251,Mann::N,muškarac,пӱэргӹ
252,Frau::N,žena,ӹдӹрӓмӓш
253,Kind::N,čedo,ӓзӓ
254,Kind::N,čedo,шачшы
255,Kind::N,dijete,ӓзӓ
256,Kind::N,dijete,шачшы
257,Junge::N,momče,рвезӹ
258,Junge::N,momče,ӹрвезӹ
259,Junge::N,dječak,рвезӹ
260,Junge::N,dječak,ӹрвезӹ
261,Mädchen::N,djevojka,ӹдӹрӓш
262,Mädchen::N,djevojčica,ӹдӹрӓш
263,Familie::N,obitelj,йиш
264,Familie::N,obitelj,семня
265,Familie::N,porodica,йиш
266,Familie::N,porodica,семня
267,Großvater::N,djed,тьоти
268,Großmutter::N,baka,папа
269,Eltern::N,roditelji,ӓтя-ӓвӓ
270,Vater::N,otac,ӓтя
271,Mutter::N,majka,ӓвӓ
272,Sohn::N,sin,эргӹ
273,Tochter::N,kći,ӹдӹр
274,Tochter::N,kćerka,ӹдӹр
275,Bruder::N,brat,ӹза
276,Schwester::N,sestra,ӓкӓ
277,Onkel::N,čika,кугуза
278,Onkel::N,ujak,кугуза
279,Tante::N,ujna,куака
280,Tante::N,tetka,куака
281,Ehemann::N,muž,мары
282,Ehemann::N,suprug,мары
283,Ehefrau::N,žena,вӓтӹ
284,Ehefrau::N,supruga,вӓтӹ
285,Freude::N,radost,ӹвӹртӹмӓш
286,Gelächter::N,grohot,ваштылмаш
287,Glück::N,sreća,пиӓл
288,Kummer::N,jad,ясы
289,Kummer::N,briga,ясы
290,Wunsch::N,želja,охата
291,Wunsch::N,želja,шанымаш
292,Lust::N,volja,шӓр
293,Lust::N,volja,охата
294,Lust::N,volja,шанымаш
295,Geist::N,duh,тух
296,Gedanke::N,misao,шанымаш
297,Gedächtnis::N,pamćenje,ӓш
298,Verstand::N,um,ыш
299,Verstand::N,razum,ыш
300,Sinn::N,smisao,кын
301,Sinn::N,značenje,кын
302,Grund::N,razlog,вир
303,Wahrheit::N,istina,тöр
304,Gespräch::N,razgovor,хытырымаш
305,Märchen::N,bajka,ямак
306,Erzählung::N,priča,шайыштмаш
307,Erzählung::N,pripovijest,шайыштмаш
308,Nachricht::N,vijest,увертӓрӹмӓш
309,Neuigkeit::N,novost,увер
310,Name::N,ime,лӹм
311,Rätsel::N,zagonetka,тышты
312,Rede::N,govor,шая
313,Rede::N,govor,шамак
314,Rede::N,besjeda,шая
315,Rede::N,besjeda,шамак
316,Sprache::N,jezik,йӹлмӹ
317,Stimme::N,glas,юк
318,Wort::N,riječ,шамак
319,Zeichen::N,znak,палӹ
320,Ruf::N,povik,сӹгӹрӹмӓш
321,Ruf::N,poklik,сӹгӹрӹмӓш
322,Lärm::N,buka,юкланымащ
323,Lärm::N,galama,юкланымащ
324,Laut::N,zvuk,юк
325,Ton::N,ton,юк
326,Lied::N,pjesma,мыры
327,Ruhe::N,tišina,тыр
328,Ruhe::N,počinak,тыр
329,Leute::N,ljudi,эдемвлӓ
330,Volk::N,puk,халык
331,Volk::N,narod,халык
332,Arbeit::N,rad,пӓшӓ
333,Arbeit::N,posao,пӓшӓ
334,Gast::N,gost,хына
335,Geschenk::N,dar,подарка
336,Geschenk::N,poklon,подарка
337,Spiel::N,igra,мадыш
338,Gesellschaft::N,društvo,йӓл
339,Gesellschaft::N,društvo,йӓлвлӓ
340,Gesellschaft::N,kompanija,йӓл
341,Gesellschaft::N,kompanija,йӓлвлӓ
342,Hilfe::N,pomoć,палшык
343,Freund::N,prijatelj,тӓнг
344,Kamerad::N,drug,тос
345,Kamerad::N,drugar,тос
346,Angelegenheit::N,posao,дела
347,Angelegenheit::N,posao,йела
348,Angelegenheit::N,posao,йыла
349,Angelegenheit::N,posao,пӓшӓ
350,Anzahl::N,broj,шот
351,Anzahl::N,brojnost,шот
352,Art::N,vid,цӹре
353,Art::N,vrst,цӹре
354,Stück::N,komad,лаштык
355,Teil::N,dio,пай
356,Teil::N,dio,часть
357,Hälfte::N,polovina,пел
358,Kreis::N,krug,тӹртӹш
359,Kreuz::N,križ,крестӹ
360,Linie::N,crta,
361,Strich::N,crta,
362,Abstand::N,razmak,ло
363,Abstand::N,odstojanje,ло
364,Entfernung::N,udaljenost,ло
365,Gegend::N,kraj,вӓр
366,Gegend::N,predeo,вӓр
367,Platz::N,mjesto,вӓр
368,Ort::N,mjesto,вӓр
369,Seite::N,bok,öрдӹж
370,Seite::N,strana,öрдӹж
371,Mitte::N,sredina,ло
372,Gegenstand::N,predmet,хӓдӹр
373,Sache::N,posao,хӓдӹр
374,Rand::N,rub,шöр
375,Rand::N,kraj,шöр
376,Kante::N,brid,шöр
377,Kante::N,ivica,шöр
378,Ecke::N,ugao,лык
379,Spitze::N,vrh,вуй
380,Spitze::N,šiljak,вуй
381,Ende::N,konac,вуй
382,Ende::N,konac,мычаш
383,Loch::N,rupa,ыраж
384,Winkel::N,kut,лык
385,Winkel::N,ugao,лык
386,Muster::N,uzor,тӹрлец
387,Größe::N,veličina,кӱкшӹц
388,Länge::N,duljina,кыт
389,Höhe::N,visina,кӱкшӹц
390,Gewicht::N,težina,нелӹц
391,Menge::N,mnoštvo,шот
392,Menge::N,količina,шот
393,Haufen::N,hrpa,ара
394,Haufen::N,gomila,ара
395,Reihe::N,red,ряд
396,Boot::N,čun,пыш
397,Boot::N,čamac,пыш
398,Ruder::N,veslo,вешлӓ
399,Schlitten::N,saone,тир
400,Ski::N,ski,ечӹ
401,Ski::N,smučka,ечӹ
402,Lagerfeuer::N,logorska vatra,тыл
403,Last::N,tovar,нелӹц
404,Gang::N,hod,ход
405,Schritt::N,korak,ашкыл
406,Norden::N,sjever,йыдпелвел
407,Süden::N,jug,кечӹвӓлвел
408,Westen::N,zapad,кечӹ шӹцмӹ
409,Osten::N,istok,ирвел
410,Osten::N,istok,кечӹ лӱлтмӹ
411,Holz::N,drvo,пушӓнгӹ
412,Brett::N,daska,ханга
413,Platte::N,ploča,плитӓ
414,Stütze::N,potpora,цӓрӓк
415,Stange::N,motka,равы
416,Stange::N,motka,намаш
417,Stock::N,štap,панды
418,Stock::N,palica,панды
419,Stab::N,štap,равы
420,Stab::N,šipka,равы
421,Rohr::N,cijev,пыч
422,Haus::N,kuća,пöрт
423,Heim::N,dom,пöрт
424,Ofen::N,peć,камака
425,Fußboden::N,pod,седӹрӓ
426,Tisch::N,stol,стöл
427,Tisch::N,trpeza,стöл
428,Stuhl::N,stolac,пöкен
429,Stuhl::N,stolica,пöкен
430,Wiege::N,kolijevka,шипкӓ
431,Bett::N,krevet,койка
432,Bett::N,krevet,кравать
433,Bett::N,postelja,койка
434,Bett::N,postelja,кравать
435,Regal::N,polica,полицӓ
436,Kiste::N,sanduk,шӱ́ндӹк
437,Fenster::N,prozor,окня
438,Tür::N,vrata,амаса
439,Tor::N,vrata,хапка
440,Tor::N,kapija,хапка
441,Zaun::N,plot,забор
442,Zaun::N,ograda,забор
443,Dach::N,krov,левӓш
444,Leiter::N,ljestve,ташкалтыш
445,Leiter::N,ljestvice,ташкалтыш
446,Besen::N,metla,сало
447,Besen::N,metla,салко
448,Spaten::N,ašov,кольмы
449,Schaufel::N,lopata,лоток
450,Gabel::N,viljuška,ви́лка
451,Löffel::N,žlica,савала
452,Messer::N,nož,кӹзӹ
453,Nagel::N,čavao,пыда
454,Netz::N,mreža,вӓпш
455,Haken::N,kuka,крӱк
456,Haken::N,kuka,кагак
457,Griff::N,držak,кычем
458,Griff::N,ručica,кычем
459,Schloss::N,brava,замок
460,Schloss::N,brava,сыравач
461,Bild::N,slika,картин
462,Figur::N,figura,кӓн
463,Puppe::N,lutka,поханя
464,Beutel::N,kesa,мешӓк
465,Bündel::N,snop,топ
466,Bündel::N,snop,пидӹш
467,Bündel::N,snop,кӹлдӹш
468,Bündel::N,svežanj,топ
469,Bündel::N,svežanj,пидӹш
470,Bündel::N,svežanj,кӹлдӹш
471,Tasche::N,torba,сумкы
472,Tasche::N,taška,сумкы
473,Eimer::N,kabao,ведӹрӓ
474,Deckel::N,poklopac,комдыш
475,Geschirr::N,suđe,ӓтӹ
476,Geschirr::N,posuđe,ӓтӹ
477,Sack::N,džak,мешӓк
478,Sack::N,vreća,мешӓк
479,Tasse::N,šalica,цӓшкӓ
480,Topf::N,lonac,ми́ска
481,Kessel::N,kazan,пад
482,Essen::N,obrok,качкыш
483,Essen::N,obrok,качкыш-йӱш
484,Nahrung::N,hrana,качкыш
485,Nahrung::N,hrana,качкыш-йӱш
486,Speise::N,jelo,няня
487,Fleisch::N,meso,пай
488,Getreide::N,žito,киндӹ
489,Getreide::N,žitarice,киндӹ
490,Brei::N,kaša,шӹрӓш
491,Brot::N,kruh,сыкыр
492,Scheibe::N,kriška,ламыт
493,Scheibe::N,kriška,лаштык
494,Fett::N,mast,кая
495,Fett::N,salo,кая
496,Butter::N,buter,ӱ
497,Butter::N,maslac,ӱ
498,Öl::N,ulje,ӱ
499,Salz::N,sol,санзал
500,Suppe::N,supa,лем
501,Honig::N,med,мӱ
502,Milch::N,mlijeko,шӹшер
503,Tee::N,čaj,чӓй
504,Leder::N,koža,шарга
505,Leder::N,koža,кавашты
506,Wolle::N,vuna,миж
507,Stoff::N,štof,матер
508,Stoff::N,štof,матери
509,Stoff::N,tkanina,матер
510,Stoff::N,tkanina,матери
511,Nadel::N,igla,им
512,Faden::N,nit,шӹртӹ
513,Faden::N,konac,шӹртӹ
514,Knopf::N,dugme,полдыш
515,Knoten::N,čvor,пӱкшем
516,Knoten::N,uzao,пӱкшем
517,Farbe::N,farba,чиӓ
518,Farbe::N,farba,крӓскӓ
519,Kleidung::N,odjeća,выргем
520,Hemd::N,košulja,тыгыр
521,Kragen::N,ovratnik,шӱ
522,Ärmel::N,rukav,шокш
523,Hose::N,hlače,ялаш
524,Gürtel::N,pas,ӹштӹ
525,Gürtel::N,pojas,ӹштӹ
526,Mütze::N,kapa,упш
527,Schuh::N,cipela,ту́фльы
528,Stiefel::N,čizma,кем
529,Ring::N,prsten,шӓргӓш
530,Band::N,vrpca,лемтӓ
531,Kamm::N,češalj,шерге
532,Spiegel::N,zrcalo,тӹгӹр
533,Spiegel::N,ogledalo,тӹгӹр
534,Riemen::N,kaiš,прӓжӓ
535,Riemen::N,remen,прӓжӓ
536,Schnur::N,vrpca,кӓндӹра
537,Leine::N,uzica,керем
538,Decke::N,ćebe,одеял
539,Decke::N,pokrivač,одеял
540,Kissen::N,jastuk,кӹпцӹк
541,Tuch::N,rubac,савыц
542,Tuch::N,marama,савыц
543,Handtuch::N,ručnik,шӹргӹсавыц
544,Handtuch::N,ručnik,шӹргӹмсавыц
545,Kraft::N,snaga,ви
546,Stärke::N,jakost,ви
547,Gesundheit::N,zdravlje,шу
548,Gesundheit::N,zdravlje,шулык
549,Krankheit::N,bolest,мыж
550,Schmerz::N,bol,карштыш
551,Wunde::N,rana,шушыр
552,Fieber::N,groznica,ӱштӹмыж
553,Arznei::N,lijek,лекӓрцӹ
554,Brücke::N,most,кӹвер
555,Brücke::N,ćuprija,кӹвер
556,Brunnen::N,bunar,вӹдсӹнзӓ
557,Brunnen::N,zdenac,вӹдсӹнзӓ
558,Weide::N,paša,ныр
559,Weide::N,pašnjak,ныр
560,Pfad::N,staza,ялгорны
561,Weg::N,put,корны
562,Straße::N,drum,корны
563,Straße::N,cesta,корны
564,Dorf::N,selo,сола
565,Stadt::N,grad,города
566,Stadt::N,varoš,города
567,Brief::N,list,сирмӓш
568,Brief::N,pismo,сирмӓш
569,Buch::N,knjiga,книгӓ
570,Buchstabe::N,slovo,буква́
571,Zeitung::N,novine,газет
572,Zeitung::N,novine,кайзет
573,Leben::N,život,житя
574,Tod::N,smrt,смöрт
575,Grab::N,raka,шӹгер
576,Grab::N,raka,мыгилӓ
577,Grab::N,raka,шӹгерлӓ
578,Kirche::N,crkva,церкӹ
579,Sünde::N,grijeh,сулык
580,Gott::N,bog,йымы
581,Arbeiter::N,radnik,пӓшӓзӹ
582,Chef::N,šef,вуй
583,Meister::N,majstor,мастар
584,Arzt::N,liječnik,доктор
585,Lehrer::N,učitelj,тымдышы
586,Geld::N,novac,окса
587,Geschäft::N,posao,торге́йӹмӓш
588,Geschäft::N,trgovina,торге́йӹмӓш
589,Laden::N,dućan,лапка
590,Laden::N,dućan,магазин
591,Preis::N,cijena,ӓк
592,Ware::N,roba,товар
593,Nutzen::N,korist,пайда
594,Reichtum::N,bogatstvo,перке
595,Welt::N,svijet,сӓндӓлӹк
596,Welt::N,svijet,свет
597,Land::N,zemlja,сӓндӓлӹк
598,Staat::N,država,кугижӓншӹ
599,König::N,kralj,король
600,Macht::N,moć,власть
601,Macht::N,vlast,власть
602,Grenze::N,granica,пӹсмӓн
603,Krieg::N,rat,вырсы
604,Feind::N,neprijatelj,тышман
605,Gewalt::N,sila,ви
606,Gewalt::N,nasilje,ви
607,Kampf::N,boj,кредӓлмӓш
608,Kampf::N,borba,кредӓлмӓш
609,Bogen[Waffe]::N,luk,янгеж
610,Pfeil::N,strijela,пикш
611,Gewehr::N,puška,пичӓл
612,Fehler::N,pogreška,самынь
613,Fehler::N,griješka,самынь
614,Lüge::N,laž,шая
615,Schaden::N,šteta,вре́дӓ
616,Unglück::N,nesreća,пёда
617,Unglück::N,nesreća,тымаша
618,Schuld::N,krivnja,вуйнамат
619,Alter::N,dob,иӓш
620,Alter::N,dob,игечӹ
621,Schluss::N,kraj,пӹтӓртӹш
622,Schluss::N,konac,пӹтӓртӹш
623,Zeit::N,doba,веремӓ
624,Zeit::N,vrijeme,веремӓ
625,Tag::N,dan,кечӹ
626,Morgen::N,jutro,ир
627,Morgen::N,jutro,ирок
628,Mittag::N,podne,кечӹвӓл
629,Abend::N,veče,вады
630,Abend::N,večer,вады
631,Nacht::N,noć,йыд
632,Woche::N,sedmica,ӓрня
633,Monat::N,mjesec,тӹ́лзӹ
634,Jahr::N,godina,год
635,Frühling::N,proljeće,шошым
636,Sommer::N,ljeto,кӓнгӹж
637,Herbst::N,jesen,шӹжӹ
638,Winter::N,zima,тел
639,Winter::N,zima,телӹ
640,Januar::N,januar,январ
641,Januar::N,januar,январь
642,Januar::N,siječanj,январ
643,Januar::N,siječanj,январь
644,Februar::N,veljača,февраль
645,Februar::N,februar,февраль
646,März::N,mart,март
647,März::N,ožujak,март
648,April::N,april,апрель
649,April::N,travanj,апрель
650,Mai::N,maj,май
651,Mai::N,svibanj,май
652,Juni::N,juni,июнь
653,Juni::N,lipanj,июнь
654,Juli::N,juli,июль
655,Juli::N,srpanj,июль
656,August::N,august,август
657,August::N,kolovoz,август
658,September::N,rujan,сентябрь
659,September::N,septembar,сентябрь
660,Oktober::N,oktobar,октябрь
661,Oktober::N,listopad,октябрь
662,November::N,studeni,ноябрь
663,November::N,novembar,ноябрь
664,Dezember::N,prosinac,декавыр
665,Montag::N,ponedjeljak,шачмы
666,Montag::N,ponedjeljnik,шачмы
667,Dienstag::N,utorak,кышкыжмы
668,Dienstag::N,utornik,кышкыжмы
669,Mittwoch::N,srijeda,вӹрчегӹ
670,Donnerstag::N,četvrtak,изӓрня
671,Freitag::N,petak,когарня
672,Samstag::N,subota,кукшыгечӹ
673,Sonntag::N,nedjelja,рушӓрня
674,groß::A,velik,кого
675,klein::A,mali,изи
676,klein::A,malen,изи
677,lang::A,dug,кужы
678,lang::A,dugačak,кужы
679,kurz::A,kratak,кӹтӹк
680,breit::A,širok,кымда
681,schmal::A,uski,ӓнгӹсӹр
682,schmal::A,uzak,ӓнгӹсӹр
683,dicht::A,gust,шӹре
684,dick[Gegenstand]::A,debeo,кӹжгӹ
685,dünn::A,tanak,вӹцкӹж
686,fein::A,fin,пыльга
687,fein::A,tanak,пыльга
688,fest::A,čvrst,цаткыды
689,flach::A,ravan,тӓлякӓ
690,flach::A,plosnat,тӓлякӓ
691,glatt::A,gladak,ягылгы
692,hart::A,tvrd,пингӹдӹ
693,weich::A,mek,пышкыды
694,weich::A,mekan,пышкыды
695,rund::A,okrugao,тӹртӹш
696,spitz::A,oštar,кашар
697,spitz::A,šiljast,кашар
698,scharf::A,oštar,кашар
699,scharf::A,bridak,кашар
700,stumpf::A,tup,нӹшкӹ
701,schwer::A,težak,нелӹ
702,schön::A,krasan,цевер
703,schön::A,krasan,олмыдшы
704,heiß::A,vruć,шокшы
705,warm::A,topao,шокшы
706,kalt::A,hladan,ӱштӹ
707,kühl::A,hladan,юалгы
708,kühl::A,hladan,йонгата
709,frisch::A,svjež,йонгата
710,feucht::A,vlažan,ӹлӹкшӹ
711,feucht::A,vlažan,вӹдӹжгӹ
712,nass::A,mokar,начкы
713,trocken::A,suh,кукшы
714,voll::A,pun,темшӹ
715,voll::A,pun,темыман
716,leer::A,prazan,йӓрӓ
717,offen::A,otvoren,виш
718,geschlossen::A,zatvoren,чӱчмӹ
719,geschlossen::A,zatvoren,тӹкӹлӓлтшӹ
720,sauber::A,čist,ире
721,schmutzig::A,nečist,шоран
722,schmutzig::A,nečist,лявӹрӓн
723,schmutzig::A,nečist,шорангшы
724,schmutzig::A,blatan,шоран
725,schmutzig::A,blatan,лявӹрӓн
726,schmutzig::A,blatan,шорангшы
727,roh::A,sirov,пеле кӱшӹ
728,reif::A,zreo,кӱшӹ
729,lecker::A,tečan,тотан
730,lecker::A,ukusan,тотан
731,süß::A,sladak,мӱӓн
732,bitter::A,gorak,качы
733,sauer::A,kiseo,шапы
734,hell::A,vedar,соты
735,hell::A,vedar,валгыды
736,hell::A,svijetao,соты
737,hell::A,svijetao,валгыды
738,dunkel::A,taman,пӹц
739,dunkel::A,taman,пӹцкемӹш
740,schwarz::A,crn,шим
741,weiß::A,bio,ош
742,weiß::A,bio,ошы
743,weiß::A,bijel,ош
744,weiß::A,bijel,ошы
745,rot::A,crven,якшаргы
746,gelb::A,žut,сар
747,gelb::A,žut,сары
748,blau::A,plav,симсӹ
749,blau::A,modar,симсӹ
750,grün::A,zelen,ыжар
751,grau::A,siv,луды
752,bunt::A,šaren,ала
753,billig::A,jeftin,шулдаш
754,teuer::A,skup,шергӹ
755,teuer::A,skup,шергӓкӓн
756,wertvoll::A,vrijedan,ӓкӓн
757,wertvoll::A,dragocjen,ӓкӓн
758,blind::A,slijep,слöпöй
759,blind::A,slijep,сльöпöй
760,taub::A,gluh,тӱтӱк
761,kräftig::A,snažan,виӓн
762,stark::A,jak,виӓн
763,stark::A,snažan,виӓн
764,schwach::A,slab,шава
765,schwach::A,slab,лӹпкӓ
766,schwach::A,slab,слабка
767,fett::A,pretio,таза
768,schlank::A,vitak,яштака
769,hübsch::A,zgodan,сӹлнӹ
770,hübsch::A,zgodan,олмыдшы
