,Concept_ID,udm,bg
65,Geschmack::N,шӧм,вкус
66,Geruch::N,зын,миризма
67,Schlaf::N,вӧт,сън
68,Traum::N,уйвӧт,сън
69,Himmel::N,ин,небе
70,Sonne::N,шунды,слънце
71,Mond::N,толэзь,луна
72,Mond::N,толэзь,месец
73,Stern::N,кизили,звезда
74,Luft::N,омыр,въздух
75,Wind::N,тӧл,вятър
76,Welle::N,тулкым,вълна
77,Wasser::N,ву,вода
78,Stein::N,из,камък
79,Boden::N,музъем,земя
80,Boden::N,музъем,почва
81,Erde::N,му,земя
82,Erde::N,му,почва
83,Staub::N,пыль,прах
84,Rauch::N,ӵын,дим
85,Rauch::N,ӵын,пушек
86,Funke::N,гизьы,искра
87,Feuer::N,тыл,огън
88,Licht::N,тыл,светлина
89,Schatten::N,вужер,сянка
90,Wetter::N,куазь,време
91,Nebel::N,бус,мъгла
92,Wolke::N,пилем,облак
93,Regen::N,зор,дъжд
94,Schnee::N,лымы,сняг
95,Eis::N,йӧ,лед
96,Frost::N,кезьыт,мраз
97,Kälte::N,кезьыт,студ
98,Hitze::N,пӧсь,жега
99,Hitze::N,пӧсь,горещина
100,Raureif::N,гӧр,скреж
101,Raureif::N,гӧр,слана
102,Regenbogen::N,вуюись,дъга
103,Donner::N,гудыри,гръм
104,Strömung::N,бызён,течение
105,Tropfen::N,шапык,капка
106,Schaum::N,шукы,пяна
107,Schmutz::N,нӧд,кал
108,Schmutz::N,нӧд,мръсотия
109,Schmutz::N,дэри,кал
110,Schmutz::N,дэри,мръсотия
111,See::N,ты,езеро
112,Sumpf::N,нюр,блато
113,Moor::N,нюр,мочурище
114,Wiese::N,возь,ливада
115,Wiese::N,возьвыл,ливада
116,Wald::N,сик,гора
117,Wald::N,нюлэс,гора
118,Hügel::N,выр,рид
119,Hügel::N,выр,хълм
120,Hügel::N,вырйыл,рид
121,Hügel::N,вырйыл,хълм
122,Anhöhe::N,выр,могила
123,Anhöhe::N,выр,възвишение
124,Anhöhe::N,вырйыл,могила
125,Anhöhe::N,вырйыл,възвишение
126,Berg::N,гурезь,планина
127,Gipfel::N,йыл,връх
128,Höhle::N,гу,пещера
129,Abhang::N,бам,склон
130,Abhang::N,бам,стръмнина
131,Quelle::N,ошмес,извор
132,Bach::N,пичи шур,поток
133,Fluss::N,шур,река
134,Ufer::N,ярдур,бряг
135,Küste::N,вудур,бряг
136,Küste::N,вудур,крайбрежие
137,Festland::N,мувыр,суша
138,Meer::N,зарезь,море
139,Bucht::N,вукож,залив
140,Insel::N,вумуӵ,остров
141,Insel::N,шормуӵ,остров
142,Blume::N,сяська,цвете
143,Gras::N,турын,трева
144,Wurzel::N,выжы,корен
145,Baum::N,пу,дърво
146,Stamm::N,модос,стъбло
147,Rinde::N,сул,кора
148,Ast::N,ул,клон
149,Zweig::N,вай,клон
150,Blatt::N,куар,лист
151,Birke::N,кызьпу,бреза
152,Kiefer[Baum]::N,пужым,бор
153,Weide[Baum]::N,бадьпу,върба
154,Tanne::N,кыз,ела
155,Horn::N,сюр,рог
156,Feder::N,тылы,перо
157,Fell::N,ку,кожа
158,Flügel::N,бурд,крило
159,Klaue::N,гижы,нокът
160,Kralle::N,пыд,нокът
161,Schwanz::N,быж,опашка
162,Ei::N,пуз,яйце
163,Ei::N,кукей,яйце
164,Nest::N,кар,гнездо
165,Nest::N,пузкар,гнездо
166,Bau::N,кар,дупка
167,Bau::N,гу,дупка
168,Tier::N,пӧйшур,животно
169,Herde::N,уллё,стадо
170,Kuh::N,скал,крава
171,Bulle::N,ош,бик
172,Bulle::N,пороз,бик
173,Pferd::N,вал,кон
174,Schaf::N,ыж,овца
175,Schwein::N,парсь,свиня
176,Hund::N,пуны,куче
177,Katze::N,коӵыш,котка
178,Bär::N,гондыр,мечка
179,Eichhörnchen::N,коньы,катерица
180,Elch::N,койык,лос
181,Fuchs::N,ӟичы,лисица
182,Hase::N,кеч,заек
183,Maus::N,шыр,мишка
184,Wolf::N,кион,вълк
185,Vogel::N,тылобурдо,птица
186,Schwarm::N,уллё,рой
187,Schwarm::N,уллё,рояк
188,Huhn::N,курег,кокошка
189,Hahn::N,атас,петел
190,Gans::N,ӟазег,гъска
191,Adler::N,ӧрзи,орел
192,Ente::N,ӵӧж,патица
193,Eule::N,кучыран,сова
194,Kranich::N,тури,жерав
195,Krähe::N,куака,врана
196,Kuckuck::N,кикы,кукувица
197,Schwan::N,юсь,лебед
198,Fisch::N,чорыг,риба
199,Barsch::N,юш,костур
200,Hecht::N,чипей,щука
201,Schlange[Tier]::N,кый,змия
202,Wurm::N,нумыр,червей
203,Spinne::N,чонари,паяк
204,Ameise::N,кузьыли,мравка
205,Laus::N,тэй,въшка
206,Mücke::N,нымы,комар
207,Mücke::N,чибинь,комар
208,Fliege::N,кут,муха
209,Schmetterling::N,бубыли,пеперуда
210,Beere::N,узы-боры,плод
211,Apfel::N,яблок,ябълка
212,Pilz::N,губи,гъба
213,Zwiebel::N,сугон,лук
214,Zwiebel::N,сугон,кромид
215,Saat::N,кидыс,семе
216,Korn::N,тысь,зърно
217,Heu::N,турын,сено
218,Schale::N,кыд,кора
219,Grube::N,гу,яма
220,Grube::N,гу,дупка
221,Grube::N,гоп,яма
222,Grube::N,гоп,дупка
223,Falle::N,налик,примка
224,Schlinge::N,гиӟ,клуп
225,Schlinge::N,герд,клуп
226,Spur::N,пытьы,диря
227,Spur::N,пытьы,следа
228,Spur::N,бервыл,диря
229,Spur::N,бервыл,следа
230,Asche::N,пень,пепел
231,Dreck::N,дэри,кал
232,Eisen::N,корт,желязо
233,Gold::N,зарни,злато
234,Silber::N,азвесь,сребро
235,Kohle::N,эгыр,въглища
236,Glas::N,стекло,стъкло
237,Glas::N,пияла,стъкло
238,Lehm::N,сюй,глина
239,Sand::N,луо,пясък
240,Mensch::N,мурт,човек
241,Mensch::N,адями,човек
242,Mann::N,воргорон,мъж
243,Frau::N,кышномурт,жена
244,Kind::N,нуны,дете
245,Kind::N,пинал,дете
246,Junge::N,пи,момче
247,Mädchen::N,ныл,момиче
248,Familie::N,семья,фамилия
249,Familie::N,семья,семейство
250,Großvater::N,песятай,дядо
251,Großvater::N,пересь атай,дядо
252,Großmutter::N,песянай,баба
253,Großmutter::N,пересь анай,баба
254,Eltern::N,атай-анай,родители
255,Eltern::N,бубы-мумы,родители
256,Vater::N,айы,баща
257,Vater::N,атай,баща
258,Mutter::N,мумы,майка
259,Sohn::N,пи,син
260,Tochter::N,ныл,дъщеря
261,Bruder::N,агай,брат
262,Schwester::N,апа,сестра
263,Schwester::N,сузэр,сестра
264,Onkel::N,агай,чичо
265,Onkel::N,агай,вуйчо
266,Tante::N,апа,леля
267,Tante::N,кенак,леля
268,Ehemann::N,карт,съпруг
269,Ehefrau::N,кышно,съпруга
270,Freude::N,шумпотон,радост
271,Gelächter::N,горем,смях
272,Glück::N,шуд,щастие
273,Kummer::N,кайгу,тъга
274,Kummer::N,куректон,тъга
275,Wunsch::N,мылпотон,желание
276,Lust::N,потон,желание
277,Geist::N,лул,дух
278,Gedanke::N,малпан,мисъл
279,Gedächtnis::N,йырсазь,памет
280,Gedächtnis::N,тодэваён,памет
281,Verstand::N,йырвизь,ум
282,Verstand::N,йырвизь,разум
283,Sinn::N,смысл,смисъл
284,Grund::N,муг,причина
285,Grund::N,ньӧм,причина
286,Wahrheit::N,зэм,правда
287,Wahrheit::N,шонер,правда
288,Gespräch::N,вераськон,разговор
289,Märchen::N,выжыкыл,приказка
290,Erzählung::N,верос,разказ
291,Nachricht::N,ивор,вест
292,Nachricht::N,ивор,известие
293,Neuigkeit::N,выльивор,новина
294,Name::N,ним,име
295,Rätsel::N,мадькыл,гатанка
296,Rede::N,верам,реч
297,Rede::N,верам,слово
298,Sprache::N,кыл,език
299,Stimme::N,куара,глас
300,Wort::N,кыл,дума
301,Zeichen::N,пус,знак
302,Zeichen::N,тодмет,знак
303,Ruf::N,ӧтён,зов
304,Ruf::N,чортон,зов
305,Lärm::N,ӵашетон,шум
306,Lärm::N,ӵашетон,глъчка
307,Laut::N,куара,звук
308,Ton::N,куара,тон
309,Lied::N,кырӟан,песен
310,Ruhe::N,чалмыт улон,тишина
311,Ruhe::N,чалмыт улон,спокойствие
312,Leute::N,адямиос,хора
313,Volk::N,калык,народ
314,Arbeit::N,уж,труд
315,Arbeit::N,уж,работа
316,Gast::N,куно,гост
317,Geschenk::N,салам,дар
318,Geschenk::N,салам,подарък
319,Geschenk::N,кузьым,дар
320,Geschenk::N,кузьым,подарък
321,Spiel::N,шудон,игра
322,Gesellschaft::N,калык,общество
323,Hilfe::N,юрттон,помощ
324,Freund::N,эш,приятел
325,Freund::N,юлтош,приятел
326,Kamerad::N,тодмо,другар
327,Angelegenheit::N,уж,работа
328,Anzahl::N,лыд,брой
329,Anzahl::N,лыд,количество
330,Art::N,тус,вид
331,Stück::N,юдэс,къс
332,Stück::N,юдэс,парче
333,Teil::N,люкет,дял
334,Teil::N,люкет,част
335,Hälfte::N,ӝыны,половина
336,Kreis::N,котырес,кръг
337,Kreuz::N,крест,кръст
338,Linie::N,гож,черта
339,Strich::N,гож,щрих
340,Strich::N,гож,черта
341,Abstand::N,вис,дистанция
342,Abstand::N,вис,разстояние
343,Abstand::N,кусып,дистанция
344,Abstand::N,кусып,разстояние
345,Entfernung::N,кусып,разстояние
346,Gegend::N,инты,местност
347,Platz::N,инты,място
348,Ort::N,инты,място
349,Ort::N,места,място
350,Seite::N,пал,страна
351,Mitte::N,шор,среда
352,Gegenstand::N,арбери,предмет
353,Sache::N,котыр,вещ
354,Rand::N,дур,ръб
355,Rand::N,шаер,ръб
356,Kante::N,дур,ръб
357,Kante::N,дур,кант
358,Ecke::N,сэрег,ъгъл
359,Spitze::N,йыл,връх
360,Spitze::N,йыл,острие
361,Ende::N,пум,край
362,Loch::N,пась,дупка
363,Winkel::N,сэрег,кът
364,Winkel::N,сэрег,ъгъл
365,Muster::N,пужы,десен
366,Muster::N,пужы,образец
367,Größe::N,быдӟала,големина
368,Länge::N,кузьдала,дължина
369,Höhe::N,ӝуждала,висота
370,Höhe::N,ӝуждала,височина
371,Gewicht::N,сектала,тегло
372,Gewicht::N,сектала,тежест
373,Gewicht::N,секытлык,тегло
374,Gewicht::N,секытлык,тежест
375,Menge::N,лыд,количество
376,Menge::N,лыдпус,количество
377,Haufen::N,люк,куп
378,Haufen::N,люк,грамада
379,Reihe::N,чур,ред
380,Reihe::N,чур,редица
381,Boot::N,пыж,лодка
382,Boot::N,лодка,лодка
383,Ruder::N,полыс,весло
384,Ruder::N,полыс,гребло
385,Schlitten::N,додьы,шейна
386,Ski::N,куас,ски
387,Lagerfeuer::N,тылскем,огнище
388,Last::N,секыт,товар
389,Gang::N,ветлон,ход
390,Gang::N,ветлон,вървеж
391,Schritt::N,вамыш,стъпка
392,Norden::N,уйпал,север
393,Süden::N,лымшор,юг
394,Westen::N,шунды пуксён,запад
395,Osten::N,шунды ӝужан,изток
396,Holz::N,пу,дърво
397,Brett::N,пул,дъска
398,Platte::N,плита,
399,Stütze::N,пыкет,
400,Stange::N,пуӵ,прът
401,Stange::N,пуӵ,върлина
402,Stock::N,боды,прът
403,Stock::N,боды,тояга
404,Stab::N,пуӵ,прът
405,Stab::N,боды,прът
406,Rohr::N,труба,цев
407,Rohr::N,труба,тръба
408,Haus::N,юрт,къща
409,Heim::N,корка,дом
410,Ofen::N,гур,печка
411,Fußboden::N,выж,под
412,Tisch::N,ӝӧк,маса
413,Stuhl::N,пукон,стол
414,Wiege::N,кӧкы,люлка
415,Wiege::N,зыбка,люлка
416,Bett::N,валес,легло
417,Bett::N,валес,креват
418,Regal::N,ӝажы,рафт
419,Regal::N,ӝажы,етажерка
420,Kiste::N,ящик,кутия
421,Kiste::N,ящик,сандък
422,Fenster::N,укно,прозорец
423,Fenster::N,косяк,прозорец
424,Tür::N,ӧс,врата
425,Tor::N,ӟезьы,врата
426,Zaun::N,забор,ограда
427,Dach::N,липет,покрив
428,Leiter::N,падӟа,стълба
429,Besen::N,ӵужон,метла
430,Besen::N,исьнер,метла
431,Spaten::N,лопатка,лопата
432,Schaufel::N,ютырон,лопата
433,Gabel::N,тэчы,вилица
434,Gabel::N,вилка,вилица
435,Löffel::N,пуньы,лъжица
436,Messer::N,пурт,нож
437,Nagel::N,кортӵог,гвоздей
438,Netz::N,сеть,мрежа
439,Haken::N,курик,кука
440,Haken::N,курик,закачалка
441,Griff::N,ныд,ръчка
442,Griff::N,ныд,дръжка
443,Schloss::N,тунгон,брава
444,Schloss::N,тунгон,ключалка
445,Bild::N,суред,картина
446,Figur::N,фигура,фигура
447,Puppe::N,мунё,кукла
448,Beutel::N,пуйы,кесия
449,Bündel::N,керттэт,връзка
450,Tasche::N,пуйы,чанта
451,Tasche::N,сумка,чанта
452,Eimer::N,ведра,кофа
453,Deckel::N,ӵоксэт,капак
454,Deckel::N,ӵоксэт,похлупак
455,Geschirr::N,тусьты-пуньы,съдове
456,Sack::N,пуйы,чувал
457,Tasse::N,ӵаша,чаша
458,Topf::N,миска,гърне
459,Topf::N,миска,тенджера
460,Kessel::N,пурты,котел
461,Essen::N,сиськон,ядене
462,Nahrung::N,сион,храна
463,Speise::N,сиён,ястие
464,Fleisch::N,сӥль,месо
465,Getreide::N,ю тысь,зърнено храни
466,Brei::N,ӝук,каша
467,Brot::N,нянь,хляб
468,Scheibe::N,шорем,резен
469,Fett::N,кӧй,мазнина
470,Butter::N,вӧй,масло
471,Öl::N,вӧй,олио
472,Öl::N,вӧй,оливия
473,Salz::N,сылал,сол
474,Suppe::N,шыд,супа
475,Honig::N,чечы,мед
476,Milch::N,йӧл,мляко
477,Tee::N,чай,чай
478,Leder::N,сурон,кожа
479,Wolle::N,гон,вълна
480,Wolle::N,ыжгон,вълна
481,Stoff::N,куэм,плат
482,Stoff::N,куэм,материал
483,Nadel::N,вень,игла
484,Faden::N,сӥньыс,конец
485,Knopf::N,бирды,копче
486,Knoten::N,герд,възел
487,Farbe::N,буёл,боя
488,Kleidung::N,дӥсь,дрехи
489,Kleidung::N,дӥсь,облекло
490,Hemd::N,дэрем,риза
491,Kragen::N,сирес,яка
492,Ärmel::N,саес,ръкав
493,Hose::N,брюки,панталони
494,Hose::N,штань,панталони
495,Gürtel::N,кускерттон,пояс
496,Gürtel::N,кускерттон,колан
497,Mütze::N,ызьы,каскет
498,Mütze::N,ызьы,фуражка
499,Schuh::N,ботинка,обувка
500,Stiefel::N,сапег,ботуш
501,Ring::N,зундэс,пръстен
502,Band::N,лента,лента
503,Band::N,лента,връзка
504,Kamm::N,сын,гребен
505,Spiegel::N,синучкон,огледало
506,Riemen::N,е,каиш
507,Riemen::N,е,ремък
508,Schnur::N,гозы,връв
509,Leine::N,думет,връв
510,Leine::N,думет,въже
511,Decke::N,шобрет,покривка
512,Kissen::N,миндэр,възглавница
513,Tuch::N,кышет,сукно
514,Handtuch::N,ӵушкон,пешкир
515,Handtuch::N,ӵушкон,кърпа за лице
516,Kraft::N,кать,мощ
517,Kraft::N,кать,сила
518,Kraft::N,ӟигар,мощ
519,Kraft::N,ӟигар,сила
520,Stärke::N,юнлык,сила
521,Gesundheit::N,тазалык,здраве
522,Krankheit::N,висён,болест
523,Schmerz::N,висён,болка
524,Wunde::N,яра,рана
525,Fieber::N,кезег,треска
526,Fieber::N,кезег,температура
527,Arznei::N,эмъюм,лек
528,Arznei::N,эмъюм,лекарство
529,Brücke::N,выж,мост
530,Brunnen::N,колдэч,чешма
531,Brunnen::N,колдэч,кладенец
532,Weide::N,возь,паша
533,Weide::N,возь,пасище
534,Pfad::N,сюрес,пътека
535,Weg::N,сюрес,път
536,Straße::N,сюрес,шосе
537,Dorf::N,гурт,село
538,Stadt::N,кар,град
539,Stadt::N,город,град
540,Brief::N,гожтэт,писмо
541,Buch::N,книга,книга
542,Buchstabe::N,буква,буква
543,Zeitung::N,газет,вестник
544,Leben::N,улон,живот
545,Tod::N,кулон,смърт
546,Grab::N,шайгу,гроб
547,Kirche::N,черк,църква
548,Sünde::N,сьӧлык,грях
549,Gott::N,ӥнмар,бог
550,Arbeiter::N,рабочий,работник
551,Chef::N,начальник,шеф
552,Chef::N,начальник,началник
553,Meister::N,кибашлы,майстор
554,Arzt::N,врач,лекар
555,Lehrer::N,дышетӥсь,учител
556,Geld::N,уксё,пари
557,Geld::N,коньдон,пари
558,Geschäft::N,уж,сделка
559,Laden::N,магазин,дюкян
560,Laden::N,магазин,магазин
561,Preis::N,дун,цена
562,Ware::N,вуз,стока
563,Nutzen::N,пайда,полза
564,Nutzen::N,пайда,облага
565,Reichtum::N,узырлык,богатство
566,Welt::N,дунне,свят
567,Land::N,шаер,страна
568,Staat::N,кун,щат
569,Staat::N,кун,държава
570,König::N,эксэй,крал
571,Macht::N,власть,мощ
572,Macht::N,власть,власт
573,Grenze::N,кунгож,граница
574,Krieg::N,ож,война
575,Feind::N,тушмон,враг
576,Feind::N,тушмон,неприятел
577,Gewalt::N,эриктэман,сила
578,Gewalt::N,эриктэман,насилие
579,Kampf::N,нюръяськон,борба
580,Kampf::N,нюръяськон,сражение
581,Bogen[Waffe]::N,пукыӵ,лък
582,Pfeil::N,пукыӵ вень,стрела
583,Gewehr::N,пыӵал,пушка
584,Fehler::N,янгыш,грешка
585,Lüge::N,пӧян,лъжа
586,Lüge::N,алдан,лъжа
587,Lüge::N,ӧрекчан,лъжа
588,Schaden::N,изъян,повреда
589,Unglück::N,куректон,нещастие
590,Unglück::N,шудтэме усён,нещастие
591,Schuld::N,янгыш,вина
592,Alter::N,арлыд,възраст
593,Schluss::N,пум,край
594,Zeit::N,дыр,време
595,Tag::N,нунал,ден
596,Morgen::N,ӵукна,утро
597,Morgen::N,ӵукна,сутрин
598,Mittag::N,лымшор,обед
599,Mittag::N,лымшор,пладне
600,Abend::N,ӝыт,вечер
601,Abend::N,акшан,вечер
602,Nacht::N,уй,нощ
603,Woche::N,арня,седмица
604,Monat::N,толэзь,месец
605,Jahr::N,ар,година
606,Frühling::N,тулыс,пролет
607,Sommer::N,гужем,лято
608,Herbst::N,сӥзьыл,есен
609,Winter::N,тол,зима
610,Januar::N,выльартолэзь,януари
611,Februar::N,тулыспал,февруари
612,März::N,южтолэзь,март
613,April::N,оштолэзь,април
614,Mai::N,куартолэзь,май
615,Juni::N,вожотолэзь,юни
616,Juli::N,пӧсьтолэзь,юли
617,August::N,гудырикошкон,август
618,September::N,куарусён,септември
619,Oktober::N,выльӝуктолэзь,октомври
620,November::N,шуркынмон,ноември
621,Dezember::N,толсур,декември
622,Montag::N,вордӥськон,понеделник
623,Dienstag::N,вторник,вторник
624,Mittwoch::N,вирнунал,сряда
625,Donnerstag::N,покчиарня,четвъртък
626,Freitag::N,удмуртарня,петък
627,Samstag::N,кӧснунал,събота
628,Sonntag::N,арня,неделя
629,groß::A,бадӟым,едър
630,groß::A,бадӟым,голям
631,klein::A,пичи,малък
632,klein::A,пичи,дребен
633,lang::A,кузь,дълъг
634,kurz::A,вакчи,къс
635,breit::A,паськыт,широк
636,schmal::A,сюлэг,тесен
637,dicht::A,ӵем,гъст
638,dick[Gegenstand]::A,зӧк,дебел
639,dünn::A,векчи,тънък
640,fein::A,векчи,фин
641,fein::A,векчи,тънък
642,fest::A,юн,твърд
643,fest::A,юн,плътен
644,fest::A,чурыт,твърд
645,fest::A,чурыт,плътен
646,flach::A,ӵошкыт,равен
647,flach::A,ӵошкыт,плосък
648,glatt::A,гылыт,гладък
649,glatt::A,вольыт,гладък
650,hart::A,чурыт,твърд
651,hart::A,чурыт,корав
652,weich::A,небыт,мек
653,rund::A,котырес,кръгъл
654,spitz::A,йылсо,островръх
655,scharf::A,лэчыт,остър
656,stumpf::A,ныж,тъп
657,schwer::A,секыт,тежък
658,schön::A,чебер,хубав
659,schön::A,чебер,красив
660,heiß::A,пӧсь,жарък
661,warm::A,шуныт,топъл
662,kalt::A,кезьыт,студен
663,kühl::A,юзмыт,хладен
664,kühl::A,салкым,хладен
665,frisch::A,выль,свеж
666,feucht::A,мускыт,влажен
667,nass::A,котмем,мокър
668,trocken::A,кӧс,сух
669,voll::A,тыр,пълен
670,leer::A,буш,празен
671,leer::A,тырттэм,празен
672,offen::A,усьтэм,откровен
673,geschlossen::A,ӵогам,закрит
674,geschlossen::A,ӵогам,затворен
675,geschlossen::A,пунням,закрит
676,geschlossen::A,пунням,затворен
677,sauber::A,ӝикыт,чист
678,sauber::A,чылкыт,чист
679,schmutzig::A,нӧд,мръсен
680,roh::A,ыль,суров
681,reif::A,вуэм,зрял
682,lecker::A,ческыт,вкусен
683,süß::A,ческыт,сладък
684,bitter::A,курыт,горчив
685,sauer::A,чырс,кисел
686,hell::A,югыт,ясен
687,hell::A,югыт,светъл
688,dunkel::A,пеймыт,тъмен
689,schwarz::A,сьӧд,черен
690,weiß::A,тӧдьы,бял
691,rot::A,горд,червен
692,gelb::A,ӵуж,жълт
693,blau::A,лыз,син
694,grün::A,вож,зелен
695,grau::A,пурысь,сив
696,bunt::A,куӵо,шарен
697,bunt::A,куӵо,пъстър
698,billig::A,дунтэм,евтин
699,teuer::A,дуно,скъп
700,wertvoll::A,дуно,ценен
701,blind::A,сукыр,сляп
702,blind::A,синтэм,сляп
703,taub::A,пельтэм,глух
704,kräftig::A,кужмо,силен
705,stark::A,юн,здрав
706,stark::A,юн,силен
707,stark::A,кужмо,здрав
708,stark::A,кужмо,силен
709,schwach::A,ляб,слаб
710,schwach::A,начар,слаб
711,fett::A,кӧй,тлъст
712,schlank::A,веськыт,тънък
713,schlank::A,веськыт,строен
714,schlank::A,веськрес,тънък
715,schlank::A,веськрес,строен
716,hübsch::A,чебер,хубав
717,hübsch::A,синмаськымон,хубав
718,böse::A,лек,зъл
719,dumm::A,шузи,глупав
720,dumm::A,визьтэм,глупав
721,faul::A,азьтэм,ленив
722,faul::A,азьтэм,мързелив
723,fleißig::A,сюлмо,прилежен
724,geizig::A,сук,скъпернически
725,klug::A,визьмо,умен
726,klug::A,визьмо,разумен
727,geschickt::A,усто,умел
728,geschickt::A,усто,сръчен
729,geschickt::A,быгатӥсь,умел
730,geschickt::A,быгатӥсь,сръчен
731,lieb::A,мусо,мил
732,lieb::A,мусо,драг
733,lustig::A,шулдыр,весел
734,sanft::A,мусо,нежен
735,sanft::A,мусо,кротък
736,sanft::A,эрке,нежен
737,sanft::A,эрке,кротък
738,hungrig::A,сютэм,гладен
739,krank::A,висись,болен
740,nackt::A,гольык,гол
741,traurig::A,мӧзмыт,тъжен
742,traurig::A,мӧзмыт,печален
743,lebendig::A,улэп,жив
744,gut::A,ӟеч,добър
745,gut::A,умой,добър
746,schlecht::A,урод,лош
747,schlecht::A,алама,лош
748,richtig::A,шонер,правилен
749,schlimm::A,алама,лош
750,wahr::A,зэмос,верен
751,wahr::A,зэмос,истински
752,alt::A,вуж,стар
753,alt::A,вуж,древен
754,neu::A,выль,нов
755,ehemalig::A,азьвылэз,бивш
756,alt[Lebewesen]::A,пересь,стар
757,jung::A,егит,млад
758,jung::A,пинал,млад
759,arm::A,начар,беден
760,arm::A,куанер,беден
761,reich::A,узыр,богат
762,bekannt::A,тодмо,познат
763,bekannt::A,тодмо,известен
764,berühmt::A,дано,почут
765,berühmt::A,дано,известен
766,fremd::A,ят,чужд
767,verschieden::A,пӧртэм,разен
768,verschieden::A,пӧртэм,различен
769,nah::A,матысь,близък
770,fern::A,кыдёкысь,далечен
771,linker::A,паллян,ляв
772,rechter::A,бур,прав
773,rechter::A,бурпал,прав
774,anderer::A,мукет,друг
775,erster::A,нырысетӥез,пръв
776,erster::A,нырысетӥез,първи
777,zweiter::A,кыктэтӥез,втори
778,dritter::A,кунньметӥез,трети
779,letzter::A,берло,последен
780,letzter::A,берпум,последен
781,allein::ADV,огназ,само
782,auf einmal::ADV,огдыре,същевременно
783,zusammen::ADV,ӵош,заедно
784,zusammen::ADV,валче,заедно
785,lange::ADV,кема,дълго
786,plötzlich::ADV,мапламтэ шорысь,изведнъж
787,sofort::ADV,али ик,веднага
788,später::ADV,бергес,по-късно
789,später::ADV,берлогес,по-късно
790,jetzt::ADV,али,сега
791,jetzt::ADV,табере,сега
792,heute::ADV,туннэ,днес
793,morgen::ADV,ӵуказе,утре
794,bald::ADV,ӝоген,скоро
795,dann::ADV,берло,после
796,dann::ADV,берло,тогава
797,gestern::ADV,толон,вчера
798,einst::ADV,огпол,някога
799,einst::ADV,одӥг пол,някога
800,damals::ADV,соку,тогава
801,danach::ADV,собере,после
802,danach::ADV,собере,след това
803,vorher::ADV,азьло,преди
804,vorher::ADV,азьло,преди това
805,vorher::ADV,азьвыл,преди
806,vorher::ADV,азьвыл,преди това
807,zuerst::ADV,азьло,най-напред
808,einmal::ADV,огпол,веднъж
809,einmal::ADV,огпол,един път
810,manchmal::ADV,куддыръя,понякога
811,oft::ADV,ӵем,често
812,immer::ADV,пыр,винаги
813,immer::ADV,котьку,винаги
814,niemals::ADV,уз ноку,никога
815,hier::ADV,татын,тук
816,hier::ADV,татын,тука
817,hierhin::ADV,татчы,насам
818,von hier::ADV,татысь,оттук
819,von hier::ADV,татысь,оттука
820,dort::ADV,отӥ,там
821,dort::ADV,отын,там
822,dorthin::ADV,отчы,натам
823,dorthin::ADV,отчы,нататък
824,geradeaus::ADV,меӵак,направо
825,vorwärts::ADV,азьлань,напред
826,rückwärts::ADV,берлань,назад
827,zurück::ADV,берен,обратно
828,zurück::ADV,берлань,обратно
829,unten::ADV,улын,долу
