,Concept_ID,el,uz
724,unter::PRP,υπό,ostida
725,unter::PRP,κάτω από,ostida
726,durch::PRP,διά,bo'ylab
727,durch::PRP,διά μέσου,bo'ylab
728,neben::PRP,δίπλα σε,yonida
729,zwischen::PRP,μεταξύ,orada
730,zwischen::PRP,ανάμεσα σε,orada
731,wegen::PRP,για,sababli
732,wegen::PRP,λόγω,sababli
733,dies::PRN,αυτό,o'sha
734,das::PRN,το,narigi
735,alles::PRN,όλα,har nima
736,ich::PRN,εγώ,men
737,du::PRN,σύ,sen
738,du::PRN,εσύ,sen
739,er::PRN,αυτός,u
740,wir::PRN,εμείς,biz
741,ihr::PRN,εσείς,siz
742,sie::PRN,αυτοί,ular
743,was::FPRN,τι,nima
744,wer::FPRN,ποιος,kim
745,wo::FADV,πού,qaerda
746,wohin::FADV,πού,qayerga
747,wohin::FADV,για πού,qayerga
748,wie::FADV,πώς,qanday
749,warum::FADV,γιατί,nega
750,wieviel::FNUM,πόσος,qancha
751,eins::NUM,ένα,bir
752,zwei::NUM,δύο,ikki
753,drei::NUM,τρία,uch
754,drei::NUM,τρεις,uch
755,vier::NUM,τέσσερα,to'rt
756,vier::NUM,τέσσερις,to'rt
757,fünf::NUM,πέντε,besh
758,sechs::NUM,έξι,olti
759,sieben::NUM,εφτά,etti
760,acht::NUM,οχτώ,sakkiz
761,neun::NUM,εννιά,to'qqiz
762,zehn::NUM,δέκα,o'n
763,elf::NUM,έντεκα,o'n bir
764,zwölf::NUM,δώδεκα,o'n ikki
765,zwanzig::NUM,είκοσι,yigirma
766,dreißig::NUM,τριάντα,o'ttiz
767,vierzig::NUM,σαράντα,qirq
768,fünfzig::NUM,πενήντα,ällik
769,sechzig::NUM,εξήντα,oltmish
770,siebzig::NUM,εβδομήντα,etmish
771,achtzig::NUM,ογδόντα,sakson
772,neunzig::NUM,ενενήντα,to'qson
773,hundert::NUM,εκατό,yuz
774,tausend::NUM,χίλιοι,ming
775,und::CNJ,και,va
776,oder::CNJ,ή,yo
777,stehen::V,στέκομαι,turmoq
778,stehen::V,είμαι όρθιος,turmoq
779,sitzen::V,κάθομαι,o'tirmoq
780,liegen::V,είμαι ξαπλωμένος,yotmoq
781,hängen::V,κρέμομαι,osilmoq
782,werden::V,γίνομαι,bo'lmoq
783,passieren::V,συμβαίνω,bo'lib o'tmoq
784,beginnen::V,αρχίζω,boshlanmoq
785,enden::V,τελειώνω,bitmoq
786,wechseln::V,αλλάζω,o'zgarmoq
787,aufgehen[Sonne]::V,βγαίνω,chiqmoq
788,aufgehen[Sonne]::V,ανατέλλω,chiqmoq
789,untergehen[Sonne]::V,δύω,botmoq
790,untergehen[Sonne]::V,βασιλεύω,botmoq
791,scheinen[Sonne]::V,λάμπω,yaraqlamoq
792,donnern::V,βροντώ,gulduramoq
793,wehen::V,φυσώ,elpimoq
794,strömen::V,ρέω,oqmoq
795,strömen::V,τρέχω,oqmoq
796,fließen::V,ρέω,oqmoq
797,sich drehen::V,γυρίζω,aylanmoq
798,sich drehen::V,στρέφομαι,aylanmoq
799,schwanken::V,ταλαντεύομαι,qoqilmoq
800,schwingen::V,αιωρούμαι,lopillamoq
801,schwingen::V,ταλαντεύομαι,lopillamoq
802,fallen::V,πέφτω,tushmoq
803,brennen::V,καίω,yonmoq
804,rauchen::V,καπνίζω,tutamoq
805,regnen::V,βρέχω,yomg'ir yog'moq
806,gefrieren::V,παγώνω,muzlamoq
807,tauen::V,λειώνω,ärimoq
808,schmelzen::V,λειώνω,ärimoq
809,trocknen::V,στεγνώνω,qurimoq
810,sieden::V,βράζω,qaynamoq
811,faulen::V,σαπίζω,chirimoq
812,verfaulen::V,σαπίζω,chirimoq
813,reißen::V,σχίζω,qayt qilmoq
814,versinken::V,βουλιάζω,g'arq bo'lmoq
815,versinken::V,βυθίζομαι,g'arq bo'lmoq
816,vergehen::V,περνώ,o'tmoq
817,erscheinen::V,εμφανίζομαι,zuhur ätmoq
818,verschwinden::V,χάνομαι,yo'qolmoq
819,verschwinden::V,εξαφανίζομαι,yo'qolmoq
820,sinken::V,κατεβαίνω,pasaymoq
821,abnehmen::V,μειώνομαι ,kamaymoq
822,zunehmen::V,αυξάνω,urchimoq
823,zunehmen::V,μεγαλώνω,urchimoq
824,steigen::V,ανεβαίνω,oshmoq
825,wachsen::V,μεγαλώνω,o'smoq
826,glänzen::V,γυαλίζω,porlamoq
827,funkeln::V,αστράφτω,yalt ätmoq
828,funkeln::V,σπιθοβολώ,yalt ätmoq
829,lärmen::V,θορυβώ,taraq ätmoq
830,läuten::V,χτυπώ ,jiringlamoq
831,klingeln::V,κουδουνίζω,jiringlamoq
832,klirren::V,κουδουνίζω,sharaqlamoq
833,brausen::V,βουΐζω,vag'illamoq
834,rauschen::V,βουΐζω,shitirlamoq
835,klingen::V,ηχώ,yangramoq
836,bellen::V,γαυγίζω,hurmoq
837,heulen::V,ουρλιάζω,uvlamoq
838,blasen::V,φυσώ,puflamoq
839,pfeifen::V,σφυρίζω,xushtak chalmoq 
840,schreien::V,κραυγάζω,qiyqirmoq
841,stöhnen::V,βογγώ,nola qilmoq
842,zittern::V,τρέμω,titramoq
843,leben::V,ζω,yashamoq
844,geboren werden::V,γεννιέμαι,tug'ilmoq
845,atmen::V,αναπνέω,nafas chiqarmoq
846,trinken::V,πίνω,ichmoq
847,essen::V,τρώω,emoq
848,schlucken::V,καταπίνω,yutmoq
849,müde werden::V,κουράζομαι,horimoq
850,einschlafen::V,αποκοιμιέμαι,uxlab qolmoq
851,schlafen::V,κοιμάμαι,uxlamoq
852,aufwachen::V,ξυπνώ,uyg'onmoq
853,aufstehen::V,σηκώνομαι,qo'pmoq
854,sich erholen::V,ξεκουράζομαι,dam olmoq
855,krank werden::V,αρρωσταίνω,kasallanmoq
856,krank sein::V,ασθενώ,betob yotmoq
857,schmerzen::V,πονώ,og'rimoq
858,husten::V,βήχω,yo'talmoq
859,genesen::V,θεραπεύομαι,tuzalmoq
860,sterben::V,πεθαίνω,o'lmoq
861,umkommen::V,πεθαίνω,halok bo'lmoq
862,sich bewegen::V,κουνιέμαι,harakat qilmoq
863,sich rühren::V,σαλεύω,qimirlamoq
864,sich erheben::V,επαναστατώ,qo'pmoq
865,sich setzen::V,κάθομαι,o'tirmoq
866,hinfallen::V,πέφτω κάτω,yiqilmoq
867,laufen::V,τρέχω,yurmoq
868,schreiten::V,βαδίζω,yurmoq
869,spazierengehen::V,κάνω βόλτα,sayr ätmoq
870,spazierengehen::V,πηγαίνω περίπατο,sayr ätmoq
871,eilen::V,σπεύδω,tezlamoq
872,sich beeilen::V,βιάζομαι,shoshmoq
873,sausen::V,τρέχω γρήγορα,chopqillamoq
874,rennen::V,τρέχω,yugurmoq
875,springen::V,πηδώ,sakramoq
876,klettern::V,σκαρφαλώνω,yuqorilamoq
877,schaukeln::V,κουνιέμαι,irg'amoq
878,kriechen::V,έρπω,ämaklamoq
879,kriechen::V,σέρνομαι,ämaklamoq
880,schwimmen::V,κολυμπώ,suzmoq
881,tauchen::V,βουτώ,chu'mmoq
882,rudern::V,κωπηλατώ,eshkak eshmoq
883,fahren::V,πηγαίνω,haydamoq
884,fliegen::V,πετώ,uchmoq
885,gehen::V,βαδίζω,bormoq
886,gehen::V,πηγαίνω,bormoq
887,weggehen::V,φεύγω,ketoq
888,abfahren::V,ξεκινώ,jo'namoq
889,abfahren::V,αναχωρώ,jo'namoq
890,anhalten::V,σταματώ,to'xtamoq
891,hineingehen::V,μπαίνω,kirmoq
892,eintreten::V,μπαίνω,kirmoq
893,eintreten::V,εισέρχομαι,kirmoq
894,kommen::V,έρχομαι,kelmoq
895,ankommen::V,φτάνω,etib kelmoq
896,zurückkommen::V,επιστρέφω,qaytib kelmoq
897,bleiben::V,μένω,qolmoq
898,warten::V,περιμένω,poylamoq
899,erwarten::V,αναμένω,kutmoq
900,erwarten::V,περιμένω,kutmoq
901,suchen::V,ψάχνω,izlamoq
902,finden::V,βρίσκω,topmoq
903,versuchen::V,προσπαθώ,chalishmoq
904,vorbereiten::V,προετοιμάζω,hozirlamoq
905,lieben::V,αγαπώ,sevmoq
906,mögen::V,μου αρέσει,ardoqlamoq
907,lachen::V,γελώ,kulmoq
908,rühren::V,συγκινώ,ta'sirlantirmoq
909,weinen::V,κλαίω,yig'lamoq
910,schimpfen::V,βρίζω,koyinmoq
911,sich ärgern::V,θυμώνω,g'azab qilmoq
912,sich fürchten::V,φοβάμαι,hurkmoq
913,fürchten::V,φοβάμαι,qo'rqmoq
914,fliehen::V,φεύγω,qochmoq
915,flüchten::V,δραπετεύω,qochmoq
916,sehen::V,βλέπω,ko'rmoq
917,anschauen::V,κοιτάζω,razm solmoq
918,ansehen::V,βλέπω,razm qilmoq
919,hören::V,ακούω,äshitmoq
920,zuhören::V,ακούω,tinglamoq
921,probieren::V,δοκιμάζω,tatib ko'rmoq
922,riechen::V,μυρίζω,iskamoq
923,riechen::V,οσφραίνομαι,iskamoq
924,fühlen::V,αισθάνομαι,sezmoq
925,scheinen::V,φαίνομαι,tuyilmoq
926,zu sehen sein::V,φαίνομαι,ko'rinmoq
927,vernehmen::V,ακούω,äshitmoq
928,vernehmen::V,μαθαίνω,äshitmoq
929,frieren::V,κρυώνω,sovuq qotmoq
930,tun::V,κάνω,ätmoq
931,können::V,ξέρω,-a olmoq
932,können::V,ξέρω,-y olmoq
933,können::V,μπορώ,-a olmoq
934,können::V,μπορώ,-y olmoq
935,wollen::V,θέλω,istamoq
936,anfangen::V,αρχίζω,boshlamoq
937,beenden::V,τελειώνω,bitirmoq
938,aufhören::V,παύω,tinmoq
939,gelingen::V,πετυχαίνω,muvaffaqiyat qozonmoq
940,geraten::V,γίνομαι,bo'lmoq
941,öffnen::V,ανοίγω,ochmoq
942,schließen::V,κλείνω,yopmoq
943,stellen::V,θέτω,qo'ymoq
944,setzen::V,θέτω,o'tqazmoq
945,legen::V,θέτω,yotqizmoq
946,berühren::V,εγγίζω,tegmoq
947,verbinden::V,συνδέω,ulamoq
948,bedecken::V,σκεπάζω,bekitmoq
949,aufhängen::V,κρεμώ,ildirmoq
950,anzünden::V,ανάβω,yondirmoq
951,aufheben::V,σηκώνω,ko'tarmoq
952,zurücklassen::V,εγκαταλείπω,ayrilmoq
953,verlieren::V,χάνω,yo'qotmoq
954,fallen lassen::V,αφήνω να πέσει,tushirmoq
955,machen::V,κάνω,qilmoq
956,machen::V,φτιάχνω,qilmoq
957,herstellen::V,κατασκευάζω,chiqarmoq
958,bauen::V,χτίζω,solmoq
959,bauen::V,οικοδομώ,solmoq
960,reparieren::V,επισκευάζω,tuzatmoq
961,reparieren::V,επιδιορθώνω,tuzatmoq
962,verbessern::V,βελτιώνω,isloh qilmoq
963,verbessern::V,καλυτερεύω,isloh qilmoq
964,ändern::V,αλλάζω,o'zgartirmoq
965,graben::V,σκάβω,qazimoq
966,beugen::V,λυγίζω,bukmoq
967,biegen::V,κάμπτω,bukmoq
968,drehen::V,στρέφω,aylantirmoq
969,wenden::V,γυρίζω,burmoq
970,umdrehen::V,γυρίζω,ag'darmoq
971,heben::V,υψώνω,yuksaltirmoq
972,heben::V,σηκώνω,yuksaltirmoq
973,hochheben::V,υψώνω,ko'tarmoq
974,hochheben::V,σηκώνω,ko'tarmoq
975,ergreifen::V,πιάνω,tutamlamoq
976,ergreifen::V,αρπάζω,tutamlamoq
977,halten::V,βαστώ,tutmoq
978,drücken::V,πιέζω,bosmoq
979,schieben::V,σπρώχνω,surmoq
980,kratzen::V,γρατσουνίζω,qashimoq
981,lecken::V,γλείφω,mijimoq
982,beißen::V,δαγκάνω,tishlamoq
983,abreißen::V,κόβω,emirmoq
984,abreißen::V,σχίζω,emirmoq
985,abschneiden::V,αποκόπτω,cho'rt kesmoq
986,binden::V,δένω,bog'lamoq
987,stecken::V,χώνω,suqmoq
988,brechen::V,σπάζω,sindirmoq
989,klopfen::V,χτυπώ,dukurlamoq
990,klopfen::V,τινάζω,dukurlamoq
991,hauen::V,χτυπώ,urmoq
992,kleben::V,κολλώ,yopishtirmoq
993,reiben::V,τρίβω,surkamoq
994,streichen::V,αλείφω,surkamoq
995,schleifen::V,ακονίζω,qayramoq
996,schneiden::V,κόβω,kesmoq
997,rütteln::V,σείω,chayqamoq
998,rütteln::V,τινάζω,chayqamoq
999,schütteln::V,σείω,chayqamoq
1000,schütteln::V,κουνώ,chayqamoq
1001,schwenken::V,κουνώ,chayqatmoq
1002,schütten::V,χύνω,quymoq
1003,füllen::V,γεμίζω,to'ldirmoq
1004,einwickeln::V,τυλίγω,chulg'amoq
1005,tragen::V,φέρνω,tashimoq
1006,schleppen::V,κουβαλώ,sudramoq
1007,ziehen::V,τραβώ,tortmoq
1008,aufbewahren::V,φυλάω,tutmoq
1009,werfen::V,ρίχνω,tashlamoq
1010,fangen::V,πιάνω,tutmoq
1011,packen::V,τσακώνω,opqochmoq
1012,verstecken::V,κρύβω,yashirmoq
1013,teilen::V,μερίζω,bo'lmoq
1014,schicken::V,στέλνω,yubormoq
1015,bringen::V,φέρνω,keltirmoq
1016,hinzufügen::V,προσθέτω,tirkamoq
1017,bekommen::V,προσκομίζω,olmoq
1018,erhalten::V,παίρνω,olmoq
1019,erhalten::V,λαμβάνω,olmoq
1020,nehmen::V,πιάνω,olmoq
1021,nehmen::V,παίρνω,olmoq
1022,wählen::V,εκλέγω,saylamoq
1023,auswählen::V,διαλέγω,saylamoq
1024,bewahren::V,διατηρώ,saqlamoq
1025,behindern::V,εμποδίζω,xalal bermoq
1026,verderben::V,χαλώ,xazon qilmoq
1027,beschädigen::V,ζημιώνω,buzmoq
1028,zerbrechen::V,σπάζω,sindirmoq
1029,zerreißen::V,σχίζω,yirtmoq
1030,zerstören::V,καταστρέφω,vayron qilmoq
1031,verbrennen::V,καίω,kuydirmoq
1032,geben::V,δίνω,bermoq
1033,reichen::V,δίνω,bermoq
1034,schenken::V,χαρίζω,sovg'a qilmoq
1035,versprechen::V,υπόσχομαι,va'da bermoq
1036,wünschen::V,εύχομαι,orziqmoq
1037,loben::V,επαινώ,maqtamoq
1038,küssen::V,φιλώ,o'pmoq
1039,wiegen::V,κουνώ,tebratmoq
1040,wiegen::V,νανουρίζω,tebratmoq
1041,zudecken::V,σκεπάζω,yopmoq
1042,wecken::V,ξυπνώ,uyg'otmoq
1043,zeigen::V,δείχνω,ko'rsatmoq
1044,führen::V,οδηγώ,boshlik bo'lmoq
1045,lehren::V,διδάσκω,o'rgatmoq
1046,unterrichten::V,διδάσκω,dars bermoq
1047,aufziehen::V,ανατρέφω,o'stirmoq
1048,leiten::V,ηγούμαι,boshqarmoq
1049,leiten::V,διευθύνω,boshqarmoq
1050,antreiben::V,σπρώχνω,shoshiltirmoq
1051,antreiben::V,παρακινώ,shoshiltirmoq
1052,lassen::V,αφήνω,ruxsat bermoq
1053,einladen::V,προσκαλώ,taklif kilmoq
1054,vereinigen::V,ενώνω,qo'shmoq
1055,besuchen::V,επισκέπτομαι,mehmonga bormoq
1056,treffen::V,συναντώ,duchor bo'lmoq
1057,sich versammeln::V,μαζεύομαι,to'planmoq
1058,spielen::V,παίζω,o'ynamoq
1059,singen::V,τραγουδώ,yalla qilmoq
1060,tanzen::V,χορεύω,raqs qilmoq
1061,sich trennen::V,αποχωρίζομαι,yakkalanmoq
1062,verlassen::V,εγκαταλείπω,qoldirmoq
1063,retten::V,σώζω,qutqazmoq
1064,bewachen::V,φρουρώ,qo'rimoq
1065,schützen::V,προστατεύω,yoniga olmoq
1066,verteidigen::V,υπερασπίζω,yoqlamoq
1067,sich schlagen::V,χτυπιέμαι,yoqalashmoq
1068,schießen::V,πυροβολώ,otmoq
1069,siegen::V,νικώ,engmoq
1070,ärgern::V,τσαντίζω,jahl chiqarmoq
1071,schlagen::V,χτυπώ,urmoq
1072,treten::V,κλοτσώ,tepmoq
1073,stechen::V,τρυπώ,qadamoq
1074,stoßen::V,ωθώ,turtmoq
1075,stoßen::V,σπρώχνω,turtmoq
1076,stehlen::V,κλέβω,o'g'rilamoq
1077,stören::V,διαταράσσω,tebratmoq
1078,belästigen::V,ενοχλώ,g'ashini keltirmoq
1079,verbergen::V,κρύβω,berkitmoq
1080,täuschen::V,παραπλανώ,aldamoq
1081,betrügen::V,απατώ,tirriq qilmoq
1082,töten::V,σκοτώνω,o'ldirmoq
1083,töten::V,θανατώνω,o'ldirmoq
1084,wohnen::V,μένω,istiqomat qilmoq
1085,wohnen::V,κατοικώ,istiqomat qilmoq
1086,arbeiten::V,δουλεύω,ishlamoq
1087,arbeiten::V,εργάζομαι,ishlamoq
1088,sammeln::V,μαζεύω,yig'moq
1089,sammeln::V,συλλέγω,yig'moq
1090,pflücken::V,κόβω,termoq
1091,jagen::V,κυνηγώ,ov qilmoq
1092,fischen::V,ψαρεύω,baliq ovlamoq
1093,fassen::V,πιάνω,ilinmoq
1094,hüten::V,φυλάγω,boqtirmoq
1095,hüten::V,προσέχω,boqtirmoq
1096,treiben::V,οδηγώ,haydamoq
1097,anbinden::V,δένω,bog'lamoq
1098,füttern::V,ταΐζω,edirmoq
1099,melken::V,αρμέγω,sog'moq
1100,hacken::V,κόβω,chopmoq
1101,gießen::V,ποτίζω,oqizmoq
1102,reifen::V,ωριμάζω,qizarmoq
1103,zubereiten::V,ετοιμάζω,pishirmoq
1104,kochen::V,βράζω,qaynatmoq
1105,backen::V,ψήνω,yopmoq
1106,braten::V,τηγανίζω,qovurmoq
1107,umrühren::V,ανακατεύω,atalamoq
1108,stricken::V,πλέκω,to'qimoq
1109,nähen::V,ράβω,tikmoq
1110,färben::V,βάφω,bo'yoqlamoq
1111,färben::V,χρωματίζω,bo'yoqlamoq
1112,reinigen::V,καθαρίζω,tozalamoq
1113,waschen::V,πλένω,yuvmoq
1114,abwischen::V,σφουγγίζω,surkamoq
1115,spülen::V,ξεπλένω,chaymoq
1116,fegen::V,σκουπίζω,cho'tkalamoq
1117,kehren::V,σκουπίζω,supurmoq
1118,baden::V,κάνω μπάνιο,cho'milmoq
1119,sich waschen::V,πλένομαι,yuvinmoq
1120,ausziehen::V,βγάζω,echintirmoq
1121,anziehen::V,φορώ,kiymoq
1122,sich anziehen::V,ντύνομαι,kiyinmoq
1123,kämmen::V,χτενίζω,taramoq
1124,schmücken::V,στολίζω,yasatmoq
1125,sagen::V,λέω,aytmoq
1126,sprechen::V,μιλώ,so'zlamoq
1127,reden::V,μιλώ,gapirmoq
1128,reden::V,κουβεντιάζω,gapirmoq
1129,sich unterhalten::V,συνομιλώ,suhbatlashmoq
1130,sich unterhalten::V,κουβεντιάζω,suhbatlashmoq
1131,fragen::V,ρωτώ,so'ramoq
1132,bitten::V,ζητώ,iltimos qilmoq
1133,bitten::V,παρακαλώ,iltimos qilmoq
1134,erzählen::V,διηγούμαι,aytib bermoq
1135,mitteilen::V,πληροφορώ,bildirmoq
1136,nennen::V,ονομάζω,atamoq
1137,rufen::V,φωνάζω,chaqirmoq
1138,prahlen::V,καυχιέμαι,gerdaymoq
1139,übersetzen::V,μεταφράζω,tarjima qilmoq
1140,denken::V,σκέφτομαι,o'ylamoq
1141,glauben::V,πιστεύω,ishonmoq
1142,bemerken::V,παρατηρώ,payqamoq
1143,erkennen::V,αναγνωρίζω,tanimoq
1144,begreifen::V,καταλαβαίνω,tushunmoq
1145,verstehen::V,ακούω,anglamoq
1146,lernen::V,μαθαίνω,o'qimoq
1147,wissen::V,ξέρω,bilmoq
1148,sich erinnern an::V,θυμάμαι,äsni tanimoq
1149,vergessen::V,ξεχνώ,unutmoq
1150,messen::V,μετρώ,o'lchamoq
1151,zählen::V,μετρώ,raqamlamoq
1152,rechnen::V,λογαριάζω,cho'tlamoq
1153,lesen::V,διαβάζω,o'qimoq
1154,malen::V,ζωγραφίζω,rasm solmoq
1155,zeichnen::V,σχεδιάζω,chizmoq
1156,schreiben::V,γράφω,yozmoq
1157,besitzen::V,κατέχω,ägalamoq
1158,kaufen::V,αγοράζω,olmoq
1159,verkaufen::V,πουλώ,sotmoq
1160,bezahlen::V,πληρώνω,to'lamoq
1161,zahlen::V,πληρώνω,to'lamoq
1162,beherrschen::V,κυριαρχώ,ägalamoq
1163,ertragen::V,βαστώ,chidamoq
1164,ertragen::V,αντέχω,chidamoq
