,Concept_ID,ko,os
415,Geschirr::N,식시,мигæнæнтæ
416,Sack::N,조갑,голлаг
417,Tasse::N,차잔,пиала
418,Tasse::N,차잔,къус
419,Topf::N,단지,аг
420,Topf::N,단지,чысыл аг
421,Kessel::N,주전자,аг
422,Essen::N,먹기,хӕрд
423,Nahrung::N,식료,хойраг
424,Speise::N,음식물,хӕринаг
425,Fleisch::N,고기,дзидза
426,Fleisch::N,고기,фыдызгъӕл
427,Getreide::N,곡물,халсар
428,Brei::N,젤리,кас
429,Brot::N,빵,дзул
430,Scheibe::N,원반,къӕбӕр
431,Fett::N,기름,сой
432,Butter::N,버터,нӕлхӕ
433,Öl::N,올리브유,зети
434,Salz::N,소금,цӕхх
435,Suppe::N,국,бас
436,Suppe::N,수프,бас
437,Honig::N,감미,мыд
438,Milch::N,유즙,ӕхсыр
439,Tee::N,차,цай
440,Leder::N,가죽,мæскуы
441,Wolle::N,양털,фӕсмын
442,Stoff::N,패료,хъуымац
443,Nadel::N,바늘,судзин
444,Faden::N,콘실,ӕндах
445,Knopf::N,단추,цӕппӕр
446,Knoten::N,곁절,ӕлхынцъ
447,Farbe::N,색,ахорæн
448,Kleidung::N,옷입기,дарӕс
449,Hemd::N,속옷,хӕдон
450,Kragen::N,깃,æфцæггот
451,Ärmel::N,소매,дыс
452,Hose::N,바지,хæлаф
453,Hose::N,바지,æддаг хæлаф
454,Hose::N,바지,салбар
455,Gürtel::N,밴드,рон
456,Mütze::N,모자,худ
457,Schuh::N,구두,басмахъ
458,Stiefel::N,장화,цырыхъхъ
459,Ring::N,고리,къухдарӕн
460,Band::N,리본,лент
461,Kamm::N,빗,сӕрвасӕн
462,Spiegel::N,거울,айдæн
463,Spiegel::N,거울,кæсæн
464,Riemen::N,가죽끈,гӕрз
465,Schnur::N,밧줄,бӕндӕн
466,Leine::N,고삐줄,
467,Decke::N,이부자리,хъӕццул
468,Kissen::N,깔개,баз
469,Tuch::N,천,кæлмæрзæн
470,Tuch::N,천,кæрдæн
471,Handtuch::N,수건,хисæрфæн
472,Kraft::N,세력,тых
473,Kraft::N,세력,хъомыс
474,Stärke::N,힘,тых
475,Stärke::N,힘,æхсар
476,Gesundheit::N,위생,æнæниздзинад
477,Krankheit::N,병,низ
478,Krankheit::N,병,рын
479,Schmerz::N,아픔고통,рис
480,Wunde::N,상처,цӕф
481,Fieber::N,열별,ризӕг
482,Fieber::N,열별,тӕфсӕг
483,Arznei::N,약,хос
484,Brücke::N,교량,хид
485,Brunnen::N,원천,цъай
486,Weide::N,목장,хизæн
487,Weide::N,목장,хизæнуат
488,Weide::N,목장,сæрвæт
489,Pfad::N,좁은길,къахвæндаг
490,Pfad::N,좁은길,къахвæд
491,Weg::N,길,фӕндаг
492,Straße::N,길,фӕндаг
493,Dorf::N,촌,хъӕу
494,Dorf::N,촌락,хъӕу
495,Stadt::N,도시,сахар
496,Brief::N,서한,фыстӕг
497,Buch::N,책,чиныг
498,Buchstabe::N,문자,дамгъӕ
499,Zeitung::N,신문,газет
500,Leben::N,삶,цард
501,Leben::N,삶,цӕрӕнбон
502,Tod::N,죽음,мæлæт
503,Tod::N,죽음,адзал
504,Grab::N,무덤,ингӕн
505,Kirche::N,교회,аргъуан
506,Sünde::N,부정,тæригъæд
507,Gott::N,하느님,хуыцау
508,Arbeiter::N,일하는사람,кусæг
509,Chef::N,사장,ӕмцег
510,Meister::N,명인,мастер
511,Meister::N,명인,дæсны
512,Meister::N,대가,мастер
513,Meister::N,대가,дæсны
514,Arzt::N,의사,хосгæнæг
515,Arzt::N,의사,дохтыр
516,Lehrer::N,교사,ахуыргæнæг
517,Geld::N,돈,ӕхца
518,Geschäft::N,일,бизнес
519,Geschäft::N,일,хъуыддаг
520,Laden::N,가게,дукани
521,Preis::N,가격,аргъ
522,Ware::N,상품,базайраг
523,Nutzen::N,이익,пайда
524,Reichtum::N,많음,хъæздыгдзинад
525,Reichtum::N,많음,исбон
526,Reichtum::N,많음,мулк
527,Welt::N,세상,дуне
528,Land::N,지방,бӕстӕ
529,Staat::N,국가,паддзахад
530,König::N,국왕,къарол
531,Macht::N,힘,хицаудзинад
532,Grenze::N,국경,арӕн
533,Krieg::N,전쟁,хӕст
534,Feind::N,적,знаг
535,Feind::N,적,фыдгул
536,Feind::N,적,фыдзæрдæ
537,Feind::N,적,сон
538,Gewalt::N,권력,тыхми
539,Gewalt::N,권력,тыхдзинад
540,Kampf::N,전투,хæст
541,Kampf::N,전투,хъæбысæйхæст
542,Kampf::N,전투,тох
543,Bogen[Waffe]::N,활,ӕрдын
544,Pfeil::N,화살,фат
545,Gewehr::N,무기,топп
546,Fehler::N,오류,рӕдыд
547,Lüge::N,거짓말,мӕнг
548,Lüge::N,거짓말,гӕдыдзинад
549,Schaden::N,손상,зиан
550,Unglück::N,불행,бæллæх
551,Schuld::N,부채,азым
552,Alter::N,연령,кар
553,Schluss::N,마감,кæрон
554,Zeit::N,때,рӕстӕг
555,Zeit::N,시간,рӕстӕг
556,Tag::N,하루,бон
557,Morgen::N,이침,райсом
558,Mittag::N,대낮,æмбисбон
559,Abend::N,저녁,изӕр
560,Nacht::N,밤,ӕхсӕв
561,Woche::N,근무일,къуыри
562,Monat::N,달,мӕй
563,Jahr::N,해,аз
564,Jahr::N,해,афӕдз
565,Frühling::N,봄,уалдзæг
566,Sommer::N,여름,сӕрд
567,Herbst::N,가을,фæззæг
568,Winter::N,겨울,зымӕг
569,Januar::N,일월,январь
570,Februar::N,이월,февраль
571,März::N,삼월,мартъи
572,April::N,사월,апрель
573,Mai::N,오월,май
574,Juni::N,유월,июнь
575,Juli::N,칠월,июль
576,August::N,팔월,август
577,September::N,구월,сентябрь
578,Oktober::N,시월,октябрь
579,November::N,십일월,ноябрь
580,Dezember::N,십이월,декабрь
581,Montag::N,월요일,къуырисæр
582,Dienstag::N,화요일,дыццæг
583,Mittwoch::N,수요일,æртыццæг
584,Donnerstag::N,모교일,цыппæрæм
585,Freitag::N,그묘일,майрæмбон
586,Samstag::N,토요일,сабат
587,Sonntag::N,일요일,хуыцаубон
588,groß::A,큰,дынджыр
589,klein::A,자근,гыццыл
590,lang::A,긴,даргъ
591,kurz::A,짧은,цыбыр
592,breit::A,넓은,фӕтӕн
593,schmal::A,좁은,нарӕг
594,schmal::A,좁은,уынгӕг
595,dicht::A,농밀한,бæзджын
596,dicht::A,농밀한,тар
597,dick[Gegenstand]::A,두꺼운,сӕвджын
598,dünn::A,얇은,тæнæг
599,fein::A,미세한,лыстӕг
600,fest::A,굳은,фидар
601,fest::A,굳은,хъӕддых
602,flach::A,얕은,тъӕпӕн
603,glatt::A,반들반들한,лӕгъз
604,hart::A,굳은,хъӕбӕр
605,weich::A,연한,фӕлмӕн
606,rund::A,둥근,тымбыл
607,spitz::A,뾰족한,цыргъбырынкъ
608,spitz::A,뾰족한,цыргъфындз
609,scharf::A,날카로운,цыргъ
610,stumpf::A,무딘,къуымых
611,schwer::A,무거운,уӕззау
612,schön::A,멋진,аив
613,schön::A,멋진,рӕсугъд
614,heiß::A,뜨거운,тӕвд
615,warm::A,따뜻한,хъарм
616,kalt::A,찬,уазал
617,kühl::A,서늘한,сатæг
618,kühl::A,서늘한,уазалгомау
619,frisch::A,신선한,сатæг
620,feucht::A,축축한,уымӕл
621,nass::A,젖은,хуылыдз
622,trocken::A,마른,хус
623,voll::A,완전한,дзаг
624,voll::A,완전한,йедзаг 
625,leer::A,빈,афтид
626,offen::A,열린,гом
627,geschlossen::A,닫힌,æхгæд
628,sauber::A,깨끗한,сыгъдæг
629,schmutzig::A,더러운,чъиллон
630,roh::A,날게잇의,хом
631,reif::A,이근,рӕгъӕд
632,lecker::A,맛있는,хӕрзад
633,süß::A,단,адджын
634,bitter::A,찌르는듯한,судзаг
635,sauer::A,산성의,туаг
636,hell::A,밝은,рухс
637,dunkel::A,어두운,талынг
638,schwarz::A,검은,сау
639,weiß::A,하얀,урс
640,rot::A,붉은,сырх
641,gelb::A,황색,бур
642,blau::A,푸른,цъӕх
643,grün::A,녹색의,цъӕх
644,grün::A,녹색의,кӕрдӕгхуыз
645,grau::A,회색의,цъӕх
646,grau::A,회색의,фӕныкхуыз
647,bunt::A,알록달록한,хъулон
648,bunt::A,알록달록한,гæрæм
649,billig::A,싼,аслам
650,teuer::A,값비산,зынаргъ
651,wertvoll::A,가치가많은,зынаргъ
652,blind::A,눈먼,куырм
653,taub::A,무감간한,къуырма
654,kräftig::A,강장한,домбай
655,kräftig::A,강장한,тыхджын
656,stark::A,강한,тыхджын
657,schwach::A,약한,ӕнӕбон
658,fett::A,실찐,нард
659,schlank::A,호리호리한,гуырвидыц
660,schlank::A,호리호리한,хæрзконд
661,schlank::A,호리호리한,рæхснæг
662,schlank::A,호리호리한,сагамад
663,hübsch::A,예쁜,аив
664,hübsch::A,예쁜,рӕсугъд
665,böse::A,나쁜,фыдзӕрдӕ
666,dumm::A,어리석은,ӕдылы
667,faul::A,너덜너덜한,зивӕг
668,faul::A,너덜너덜한,зивӕггӕнаг
669,fleißig::A,근면한,æнæзивæг
670,fleißig::A,근면한,æнувыд
671,geizig::A,인색한,чъынды
672,geizig::A,인색한,æлгъин
673,geizig::A,인색한,мæрддзæст
674,geschickt::A,교묘한,хӕрзарӕхст
675,lieb::A,친애하는,уарзон
676,lustig::A,유쾌한,хъӕлдзӕг
677,sanft::A,온화한,мынчын
678,hungrig::A,배고픈,ӕххормаг
679,krank::A,병든,нӕфӕразгӕ
680,nackt::A,벌거벗은,бӕгънӕг
681,traurig::A,슬픈,ӕрхӕндӕг
682,lebendig::A,살아있는,цардӕгас
683,gut::A,좋은,хорз
684,schlecht::A,나쁜,цауд
685,richtig::A,바른,раст
686,schlimm::A,못된,ӕвзӕр
687,wahr::A,참된,ӕцӕг
688,alt::A,늙은,зӕронд
689,neu::A,새,ног
690,ehemalig::A,전의,раздӕры
691,alt[Lebewesen]::A,낡은,ацӕргӕ
692,jung::A,젊은,ӕрыгон
693,arm::A,가난한,мӕгуыр
694,reich::A,풍부한,хъӕздыг
695,bekannt::A,저명한,зонгӕ
696,berühmt::A,유명한,номдзыд
697,fremd::A,타처이,æцæгæлон
698,verschieden::A,따른,æндæр æмæ æндæр
699,verschieden::A,따른,алы
700,verschieden::A,따른,алыхуызон
701,nah::A,가까운,хӕстӕг
702,fern::A,먼,дард
703,fern::A,먼,дӕрддаг
704,linker::A,왼쭉의,галиу
705,rechter::A,오른쪽의,рахиз
706,anderer::A,다른,иннӕ
707,anderer::A,다른,ӕндӕр
708,erster::A,첫째,фыццаг
709,erster::A,첫째,фыццӕгӕм
710,zweiter::A,둘째,дыккаг
711,zweiter::A,둘째,дыккæгæм
712,dritter::A,셋째,æртыккаг
713,dritter::A,셋째,æртыккæгæм
714,letzter::A,의후자의,фӕстаг
715,allein::ADV,훌로,иунæг
716,auf einmal::ADV,갑자기,уайтагъд
717,auf einmal::ADV,갑자기,æвиппайды
718,auf einmal::ADV,갑자기,æваст
719,zusammen::ADV,모아서,иумӕ
720,lange::ADV,오래,бирæ рæстæг
721,plötzlich::ADV,둘연한,æвиппайды
722,plötzlich::ADV,둘연한,æваст
723,sofort::ADV,즉시,уыцы сахат
724,sofort::ADV,즉시,уайтагъд
725,später::ADV,보다늦은,фæстæдæр
726,jetzt::ADV,목하,ныр
727,heute::ADV,오늘,абон
728,morgen::ADV,내일,райсом
729,bald::ADV,곱,тагъд
730,bald::ADV,곱,рæхджы
731,dann::ADV,그경우에,стæй
732,gestern::ADV,어제,знон
733,einst::ADV,옛날에,кӕддӕр
734,damals::ADV,그때에,уæд
735,danach::ADV,그 뒤에,стæй
736,danach::ADV,그 뒤에,уый фæстæ
737,vorher::ADV,미리,раздæр
738,zuerst::ADV,최초로,фыццаг
739,einmal::ADV,한번,иу хатт
740,manchmal::ADV,땓대로,хатт
741,oft::ADV,땓대로,арæх
742,immer::ADV,늘,ӕдзух
743,niemals::ADV,결코...(하지)않다,никуы
744,niemals::ADV,결코...(하지)않다,никæд
745,hier::ADV,여기,ам
746,hierhin::ADV,여기로,ардӕм
747,dort::ADV,거기,уым
748,dorthin::ADV,저기예,уырдӕм
749,geradeaus::ADV,곧장,æргом
750,vorwärts::ADV,앞으로,размӕ
751,rückwärts::ADV,뒤로,фӕстӕмӕ
752,zurück::ADV,제자리로,фӕстӕмӕ
753,unten::ADV,아래에,дæлæ
754,unten::ADV,아래에,дæлейы
755,unten::ADV,아래에,бынæй
756,hinab::ADV,아래쪽으로,дӕлӕмӕ
757,hinab::ADV,아래쪽으로,уырдыгмӕ
758,oben::ADV,위에,уӕле
759,hinauf::ADV,위쪽으로,уӕлӕмӕ
760,überall::ADV,도처에,алыран
761,überall::ADV,도처에,алкæм
762,überall::ADV,도처에,кæмдæриддæр
763,nicht::ADV,안,нӕ
