,Concept_ID,kv,ta
670,wegen::PRP,понда,ஏனெனில்
671,dies::PRN,эта,இது
672,das::PRN,сiя,அது
673,alles::PRN,быдӧс,ஒவ்வொன்றும்
674,ich::PRN,ме,நான்
675,du::PRN,тэ,நீ
676,er::PRN,сiя,அவன்
677,wir::PRN,мийӧ,நாம்
678,wir::PRN,мийӧ,நாங்கள்
679,ihr::PRN,ті,நீங்கள்
680,sie::PRN,нія,அவர்கள்
681,was::FPRN,мый,என்ன
682,wer::FPRN,кин,யார்
683,wo::FADV,кытӧн,எங்கே
684,wohin::FADV,кытчӧ,எதற்கு
685,wie::FADV,дзик,எப்படி
686,warum::FADV,мыля,ஏன்
687,warum::FADV,мыйсянь,ஏன்
688,wieviel::FNUM,мымда,எவ்வளவு
689,eins::NUM,ӧт,ஒன்று
690,zwei::NUM,кык,இரண்டு
691,drei::NUM,куим,மூன்று
692,vier::NUM,нёль,நான்கு
693,fünf::NUM,вит,ஐந்து
694,sechs::NUM,квать,ஆறு
695,sieben::NUM,сизим,ஏழு
696,acht::NUM,кыкьямыс,எட்டு
697,neun::NUM,ӧкмыс,ஒன்பது
698,zehn::NUM,дас,பத்து
699,elf::NUM,дасотік,பதினொன்று
700,zwölf::NUM,даскык,பன்னிரண்டு
701,zwanzig::NUM,кыкдас,இருபது
702,dreißig::NUM,куимдас,முப்பது
703,vierzig::NUM,нёльдас,நாற்பது
704,fünfzig::NUM,витдас,ஐமபது
705,sechzig::NUM,кватьдас,அறுபது
706,siebzig::NUM,сизимдас,எழுபது
707,achtzig::NUM,кыкьямысдас,எண்பது
708,neunzig::NUM,ӧкмысдас,தொன்னூறு
709,hundert::NUM,сто,நூறு
710,tausend::NUM,тысяча,ஆயிரம்
711,und::CNJ,и,மற்றும்
712,und::CNJ,да,மற்றும்
713,oder::CNJ,или,அல்லது
714,stehen::V,сулавны,நில்
715,sitzen::V,пукавны,உட்கார்
716,liegen::V,куйлыны,படு
717,hängen::V,ӧшавны,தொங்கச் செய்
718,werden::V,лоны,ஆகு
719,passieren::V,аркмыны,நிகழ்
720,beginnen::V,петны,ஆரம்பி
721,enden::V,-сь,முடி
722,enden::V,бырны,முடி
723,wechseln::V,вежсьыны,மாற்று
724,aufgehen[Sonne]::V,петавны,உயர எழு
725,untergehen[Sonne]::V,пуксьыны,பொறுத்து
726,scheinen[Sonne]::V,югьявны,பிரகாசி
727,donnern::V,гымавны,இடி
728,wehen::V,пӧлявны,வீசு
729,strömen::V,киссьыны,பாயதல்
730,fließen::V,визывтны,நீரோட்டம் போக்கில் போ
731,sich drehen::V,бергавны,சுழல்
732,schwanken::V,кӧвьясьны,தள்ளாடு
733,schwingen::V,дюттясьны,ஆடு
734,fallen::V,усьны,விழு
735,brennen::V,сотчыны,எரி
736,rauchen::V,тшынасьны,பகை பிடி
737,regnen::V,зэрны,மழை பெய்
738,gefrieren::V,гегдыны,உறைந்துவிடு
739,tauen::V,сывны,உருகு
740,schmelzen::V,сывны,உருகு
741,trocknen::V,косьмыны,உலர்த்து
742,sieden::V,пизьны,கொதிக்க வை
743,faulen::V,нёльзьыны,அழுகச் செய்
744,verfaulen::V,тӧрмыны,அழுகச் செய்
745,verfaulen::V,сiсьмыны,அழுகச் செய்
746,reißen::V,косясьны,திடீரென அறு
747,versinken::V,вӧйны,மூழ்கு
748,vergehen::V,мунны,கடந்துசெல்
749,erscheinen::V,мыччисьны,தோன்றச்
750,verschwinden::V,ӧшны,மறைந்து போ
751,sinken::V,ямны,பதைவுறு
752,abnehmen::V,ямны,குறை
753,zunehmen::V,паськавны,உயர்த்து
754,steigen::V,лэбтiсьны,உயர எழு
755,wachsen::V,быдмыны,வளர்
756,glänzen::V,свиттявны,மிளிர்
757,funkeln::V,югйовтлыны,பிரகாசி
758,funkeln::V,югйӧв-керны,பிரகாசி
759,lärmen::V,чавзыны,கொம்பு
760,läuten::V,диньгыны,மணியொலியிசை
761,klingeln::V,силькӧтны,மணி அடி
762,klirren::V,жольӧтны,கிலுங்கு
763,brausen::V,гуасьны,இரைதல்
764,rauschen::V,кышӧтны,சலசலப்பு
765,klingen::V,горавны,சிலம்புதல்
766,bellen::V,увтны,குரை
767,bellen::V,вувтны,குரை
768,heulen::V,уннявны,ஊளையிடு
769,blasen::V,пӧлявны,ஊது
770,pfeifen::V,пиксыны,சீழ்க்கை எழப்பு
771,schreien::V,айзыны,கூச்சலிடு
772,stöhnen::V,ойзыны,வேதனை
773,stöhnen::V,ружтыны,வேதனை
774,zittern::V,легьявны,நடுங்கு
775,leben::V,овны,உயிருடனிரு
776,geboren werden::V,шогмыны,பிற
777,atmen::V,лолавны,சுவாசி
778,trinken::V,юны,குடி
779,essen::V,сёйны,சாப்பிடு
780,schlucken::V,ньылавны,முழுங்கு
781,müde werden::V,мыдзны,கையயர்தல்
782,einschlafen::V,ланьтны,தூங்க
783,schlafen::V,узьны,தூங்கு
784,aufwachen::V,саймыны,எழுப்பு
785,aufwachen::V,пальмыны,எழுப்பு
786,aufstehen::V,сувтны,எழுந்திரு
787,sich erholen::V,шоччисьлыны,இளைப்பாறு
788,krank werden::V,моржитны,விழுதல்
789,krank sein::V,шогавны,நருக்கலாயிருக்க
790,krank sein::V,визьӧтны,நருக்கலாயிருக்க
791,schmerzen::V,висьны,நோவுறு
792,husten::V,кашляйтны,இருமு
793,genesen::V,бурдны,குணம் அடை
794,sterben::V,кувны,மரணமடை
795,umkommen::V,вийсьыны,நசி
796,sich bewegen::V,локны,நகர்த்து
797,sich bewegen::V,ветлӧтны,நகர்த்து
798,sich rühren::V,вӧрзьӧтчыны,அசை
799,sich erheben::V,сувтны,எழுந்து நில்
800,sich setzen::V,пуксьыны,உட்கார்
801,hinfallen::V,пӧрласьны,விழு
802,laufen::V,мунны,நட
803,schreiten::V,тальччавны,கவடுவைத்தல்
804,spazierengehen::V,котрасьны,உலவு
805,eilen::V,тэрмасьны,விரைந்து
806,sich beeilen::V,тэрмасьны,அவசரப்படுத்து
807,sausen::V,вирдавны-котӧртны,விரைந்து செல்
808,springen::V,чеччавны,குதி
809,klettern::V,кышасьны,ஏறு
810,schaukeln::V,чурликасьны,தள்ளாடு
811,kriechen::V,кыскасьны-мунны,மெதுவாக நடந்து செல்
812,schwimmen::V,вартчыны,நீந்து
813,tauchen::V,сунгисьны ваӧ,மூழ்கி நீச்சலடி
814,rudern::V,сынны,துடுப்புப் போடு
815,fahren::V,мунны,ஓட்டு
816,fliegen::V,лэбавны,பற
817,gehen::V,мунны,போ
818,weggehen::V,мунны,விலகிச் செல்
819,abfahren::V,иньдӧтчыны,புறப்பட்டுச் செல்
820,abfahren::V,мунны,புறப்பட்டுச் செல்
821,anhalten::V,сувтны,நின்றுவிடு
822,hineingehen::V,пырны,மறையச் செய்
823,eintreten::V,пырны,நுழை
824,kommen::V,локны,வா
825,ankommen::V,локны,வநது சேர்
826,zurückkommen::V,бертны,திரும்பி வா
827,zurückkommen::V,панӧвтсьыны,திரும்பி வா
828,bleiben::V,кольччыны,இரு
829,warten::V,видзчисьны,தாமதி
830,erwarten::V,видзчисьны,எதிர்நோக்கு
831,suchen::V,кошшыны,தேடு
832,finden::V,адззыны,கண்டுபிடி
833,versuchen::V,пондыны,முயற்சி செய்
834,versuchen::V,пондӧтны,முயற்சி செய்
835,vorbereiten::V,лӧсьӧтны,ஆயத்தம் செய்
836,lieben::V,милуйтны,அன்பு செலுத்து
837,mögen::V,радейтны,விரும்பு
838,lachen::V,серавны,சிரி
839,rühren::V,сьӧлӧм вӧрзьӧтны,இதயத்தைத் தொடு
840,weinen::V,горзыны,அழு
841,schimpfen::V,видчыны,சாபமிடு
842,sich ärgern::V,лёкавны,கோப்பபடு
843,sich fürchten::V,повны,பயப்படு
844,fürchten::V,повны,பயப்படுத்து
845,fliehen::V,пышшыны,ஓடு
846,flüchten::V,пышшыны,தப்பிவிடு
847,sehen::V,адззыны,பார்
848,anschauen::V,видзӧтны,கூர்ந்து கவனி
849,ansehen::V,видзӧтны,கவனி
850,hören::V,кывны,கேள்
851,zuhören::V,кывзыны,சுவைத்துப் பார்
852,probieren::V,пешлыны,ருசி
853,riechen::V,дукавны,முகர்ந்து பார்
854,fühlen::V,кывны,தொட்டுணர்
855,scheinen::V,декуйтчыны,காணப்படு
856,zu sehen sein::V,тыдавны,தோன்றுதல்
857,vernehmen::V,тӧдмавны,கேள்
858,frieren::V,гегдыны,குதுகுதுகு
859,tun::V,керны,செய்
860,können::V,вермыны,இயல்வது
861,wollen::V,мӧдны,விரும்பு
862,anfangen::V,петны,தொடங்கு
863,beenden::V,ештӧтны,முடி
864,beenden::V,керыштны,முடி
865,aufhören::V,дугдыны,நிறுத்து
866,gelingen::V,шогмыны,வெற்றி
867,geraten::V,мыччисьны,ஏற்படுத்து
868,öffnen::V,осьтны,திற
869,schließen::V,пӧднавны,மூடு
870,stellen::V,сувтӧтны,வை
871,setzen::V,пуксьӧтны,வை
872,legen::V,пуктыны,பரப்பி வை
873,berühren::V,вӧрзьӧтны,பதி
874,verbinden::V,йитны,சேர்
875,bedecken::V,вевттьыны,உறைபோடு
876,aufhängen::V,ӧшӧтны,தொங்கவிடு
877,anzünden::V,ӧзтыны,எரியூட்டு
878,aufheben::V,лэбтыны,பொறுக்கி எடு
879,zurücklassen::V,кольны,விட்டுச் செல்
880,verlieren::V,ӧштыны,இழ
881,fallen lassen::V,уськӧтны,அளவில் குறைவு
882,machen::V,керны,தயார்செய்
883,herstellen::V,вӧчны,உற்பத்தி செய்
884,bauen::V,строитны,கட்டு
885,reparieren::V,вочны,பழுது பார்
886,verbessern::V,бурсьӧтны,மேம்படுத்து
887,ändern::V,вежны,மாற்றி அமை
888,graben::V,гарйыны,குழி வெட்டு
889,beugen::V,кусіньтны,வனை
890,biegen::V,чукыльтыштны,வனை
891,drehen::V,бергӧтны,சுழல்
892,wenden::V,бергӧтны,குடைகவிழு
893,umdrehen::V,бергӧтны,சுற்றும் முற்றும் பார்
894,heben::V,лэбтыны,தூக்கு
895,hochheben::V,лэбтыны,தூக்கு
896,ergreifen::V,кватитны,பறி
897,halten::V,видзны,பிடித்துக் கொள்
898,drücken::V,личкыны,அழுத்து
899,schieben::V,тойлавны,தள்ளு
900,kratzen::V,шаркӧтны,கீறு
901,lecken::V,нювны,நக்கு
902,beißen::V,йирны,கடி
903,abreißen::V,орӧтны,கிழி
904,abschneiden::V,шӧрыштны,வெட்டி எடு
905,abschneiden::V,вундыштны,வெட்டி எடு
906,binden::V,гӧрдззыны,கட்டு
907,stecken::V,мӧртны,பதிய வை
908,brechen::V,жугдыны,உடை
909,klopfen::V,зукӧтны,தட்டு
910,hauen::V,желльыны,அடி
911,kleben::V,лякӧтны,ஒட்டு
912,reiben::V,зыртны,தேய்
913,streichen::V,мавтны,பரவச்செய்
914,schleifen::V,кыскыны,அரை
915,schneiden::V,вундавны,துண்டாக்கு
916,rütteln::V,шатлавны,மெல்ல தள்ளு
917,schütteln::V,зыбӧтны,குலுக்கு
918,schwenken::V,ӧвтны,ஊஞ்சலாடு
919,schwenken::V,макайтны,ஊஞ்சலாடு
920,schütten::V,кисьтны,ஊற்று
921,füllen::V,тыртны,நிரப்பு
922,füllen::V,тырсьӧтны,நிரப்பு
923,einwickeln::V,тубны,சுற்று
924,tragen::V,новйӧтны,எடுத்துச் செல்
925,schleppen::V,кыскыны,இழுத்துச் செல்
926,ziehen::V,кыскыны,இழு
927,aufbewahren::V,видзны,வைத்துக் கொள்
928,werfen::V,шентывлыны,வீசி எறி
929,fangen::V,кутны,பிடி
930,packen::V,кутасьны,பிடித்துக்கொள்
931,packen::V,кватитны,பிடித்துக்கொள்
932,verstecken::V,дзебны,மறை
933,teilen::V,торйӧтны,பாகங்களாகப் பிரி
934,schicken::V,иньдыны,அனுப்பு
935,bringen::V,вайны,கொண்டு வா
936,hinzufügen::V,содтыны,சேர்
937,bekommen::V,получитны,பெறு
938,erhalten::V,получитны,பெறு
939,nehmen::V,босьтны,எடு
940,wählen::V,бӧрйыны,தேர்ந்தெடு
941,auswählen::V,бӧрйыны,தேர்ல்தெடு
942,bewahren::V,видзны,கெடாது பேணு
943,behindern::V,падтыны,தடங்கல் செய்
944,verderben::V,изводавны,நாசமாக்கு
945,beschädigen::V,паздыны,சேதப்படுத்து
946,zerbrechen::V,паздыны,உடை
947,zerreißen::V,косявны,கிழி
948,zerstören::V,паздыны,அழி
949,verbrennen::V,сотны,எரியூட்டு
950,geben::V,сетны,கொடு
951,reichen::V,сетны,வழங்கு
952,schenken::V,козьнавны,மொயத்தல்
953,versprechen::V,кӧсйыны,உறுதியளி
954,wünschen::V,бурсьыны,ஆசைப்படு
955,loben::V,ошкыны,புகழ்ச்சி கூறு
956,küssen::V,окавны,முத்தமிடு
957,wiegen::V,тюттьӧтны,ஆட்டுத்தல்
958,zudecken::V,вевттьыны,உறைபோடு
959,wecken::V,саймӧтны,எழுப்பு
960,zeigen::V,мыччавны,காட்டு
961,führen::V,нуӧтны,வழிகாட்டி
962,lehren::V,велӧтны,சொல்லிக் கொடு
963,unterrichten::V,велӧтны,அறிவுரை கூறு
964,aufziehen::V,быдтыны,வளர்
965,leiten::V,юравны,அழைத்துச் செல்
966,leiten::V,веськӧтлыны,அழைத்துச் செல்
967,antreiben::V,тэрмӧтны,தூண்டு
968,lassen::V,-ӧтыны,விடு
969,einladen::V,корны,அழை
970,vereinigen::V,ӧтувтны,ஒன்றாகச் சேர்
971,vereinigen::V,ӧтлаавны,ஒன்றாகச் சேர்
972,besuchen::V,пыравлыны,வருகை புரி
973,treffen::V,пантавны,சந்தி
974,sich versammeln::V,ӧксьыны,தொகுப்பு
975,spielen::V,орсны,விளையாடு
976,singen::V,сьывны,பாடு
977,tanzen::V,йӧктыны,நடனமாடு
978,sich trennen::V,торьясьны,தனிப்படடுத்து
979,verlassen::V,кольны,கைவிடு
980,retten::V,мынтны,காப்பாற்று
981,bewachen::V,смекайтны,காவல் செய்
982,schützen::V,дорйыны,பாதுகாப்பு செய்
983,verteidigen::V,дорйыны,எதிர்த்து நில்
984,sich schlagen::V,тышкасьны,பூசலிடு
985,schießen::V,лыйны,சுட்டுக் கொல்
986,siegen::V,вермыны,வெற்றி பெறு
987,ärgern::V,лӧгӧтны,எரிச்சலூட்டு
988,schlagen::V,базнитны,அடி
989,treten::V,чужьявны,உதை
990,stechen::V,бытшкыны,கொட்டு
991,stoßen::V,тапкыны,நெருக்கு
992,stoßen::V,тойыштны,நெருக்கு
993,stehlen::V,гусявны,திருடு
994,stören::V,костіавны,தொல்லைகொடு
995,belästigen::V,назыляйтны,தொல்லை கொடு
996,verbergen::V,дзебны,மறை
997,täuschen::V,бӧбӧтны,ஏமாற்று
998,täuschen::V,пӧрьявны,ஏமாற்று
999,betrügen::V,муклачитны,ஏமாற்று
1000,töten::V,вийны,கொல்
1001,wohnen::V,овны,தங்கியிரு
1002,arbeiten::V,уджавны,வேலை செய்
1003,sammeln::V,ӧктыны,ஒன்றுசேர்
1004,pflücken::V,судзлавны,கொய்து எடு
1005,jagen::V,вӧравны,வேட்டையாடு
1006,fischen::V,чериавны,மீன் பிடி
1007,fassen::V,кутны,பிடி
1008,hüten::V,вердны,காவல் செய்
1009,hüten::V,йирсьӧтны,காவல் செய்
1010,treiben::V,вашӧтны,ஓட்டு
1011,anbinden::V,кӧртавны,கட்டு
1012,füttern::V,вердны,உணவளி
1013,melken::V,высьтыны,பால் கற
1014,melken::V,чилькӧтны,பால் கற
1015,hacken::V,керавны,வெட்டி எடு
1016,gießen::V,киськавны,நீர்ப் பாய்ச்சு
1017,reifen::V,кисьмыны,பழு
1018,zubereiten::V,лӧсьӧтны,சமையல் செய்
1019,kochen::V,пуны,வேகவை
1020,backen::V,пӧжавны,வெப்பத்தில் வாட்டு
1021,braten::V,жаритны,பொரியச் செய்
1022,umrühren::V,соравны,கலக்கு
1023,stricken::V,домавны,பின்னியிழை
1024,nähen::V,вурны,தையல் வேலை செய்
1025,färben::V,краситны,வண்ணம் பெறச் செய்
1026,reinigen::V,весӧтны,சுத்தம் செய்
1027,waschen::V,пеславны,கழுவு
1028,abwischen::V,чышкыны,துடை
1029,spülen::V,гывьявны,அலசு
1030,fegen::V,чышкыны,பெறுக்கு
1031,kehren::V,чышкыны,பெறுக்கு
1032,baden::V,купайтчыны ,குளி
1033,sich waschen::V,миссьыны,கழுவு
1034,ausziehen::V,гыжтӧтны,கழற்று
1035,ausziehen::V,пӧрччавны,கழற்று
1036,anziehen::V,пасьтавны,புனைதல்
1037,sich anziehen::V,пасьтасьны,உடுத்துதல்
1038,kämmen::V,сынавны,தலை வாரிக் கொள்
1039,schmücken::V,баситны,அழகுபடுத்து
1040,sagen::V,висьтавны,சொல்
1041,sprechen::V,шуны,பேசு
1042,reden::V,баитны,பெசு
1043,sich unterhalten::V,сёрнитны,இயல்பாக பேசிக்கொண்டிரு
1044,fragen::V,юавны,கேள்
1045,bitten::V,корны,வேண்டு
1046,erzählen::V,висьтавны,சொல்
1047,mitteilen::V,висьтавны,சொல்
1048,nennen::V,нимтны,பெயரிடுதல்
1049,rufen::V,китсавны,கூச்சலிடு
1050,rufen::V,корны,கூச்சலிடு
1051,rufen::V,чукӧстны,கூச்சலிடு
1052,prahlen::V,ошшасьны,தற்பெருமை பேசு
1053,übersetzen::V,вуджӧтны,மொழிபெயர்ப்பு செய்
1054,denken::V,чайтны,யோசி
1055,glauben::V,веритны,நம்பு
1056,bemerken::V,казявны,கவனி
1057,erkennen::V,тӧдсавны,அடையாளம் கண்டுகொள்
1058,begreifen::V,вежӧртны,பற்றிக்கொள்
1059,verstehen::V,кывны,புரிந்து கொள்
1060,lernen::V,велӧтчыны,கற்றுக்கொள்
1061,wissen::V,тӧдны,தெரிந்திரு
1062,sich erinnern an::V,касьтывны,நினைவு கூர்
1063,vergessen::V,вунӧтны,மற
1064,messen::V,меряйтны,அளவிடு
1065,zählen::V,лыддьыны,எண்ணு
1066,rechnen::V,лыддьыны,கணக்கிடு
1067,lesen::V,лыддьӧтны,படி
1068,zeichnen::V,гижмавны,வரை
1069,schreiben::V,гижны,எழுது
1070,besitzen::V,лоны,உடைமையாகக் கொண்டிரு
1071,kaufen::V,небны,வாங்கு
1072,verkaufen::V,вузавны,விற்பனை செய்
1073,bezahlen::V,вештыны,இறுத்தல்
1074,zahlen::V,вештыны,பணம் செலுத்து
1075,ertragen::V,терпитны,தாங்கு
1076,Insel::N,,தீவு
1077,Menge::N,,தொகை
1078,Gewalt::N,,வன்முறை
1079,Alter::N,,வயது
1080,richtig::A,,சரியான
1081,wahr::A,,உண்மையான
1082,berühmt::A,,புகழ்பெற்ற
1083,allein::ADV,,தனியாக
1084,rennen::V,,ஓடு
1085,malen::V,,வண்ணச்சித்திரம்
1086,beherrschen::V,,ஆட்சிசெய்
