,Concept_ID,pt,xal
812,hierhin::ADV,para cá,нааран
813,von hier::ADV,daqui,эндәс
814,dort::ADV,lá,тенд
815,dort::ADV,ali,тенд
816,dorthin::ADV,lá,тиигән
817,dorthin::ADV,para lá,тиигән
818,geradeaus::ADV,em frente,шуд
819,vorwärts::ADV,avante,уралан
820,rückwärts::ADV,para trás,гедргән
821,zurück::ADV,atrás,хәрү
822,unten::ADV,debaixo,дор
823,unten::ADV,em baixo,дор
824,hinab::ADV,para baixo,дор
825,hinab::ADV,para baixo,доракшан
826,oben::ADV,em cima,деер
827,hinauf::ADV,para cima,өөдән
828,hinauf::ADV,para cima,деер
829,überall::ADV,em toda parte,альд болв чигн
830,nicht::ADV,não,эс
831,nicht::ADV,não,биш
832,nicht::ADV,não,бичә
833,ein wenig::ADV,um pouco,баахн
834,ein wenig::ADV,um pouco,баахнар
835,ein wenig::ADV,um bocado,баахн
836,ein wenig::ADV,um bocado,баахнар
837,kaum::ADV,apenas,әрә
838,sehr::ADV,muito,йир
839,so::ADV,tão,иигҗ
840,so::ADV,assim,иигҗ
841,noch::ADV,ainda,ода чигн
842,nur::ADV,só,һанцхн
843,nur::ADV,apenas,һанцхн
844,nur::ADV,somente,һанцхн
845,schon::ADV,já,одх
846,wieder::ADV,outra vez,бас
847,vergebens::ADV,em vão,киидән
848,vor::PRP,diante de,урд
849,hinter::PRP,atrás de,ца
850,unter::PRP,sob,дор
851,unter::PRP,debaixo de,дор
852,durch::PRP,por,ивт
853,durch::PRP,por,дундаһур
854,durch::PRP,através de,ивт
855,durch::PRP,através de,дундаһур
856,neben::PRP,junto de,хаҗуд
857,neben::PRP,ao lado de,хаҗуд
858,zwischen::PRP,entre,хоорнд
859,wegen::PRP,por,көлтә
860,wegen::PRP,por,деерәс
861,wegen::PRP,por causa de,көлтә
862,wegen::PRP,por causa de,деерәс
863,dies::PRN,isto,эн
864,das::PRN,isso,тер
865,das::PRN,aquilo,тер
866,alles::PRN,todo,цуһар
867,ich::PRN,eu,би
868,du::PRN,tu,чи
869,er::PRN,ele,тер
870,wir::PRN,nós,мадн
871,ihr::PRN,vós,та
872,ihr::PRN,vocês,та
873,sie::PRN,eles,тедн
874,was::FPRN,quê,юн
875,wer::FPRN,quem,кен
876,wo::FADV,onde,хама
877,wohin::FADV,aonde,хамаран
878,wohin::FADV,para onde,хамаран
879,wie::FADV,como,яһҗ
880,wie::FADV,como,яһад
881,warum::FADV,porquê,юңгад
882,warum::FADV,por que,юңгад
883,wieviel::FNUM,quanto,кедү
884,eins::NUM,um,негн
885,zwei::NUM,dois,хойр
886,drei::NUM,três,һурвн
887,vier::NUM,quatro,дөрвн
888,fünf::NUM,cinco,тавн
889,sechs::NUM,seis,зурһан
890,sieben::NUM,sete,долан
891,acht::NUM,oito,нәәмн
892,neun::NUM,nove,йисн
893,zehn::NUM,dez,арвн
894,elf::NUM,onze,арвн негн
895,zwölf::NUM,doze,арвн хойр
896,zwanzig::NUM,vinte,хөрн
897,dreißig::NUM,trinta,һучн
898,vierzig::NUM,quarenta,дөчн
899,fünfzig::NUM,cinquenta,тәвн
900,sechzig::NUM,sessenta,җирн
901,siebzig::NUM,setenta,далн
902,achtzig::NUM,oitenta,найн
903,neunzig::NUM,noventa,йирн
904,hundert::NUM,cem,зун
905,hundert::NUM,cento,зун
906,tausend::NUM,mil,миңһн
907,und::CNJ,e,болн
908,oder::CNJ,ou,эс гиҗ
909,oder::CNJ,ou,эс гихлә
910,stehen::V,estar em pé,зогсх
911,sitzen::V,estar sentado,суух
912,liegen::V,jazer,кевтх
913,liegen::V,estar deitado,кевтх
914,hängen::V,pender,өлгәтә бәәх
915,hängen::V,estar pendurado,өлгәтә бәәх
916,werden::V,tornar-se,болх
917,passieren::V,acontecer,болх
918,beginnen::V,começar,эклх
919,enden::V,acabar,төгсх
920,enden::V,terminar,төгсх
921,wechseln::V,variar,хүврх
922,wechseln::V,alternar,хүврх
923,aufgehen[Sonne]::V,nascer,һарх
924,untergehen[Sonne]::V,pôr-se,орх
925,untergehen[Sonne]::V,pôr-se,сүүрлх
926,scheinen[Sonne]::V,brilhar,герлтх
927,donnern::V,trovejar,күрҗңнх
928,wehen::V,soprar,сальклх
929,strömen::V,correr,һооҗх
930,fließen::V,fluir,урсх
931,sich drehen::V,girar,эргх
932,schwanken::V,oscilar,дәәвлх
933,schwingen::V,vibrar,нәәхлх
934,fallen::V,cair,унх
935,fallen::V,cair,киисх
936,brennen::V,arder,шатх
937,rauchen::V,fumegar,ута һарһх
938,regnen::V,chover,орх
939,gefrieren::V,gelar,мөстх
940,gefrieren::V,congelar,мөстх
941,tauen::V,derreter,хәәлх
942,tauen::V,descongelar,хәәлх
943,schmelzen::V,fundir-se,хәәлх
944,schmelzen::V,fundir-se,хәәлгдх
945,trocknen::V,secar,эврх
946,sieden::V,ferver,буслх
947,faulen::V,estragar-se,үмкәрх
948,verfaulen::V,apodrecer,илҗрх
949,reißen::V,romper-se,тасрх
950,versinken::V,afundar-se,чивх
951,vergehen::V,passar,болх
952,erscheinen::V,aparecer,һарх
953,verschwinden::V,desaparecer,уга болх
954,sinken::V,descer,татгдх
955,abnehmen::V,diminuir,хасгдх
956,abnehmen::V,decrescer,хасгдх
957,zunehmen::V,crescer,өсх
958,zunehmen::V,aumentar,өсх
959,steigen::V,subir,немх
960,wachsen::V,crescer,өсх
961,wachsen::V,crescer,урһх
962,glänzen::V,brilhar,гилвкх
963,funkeln::V,cintilar,цәклх
964,lärmen::V,fazer barulho,шууглдх
965,läuten::V,chocalhar,хоңх
966,klingeln::V,tocar,җиңнулх
967,klirren::V,tinir,җиңнх
968,brausen::V,bramar,догшрхх
969,rauschen::V,murmurar,сарҗңнх
970,rauschen::V,rumorejar,сарҗңнх
971,klingen::V,soar,ә һарх
972,bellen::V,ladrar,хуцх
973,heulen::V,uivar,уульх
974,blasen::V,soprar,үләх
975,pfeifen::V,assobiar,ишкрх
976,schreien::V,gritar,хәәкрх
977,stöhnen::V,gemer,түңшх
978,zittern::V,tremer,дагҗннх
979,leben::V,viver,бәәх
980,geboren werden::V,nascer,төрх
981,atmen::V,respirar,әмсхлх
982,trinken::V,beber,уух
983,essen::V,comer,идх
984,schlucken::V,engolir,зальгх
985,müde werden::V,cansar-se,көшх
986,einschlafen::V,adormecer,унтх
987,schlafen::V,dormir,нөөрсх
988,aufwachen::V,acordar,серх
989,aufstehen::V,levantar-se,босх
990,sich erholen::V,descansar,амрх
991,krank werden::V,adoecer,гемтх
992,krank werden::V,ficar doente,гемтх
993,krank sein::V,estar doente,шалтглх
994,schmerzen::V,doer,өвдх
995,husten::V,tossir,ханях
996,genesen::V,convalescer,эдгх
997,sterben::V,morrer,үкх
998,sterben::V,morrer,өңгрх
999,umkommen::V,perecer,үкх
1000,sich bewegen::V,mover-se,көдлх
1001,sich bewegen::V,mover-se,көндрх
1002,sich rühren::V,mexer-se,көндрх
1003,sich erheben::V,levantar-se,босх
1004,sich setzen::V,sentar-se,суух
1005,hinfallen::V,cair,унх
1006,hinfallen::V,cair,киисх
1007,laufen::V,andar,йовх
1008,laufen::V,caminhar,йовх
1009,schreiten::V,andar,алхх
1010,schreiten::V,caminhar,алхх
1011,spazierengehen::V,passear,сергҗ йовх
1012,eilen::V,apressar-se,шулудх
1013,sich beeilen::V,apressar-se,адһх
1014,sich beeilen::V,apressar-se,шамдх
1015,sich beeilen::V,despachar-se,адһх
1016,sich beeilen::V,despachar-se,шамдх
1017,sausen::V,correr,хурдлх
1018,sausen::V,correr,йир_хурдар_гүүх
1019,sausen::V,correr,йир_хурдар_йовх
1020,rennen::V,correr,гүүх
1021,springen::V,saltar,һәрәдх
1022,klettern::V,trepar,давшх
1023,schaukeln::V,baloiçar,дүүдңндх
1024,kriechen::V,rastejar,мөлкх
1025,kriechen::V,arrastar-se,мөлкх
1026,schwimmen::V,nadar,усчх
1027,tauchen::V,mergulhar,булхх
1028,rudern::V,remar,хәәвдх
1029,fahren::V,ir,йовх
1030,fliegen::V,voar,нисх
1031,gehen::V,ir,йовх
1032,gehen::V,andar,йовх
1033,weggehen::V,partir,йовх
1034,weggehen::V,partir,одх
1035,weggehen::V,partir,һарх
1036,weggehen::V,partir,мөрлх
1037,weggehen::V,ir-se embora,йовх
1038,weggehen::V,ir-se embora,одх
1039,weggehen::V,ir-se embora,һарх
1040,weggehen::V,ir-se embora,мөрлх
1041,abfahren::V,sair,мордх
1042,abfahren::V,partir,мордх
1043,anhalten::V,parar,зогсх
1044,hineingehen::V,entrar,орх
1045,eintreten::V,entrar,орх
1046,kommen::V,vir,ирх
1047,ankommen::V,chegar,ирх
1048,zurückkommen::V,voltar,орх
1049,zurückkommen::V,regressar,орх
1050,bleiben::V,ficar,бәәх
1051,bleiben::V,permanecer,бәәх
1052,warten::V,esperar,күләх
1053,erwarten::V,esperar,күләх
1054,erwarten::V,aguardar,күләх
1055,suchen::V,buscar,хәәх
1056,suchen::V,procurar,хәәх
1057,finden::V,achar,олх
1058,finden::V,encontrar,олх
1059,versuchen::V,tentar,седх
1060,vorbereiten::V,preparar,белдх
1061,lieben::V,amar,дурлх
1062,lieben::V,querer,дурлх
1063,mögen::V,gostar de,таассгдх
1064,lachen::V,rir,инәх
1065,lachen::V,rir-se,инәх
1066,rühren::V,comover,уйрах
1067,weinen::V,chorar,уульх
1068,schimpfen::V,ralhar,харах
1069,sich ärgern::V,zangar-se,уурлх
1070,sich fürchten::V,ter medo de,әәх
1071,sich fürchten::V,ter receio de,әәх
1072,fürchten::V,temer,әәх
1073,fürchten::V,temer,сүрдх
1074,fürchten::V,recear,әәх
1075,fürchten::V,recear,сүрдх
1076,fliehen::V,fugir,зулх
1077,flüchten::V,refugiar-se,орһх
1078,flüchten::V,refugiar-se,зулх
1079,sehen::V,ver,үзх
1080,anschauen::V,olhar,харх
1081,ansehen::V,mirar,хәләх
1082,ansehen::V,mirar,үзх
1083,hören::V,ouvir,соңсх
1084,zuhören::V,escutar,соңсх
1085,probieren::V,provar,амсх
1086,probieren::V,saborear,амсх
1087,riechen::V,cheirar,үнрчлх
1088,fühlen::V,sentir,медх
1089,scheinen::V,parecer,болҗ медгдх
1090,scheinen::V,parecer,миниһәр болхла
1091,scheinen::V,parecer,болад бәәх
1092,zu sehen sein::V,estar à vista,үзгдх
1093,vernehmen::V,ouvir,соңсх
1094,frieren::V,ter frio,даарх
1095,tun::V,fazer,кех
1096,können::V,saber,чадх
1097,wollen::V,querer,дурлх
1098,anfangen::V,iniciar,эклх
1099,beenden::V,acabar,дуусх
1100,beenden::V,terminar,дуусх
1101,aufhören::V,cessar,уурх
1102,aufhören::V,desistir,уурх
1103,gelingen::V,sair bem,бүтх
1104,gelingen::V,sair bem,күцәх
1105,gelingen::V,dar bom resultado,бүтх
1106,gelingen::V,dar bom resultado,күцәх
1107,geraten::V,sair,болх
1108,geraten::V,dar resultado,болх
1109,öffnen::V,abrir,секх
1110,schließen::V,fechar,хаах
1111,stellen::V,pôr,тәвх
1112,stellen::V,colocar,тәвх
1113,setzen::V,pôr,суулһх
1114,setzen::V,meter,суулһх
1115,legen::V,pôr,тәвх
1116,legen::V,meter,тәвх
1117,berühren::V,tocar,көндәх
1118,verbinden::V,unir,боох
1119,verbinden::V,ligar,боох
1120,bedecken::V,cobrir,хучх
1121,bedecken::V,cobrir,бүркх
1122,aufhängen::V,pendurar,өлгх
1123,anzünden::V,acender,асах
1124,anzünden::V,acender,шатах
1125,aufheben::V,apanhar,өөдән өргх
1126,aufheben::V,levantar,өөдән өргх
1127,zurücklassen::V,deixar,үлдәх
1128,verlieren::V,perder,геех
1129,fallen lassen::V,deixar cair,алдх
1130,machen::V,fazer,кех
1131,herstellen::V,produzir,кех
1132,bauen::V,edificar,тосхх
1133,bauen::V,construir,тосхх
1134,reparieren::V,reparar,ясх
1135,reparieren::V,consertar,ясх
1136,verbessern::V,melhorar,сәәрүлх
1137,ändern::V,mudar,хүврәх
1138,ändern::V,alterar,хүврәх
1139,graben::V,cavar,малтх
1140,beugen::V,curvar,нуһлх
1141,biegen::V,vergar,матилһх
1142,drehen::V,girar,эргүлх
1143,wenden::V,virar,көмрх
1144,wenden::V,virar,эргүлх
1145,wenden::V,voltar,көмрх
1146,wenden::V,voltar,эргүлх
1147,umdrehen::V,virar,эргүлх
1148,umdrehen::V,revolver,эргүлх
1149,heben::V,levantar,өргх
1150,heben::V,levantar,деер өргх
1151,hochheben::V,erguer,өргх
1152,hochheben::V,levantar,өргх
1153,ergreifen::V,apanhar,бәрх
1154,halten::V,segurar,бәрх
1155,drücken::V,apertar,шахх
1156,schieben::V,empurrar,түлкх
1157,kratzen::V,raspar,мааҗх
1158,lecken::V,lamber,долах
1159,beißen::V,morder,хазх
1160,abreißen::V,arrancar,таслх
1161,abschneiden::V,talhar,тәәрх
1162,binden::V,ligar,боох
1163,stecken::V,meter,шаах
1164,stecken::V,meter,хатхх
1165,stecken::V,enfiar,шаах
1166,stecken::V,enfiar,хатхх
1167,brechen::V,romper,хамхлх
1168,brechen::V,quebrar,хамхлх
1169,klopfen::V,bater,цокх
1170,hauen::V,bater,цокх
1171,kleben::V,colar,наах
1172,reiben::V,esfregar,зүлгх
1173,streichen::V,barrar,наах
1174,streichen::V,barrar,лашх
1175,streichen::V,barrar,түркх
1176,schleifen::V,afiar,хурцлх
1177,schneiden::V,cortar,хәәчлх
1178,rütteln::V,sacudir,дәәвлүлх
1179,schütteln::V,abanar,сегсрх
1180,schütteln::V,sacudir,сегсрх
1181,schwenken::V,agitar,дайлх
1182,schütten::V,deitar,кех
1183,füllen::V,encher,дүүргх
1184,einwickeln::V,envolver,орах
1185,einwickeln::V,embrulhar,орах
1186,tragen::V,levar,зөөх
1187,tragen::V,trazer,зөөх
1188,schleppen::V,arrastar,чирх
1189,ziehen::V,puxar,татх
1190,aufbewahren::V,guardar,хадһлх
1191,aufbewahren::V,conservar,хадһлх
1192,werfen::V,lançar,хайх
1193,fangen::V,apanhar,бәрх
1194,fangen::V,apanhar,хавлх
1195,packen::V,agarrar,бәрх
1196,verstecken::V,esconder,дүрх
1197,verstecken::V,esconder,бултулх
1198,teilen::V,partir,хувах
1199,teilen::V,dividir,хувах
1200,schicken::V,enviar,илгәх
1201,bringen::V,trazer,авч ирх
1202,hinzufügen::V,acrescentar,немх
1203,bekommen::V,obter,авх
1204,erhalten::V,receber,авх 
1205,nehmen::V,tomar,авх
1206,wählen::V,eleger,шүүх
1207,wählen::V,escolher,шүүх
1208,auswählen::V,escolher,шүүх
1209,auswählen::V,seleccionar,шүүх
1210,bewahren::V,guardar,хадһлх
1211,bewahren::V,guardar,кевтнь үлдәх
1212,bewahren::V,guardar,кевтнь бәәлһх
1213,bewahren::V,conservar,хадһлх
1214,bewahren::V,conservar,кевтнь үлдәх
1215,bewahren::V,conservar,кевтнь бәәлһх
1216,behindern::V,impedir,харшлх
1217,verderben::V,estragar,үрәх
1218,verderben::V,corromper,үрәх
1219,beschädigen::V,danificar,эвдх
1220,zerbrechen::V,romper,күүлх
1221,zerbrechen::V,romper,хамхлх
1222,zerbrechen::V,quebrar,күүлх
1223,zerbrechen::V,quebrar,хамхлх
1224,zerreißen::V,rasgar,шуучх
1225,zerstören::V,destruir,эвдх
1226,verbrennen::V,queimar,шатах
1227,geben::V,dar,өгх
1228,reichen::V,passar,өгх
1229,schenken::V,oferecer,белглх
1230,versprechen::V,prometer,амлх
1231,wünschen::V,desejar,сә хәәх
1232,loben::V,louvar,магтх
1233,küssen::V,beijar,үмсх
1234,wiegen::V,embalar,саатулх
1235,zudecken::V,tapar,бүркх
1236,zudecken::V,cobrir,бүркх
1237,wecken::V,acordar,серүлх
1238,wecken::V,despertar,серүлх
1239,zeigen::V,mostrar,үзүлх
1240,führen::V,guiar,көтлх
1241,führen::V,conduzir,көтлх
1242,lehren::V,ensinar,заах
1243,lehren::V,ensinar,сурһх
1244,unterrichten::V,instruir,сурһх
1245,unterrichten::V,instruir,багшлх
1246,aufziehen::V,criar,өскәх
1247,leiten::V,dirigir,һардх
1248,leiten::V,dirigir,толһалх
1249,leiten::V,conduzir,һардх
1250,leiten::V,conduzir,толһалх
1251,antreiben::V,impelir,шамдах
1252,lassen::V,fazer,күч үзүлх
1253,einladen::V,convidar,үрх
1254,vereinigen::V,unir,хамцулх
1255,vereinigen::V,reunir,хамцулх
1256,besuchen::V,ir ver,одх
1257,besuchen::V,visitar,одх
1258,treffen::V,encontrar,харһх
1259,sich versammeln::V,reunir-se,цуглрх
1260,sich versammeln::V,reunir-se,хурх
1261,spielen::V,jogar,наадх
1262,spielen::V,brincar,наадх
1263,singen::V,cantar,дуулх
1264,tanzen::V,bailar,биилх
1265,sich trennen::V,apartar-se,хаһцх
1266,verlassen::V,deixar,хайх
1267,verlassen::V,abandonar,хайх
1268,retten::V,salvar,әм аврх
1269,retten::V,salvar,әәмшгәс харсх
1270,bewachen::V,vigiar,харх
1271,bewachen::V,vigiar,манх
1272,bewachen::V,guardar,харх
1273,bewachen::V,guardar,манх
1274,schützen::V,proteger,харсх
1275,verteidigen::V,defender,харсх
1276,sich schlagen::V,brigar,гүвдлдх
1277,sich schlagen::V,bater-se,гүвдлдх
1278,schießen::V,disparar,хах
1279,siegen::V,vencer,диилх
1280,ärgern::V,irritar,уурлулх
1281,ärgern::V,aborrecer,уурлулх
1282,schlagen::V,bater,цокх
1283,schlagen::V,bater,гүвдх
1284,treten::V,pisar,
1285,stechen::V,picar,хатхх
1286,stoßen::V,empurrar,түлкчкх
1287,stehlen::V,furtar,хулхалх
1288,stören::V,perturbar,һә болх
1289,belästigen::V,incomodar,амр эс өгх
1290,belästigen::V,importunar,амр эс өгх
1291,verbergen::V,ocultar,нуух
1292,verbergen::V,ocultar,бултулх
1293,verbergen::V,esconder,нуух
1294,verbergen::V,esconder,бултулх
1295,täuschen::V,iludir,меклх
1296,täuschen::V,enganar,меклх
1297,betrügen::V,burlar,меклх
1298,betrügen::V,burlar,мек һарһх
1299,betrügen::V,enganar,меклх
1300,betrügen::V,enganar,мек һарһх
1301,töten::V,matar,алх
1302,wohnen::V,morar,бәәх
1303,arbeiten::V,trabalhar,көдлх
1304,sammeln::V,recolher,түүх
1305,sammeln::V,coleccionar,түүх
1306,pflücken::V,colher,түүх
1307,pflücken::V,colher,хурах
1308,jagen::V,caçar,аңнх
1309,jagen::V,caçar,аңһучлх
1310,fischen::V,pescar,заһс аңнх
1311,fassen::V,apanhar,бәрх
1312,hüten::V,guardar,хәрүлх
1313,treiben::V,conduzir,туух
1314,anbinden::V,atar,уйх
1315,füttern::V,dar de comer a,теҗәх
1316,melken::V,ordenhar,саах
1317,hacken::V,rachar,чавчх
1318,gießen::V,regar,услх
1319,reifen::V,amadurecer,болх
1320,reifen::V,amadurecer,болвсрх
1321,zubereiten::V,preparar,белдх
1322,kochen::V,cozer,чанх
1323,kochen::V,cozer,болһх
1324,backen::V,cozer,болһх
1325,braten::V,assar,хуурх
1326,braten::V,fritar,хуурх
1327,umrühren::V,remexer,самрх
1328,stricken::V,tricotar,өлгх
1329,stricken::V,fazer malha,өлгх
1330,nähen::V,coser,уйх
1331,nähen::V,costurar,уйх
1332,färben::V,tingir,будх
1333,färben::V,colorir,будх
1334,reinigen::V,limpar,цеврлх
1335,reinigen::V,purificar,цеврлх
1336,waschen::V,lavar,уһах
1337,abwischen::V,limpar,арчх
1338,abwischen::V,esfregar,арчх
1339,spülen::V,lavar,зәәлх
1340,spülen::V,enxaguar,зәәлх
1341,fegen::V,varrer,сәвүрдх
1342,kehren::V,varrer,сәвүрдх
1343,baden::V,banhar,өөмх
1344,baden::V,tomar banho,өөмх
1345,sich waschen::V,lavar-se,уһах
1346,sich waschen::V,lavar-se,бийән уһаҗ
1347,ausziehen::V,despir,тәәлх
1348,anziehen::V,vestir,өмсх
1349,sich anziehen::V,vestir-se,хувцлх
1350,kämmen::V,pentear,самлх
1351,schmücken::V,adornar,чимх
1352,schmücken::V,adornar,кеерүлх
1353,sagen::V,dizer,келх
1354,sprechen::V,falar,келх
1355,reden::V,falar,күүндх
1356,reden::V,falar,күр_кех
1357,sich unterhalten::V,conversar,күүндх
1358,fragen::V,perguntar,сурх
1359,bitten::V,pedir,эрх
1360,erzählen::V,contar,келх
1361,erzählen::V,contar,келҗ өгх
1362,mitteilen::V,comunicar,медүлх
1363,mitteilen::V,participar,медүлх
1364,nennen::V,nomear,нерәдх
1365,nennen::V,nomear,нер өгх
1366,nennen::V,apelidar,нерәдх
1367,nennen::V,apelidar,нер өгх
1368,rufen::V,chamar,дуудх
1369,prahlen::V,gabar-se,көөрх
1370,prahlen::V,vangloriar-se,көөрх
1371,übersetzen::V,traduzir,орчулх
1372,denken::V,pensar,санх
1373,glauben::V,crer,шүтх
1374,glauben::V,crer,нәәлх
1375,bemerken::V,notar,темдглх
1376,bemerken::V,observar,темдглх
1377,erkennen::V,reconhecer,таньх
1378,erkennen::V,reconhecer,медх
1379,begreifen::V,apreender,медх
1380,begreifen::V,compreender,медх
1381,verstehen::V,entender,соңсх
1382,verstehen::V,compreender,соңсх
1383,lernen::V,aprender,сурх
1384,wissen::V,saber,медх
1385,sich erinnern an::V,lembrar-se de,санх
1386,sich erinnern an::V,recordar-se de,санх
1387,vergessen::V,esquecer,мартх
1388,messen::V,medir,кемҗәлх
1389,zählen::V,contar,тоолх
1390,rechnen::V,calcular,тоолх
1391,lesen::V,ler,умшх
1392,malen::V,pintar,зурх
1393,zeichnen::V,desenhar,зурх
1394,schreiben::V,escrever,бичх
1395,besitzen::V,possuir,эзлх
1396,kaufen::V,comprar,хулдҗ авх
1397,verkaufen::V,vender,хулдх
1398,verkaufen::V,vender,гүүлгх
1399,bezahlen::V,pagar,өгх
1400,zahlen::V,pagar,өгх
1401,beherrschen::V,imperar,эзлх
1402,ertragen::V,suportar,даах
