,Concept_ID,ar,tt
794,vor::PRP,أمام,алдыннан
795,hinter::PRP,خلف,арттан
796,hinter::PRP,وراء,арттан
797,unter::PRP,تحت,астында
798,durch::PRP,عبر,аша
799,durch::PRP,خلال,аша
800,neben::PRP,جنب,тирәсендә
801,neben::PRP,بجانب,тирәсендә
802,zwischen::PRP,بين,арасында
803,wegen::PRP,بسبب,сәбәпле
804,dies::PRN,هذا,бу
805,das::PRN,ذلك,ул
806,alles::PRN,الكل,һәммә
807,ich::PRN,أنا,мин
808,du::PRN,أنت,син
809,er::PRN,هو,ул
810,wir::PRN,نحن,без
811,ihr::PRN,أنتم,сез
812,ihr::PRN,أنتن,сез
813,sie::PRN,هم,ул
814,sie::PRN,هن,ул
815,was::FPRN,ما,ни
816,was::FPRN,ما,нәрсә
817,wer::FPRN,من,кем
818,wo::FADV,أين,кайда
819,wohin::FADV,إلى أين,кая
820,wie::FADV,كيف,ничек
821,warum::FADV,لماذا,нигә
822,wieviel::FNUM,كم,ничә
823,eins::NUM,واحد,бер
824,zwei::NUM,اثنين,ике
825,drei::NUM,ثلاثة,өч
826,vier::NUM,أربعة,дүрт
827,fünf::NUM,خمسة,биш
828,sechs::NUM,ستة,алты
829,sieben::NUM,سبعة,җиде
830,acht::NUM,ثمانية,сигез
831,neun::NUM,تسعة,тугыз
832,zehn::NUM,عشرة,ун
833,elf::NUM,أحد عشر,унбер
834,zwölf::NUM,اثنا عشر,унике
835,zwanzig::NUM,عشرون,егерме
836,dreißig::NUM,ثلاثون,утыз
837,vierzig::NUM,أربعون,кырык
838,fünfzig::NUM,خمسون,илле
839,sechzig::NUM,ستون,алтмыш
840,siebzig::NUM,سبعون,җитмеш
841,achtzig::NUM,ثمانون,сиксән
842,neunzig::NUM,تسعون,туксан
843,hundert::NUM,مئة,йөз
844,tausend::NUM,ألف,мең
845,und::CNJ,و,вә
846,oder::CNJ,أو,яки
847,oder::CNJ,أو,яисә
848,stehen::V,وقف,тору
849,sitzen::V,جلس,утыру
850,liegen::V,رقد,яту
851,hängen::V,تعلق,эленү
852,werden::V,صار,булу
853,werden::V,أصبح,булу
854,passieren::V,حدث,булу
855,beginnen::V,ابتدأ,башлану
856,enden::V,انتهى,бетү
857,wechseln::V,تغير,үзгәртү
858,aufgehen[Sonne]::V,شرق,чыгу
859,untergehen[Sonne]::V,غرب,бату
860,scheinen[Sonne]::V,أضاء,яктырту
861,donnern::V,رعد,күкрәү
862,wehen::V,هب,исү
863,strömen::V,جرى,агу
864,fließen::V,سال,агу
865,sich drehen::V,دار,бөтерелү
866,schwanken::V,ترنح,икеләнү
867,schwingen::V,ترجح,тирбәлү
868,fallen::V,سقط,егылу
869,brennen::V,احترق,яну
870,rauchen::V,دخن,төтәү
871,rauchen::V,دخن,төтенләү
872,regnen::V,أمطر,яву
873,gefrieren::V,تجمد,кату
874,tauen::V,ذاب,эрү
875,tauen::V,ذاب,эретү
876,schmelzen::V,ذاب,эрү
877,schmelzen::V,ذاب,эретү
878,trocknen::V,نشف,кибү
879,sieden::V,غلى,ургылу
880,faulen::V,فسد,черү
881,verfaulen::V,تعفن,черү
882,reißen::V,انقطع,өзелү
883,versinken::V,غرق,бату
884,vergehen::V,مضى,авышу
885,erscheinen::V,لاح,пәйда булу
886,erscheinen::V,ظهر,пәйда булу
887,verschwinden::V,غاب,югалу
888,verschwinden::V,غاب,юк булу
889,sinken::V,هبط,кимү
890,sinken::V,هبط,кайту
891,abnehmen::V,نقص,азаю
892,zunehmen::V,ازداد,арту
893,zunehmen::V,ازداد,күбәю
894,zunehmen::V,ازداد,ишәю
895,steigen::V,صعد,үсү
896,steigen::V,ارتفع,үсү
897,wachsen::V,نما,үсү
898,wachsen::V,نبت,үсү
899,glänzen::V,لمع,ялкылдау
900,funkeln::V,تلألأ,ялтырау
901,lärmen::V,ضج,шаулау
902,lärmen::V,صخب,шаулау
903,läuten::V,قرع,шалтырату
904,klingeln::V,دق,шалтырату
905,klirren::V,قعقع,чылтырау
906,brausen::V,عج,давыллау
907,brausen::V,عج,дулау
908,rauschen::V,حف,кыштырдау
909,klingen::V,رن,ишетелү
910,bellen::V,نبح,өрү
911,heulen::V,عوى,улау
912,blasen::V,نفخ,өрү
913,pfeifen::V,صفر,сызгырту
914,schreien::V,صرخ,кычкыру
915,stöhnen::V,أن,ыңгырашу
916,zittern::V,ارتعش,калтырау
917,zittern::V,ارتعش,калтырану
918,leben::V,عاش,яшәү
919,leben::V,عاش,гомер итү
920,geboren werden::V,ولد,туу
921,atmen::V,تنفس,сулау
922,trinken::V,شرب,эчү
923,essen::V,أكل,ашау
924,schlucken::V,جرع,йоту
925,müde werden::V,تعب,ялыгу
926,müde werden::V,تعب,йөгенү
927,einschlafen::V,نام,йокыга китү
928,schlafen::V,نام,йоклау
929,aufwachen::V,استيقظ,уяну
930,aufstehen::V,قام,тору
931,sich erholen::V,استجم,ял алу
932,sich erholen::V,استجم,истирахәт итү
933,krank werden::V,مرض,чирләү
934,krank sein::V,مرض,чирләү
935,schmerzen::V,آلم,авырту
936,husten::V,كح,ютәлләү
937,husten::V,سعل,ютәлләү
938,genesen::V,نقه,савыгу
939,genesen::V,نقه,сәламәтләнү
940,sterben::V,مات,үлү
941,sterben::V,مات,дөнья кую
942,sterben::V,مات,вафат булу
943,umkommen::V,هلك,үлү
944,sich bewegen::V,تحرك,йөрү
945,sich rühren::V,تحرك,кыймылдау
946,sich erheben::V,قام,басу
947,sich setzen::V,جلس,утыру
948,hinfallen::V,وقع,егылу
949,laufen::V,مشى,җәяүләү
950,schreiten::V,خطا,атлау
951,spazierengehen::V,تنزه,йөрү
952,spazierengehen::V,تنزه,йөргенү
953,eilen::V,عجل,ашыгу
954,sich beeilen::V,استعجل,ашыгу
955,sich beeilen::V,استعجل,кызулау
956,sausen::V,أسرع,җилдерү
957,rennen::V,عدا,йөгерү
958,rennen::V,ركض,йөгерү
959,springen::V,قفز,сикерү
960,klettern::V,تسلق,үрмәләү
961,schaukeln::V,تأرجح,атыну
962,kriechen::V,دب,шуышу
963,kriechen::V,دب,үрмәләү
964,kriechen::V,زحف,шуышу
965,kriechen::V,زحف,үрмәләү
966,schwimmen::V,سبح,йөзү
967,tauchen::V,غطس,чуму
968,rudern::V,جذف,ишү
969,fahren::V,ركب,бару
970,fahren::V,سافر,бару
971,fliegen::V,طار,очу
972,gehen::V,سار,йөрү
973,gehen::V,ذهب,йөрү
974,weggehen::V,ذهب,китү
975,weggehen::V,انصرف,китү
976,abfahren::V,رحل,кузгалу
977,anhalten::V,توقف,тукталу
978,hineingehen::V,دخل,инү
979,eintreten::V,دخل,инү
980,kommen::V,أتى,килү
981,kommen::V,جاء,килү
982,ankommen::V,وصل,бару
983,zurückkommen::V,عاد,кире кайту
984,zurückkommen::V,رجع,кире кайту
985,bleiben::V,مكث,калу
986,warten::V,انتظر,көтү
987,erwarten::V,ترقب,көтү
988,erwarten::V,انتظر,көтү
989,suchen::V,بحث,эзләү
990,finden::V,وجد,табу
991,versuchen::V,حاول,маташу
992,vorbereiten::V,أعد,хәзерләү
993,vorbereiten::V,حضر,хәзерләү
994,lieben::V,أحب,сөю
995,lieben::V,أحب,ярату
996,mögen::V,أحب,өнәү
997,lachen::V,ضحك,көлү
998,rühren::V,أثر,дулкынландыру
999,weinen::V,بكى,елау
1000,schimpfen::V,سب,сүгү
1001,schimpfen::V,سب,сүгенү
1002,schimpfen::V,شتم,сүгү
1003,schimpfen::V,شتم,сүгенү
1004,sich ärgern::V,زعل,ачулану
1005,sich fürchten::V,هاب,курку
1006,fürchten::V,خاف,калтырау
1007,fürchten::V,خاف,калтырану
1008,fürchten::V,خشي,калтырау
1009,fürchten::V,خشي,калтырану
1010,fliehen::V,هرب,арка бирү
1011,flüchten::V,فر,качу
1012,sehen::V,رأى,күрү
1013,anschauen::V,نظر,карау
1014,ansehen::V,نظر,карау
1015,ansehen::V,نظر,күзәтү
1016,hören::V,سمع,ишетү
1017,zuhören::V,أصغى,тыңлау
1018,probieren::V,ذاق,тату
1019,riechen::V,شم,иснәү
1020,riechen::V,استنشق,иснәү
1021,fühlen::V,شعر,тою
1022,fühlen::V,شعر,сизү
1023,scheinen::V,ظهر,күренү
1024,zu sehen sein::V,ظهر,күренү
1025,vernehmen::V,سمع,ишетү
1026,frieren::V,بردان,өшү
1027,frieren::V,بردان,күшегү
1028,tun::V,فعل,итү
1029,können::V,قدر,алу
1030,können::V,استطاع,алу
1031,wollen::V,شاء,теләү
1032,wollen::V,أراد,теләү
1033,anfangen::V,بدأ,керешү
1034,beenden::V,أنهى,бетерү
1035,beenden::V,أنهى,тәмамлау
1036,aufhören::V,توقف,бетү
1037,aufhören::V,انقطع,бетү
1038,gelingen::V,نجح,уңу
1039,geraten::V,طلع,сабышу
1040,öffnen::V,فتح,ачу
1041,schließen::V,أغلق,ябу
1042,stellen::V,وضع,кую
1043,stellen::V,أقام,кую
1044,setzen::V,أجلس,утырту
1045,legen::V,وضع,яткыру
1046,berühren::V,مس,тию
1047,berühren::V,لمس,тию
1048,verbinden::V,ربط,ялгау
1049,verbinden::V,وصل,ялгау
1050,bedecken::V,غطى,өрту
1051,bedecken::V,غطى,каплау
1052,bedecken::V,غطى,томалау
1053,aufhängen::V,علق,асу
1054,anzünden::V,أوقد,кабызу
1055,aufheben::V,لقط,күтәрү
1056,zurücklassen::V,ترك,калдыру
1057,verlieren::V,فقد,югалту
1058,fallen lassen::V,أسقط,төшерү
1059,machen::V,فعل,ясау
1060,machen::V,فعل,эшләү
1061,herstellen::V,صنع,ясау
1062,herstellen::V,أنتج,ясау
1063,bauen::V,بنى,кору
1064,bauen::V,شيد,кору
1065,reparieren::V,صلح,төзәтү
1066,verbessern::V,صحح,яхшырту
1067,ändern::V,غير,үзгәртү
1068,graben::V,حفر,казу
1069,beugen::V,ثنى,ию
1070,beugen::V,أحنى,ию
1071,biegen::V,لوى,бөгү
1072,drehen::V,أدار,бору
1073,drehen::V,أدار,бөтерү
1074,drehen::V,دور,бору
1075,drehen::V,دور,бөтерү
1076,wenden::V,قلب,бору
1077,umdrehen::V,قلب,түнтәрү
1078,heben::V,رفع,күтәрү
1079,hochheben::V,رفع,күтәрү
1080,ergreifen::V,مسك,эләктерү
1081,halten::V,مسك,тоту
1082,drücken::V,ضغط,кысу
1083,schieben::V,حرك,кузгату
1084,kratzen::V,خدش,тырнау
1085,lecken::V,لعق,ялау
1086,beißen::V,عض,тешләү
1087,abreißen::V,قلع,өзү
1088,abschneiden::V,قطع,кыю
1089,abschneiden::V,قطع,кисү
1090,binden::V,ربط,бәйләү
1091,stecken::V,دس,төртү
1092,stecken::V,دس,тыгу
1093,brechen::V,كسر,сындыру
1094,klopfen::V,طرق,шаку
1095,klopfen::V,طرق,шакылдау
1096,hauen::V,ضرب,кыйнау
1097,kleben::V,ألصق,ябыштыру
1098,reiben::V,حك,ышку
1099,streichen::V,نشر,ягу
1100,schleifen::V,سن,кайрау
1101,schneiden::V,قطع,кисү
1102,rütteln::V,رج,селкетү
1103,schütteln::V,هز,селкетү
1104,schwenken::V,لوح,болгау
1105,schütten::V,صب,кою
1106,füllen::V,ملأ,тутыру
1107,einwickeln::V,لف,төрү
1108,tragen::V,حمل,ташу
1109,schleppen::V,سحب,сөйрәү
1110,schleppen::V,سحب,өстерәү
1111,ziehen::V,سحب,тарту
1112,aufbewahren::V,حفظ,саклау
1113,werfen::V,رمى,ыргыту
1114,werfen::V,ألقى,ыргыту
1115,fangen::V,التقط,тоту
1116,packen::V,مسك,эләктерү
1117,verstecken::V,خبأ,яшерү
1118,teilen::V,قسم,бүлү
1119,schicken::V,بعث,җибәрү
1120,schicken::V,أرسل,җибәрү
1121,bringen::V,جلب,китерү
1122,hinzufügen::V,أضاف,өстәү
1123,bekommen::V,حصل,алу
1124,erhalten::V,استلم,алу
1125,nehmen::V,أخذ,алу
1126,wählen::V,اختار,сайлау
1127,auswählen::V,انتقى,сайлау
1128,bewahren::V,حافظ,саклау
1129,behindern::V,عاق,комачаулау
1130,verderben::V,أفسد,бозу
1131,beschädigen::V,أضر,бозу
1132,zerbrechen::V,كسر,вату
1133,zerreißen::V,مزق,өзү
1134,zerreißen::V,مزق,ерту
1135,zerstören::V,دمر,җимерү
1136,verbrennen::V,حرق,яндыру
1137,verbrennen::V,حرق,көйдерү
1138,geben::V,أعطى,бирү
1139,reichen::V,ناول,тапшыру
1140,schenken::V,وهب,бүләкләү
1141,versprechen::V,وعد,вәгъдә бирү
1142,wünschen::V,تمنى,котлау
1143,loben::V,مدح,мактау
1144,küssen::V,قبل,үбү
1145,wiegen::V,هدهد,тирбәтү
1146,zudecken::V,غطى,ябу
1147,zudecken::V,غطى,бөркәү
1148,wecken::V,أيقظ,уяту
1149,zeigen::V,أرى,күрсәтү
1150,führen::V,دل,йөртү
1151,lehren::V,علم,өйрәтү
1152,unterrichten::V,علم,укыту
1153,aufziehen::V,ربى,асрау
1154,leiten::V,دل,җитәкләү
1155,leiten::V,أدار,җитәкләү
1156,antreiben::V,حث,куалау
1157,antreiben::V,حث,әйдәләү
1158,antreiben::V,حث,ашыктыру
1159,lassen::V,حدا,мәҗбүр итү
1160,einladen::V,دعا,чакыру
1161,vereinigen::V,وحد,берләштерү
1162,besuchen::V,زار,керешү
1163,treffen::V,قابل,очрату
1164,sich versammeln::V,اجتمع,җыелышу
1165,spielen::V,لعب,уйнау
1166,singen::V,غنى,җырлау
1167,tanzen::V,رقص,бию
1168,sich trennen::V,افترق,аерылу
1169,sich trennen::V,افترق,ташлашу
1170,verlassen::V,ترك,ташлау
1171,verlassen::V,ترك,калдыру
1172,retten::V,نجى,коткару
1173,retten::V,أنقذ,коткару
1174,bewachen::V,حرس,каравыллау
1175,schützen::V,حمى,ышыклау
1176,verteidigen::V,دافع,яклау
1177,verteidigen::V,دافع,саклау
1178,sich schlagen::V,تضارب,сугышу
1179,schießen::V,أطلق,ату
1180,siegen::V,انتصر,җиңү
1181,ärgern::V,أزعل,ачуландыру
1182,schlagen::V,ضرب,ору
1183,schlagen::V,ضرب,бәрү
1184,schlagen::V,ضرب,тукмау
1185,treten::V,رفس,тибү
1186,stechen::V,شك,кадау
1187,stoßen::V,دفع,этү
1188,stehlen::V,سرق,урлау
1189,stören::V,ضايق,комачаулау
1190,belästigen::V,أزعج,борчу
1191,belästigen::V,أزعج,билмазалау
1192,verbergen::V,كتم,яшерү
1193,täuschen::V,خدع,алдату
1194,betrügen::V,غش,хәрәмләшү
1195,töten::V,قتل,үтерү
1196,wohnen::V,سكن,яшәү
1197,arbeiten::V,عمل,эшләү
1198,arbeiten::V,اشتغل,эшләү
1199,sammeln::V,جمع,туплау
1200,pflücken::V,جنى,өзү
1201,pflücken::V,قطف,өзү
1202,jagen::V,صاد,аулау
1203,fischen::V,اصطاد,балык тоту
1204,fassen::V,قبض,тоту
1205,hüten::V,رعى,көтү
1206,treiben::V,ساق,куалау
1207,anbinden::V,ربط,бәйләү
1208,füttern::V,علف,туйдыру
1209,melken::V,حلب,саву
1210,hacken::V,فرم,чабу
1211,gießen::V,سقى,сугару
1212,reifen::V,نضج,җитешү
1213,zubereiten::V,حضر,пешеренү
1214,kochen::V,طبخ,пешерү
1215,kochen::V,طبخ,кайнату
1216,backen::V,خبز,пешерү
1217,braten::V,قلى,куыру
1218,braten::V,قلى,кыздыру
1219,braten::V,حمر,куыру
1220,braten::V,حمر,кыздыру
1221,umrühren::V,قلب,бутау
1222,umrühren::V,قلب,болгату
1223,stricken::V,حاك,бәйләү
1224,nähen::V,خاط,тегү
1225,färben::V,صبغ,ману
1226,färben::V,لون,ману
1227,reinigen::V,نظف,чистарту
1228,waschen::V,غسل,юу
1229,abwischen::V,مسح,сөртү
1230,spülen::V,شطف,чайкау
1231,fegen::V,كنس,себерү
1232,kehren::V,كنس,себерү
1233,baden::V,استحم,коену
1234,sich waschen::V,اغتسل,юыну
1235,ausziehen::V,خلع,чишенү
1236,anziehen::V,لبس,кию
1237,sich anziehen::V,اكتسى,киенү
1238,kämmen::V,مشط,тарау
1239,schmücken::V,زين,бизәү
1240,schmücken::V,زين,бизәкләү
1241,sagen::V,قال,дию
1242,sagen::V,قال,әйтү
1243,sprechen::V,تكلم,сөйләү
1244,sprechen::V,تكلم,сөйләшү
1245,reden::V,تكلم,сөйләү
1246,sich unterhalten::V,تحادث,сөйләшү
1247,fragen::V,سأل,сорау
1248,fragen::V,سأل,сорашу
1249,bitten::V,رجا,үтенү
1250,erzählen::V,حكي,сөйләү
1251,mitteilen::V,بلغ,белдерү
1252,nennen::V,سمى,дию
1253,rufen::V,نادى,дәшү
1254,prahlen::V,فشر,мактану
1255,prahlen::V,فشر,шапырыну
1256,prahlen::V,تفاخر,мактану
1257,prahlen::V,تفاخر,шапырыну
1258,übersetzen::V,ترجم,күчерү
1259,denken::V,فكر,уйлау
1260,glauben::V,اعتقد,инану
1261,bemerken::V,لاحظ,искәрү
1262,erkennen::V,عرف,тану
1263,begreifen::V,فهم,аңлау
1264,begreifen::V,فهم,төшенү
1265,begreifen::V,أدرك,аңлау
1266,begreifen::V,أدرك,төшенү
1267,verstehen::V,فهم,аңлау
1268,verstehen::V,فهم,төшенү
1269,lernen::V,درس,уку
1270,lernen::V,درس,өйрәнү
1271,wissen::V,علم,белү
1272,sich erinnern an::V,تذكر,хәтерләү
1273,vergessen::V,نسي,оныту
1274,messen::V,قاس,үлчәү
1275,zählen::V,عد,санау
1276,zählen::V,أحصى,санау
1277,rechnen::V,حسب,исәпләү
1278,lesen::V,قرأ,уку
1279,malen::V,صور,рәсем ясау
1280,malen::V,صور,сурәт ясау
1281,malen::V,صور,сурәтләү
1282,zeichnen::V,رسم,язу-сызу
1283,zeichnen::V,رسم,сурәт ясау
1284,schreiben::V,كتب,язу
1285,besitzen::V,حاز,биләү
1286,besitzen::V,ملك,биләү
1287,kaufen::V,اشترى,алу
1288,verkaufen::V,باع,сату
1289,bezahlen::V,دفع,түләү
1290,zahlen::V,سدد,түләү
1291,beherrschen::V,حكم,ия булу
1292,ertragen::V,أطاق,чыдау
1293,ertragen::V,تحمل,чыдау
