,Concept_ID,pt,te
712,zusammen::ADV,juntos,కలిసి
713,lange::ADV,muito tempo,బహుకాలము
714,plötzlich::ADV,de repente,హరాత్తుగ
715,sofort::ADV,imediatamente,తక్షణము
716,später::ADV,mais tarde,ఇటీవలి
717,jetzt::ADV,agora,ఇప్పుడు
718,heute::ADV,hoje,నేడు
719,morgen::ADV,amanhã,ఱేపు
720,bald::ADV,logo,శీఘ్రముగ
721,bald::ADV,breve,శీఘ్రముగ
722,dann::ADV,então,అప్పుడు
723,dann::ADV,depois,అప్పుడు
724,gestern::ADV,ontem,నిన్నటి దినము
725,einst::ADV,antigamente,పూర్వమొకప్పుడు
726,damals::ADV,então,అప్పుడు
727,danach::ADV,logo,అప్పుడు
728,danach::ADV,depois,అప్పుడు
729,vorher::ADV,antes,ఎదుట
730,zuerst::ADV,primeiro,మొదటిలో
731,einmal::ADV,uma vez,ఒకసారి
732,manchmal::ADV,às vezes,అప్పటప్పటికి
733,oft::ADV,muitas vezes,తఱచుగా
734,immer::ADV,sempre,ఎల్లప్పుడు
735,niemals::ADV,nunca,ఎప్పుడునులేదు
736,hier::ADV,cá,ఇక్కడ
737,hier::ADV,aqui,ఇక్కడ
738,hierhin::ADV,para cá,ఇక్కడకు
739,von hier::ADV,daqui,ఇక్కడనుండి
740,dort::ADV,lá,అక్కడ
741,dort::ADV,ali,అక్కడ
742,dorthin::ADV,lá,అక్కడికి
743,dorthin::ADV,para lá,అక్కడికి
744,geradeaus::ADV,em frente,సూటిగా
745,vorwärts::ADV,avante,ముందుకు
746,rückwärts::ADV,para trás,వెనుకకు
747,zurück::ADV,atrás,వెనుకభాగము
748,unten::ADV,debaixo,క్రింద
749,unten::ADV,em baixo,క్రింద
750,hinab::ADV,para baixo,కిందికి
751,oben::ADV,em cima,మీద
752,hinauf::ADV,para cima,పైకి
753,überall::ADV,em toda parte,అంతటా
754,nicht::ADV,não,కాదు
755,ein wenig::ADV,um pouco,కొంచెము
756,ein wenig::ADV,um bocado,కొంచెము
757,kaum::ADV,apenas,చాలిచాలక
758,sehr::ADV,muito,చాల
759,so::ADV,tão,ఆలాగున
760,so::ADV,assim,ఆలాగున
761,noch::ADV,ainda,ఇప్పటికిని
762,nur::ADV,só,మాత్రము
763,nur::ADV,apenas,మాత్రము
764,nur::ADV,somente,మాత్రము
765,schon::ADV,já,ఇదివఱకే
766,wieder::ADV,outra vez,తిరిగి
767,vergebens::ADV,em vão,నిష్ఫలముగా
768,vor::PRP,diante de,ముందు
769,hinter::PRP,atrás de,వెనుక
770,unter::PRP,sob,క్రింద
771,unter::PRP,debaixo de,క్రింద
772,durch::PRP,por,ద్వారా
773,durch::PRP,através de,ద్వారా
774,neben::PRP,junto de,దగ్గెర
775,neben::PRP,ao lado de,దగ్గెర
776,zwischen::PRP,entre,మధ్య
777,wegen::PRP,por,కారణంగా
778,wegen::PRP,por causa de,కారణంగా
779,dies::PRN,isto,ఇది
780,das::PRN,isso,అది
781,das::PRN,aquilo,అది
782,alles::PRN,todo,సకలము
783,ich::PRN,eu,నేను
784,du::PRN,tu,నీవు
785,er::PRN,ele,అతడు
786,wir::PRN,nós,మనము
787,ihr::PRN,vós,మీరు
788,ihr::PRN,vocês,మీరు
789,sie::PRN,eles,వారు
790,was::FPRN,quê,ఏమి
791,wer::FPRN,quem,ఎవడు
792,wo::FADV,onde,ఎక్కడ
793,wohin::FADV,aonde,ఎందుకు
794,wohin::FADV,para onde,ఎందుకు
795,wie::FADV,como,ఎట్టు
796,warum::FADV,porquê,ఏల
797,warum::FADV,por que,ఏల
798,wieviel::FNUM,quanto,ఎంత
799,eins::NUM,um,ఒకటి
800,zwei::NUM,dois,రెండు
801,drei::NUM,três,మూడు
802,vier::NUM,quatro,నాలుగు
803,fünf::NUM,cinco,అయిదు
804,sechs::NUM,seis,ఆఱు
805,sieben::NUM,sete,ఏరు
806,acht::NUM,oito,ఎనిమదు
807,neun::NUM,nove,తొమ్మిది
808,zehn::NUM,dez,పది
809,elf::NUM,onze,పదునొకొండు
810,zwölf::NUM,doze,పండ్రండు
811,zwanzig::NUM,vinte,ఇరుపది
812,dreißig::NUM,trinta,ముప్పది
813,vierzig::NUM,quarenta,నలువది
814,fünfzig::NUM,cinquenta,ఏబది
815,sechzig::NUM,sessenta,అరుపది
816,siebzig::NUM,setenta,డెబ్బది
817,achtzig::NUM,oitenta,ఎనుబది
818,neunzig::NUM,noventa,తొంబది
819,hundert::NUM,cem,నూఱు
820,hundert::NUM,cento,నూఱు
821,tausend::NUM,mil,వేయి
822,und::CNJ,e,మఱియు
823,oder::CNJ,ou,లేక
824,stehen::V,estar em pé,నిలుచు
825,sitzen::V,estar sentado,కూర్చుండు
826,liegen::V,jazer,పండుకొనుట
827,liegen::V,estar deitado,పండుకొనుట
828,hängen::V,pender,వ్రేలాడదీయు
829,hängen::V,estar pendurado,వ్రేలాడదీయు
830,werden::V,tornar-se,అగు
831,passieren::V,acontecer,సంభవించు
832,beginnen::V,começar,ఆరంభించు
833,enden::V,acabar,తీరుట
834,enden::V,terminar,తీరుట
835,wechseln::V,variar,మార్చు
836,wechseln::V,alternar,మార్చు
837,aufgehen[Sonne]::V,nascer,ఉదయించు
838,untergehen[Sonne]::V,pôr-se,అస్తమించు
839,scheinen[Sonne]::V,brilhar,ప్రకాశించు
840,donnern::V,trovejar,ఉరుముట
841,wehen::V,soprar,దురద్పప్టము
842,strömen::V,correr,పారుట
843,fließen::V,fluir,ప్రవహించు
844,sich drehen::V,girar,తిరుగు
845,schwanken::V,oscilar,ఆడించుట
846,schwingen::V,vibrar,ఊగుట
847,fallen::V,cair,పడు
848,brennen::V,arder,కాలుట
849,rauchen::V,fumegar,పొగసుట
850,regnen::V,chover,కురిపించుట
851,gefrieren::V,gelar,గడ్డకట్టు
852,gefrieren::V,congelar,గడ్డకట్టు
853,tauen::V,derreter,కరగు
854,tauen::V,descongelar,కరగు
855,schmelzen::V,fundir-se,కరగు
856,trocknen::V,secar,యెండుట
857,sieden::V,ferver,ఉడుకు
858,faulen::V,estragar-se,క్రుళ్లు
859,verfaulen::V,apodrecer,క్షిణించు
860,reißen::V,romper-se,చించు
861,versinken::V,afundar-se,మునుగు
862,vergehen::V,passar,సంభవించు
863,erscheinen::V,aparecer,కనబడు
864,verschwinden::V,desaparecer,అదృశ్యమగు
865,sinken::V,descer,ముణుగుట
866,abnehmen::V,diminuir,తగ్గు
867,abnehmen::V,decrescer,తగ్గు
868,zunehmen::V,crescer,పెరుగుట
869,zunehmen::V,aumentar,పెరుగుట
870,steigen::V,subir,లేచు
871,wachsen::V,crescer,పెరుగు
872,glänzen::V,brilhar,ప్రకాశించు
873,funkeln::V,cintilar,ప్రకాశించు
874,lärmen::V,fazer barulho,అరుచుట
875,läuten::V,chocalhar,మేళవించుట
876,klingeln::V,tocar,వాయించుట
877,klirren::V,tinir,ఘంటానాదము
878,brausen::V,bramar,గర్జించు
879,rauschen::V,murmurar,చటచటమనుట
880,rauschen::V,rumorejar,చటచటమనుట
881,klingen::V,soar,ధ్వనించుట
882,bellen::V,ladrar,అఱచు
883,heulen::V,uivar,కూయు
884,blasen::V,soprar,దురద్పప్టము
885,pfeifen::V,assobiar,ఈలవేయు
886,schreien::V,gritar,అఱచు
887,stöhnen::V,gemer,మూలుగు
888,zittern::V,tremer,వణకు
889,leben::V,viver,జీవించుట
890,geboren werden::V,nascer,పుట్టుట
891,atmen::V,respirar,ఉపిరి తీయు
892,trinken::V,beber,త్రాగు
893,essen::V,comer,తిను
894,schlucken::V,engolir,మ్రింగు
895,müde werden::V,cansar-se,అలయు
896,einschlafen::V,adormecer,నిద్రించు
897,schlafen::V,dormir,నిద్రురించు
898,aufwachen::V,acordar,మేలుకొను
899,aufstehen::V,levantar-se,లేచు
900,sich erholen::V,descansar,నడ్డి వాల్చు
901,krank werden::V,adoecer,జబ్బుపడు
902,krank werden::V,ficar doente,జబ్బుపడు
903,krank sein::V,estar doente,జబ్బు చేయు
904,schmerzen::V,doer,నొచ్చుట
905,husten::V,tossir,దగ్గుట
906,genesen::V,convalescer,కుదురుట
907,sterben::V,morrer,మరణించు
908,umkommen::V,perecer,నశించు
909,sich bewegen::V,mover-se,కదలు
910,sich rühren::V,mexer-se,కదలు
911,sich erheben::V,levantar-se,లేచు
912,sich setzen::V,sentar-se,కూర్చుణ్డు
913,hinfallen::V,cair,దొర్లు
914,laufen::V,andar,నడచు
915,laufen::V,caminhar,నడచు
916,schreiten::V,andar,అడుగుపెట్టుట
917,schreiten::V,caminhar,అడుగుపెట్టుట
918,spazierengehen::V,passear,పచారు చేయు
919,eilen::V,apressar-se,తొందరపడు
920,sich beeilen::V,apressar-se,త్వరపెట్టు
921,sich beeilen::V,despachar-se,త్వరపెట్టు
922,sausen::V,correr,విసరికొట్టు
923,rennen::V,correr,పరుగెత్తు
924,springen::V,saltar,దుముకు
925,klettern::V,trepar,ఎక్కు
926,schaukeln::V,baloiçar,ఉయ్యాల ఊగు 
927,kriechen::V,rastejar,ప్రాకు
928,kriechen::V,arrastar-se,ప్రాకు
929,schwimmen::V,nadar,ఈదు
930,tauchen::V,mergulhar,మునుగు
931,rudern::V,remar,తెడ్లతోఁగడపు
932,fahren::V,ir,నడపు
933,fliegen::V,voar,ఎగురు
934,gehen::V,ir,పోవు
935,gehen::V,andar,పోవు
936,weggehen::V,partir,బయలుదేరు
937,weggehen::V,ir-se embora,బయలుదేరు
938,abfahren::V,sair,విడిచిపోవు
939,abfahren::V,partir,విడిచిపోవు
940,anhalten::V,parar,నిలుపు
941,hineingehen::V,entrar,ప్రవేశించు
942,eintreten::V,entrar,ప్రవేశించు
943,kommen::V,vir,వచ్చు
944,ankommen::V,chegar,వచ్చి చేరు
945,zurückkommen::V,voltar,తిరిగీవచ్చుట
946,zurückkommen::V,regressar,తిరిగీవచ్చుట
947,bleiben::V,ficar,ఉండు
948,bleiben::V,permanecer,ఉండు
949,warten::V,esperar,కనిపెట్టు
950,erwarten::V,esperar,నిరిక్షించు
951,erwarten::V,aguardar,నిరిక్షించు
952,suchen::V,buscar,వెదకు
953,suchen::V,procurar,వెదకు
954,finden::V,achar,కనుగొను
955,finden::V,encontrar,కనుగొను
956,versuchen::V,tentar,ప్రయత్నించు
957,vorbereiten::V,preparar,తయారుచేయు
958,lieben::V,amar,ప్రేమించు
959,lieben::V,querer,ప్రేమించు
960,mögen::V,gostar de,ఇష్టపడు
961,lachen::V,rir,నవ్వు
962,lachen::V,rir-se,నవ్వు
963,rühren::V,comover,గుండె తాకు
964,weinen::V,chorar,వీడ్చు
965,schimpfen::V,ralhar,గొణుగు
966,sich ärgern::V,zangar-se,అలుగు
967,sich fürchten::V,ter medo de,భయపడు
968,sich fürchten::V,ter receio de,భయపడు
969,fürchten::V,temer,భయపడు
970,fürchten::V,recear,భయపడు
971,fliehen::V,fugir,పాఱిపోపు
972,flüchten::V,refugiar-se,తప్పించుకొను
973,sehen::V,ver,చూచు
974,anschauen::V,olhar,చూచు
975,ansehen::V,mirar,కాచియుండు
976,hören::V,ouvir,విను
977,zuhören::V,escutar,విను
978,probieren::V,provar,చవిచూచుట
979,probieren::V,saborear,చవిచూచుట
980,riechen::V,cheirar,వాసనచూచు
981,fühlen::V,sentir,స్పర్శించుట
982,scheinen::V,parecer,కనబడు
983,zu sehen sein::V,estar à vista,చూవు
984,vernehmen::V,ouvir,విను
985,frieren::V,ter frio,చలికి వడకు
986,tun::V,fazer,చేయు
987,können::V,saber,గల
988,wollen::V,querer,కోరు
989,anfangen::V,iniciar,ఆరంభించు
990,beenden::V,acabar,ముగించు
991,beenden::V,terminar,ముగించు
992,aufhören::V,cessar,నిలుపు
993,aufhören::V,desistir,నిలుపు
994,gelingen::V,sair bem,గెలుపాందు
995,gelingen::V,dar bom resultado,గెలుపాందు
996,geraten::V,sair,వెలువడు
997,geraten::V,dar resultado,వెలువడు
998,öffnen::V,abrir,తెఱచు
999,schließen::V,fechar,మూయు
1000,stellen::V,pôr,ఉంచు
1001,stellen::V,colocar,ఉంచు
1002,setzen::V,pôr,ఉంచు
1003,setzen::V,meter,ఉంచు
1004,legen::V,pôr,పెట్టు
1005,legen::V,meter,పెట్టు
1006,berühren::V,tocar,తాకు
1007,verbinden::V,unir,చేర్చుట
1008,verbinden::V,ligar,చేర్చుట
1009,bedecken::V,cobrir,మూయు
1010,aufhängen::V,pendurar,వ్రేలాడదీయు
1011,anzünden::V,acender,వెలిగించు
1012,aufheben::V,apanhar,సేకరించు
1013,aufheben::V,levantar,సేకరించు
1014,zurücklassen::V,deixar,విడుచు
1015,verlieren::V,perder,పోగొట్టుకొను
1016,fallen lassen::V,deixar cair,జాఱవిడుచు
1017,machen::V,fazer,చేయు
1018,herstellen::V,produzir,ఉత్పత్తిచేయు
1019,bauen::V,edificar,నిర్మించు
1020,bauen::V,construir,నిర్మించు
1021,reparieren::V,reparar,సరిచేయు
1022,reparieren::V,consertar,సరిచేయు
1023,verbessern::V,melhorar,వృద్ధి చేయు
1024,ändern::V,mudar,మార్చు
1025,ändern::V,alterar,మార్చు
1026,graben::V,cavar,త్రవ్వు
1027,beugen::V,curvar,వంచు
1028,biegen::V,vergar,వంచు
1029,drehen::V,girar,నూలువడుకు
1030,wenden::V,virar,త్రిప్పు
1031,wenden::V,voltar,త్రిప్పు
1032,umdrehen::V,virar,త్రిప్పు
1033,umdrehen::V,revolver,త్రిప్పు
1034,heben::V,levantar,ఎత్తు
1035,hochheben::V,erguer,ఎత్తు
1036,hochheben::V,levantar,ఎత్తు
1037,ergreifen::V,apanhar,వశపఱచుకొను
1038,halten::V,segurar,ఉంచు
1039,drücken::V,apertar,అణచు
1040,schieben::V,empurrar,నొక్కు
1041,kratzen::V,raspar,గోకు
1042,lecken::V,lamber,నాకు
1043,beißen::V,morder,కఱచు
1044,abreißen::V,arrancar,తెగతెంచు
1045,abschneiden::V,talhar,తెగకొట్టు
1046,binden::V,ligar,కట్టు
1047,stecken::V,meter,తగులుకొనివుండుట
1048,stecken::V,enfiar,తగులుకొనివుండుట
1049,brechen::V,romper,పగులగొట్టు
1050,brechen::V,quebrar,పగులగొట్టు
1051,klopfen::V,bater,కొట్టు
1052,hauen::V,bater,కొట్టు
1053,kleben::V,colar,అంటుకొను
1054,reiben::V,esfregar,రాచు
1055,streichen::V,barrar,వ్యాపింపజేయు
1056,schleifen::V,afiar,రాచు
1057,schneiden::V,cortar,కోయు
1058,rütteln::V,sacudir,కుదిలించుట
1059,schütteln::V,abanar,కదల్చు
1060,schütteln::V,sacudir,కదల్చు
1061,schwenken::V,agitar,ఊచుట
1062,schütten::V,deitar,పోయు
1063,füllen::V,encher,నింపు
1064,einwickeln::V,envolver,చుట్టు
1065,einwickeln::V,embrulhar,చుట్టు
1066,tragen::V,levar,మోయు
1067,tragen::V,trazer,మోయు
1068,schleppen::V,arrastar,ఈడ్చు
1069,ziehen::V,puxar,ఈడ్చు
1070,aufbewahren::V,guardar,కాపాడు
1071,aufbewahren::V,conservar,కాపాడు
1072,werfen::V,lançar,విసరు
1073,fangen::V,apanhar,పట్టుకొను
1074,packen::V,agarrar,పట్టుకొను
1075,verstecken::V,esconder,దాచు
1076,teilen::V,partir,భాగించు
1077,teilen::V,dividir,భాగించు
1078,schicken::V,enviar,పంపు
1079,bringen::V,trazer,తెచ్చు
1080,hinzufügen::V,acrescentar,చేర్చు
1081,bekommen::V,obter,సంపాదించు
1082,erhalten::V,receber,పుచ్చుకొను
1083,nehmen::V,tomar,తీసికొను
1084,wählen::V,eleger,ఇష్టపడు
1085,wählen::V,escolher,ఇష్టపడు
1086,auswählen::V,escolher,ఏరుకొను
1087,auswählen::V,seleccionar,ఏరుకొను
1088,bewahren::V,guardar,భద్రపఱుచు
1089,bewahren::V,conservar,భద్రపఱుచు
1090,behindern::V,impedir,అడ్డగించుట
1091,verderben::V,estragar,చెఱచు
1092,verderben::V,corromper,చెఱచు
1093,beschädigen::V,danificar,చెరుపుట
1094,zerbrechen::V,romper,పగులగొట్టు
1095,zerbrechen::V,quebrar,పగులగొట్టు
1096,zerreißen::V,rasgar,చించు
1097,zerstören::V,destruir,వాశనము చేయు
1098,verbrennen::V,queimar,కాల్చు
1099,geben::V,dar,ఇచ్చు
1100,reichen::V,passar,అందుకొనుట
1101,schenken::V,oferecer,అర్పించు
1102,versprechen::V,prometer,వాగ్దత్తము చేయు
1103,wünschen::V,desejar,కోరు
1104,loben::V,louvar,స్తుతించు
1105,küssen::V,beijar,ముద్దుపెట్టుకొను
1106,wiegen::V,embalar,ఊచుట
1107,zudecken::V,tapar,మూయు
1108,zudecken::V,cobrir,మూయు
1109,wecken::V,acordar,నిద్రపలేపుట
1110,wecken::V,despertar,నిద్రపలేపుట
1111,zeigen::V,mostrar,చూవు
1112,führen::V,guiar,దారిచూపు
1113,führen::V,conduzir,దారిచూపు
1114,lehren::V,ensinar,బోధించు
1115,unterrichten::V,instruir,నేర్పు
1116,aufziehen::V,criar,పెంచు
1117,leiten::V,dirigir,తీసుకపోవుట
1118,leiten::V,conduzir,తీసుకపోవుట
1119,antreiben::V,impelir,ప్రేరేపించు
1120,lassen::V,fazer,అనుమతించు
1121,einladen::V,convidar,ఆహ్వానించు
1122,vereinigen::V,unir,కూడుట
1123,vereinigen::V,reunir,కూడుట
1124,besuchen::V,ir ver,పోయి చూచు
1125,besuchen::V,visitar,పోయి చూచు
1126,treffen::V,encontrar,కలియు
1127,sich versammeln::V,reunir-se,కూర్చు
1128,spielen::V,jogar,ఆట లాడు
1129,spielen::V,brincar,ఆట లాడు
1130,singen::V,cantar,పాడు
1131,tanzen::V,bailar,నృత్యముచేయు
1132,sich trennen::V,apartar-se,ఎడబాయుట
1133,verlassen::V,deixar,విడుచు
1134,verlassen::V,abandonar,విడుచు
1135,retten::V,salvar,తప్పించుట
1136,bewachen::V,vigiar,కాపాడు
1137,bewachen::V,guardar,కాపాడు
1138,schützen::V,proteger,రక్షించు
1139,verteidigen::V,defender,రక్షించు
1140,sich schlagen::V,brigar,జగడమాడు
1141,sich schlagen::V,bater-se,జగడమాడు
1142,schießen::V,disparar,కాల్చు
1143,siegen::V,vencer,గెలుచు
1144,ärgern::V,irritar,పీడించుట
1145,ärgern::V,aborrecer,పీడించుట
1146,schlagen::V,bater,కొట్టు
1147,treten::V,pisar,తన్ను
1148,stechen::V,picar,కుట్టు
1149,stoßen::V,empurrar,గెంటు
1150,stehlen::V,furtar,దొంగిలించు
1151,stören::V,perturbar,కలతపఱచు
1152,belästigen::V,incomodar,పీడించు
1153,belästigen::V,importunar,పీడించు
1154,verbergen::V,ocultar,దాచు
1155,verbergen::V,esconder,దాచు
1156,täuschen::V,iludir,మోసము చేయు
1157,täuschen::V,enganar,మోసము చేయు
1158,betrügen::V,burlar,మోసపుచ్చు
1159,betrügen::V,enganar,మోసపుచ్చు
1160,töten::V,matar,చంపు
1161,wohnen::V,morar,నివసించు
1162,arbeiten::V,trabalhar,పనిచేయు
1163,sammeln::V,recolher,ప్రోగుచేయు
1164,sammeln::V,coleccionar,ప్రోగుచేయు
1165,pflücken::V,colher,యేరుట
1166,jagen::V,caçar,వేటాడు
1167,fischen::V,pescar,వెదకు
1168,fassen::V,apanhar,పట్టుకొమ
1169,hüten::V,guardar,మందచేరుట
1170,treiben::V,conduzir,నడపు
1171,anbinden::V,atar,కట్టు
1172,füttern::V,dar de comer a,భోజనము పెట్టు
1173,melken::V,ordenhar,పాలు పితుకు
1174,hacken::V,rachar,నఱకు
1175,gießen::V,regar,నీళ్ళుకట్టుట
1176,reifen::V,amadurecer,పండుట
1177,zubereiten::V,preparar,వండు
1178,kochen::V,cozer,వండు
1179,backen::V,cozer,రొట్టెకాల్చు
1180,braten::V,assar,వేపు
1181,braten::V,fritar,వేపు
1182,umrühren::V,remexer,కదులుట
1183,stricken::V,tricotar,అల్లు
1184,stricken::V,fazer malha,అల్లు
1185,nähen::V,coser,కుట్టు
1186,nähen::V,costurar,కుట్టు
1187,färben::V,tingir,రంగు వేయు
1188,färben::V,colorir,రంగు వేయు
1189,reinigen::V,limpar,శుభ్రము చేయు
1190,reinigen::V,purificar,శుభ్రము చేయు
1191,waschen::V,lavar,కడుగు
1192,abwischen::V,limpar,తుడుచు
1193,abwischen::V,esfregar,తుడుచు
1194,spülen::V,lavar,నీటిలో జడించు
1195,spülen::V,enxaguar,నీటిలో జడించు
1196,fegen::V,varrer,ఊడ్చు
1197,kehren::V,varrer,ఊడ్చు
1198,baden::V,banhar,స్నానము చేయు
1199,baden::V,tomar banho,స్నానము చేయు
1200,sich waschen::V,lavar-se,కడుగు
1201,ausziehen::V,despir,విప్పు
1202,anziehen::V,vestir,ధరించు
1203,sich anziehen::V,vestir-se,బట్టలు వేసుకొను
1204,sich anziehen::V,vestir-se,తొడుగుకొను
1205,kämmen::V,pentear,దువ్వుట
1206,schmücken::V,adornar,అలంకరించు
1207,sagen::V,dizer,చెప్పు
1208,sprechen::V,falar,చెప్పు
1209,reden::V,falar,మాటలాడు
1210,sich unterhalten::V,conversar,ముచ్చటలాడు
1211,fragen::V,perguntar,ప్రశ్నించు
1212,bitten::V,pedir,కోరు
1213,erzählen::V,contar,చెప్పు
1214,mitteilen::V,comunicar,తెలియజేయు
1215,mitteilen::V,participar,తెలియజేయు
1216,nennen::V,nomear,పేరు వెట్టు
1217,nennen::V,apelidar,పేరు వెట్టు
1218,rufen::V,chamar,పిలుచు
1219,prahlen::V,gabar-se,జల్లి
1220,prahlen::V,vangloriar-se,జల్లి
1221,übersetzen::V,traduzir,తర్జుమాచేయు
1222,denken::V,pensar,ఆలోచించు
1223,glauben::V,crer,నమ్ము
1224,bemerken::V,notar,గుర్తించు
1225,bemerken::V,observar,గుర్తించు
1226,erkennen::V,reconhecer,గుర్తించు
1227,begreifen::V,apreender,గ్రహించు
1228,begreifen::V,compreender,గ్రహించు
1229,verstehen::V,entender,గ్రహించు
1230,verstehen::V,compreender,గ్రహించు
1231,lernen::V,aprender,నేర్చు కొను
1232,wissen::V,saber,తెలిసికొను
1233,sich erinnern an::V,lembrar-se de,జ్ఞాపకముంచుకొను
1234,sich erinnern an::V,recordar-se de,జ్ఞాపకముంచుకొను
1235,vergessen::V,esquecer,మఱచిపోవు
1236,messen::V,medir,కొలుచుట
1237,zählen::V,contar,లెక్కపెట్టు
1238,rechnen::V,calcular,లెక్కపెట్టు
1239,lesen::V,ler,చదువు
1240,malen::V,pintar,పూనుట
1241,zeichnen::V,desenhar,వ్రాసుట
1242,schreiben::V,escrever,వ్రాయు
1243,besitzen::V,possuir,కలిగియుండు
1244,kaufen::V,comprar,కొను
1245,verkaufen::V,vender,అమ్ము
1246,bezahlen::V,pagar,చెల్లించు
1247,zahlen::V,pagar,చెల్లించు
1248,beherrschen::V,imperar,ఏలు
1249,ertragen::V,suportar,భరించు
