,Concept_ID,ru,eu
133,Fluss::N,река,ibai
134,Fluss::N,река,uhaitz
135,Ufer::N,берег,bazter
136,Küste::N,побережье,itsasalde
137,Festland::N,суша,lehor
138,Meer::N,море,itsaso
139,Bucht::N,бухта,golko
140,Insel::N,остров,irla
141,Insel::N,остров,uharte
142,Blume::N,цветок,lili
143,Gras::N,трава,belar
144,Wurzel::N,корень,zuztar
145,Wurzel::N,корень,sustrai
146,Baum::N,дерево,zuhaitz
147,Stamm::N,ствол,enbor
148,Rinde::N,кора,azal
149,Ast::N,сук,adar
150,Zweig::N,ветвь,abar
151,Blatt::N,лист,hosto
152,Birke::N,береза,urki
153,Kiefer[Baum]::N,сосна,ler
154,Weide[Baum]::N,ива,zume
155,Weide[Baum]::N,ива,sahats
156,Tanne::N,ель,izei
157,Horn::N,рог,adar
158,Feder::N,перо,luma
159,Feder::N,перо,hegaki
160,Fell::N,шкура,ile
161,Fell::N,шкура,larru
162,Flügel::N,крыло,hego
163,Klaue::N,коготь,atzapar
164,Kralle::N,лапа,erpe
165,Kralle::N,лапа,atzapar
166,Schwanz::N,хвост,isats
167,Schwanz::N,хвост,buztan
168,Ei::N,яйцо,arrautza
169,Nest::N,гнездо,habia
170,Bau::N,нора,ohantze
171,Tier::N,животное,abere
172,Tier::N,животное,piztia
173,Herde::N,стадо,saldo
174,Herde::N,стадо,abere talde
175,Kuh::N,корова,behi
176,Bulle::N,бык,zezen
177,Pferd::N,лошадь,zaldi
178,Schaf::N,овца,ardi
179,Schwein::N,свинья,urde
180,Schwein::N,свинья,txerri
181,Hund::N,собака,txakur
182,Katze::N,кошка,katu
183,Bär::N,медведь,hartz
184,Eichhörnchen::N,белка,urtxintxa
185,Elch::N,лось,altze
186,Fuchs::N,лиса,azeri
187,Hase::N,заяц,erbi
188,Maus::N,мышь,sagu
189,Wolf::N,волк,otso
190,Vogel::N,птица,txori
191,Vogel::N,птица,hegazti
192,Schwarm::N,стая,aldra
193,Huhn::N,курица,oilo
194,Hahn::N,петух,oilar
195,Gans::N,гусь,antzara
196,Adler::N,орел,arrano
197,Ente::N,утка,ahate
198,Eule::N,сова,hontza
199,Kranich::N,журавль,kurrilo
200,Krähe::N,ворона,bele
201,Kuckuck::N,кукушка,kuku
202,Schwan::N,лебедь,beltxarga
203,Fisch::N,рыба,arrain
204,Barsch::N,окунь,perka
205,Hecht::N,щука,lutxo
206,Schlange[Tier]::N,змея,suge
207,Wurm::N,червяк,har
208,Spinne::N,паук,armiarma
209,Ameise::N,муравей,inurri
210,Laus::N,вошь,zorri
211,Mücke::N,комар,eltxo
212,Fliege::N,муха,euli
213,Schmetterling::N,бабочка,pinpirin
214,Schmetterling::N,бабочка,tximeleta
215,Beere::N,ягода,baia
216,Apfel::N,яблоко,sagar
217,Pilz::N,гриб,onddo
218,Pilz::N,гриб,perretxiko
219,Zwiebel::N,луковица,tipula
220,Saat::N,семя,haziak
221,Korn::N,зерно,ale
222,Korn::N,зерно,pikor
223,Heu::N,сено,belar ondu
224,Schale::N,шелуха,azal
225,Grube::N,яма,hobi
226,Falle::N,ловушка,harrapagailu
227,Schlinge::N,силок,bilur
228,Schlinge::N,силок,xedera
229,Spur::N,след,lorratz
230,Asche::N,зола,errauts
231,Asche::N,пепел,errauts
232,Dreck::N,грязь,satsukeria
233,Eisen::N,железо,burdina
234,Gold::N,золото,urre
235,Gold::N,золото,urregorri
236,Silber::N,серебро,zilar
237,Silber::N,серебро,urrezuri
238,Kohle::N,уголь,ikatz
239,Glas::N,стекло,beira
240,Lehm::N,глина,buztin
241,Sand::N,песок,harea
242,Sand::N,песок,hondar
243,Mensch::N,человек,gizaki
244,Mann::N,мужчина,gizon
245,Frau::N,женщина,andere
246,Frau::N,женщина,emakume
247,Kind::N,ребенок,haur
248,Junge::N,мальчик,mutil
249,Mädchen::N,девочка,neska
250,Familie::N,семья,sendi
251,Familie::N,семья,familia
252,Großvater::N,дедушка,aitona
253,Großvater::N,дедушка,aitatxi
254,Großmutter::N,бабушка,amona
255,Großmutter::N,бабушка,amatxi
256,Eltern::N,родители,gurasoak
257,Vater::N,отец,aita
258,Mutter::N,мать,ama
259,Sohn::N,сын,seme
260,Tochter::N,дочь,alaba
261,Bruder::N,брат,neba
262,Bruder::N,брат,anaia
263,Schwester::N,сестра,ahizpa
264,Onkel::N,дядя,osaba
265,Tante::N,тетя,izeba
266,Ehemann::N,муж,senar
267,Ehefrau::N,жена,emazte
268,Freude::N,радость,poz
269,Freude::N,радость,pozkari
270,Gelächter::N,смех,barre
271,Gelächter::N,смех,karkara
272,Glück::N,счастье,zori
273,Kummer::N,горе,xangrin
274,Kummer::N,горе,atsekabe
275,Wunsch::N,желание,nahi
276,Wunsch::N,желание,nahikunde
277,Lust::N,влечение,gogo
278,Geist::N,дух,gogo
279,Gedanke::N,мысль,gogoeta
280,Gedächtnis::N,память,oroimen
281,Gedächtnis::N,память,gogoramen
282,Verstand::N,ум,adimen
283,Verstand::N,ум,ulermen
284,Sinn::N,смысл,zentzu
285,Grund::N,повод,zergati
286,Wahrheit::N,правда,egia
287,Gespräch::N,беседа,hizketa
288,Gespräch::N,беседа,elkarrizketa
289,Märchen::N,сказка,ipuin
290,Erzählung::N,рассказ,edesti
291,Erzählung::N,рассказ,kontakizun
292,Nachricht::N,сообщение,albiste
293,Neuigkeit::N,новость,berri
294,Name::N,имя,izen
295,Rätsel::N,загадка,asmakizun
296,Rede::N,речь,hitzaldi
297,Rede::N,речь,mintzaldi
298,Sprache::N,язык,hizkuntza
299,Stimme::N,голос,ahots
300,Wort::N,слово,hitz
301,Zeichen::N,знак,agerbide
302,Zeichen::N,знак,agergarri
303,Ruf::N,зов,dei
304,Lärm::N,шум,zarata
305,Lärm::N,шум,harrabots
306,Laut::N,звук,hots
307,Ton::N,звучание,tonu
308,Ton::N,звучание,soinu
309,Lied::N,песня,abesti
310,Ruhe::N,покой,nasaitasun
311,Leute::N,люди,jende
312,Volk::N,народ,herri
313,Volk::N,народ,populu
314,Arbeit::N,работа,lan
315,Gast::N,гость,arrotz
316,Gast::N,гость,apopilo
317,Geschenk::N,подарок,opari
318,Spiel::N,игра,jolas
319,Gesellschaft::N,общество,gizarte
320,Hilfe::N,помощь,helpide
321,Hilfe::N,помощь,laguntza
322,Freund::N,друг,lagun
323,Kamerad::N,приятель,adiskide
324,Kamerad::N,приятель,lagunkide
325,Angelegenheit::N,дело,afera
326,Anzahl::N,количество,kopuru
327,Art::N,вид,mota
328,Stück::N,кусок,puska
329,Teil::N,часть,atal
330,Hälfte::N,половина,erdi
331,Kreis::N,круг,biribilki
332,Kreuz::N,крест,gurutze
333,Linie::N,линия,linea
334,Strich::N,черта,marra
335,Abstand::N,промежуток,tarte
336,Entfernung::N,расстояние,urrunera
337,Gegend::N,местность,alderdi
338,Gegend::N,местность,eskualde
339,Platz::N,пространство,leku
340,Ort::N,место,toki
341,Seite::N,сторона,albo
342,Mitte::N,середина,erdi
343,Gegenstand::N,предмет,gauzaki
344,Sache::N,вещь,gauza
345,Rand::N,край,ertz
346,Kante::N,ребро,ertz
347,Ecke::N,угол,kantoi
348,Spitze::N,кончик,punta
349,Ende::N,конец,buru
350,Ende::N,конец,mutur
351,Loch::N,дыра,zulo
352,Winkel::N,угол,zoko
353,Winkel::N,угол,bazter
354,Muster::N,узор,eredu
355,Muster::N,узор,marrazki
356,Größe::N,размер,kaizu
357,Größe::N,размер,tamaina
358,Länge::N,длина,luzera
359,Höhe::N,высота,goiera
360,Höhe::N,высота,garaiera
361,Gewicht::N,вес,hazta
362,Menge::N,количество,kopuru
363,Haufen::N,куча,pila
364,Haufen::N,куча,mendoi
365,Reihe::N,ряд,ilara
366,Reihe::N,ряд,errenkada
367,Boot::N,лодка,potin
368,Boot::N,лодка,txalupa
369,Ruder::N,весло,arraun
370,Schlitten::N,сани,lera
371,Schlitten::N,сани,narra
372,Ski::N,лыжа,eski
373,Lagerfeuer::N,костер,su
374,Last::N,тяжесть,zama
375,Last::N,тяжесть,karga
376,Gang::N,ход,ibilera
377,Schritt::N,шаг,pauso
378,Schritt::N,шаг,urrats
379,Norden::N,север,ipar
380,Norden::N,север,iparralde
381,Süden::N,юг,hego
382,Süden::N,юг,hegoalde
383,Westen::N,запад,sartalde
384,Westen::N,запад,mendebalde
385,Osten::N,восток,ekialde
386,Osten::N,восток,sortalde
387,Holz::N,древесина,zur
388,Brett::N,доска,ohol
389,Platte::N,плита,lauza
390,Stütze::N,подпорка,irozgarri
391,Stütze::N,подпорка,bermagailu
392,Stange::N,жердь,haga
393,Stock::N,палка,makila
394,Stab::N,шест,makila
395,Rohr::N,труба,hodi
396,Haus::N,дом,etxe
397,Heim::N,дом,etxe
398,Heim::N,дом,etxaleku
399,Ofen::N,печь,berogailu
400,Fußboden::N,пол,zoru
401,Tisch::N,стол,mahai
402,Stuhl::N,стул,aulki
403,Wiege::N,колыбель,kuma
404,Wiege::N,колыбель,sehaska
405,Bett::N,постель,ohe
406,Bett::N,постель,ohatze
407,Regal::N,полка,apalategi
408,Kiste::N,ящик,kutxa
409,Fenster::N,окно,leiho
410,Tür::N,дверь,ate
411,Tor::N,ворота,atari
412,Zaun::N,забор,hesi
413,Dach::N,крыша,teilatu
414,Leiter::N,лестница,zurubi
415,Besen::N,метла,erratz
416,Spaten::N,лопата,burdinpala
417,Schaufel::N,совок,pala
418,Gabel::N,вилка,sardexka
419,Löffel::N,ложка,koilara
420,Messer::N,нож,aizto
421,Nagel::N,гвоздь,iltze
422,Netz::N,сеть,sare
423,Haken::N,крюк,mako
424,Griff::N,ручка,eskutoki
425,Schloss::N,замок,sarraila
426,Bild::N,картина,irudi
427,Figur::N,фигура,figura
428,Puppe::N,кукла,panpina
429,Puppe::N,кукла,andrakila
430,Beutel::N,мешок,zorro
431,Bündel::N,связка,azao
432,Bündel::N,связка,espal
433,Tasche::N,сумка,poltsa
434,Eimer::N,ведро,treska
435,Deckel::N,крышка,tapa
436,Deckel::N,крышка,estalki
437,Geschirr::N,посуда,baxera
438,Geschirr::N,посуда,ontziteria
439,Sack::N,мешок,zaku
440,Tasse::N,чашка,kikara
441,Topf::N,кастрюля,ontzi
442,Topf::N,кастрюля,lapiko
443,Kessel::N,котел,pazia
444,Essen::N,еда,janaldi
445,Nahrung::N,пища,jan
446,Speise::N,блюдо,jaki
447,Speise::N,кушанье,jaki
448,Fleisch::N,мясо,okela
449,Fleisch::N,мясо,haragi
450,Getreide::N,хлеб,labore
451,Brei::N,каша,ahi
452,Brei::N,каша,pure
453,Brot::N,хлеб,ogi
454,Scheibe::N,ломоть,xerra
455,Scheibe::N,ломоть,pirripita
456,Fett::N,жир,urin
457,Fett::N,жир,koipe
458,Butter::N,масло,gurin
459,Öl::N,масло,olio
460,Salz::N,соль,gatz
461,Suppe::N,суп,zopa
462,Suppe::N,суп,salda
463,Honig::N,мед,ezti
464,Milch::N,молоко,esne
465,Tee::N,чай,te
466,Leder::N,кожа,larru
467,Wolle::N,шерсть,artile
468,Stoff::N,ткань,ehun
469,Nadel::N,игла,orratz
470,Nadel::N,игла,jostorratz
471,Faden::N,нитка,hari
472,Knopf::N,пуговица,botoi
473,Knoten::N,узел,korapilo
474,Farbe::N,краска,pintura
475,Kleidung::N,одежда,arropa
476,Kleidung::N,одежда,jantziak
477,Hemd::N,рубашка,atorra
478,Hemd::N,рубашка,alkandora
479,Kragen::N,воротник,idun
480,Ärmel::N,рукав,mahuka
481,Hose::N,брюки,prakak
482,Hose::N,брюки,galtzak
483,Gürtel::N,пояс,gerriko
484,Mütze::N,шапка,txano
485,Mütze::N,шапка,txapel
486,Schuh::N,ботинок,oski
487,Schuh::N,ботинок,oinetako
488,Stiefel::N,сапог,bota
489,Ring::N,кольцо,uztai
490,Band::N,лента,zinta
491,Band::N,лента,xingola
492,Kamm::N,расческа,orrazi
493,Spiegel::N,зеркало,mirail
494,Riemen::N,ремень,uhal
495,Schnur::N,веревка,lokailu
496,Leine::N,поводок,lotura
497,Decke::N,одеяло,burusi
498,Kissen::N,подушка,kuxin
499,Tuch::N,платок,zapi
500,Tuch::N,платок,oihal
501,Handtuch::N,полотенце,eskuzapi
502,Handtuch::N,полотенце,eskuoihal
503,Kraft::N,сила,indar
504,Stärke::N,крепость,indar
505,Gesundheit::N,здоровье,osasun
506,Krankheit::N,болезнь,eritasun
507,Krankheit::N,болезнь,gaixotasun
508,Schmerz::N,боль,min
509,Wunde::N,рана,zauri
510,Fieber::N,лихорадка,sukar
511,Fieber::N,температура,sukar
512,Arznei::N,лекарство,osagai
513,Arznei::N,лекарство,sendagai
514,Brücke::N,мост,zubi
515,Brunnen::N,колодец,putzu
516,Weide::N,пастбище,alha
517,Weide::N,пастбище,bazkaleku
518,Pfad::N,тропа,zidor
519,Pfad::N,тропа,bidexka
520,Weg::N,путь,bide
521,Weg::N,дорога,bide
522,Straße::N,улица,errepide
523,Straße::N,дорога,errepide
524,Dorf::N,деревня,herri
525,Stadt::N,город,hiri
526,Brief::N,письмо,gutun
527,Brief::N,письмо,eskutitz
528,Buch::N,книга,liburu
529,Buchstabe::N,буква,hizki
530,Zeitung::N,газета,egunkari
531,Leben::N,жизнь,bizi
532,Leben::N,жизнь,bizitza
533,Tod::N,смерть,herio
534,Tod::N,смерть,heriotza
535,Grab::N,могила,hobi
536,Grab::N,могила,hilobi
537,Kirche::N,церковь,eliza
538,Sünde::N,грех,hoben
539,Sünde::N,грех,bekatu
540,Gott::N,бог,jainko
541,Arbeiter::N,рабочий,langile
542,Arbeiter::N,рабочий,behargin
543,Chef::N,начальник,nagusi
544,Meister::N,мастер,maisu
545,Arzt::N,врач,osagile
546,Arzt::N,врач,sendagile
547,Lehrer::N,учитель,irakasle
548,Geld::N,деньги,diru
549,Geschäft::N,занятие,negozio
550,Laden::N,магазин,denda
551,Laden::N,магазин,saltegi
552,Preis::N,цена,prezio
553,Preis::N,цена,salneurri
554,Ware::N,товар,salgai
555,Nutzen::N,выгода,onura
556,Nutzen::N,выгода,probetxu
557,Reichtum::N,богатство,aberastasun
558,Welt::N,мир,ludi
559,Welt::N,мир,mundu
560,Land::N,страна,herrialde
561,Staat::N,государство,estatu
562,König::N,король,errege
563,Macht::N,власть,botere
564,Grenze::N,граница,muga
565,Krieg::N,война,guda
566,Feind::N,враг,etsai
567,Feind::N,враг,arerio
568,Gewalt::N,насилие,bortxa
569,Gewalt::N,насилие,bortizkeria
570,Kampf::N,борьба,gudu
571,Kampf::N,борьба,auska
572,Bogen[Waffe]::N,лук,arku
573,Pfeil::N,стрела,gezi
574,Gewehr::N,ружье,fusil
575,Fehler::N,ошибка,huts
576,Fehler::N,ошибка,hutsegin
577,Lüge::N,ложь,gezur
578,Schaden::N,вред,kalte
579,Unglück::N,беда,zoritxar
580,Unglück::N,беда,zorigaitz
581,Schuld::N,вина,erru
582,Alter::N,возраст,adin
583,Schluss::N,окончание,bukaera
584,Zeit::N,время,aldi
585,Zeit::N,время,denbora
586,Tag::N,день,egun
587,Morgen::N,утро,goiz
588,Mittag::N,полдень,eguerdi
589,Abend::N,вечер,arrats
590,Nacht::N,ночь,gau
591,Woche::N,неделя,aste
592,Monat::N,месяц,hil
593,Jahr::N,год,urte
594,Frühling::N,весна,udalehen
595,Sommer::N,лето,uda
596,Herbst::N,осень,udazken
597,Herbst::N,осень,neguantz
598,Winter::N,зима,negu
599,Januar::N,январь,urtarril
600,Februar::N,февраль,otsail
601,März::N,март,martxo
602,April::N,апрель,apiril
603,Mai::N,май,maiatz
604,Juni::N,июнь,ekain
605,Juli::N,июль,uztail
606,August::N,август,abuztu
607,September::N,сентябрь,irail
608,Oktober::N,октябрь,urri
609,November::N,ноябрь,azaro
610,Dezember::N,декабрь,abendu
611,Montag::N,понедельник,astelehen
612,Dienstag::N,вторник,astearte
613,Mittwoch::N,среда,asteazken
614,Donnerstag::N,четверг,ostegun
615,Freitag::N,пятница,ostiral
616,Samstag::N,суббота,larunbat
617,Sonntag::N,воскресенье,igande
618,groß::A,большой,handi
619,klein::A,маленький,txiki
620,lang::A,длинный,luze
621,kurz::A,короткий,labur
622,breit::A,широкий,zabal
623,schmal::A,узкий,mehar
624,dicht::A,густой,sarri
625,dicht::A,густой,trinko
626,dick[Gegenstand]::A,толстый,lodi
627,dünn::A,тонкий,mehe
628,fein::A,тонкий,fin
629,fest::A,крепкий,tinko
630,flach::A,плоский,lau
631,flach::A,плоский,ordoki
632,glatt::A,гладкий,leun
633,hart::A,твердый,gogor
634,weich::A,мягкий,bigun
635,weich::A,мягкий,beratz
636,rund::A,круглый,biribil
637,spitz::A,остроконечный,puntadun
638,scharf::A,острый,zorrotz
639,stumpf::A,тупой,kamuts
640,schwer::A,тяжелый,astun
641,schwer::A,тяжелый,pisutsu
642,schön::A,красивый,eder
643,heiß::A,жаркий,bero
644,heiß::A,жаркий,oso bero
645,warm::A,теплый,bero
646,kalt::A,холодный,hotz
647,kühl::A,прохладный,hotzil
648,frisch::A,свежий,fresko
649,frisch::A,свежий,hozkirri
650,feucht::A,влажный,heze
651,nass::A,мокрый,busti
652,trocken::A,сухой,siku
653,trocken::A,сухой,lehor
654,voll::A,полный,bete
655,voll::A,наполненный,bete
656,leer::A,пустой,huts
657,offen::A,открытый,ireki
658,geschlossen::A,закрытый,itxita
659,sauber::A,чистый,xahu
660,sauber::A,чистый,garbi
661,schmutzig::A,грязный,lohi
662,schmutzig::A,грязный,zikin
663,roh::A,сырой,gordin
664,reif::A,зрелый,umo
665,reif::A,зрелый,heldu
666,lecker::A,вкусный,goxo
667,süß::A,сладкий,goxo
668,bitter::A,горький,karmin
669,bitter::A,горький,garratz
670,sauer::A,кислый,mingots
671,hell::A,светлый,argi
672,dunkel::A,темный,ilun
673,schwarz::A,черный,beltz
674,weiß::A,белый,zuri
675,rot::A,красный,gorri
676,gelb::A,желтый,hori
677,blau::A,синий,urdin
678,grün::A,зеленый,berde
679,grün::A,зеленый,musker
680,grau::A,серый,urdin
681,grau::A,серый,urdinabar
682,bunt::A,пестрый,koloretsu
683,billig::A,дешевый,merke
684,teuer::A,дорогой,garesti
685,wertvoll::A,ценный,baliotsu
686,blind::A,слепой,itsu
687,taub::A,глухой,gor
688,kräftig::A,могучий,kementsu
689,stark::A,сильный,bizkor
690,stark::A,сильный,indartsu
691,schwach::A,слабый,ahul
692,schwach::A,слабый,indargabe
693,fett::A,жирный,gizen
694,schlank::A,стройный,lerden
695,hübsch::A,прелестный,polit
696,böse::A,злой,tzar
697,böse::A,злой,gaizto
698,dumm::A,глупый,lelo
699,dumm::A,глупый,pello
700,faul::A,ленивый,nagi
701,faul::A,ленивый,alfer
702,fleißig::A,прилежный,maratz
703,fleißig::A,прилежный,lanzale
704,geizig::A,жадный,zeken
705,geizig::A,жадный,zikoitz
706,klug::A,умный,zuhur
707,geschickt::A,искусный,trebe
708,geschickt::A,искусный,antzetsu
709,lieb::A,милый,maite
710,lieb::A,милый,laztan
711,lustig::A,веселый,alaitsu
712,sanft::A,нежный,eme
713,sanft::A,нежный,ezti
714,hungrig::A,голодный,gose
715,krank::A,больной,eri
716,krank::A,больной,gaixo
717,nackt::A,голый,biluzi
718,traurig::A,грустный,itun
719,traurig::A,грустный,betilun
720,lebendig::A,живой,bizirik
721,gut::A,хороший,on
722,schlecht::A,плохой,txar
723,richtig::A,правильный,zuzen
724,schlimm::A,отвратительный,larri
725,schlimm::A,мерзкий,larri
726,wahr::A,настоящий,egiazko
727,alt::A,старый,zahar
728,neu::A,новый,berri
729,ehemalig::A,бывший,lehengo
730,alt[Lebewesen]::A,пожилой,adindun
731,jung::A,молодой,gazte
732,arm::A,бедный,txiro
733,arm::A,бедный,behartsu
734,reich::A,богатый,dirudun
735,bekannt::A,знакомый,ezagun
736,berühmt::A,знаменитый,entzun
737,berühmt::A,знаменитый,ospetsu
738,fremd::A,чужой,arrotz
739,verschieden::A,разный,ezberdin
740,verschieden::A,разный,desberdin
741,nah::A,близкий,hurre
742,nah::A,близкий,hurbil
743,fern::A,далекий,urrun
744,linker::A,левый,ezker
745,rechter::A,правый,eskuin
746,anderer::A,другой,beste
747,erster::A,первый,lehen
748,erster::A,первый,aurren
749,zweiter::A,второй,bigarren
750,dritter::A,третий,hirugarren
751,letzter::A,последний,azken
752,letzter::A,последний,hondar
753,allein::ADV,один,bakarrik
754,auf einmal::ADV,сразу,batera
755,zusammen::ADV,вместе,elkarrekin
756,lange::ADV,долго,luzaro
757,plötzlich::ADV,вдруг,bat-batean
758,sofort::ADV,тотчас,berehala
759,später::ADV,позже,gero
760,jetzt::ADV,сейчас,orain
761,heute::ADV,сегодня,gaur
762,morgen::ADV,завтра,bihar
763,bald::ADV,скоро,aurki
764,bald::ADV,скоро,laster
765,dann::ADV,потом,ondoren
766,gestern::ADV,вчера,atzo
767,einst::ADV,однажды,antzina
768,damals::ADV,тогда,orduan
769,danach::ADV,затем,gerora
770,danach::ADV,затем,ondoren
771,vorher::ADV,раньше,lehenago
772,zuerst::ADV,сперва,aurrena
773,zuerst::ADV,сперва,lehenbizi
774,einmal::ADV,раз,behin
775,einmal::ADV,раз,aldi bat
776,manchmal::ADV,иногда,batzuetan
777,manchmal::ADV,иногда,zenbaitetan
778,oft::ADV,часто,maiz
779,oft::ADV,часто,askotan
780,immer::ADV,всегда,beti
781,niemals::ADV,никогда,inoiz ez
782,niemals::ADV,никогда,sekula ez
783,hier::ADV,здесь,hemen
784,hierhin::ADV,сюда,hona
785,von hier::ADV,отсюда,hemendik
786,von hier::ADV,отсюда,honetatik
787,dort::ADV,там,han
788,dorthin::ADV,туда,hara
789,geradeaus::ADV,прямо,artez
790,vorwärts::ADV,вперед,aurrera
791,rückwärts::ADV,назад,atzera
792,rückwärts::ADV,назад,atzerantz
793,zurück::ADV,обратно,atzera
794,unten::ADV,внизу,behean
795,hinab::ADV,вниз,behera
796,hinab::ADV,вниз,beherantz
797,oben::ADV,наверху,goian
798,hinauf::ADV,вверх,gora
799,hinauf::ADV,вверх,gorantz
800,überall::ADV,везде,edonon
801,nicht::ADV,не,ez
802,ein wenig::ADV,немного,apur bat
803,ein wenig::ADV,немного,pixka bat
804,kaum::ADV,едва,ozta
805,kaum::ADV,едва,nekez
806,sehr::ADV,очень,oso
807,so::ADV,так,hala
808,so::ADV,так,honela
809,noch::ADV,еще,oraindik
810,nur::ADV,только,bakarrik
811,schon::ADV,уже,ja
812,schon::ADV,уже,jada
813,wieder::ADV,опять,berriro
814,vergebens::ADV,напрасно,alferrik
815,vor::PRP,перед,aurrean
816,hinter::PRP,за,ostean
817,hinter::PRP,за,gibelean
818,hinter::PRP,позади,ostean
819,hinter::PRP,позади,gibelean
820,unter::PRP,под,pean
821,unter::PRP,под,azpian
822,durch::PRP,сквозь,zehar
823,neben::PRP,возле,ondoan
824,neben::PRP,возле,aldamenean
825,zwischen::PRP,между,artean
826,wegen::PRP,из-за,-gatik
827,dies::PRN,это,hau
828,das::PRN,то,hura
829,alles::PRN,все,dena
830,ich::PRN,я,ni
831,du::PRN,ты,zu
832,er::PRN,он,bera
833,wir::PRN,мы,gu
834,ihr::PRN,вы,zuek
835,sie::PRN,они,berak
836,was::FPRN,что,zer
837,wer::FPRN,кто,nor
838,wo::FADV,где,non
839,wohin::FADV,куда,nora
840,wie::FADV,как,nola
841,wie::FADV,как,zelan
842,warum::FADV,почему,zeren
