,Concept_ID,sah,ru
786,verfaulen::V,сытыйан_хаал,сгнить
787,reißen::V,хайыт,рваться
788,reißen::V,быһытталан,рваться
789,versinken::V,тимир,тонуть
790,versinken::V,батылын,тонуть
791,vergehen::V,дьай,проходить
792,erscheinen::V,көһүн,появиться
793,verschwinden::V,сүт,исчезнуть
794,sinken::V,намтаа,спадать
795,abnehmen::V,аччаа,уменьшиться
796,zunehmen::V,элбээ,увеличиваться
797,steigen::V,үрдээ,подниматься
798,wachsen::V,үүн,расти
799,glänzen::V,кылбай,блестеть
800,funkeln::V,күлүмнээ,сверкать
801,funkeln::V,күлүмүрдээ,сверкать
802,lärmen::V,тыаһаа,шуметь
803,läuten::V,собуоннаа,звонить
804,klingeln::V,линкинээ,звонить
805,klirren::V,айгырат,звякать
806,brausen::V,сирилээ,бушевать
807,rauschen::V,суугунаа,шелестеть
808,klingen::V,доргуй,звучать
809,bellen::V,үр,лаять
810,heulen::V,улуй,выть
811,blasen::V,үр,дунуть
812,pfeifen::V,иһиир,свистеть
813,schreien::V,кылан,кричать
814,schreien::V,хаһыытаа,кричать
815,stöhnen::V,ынчыктаа,стонать
816,zittern::V,титирээ,дрожать
817,zittern::V,дьигиһий,дрожать
818,leben::V,олор,жить
819,geboren werden::V,төрөө,родиться
820,atmen::V,тыын,дышать
821,trinken::V,ис,пить
822,essen::V,аһаа,есть
823,essen::V,аһаа,кушать
824,schlucken::V,ыйыһын,глотать
825,müde werden::V,сылай,устать
826,einschlafen::V,утуйан хаал,заснуть
827,schlafen::V,утуй,спать
828,schlafen::V,утуйа сыт,спать
829,aufwachen::V,уһугун,проснуться
830,aufstehen::V,тур,встать
831,sich erholen::V,сынньан,отдыхать
832,krank werden::V,ыарый,заболеть
833,krank sein::V,ыарый,болеть
834,krank sein::V,ыарыт,болеть
835,schmerzen::V,ыарыт,болеть
836,husten::V,сөтөлүн,кашлять
837,genesen::V,көн,поправиться
838,sterben::V,өл,умереть
839,umkommen::V,өл,погибнуть
840,umkommen::V,оҕут,погибнуть
841,sich bewegen::V,хамсаа,двигаться
842,sich rühren::V,хамсаа,шевельнуться
843,sich erheben::V,тур,встать
844,sich setzen::V,олор,сесть
845,hinfallen::V,оҕут,упасть
846,laufen::V,хаам,ходить
847,schreiten::V,атыллаа,шагать
848,spazierengehen::V,дьаарбай,гулять
849,eilen::V,тиэтэй,спешить
850,sich beeilen::V,ыксаа,торопиться
851,sausen::V,элээр,мчаться
852,rennen::V,сүүрэкэлээ,бегать
853,springen::V,ой,прыгать
854,springen::V,ыстан,прыгать
855,klettern::V,ытын,лазать
856,schaukeln::V,эйэҥнээ,раскачиваться
857,schaukeln::V,биэрэҥнээ,раскачиваться
858,kriechen::V,сыыл,ползать
859,schwimmen::V,уһун,плавать
860,schwimmen::V,харбаа,плавать
861,tauchen::V,умус,нырять
862,rudern::V,эрт,грести
863,fahren::V,айаннаа,ехать
864,fliegen::V,көт,летать
865,gehen::V,бар,идти
866,weggehen::V,бар,уйти
867,abfahren::V,бар,отправиться
868,anhalten::V,тохтоо,остановиться
869,hineingehen::V,киир,входить
870,eintreten::V,киир,войти
871,kommen::V,кэл,прийти
872,ankommen::V,кэл,прибыть
873,ankommen::V,тиий,прибыть
874,zurückkommen::V,төнүн,возвратиться
875,bleiben::V,хаал,остаться
876,warten::V,көһүт,ждать
877,erwarten::V,күүт,ожидать
878,erwarten::V,көһүт,ожидать
879,suchen::V,ирдээ,искать
880,suchen::V,көрдөө,искать
881,finden::V,бул,найти
882,versuchen::V,сорун,пытаться
883,vorbereiten::V,бэлэмнээ,подготовить
884,lieben::V,таптаа,любить
885,mögen::V,сөбүл,любить
886,lachen::V,күл,смеяться
887,rühren::V,долгут,растрогать
888,weinen::V,ытаа,плакать
889,schimpfen::V,үөҕүс,ругаться
890,sich ärgern::V,кыыһыр,сердиться
891,sich ärgern::V,кыйахан,сердиться
892,sich fürchten::V,куттан,бояться
893,sich fürchten::V,дьиксин,бояться
894,fürchten::V,дьиксин,бояться
895,fürchten::V,куттан,бояться
896,fliehen::V,күрээ,убегать
897,flüchten::V,күрээ,убежать
898,sehen::V,көр,видеть
899,anschauen::V,көр,посмотреть
900,ansehen::V,көр,смотреть
901,hören::V,бил,слышать
902,hören::V,иһит,слышать
903,zuhören::V,иһит,слушать
904,probieren::V,боруобалаан көр,пробовать
905,probieren::V,амсайан көр,пробовать
906,riechen::V,сытырҕаа,нюхать
907,fühlen::V,бил,чувствовать
908,scheinen::V,көһүн,казаться
909,zu sehen sein::V,көһүн,виднеться
910,vernehmen::V,иһит,услышать
911,frieren::V,тоҥ,мерзнуть
912,frieren::V,үлүй,мерзнуть
913,tun::V,гын,делать
914,können::V,кыай,мочь
915,können::V,кыай,уметь
916,wollen::V,баҕар,хотеть
917,anfangen::V,саҕалаа,начать
918,beenden::V,бүтэр,закончить
919,aufhören::V,уурай,перестать
920,gelingen::V,сатан,удаться
921,geraten::V,баар буолан биэр,оказаться
922,geraten::V,баар буола тус,оказаться
923,geraten::V,буолан таҕыс,оказаться
924,öffnen::V,ас,открыть
925,schließen::V,сап,закрыть
926,schließen::V,хатаа,закрыть
927,stellen::V,уур,поставить
928,stellen::V,туруор,поставить
929,setzen::V,туруор,посадить
930,setzen::V,уур,посадить
931,legen::V,уур,класть
932,berühren::V,тыыт,трогать
933,berühren::V,таарый,трогать
934,verbinden::V,кэлгий,связать
935,bedecken::V,бүрүй,покрыть
936,aufhängen::V,ыйаа,повесить
937,anzünden::V,умат,зажечь
938,aufheben::V,өрө тарт,поднять
939,zurücklassen::V,бырах,оставить
940,verlieren::V,сүтэр,потерять
941,fallen lassen::V,түһэр,уронить
942,fallen lassen::V,мүлчү тут,уронить
943,machen::V,оҥор,сделать
944,machen::V,оҥоһун,сделать
945,herstellen::V,оҥор,изготовить
946,bauen::V,тут,строить
947,reparieren::V,абырахтаа,чинить
948,verbessern::V,тупсар,улучшить
949,ändern::V,уларыт,изменить
950,graben::V,хас,копать
951,beugen::V,бокут,согнуть
952,beugen::V,токурут,согнуть
953,beugen::V,бүк баттаа,согнуть
954,biegen::V,иэх,погнуть
955,biegen::V,өҕүлүннэр,погнуть
956,drehen::V,эргит,вертеть
957,drehen::V,эргичит,вертеть
958,wenden::V,эргилин,повернуть
959,umdrehen::V,түҥнэр,перевернуть
960,heben::V,көтөх,поднимать
961,hochheben::V,таһаар,поднять
962,ergreifen::V,тут,схватить
963,halten::V,тут,держать
964,drücken::V,ык,нажимать
965,schieben::V,ас,толкать
966,kratzen::V,кыһыы,скрести
967,lecken::V,салаа,лизать
968,beißen::V,ытыр,кусать
969,abreißen::V,быһа тарт,оторвать
970,abreißen::V,туура тарт,оторвать
971,abschneiden::V,быс,отрезать
972,abschneiden::V,быһан ыл,отрезать
973,abschneiden::V,быһа баттаа,отрезать
974,binden::V,кэлгий,вязать
975,stecken::V,батары ас,воткнуть
976,brechen::V,тоһут,сломать
977,klopfen::V,тоҥсуй,стучать
978,hauen::V,оҕус,бить
979,kleben::V,силимнээ,клеить
980,reiben::V,аал,тереть
981,streichen::V,сыбаа,намазать
982,schleifen::V,чочуй,точить
983,schneiden::V,быс,резать
984,rütteln::V,иэҕэҥнэт,шатать
985,schütteln::V,сахсый,трясти
986,schwenken::V,дайбаа,махать
987,schütten::V,кут,налить
988,füllen::V,толор,наполнить
989,einwickeln::V,суулаа,завернуть
990,tragen::V,ит,нести
991,schleppen::V,сос,тащить
992,ziehen::V,тарт,тянуть
993,aufbewahren::V,уур,хранить
994,aufbewahren::V,харай,хранить
995,werfen::V,бырах,бросать
996,fangen::V,хап,ловить
997,packen::V,тут,схватить
998,verstecken::V,саһыар,спрятать
999,teilen::V,үллэр,разделить
1000,schicken::V,ыыт,посылать
1001,bringen::V,аҕал,принести
1002,hinzufügen::V,эп,добавить
1003,bekommen::V,ыл,достать
1004,bekommen::V,булун,достать
1005,erhalten::V,ыл,получить
1006,nehmen::V,ыл,взять
1007,wählen::V,быыбардаа,выбрать
1008,auswählen::V,тал,отобрать
1009,bewahren::V,харай,сохранить
1010,behindern::V,мэһэйдээ,препятствовать
1011,verderben::V,буорту гын,испортить
1012,beschädigen::V,алдьат,повредить
1013,zerbrechen::V,үлтүрүт,разбить
1014,zerreißen::V,хайыта тарт,разорвать
1015,zerstören::V,алдьат,разрушить
1016,verbrennen::V,уоттаа,сжечь
1017,geben::V,биэр,дать
1018,reichen::V,аҕал,передать
1019,schenken::V,бэлэхтээ,дарить
1020,versprechen::V,эрэннэр,обещать
1021,wünschen::V,баҕар,желать
1022,loben::V,хайҕаа,хвалить
1023,küssen::V,уураа,целовать
1024,wiegen::V,бигээ,качать
1025,zudecken::V,сап,накрыть
1026,zudecken::V,бүрүй,накрыть
1027,wecken::V,уһугуннар,разбудить
1028,zeigen::V,көрдөр,показать
1029,führen::V,салай,вести
1030,lehren::V,үөрэт,учить
1031,unterrichten::V,үөрэт,преподавать
1032,aufziehen::V,иит,воспитать
1033,leiten::V,салай,руководить
1034,antreiben::V,кыһай,подгонять
1035,lassen::V,күһэй,заставить
1036,einladen::V,ыҥыр,пригласить
1037,vereinigen::V,холбоо,объединить
1038,vereinigen::V,түм,объединить
1039,besuchen::V,сырыт,посетить
1040,besuchen::V,билсэ сырыт,посетить
1041,treffen::V,көрүс,встретить
1042,sich versammeln::V,мүһүн,собраться
1043,sich versammeln::V,түмүс,собраться
1044,spielen::V,оонньоо,играть
1045,singen::V,ыллаа,петь
1046,tanzen::V,үҥкүүлээ,плясать
1047,tanzen::V,үҥкүүлээ,танцевать
1048,sich trennen::V,араҕыс,расстаться
1049,verlassen::V,хааллар,покинуть
1050,retten::V,өрүһүй,спасти
1051,bewachen::V,араҥаччылаа,охранять
1052,schützen::V,көмүскээ,уберегать
1053,verteidigen::V,көмүскээ,защитить
1054,sich schlagen::V,охсус,драться
1055,schießen::V,ытыалаа,стрелять
1056,siegen::V,хот,победить
1057,siegen::V,кыай,победить
1058,ärgern::V,кыыһырт,сердить
1059,schlagen::V,оҕус,ударить
1060,treten::V,тэп,пинать
1061,stechen::V,кэй,уколоть
1062,stoßen::V,кэп,толкнуть
1063,stoßen::V,үтүрүй,толкнуть
1064,stehlen::V,уор,украсть
1065,stören::V,мэһэйдээ,помешать
1066,belästigen::V,батар,надоедать
1067,verbergen::V,кистээ,скрыть
1068,täuschen::V,албыннаа,обмануть
1069,betrügen::V,албыннаа,смошенничать
1070,töten::V,өлөр,убить
1071,wohnen::V,олор,проживать
1072,arbeiten::V,үлэлээ,работать
1073,sammeln::V,мус,собрать
1074,sammeln::V,хомуй,собрать
1075,pflücken::V,үргээ,рвать
1076,pflücken::V,үргээ,срывать
1077,jagen::V,бултаа,охотиться
1078,fischen::V,балыктаа,рыбачить
1079,fassen::V,тут,поймать
1080,hüten::V,манаа,пасти
1081,treiben::V,үүр,гнать
1082,anbinden::V,баай,привязать
1083,füttern::V,аһат,кормить
1084,melken::V,ыа,доить
1085,hacken::V,кэрт,рубить
1086,gießen::V,сиигирт,полить
1087,reifen::V,бус,созреть
1088,zubereiten::V,бэлэмнээ,приготовить
1089,kochen::V,буһар,варить
1090,backen::V,буһар,печь
1091,braten::V,хооруй,жарить
1092,braten::V,ыһаарылаа,жарить
1093,braten::V,соркуойдаа,жарить
1094,umrühren::V,былаа,перемешать
1095,stricken::V,өр,вязать
1096,nähen::V,иистэн,шить
1097,färben::V,кырааскалаа,покрасить
1098,reinigen::V,ыраастаа,очистить
1099,waschen::V,сууй,стирать
1100,abwischen::V,сот,вытереть
1101,spülen::V,сайҕаа,полоскать
1102,fegen::V,сиппий,подметать
1103,kehren::V,харбаа,мести
1104,baden::V,сөтүөлээ,купаться
1105,sich waschen::V,суун,мыться
1106,ausziehen::V,уһул,снять
1107,anziehen::V,кэтэрт,надеть
1108,sich anziehen::V,таҥын,одеться
1109,kämmen::V,тараа,причесать
1110,schmücken::V,симээ,украсить
1111,sagen::V,диэ,сказать
1112,sprechen::V,эт,говорить
1113,sprechen::V,саҥар,говорить
1114,reden::V,кэпсэт,разговаривать
1115,sich unterhalten::V,кэпсэт,беседовать
1116,fragen::V,ыйыт,спросить
1117,bitten::V,көрдөс,просить
1118,erzählen::V,кэпсээ,рассказать
1119,erzählen::V,сэһэргээ,рассказать
1120,mitteilen::V,биллэр,сообщить
1121,nennen::V,ааттаа,назвать
1122,rufen::V,ыҥыр,звать
1123,prahlen::V,чабылан,хвастаться
1124,prahlen::V,киһиргээ,хвастаться
1125,übersetzen::V,тылбаастаа,перевести
1126,denken::V,санаа,думать
1127,denken::V,толкуйдаа,думать
1128,glauben::V,итэҕэй,верить
1129,bemerken::V,бэлиэтээ,заметить
1130,erkennen::V,бил,узнать
1131,begreifen::V,өйдөө,понять
1132,begreifen::V,өйдөө,постичь
1133,verstehen::V,өйдөө,услышать
1134,lernen::V,үөрэн,учиться
1135,wissen::V,бил,знать
1136,sich erinnern an::V,аҕын,вспомнить
1137,vergessen::V,умун,забыть
1138,messen::V,кэмнээ,мерить
1139,messen::V,кээмэйдээ,мерить
1140,zählen::V,аах,считать
1141,rechnen::V,аах,считать
1142,lesen::V,аах,читать
1143,malen::V,уруһуйдаа,рисовать
1144,zeichnen::V,уруһуйдаа,рисовать
1145,schreiben::V,суруй,писать
1146,besitzen::V,баһылаа,иметь
1147,kaufen::V,атыылас,купить
1148,verkaufen::V,атыылаа,продать
1149,bezahlen::V,төлөө,заплатить
1150,zahlen::V,төлөө,платить
1151,beherrschen::V,баһылаа,владеть
1152,ertragen::V,тулуй,вытерпеть
