,Concept_ID,ja,fa
66,Traum::N,夢,رؤیا
67,Himmel::N,空,فلک
68,Himmel::N,空,آسمان
69,Sonne::N,太陽,آفتاب
70,Sonne::N,太陽,خورشید
71,Mond::N,月,ماه
72,Stern::N,星,ستاره
73,Luft::N,空気,هوا
74,Wind::N,風,باد
75,Welle::N,波,موج
76,Wasser::N,水,آب
77,Stein::N,石,سنگ
78,Boden::N,土地,زمین
79,Erde::N,土,خاک
80,Erde::N,土,زمین
81,Staub::N,埃,گرد
82,Staub::N,埃,غبار
83,Rauch::N,煙,دود
84,Funke::N,火花,جرقه
85,Feuer::N,火,آتش
86,Licht::N,光,نور
87,Licht::N,光,روشنی
88,Schatten::N,陰,سایه
89,Wetter::N,天気,هوا
90,Nebel::N,霧,مه
91,Wolke::N,雲,ابر
92,Regen::N,雨,باران
93,Schnee::N,雪,برف
94,Eis::N,氷,یخ
95,Frost::N,霜,یخبندان
96,Kälte::N,寒さ,سرما
97,Hitze::N,暑さ,گرما
98,Hitze::N,暑さ,حرارت
99,Raureif::N,霧氷,برف ریزه
100,Regenbogen::N,虹,رنگین‌کمان
101,Donner::N,雷,رعد
102,Strömung::N,流れ,جریان
103,Tropfen::N,滴,قطره
104,Schaum::N,泡,کف
105,Schmutz::N,汚れ,گل
106,Schmutz::N,汚れ,کثافت
107,See::N,湖,دریاچه
108,Sumpf::N,沼,مرداب
109,Sumpf::N,沼,باتلاق
110,Moor::N,湿原,باتلاق
111,Wiese::N,草原,چمن
112,Wald::N,森,جنگل
113,Hügel::N,丘,تل
114,Hügel::N,丘,تپه
115,Anhöhe::N,高み,بلندی
116,Berg::N,山,کوه
117,Gipfel::N,頂上,قله
118,Höhle::N,洞窟,غار
119,Abhang::N,斜面,سرازیری
120,Quelle::N,泉,چشمه
121,Bach::N,小川,نهر
122,Fluss::N,川,رود
123,Ufer::N,岸,ساحل
124,Ufer::N,岸,کرانه
125,Küste::N,海岸,ساحل
126,Festland::N,陸,خشکی
127,Meer::N,海,دریا
128,Bucht::N,湾,خلیج
129,Insel::N,島,جزیره
130,Blume::N,花,گل
131,Gras::N,草,علف
132,Wurzel::N,根,ریشه
133,Baum::N,木,درخت
134,Stamm::N,幹,تنه
135,Rinde::N,皮層,توژ
136,Rinde::N,皮層,پوست
137,Ast::N,枝,شاخه
138,Zweig::N,小枝,شاخه
139,Blatt::N,葉,برگ
140,Birke::N,樺,غان
141,Kiefer[Baum]::N,松,کاج
142,Weide[Baum]::N,柳,بید
143,Tanne::N,樅,صنوبر
144,Horn::N,角,شاخ
145,Feder::N,羽根,پر
146,Fell::N,毛皮,خز
147,Flügel::N,羽,پر
148,Flügel::N,羽,بال
149,Klaue::N,鉤爪,چنگ
150,Klaue::N,鉤爪,پنجه
151,Kralle::N,爪,پنجه
152,Schwanz::N,尻尾,دم
153,Ei::N,卵,تخم
154,Nest::N,巣,لانه
155,Bau::N,穴,بنا
156,Bau::N,穴,ساختمان
157,Tier::N,動物,هیوان
158,Herde::N,群れ,رمه
159,Kuh::N,牛,گاو
160,Bulle::N,雄牛,گاو نر
161,Pferd::N,馬,اسب
162,Schaf::N,羊,گوسفند
163,Schwein::N,豚,خوک
164,Hund::N,犬,سگ
165,Katze::N,猫,گربه
166,Bär::N,熊,خرس
167,Eichhörnchen::N,栗鼠,سنجاب
168,Elch::N,ヘラジカ,گوزن شمالی
169,Fuchs::N,狐,روباه
170,Hase::N,兎,خرگوش
171,Maus::N,鼠,موش
172,Wolf::N,狼,گرگ
173,Vogel::N,鳥,پرنده
174,Schwarm::N,群れ,دسته
175,Huhn::N,鶏,مرغ
176,Hahn::N,雄鶏,خروس
177,Gans::N,ガチョウ,غاز
178,Adler::N,鷲,عقاب
179,Ente::N,鴨,اردک
180,Ente::N,鴨,مرغابی
181,Eule::N,フクロウ,جغد
182,Kranich::N,鶴,درنا
183,Krähe::N,烏,زاغ
184,Krähe::N,烏,کلاغ
185,Kuckuck::N,郭公,فاخته
186,Schwan::N,白鳥,قو
187,Fisch::N,魚,ماهی
188,Barsch::N,鱸,ماهی خاردار
189,Hecht::N,川魳,اردک ماهی
190,Schlange[Tier]::N,蛇,مار
191,Wurm::N,虫,کرم
192,Spinne::N,蜘蛛,عنکبوت
193,Ameise::N,蟻,مورچه
194,Laus::N,虱,شپش
195,Mücke::N,蚊,پشه
196,Fliege::N,蝿,مگس
197,Schmetterling::N,蝶,پروانه
198,Beere::N,漿果,گیله
199,Apfel::N,林檎,سیب
200,Pilz::N,茸,قارچ
201,Zwiebel::N,玉葱,پیاز
202,Saat::N,種,بذر
203,Korn::N,粒,تخم
204,Korn::N,粒,دانه
205,Heu::N,干し草,علف خشک
206,Schale::N,皮,پوست
207,Grube::N,穴,گودال
208,Falle::N,わな,دام
209,Schlinge::N,輪,حلقه
210,Spur::N,跡,رد
211,Asche::N,灰,خاکستر
212,Dreck::N,泥,کثافت
213,Eisen::N,鉄,آهن
214,Gold::N,金,زر
215,Gold::N,金,طلا
216,Silber::N,銀,نقره
217,Kohle::N,炭,زغال
218,Glas::N,ガラス,شیشه
219,Lehm::N,ローム,گل
220,Sand::N,砂,شن
221,Sand::N,砂,ماسه
222,Mensch::N,人,آدم
223,Mensch::N,人,انسان
224,Mann::N,男,مرد
225,Mann::N,男性,مرد
226,Frau::N,女,زن
227,Frau::N,女性,زن
228,Kind::N,子,بچه
229,Kind::N,子,کودک
230,Kind::N,子供,بچه
231,Kind::N,子供,کودک
232,Junge::N,男の子,پسر
233,Mädchen::N,女の子,دختر
234,Familie::N,家族,فامیل
235,Familie::N,家族,خانواده
236,Großvater::N,祖父,پدربزرگ
237,Großvater::N,おじいさん,پدربزرگ
238,Großmutter::N,祖母,مادر‌بزرگ
239,Großmutter::N,おばあさん,مادر‌بزرگ
240,Eltern::N,親,والدین
241,Eltern::N,親,پدر‌و‌مادر
242,Eltern::N,両親,والدین
243,Eltern::N,両親,پدر‌و‌مادر
244,Vater::N,父,پدر
245,Vater::N,お父さん,پدر
246,Mutter::N,母,مادر
247,Mutter::N,お母さん,مادر
248,Sohn::N,息子,پسر
249,Sohn::N,息子さん,پسر
250,Tochter::N,娘,دختر
251,Tochter::N,お嬢さん,دختر
252,Bruder::N,弟,برادر
253,Schwester::N,妹,خواهر
254,Onkel::N,伯父,عمو
255,Onkel::N,伯父,دایی
256,Onkel::N,伯父さん,عمو
257,Onkel::N,伯父さん,دایی
258,Tante::N,叔母,عمه
259,Tante::N,叔母,خاله
260,Tante::N,叔母さん,عمه
261,Tante::N,叔母さん,خاله
262,Ehemann::N,夫,همسر
263,Ehemann::N,主人,همسر
264,Ehefrau::N,妻,همسر
265,Ehefrau::N,奥さん,همسر
266,Freude::N,喜び,شادی
267,Gelächter::N,笑い,خنده
268,Gelächter::N,笑い,قاه‌قاه
269,Glück::N,幸せ,اقبال
270,Kummer::N,悩み,غم
271,Kummer::N,悩み,غصه
272,Wunsch::N,希望,آرزو
273,Lust::N,気,هوس
274,Geist::N,精神,روح
275,Gedanke::N,考え,فکر
276,Gedächtnis::N,記憶,حافظه
277,Verstand::N,理解力,هوش
278,Sinn::N,意味,معنا
279,Sinn::N,意味,مفهوم
280,Grund::N,理由,سبب
281,Grund::N,理由,دلیل
282,Wahrheit::N,真実,حقیقت
283,Gespräch::N,会話,صحبت
284,Gespräch::N,会話,گفتگو
285,Märchen::N,童話,قصه
286,Märchen::N,童話,افسانه
287,Erzählung::N,物語,داستان
288,Nachricht::N,報告,خبر
289,Neuigkeit::N,ニュース,خبر تازه
290,Name::N,名前,اسم
291,Rätsel::N,謎,معما
292,Rede::N,演説,سخن
293,Sprache::N,言語,زبان
294,Stimme::N,声,صدا
295,Wort::N,言葉,کلمه
296,Zeichen::N,記号,نشان
297,Zeichen::N,記号,علامت
298,Ruf::N,呼び声,صدا
299,Lärm::N,騒音,هیاهو
300,Laut::N,音,صدا
301,Ton::N,音,آهنگ
302,Lied::N,歌,آواز
303,Lied::N,歌,ترانه
304,Ruhe::N,静けさ,آرامش
305,Leute::N,人々,مردم
306,Volk::N,民族,خلق
307,Arbeit::N,仕事,کار
308,Gast::N,客,مهمان
309,Geschenk::N,贈り物,هدیه
310,Spiel::N,遊び,بازی
311,Gesellschaft::N,社会,جمعیت
312,Hilfe::N,援助,کمک
313,Freund::N,友達,دوست
314,Kamerad::N,同志,رفیق
315,Angelegenheit::N,件,امر
316,Angelegenheit::N,件,قضیه
317,Anzahl::N,数,عده
318,Anzahl::N,数,شمار
319,Art::N,種類,نوع
320,Stück::N,部分,تکه
321,Stück::N,部分,قطعه
322,Teil::N,部分,بخش
323,Teil::N,部分,قسمت
324,Hälfte::N,半分,نیم
325,Kreis::N,円,حلقه
326,Kreis::N,円,دایره
327,Kreuz::N,十字,صلیب
328,Linie::N,線,خط
329,Linie::N,線,سطر
330,Strich::N,線,خط
331,Abstand::N,距離,فاصله
332,Entfernung::N,距離,مسافت
333,Gegend::N,辺,منطقه
334,Gegend::N,地域,منطقه
335,Platz::N,ゆとり,گنجایش
336,Ort::N,所,جا
337,Ort::N,所,محل
338,Ort::N,所,مکان
339,Ort::N,場所,جا
340,Ort::N,場所,محل
341,Ort::N,場所,مکان
342,Seite::N,横,طرف
343,Mitte::N,真ん中,وسط
344,Mitte::N,真ん中,میان
345,Gegenstand::N,物件,چیز
346,Sache::N,物,چیز
347,Rand::N,端,کنار
348,Rand::N,端,حاشیه
349,Kante::N,縁,لبه
350,Ecke::N,角,گوشه
351,Spitze::N,先頭,سر
352,Spitze::N,先頭,نوک
353,Ende::N,端,ته
354,Ende::N,端,آخر
355,Loch::N,穴,سوراخ
356,Winkel::N,片隅,کنج
357,Muster::N,模様,نقش
358,Größe::N,大きさ,قد
359,Größe::N,大きさ,بزرگی
360,Länge::N,長さ,طول
361,Höhe::N,高さ,بلندی
362,Gewicht::N,重さ,وزن
363,Menge::N,量,مقدار
364,Menge::N,量,اندازه
365,Haufen::N,堆積,توده
366,Reihe::N,並び,ردیف
367,Boot::N,ボート,قایق
368,Ruder::N,オール,پارو
369,Schlitten::N,そり,سورتمه
370,Ski::N,スキー,اسکی
371,Lagerfeuer::N,篝火,آتش
372,Last::N,荷物,بار
373,Last::N,荷物,سنگینی
374,Gang::N,歩み,راه رفتن
375,Schritt::N,歩,قدم
376,Norden::N,北,شمال
377,Süden::N,南,جنوب
378,Westen::N,西,غرب
379,Osten::N,東,شرق
380,Holz::N,木,چوب
381,Holz::N,木材,چوب
382,Brett::N,板,تخته
383,Platte::N,盤,صفحه
384,Stütze::N,支柱,تکیه
385,Stange::N,棒,میله
386,Stock::N,杖,چوب
387,Stab::N,棒,عصا
388,Rohr::N,管,لوله
389,Haus::N,家,منزل
390,Heim::N,家,خانه
391,Heim::N,家,کاشانه
392,Ofen::N,ストーブ,بخاری
393,Fußboden::N,床,کف اتاق
394,Tisch::N,机,میز
395,Stuhl::N,椅子,صندلی
396,Wiege::N,揺籃,گهواره
397,Bett::N,ベッド,تختخواب
398,Regal::N,棚,قفسه
399,Kiste::N,箱,صندوق
400,Fenster::N,窓,پنجره
401,Tür::N,戸,در
402,Tür::N,戸,درب
403,Tür::N,ドア,در
404,Tür::N,ドア,درب
405,Tor::N,門,دروازه
406,Zaun::N,垣根,حصار
407,Dach::N,屋根,بام
408,Leiter::N,梯子,نردبان
409,Besen::N,ほうき,جارو
410,Spaten::N,スコップ,بیل
411,Schaufel::N,シャベル,بیل
412,Schaufel::N,シャベル,پارو
413,Gabel::N,フォーク,چنگال
414,Löffel::N,スプーン,قاشق
415,Messer::N,ナイフ,کارد
416,Nagel::N,釘,میخ
417,Netz::N,網,تور
418,Netz::N,網,شبکه
419,Haken::N,鉤,قلاب
420,Haken::N,フック,قلاب
421,Griff::N,取っ手,دسته
422,Schloss::N,錠,قفل
423,Bild::N,絵,عکس
424,Bild::N,絵,تصویر
425,Figur::N,像,تندیس
426,Puppe::N,人形,عروسک
427,Beutel::N,袋,کیسه
428,Bündel::N,束,بسته
429,Bündel::N,包み,بسته
430,Tasche::N,かばん,کیف
431,Eimer::N,バケツ,سطل
432,Deckel::N,蓋,در
433,Geschirr::N,食器,ظرف
434,Sack::N,袋,گونی
435,Tasse::N,カップ,فنجان
436,Topf::N,鍋,دیگ
437,Topf::N,鍋,قابلمه
438,Kessel::N,釜,دیگ
439,Essen::N,食事,خوراک
440,Nahrung::N,食物,غذا
441,Speise::N,料理,خوراک
442,Fleisch::N,肉,گوشت
443,Getreide::N,麦,غله
444,Getreide::N,穀物,غله
445,Brei::N,粥,فرنی
446,Brei::N,粥,حریره
447,Brot::N,パン,نان
448,Scheibe::N,枚,قاچ
449,Scheibe::N,枚,لزگه
450,Scheibe::N,切れ,قاچ
451,Scheibe::N,切れ,لزگه
452,Fett::N,脂肪,چربی
453,Butter::N,バター,کره
454,Öl::N,油,روغن
455,Salz::N,塩,نمک
456,Suppe::N,スープ,آش
457,Suppe::N,スープ,سوپ
458,Honig::N,蜂蜜,عسل
459,Milch::N,牛乳,شیر
460,Tee::N,茶,چای
461,Tee::N,お茶,چای
462,Leder::N,革,چرم
463,Wolle::N,毛糸,پشم
464,Stoff::N,布,پارچه
465,Nadel::N,針,سوزن
466,Faden::N,糸,نخ
467,Knopf::N,ボタン,دکمه
468,Knoten::N,結び目,گره
469,Farbe::N,ペンキ,رنگ
470,Kleidung::N,衣服,لباس
471,Kleidung::N,衣服,پوشاک
472,Hemd::N,シャツ,پیراهن
473,Kragen::N,襟,یقه
474,Ärmel::N,袖,آستین
475,Hose::N,ズボン,شلوار
476,Gürtel::N,帯,کمر‌بند
477,Gürtel::N,ベルト,کمر‌بند
478,Mütze::N,帽子,کلاه
479,Schuh::N,靴,کفش
480,Stiefel::N,ブーツ,چکمه
481,Ring::N,輪,حلقه
482,Ring::N,輪,انگشتر
483,Band::N,リボン,نوار
484,Band::N,リボン,روبان
485,Kamm::N,櫛,شانه
486,Spiegel::N,鏡,آینه
487,Riemen::N,緒,تسمه
488,Schnur::N,紐,ریسمان
489,Leine::N,綱,قلاده
490,Decke::N,掛け布団,پتو
491,Kissen::N,枕,بالش
492,Tuch::N,スカーフ,شال
493,Handtuch::N,タオル,حوله
494,Kraft::N,力,نیرو
495,Stärke::N,強さ,زور
496,Gesundheit::N,健康,سلامتی
497,Gesundheit::N,健康,تندرستی
498,Krankheit::N,病気,بیماری
499,Schmerz::N,痛み,درد
500,Wunde::N,傷,زخم
501,Fieber::N,熱,تب
502,Arznei::N,薬,دارو
503,Brücke::N,橋,پل
504,Brunnen::N,井戸,چاه
505,Weide::N,牧場,چراگاه
506,Pfad::N,小路,راه
507,Weg::N,道,راه
508,Weg::N,道,طریق
509,Straße::N,街道,راه
510,Straße::N,街道,جاده
511,Dorf::N,村,ده
512,Dorf::N,村,روستا
513,Stadt::N,町,شهر
514,Stadt::N,都市,شهر
515,Brief::N,手紙,نامه
516,Buch::N,本,کتاب
517,Buchstabe::N,文字,حرف
518,Zeitung::N,新聞,روزنامه
519,Leben::N,生活,عمر
520,Leben::N,生活,زندگی
521,Tod::N,死,مرگ
522,Grab::N,墓,گور
523,Grab::N,墓,مزار
524,Kirche::N,教会,کلیسا
525,Sünde::N,罪,بزه
526,Sünde::N,罪,گناه
527,Gott::N,神,خدا
528,Arbeiter::N,労働者,کارگر
529,Chef::N,上司,رئیس
530,Meister::N,達人,استاد
531,Meister::N,マイスター,استاد
532,Arzt::N,医者,پزشک
533,Lehrer::N,先生,معلم
534,Lehrer::N,先生,آموزگار
535,Geld::N,金,پول
536,Geschäft::N,取り引き,کار
537,Geschäft::N,取り引き,بیزنس
538,Laden::N,店,دکان
539,Laden::N,店,مغازه
540,Preis::N,値段,بها
541,Preis::N,値段,قیمت
542,Ware::N,商品,جنس
543,Ware::N,商品,کالا
544,Nutzen::N,利益,مزیت
545,Nutzen::N,利益,امتیاز
546,Reichtum::N,豊かさ,مال
547,Reichtum::N,豊かさ,ثروت
548,Welt::N,世界,دنیا
549,Land::N,国,کشور
550,Land::N,国,مملکت
551,Staat::N,国家,دولت
552,König::N,国王,شاه
553,König::N,国王,پادشاه
554,Macht::N,権力,قدرت
555,Macht::N,権力,اختیار
556,Grenze::N,国境,مرز
557,Krieg::N,戦争,جنگ
558,Feind::N,敵,دشمن
559,Gewalt::N,暴力,زور
560,Gewalt::N,暴力,خشونت
561,Kampf::N,戦い,نبرد
562,Kampf::N,戦い,مبارزه
563,Bogen[Waffe]::N,弓,کمان
564,Pfeil::N,矢,تیر
565,Gewehr::N,銃,تفنگ
566,Fehler::N,間違い,غلط
567,Fehler::N,間違い,اشتباه
568,Lüge::N,嘘,دروغ
569,Schaden::N,損害,آسیب
570,Schaden::N,損害,خسارت
571,Unglück::N,不幸,بلا
572,Schuld::N,罪,گناه
573,Schuld::N,罪,تقصیر
574,Alter::N,年,سن
575,Alter::N,年,عمر
576,Alter::N,年齢,سن
577,Alter::N,年齢,عمر
578,Schluss::N,終わり,انتها
579,Zeit::N,時,وقت
580,Zeit::N,時,زمان
581,Zeit::N,時間,وقت
582,Zeit::N,時間,زمان
583,Tag::N,日,روز
584,Morgen::N,朝,صبح
585,Mittag::N,昼,ظهر
586,Abend::N,晩,شب
587,Abend::N,晩,عصر
588,Abend::N,夕方,شب
589,Abend::N,夕方,عصر
590,Nacht::N,夜,شب
591,Woche::N,週,هفته
592,Monat::N,月,ماه
593,Jahr::N,年,سال
594,Frühling::N,春,بهار
595,Sommer::N,夏,تابستان
596,Herbst::N,秋,پاییز
597,Winter::N,冬,زمستان
598,Januar::N,一月,ژانویه
599,Februar::N,二月,فوریه
600,März::N,三月,مارس
601,April::N,四月,آوریل
602,Mai::N,五月,مه
603,Juni::N,六月,ژوئن
604,Juli::N,七月,ژویه
605,August::N,八月,اوت
606,September::N,九月,سپتامبر
607,Oktober::N,十月,اکتبر
608,November::N,十一月,نوامبر
609,Dezember::N,十二月,دسامبر
610,Montag::N,月曜日,دو‌شنبه
611,Dienstag::N,火曜日,سه‌شنبه
612,Mittwoch::N,水曜日,چهار‌شنبه
613,Donnerstag::N,木曜日,پنج شنبه
614,Freitag::N,金曜日,جمعه
615,Samstag::N,土曜日,شنبه
616,Sonntag::N,日曜日,یکشنبه
617,groß::A,大きい,بزرگ
618,klein::A,小さい,کوچک
619,lang::A,長い,بلند
620,kurz::A,短い,کوتاه
621,breit::A,広い,پهن
622,schmal::A,狭い,تنگ
623,schmal::A,狭い,نازک
624,dicht::A,密な,چگال
625,dicht::A,密な,انبوه
626,dick[Gegenstand]::A,厚い,ضخیم
627,dünn::A,薄い,نازک
628,fein::A,細い,ریز
629,fein::A,細い,باریک
630,fest::A,硬い,محکم
631,flach::A,平らな,صاف
632,flach::A,平らな,مسطح
633,glatt::A,滑らかな,لیز
634,hart::A,堅い,سفت
635,weich::A,柔らかい,نرم
636,weich::A,柔らかい,ملایم
637,rund::A,丸い,گرد
638,spitz::A,尖った,تیز
639,spitz::A,尖った,نوک‌تیز
640,scharf::A,鋭い,تیز
641,scharf::A,鋭い,برنده
642,stumpf::A,鈍い,کند
643,schwer::A,重い,سنگین
644,schön::A,綺麗な,زیبا
645,heiß::A,熱い,داغ
646,warm::A,温かい,گرم
647,kalt::A,寒い,سرد
648,kalt::A,冷たい,سرد
649,kühl::A,涼しい,خنک
650,frisch::A,ひんやりした,تازه
651,feucht::A,湿った,مرطوب
652,nass::A,濡れた,تر
653,nass::A,濡れた,خیش
654,trocken::A,乾いた,خشک
655,voll::A,いっぱいの,پر
656,leer::A,空の,خالی
657,offen::A,開いた,باز
658,geschlossen::A,閉まった,بسته
659,sauber::A,清潔な,پاک
660,sauber::A,清潔な,تمیز
661,schmutzig::A,汚い,کثیف
662,schmutzig::A,汚い,آلوده
663,roh::A,生の,خام
664,reif::A,熟した,رسیده
665,lecker::A,美味しい,لذیذ
666,lecker::A,美味しい,خوشمزه
667,süß::A,甘い,شیرین
668,bitter::A,苦い,تلخ
669,sauer::A,酸っぱい,ترش
670,hell::A,明るい,روشن
671,dunkel::A,暗い,تاریک
672,schwarz::A,黒い,سیاه
673,weiß::A,白い,سفید
674,rot::A,赤い,سرخ
675,rot::A,赤い,قرمز
676,gelb::A,黄色い,زرد
677,blau::A,青い,آبی
678,grün::A,緑の,سبز
679,grau::A,灰色の,طوسی
680,grau::A,灰色の,خاکستری
681,bunt::A,色取り取りの,رنگارنگ
682,billig::A,安い,ارزان
683,teuer::A,高い,گران
684,wertvoll::A,貴重な,قیمتی
685,wertvoll::A,貴重な,گرانبها
686,blind::A,盲目の,کور
687,blind::A,盲目の,نابینا
688,taub::A,耳が聞こえない,کر
689,taub::A,耳が聞こえない,ناشنوا
690,kräftig::A,強力な,قوی
691,stark::A,強い,قوی
692,stark::A,強い,نیرومند
693,schwach::A,弱い,ضعیف
694,fett::A,太った,چرب
695,schlank::A,ほっそりした,باریک‌اندام
696,hübsch::A,素敵な,قشنگ
697,hübsch::A,素敵な,خوشگل
698,böse::A,悪い,بد
699,dumm::A,馬鹿な,احمق
700,faul::A,怠惰な,لش
701,faul::A,怠惰な,تنبل
702,fleißig::A,勤勉な,زرنگ
703,geizig::A,けちな,خسیس
704,klug::A,賢い,عاقل
705,klug::A,賢い,باهوش
706,klug::A,頭のいい,عاقل
707,klug::A,頭のいい,باهوش
708,geschickt::A,器用な,ماهر
709,lieb::A,愛らしい,عزیز
710,lustig::A,楽しい,شاد
711,lustig::A,楽しい,خوشحال
712,sanft::A,温和な,لطیف
713,hungrig::A,空腹の,گرسنه
714,krank::A,病気の,مریض
715,krank::A,病気の,بیمار
716,nackt::A,裸の,لخت
717,nackt::A,裸の,برهنه
718,traurig::A,悲しい,غمگین
719,lebendig::A,生きた,زنده
720,gut::A,良い,خوب
721,schlecht::A,悪い,بد
722,schlecht::A,駄目な,بد
723,richtig::A,正しい,درست
724,schlimm::A,ひどい,وخيم
725,wahr::A,本当の,درست
726,wahr::A,本当の,حقیقی
727,alt::A,古い,کهنه
728,neu::A,新しい,نو
729,ehemalig::A,以前の,قبلی
730,alt[Lebewesen]::A,年を取った,پیر
731,jung::A,若い,جوان
732,arm::A,貧乏な,فقیر
733,reich::A,裕福な,پولدار
734,reich::A,裕福な,ثروتمند
735,bekannt::A,有名な,آشنا
736,bekannt::A,有名な,معلوم
737,berühmt::A,有名な,مشهور
738,fremd::A,見知らぬ,خارجی
739,fremd::A,見知らぬ,بیگانه
740,verschieden::A,色々な,مختلف
741,verschieden::A,色々な,متفاوت
742,nah::A,近い,نزدیک
743,fern::A,遠い,دور
744,linker::A,左の,چپ
745,rechter::A,右の,راست
746,anderer::A,別の,دیگر
747,erster::A,一番目,اول
748,zweiter::A,二番目,دوم
749,dritter::A,三番目,سوم
750,letzter::A,最後の,آخر
751,allein::ADV,一人で,تنها
752,auf einmal::ADV,同時に,همزمان
753,zusammen::ADV,一緒に,باهم
754,lange::ADV,長い間,مدت‌ها
755,lange::ADV,長い間,مدت زیادی
756,plötzlich::ADV,急に,ناگهان
757,sofort::ADV,すぐに,فوراً
758,später::ADV,後で,بعدها
759,jetzt::ADV,今,حالا
760,jetzt::ADV,今,اکنون
761,heute::ADV,今日,امروز
762,morgen::ADV,明日,فردا
763,bald::ADV,間もなく,زود
764,bald::ADV,間もなく,بزودی
765,dann::ADV,それから,سپس
766,dann::ADV,それから,آنوقت
767,gestern::ADV,昨日,دیروز
768,einst::ADV,過去に,وقتی
769,einst::ADV,過去に,زمانی
770,damals::ADV,あの時,آنوقت
771,damals::ADV,あの時,آنزمان
772,danach::ADV,その後で,بعد
773,vorher::ADV,以前に,قبلاً
774,zuerst::ADV,まず,اول
775,zuerst::ADV,まず,ابتداء
776,zuerst::ADV,最初に,اول
777,zuerst::ADV,最初に,ابتداء
778,einmal::ADV,一回,یکدفعه
779,manchmal::ADV,時々,گاهی
780,manchmal::ADV,時々,بعضی اوقات
781,oft::ADV,よく,اغلب
782,immer::ADV,いつも,همیشه
783,niemals::ADV,一度も...ない,هرگز
784,hier::ADV,こちら,اینجا
785,hierhin::ADV,ここへ,به اینجا
786,hierhin::ADV,こちらへ,به اینجا
787,von hier::ADV,ここから,از اینجا
788,dort::ADV,そちら,آنجا
789,dorthin::ADV,そこへ,به آنجا
790,dorthin::ADV,そちらへ,به آنجا
791,geradeaus::ADV,真っ直ぐに,راست
792,vorwärts::ADV,前へ,جلو
793,vorwärts::ADV,前へ,به پیش
794,rückwärts::ADV,後ろへ,عقب
795,zurück::ADV,後ろへ,پس
796,zurück::ADV,後ろへ,عقب
797,zurück::ADV,後ろへ,بالعکس
798,unten::ADV,下に,زیر
799,unten::ADV,下に,پایین
800,hinab::ADV,下へ,به پایین
801,oben::ADV,上に,بالا
802,hinauf::ADV,上へ,به بالا
803,überall::ADV,どこでも,همه‌جا
804,nicht::ADV,ない,نه
805,ein wenig::ADV,少し,کمی
806,ein wenig::ADV,ちょっと,کمی
807,kaum::ADV,ほとんど～ない,به سختی
808,sehr::ADV,とても,خیلی
809,sehr::ADV,とても,بسیار
810,so::ADV,こう,چنین
811,so::ADV,こう,اینطور
812,noch::ADV,まだ,هنوز
813,nur::ADV,～だけ,فقط
814,nur::ADV,～だけ,تنها
815,schon::ADV,もう,قبلاً
816,schon::ADV,もう,به این زودی
817,wieder::ADV,再び,باز
818,wieder::ADV,再び,دوباره
819,vergebens::ADV,無駄に,بیهوده
820,vor::PRP,前に,در جلوی
821,hinter::PRP,後ろに,پشت
822,unter::PRP,下に,تحت
823,durch::PRP,通して,از وسط
824,durch::PRP,通して,از ميان
825,neben::PRP,横に,کنار
826,neben::PRP,横に,پهلوی
