,Concept_ID,es,ml
72,Staub::N,polvo,പൊടി
73,Rauch::N,humo,പുക
74,Funke::N,chispa,തീപ്പൊരി
75,Feuer::N,fuego,തീ
76,Licht::N,luz,വിളക്ക്
77,Licht::N,luz,സൂര്യപ്രകാശം
78,Schatten::N,sombra,തണൽ
79,Wetter::N,tiempo,കാലാവസ്ഥ
80,Nebel::N,niebla,മൂടൽമഞ്ഞ്
81,Wolke::N,nube,മേഘം
82,Regen::N,lluvia,മഴ
83,Schnee::N,nieve,മഞ്ഞ്
84,Eis::N,hielo,ഐസ്
85,Frost::N,helada,മൂടൽമഞ്ഞ്
86,Kälte::N,frío,തണുപ്പ്
87,Hitze::N,calor,ചൂട്
88,Raureif::N,escarcha,കോടമഞ്ഞ്
89,Regenbogen::N,arco iris,മഴവില്ല്
90,Donner::N,trueno,ഇടി
91,Strömung::N,corriente,പ്രവാഹം
92,Tropfen::N,gota,തുള്ളി
93,Schaum::N,espuma,നുര
94,Schmutz::N,suciedad,അഴുക്ക്
95,See::N,lago,തടാകം
96,Sumpf::N,pantano,ചതുപ്പുനിലം
97,Moor::N,turbera,പാഴ്നിലം
98,Wiese::N,prado,പുൽത്തകിടി
99,Wiese::N,pradera,പുൽത്തകിടി
100,Wald::N,bosque,വനം
101,Wald::N,bosque,കാട്
102,Hügel::N,colina,കുന്ന്
103,Anhöhe::N,cerro,ഉയർന്ന ഭൂമി
104,Berg::N,monte,പർവ്വതം
105,Berg::N,montaña,പർവ്വതം
106,Gipfel::N,cima,ഉച്ചകോടി
107,Gipfel::N,cumbre,ഉച്ചകോടി
108,Höhle::N,cueva,ഗുഹ
109,Höhle::N,caverna,ഗുഹ
110,Abhang::N,cuesta,ചരിവ്
111,Abhang::N,declive,ചരിവ്
112,Quelle::N,fuente,ഉറവിടം
113,Quelle::N,manantial,ഉറവിടം
114,Bach::N,arroyo,അരുവി
115,Fluss::N,río,നദി
116,Ufer::N,orilla,തീരം
117,Küste::N,costa,കടൽത്തീരം
118,Festland::N,tierra firme,കര
119,Meer::N,mar,കടൽ
120,Bucht::N,cala,ഉൾക്കടല്
121,Bucht::N,bahía,ഉൾക്കടല്
122,Insel::N,isla,ദ്വീപ്
123,Blume::N,flor,പൂവ്
124,Gras::N,hierba,പുല്ല്
125,Wurzel::N,raíz,വേര്
126,Baum::N,árbol,മരം
127,Stamm::N,tronco,തായ്ത്തടി
128,Rinde::N,corteza,പട്ട
129,Ast::N,rama,ശാഖ
130,Zweig::N,ramo,ശാഖ
131,Blatt::N,hoja,ഇല
132,Birke::N,abedul,പൂവരശ്
133,Kiefer[Baum]::N,pino,പൈൻമരം
134,Weide[Baum]::N,sauce,വില്ലോ
135,Tanne::N,abeto,ദേവദാരു
136,Horn::N,asta,മൃഗത്തിൻറെ കൊമ്പ്
137,Horn::N,cuerno,മൃഗത്തിൻറെ കൊമ്പ്
138,Feder::N,pluma,തൂവൽ
139,Fell::N,piel,മൃദുരോമം
140,Flügel::N,ala,ചിറക്
141,Klaue::N,garra,നഖം
142,Kralle::N,uña,നഖം
143,Kralle::N,garra,നഖം
144,Schwanz::N,cola,വാൽ
145,Ei::N,huevo,മുട്ട
146,Nest::N,nido,കൂട്
147,Bau::N,madriguera,മാളം
148,Tier::N,animal,മൃഗം
149,Herde::N,rebaño,കൂട്ടം
150,Kuh::N,vaca,പശു
151,Bulle::N,toro,കാള
152,Pferd::N,caballo,കുതിര
153,Schaf::N,oveja,ആട്
154,Schwein::N,cerdo,പന്നി
155,Hund::N,perro,നായ്
156,Katze::N,gato,പൂച്ച
157,Bär::N,oso,കരടി
158,Eichhörnchen::N,ardilla,അണ്ണാൻ
159,Elch::N,alce,കടമാന്
160,Fuchs::N,zorro,കുറുക്കൻ
161,Hase::N,liebre,മുയൽ
162,Maus::N,ratón,ചുണ്ടലി
163,Wolf::N,lobo,ചെന്നായ
164,Vogel::N,ave,പക്ഷി
165,Vogel::N,pájaro,പക്ഷി
166,Schwarm::N,bandada,കൂട്ടം
167,Huhn::N,gallina,കോഴി
168,Hahn::N,gallo,പൂവൻകോഴി
169,Gans::N,oca,അരയന്നം
170,Gans::N,ganso,അരയന്നം
171,Adler::N,águila,കഴുകൻ
172,Ente::N,pato,താറാവ്
173,Eule::N,lechuza,മൂങ്ങ
174,Kranich::N,grulla,കൊക്ക്
175,Krähe::N,corneja,കാക്ക
176,Kuckuck::N,cuco,കുയിൽ
177,Schwan::N,cisne,അരയന്നം
178,Fisch::N,pez,മത്സ്യം
179,Barsch::N,perca,ഒരിനം മത്സ്യം
180,Hecht::N,lucio,ഒരു മത്സ്യം
181,Schlange[Tier]::N,serpiente,പാമ്പ്
182,Wurm::N,gusano,വിര
183,Spinne::N,araña,ചിലന്തി
184,Ameise::N,hormiga,ഉറുമ്പ്
185,Laus::N,piojo,പേന്
186,Mücke::N,mosquito,മശകം
187,Fliege::N,mosca,ഈച്ച
188,Schmetterling::N,mariposa,ചിത്രശലഭം
189,Beere::N,baya,ബെറി
190,Apfel::N,manzana,ആപ്പിൾ
191,Pilz::N,seta,കൂൺ
192,Pilz::N,hongo,കൂൺ
193,Zwiebel::N,cebolla,സവാള
194,Saat::N,siembra,വിത്ത്
195,Korn::N,grano,ധാന്യം
196,Heu::N,heno,വയ്ക്കോൽ
197,Schale::N,cáscara,തൊലി
198,Grube::N,foso,കുഴി
199,Falle::N,trampa,കെണി
200,Schlinge::N,lazo,കുടുക്ക്
201,Spur::N,huella,ചുവട്
202,Asche::N,ceniza,ചാരം
203,Dreck::N,suciedad,അഴുക്ക്
204,Eisen::N,hierro,ഇരുമ്പ്
205,Gold::N,oro,സ്വർണ്ണം
206,Silber::N,plata,വെള്ളി
207,Kohle::N,carbón,കൽക്കരി
208,Glas::N,vidrio,ഗ്ലാസ്
209,Glas::N,cristal,ഗ്ലാസ്
210,Lehm::N,barro,കളിമണ്ണ്
211,Sand::N,arena,മണൽ
212,Mensch::N,hombre,മനുഷ്യർ
213,Mensch::N,ser humano,മനുഷ്യർ
214,Mann::N,hombre,പുരുഷൻ
215,Frau::N,mujer,സ്ത്രീ
216,Kind::N,niño,കുഞ്ഞ്
217,Junge::N,chico,ആൺകുട്ടി
218,Junge::N,muchacho,ആൺകുട്ടി
219,Mädchen::N,chica,പെൺകുട്ടി
220,Mädchen::N,muchacha,പെൺകുട്ടി
221,Familie::N,familia,കുടുംബം
222,Großvater::N,abuelo,അപ്പൂപ്പൻ
223,Großmutter::N,abuela,അമ്മുമ്മ
224,Eltern::N,padres,മാതാപിതാക്കള്
225,Vater::N,padre,അച്ഛൻ
226,Mutter::N,madre,അമ്മ
227,Sohn::N,hijo,മകൻ
228,Tochter::N,hija,മകൾ
229,Bruder::N,hermano,ചേട്ടൻ
230,Bruder::N,hermano,അനിയൻ
231,Schwester::N,hermana,ചേച്ചി
232,Schwester::N,hermana,അനിയത്തി
233,Onkel::N,tío,അമ്മാവൻ
234,Tante::N,tía,മാമി
235,Ehemann::N,esposo,ഭർത്താവ്
236,Ehefrau::N,esposa,ഭാര്യ
237,Freude::N,placer,ആഹ്ലാദം
238,Freude::N,alegría,ആഹ്ലാദം
239,Gelächter::N,risa,ചിരിയുടെ ശബ്ദം
240,Gelächter::N,carcajada,ചിരിയുടെ ശബ്ദം
241,Glück::N,felicidad,സന്തോഷം
242,Glück::N,felicidad,സന്തുഷ്ടി
243,Kummer::N,pena,ശോകം
244,Wunsch::N,deseo,ആഗ്രഹം
245,Lust::N,ganas,ആഗ്രഹം
246,Geist::N,mente,ചുറുചുറുക്ക്
247,Geist::N,espíritu,ചുറുചുറുക്ക്
248,Gedanke::N,idea,ചിന്ത
249,Gedanke::N,pensamiento,ചിന്ത
250,Gedächtnis::N,memoria,ഓർമ്മശക്തി
251,Verstand::N,razón,മനസ്സ്
252,Verstand::N,entendimiento,മനസ്സ്
253,Sinn::N,sentido,അർത്ഥം
254,Sinn::N,significado,അർത്ഥം
255,Grund::N,causa,കാരണം
256,Wahrheit::N,verdad,സത്യം
257,Gespräch::N,conversación,സല്ലാപം
258,Märchen::N,cuento,യക്ഷിക്കഥ
259,Erzählung::N,cuento,കഥ
260,Erzählung::N,narración,കഥ
261,Nachricht::N,mensaje,സന്ദേശം
262,Neuigkeit::N,noticia,വാർത്ത
263,Name::N,nombre,പേര്
264,Rätsel::N,acertijo,പ്രഹേളിക
265,Rätsel::N,adivinanza,പ്രഹേളിക
266,Rede::N,discurso,സംസാരം
267,Sprache::N,lengua,ഭാഷ
268,Stimme::N,voz,സ്വരം
269,Wort::N,palabra,വാക്ക്
270,Zeichen::N,señal,സംജ്ഞ
271,Ruf::N,llamada,വിളി
272,Lärm::N,ruido,ആരവം
273,Lärm::N,barullo,ആരവം
274,Laut::N,sonido,ശബ്ദം
275,Ton::N,tono,സ്വരഭേദം
276,Lied::N,canción,പാട്ട്
277,Ruhe::N,calma,നിശ്ചലത
278,Ruhe::N,silencio,നിശ്ചലത
279,Leute::N,gente,ജനങ്ങൾ
280,Volk::N,pueblo,രാഷ്ടം
281,Arbeit::N,trabajo,ജോലി
282,Gast::N,huésped,അതിലി
283,Gast::N,invitado,അതിലി
284,Geschenk::N,regalo,സമ്മാനം
285,Spiel::N,juego,കളി
286,Gesellschaft::N,compañía,കൂട്ടായ്മ
287,Hilfe::N,ayuda,സഹായം
288,Hilfe::N,socorro,സഹായം
289,Freund::N,amigo,സുഹൃത്ത്
290,Kamerad::N,camarada,കൂട്ടാളി
291,Kamerad::N,compañero,കൂട്ടാളി
292,Angelegenheit::N,asunto,കാര്യം
293,Anzahl::N,cantidad,എണ്ണം
294,Art::N,tipo,തരം
295,Art::N,clase,തരം
296,Stück::N,pieza,കഷണം
297,Teil::N,parte,ഭാഗം
298,Hälfte::N,mitad,പകുതി
299,Kreis::N,círculo,വൃത്തം
300,Kreuz::N,cruz,കുരിശടയാളം
301,Linie::N,línea,വര
302,Linie::N,línea,രേഖ
303,Strich::N,raya,പക്ഷാഘാതം
304,Strich::N,trazo,പക്ഷാഘാതം
305,Abstand::N,distancia,വിടവ്
306,Entfernung::N,distancia,അകലം
307,Gegend::N,región,പ്രദേശം
308,Gegend::N,comarca,പ്രദേശം
309,Platz::N,espacio,ഇടം
310,Ort::N,sitio,സ്ഥലം
311,Seite::N,lado,വശം
312,Seite::N,costado,വശം
313,Mitte::N,medio,മധ്യസ്ഥാനം
314,Mitte::N,centro,മധ്യസ്ഥാനം
315,Gegenstand::N,objeto,സാധനം
316,Sache::N,cosa,വസ്തു
317,Rand::N,borde,തൊങ്ങൽ
318,Kante::N,borde,അറ്റം
319,Ecke::N,esquina,മൂല
320,Spitze::N,punta,അഗ്രം
321,Ende::N,cabo,അവസാനം
322,Ende::N,extremo,അവസാനം
323,Loch::N,agujero,ദ്വാരം
324,Loch::N,abertura,ദ്വാരം
325,Winkel::N,ángulo,കോൺ
326,Muster::N,dibujo,ക്രമം
327,Größe::N,tamaño,വലുപ്പം
328,Länge::N,longitud,നീളം
329,Höhe::N,altura,ഉയരം
330,Höhe::N,altitud,ഉയരം
331,Gewicht::N,peso,കട്ടി
332,Menge::N,cantidad,അളവ്
333,Haufen::N,montón,കൂമ്പാരം
334,Reihe::N,fila,വരി
335,Boot::N,bote,ബോട്ട്
336,Boot::N,barca,ബോട്ട്
337,Ruder::N,remo,പങ്കായം
338,Schlitten::N,trineo,ഉരുളില്ലാവണ്ടി
339,Ski::N,esquí,ഹിമപാദുകം
340,Lagerfeuer::N,hoguera,തീ
341,Last::N,carga,ഭാരം
342,Gang::N,marcha,നടത്തം
343,Schritt::N,paso,ചുവട്
344,Norden::N,norte,വടക്ക്
345,Süden::N,sur,തെക്ക്
346,Westen::N,oeste,പടിഞ്ഞാറ്
347,Osten::N,este,കിഴക്ക്
348,Holz::N,madera,തടി
349,Brett::N,tabla,ബോർഡ്
350,Platte::N,placa,തകിട്
351,Platte::N,plancha,തകിട്
352,Stütze::N,sostén,താങ്ങ്
353,Stütze::N,soporte,താങ്ങ്
354,Stange::N,vara,കമ്പ്
355,Stange::N,percha,കമ്പ്
356,Stock::N,palo,വടി
357,Stock::N,bastón,വടി
358,Stab::N,vara,കുറുവടി
359,Stab::N,bastón,കുറുവടി
360,Rohr::N,tubo,കുഴൽ
361,Haus::N,casa,വീട്
362,Heim::N,hogar,വീട്
363,Ofen::N,estufa,സ്റ്റൌ
364,Fußboden::N,suelo,തറ
365,Tisch::N,mesa,മേശ
366,Stuhl::N,silla,കസേര
367,Wiege::N,cuna,തൊട്ടിൽ
368,Bett::N,cama,കിടക്ക
369,Regal::N,estantería,ഷെൽഫ്
370,Kiste::N,caja,പെട്ടി
371,Fenster::N,ventana,ജനൽ
372,Tür::N,puerta,വാതിൽ
373,Tor::N,puerta,കവാടം
374,Zaun::N,valla,വേലി
375,Zaun::N,cercado,വേലി
376,Dach::N,techo,മേൽക്കുര
377,Dach::N,tejado,മേൽക്കുര
378,Leiter::N,escalera,ഏണി
379,Besen::N,escoba,ചൂല്
380,Spaten::N,pala,തൂമ്പ
381,Schaufel::N,pala,തൂമ്പ
382,Schaufel::N,paleta,തൂമ്പ
383,Gabel::N,tenedor,മുൾക്കത്തി
384,Löffel::N,cuchara,സ്പൂൺ
385,Messer::N,cuchillo,കത്തി
386,Nagel::N,clavo,ആണി
387,Netz::N,red,വല
388,Haken::N,gancho,കൊളുത്ത്
389,Haken::N,corchete,കൊളുത്ത്
390,Griff::N,asa,കൈപ്പിടി
391,Griff::N,mango,കൈപ്പിടി
392,Schloss::N,cerradura,പൂട്ട്
393,Bild::N,imagen,ചിത്രം
394,Figur::N,figura,കണക്ക്
395,Puppe::N,muñeca,പാവ
396,Beutel::N,bolsa,ബാഗ്
397,Bündel::N,haz,കെട്ട്
398,Tasche::N,bolso,ബാഗ്
399,Eimer::N,cubo,ബക്കറ്റ്
400,Deckel::N,tapa,ഉറ
401,Deckel::N,tapadera,ഉറ
402,Geschirr::N,vajilla,പിഞ്ഞാണം
403,Sack::N,saco,ചാക്ക്
404,Tasse::N,taza,കപ്പ്
405,Topf::N,olla,പാത്രം
406,Topf::N,marmita,പാത്രം
407,Kessel::N,caldera,കെറ്റ്ല്
408,Essen::N,comida,ആഹാരസമയം
409,Nahrung::N,alimento,ഭക്ഷണം
410,Speise::N,plato,ഡിഷ്
411,Fleisch::N,carne,മാംസം
412,Getreide::N,cereales,ചോളം
413,Brei::N,puré,കഞ്ഞി
414,Brei::N,papilla,കഞ്ഞി
415,Brot::N,pan,റോട്ടി
416,Scheibe::N,lonja,തുണ്ട്
417,Scheibe::N,rebanada,തുണ്ട്
418,Fett::N,grasa,കൊഴുപ്പ്
419,Butter::N,mantequilla,വെണ്ണ
420,Öl::N,aceite,എണ്ണ
421,Salz::N,sal,ഉപ്പ്
422,Suppe::N,sopa,സൂപ്പ്
423,Honig::N,miel,തേൻ
424,Milch::N,leche,പാൽ
425,Tee::N,té,ചായ
426,Leder::N,cuero,തുകൽ
427,Wolle::N,lana,കമ്പിളി
428,Stoff::N,tela,തുണി
429,Stoff::N,tejido,തുണി
430,Nadel::N,aguja,സൂചി
431,Faden::N,hilo,നൂല്
432,Knopf::N,botón,ബട്ടൺ
433,Knoten::N,nudo,കുരുക്ക്
434,Farbe::N,pintura,പെയിൻറ്
435,Kleidung::N,ropa,വസ്ത്രങ്ങൾ
436,Kleidung::N,vestidos,വസ്ത്രങ്ങൾ
437,Hemd::N,camisa,ഷർട്ട്
438,Kragen::N,cuello,കുപ്പായക്കഴുത്ത്
439,Ärmel::N,manga,കുപ്പായക്കൈ
440,Hose::N,pantalón,ട്രൌസർ
441,Gürtel::N,cinturón,ബെൽറ്റ്
442,Mütze::N,gorro,തൊപ്പി
443,Schuh::N,zapato,ഷൂ
444,Stiefel::N,bota,ബൂട്ട്
445,Ring::N,anillo,മോതിരം
446,Band::N,cinta,റിബൺ
447,Kamm::N,peine,ചീപ്പ്
448,Spiegel::N,espejo,കണ്ണാടി
449,Riemen::N,correa,സ്ട്രാപ്പ്
450,Schnur::N,cuerda,ചരട്
451,Leine::N,correa,കെട്ടാനുള്ള തോൽവാർ
452,Decke::N,manta,പുതപ്പ്
453,Kissen::N,almohada,തലയിണ
454,Tuch::N,pañuelo,സ്കാർഫ്
455,Handtuch::N,toalla,തോർത്ത്
456,Kraft::N,fuerza,ശക്തി
457,Stärke::N,fuerza,ശക്തി
458,Gesundheit::N,salud,ആരോഗ്യം
459,Krankheit::N,enfermedad,അസുഖം
460,Schmerz::N,dolor,വേദന
461,Wunde::N,llaga,മുറിവ്
462,Wunde::N,herida,മുറിവ്
463,Fieber::N,fiebre,പനി
464,Arznei::N,medicina,മരുന്ന്
465,Arznei::N,medicamento,മരുന്ന്
466,Brücke::N,puente,പാലം
467,Brunnen::N,pozo,കിണർ
468,Weide::N,pasto,മേച്ചൽ
469,Pfad::N,sendero,വഴി
470,Weg::N,camino,വഴി
471,Straße::N,vía,റോഡ്
472,Straße::N,carretera,റോഡ്
473,Dorf::N,aldea,ഗ്രാമം
474,Dorf::N,pueblo,ഗ്രാമം
475,Stadt::N,ciudad,നഗരം
476,Brief::N,carta,കത്ത്
477,Buch::N,libro,പുസ്തകം
478,Buchstabe::N,letra,അക്ഷരം
479,Buchstabe::N,carácter,അക്ഷരം
480,Zeitung::N,diario,വർത്തമാനപത്രം
481,Zeitung::N,periódico,വർത്തമാനപത്രം
482,Leben::N,vida,ജീവൻ
483,Tod::N,muerte,മരണം
484,Grab::N,tumba,ശവക്കുഴി
485,Grab::N,sepulcro,ശവക്കുഴി
486,Kirche::N,iglesia,പള്ളി
487,Sünde::N,pecado,പാപം
488,Gott::N,dios,ദൈവം
489,Arbeiter::N,obrero,ജോലിക്കാരൻ
490,Arbeiter::N,trabajador,ജോലിക്കാരൻ
491,Chef::N,jefe,മേധാവി
492,Meister::N,maestro,യജമാനൻ
493,Arzt::N,médico,ഡോക്ടർ
494,Lehrer::N,profesor,അധ്യാപകൻ
495,Geld::N,dinero,പണം
496,Geschäft::N,negocio,ബിസിനസ്
497,Laden::N,tienda,കട
498,Preis::N,precio,വില
499,Ware::N,mercancía,ചരക്ക്
500,Nutzen::N,provecho,ലാഭം
501,Reichtum::N,riqueza,ധനം
502,Welt::N,mundo,ലോകം
503,Land::N,país,രാജ്യം
504,Staat::N,Estado,രാജ്യം
505,König::N,rey,രാജാവ്
506,Macht::N,poder,അധികാരം
507,Macht::N,potencia,അധികാരം
508,Grenze::N,frontera,അതിർത്തി
509,Krieg::N,guerra,യുദ്ധം
510,Feind::N,enemigo,ശത്രു
511,Gewalt::N,violencia,അക്രമം
512,Kampf::N,lucha,പോരാട്ടം
513,Kampf::N,combate,പോരാട്ടം
514,Bogen[Waffe]::N,arco,വില്ല്
515,Pfeil::N,flecha,അമ്പ്
516,Gewehr::N,fusil,തോക്ക്
517,Gewehr::N,escopeta,തോക്ക്
518,Fehler::N,error,പിശക്
519,Lüge::N,mentira,കള്ളം
520,Schaden::N,daño,കേടുപാട്
521,Unglück::N,desgracia,ദൌർഭാഗ്യം
522,Schuld::N,culpa,തെറ്റ്
523,Alter::N,edad,വയസ്സ്
524,Schluss::N,fin,നിഗമനം
525,Schluss::N,final,നിഗമനം
526,Zeit::N,tiempo,സമയം
527,Tag::N,día,ദിവസം
528,Morgen::N,mañana,പ്രഭാതം
529,Mittag::N,mediodía,ഉച്ച
530,Abend::N,noche,സായാഹ്നം
531,Nacht::N,noche,രാത്രി
532,Woche::N,semana,ആഴ്ച
533,Monat::N,mes,മാസം
534,Jahr::N,año,വർഷം
535,Frühling::N,primavera,വസന്തം
536,Sommer::N,verano,വേനൽ
537,Herbst::N,otoño,ശരത്കാലം
538,Winter::N,invierno,ശൈത്യം
539,Januar::N,enero,ജനുവരി
540,Februar::N,febrero,ഫെബ്രുവരി
541,März::N,marzo,മാർച്ച്
542,April::N,abril,ഏപ്രിൾ മാസം
543,Mai::N,mayo,മെയ് മാസം
544,Juni::N,junio,ജൂൺ
545,Juli::N,julio,ജൂലൈ
546,August::N,agosto,ആഗസ്റ്റ്
547,September::N,septiembre,സെപ്തംബർ
548,Oktober::N,octubre,ഒക്ടോബർ
549,November::N,noviembre,നവംബർ
550,Dezember::N,diciembre,ഡിസംബർ
551,Montag::N,lunes,തിങ്കളാഴ്ച
552,Dienstag::N,martes,ചൊവ്വ
553,Mittwoch::N,miércoles,ബുധനാഴ്ച
554,Donnerstag::N,jueves,വ്യാഴാഴ്ച
555,Freitag::N,viernes,വെള്ളിയാഴ്ച
556,Samstag::N,sábado,ശനിയാഴ്ച
557,Sonntag::N,domingo,ഞായറാഴ്ച
558,groß::A,grande,വലിയ
559,klein::A,pequeño,ചെറിയ
560,lang::A,largo,നീണ്ട
561,kurz::A,corto,ഹ്രസ്വമായ
562,breit::A,ancho,വിശാലമായ
563,schmal::A,estrecho,ഇടുങ്ങിയ
564,dicht::A,denso,നിബിഡമായ
565,dick[Gegenstand]::A,grueso,തടിച്ച
566,dünn::A,fino,മെലിഞ്ഞ
567,dünn::A,delgado,മെലിഞ്ഞ
568,fein::A,fino,നേർത്ത
569,fein::A,delicado,നേർത്ത
570,fest::A,firme,ഉറപ്പുള്ള
571,fest::A,sólido,ഉറപ്പുള്ള
572,flach::A,plano,പരന്ന
573,glatt::A,liso,മിനുസമുള്ള
574,hart::A,duro,കട്ടിയുള്ള
575,weich::A,muelle,മൃദുവായ
576,rund::A,redondo,വട്ടത്തിലുള്ള
577,spitz::A,agudo,മുനയുള്ള
578,spitz::A,apuntado,മുനയുള്ള
579,scharf::A,agudo,മൂർച്ചയുള്ള
580,scharf::A,afilado,മൂർച്ചയുള്ള
581,stumpf::A,sin filo,തുറന്നടിക്കുന്ന
582,schwer::A,pesado,ഭാരമുള്ള
583,schön::A,bello,മനോഹരമായ
584,schön::A,hermoso,മനോഹരമായ
585,heiß::A,caluroso,ചൂടുള്ള
586,warm::A,cálido,ചൂടുള്ള
587,warm::A,caliente,ചൂടുള്ള
588,kalt::A,frío,തണുത്ത
589,kühl::A,fresco,തണുപ്പുള്ള
590,frisch::A,fresco,ശുദ്ധമായ
591,feucht::A,húmedo,ഈറനുള്ള
592,nass::A,mojado,നനഞ്ഞ
593,trocken::A,seco,വരണ്ട
594,voll::A,lleno,നിറയെ
595,leer::A,vacío,ഒഴിഞ്ഞ
596,offen::A,abierto,തുറന്ന
597,geschlossen::A,cerrado,അടച്ച
598,sauber::A,limpio,വൃത്തിയുള്ള
599,schmutzig::A,sucio,അഴുക്കുനിറഞ്ഞ
600,roh::A,crudo,അസംസ്കൃതമായ
601,reif::A,maduro,പഴുത്ത
602,lecker::A,rico,രുചികരമായ
603,lecker::A,sabroso,രുചികരമായ
604,süß::A,dulce,മധുരമുള്ള
605,bitter::A,amargo,കടുത്ത
606,sauer::A,agrio,പുളിപ്പുള്ള
607,hell::A,claro,ജ്വലിക്കുന്ന
608,dunkel::A,oscuro,ഇരുണ്ട
609,schwarz::A,negro,കറുത്ത
610,weiß::A,blanco,വെളുത്ത
611,rot::A,rojo,ചുവന്ന
612,gelb::A,amarillo,മഞ്ഞനിറമായ
613,blau::A,azul,നീലനിറമുള്ള
614,grün::A,verde,പച്ചനിറമുള്ള
615,grau::A,gris,ചാരനിറത്തിലുള്ള
616,bunt::A,multicolor,വർണ്ണശബളമായ
617,billig::A,barato,വിലകുറഞ്ഞ
618,teuer::A,caro,ചെലവേറിയ
619,wertvoll::A,valioso,വിലപിടിപ്പുള്ള
620,wertvoll::A,precioso,വിലപിടിപ്പുള്ള
621,blind::A,ciego,അന്ധനായ
622,taub::A,sordo,കേൾവിക്കുറവുള്ള
623,kräftig::A,fuerte,ശക്തിയുള്ള
624,stark::A,fuerte,ബലമുള്ള
625,stark::A,vigoroso,ബലമുള്ള
626,schwach::A,débil,ക്ഷീണിച്ച
627,fett::A,obeso,കൊഴുപ്പുള്ള
628,schlank::A,esbelto,മെലിഞ്ഞ
629,hübsch::A,mono,മനോഹരമായ
630,hübsch::A,guapo,മനോഹരമായ
631,böse::A,malo,പാപിയായ
632,dumm::A,tonto,വിവരംകെട്ട
633,dumm::A,estúpido,വിവരംകെട്ട
634,faul::A,vago,അലസനായ
635,faul::A,perezoso,അലസനായ
636,fleißig::A,aplicado,അദ്ധ്വാനശീലമുള്ള
637,fleißig::A,diligente,അദ്ധ്വാനശീലമുള്ള
638,geizig::A,avaro,പിശുക്കനായ
639,klug::A,sensato,ബുദ്ധിസാമർഥ്യമുള്ള
640,klug::A,inteligente,ബുദ്ധിസാമർഥ്യമുള്ള
641,geschickt::A,hábil,പ്രതിഭാശാലി
642,lieb::A,querido,പ്രിയപ്പെട്ട
643,lustig::A,alegre,ആനന്ദകരമായ
644,sanft::A,suave,സൌമ്യമായ
