,Concept_ID,uk,pt
481,Hemd::N,сорочка,camisa
482,Kragen::N,комір,gola
483,Ärmel::N,рукав,manga
484,Hose::N,брюки,calça
485,Gürtel::N,пояс,cinto
486,Mütze::N,шапка,boné
487,Mütze::N,шапка,barrete
488,Schuh::N,ботинок,sapato
489,Stiefel::N,чобіт,bota
490,Ring::N,кільце,anel
491,Band::N,стрічка,fita
492,Band::N,стрічка,faixa
493,Kamm::N,гребінець,pente
494,Spiegel::N,дзеркало,espelho
495,Riemen::N,ремінь,correia
496,Schnur::N,вірьовка,corda
497,Schnur::N,вірьовка,cordel
498,Leine::N,шворка,trela
499,Decke::N,ковдра,cobertor
500,Kissen::N,подушка,almofada
501,Tuch::N,хустка,pano
502,Handtuch::N,рушник,toalha
503,Kraft::N,сила,força
504,Stärke::N,сила,força
505,Gesundheit::N,здоров’я,saúde
506,Krankheit::N,хвороба,doença
507,Krankheit::N,хвороба,enfermidade
508,Schmerz::N,біль,dor
509,Wunde::N,рана,chaga
510,Wunde::N,рана,ferida
511,Fieber::N,гарячка,febre
512,Arznei::N,ліки,remédio
513,Brücke::N,міст,ponte
514,Brunnen::N,колодязь,poço
515,Weide::N,пасовище,pastagem
516,Pfad::N,стежка,senda
517,Pfad::N,стежка,trilho
518,Weg::N,шлях,caminho
519,Weg::N,дорога,caminho
520,Straße::N,вулиця,via
521,Straße::N,вулиця,estrada
522,Dorf::N,село,aldeia
523,Stadt::N,місто,cidade
524,Brief::N,лист,carta
525,Buch::N,книга,livro
526,Buch::N,книжка,livro
527,Buchstabe::N,буква,letra
528,Buchstabe::N,літера,letra
529,Zeitung::N,газета,jornal
530,Leben::N,життя,vida
531,Tod::N,смерть,morte
532,Grab::N,могила,túmulo
533,Grab::N,могила,sepultura
534,Kirche::N,церква,igreja
535,Sünde::N,гріх,pecado
536,Gott::N,бог,deus
537,Arbeiter::N,робітник,operário
538,Arbeiter::N,робітник,trabalhador
539,Chef::N,хазяїн,chefe
540,Chef::N,хазяїн,patrão
541,Meister::N,умілець,mestre
542,Arzt::N,лікар,médico
543,Lehrer::N,вчитель,professor
544,Geld::N,гроші,dinheiro
545,Geschäft::N,заняття,negócio
546,Laden::N,магазин,loja
547,Laden::N,крамниця,loja
548,Preis::N,ціна,preço
549,Ware::N,товар,mercadoria
550,Nutzen::N,вигода,proveito
551,Nutzen::N,користь,proveito
552,Reichtum::N,багатство,riqueza
553,Welt::N,світ,mundo
554,Land::N,країна,país
555,Staat::N,держава,Estado
556,König::N,король,rei
557,Macht::N,влада,poder
558,Macht::N,влада,potência
559,Grenze::N,кордон,fronteira
560,Krieg::N,війна,guerra
561,Feind::N,ворог,inimigo
562,Gewalt::N,насильство,violência
563,Kampf::N,бій,luta
564,Kampf::N,бій,combate
565,Kampf::N,боротьба,luta
566,Kampf::N,боротьба,combate
567,Bogen[Waffe]::N,лук,arco
568,Pfeil::N,стріла,seta
569,Pfeil::N,стріла,flecha
570,Gewehr::N,рушниця,espingarda
571,Gewehr::N,гвинтівка,espingarda
572,Fehler::N,помилка,erro
573,Fehler::N,помилка,falha
574,Lüge::N,брехня,mentira
575,Schaden::N,шкода,dano
576,Schaden::N,шкода,estrago
577,Schaden::N,збиток,dano
578,Schaden::N,збиток,estrago
579,Unglück::N,нещастя,desgraça
580,Schuld::N,провина,culpa
581,Alter::N,вік,idade
582,Alter::N,літа,idade
583,Schluss::N,кінець,fim
584,Zeit::N,час,tempo
585,Tag::N,день,dia
586,Morgen::N,ранок,manhã
587,Mittag::N,південь,meio-dia
588,Abend::N,вечір,noite
589,Abend::N,вечір,tardinha
590,Nacht::N,ніч,noite
591,Woche::N,тиждень,semana
592,Monat::N,місяць,mês
593,Jahr::N,рік,ano
594,Frühling::N,весна,primavera
595,Sommer::N,літо,verão
596,Herbst::N,осінь,outono
597,Winter::N,зима,inverno
598,Januar::N,січень,Janeiro
599,Februar::N,лютий,Fevereiro
600,März::N,березень,Março
601,April::N,квітень,Abril
602,Mai::N,травень,Maio
603,Juni::N,червень,Junho
604,Juli::N,липень,Julho
605,August::N,серпень,Agosto
606,September::N,вересень,Setembro
607,Oktober::N,жовтень,Outubro
608,November::N,листопад,Novembro
609,Dezember::N,грудень,Dezembro
610,Montag::N,понеділок,segunda-feira
611,Dienstag::N,вівторок,terça-feira
612,Mittwoch::N,середа,quarta-feira
613,Donnerstag::N,четвер,quinta-feira
614,Freitag::N,п’ятниця,sexta-feira
615,Samstag::N,субота,sábado
616,Sonntag::N,неділя,domingo
617,groß::A,великий,grande
618,klein::A,малий,pequeno
619,klein::A,маленький,pequeno
620,lang::A,довгий,comprido
621,kurz::A,короткий,curto
622,breit::A,широкий,largo
623,schmal::A,вузький,estreito
624,dicht::A,густий,denso
625,dick[Gegenstand]::A,товстий,grosso
626,dünn::A,тонкий,delgado
627,fein::A,дрібний,fino
628,fein::A,дрібний,subtil
629,fest::A,міцний,firme
630,fest::A,міцний,sólido
631,flach::A,плоский,plano
632,glatt::A,рівний,liso
633,glatt::A,гладенький,liso
634,hart::A,твердий,duro
635,weich::A,м’який,mole
636,rund::A,круглий,redondo
637,spitz::A,гострокінцевий,agudo
638,scharf::A,гострий,afiado
639,stumpf::A,тупий,rombo
640,schwer::A,важкий,pesado
641,schön::A,вродливий,belo
642,schön::A,вродливий,bonito
643,heiß::A,жаркий,quente
644,heiß::A,гарячий,quente
645,warm::A,теплий,quente
646,kalt::A,холодний,frio
647,kühl::A,прохолодний,fresco
648,frisch::A,свіжий,fresco
649,feucht::A,вогкий,húmido
650,nass::A,мокрий,molhado
651,trocken::A,сухий,seco
652,voll::A,повний,cheio
653,leer::A,пустий,vazio
654,offen::A,відкритий,aberto
655,geschlossen::A,закритий,fechado
656,geschlossen::A,зачинений,fechado
657,sauber::A,чистий,limpo
658,sauber::A,охайний,limpo
659,schmutzig::A,брудний,sujo
660,roh::A,сирий,cru
661,reif::A,зрілий,maduro
662,lecker::A,смачний,delicioso
663,süß::A,солодкий,doce
664,bitter::A,гіркий,amargo
665,sauer::A,кислий,azedo
666,hell::A,світлий,claro
667,dunkel::A,темний,escuro
668,dunkel::A,темний,sombrio
669,schwarz::A,чорний,preto
670,weiß::A,сивий,branco
671,rot::A,червоний,vermelho
672,gelb::A,жовтий,amarelo
673,blau::A,синій,azul
674,grün::A,зелений,verde
675,grau::A,сірий,cinzento
676,bunt::A,барвистий,colorido
677,billig::A,дешевий,barato
678,teuer::A,дорогий,caro
679,wertvoll::A,цінний,valioso
680,wertvoll::A,цінний,precioso
681,blind::A,сліпий,cego
682,taub::A,глухий,surdo
683,kräftig::A,могутній,forte
684,kräftig::A,могутній,poderoso
685,stark::A,сильний,forte
686,stark::A,сильний,robusto
687,schwach::A,слабкий,débil
688,fett::A,жирний,gordo
689,fett::A,товстий,gordo
690,schlank::A,тонкий,esbelto
691,schlank::A,стрункий,esbelto
692,hübsch::A,чарівний,giro
693,hübsch::A,чарівний,bonito
694,böse::A,злий,mau
695,böse::A,лихий,mau
696,dumm::A,дурний,parvo
697,dumm::A,дурний,estúpido
698,faul::A,ледачий,preguiçoso
699,fleißig::A,старанний,aplicado
700,fleißig::A,старанний,diligente
701,geizig::A,скупий,avarento
702,klug::A,мудрий,prudente
703,klug::A,мудрий,inteligente
704,klug::A,розумний,prudente
705,klug::A,розумний,inteligente
706,geschickt::A,умілий,hábil
707,lieb::A,милий,caro
708,lieb::A,милий,querido
709,lustig::A,веселий,alegre
710,sanft::A,лагідний,suave
711,sanft::A,лагідний,brando
712,hungrig::A,голодний,faminto
713,krank::A,слабий,doente
714,krank::A,слабий,enfermo
715,nackt::A,голий,nu
716,nackt::A,голий,despido
717,traurig::A,сумний,triste
718,lebendig::A,живий,vivo
719,gut::A,добрий,bom
720,schlecht::A,поганий,mau
721,schlecht::A,поганий,ruim
722,schlecht::A,кепський,mau
723,schlecht::A,кепський,ruim
724,richtig::A,правильний,justo
725,richtig::A,правильний,correcto
726,schlimm::A,бридкий,mau
727,schlimm::A,бридкий,grave
728,wahr::A,справжній,verdadeiro
729,alt::A,старий,velho
730,alt::A,старий,antigo
731,neu::A,новий,novo
732,ehemalig::A,колишній,antigo
733,alt[Lebewesen]::A,старий,velho
734,jung::A,молодий,jovem
735,arm::A,бідний,pobre
736,reich::A,багатий,rico
737,bekannt::A,знайомий,conhecido
738,berühmt::A,славетний,famoso
739,berühmt::A,славетний,célebre
740,fremd::A,чужий,alheio
741,fremd::A,чужий,estranho
742,verschieden::A,різний,diverso
743,verschieden::A,різний,diferente
744,nah::A,близький,próximo
745,fern::A,далекий,remoto
746,fern::A,далекий,distante
747,linker::A,лівий,esquerdo
748,rechter::A,правий,direito
749,anderer::A,інакший,outro
750,erster::A,перший,primeiro
751,zweiter::A,другий,segundo
752,dritter::A,третій,terceiro
753,letzter::A,останній,final
754,letzter::A,останній,último
755,allein::ADV,сам,só
756,allein::ADV,один,só
757,auf einmal::ADV,відразу,de vez
758,zusammen::ADV,разом,juntos
759,zusammen::ADV,спільно,juntos
760,lange::ADV,довго,muito tempo
761,plötzlich::ADV,раптом,de repente
762,sofort::ADV,зараз,imediatamente
763,später::ADV,пізніше,mais tarde
764,jetzt::ADV,тепер,agora
765,heute::ADV,сьогодні,hoje
766,morgen::ADV,завтра,amanhã
767,bald::ADV,незабаром,logo
768,bald::ADV,незабаром,breve
769,dann::ADV,потім,então
770,dann::ADV,потім,depois
771,gestern::ADV,вчора,ontem
772,einst::ADV,колись,antigamente
773,damals::ADV,тоді,então
774,danach::ADV,згодом,logo
775,danach::ADV,згодом,depois
776,vorher::ADV,раніше,antes
777,zuerst::ADV,спершу,primeiro
778,zuerst::ADV,спочатку,primeiro
779,einmal::ADV,один раз,uma vez
780,manchmal::ADV,іноді,às vezes
781,manchmal::ADV,інколи,às vezes
782,oft::ADV,часто,muitas vezes
783,immer::ADV,завжди,sempre
784,niemals::ADV,ніколи,nunca
785,hier::ADV,тут,cá
786,hier::ADV,тут,aqui
787,hierhin::ADV,сюди,para cá
788,von hier::ADV,звідси,daqui
789,dort::ADV,там,lá
790,dort::ADV,там,ali
791,dorthin::ADV,туди,lá
792,dorthin::ADV,туди,para lá
793,geradeaus::ADV,прямо,em frente
794,vorwärts::ADV,вперед,avante
795,rückwärts::ADV,назад,para trás
796,zurück::ADV,назад,atrás
797,unten::ADV,внизу,debaixo
798,unten::ADV,внизу,em baixo
799,hinab::ADV,вниз,para baixo
800,oben::ADV,вгорі,em cima
801,hinauf::ADV,вгору,para cima
802,überall::ADV,скрізь,em toda parte
803,nicht::ADV,не,não
804,ein wenig::ADV,трохи,um pouco
805,ein wenig::ADV,трохи,um bocado
806,ein wenig::ADV,небагато,um pouco
807,ein wenig::ADV,небагато,um bocado
808,kaum::ADV,ледве,apenas
809,sehr::ADV,дуже,muito
810,so::ADV,так,tão
811,so::ADV,так,assim
812,noch::ADV,ще,ainda
813,nur::ADV,лише,só
814,nur::ADV,лише,apenas
815,nur::ADV,лише,somente
816,nur::ADV,тільки,só
817,nur::ADV,тільки,apenas
818,nur::ADV,тільки,somente
819,schon::ADV,вже,já
820,wieder::ADV,знову,outra vez
821,vergebens::ADV,дарма,em vão
822,vor::PRP,перед,diante de
823,hinter::PRP,ззаду,atrás de
824,hinter::PRP,позаду,atrás de
825,unter::PRP,під,sob
826,unter::PRP,під,debaixo de
827,durch::PRP,крізь,por
828,durch::PRP,крізь,através de
829,neben::PRP,біля,junto de
830,neben::PRP,біля,ao lado de
831,zwischen::PRP,між,entre
832,wegen::PRP,з-за,por
833,wegen::PRP,з-за,por causa de
834,wegen::PRP,через,por
835,wegen::PRP,через,por causa de
836,dies::PRN,це,isto
837,das::PRN,то,isso
838,das::PRN,то,aquilo
839,alles::PRN,все,todo
840,ich::PRN,я,eu
841,du::PRN,ти,tu
842,er::PRN,він,ele
843,wir::PRN,ми,nós
844,ihr::PRN,ви,vós
845,ihr::PRN,ви,vocês
846,sie::PRN,вони,eles
847,was::FPRN,що,quê
848,wer::FPRN,хто,quem
849,wo::FADV,де,onde
850,wohin::FADV,куди,aonde
851,wohin::FADV,куди,para onde
852,wie::FADV,як,como
853,warum::FADV,чому,porquê
