,Concept_ID,hr,ady
700,grau::A,siv,шхъо
701,bunt::A,šaren,къолэны
702,billig::A,jeftin,пыут
703,teuer::A,skup,сикӏа́с
704,teuer::A,skup,силъа́пӏ
705,wertvoll::A,vrijedan,пкӏэ зиӏ
706,wertvoll::A,vrijedan,уасэ́ зыфа́шӏ
707,wertvoll::A,dragocjen,пкӏэ зиӏ
708,wertvoll::A,dragocjen,уасэ́ зыфа́шӏ
709,blind::A,slijep,нэшъу́
710,taub::A,gluh,дэгу
711,kräftig::A,snažan,лъэ́ш
712,stark::A,jak,лъэ́ш
713,stark::A,snažan,лъэ́ш
714,schwach::A,slab,хъыбэй
715,fett::A,pretio,пщэры́
716,schlank::A,vitak,ищыгъэ
717,hübsch::A,zgodan,дахэ́
718,böse::A,zao,ябгэ
719,böse::A,opak,ябгэ
720,dumm::A,glup,делэ
721,faul::A,lijen,шъхьахы́нэ
722,fleißig::A,radin,егугъурэ
723,fleißig::A,marljiv,егугъурэ
724,geizig::A,škrt,тхьацэ
725,klug::A,razborit,акъылышӏу́
726,geschickt::A,vješt,ӏэпэӏэсэ́
727,geschickt::A,vješt,шо́у шӏыгъэ́
728,lieb::A,drag,псэм фэд
729,lustig::A,veseo,чэф
730,sanft::A,blag,ӏушъа́б
731,hungrig::A,gladan,гъаблэ́
732,krank::A,bolestan,сыма́дж
733,nackt::A,nag,пцӏанэ́
734,traurig::A,tužan,нэшхъэй
735,traurig::A,žalostan,нэшхъэй
736,lebendig::A,živ,
737,gut::A,dobar,дэгъу́
738,schlecht::A,loš,дэи
739,schlecht::A,rđav,дэи
740,richtig::A,tačan,тэрэз
741,richtig::A,ispravan,тэрэз
742,schlimm::A,zao,щынэгъо
743,schlimm::A,zločest,щынэгъо
744,wahr::A,istinit,шъыпкъэ́
745,alt::A,star,жъы
746,neu::A,nov,кӏэ
747,ehemalig::A,bivši,-щтыгъэ
748,ehemalig::A,bivši,-гъэ
749,alt[Lebewesen]::A,star,жъы
750,jung::A,mlad,ныбжьыкӏэ́
751,arm::A,ubog,тхьамы́кӏ
752,arm::A,siromašan,тхьамы́кӏ
753,reich::A,bogat,бай
754,bekannt::A,poznat,нэӏуа́с
755,berühmt::A,čuven,цӏэры́ӏу
756,berühmt::A,slavan,цӏэры́ӏу
757,fremd::A,tuđ,хымэ
758,fremd::A,stran,хымэ
759,verschieden::A,razan,зэфэшъхьафы
760,verschieden::A,različan,зэфэшъхьафы
761,nah::A,blizak,благъэ́
762,fern::A,dalek,чыжьэ
763,fern::A,daljnji,чыжьэ
764,linker::A,lijevi,сэмэ́гу
765,rechter::A,desni,джабгъу
766,anderer::A,drugi,нэмы́кӏ
767,anderer::A,drugačiji,нэмы́кӏ
768,erster::A,prvi,апэр
769,zweiter::A,drugi,я́тӏонэр
770,dritter::A,treći,ящэнэр
771,letzter::A,zadnji,аужыр
772,allein::ADV,sam,зы
773,auf einmal::ADV,istodobno,ардэдэм
774,auf einmal::ADV,istodobno,асыхьатым
775,zusammen::ADV,skupa,зэгъусэхэ́у
776,zusammen::ADV,zajedno,зэгъусэхэ́у
777,lange::ADV,dugo,бэрэ́
778,plötzlich::ADV,naglo,зэкӏэм
779,plötzlich::ADV,iznenada,зэкӏэм
780,sofort::ADV,odmah,ардэдэм
781,sofort::ADV,odmah,асыхьатым
782,später::ADV,kasnije,нэужым
783,jetzt::ADV,sad,джы
784,jetzt::ADV,sada,джы
785,heute::ADV,danas,непэ́
786,morgen::ADV,sutra,неу́щы
787,bald::ADV,skoro,псынкӏэу
788,bald::ADV,doskora,псынкӏэу
789,dann::ADV,zatim,нэужым
790,gestern::ADV,juče,тыгъуа́с
791,gestern::ADV,jučer,тыгъуа́с
792,einst::ADV,negda,зэгорэ́м
793,einst::ADV,nekada,зэгорэ́м
794,damals::ADV,tada,армэ
795,damals::ADV,tada,ащыгъум
796,damals::ADV,onda,армэ
797,damals::ADV,onda,ащыгъум
798,danach::ADV,poslije,нэужым
799,danach::ADV,nakon toga,нэужым
800,vorher::ADV,prije,нахьыпэм
801,vorher::ADV,prije toga,нахьыпэм
802,zuerst::ADV,prvo,
803,zuerst::ADV,najprije,
804,einmal::ADV,jednom,зэ
805,einmal::ADV,jedanput,зэ
806,manchmal::ADV,katkad,
807,manchmal::ADV,katkada,
808,oft::ADV,često,бэрэ
809,immer::ADV,vazda,ренэ́у
810,immer::ADV,uvijek,ренэ́у
811,niemals::ADV,nikad,
812,niemals::ADV,nikada,
813,hier::ADV,tu,
814,hier::ADV,ovdje,
815,hierhin::ADV,amo,
816,hierhin::ADV,ovamo,
817,von hier::ADV,odavde,
818,dort::ADV,ondje,модэ
819,dorthin::ADV,onamo,модэ́
820,geradeaus::ADV,ravno,занкӏэу
821,vorwärts::ADV,naprijed,ыпэкӏэ
822,rückwärts::ADV,natrag,ыужыкӏэ́
823,zurück::ADV,nazad,ыужыкӏэ́
824,zurück::ADV,natrag,ыужыкӏэ́
825,unten::ADV,dolje,ычӏэкӏэ́
826,hinab::ADV,nizbrdo,ычӏэгъы́
827,hinab::ADV,nizbrdo,ычӏэкӏэ́
828,oben::ADV,gore,ышъхьагъы
829,hinauf::ADV,uzbrdo,ышъхьагъыкӏэ
830,überall::ADV,svuda,тыди́
831,überall::ADV,svuda,тыдэкӏи́
832,überall::ADV,svagdje,тыди́
833,überall::ADV,svagdje,тыдэкӏи́
834,nicht::ADV,ne,-п
835,nicht::ADV,ne,мы-
836,ein wenig::ADV,malo,тӏэкӏу
837,kaum::ADV,tek,къоды́й
838,kaum::ADV,jedva,къоды́й
839,sehr::ADV,jako,дэд
840,sehr::ADV,veoma,дэд
841,so::ADV,tako,ащ фэд
842,so::ADV,tako,мыщ фэд
843,so::ADV,tako,джащ фэд
844,so::ADV,ovako,ащ фэд
845,so::ADV,ovako,мыщ фэд
846,so::ADV,ovako,джащ фэд
847,noch::ADV,još,джыри
848,nur::ADV,samo,ныӏэ́п
849,schon::ADV,već,
850,wieder::ADV,opet,джыри
851,wieder::ADV,ponovo,джыри
852,vergebens::ADV,uzalud,пкӏэнчъэ́у
853,vergebens::ADV,zabadava,пкӏэнчъэ́у
854,vor::PRP,pred,пашъхьэ́
855,vor::PRP,ispred,пашъхьэ́
856,hinter::PRP,za,кӏы́б
857,hinter::PRP,iza,кӏы́б
858,unter::PRP,pod,чӏэ-
859,unter::PRP,ispod,чӏэ-
860,durch::PRP,po,пхыры-
861,durch::PRP,kroz,пхыры-
862,neben::PRP,kraj,дэжь
863,neben::PRP,pored,дэжь
864,neben::PRP,pokraj,дэжь
865,zwischen::PRP,među,азыфа́гу
866,zwischen::PRP,između,азыфа́гу
867,wegen::PRP,radi,къы-
868,wegen::PRP,zbog,къы-
869,dies::PRN,ovo,ар
870,das::PRN,to,а
871,das::PRN,to,мо
872,das::PRN,ono,а
873,das::PRN,ono,мо
874,alles::PRN,sve,зэкӏэ́
875,ich::PRN,ja,сэ
876,du::PRN,ti,о
877,er::PRN,on,ар
878,wir::PRN,mi,тэ
879,ihr::PRN,vi,шъо
880,sie::PRN,oni,ахэр
881,was::FPRN,što,сыд
882,wer::FPRN,tko,хэт
883,wo::FADV,gdje,тыдэ́
884,wohin::FADV,kuda,тыдэ́
885,wohin::FADV,kamo,тыдэ́
886,wie::FADV,kako,сыдэущтэ́у
887,warum::FADV,zašto,сыд пае́
888,wieviel::FNUM,koliko,тхьапш
889,wieviel::FNUM,koliko,сыд фэди́з
890,eins::NUM,jedan,зы
891,zwei::NUM,dva,тӏу
892,drei::NUM,tri,щы
893,vier::NUM,četiri,плӏы
894,fünf::NUM,pet,тфы
895,sechs::NUM,šest,хы
896,sieben::NUM,sedam,блы
897,acht::NUM,osam,и
898,neun::NUM,devet,бгъу
899,zehn::NUM,deset,пшӏы
900,elf::NUM,jedanaest,пшӏыкӏузы́
901,zwölf::NUM,dvanaest,пшӏыкӏутӏу
902,zwanzig::NUM,dvadeset,тӏокӏы́
903,dreißig::NUM,trideset,щэкӏы
904,vierzig::NUM,četrdeset,тӏокӏи́тӏу
905,fünfzig::NUM,pedeset,шъэны́ыкъу
906,sechzig::NUM,šezdeset,тӏокӏи́щ
907,siebzig::NUM,sedamdeset,тӏокӏищырэ́ пшӏырэ́
908,achtzig::NUM,osamdeset,тӏокӏи́пӏ
909,neunzig::NUM,devetdeset,тӏокӏиилӏырэ́ пшӏырэ́
910,hundert::NUM,sto,шъэ
911,tausend::NUM,tisuća,мин
912,und::CNJ,i,ыкӏи
913,und::CNJ,te,ыкӏи
914,oder::CNJ,ili,е
915,stehen::V,stajati,ущытын
916,stehen::V,stajati,умыхъыен
917,sitzen::V,sjediti,уисын
918,sitzen::V,sjediti,утесын
919,liegen::V,ležati,телъы́н
920,hängen::V,visiti,къыщылэлын
921,hängen::V,visiti,къыщылэлын щыгъын быхъур
922,werden::V,postati,хъун
923,werden::V,činiti se,хъун
924,passieren::V,desiti se,къэхъун
925,passieren::V,dogoditi se,къэхъун
926,beginnen::V,početi,къежьэн
927,beginnen::V,početi,къыублэн
928,enden::V,prestati,ухы́н
929,enden::V,svršiti se,ухы́н
930,wechseln::V,mijenjati se,зэхъожьы́н
931,aufgehen[Sonne]::V,izići,къыкъокӏы́н
932,untergehen[Sonne]::V,zaći,къохьан
933,scheinen[Sonne]::V,sijati,къепсыи
934,donnern::V,grmjeti,гъогъон
935,wehen::V,duhati,епщэ́н
936,strömen::V,strujati,чъэн
937,fließen::V,teći,чъэн
938,sich drehen::V,obrtati se,зыгъэчэрэгъу́н
939,sich drehen::V,vrtjeti se,зыгъэчэрэгъу́н
940,schwanken::V,teturati,хъые́н
941,schwanken::V,kolebati se,хъые́н
942,schwingen::V,njihati,зыгъэхъые́н
943,schwingen::V,titrati,зыгъэхъые́н
944,fallen::V,padati,къефэхы́н
945,brennen::V,gorjeti,стын
946,rauchen::V,dimiti se,ӏугъо къикӏын
947,regnen::V,kišiti,къещхы́н
948,regnen::V,daždjeti,къещхы́н
949,gefrieren::V,smrznuti se,дыкъын
950,tauen::V,kopnjeti,жъун
951,tauen::V,kraviti se,жъун
952,schmelzen::V,topiti se,ткӏун
953,trocknen::V,sušiti se,гъушъы́н
954,trocknen::V,sušiti se,чъэпхъу́н
955,sieden::V,kipjeti,жъон
956,sieden::V,ključati,жъон
957,faulen::V,gnjiti,шъун
958,verfaulen::V,sagnjiti,шъун
959,reißen::V,otrgnuti se,зэӏэтхъы́н
960,versinken::V,tonuti,чӏихьан
961,versinken::V,propasti,чӏихьан
962,vergehen::V,prolaziti,блэкӏы́н
963,erscheinen::V,pojaviti se,къэлъэгъон
964,verschwinden::V,nestati,кӏодыжьы́н
965,verschwinden::V,izgubiti se,кӏодыжьы́н
966,sinken::V,trgnuti,
967,sinken::V,spustiti se,
968,abnehmen::V,opasti,къыкӏичын
969,zunehmen::V,povećati se,хэхъо́н
970,steigen::V,uzići,къежьэн
971,steigen::V,nadoći,къежьэн
972,wachsen::V,rasti,хэхъо́н
973,wachsen::V,rasti,къэкӏы́н
974,glänzen::V,blistati,цӏыу́н
975,glänzen::V,sjati se,цӏыу́н
976,funkeln::V,svjetlucati,жъыу́н
977,lärmen::V,bučati,бырсыры́н
978,lärmen::V,galamiti,бырсыры́н
979,läuten::V,zvoniti,теон
980,klingeln::V,zvoniti,теон
981,klirren::V,zvečati,
982,brausen::V,hujati,шъуин
983,rauschen::V,šumiti,макъэ гъэӏун
984,rauschen::V,šuškati,макъэ гъэӏун
985,klingen::V,zvučati,къыхэӏукӏын
986,bellen::V,lajati,хьакъу́н
987,heulen::V,zavijati,быун
988,blasen::V,puhati,епщэ́н
989,pfeifen::V,fućkati,шъуин
990,schreien::V,vikati,куо́н
991,schreien::V,vikati,кӏыи́н
992,schreien::V,kričati,куо́н
993,schreien::V,kričati,кӏыи́н
994,stöhnen::V,stenjati,щэӏун
995,zittern::V,drhtati,кӏэзэзын
996,zittern::V,trepetati,кӏэзэзын
997,leben::V,živjeti,псэу́н
998,geboren werden::V,roditi se,къэхъун
999,atmen::V,disati,жьы къэщэ́н
1000,trinken::V,piti,ешъо́н
1001,essen::V,jesti,шхын
1002,schlucken::V,gutati,бдырыин
1003,müde werden::V,umoriti se,пшъын
1004,einschlafen::V,usnuti,хэчъыен
1005,einschlafen::V,zaspati,хэчъыен
1006,schlafen::V,spati,чъые́н
1007,aufwachen::V,probuditi se,къэущы́н
1008,aufstehen::V,ustati,уцу́н
1009,sich erholen::V,odmoriti se,зыгъэпсэфын
1010,krank werden::V,oboljeti se,сымаджэ́ хъун
1011,krank werden::V,razboljeti se,сымаджэ́ хъун
1012,krank sein::V,bolovati,сымэджэ́н
1013,schmerzen::V,boljeti,сымэджэ́н
1014,husten::V,kašljati,пскэ́н
1015,genesen::V,ozdraviti,хъужьын
1016,genesen::V,oporaviti se,хъужьын
1017,sterben::V,umrijeti,лӏэн
1018,umkommen::V,skapati,хэкӏодэн
1019,sich bewegen::V,gibati se,хъые́н
1020,sich bewegen::V,kretati se,хъые́н
1021,sich rühren::V,maknuti se,хъые́н
1022,sich erheben::V,dići se,къэтэджын
1023,sich setzen::V,sjesti,тӏысы́н
1024,hinfallen::V,pasti,ебэджы́н
1025,laufen::V,hodati,кӏон
1026,schreiten::V,stupati,кӏон
1027,spazierengehen::V,šetati se,къэкӏухьэн
1028,eilen::V,hitati,гузэжъон
1029,sich beeilen::V,požuriti se,гуӏэ́н
1030,sausen::V,juriti,псынкӏэ́у чъэн
1031,rennen::V,trčati,чъэн
1032,springen::V,skakati,пкӏэн
1033,klettern::V,popeti se,дэцохъоен
1034,klettern::V,penjati se,дэцохъоен
1035,schaukeln::V,ljuljati se,уешӏэн
1036,kriechen::V,puzati,цохъо́н
1037,kriechen::V,gmizati,цохъо́н
1038,schwimmen::V,plivati,есы́н
1039,tauchen::V,roniti,зычӏэгъэо́н
1040,tauchen::V,gnjuriti,зычӏэгъэо́н
1041,rudern::V,veslati,къошъо бэщкӏэ фын
1042,fahren::V,voziti se,кӏон
1043,fliegen::V,letjeti,быбы́н
1044,fliegen::V,lijetati,быбы́н
1045,gehen::V,ići,кӏон
1046,weggehen::V,otići,ӏукӏын
1047,abfahren::V,krenuti,ежьэн
1048,abfahren::V,otputovati,ежьэн
1049,anhalten::V,stati,къэуцу́н
1050,anhalten::V,zaustaviti,къэуцу́н
1051,hineingehen::V,ulaziti,ихьан
1052,eintreten::V,ući,чӏэхьан
1053,kommen::V,doći,къэкӏо́н
1054,ankommen::V,stići,къэсы́н
1055,zurückkommen::V,vratiti se,гъэзэжьын
1056,zurückkommen::V,povratiti se,гъэзэжьын
1057,bleiben::V,ostati,къэнэ́н
1058,warten::V,čekati,пэплъэ́н
1059,erwarten::V,očekivati,ежэн
1060,suchen::V,tražiti,лъыхъу́н
1061,finden::V,naći,къэгъоты́н
1062,finden::V,naći,къыхэгъэщы́н
1063,versuchen::V,pokušati,пылъы́н
1064,vorbereiten::V,spremiti,гъэхьазыры́н
1065,vorbereiten::V,pripremiti,гъэхьазыры́н
1066,lieben::V,voljeti,шӏу плъэгъу́н
1067,mögen::V,voljeti,шӏу плъэгъу́н
1068,lachen::V,smijati se,щхын
1069,rühren::V,taknuti,гур гъэузын
1070,weinen::V,plakati,гъын
1071,schimpfen::V,psovati,хъонэн
1072,sich ärgern::V,ljutiti se,губжы́н
1073,sich fürchten::V,bojati se,щынэ́н
1074,fürchten::V,bojati se,щынэ́н
1075,fliehen::V,pobjeći,
1076,flüchten::V,utjeći,
1077,sehen::V,vidjeti,льэгъу́н
1078,anschauen::V,ogledati,плъэн
1079,anschauen::V,ogledati,еплъы́н
1080,ansehen::V,gledati,плъэн
1081,hören::V,čuti,зэхэхын
1082,zuhören::V,slušati,дэӏо́н
1083,probieren::V,probati,хэӏэн
1084,riechen::V,osjećati miris,пэмэ́н
1085,fühlen::V,osjećati,зэхэпшӏэн
1086,scheinen::V,činiti se,уащыхъу́н
1087,scheinen::V,činiti se,уашӏошӏы́н
1088,zu sehen sein::V,biti vidljiv,зэрэлъэгъу́н
1089,vernehmen::V,saznati,зэхэхын
1090,frieren::V,zima je,дыкъын
1091,frieren::V,zima je,пӏыкӏэн
1092,frieren::V,zima je,чъыӏэ́ лӏэн
1093,tun::V,raditi,шӏын
1094,können::V,moći,лъэкӏы́н
1095,wollen::V,htjeti,фэе́н
1096,anfangen::V,početi,ублэн
1097,beenden::V,svršiti,ухы́н
1098,beenden::V,dovršiti,ухы́н
1099,aufhören::V,prestati,щыгъэтын
1100,gelingen::V,uspjeti,хъун
1101,geraten::V,desiti se,
1102,öffnen::V,otvoriti,ӏухы́н
1103,schließen::V,zatvoriti,игъэсэн
1104,stellen::V,metnuti,бгъэуцун
1105,stellen::V,postaviti,бгъэуцун
1106,setzen::V,posaditi,гъэтӏысы́н
1107,legen::V,polagati,хэлъхьа́н
1108,berühren::V,doticati,эӏэн
1109,berühren::V,doticati,нэсын
1110,berühren::V,dodirivati,эӏэн
1111,berühren::V,dodirivati,нэсын
1112,verbinden::V,spojiti,зэхэпхэ́н
1113,verbinden::V,spojiti,пхын
1114,verbinden::V,zavezati,зэхэпхэ́н
1115,verbinden::V,zavezati,пхын
1116,bedecken::V,pokriti,техъо́н
1117,aufhängen::V,objesiti,пылъэ́н
1118,anzünden::V,upaliti,хэгъэнэ́н
1119,anzünden::V,zapaliti,хэгъэнэ́н
1120,aufheben::V,podići,
1121,aufheben::V,podignuti,
1122,zurücklassen::V,ostaviti,къэгъэнэ́н
1123,zurücklassen::V,pustiti natrag,къэгъэнэ́н
1124,verlieren::V,izgubiti,чӏэ́нэн
1125,verlieren::V,izgubiti,шӏокӏоды́н
1126,fallen lassen::V,ispustiti,чӏэунэн
1127,fallen lassen::V,ispustiti,пӏэпызын
1128,machen::V,uraditi,шӏын
1129,machen::V,načiniti,шӏын
1130,machen::V,napraviti,шӏын
1131,herstellen::V,proizvesti,шӏы́н
1132,bauen::V,graditi,шӏы́н
1133,reparieren::V,popraviti,дыжьы́н
1134,verbessern::V,poboljšati,нахьышӏу пшӏын
1135,verbessern::V,poboljšati,нахь дэгъу пшӏын
1136,ändern::V,promijeniti,зэблэхъу́н
1137,graben::V,kopati,тӏын
1138,graben::V,kopkati,тӏын
1139,beugen::V,saviti,
1140,biegen::V,saviti,уфэн
1141,biegen::V,sagnuti,уфэн
1142,drehen::V,vrtjeti,гъэчэрегъу́
1143,wenden::V,obrnuti,пӏонтӏэн
1144,wenden::V,obrnuti,бгъэзэн
1145,wenden::V,obrnuti,уӏубын
1146,umdrehen::V,okrenuti,
1147,umdrehen::V,prevŕnuti,
1148,heben::V,dizati,ӏэты́н
1149,hochheben::V,dignuti,ӏэты́н
1150,ergreifen::V,uhvatiti,къэубыты́н
1151,ergreifen::V,prihvatiti,къэубыты́н
1152,halten::V,držati,ӏыгъы́н
1153,drücken::V,pritiskivati,тэӏункӏэн
1154,schieben::V,gurati,уеӏункӏын
1155,schieben::V,gurati,уетӏыргун
1156,kratzen::V,česati,цӏэнтхъун
1157,kratzen::V,grepsti,цӏэнтхъун
1158,lecken::V,lizati,бзэи́н
1159,beißen::V,ujesti,ецэкъэ́н
1160,beißen::V,gristi,ецэкъэ́н
1161,abreißen::V,otkinuti,къичын
1162,abreißen::V,otkinuti,пытхъын
1163,abschneiden::V,odrezati,пыупкӏын
1164,abschneiden::V,odrezati,гобзыкӏын
1165,binden::V,vezati,епхын
1166,stecken::V,turiti,хэсэн
1167,brechen::V,slomiti,зэпыпкӏын
1168,klopfen::V,lupati,теон
1169,klopfen::V,kucati,теон
1170,hauen::V,tući,теон
1171,hauen::V,udarati,теон
1172,kleben::V,lijepiti,щхэн
1173,reiben::V,trti,пӏотын
1174,streichen::V,namazati,щыфэн
1175,schleifen::V,brusiti,гъэчаны́н
1176,schleifen::V,brusiti,кӏэлыкӏы́н
1177,schneiden::V,rezati,бзын
1178,rütteln::V,drmati,гъэсысын
1179,schütteln::V,tresti,гъэсысын
1180,schwenken::V,mahati,ӏэ шӏын
1181,schütten::V,sipati,икӏэ́н
1182,schütten::V,lijevati,икӏэ́н
1183,füllen::V,napuniti,из шӏын
1184,einwickeln::V,umotati,кӏоцӏыщыхьа́н
1185,einwickeln::V,zamotati,кӏоцӏыщыхьа́н
1186,tragen::V,nositi,хьын
1187,schleppen::V,tegliti,пхьын
1188,schleppen::V,tegliti,плъэшъун
1189,ziehen::V,vući,пкъудыин
1190,ziehen::V,vući,пщэн
1191,ziehen::V,vući,плъэшъун
1192,aufbewahren::V,čuvati,пӏыгъын
1193,aufbewahren::V,čuvati,уухъумэн
1194,werfen::V,bacati,дзын
1195,fangen::V,loviti,къэубыты́н
1196,fangen::V,hvatati,къэубыты́н
1197,packen::V,ščepati,къэубыты́н
1198,packen::V,zgrabiti,къэубыты́н
1199,verstecken::V,sakriti,бгъэбылъын
1200,teilen::V,podijeliti,гощы́н
1201,schicken::V,slati,гъахьы́н
1202,bringen::V,donijeti,къэхьы́н
1203,hinzufügen::V,dodati,хэгъэхъо́н
1204,hinzufügen::V,pridati,хэгъэхъо́н
1205,bekommen::V,dobiti,
1206,erhalten::V,primiti,
1207,nehmen::V,uzeti,къытехы́н
1208,wählen::V,izabrati,къыхэхы́н
1209,auswählen::V,odabrati,къыхэхы́н
1210,bewahren::V,sačuvati,къэухъумэн
1211,behindern::V,smetati,пэрыохъу хъун
1212,verderben::V,pokvariti,къутэн
1213,beschädigen::V,oštetiti,къутэн
1214,zerbrechen::V,razbiti,къутэн
1215,zerbrechen::V,prelomiti,къутэн
1216,zerreißen::V,poderati,зэӏэтхъы́н
1217,zerreißen::V,rastrgnuti,зэӏэтхъы́н
1218,zerstören::V,razoriti,къутэ́н
1219,zerstören::V,razrušiti,къутэ́н
1220,verbrennen::V,spaliti,гъэсты́н
1221,verbrennen::V,sagorjeti,гъэсты́н
1222,geben::V,dati,еты́н
1223,reichen::V,pružiti,еты́н
1224,schenken::V,darivati,еты́н
1225,versprechen::V,obećati,гъэгугъэ́н
1226,wünschen::V,željeti,шӏоигъо́н
1227,loben::V,hvaliti,щытхъун
1228,küssen::V,ljubiti,ебэу́н
1229,wiegen::V,njihati,гъэхъыен
1230,wiegen::V,ljuljati,гъэхъыен
1231,zudecken::V,pokriti,техъо́н
1232,wecken::V,probuditi,къэгъэущы́н
1233,zeigen::V,pokazati,гъэлъэгъо́н
1234,führen::V,voditi,щэн
1235,lehren::V,učiti,егъэджэ́н
1236,lehren::V,učiti,егъэшӏэн
1237,unterrichten::V,poučiti,егъэджэ́н
1238,aufziehen::V,uzgajati,пӏун
1239,leiten::V,upravljati,гъэзекӏон
1240,antreiben::V,natjeravati,къепфылӏэн
1241,lassen::V,dati,еты́н
1242,einladen::V,pozvati,къегъэблэгъэн
1243,vereinigen::V,ujediniti,зэгогъэхьан
1244,besuchen::V,posjetiti,щыӏэ́н
1245,treffen::V,sresti,ӏукӏэ́н
1246,treffen::V,sresti,пэгъокӏы́н
1247,sich versammeln::V,okupiti se,зэхэхьан
1248,spielen::V,igrati se,джэгу́н
1249,singen::V,pjevati,орэ́д къэӏо́н
1250,tanzen::V,plesati,къэшъо́н
1251,sich trennen::V,razići se,зэгокӏыжьы́ных
1252,verlassen::V,ostaviti,бгынэн
1253,verlassen::V,ostaviti,хэкӏыжьын
1254,verlassen::V,napustiti,бгынэн
1255,verlassen::V,napustiti,хэкӏыжьын
1256,retten::V,spasiti,къыхэпхыжьын
1257,retten::V,spasiti,къэбгъэнэжьын
1258,bewachen::V,čuvati,къэгъэгъунэн
1259,bewachen::V,stražariti,къэгъэгъунэн
1260,schützen::V,čuvati,ухъумэ́н
1261,verteidigen::V,obraniti,къэухъумэн
1262,sich schlagen::V,biti se,эзэон
1263,sich schlagen::V,udariti se,эзэон
1264,schießen::V,pucati,он
1265,schießen::V,strijeljati,он
1266,siegen::V,pobijediti,текӏо́н
1267,ärgern::V,ljutiti,бгъэгубжын
1268,schlagen::V,biti,ео́н
1269,schlagen::V,udariti,ео́н
1270,treten::V,šutnuti,
1271,stechen::V,ubosti,хэӏун
1272,stoßen::V,gurnuti,тӏыро́н
1273,stoßen::V,gurnuti,уеӏункӏын
1274,stehlen::V,ukrasti,тыгъу́н
1275,stören::V,smetati,бгъэгумэкӏын
1276,belästigen::V,smetati,бгъэгумэкӏын
1277,belästigen::V,dosaditi,бгъэгумэкӏын
1278,verbergen::V,skriti,ушъэфын
1279,täuschen::V,obmanuti,гъэпцӏэ́н
1280,betrügen::V,prevarati,гъэпцӏэ́н
1281,töten::V,ubiti,уикӏын
1282,wohnen::V,stanovati,дэсын
1283,arbeiten::V,raditi,лэжьэ́н
1284,sammeln::V,sabrati,угъои́н
1285,pflücken::V,ubrati,къыпычы́н
1286,jagen::V,loviti,шэкӏон
1287,jagen::V,loviti,ешэкӏон
1288,fischen::V,ribati,пцэжъые уешэн
1289,fischen::V,loviti ribu,пцэжъые уешэн
1290,fassen::V,uloviti,къэубыты́н
1291,hüten::V,pasti,хэхъо́н
1292,treiben::V,goniti,пфын
1293,anbinden::V,privezati,епхын
1294,füttern::V,hraniti,гъэшхэ́н
1295,melken::V,musti,щын
1296,hacken::V,sjeckati,упкӏэтэн
1297,gießen::V,politi,тепкӏэн
1298,reifen::V,sazreti,игъо хъун
1299,zubereiten::V,prigotoviti,бгъэхьазырын
1300,kochen::V,kuhati,шӏы́н
1301,backen::V,peći,гъэжъэ́н
1302,braten::V,peći,гъэжъэ́н
1303,braten::V,pržiti,гъэжъэ́н
1304,umrühren::V,promiješati,зэхэгъэкӏухьан
1305,stricken::V,plesti,хъын
1306,nähen::V,šiti,дэн
1307,färben::V,obojiti,бгъэлэн
1308,reinigen::V,očistiti,укъэбзы́н
1309,reinigen::V,počistiti,укъэбзы́н
1310,waschen::V,prati,бгыкӏын
1311,abwischen::V,otrti,лъэкӏы́н
1312,spülen::V,isprati,дэгъэчъыхьан
1313,spülen::V,oplakati,дэгъэчъыхьан
1314,fegen::V,mesti,пхъэнкӏы́н
1315,fegen::V,pomesti,пхъэнкӏы́н
1316,kehren::V,mesti,пхъэнкӏы́н
1317,baden::V,kupati se,зыгъэпскӏын
1318,sich waschen::V,umiti se,зытхьакӏы́н
1319,sich waschen::V,prati se,зытхьакӏы́н
1320,ausziehen::V,svući,къытехы́н
1321,anziehen::V,obući,щылъэ́н
1322,sich anziehen::V,obući se,зыфэпэн
1323,kämmen::V,češljati,жьын
1324,schmücken::V,uresiti,гъэдэхэ́н
1325,schmücken::V,nakititi,гъэдэхэ́н
1326,sagen::V,reći,къэӏон
1327,sagen::V,kazati,къэӏон
1328,sprechen::V,govoriti,псэлъэ́н
1329,reden::V,govoriti,гущыӏэ́н
1330,reden::V,besjediti,гущыӏэ́н
1331,sich unterhalten::V,razgovarati se,зэдэгущыӏэн
1332,fragen::V,pitati,упчӏэ́н
1333,bitten::V,moliti,лъэӏо́н
1334,erzählen::V,ispričati,къэпӏотэ́н
1335,erzählen::V,pripovjediti,къэпӏотэ́н
1336,mitteilen::V,saopćiti,макъэ егъэӏун
1337,nennen::V,nazvati,цӏэ фэусы́н
1338,rufen::V,zvati,джэн
1339,rufen::V,dozvati,джэн
1340,prahlen::V,hvalisati se,узыщытхъужьы́н
1341,übersetzen::V,prevesti,бгъэкӏотэн
1342,denken::V,misliti,егупшысэ́н
1343,glauben::V,vjerovati,уивыхъэ́ телъы́н
1344,bemerken::V,zapaziti,гу лъыптэ́н
1345,bemerken::V,primijetiti,гу лъыптэ́н
1346,erkennen::V,prepoznati,зэхэпхын
1347,erkennen::V,prepoznati,зэбгъэшӏэн
1348,begreifen::V,pojmiti,гурыӏо́н
1349,begreifen::V,shvatiti,гурыӏо́н
1350,verstehen::V,razabrati,зэхэхын
1351,lernen::V,učiti se,еджэ́н
