,Concept_ID,kn,fi
565,breit::A,ಅಗಲವಾದ,leveä
566,schmal::A,ಇಕ್ಕಟ್ಟಾದ,kapea
567,dicht::A,ದಟ್ಟ,taaja
568,dick[Gegenstand]::A,ದಟ್ಟ,paksu
569,dünn::A,ತೆಳು,ohut
570,fein::A,ಕೋಮಲ,hieno
571,fest::A,ಘನ,luja
572,flach::A,ಚಪ್ಪಟೆ,litteä
573,flach::A,ಚಪ್ಪಟೆ,tasainen
574,glatt::A,ನಯ,sileä
575,glatt::A,ನಯ,siloinen
576,hart::A,ಗಟ್ಟಿ,kova
577,weich::A,ಮೃದುವಾದ,pehmeä
578,rund::A,ವರ್ತುಳ,pyöreä
579,spitz::A,ಮೊನಚಾದ,terävä
580,scharf::A,ತೀಕ್ಷ್ಣ,terävä
581,stumpf::A,ಮೊಂಡು,tylsä
582,schwer::A,ಭಾರಿ,raskas
583,schwer::A,ಭಾರಿ,painava
584,schön::A,ಸುಂದರ,kaunis
585,heiß::A,ಬಿಸಿ,kuuma
586,warm::A,ಬಿಸಿ,lämmin
587,kalt::A,ತಣ್ಣನೆಯ,kylmä
588,kalt::A,ತಣ್ಣನೆಯ,viluinen
589,kühl::A,ತಂಪಾದ,viileä
590,frisch::A,ನಿರ್ಮಲ,tuore
591,feucht::A,ಒದ್ದೆಯಾದ,kostea
592,nass::A,ಒದ್ದೆಯಾದ,märkä
593,trocken::A,ಶುಷ್ಕ,kuiva
594,voll::A,ತುಂಬಿದ,täysi
595,leer::A,ಖಾಲಿ,tyhjä
596,offen::A,ಮುಚ್ಚಲ್ಲದ,avonainen
597,geschlossen::A,ಮುಚ್ಚಿದ,suljettu
598,sauber::A,ಶುದ್ಧ,puhdas
599,schmutzig::A,ಅಶುದ್ಧ,likainen
600,roh::A,ಹಸಿ,raaka
601,reif::A,ಹಣ್ಣಾದ,kypsä
602,lecker::A,ಗುಚಿಕರ,herkullinen
603,süß::A,ಸಿಹಿ,makea
604,bitter::A,ಕಹಿ,karvas
605,bitter::A,ಕಹಿ,kitkerä
606,sauer::A,ಹುಳಿಯಾದ,hapan
607,hell::A,ಹೊಳೆಯುವ,kirkas
608,hell::A,ಹೊಳೆಯುವ,valoisa
609,dunkel::A,ಮಬ್ಬಾದ,pimeä
610,schwarz::A,ಕಪ್ಪು,musta
611,weiß::A,ಬಿಳಿಯ,valkea
612,rot::A,ಕೆಂಪು,punainen
613,gelb::A,ಹಳದಯ,keltainen
614,blau::A,ನೀಲ,sininen
615,grün::A,ಕಾಯಾದ,vihreä
616,grau::A,ಬೂದುಬಣ್ಣದ,harmaa
617,bunt::A,ವರ್ಣರಂಜಿತ,kirjava
618,billig::A,ಅಗ್ಗ,halpa
619,billig::A,ಅಗ್ಗ,huokea
620,teuer::A,ದುಬಾರಿಯಾದ,kallis
621,wertvoll::A,ಅಮೂಲ್ಯ,arvokas
622,blind::A,ಅಂಧ,sokea
623,taub::A,ಕಿವುಡಾದ,kuuro
624,kräftig::A,ಪ್ರಬಲ,väkevä
625,kräftig::A,ಪ್ರಬಲ,voimakas
626,stark::A,ಶಕ್ತಿವಂತ,vahva
627,schwach::A,ದುರ್ಬಲ,heikko
628,fett::A,ಕೊಬ್ಬಿದ,lihava
629,schlank::A,ತೆಳ್ಳಗಿನ,hoikka
630,schlank::A,ತೆಳ್ಳಗಿನ,solakka
631,hübsch::A,ಅಂದವಾದ,soma
632,hübsch::A,ಅಂದವಾದ,sievä
633,böse::A,ಕೆಟ್ಟ,paha
634,böse::A,ಕೆಟ್ಟ,häijy
635,dumm::A,ಮಂದ,tyhmä
636,dumm::A,ಮಂದ,typerä
637,faul::A,ಆಲಸ,laiska
638,fleißig::A,ಕಡಗುವ,ahkera
639,geizig::A,ಜುಗ್ಗ,saita
640,klug::A,ಚತುರ,älykäs
641,geschickt::A,ದಕ್ಷ,taitava
642,lieb::A,ಪ್ರಿಯ,rakas
643,lustig::A,ಖುಷಿಯಾದ,hauska
644,lustig::A,ಖುಷಿಯಾದ,iloinen
645,sanft::A,ಸೌಮ್ಯ,lauha
646,sanft::A,ಸೌಮ್ಯ,lempeä
647,hungrig::A,ಹಸಿದ,nälkäinen
648,krank::A,ಅಸ್ವಸ್ಥ,sairas
649,nackt::A,ನಗ್ನ,alaston
650,traurig::A,ದುಃಖಿತ,surullinen
651,traurig::A,ದುಃಖಿತ,murheellinen
652,lebendig::A,ಜೀವಂತ,elävä
653,gut::A,ಒಳ್ಳೆಯ,hyvä
654,schlecht::A,ದುಷ್ಟ,paha
655,schlecht::A,ದುಷ್ಟ,huono
656,richtig::A,ಸರಿ,oikea
657,schlimm::A,ಅಸಹ್ಯ,paha
658,wahr::A,ನಿಜ,tosi
659,alt::A,ಮುದಿ,vanha
660,neu::A,ಹೊಸ,uusi
661,ehemalig::A,ಮಾಜೀ,entinen
662,ehemalig::A,ಮಾಜೀ,muinainen
663,alt[Lebewesen]::A,ವೃದ್ಧ,vanha
664,jung::A,ಎಳ,nuori
665,arm::A,ಬಡ,köyhä
666,reich::A,ಶ್ರೀಮಂತ,rikas
667,bekannt::A,ಅಪ್ತ,tuttu
668,bekannt::A,ಅಪ್ತ,tunnettu
669,berühmt::A,ಪ್ರಸಿದ್ಧ,kuuluisa
670,fremd::A,ಪರಕೀಯ,vieras
671,verschieden::A,ಬೇರೆ,eri
672,verschieden::A,ಬೇರೆ,erilainen
673,nah::A,ಹತ್ತಿರವಾದ,läheinen
674,fern::A,ದೂರದ,etäinen
675,linker::A,ಎಡ,vasen
676,rechter::A,ಬಲ,oikea
677,anderer::A,ಇತರ,muu
678,anderer::A,ಇತರ,toinen
679,erster::A,ಪ್ರಥಮ,ensimmäinen
680,zweiter::A,ದ್ವಿತೀಯ,toinen
681,dritter::A,ಮೂರನೆಯಜಗತ್ತು,kolmas
682,letzter::A,ಅಂತ್ಯ,viimeinen
683,allein::ADV,ಒಬ್ಬನೇ,yksin
684,auf einmal::ADV,ಒಡನೆ,yhdellä kertaa
685,zusammen::ADV,ಒಟ್ಟಿಗೆ,yhdessä
686,lange::ADV,ದೀರ್ಘ,kauan
687,lange::ADV,ದೀರ್ಘ,pitkään
688,plötzlich::ADV,ಅನಾಮತ್ತು,äkkiä
689,sofort::ADV,ಜಾಗ್ರತೆ,heti
690,später::ADV,ತರುವಾಯ,myöhemmin
691,jetzt::ADV,ಈಗ,nyt
692,heute::ADV,ಇಂದು,tänään
693,morgen::ADV,ನಾಳೆ,huomenna
694,bald::ADV,ಬೇಗ,pian
695,dann::ADV,ಆಗ,sitten
696,gestern::ADV,ನಿನ್ನೆ,eilen
697,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,aikanaan
698,damals::ADV,ಆಗ,silloin
699,damals::ADV,ಆಗ,siihen aikaan
700,danach::ADV,ಆಮೇಲೆ,sen jälkeen
701,vorher::ADV,ಮುಂಚೆ,ennen
702,zuerst::ADV,ಮೊದಲಿಗೆ,ensin
703,zuerst::ADV,ಮೊದಲಿಗೆ,ensiksi
704,einmal::ADV,ಒಮ್ಮೆ,kerran
705,manchmal::ADV,ಆಗಾಗ,joskus
706,oft::ADV,ಅನೇಕಸಲ,usein
707,immer::ADV,ಯಾವಾಗಲೂ,aina
708,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ei koskaan
709,hier::ADV,ಇಲ್ಲಿ,tässä
710,hier::ADV,ಇಲ್ಲಿ,täällä
711,hierhin::ADV,ಇತ್ತ,tähän
712,von hier::ADV,ಇಲ್ಲಿಂದ,tästä
713,von hier::ADV,ಇಲ್ಲಿಂದ,täältä
714,dort::ADV,ಅಲ್ಲಿ,siinä
715,dort::ADV,ಅಲ್ಲಿ,siellä
716,dorthin::ADV,ಅಲ್ಲಿಗೆ,sinne
717,dorthin::ADV,ಅಲ್ಲಿಗೆ,tuonne
718,geradeaus::ADV,ಸೀದಾ,suoraan
719,vorwärts::ADV,ಮುನ್ನೆಡೆವ,eteenpäin
720,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,taaksepäin
721,zurück::ADV,ಹಿಂದಕ್ಕೆ,takaisin
722,unten::ADV,ಕೆಳಗೆ,alhaalla
723,hinab::ADV,ಕೆಳಕ್ಕೆ,alas
724,oben::ADV,ಮೇಲೆ,ylhäällä
725,hinauf::ADV,ಮೇಲಕ್ಕೆ,ylös
726,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,kaikkialla
727,nicht::ADV,ಇಲ್ಲ,ei
728,nicht::ADV,ಅಲ್ಲ,ei
729,ein wenig::ADV,ತುಸು,vähän
730,kaum::ADV,ಕಠಿನವಾಗಿ,tuskin
731,sehr::ADV,ಬಹು,kovin
732,sehr::ADV,ಬಹು,oikein
733,so::ADV,ಅಷ್ಟು,näin
734,noch::ADV,ಇನ್ನು,vielä
735,nur::ADV,ಕೇವಲ,vain
736,nur::ADV,ಕೇವಲ,ainoastaan
737,schon::ADV,ಆಗಲೇ,jo
738,wieder::ADV,ಪುನಃ,taas
739,wieder::ADV,ಪುನಃ,jälleen
740,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,turhaan
741,vor::PRP,ಮುಂದೆ,edessä
742,hinter::PRP,ಹಿಂದ,takana
743,unter::PRP,ಕೆಳ,alla
744,durch::PRP,ನೇರವಾಗಿ,läpi
745,durch::PRP,ನೇರವಾಗಿ,kautta
746,neben::PRP,ಅಧರ ಬಲಿಕ,vieressä
747,zwischen::PRP,ನಡುವೆ,välillä
748,wegen::PRP,ಅಧಕ್ಕಗಿ,takia
749,wegen::PRP,ಅಧಕ್ಕಗಿ,vuoksi
750,dies::PRN,ಈ,tämä
751,das::PRN,ಅದು,se
752,alles::PRN,ಎಲ್ಲ,kaikki
753,ich::PRN,ನಾನು,minä
754,du::PRN,ನೀನು,sinä
755,er::PRN,ಅವನು,hän
756,er::PRN,ಇವನು,hän
757,wir::PRN,ನಾವು,me
758,ihr::PRN,ನೀವು,te
759,sie::PRN,ಅವರು,he
760,was::FPRN,ಏನು,mikä
761,wer::FPRN,ಯಾರಿಗೆ,ken
762,wer::FPRN,ಯಾರಿಗೆ,kuka
763,wo::FADV,ಎಲ್ಲಿ,missä
764,wohin::FADV,ಎಲ್ಲಿಗೆ,mihin
765,wie::FADV,ಹೇಗೆ,miten
766,wie::FADV,ಹೇಗೆ,kuinka
767,warum::FADV,ಏಕೆ,miksi
768,wieviel::FNUM,ಎಷ್ಟು,paljonko
769,wieviel::FNUM,ಎಷ್ಟು,kuinka paljon
770,eins::NUM,ಒಂದು,yksi
771,zwei::NUM,ಎರಡು,kaksi
772,drei::NUM,ಮೂರು,kolme
773,vier::NUM,ನಾಲ್ಕು,neljä
774,fünf::NUM,ಅಯ್ದು,viisi
775,sechs::NUM,ಆರು,kuusi
776,sieben::NUM,ಏಳು,seitsemän
777,acht::NUM,ಎಂಟು,kahdeksan
778,neun::NUM,ಒಂಭಬತ್ತು,yhdeksän
779,zehn::NUM,ಹತ್ತು,kymmenen
780,elf::NUM,ಹನ್ನೊಂದು,yksitoista
781,zwölf::NUM,ಹನ್ನೆರಡು,kaksitoista
782,zwanzig::NUM,ಇಪ್ಪತ್ತು,kaksikymmentä
783,dreißig::NUM,ಮೂವತ್ತು,kolmekymmentä
784,vierzig::NUM,ನಲವತ್ತು,neljäkymmentä
785,fünfzig::NUM,ಐವತ್ತು,viisikymmentä
786,sechzig::NUM,ಅರುವತ್ತು,kuusikymmentä
787,siebzig::NUM,ಎಪ್ಪತ್ತು,seitsemänkymmentä
788,achtzig::NUM,ಎಂಬತ್ತು,kahdeksankymmentä
789,neunzig::NUM,ತೊಂಬತ್ತು,yhdeksänkymmentä
790,hundert::NUM,ನೂರು,sata
791,tausend::NUM,ಸಾವಿರ,tuhat
792,und::CNJ,ಮತ್ತು,ja
793,oder::CNJ,ಅಥವಾ,tai
794,stehen::V,ನಿಲ್ಲು,seisoa
795,sitzen::V,ಕುಳ್ಳಿರು,istua
796,liegen::V,ಮಲಗಿಕೊ,maata
797,hängen::V,ಇಳಿಯಬಿಡು,riippua
798,werden::V,ಆಗು,tulla
799,werden::V,ಆಗು,joutua
800,passieren::V,ಆಗು,sattua
801,passieren::V,ಆಗು,tapahtua
802,beginnen::V,ಆರಂಭಿಸು,alkaa
803,enden::V,ಕೊನೆಗಾಣು,loppua
804,enden::V,ಕೊನೆಗಾಣು,päättyä
805,wechseln::V,ಮಾರ್ಪಡಿಸು,vaihtua
806,wechseln::V,ಮಾರ್ಪಡಿಸು,vaihdella
807,aufgehen[Sonne]::V,ಮೂಡು,nousta
808,untergehen[Sonne]::V,ಮುಳುಗು,laskea
809,scheinen[Sonne]::V,ಹೊಳೆ,paistaa
810,donnern::V,ಗುಡುಗಾಗು,jyristä
811,wehen::V,ತೀಡು,tuulla
812,wehen::V,ತೀಡು,puhaltaa
813,strömen::V,ಹರಿ,virrata
814,fließen::V,ಹರಿ,valua
815,fließen::V,ಹರಿ,juosta
816,sich drehen::V,ಸುತ್ತು,pyöriä
817,schwanken::V,ಓಲಾಡು,horjua
818,schwingen::V,ತೂಗು,heilua
819,schwingen::V,ತೂಗು,värähdellä
820,fallen::V,ಉದುರು,pudota
821,fallen::V,ಉದುರು,langeta
822,brennen::V,ಉರಿ,palaa
823,rauchen::V,ಹೊಗೆಬಿಡು,savuta
824,regnen::V,ಸುರಿ,sataa
825,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,jäätyä
826,tauen::V,ಬೆಚ್ಚಗಾಗು,sulaa
827,schmelzen::V,ಕರಗು,sulaa
828,trocknen::V,ಒಣಗು,kuivua
829,sieden::V,ಕುದಿ,kiehua
830,faulen::V,ಕೊಳೆ,mädätä
831,verfaulen::V,ನಶಿಸು,mädätä
832,verfaulen::V,ನಶಿಸು,mädäntyä
833,reißen::V,ಒಡೆ,revetä
834,versinken::V,ಮುಳುಗು,upota
835,versinken::V,ಮುಳುಗು,vajota
836,vergehen::V,ಸಾಗು,kulua
837,erscheinen::V,ತೋರು,ilmestyä
838,verschwinden::V,ಮಾಯವಾಗು,kadota
839,sinken::V,ಕುಸಿ,vajota
840,abnehmen::V,ತಗ್ಗು,vähetä
841,zunehmen::V,ಬೆಳೆ,kasvaa
842,zunehmen::V,ಬೆಳೆ,lisääntyä
843,steigen::V,ಉಬ್ಬು,nousta
844,wachsen::V,ಬೆಳೆ,kasvaa
845,glänzen::V,ಮಿರುಗು,kiiltää
846,funkeln::V,ಮಿನುಗು,kipinöidä
847,lärmen::V,ಶಬ್ದ ಮಾಡಲು,meluta
848,läuten::V,ಬಾರಿಸು,soida
849,klingeln::V,ಅನುರಣಿಸು,soida
850,klirren::V,ಕಿಣಿಕಿಣಿಸು,kalista
851,brausen::V,ಅಬ್ಬರಿಸು,kohista
852,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,kohista
853,klingen::V,ಉಸಿರು,soida
854,bellen::V,ಬಗುಳು,haukkua
855,heulen::V,ಅರಚು,ulvoa
856,blasen::V,ಗಾಳಿ ಊದು,puhaltaa
857,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,viheltää
858,schreien::V,ಕರೆ,kirkua
859,stöhnen::V,ನರಳು,voihkia
860,zittern::V,ನಡುಗು,vapista
861,leben::V,ಇರು,elää
862,geboren werden::V,ಉಂಟಾಗು,syntyä
863,atmen::V,ಉಸಿರು,hengittää
864,trinken::V,ಕುಡಿ,juoda
865,essen::V,ತಿನ್ನು,syödä
866,schlucken::V,ನುಂಗು,niellä
867,müde werden::V,ಬಳಲು,uupua
868,einschlafen::V,ನಿದ್ಧೆಹೋಗು,uinahtaa
869,schlafen::V,ನಿದ್ರಿಸು,maata
870,schlafen::V,ನಿದ್ರಿಸು,nukkua
871,aufwachen::V,ಏಳು,herätä
872,aufstehen::V,ಏಳು,nousta
873,aufstehen::V,ಏಳು,nousta ylös
874,sich erholen::V,ಸುಧಾರಿಸು,levätä
875,krank werden::V,ಬೇನೆಬೀಳು,sairastua
876,krank sein::V,ಕೆಟ್ಟ ಎಂದು,potea
877,krank sein::V,ಕೆಟ್ಟ ಎಂದು,sairastaa
878,schmerzen::V,ಕಚ್ಚು,särkeä
879,schmerzen::V,ಕಚ್ಚು,kivistää
880,husten::V,ಕೆಮ್ಮು,yskiä
881,genesen::V,ಮತ್ತೆಹೊದಿಸು,toipua
882,sterben::V,ಮೃತಪಡು,kuolla
883,umkommen::V,ಹಾಳಾಗು,saada surmansa
884,umkommen::V,ಹಾಳಾಗು,kuolla
885,sich bewegen::V,ಚಲಿಸು,liikkua
886,sich rühren::V,ಕದಲು,liikahtaa
887,sich erheben::V,ಏಳು,nousta
888,sich setzen::V,ಕೂರು,istuutua
889,hinfallen::V,ಬೀಳು,kaatua
890,laufen::V,ನಡೆ,kävellä
891,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,astua
892,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,astella
893,spazierengehen::V,ವಿಹರಿಸು,kävellä
894,eilen::V,ಮುನ್ನುಗ್ಗು,kiirehtiä
895,sich beeilen::V,ಆತುರಪಡು,kiirehtiä
896,sich beeilen::V,ಆತುರಪಡು,olla kiireissään
897,sausen::V,ಒಗೆ,rynnätä
898,sausen::V,ಒಗೆ,viilettää
899,rennen::V,ಓಡು,juosta
900,springen::V,ಜಿಗಿ,hypätä
901,klettern::V,ಏರು,kiivetä
902,schaukeln::V,ತೂಗು,kiikkua
903,kriechen::V,ತೆವಳು,ryömiä
904,schwimmen::V,ಈಜು,uida
905,tauchen::V,ಕೆಳಗಿಳಿ,sukeltaa
906,rudern::V,ಸಾಗಿಸು,soutaa
907,fahren::V,ನಡೆಸು,ajaa
908,fahren::V,ನಡೆಸು,kulkea
909,fliegen::V,ಹಾರು,lentää
910,gehen::V,ಹೋಗು,käydä
911,weggehen::V,ಹೊರಡು,lähteä
912,weggehen::V,ಹೊರಡು,poistua
913,abfahren::V,ತೆರಳು,lähteä
914,anhalten::V,ನಿಲ್ಲು,pysähtyä
915,anhalten::V,ನಿಲ್ಲು,seisahtua
916,hineingehen::V,ಒಳಹೊಗು,mennä sisään
917,eintreten::V,ಒಳಹೊಗು,astua sisään
918,kommen::V,ಬರು,tulla
919,ankommen::V,ಬರು,saapua
920,zurückkommen::V,ಹಿಂದಿರುಗು,palata
921,bleiben::V,ಇರು,jäädä
922,bleiben::V,ಇರು,viipyä
923,warten::V,ಇರು,odottaa
924,erwarten::V,ನಿರೀಕ್ಷಿಸು,odottaa
925,suchen::V,ಹುಡುಕು,etsiä
926,finden::V,ಕಂಡುಕೊ,löytää
927,versuchen::V,ಪ್ರಯತ್ನಿಸು,yrittää
928,vorbereiten::V,ಸಿದ್ಧವಾಗು,valmistaa
929,lieben::V,ಪ್ರೀತಿಸು,pitää
930,lieben::V,ಪ್ರೀತಿಸು,rakastaa
931,mögen::V,ಇಷ್ಟಪಡು,pitää
932,mögen::V,ಇಷ್ಟಪಡು,tykätä
933,lachen::V,ನಗು,nauraa
934,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,liikuttaa
935,weinen::V,ಅಳು,itkeä
936,schimpfen::V,ಗೊಣಗು,haukkua
937,sich ärgern::V,ಗಣಗಾಡು,suuttua
938,sich fürchten::V,ನಡುಗು,pelätä
939,fürchten::V,ಹೆದರು,pelätä
940,fliehen::V,ಓಡಿಹೋಗು,paeta
941,flüchten::V,ಪಾರಾಗು,paeta
942,sehen::V,ಕಾಣು,nähdä
943,anschauen::V,ನೋಡು,katsoa
944,ansehen::V,ನಿರೀಕ್ಷಿಸು,katsoa
945,hören::V,ಕೇಳು,kuulla
946,zuhören::V,ಆಲಿಸು,kuunnella
947,probieren::V,ರುಚಿ ನೋಡು,maistaa
948,riechen::V,ಮೂಸು,haistaa
949,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,tuntea
950,scheinen::V,ತೋರು,tuntua
951,zu sehen sein::V,ಕಾಣಿಸು,näkyä
952,vernehmen::V,ಕೇಳು,kuulla
953,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,palella
954,tun::V,ಮಾಡು,tehdä
955,können::V,ಮಾಡಬಲ್ಲ,osata
956,wollen::V,ಬಯಸು,tahtoa
957,anfangen::V,ಪ್ರಾರಂಭಿಸು,ruveta
958,anfangen::V,ಪ್ರಾರಂಭಿಸು,aloittaa
959,beenden::V,ನಿಲ್ಲಿಸು,lopettaa
960,aufhören::V,ಮುಗಿಸು,loppua
961,gelingen::V,ಯಶಸ್ವಿಯಾಗು,onnistua
962,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,sujua
963,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,joutua
964,öffnen::V,ತೆರೆ,avata
965,öffnen::V,ತೆರೆ,aukaista
966,schließen::V,ಮುಚ್ಚು,sulkea
967,stellen::V,ಇಕ್ಕು,panna
968,stellen::V,ಇಕ್ಕು,asettaa
969,setzen::V,ಇಡು,panna
970,setzen::V,ಇಡು,istuttaa
971,legen::V,ಇಡು,panna
972,legen::V,ಇಡು,asettaa
973,berühren::V,ತಾಕು,koskea
974,berühren::V,ತಾಕು,koskettaa
975,verbinden::V,ಕೂಡಿಸು,liittää
976,verbinden::V,ಕೂಡಿಸು,yhdistää
977,bedecken::V,ಮುಚ್ಚು,kattaa
978,bedecken::V,ಮುಚ್ಚು,peittää
979,aufhängen::V,ತೂಗುಹಾಕು,ripustaa
980,anzünden::V,ಹತ್ತಿಸು,sytyttää
981,aufheben::V,ಆಯಿ,ylös nostaa
982,aufheben::V,ಆಯಿ,nostaa
983,zurücklassen::V,ಬಿಡು,jättää
984,verlieren::V,ಕಳೆ,kadottaa
985,fallen lassen::V,ಬೀಳಿಸು,pudottaa
986,machen::V,ಮಾಡು,tehdä
987,herstellen::V,ತಯಾರಿಸು,tuottaa
988,herstellen::V,ತಯಾರಿಸು,valmistaa
989,bauen::V,ಕಟ್ಟು,rakentaa
990,reparieren::V,ಸರಿಪಡಿಸು,korjata
991,verbessern::V,ತಿದ್ದು,parantaa
992,ändern::V,ಬದಲಾಯಿಸು,muuttaa
993,graben::V,ಅಗೆ,kaivaa
994,beugen::V,ಬಗ್ಗಿಸು,taivuttaa
995,biegen::V,ಬಗ್ಗಿಸು,taivuttaa
996,drehen::V,ತಿರುಗು,kääntää
997,wenden::V,ತಿರುಗು,kääntää
998,umdrehen::V,ತಿರುಗಿಸು,kääntää
999,heben::V,ಎತ್ತು,nostaa
1000,heben::V,ಎತ್ತು,kohottaa
1001,hochheben::V,ಎತ್ತು,nostaa
1002,ergreifen::V,ಆಕ್ರಮಿಸು,tarttua
1003,halten::V,ಹಿಡಿ,pitää
1004,drücken::V,ಒತ್ತು,painaa
1005,drücken::V,ಒತ್ತು,puristaa
1006,schieben::V,ನೂಕು,työntää
1007,kratzen::V,ತರಚಿಕೊಳ್ಳು,raapia
1008,lecken::V,ನೆಕ್ಕು,nuolla
1009,beißen::V,ಕಚ್ಚು,purra
1010,abreißen::V,ಹರಿ,repiä
1011,abschneiden::V,ಕತ್ತರಿಸು,leikata poikki
1012,abschneiden::V,ಕತ್ತರಿಸು,leikata
1013,binden::V,ಕಟ್ಟು,sitoa
1014,stecken::V,ಸಿಕ್ಕಿಸು,pistää
1015,brechen::V,ಮುರಿ,murtaa
1016,klopfen::V,ತಟ್ಟು,koputtaa
1017,klopfen::V,ತಟ್ಟು,kolkuttaa
1018,hauen::V,ಹೊಡೆ,lyödä
1019,kleben::V,ಅಂಟಿಸು,liimata
1020,reiben::V,ಉಜ್ಜು,hieroa
1021,reiben::V,ಉಜ್ಜು,hangata
1022,streichen::V,ಹರಡು,sivellä
1023,schleifen::V,ಮಸೆ,hioa
1024,schneiden::V,ಕತ್ತರಿಸು,leikata
1025,rütteln::V,ಕುಲುಕಿಸು,ravistaa
1026,schütteln::V,ಅಲುಗಿಸು,pudistaa
1027,schwenken::V,ತೂಗಾಡು,heiluttaa
1028,schütten::V,ಎರೆ,kaataa
1029,füllen::V,ತುಂಬಿಸು,täyttää
1030,einwickeln::V,ಹೊದಿಸು,kääriä
1031,tragen::V,ಹೊರು,kantaa
1032,schleppen::V,ಜಗ್ಗು,raahata
1033,ziehen::V,ಎಳೆ,vetää
1034,aufbewahren::V,ಇಟ್ಟುಕೊ,säilyttää
1035,werfen::V,ಎಸೆ,viskata
1036,fangen::V,ಹಿಡಿ,napata
1037,fangen::V,ಹಿಡಿ,ottaa kiinni
1038,packen::V,ಸೆಳೆ,tarttua
1039,verstecken::V,ಮುಚ್ಚಿಡು,kätkeä
1040,verstecken::V,ಮುಚ್ಚಿಡು,piilottaa
1041,teilen::V,ವಿಭಜಿಸು,jakaa
1042,schicken::V,ಕಳುಹಿಸು,lähettää
1043,bringen::V,ತರು,viedä
1044,hinzufügen::V,ಕೂಡಿಸು,lisätä
1045,bekommen::V,ಸಂಪಾದಿಸು,saada
1046,erhalten::V,ಪಡೆ,saada
1047,nehmen::V,ಹಿಡಿ,ottaa
1048,wählen::V,ಆರಿಸು,valita
1049,auswählen::V,ಆಯಿ,valikoida
1050,bewahren::V,ರಕ್ಷಿಸಿಡು,säilyttää
1051,behindern::V,ಅಡ್ಡಿಮಾಡು,estää
1052,verderben::V,ಕೆಡಿಸು,pilata
1053,verderben::V,ಕೆಡಿಸು,turmella
1054,beschädigen::V,ಹಾಳುಮಾಡು,vioittaa
1055,beschädigen::V,ಹಾಳುಮಾಡು,vahingoittaa
1056,zerbrechen::V,ಮುರಿ,rikkoa
1057,zerreißen::V,ಸೀಳು,repiä rikki
1058,zerreißen::V,ಸೀಳು,repiä palasiksi
1059,zerstören::V,ಅಳಿಸು,hävittää
1060,verbrennen::V,ಸುಡು,polttaa
1061,geben::V,ಕೊಡು,antaa
1062,reichen::V,ಕೊಡು,ojentaa
1063,schenken::V,ಅರ್ಪಿಸು,lahjoittaa
1064,versprechen::V,ವಾಗ್ದಾನಮಾಡು,luvata
1065,wünschen::V,ಬಯಸು,toivottaa
1066,loben::V,ಹೊಗಳು,ylistää
1067,küssen::V,ಚುಂಬಿಸು,suudella
1068,wiegen::V,ತೂಗು,tuudittaa
1069,wiegen::V,ತೂಗು,keinuttaa
1070,zudecken::V,ಹಾಸು,peittää
1071,wecken::V,ಎಬ್ಬಿಸು,herättää
1072,zeigen::V,ತೋರಿಸು,näyttää
1073,zeigen::V,ತೋರಿಸು,osoittaa
1074,führen::V,ದಾರಿತೋರಿಸು,johdattaa
1075,lehren::V,ಕಲಿಸು,opettaa
1076,unterrichten::V,ಬೋಧಿಸು,opettaa
1077,aufziehen::V,ಸಲಹು,kasvattaa
1078,leiten::V,ಮುಂದಾಳಾಗಿರು ,johtaa
1079,antreiben::V,ಓಡಿಸು,hoputtaa
1080,lassen::V,ಮಾಡಲುಬಿಡು,antaa
1081,einladen::V,ಆಹ್ವಾನಿಸು,kutsua
1082,vereinigen::V,ಒಂದಾಗು,yhdistää
1083,besuchen::V,ಭೇಟಿಯಾಗು,vierailla
1084,treffen::V,ಸಂಧಿಸು,tavata
1085,sich versammeln::V,ನೆರೆ,kokoontua
1086,spielen::V,ಆಡು,pelata
1087,spielen::V,ಆಡು,leikkiä
1088,singen::V,ಹಾಡು,laulaa
1089,tanzen::V,ಕುಣಿ,tanssia
1090,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,erota
1091,verlassen::V,ಕಳೆ,jättää
1092,retten::V,ರಕ್ಷಿಸು,pelastaa
1093,bewachen::V,ಕಾಪಾಡು,vartioida
1094,schützen::V,ಸಂರಕ್ಷಿಸು,suojella
1095,verteidigen::V,ಕಾಪಿಡು,puolustaa
1096,sich schlagen::V,ಕಿತ್ತಾಟ,tapella
1097,schießen::V,ಎಸೆ,ampua
