,Concept_ID,te,zh
716,abnehmen::V,తగ్గు,减少
717,zunehmen::V,పెరుగుట,增加
718,steigen::V,లేచు,上升
719,wachsen::V,పెరుగు,生长
720,glänzen::V,ప్రకాశించు,发光
721,funkeln::V,ప్రకాశించు,闪烁
722,lärmen::V,అరుచుట,吵闹
723,läuten::V,మేళవించుట,响
724,klingeln::V,వాయించుట,按铃
725,klirren::V,ఘంటానాదము,
726,brausen::V,గర్జించు,疾驶
727,rauschen::V,చటచటమనుట,
728,klingen::V,ధ్వనించుట,听起来
729,bellen::V,అఱచు,吠
730,heulen::V,కూయు,嗥
731,blasen::V,దురద్పప్టము,吹
732,pfeifen::V,ఈలవేయు,吹口哨
733,schreien::V,అఱచు,叫喊
734,stöhnen::V,మూలుగు,呻吟
735,zittern::V,వణకు,颤抖
736,leben::V,జీవించుట,生存
737,geboren werden::V,పుట్టుట,出生
738,atmen::V,ఉపిరి తీయు,呼吸
739,trinken::V,త్రాగు,喝
740,essen::V,తిను,吃
741,schlucken::V,మ్రింగు,咽
742,müde werden::V,అలయు,疲倦
743,einschlafen::V,నిద్రించు,入睡
744,schlafen::V,నిద్రురించు,睡觉
745,aufwachen::V,మేలుకొను,睡醒
746,aufstehen::V,లేచు,起床
747,sich erholen::V,నడ్డి వాల్చు,休养
748,krank werden::V,జబ్బుపడు,生病
749,krank sein::V,జబ్బు చేయు,生病
750,schmerzen::V,నొచ్చుట,疼痛
751,husten::V,దగ్గుట,咳
752,genesen::V,కుదురుట,痊愈
753,sterben::V,మరణించు,死
754,umkommen::V,నశించు,丧命
755,sich bewegen::V,కదలు,移动
756,sich rühren::V,కదలు,动弹
757,sich erheben::V,లేచు,站起
758,sich setzen::V,కూర్చుణ్డు,坐
759,hinfallen::V,దొర్లు,跌倒
760,laufen::V,నడచు,步行
761,schreiten::V,అడుగుపెట్టుట,迈步
762,spazierengehen::V,పచారు చేయు,散步
763,eilen::V,తొందరపడు,急忙
764,sich beeilen::V,త్వరపెట్టు,赶快
765,sausen::V,విసరికొట్టు,疾驰
766,rennen::V,పరుగెత్తు,奔跑
767,springen::V,దుముకు,跳
768,klettern::V,ఎక్కు,攀缘
769,schaukeln::V,ఉయ్యాల ఊగు ,荡秋千
770,kriechen::V,ప్రాకు,爬行
771,schwimmen::V,ఈదు,游泳
772,tauchen::V,మునుగు,潜水
773,rudern::V,తెడ్లతోఁగడపు,划船
774,fahren::V,నడపు,行驶
775,fliegen::V,ఎగురు,飞
776,gehen::V,పోవు,走
777,weggehen::V,బయలుదేరు,离去
778,abfahren::V,విడిచిపోవు,出发
779,anhalten::V,నిలుపు,停住
780,hineingehen::V,ప్రవేశించు,进去
781,eintreten::V,ప్రవేశించు,进入
782,kommen::V,వచ్చు,来
783,ankommen::V,వచ్చి చేరు,到达
784,zurückkommen::V,తిరిగీవచ్చుట,回来
785,bleiben::V,ఉండు,停留
786,warten::V,కనిపెట్టు,等
787,erwarten::V,నిరిక్షించు,等候
788,suchen::V,వెదకు,找
789,finden::V,కనుగొను,找到
790,versuchen::V,ప్రయత్నించు,尝试
791,vorbereiten::V,తయారుచేయు,预备
792,lieben::V,ప్రేమించు,爱
793,mögen::V,ఇష్టపడు,喜欢
794,lachen::V,నవ్వు,笑
795,rühren::V,గుండె తాకు,
796,weinen::V,వీడ్చు,哭
797,schimpfen::V,గొణుగు,骂
798,sich ärgern::V,అలుగు,生气
799,sich fürchten::V,భయపడు,害怕
800,fürchten::V,భయపడు,害怕
801,fliehen::V,పాఱిపోపు,逃走
802,flüchten::V,తప్పించుకొను,逃跑
803,sehen::V,చూచు,看
804,anschauen::V,చూచు,注视
805,ansehen::V,కాచియుండు,注视
806,hören::V,విను,听
807,zuhören::V,విను,倾听
808,probieren::V,చవిచూచుట,尝
809,riechen::V,వాసనచూచు,闻
810,fühlen::V,స్పర్శించుట,感到
811,scheinen::V,కనబడు,照耀
812,zu sehen sein::V,చూవు,可以看到
813,vernehmen::V,విను,审讯
814,frieren::V,చలికి వడకు,觉得冷
815,tun::V,చేయు,作
816,können::V,గల,能
817,wollen::V,కోరు,要
818,anfangen::V,ఆరంభించు,开始
819,beenden::V,ముగించు,结束
820,aufhören::V,నిలుపు,停止
821,gelingen::V,గెలుపాందు,成功
822,geraten::V,వెలువడు,陷于
823,öffnen::V,తెఱచు,打开
824,schließen::V,మూయు,关
825,stellen::V,ఉంచు,放
826,setzen::V,ఉంచు,放
827,legen::V,పెట్టు,摆
828,berühren::V,తాకు,触
829,verbinden::V,చేర్చుట,联结
830,bedecken::V,మూయు,覆盖
831,aufhängen::V,వ్రేలాడదీయు,挂
832,anzünden::V,వెలిగించు,点
833,aufheben::V,సేకరించు,拾起
834,zurücklassen::V,విడుచు,遗留
835,verlieren::V,పోగొట్టుకొను,丧失
836,fallen lassen::V,జాఱవిడుచు,让掉下
837,machen::V,చేయు,做
838,herstellen::V,ఉత్పత్తిచేయు,生产
839,bauen::V,నిర్మించు,建造
840,reparieren::V,సరిచేయు,修理
841,verbessern::V,వృద్ధి చేయు,改进
842,ändern::V,మార్చు,改变
843,graben::V,త్రవ్వు,挖
844,beugen::V,వంచు,弯下
845,biegen::V,వంచు,弯
846,drehen::V,నూలువడుకు,转动
847,wenden::V,త్రిప్పు,转动
848,umdrehen::V,త్రిప్పు,转动
849,heben::V,ఎత్తు,举起
850,hochheben::V,ఎత్తు,抬高
851,ergreifen::V,వశపఱచుకొను,抓住
852,halten::V,ఉంచు,拿着
853,drücken::V,అణచు,压
854,schieben::V,నొక్కు,推
855,kratzen::V,గోకు,搔
856,lecken::V,నాకు,舔
857,beißen::V,కఱచు,咬
858,abreißen::V,తెగతెంచు,撕下
859,abschneiden::V,తెగకొట్టు,切断
860,binden::V,కట్టు,捆
861,stecken::V,తగులుకొనివుండుట,插
862,brechen::V,పగులగొట్టు,断裂
863,klopfen::V,కొట్టు,敲
864,hauen::V,కొట్టు,揍
865,kleben::V,అంటుకొను,粘
866,reiben::V,రాచు,摩擦
867,streichen::V,వ్యాపింపజేయు,涂
868,schleifen::V,రాచు,拖曳
869,schneiden::V,కోయు,切
870,rütteln::V,కుదిలించుట,颠簸
871,schütteln::V,కదల్చు,摇动
872,schwenken::V,ఊచుట,摇动
873,schütten::V,పోయు,倒
874,füllen::V,నింపు,填满
875,einwickeln::V,చుట్టు,包
876,tragen::V,మోయు,提
877,schleppen::V,ఈడ్చు,扛
878,ziehen::V,ఈడ్చు,拉
879,aufbewahren::V,కాపాడు,保存
880,werfen::V,విసరు,扔
881,fangen::V,పట్టుకొను,捕捉
882,packen::V,పట్టుకొను,抓住
883,verstecken::V,దాచు,藏
884,teilen::V,భాగించు,分
885,schicken::V,పంపు,派遣
886,bringen::V,తెచ్చు,带来
887,hinzufügen::V,చేర్చు,添加
888,bekommen::V,సంపాదించు,得到
889,erhalten::V,పుచ్చుకొను,接到
890,nehmen::V,తీసికొను,拿
891,wählen::V,ఇష్టపడు,挑选
892,auswählen::V,ఏరుకొను,选择
893,bewahren::V,భద్రపఱుచు,保持
894,behindern::V,అడ్డగించుట,防碍
895,verderben::V,చెఱచు,败坏
896,beschädigen::V,చెరుపుట,损坏
897,zerbrechen::V,పగులగొట్టు,破碎
898,zerreißen::V,చించు,撕碎
899,zerstören::V,వాశనము చేయు,毁坏
900,verbrennen::V,కాల్చు,燃烧
901,geben::V,ఇచ్చు,给
902,reichen::V,అందుకొనుట,递给
903,schenken::V,అర్పించు,赠送
904,versprechen::V,వాగ్దత్తము చేయు,许诺
905,wünschen::V,కోరు,祝
906,loben::V,స్తుతించు,表扬
907,küssen::V,ముద్దుపెట్టుకొను,亲
908,wiegen::V,ఊచుట,轻摇
909,zudecken::V,మూయు,盖上
910,wecken::V,నిద్రపలేపుట,唤起
911,zeigen::V,చూవు,指
912,führen::V,దారిచూపు,带领
913,lehren::V,బోధించు,教
914,unterrichten::V,నేర్పు,讲课
915,aufziehen::V,పెంచు,抚养
916,leiten::V,తీసుకపోవుట,领导
917,antreiben::V,ప్రేరేపించు,催促
918,lassen::V,అనుమతించు,让
919,einladen::V,ఆహ్వానించు,邀请
920,vereinigen::V,కూడుట,统一
921,besuchen::V,పోయి చూచు,参观
922,treffen::V,కలియు,会面
923,sich versammeln::V,కూర్చు,聚集
924,spielen::V,ఆట లాడు,玩
925,singen::V,పాడు,唱歌
926,tanzen::V,నృత్యముచేయు,跳舞
927,sich trennen::V,ఎడబాయుట,分别
928,verlassen::V,విడుచు,离开
929,retten::V,తప్పించుట,救
930,bewachen::V,కాపాడు,守卫
931,schützen::V,రక్షించు,保护
932,verteidigen::V,రక్షించు,保卫
933,sich schlagen::V,జగడమాడు,打架
934,schießen::V,కాల్చు,射击
935,siegen::V,గెలుచు,获胜
936,ärgern::V,పీడించుట,激怒
937,schlagen::V,కొట్టు,打
938,treten::V,తన్ను,踢
939,stechen::V,కుట్టు,刺
940,stoßen::V,గెంటు,撞
941,stehlen::V,దొంగిలించు,盗窃
942,stören::V,కలతపఱచు,干扰
943,belästigen::V,పీడించు,打搅
944,verbergen::V,దాచు,隐藏
945,täuschen::V,మోసము చేయు,欺骗
946,betrügen::V,మోసపుచ్చు,欺骗
947,töten::V,చంపు,杀
948,wohnen::V,నివసించు,居住
949,arbeiten::V,పనిచేయు,工作
950,sammeln::V,ప్రోగుచేయు,收集
951,pflücken::V,యేరుట,采
952,jagen::V,వేటాడు,打猎
953,fischen::V,వెదకు,捕鱼
954,fassen::V,పట్టుకొమ,捉住
955,hüten::V,మందచేరుట,守护
956,treiben::V,నడపు,漂
957,anbinden::V,కట్టు,拴
958,füttern::V,భోజనము పెట్టు,喂
959,melken::V,పాలు పితుకు,挤奶
960,hacken::V,నఱకు,剁细
961,gießen::V,నీళ్ళుకట్టుట,浇
962,reifen::V,పండుట,成熟
963,zubereiten::V,వండు,
964,kochen::V,వండు,煮
965,backen::V,రొట్టెకాల్చు,烤
966,braten::V,వేపు,煎
967,umrühren::V,కదులుట,搅拌
968,stricken::V,అల్లు,织
969,nähen::V,కుట్టు,缝
970,färben::V,రంగు వేయు,染色
971,reinigen::V,శుభ్రము చేయు,清洁
972,waschen::V,కడుగు,洗
973,abwischen::V,తుడుచు,擦掉
974,spülen::V,నీటిలో జడించు,清洗
975,fegen::V,ఊడ్చు,扫
976,kehren::V,ఊడ్చు,打扫
977,baden::V,స్నానము చేయు,给...洗澡
978,sich waschen::V,కడుగు,洗澡
979,ausziehen::V,విప్పు,脱
980,anziehen::V,ధరించు,穿
981,sich anziehen::V,బట్టలు వేసుకొను,穿衣
982,sich anziehen::V,తొడుగుకొను,穿衣
983,kämmen::V,దువ్వుట,梳
984,schmücken::V,అలంకరించు,装饰
985,sagen::V,చెప్పు,说
986,sprechen::V,చెప్పు,说
987,reden::V,మాటలాడు,讲
988,sich unterhalten::V,ముచ్చటలాడు,聊天
989,fragen::V,ప్రశ్నించు,问
990,bitten::V,కోరు,请
991,erzählen::V,చెప్పు,叙述
992,mitteilen::V,తెలియజేయు,通知
993,nennen::V,పేరు వెట్టు,叫做
994,rufen::V,పిలుచు,叫
995,prahlen::V,జల్లి,吹牛
996,übersetzen::V,తర్జుమాచేయు,翻译
997,denken::V,ఆలోచించు,想
998,glauben::V,నమ్ము,以为
999,bemerken::V,గుర్తించు,发觉
1000,erkennen::V,గుర్తించు,识别
1001,begreifen::V,గ్రహించు,理解
1002,verstehen::V,గ్రహించు,明白
1003,lernen::V,నేర్చు కొను,学
1004,wissen::V,తెలిసికొను,知道
1005,sich erinnern an::V,జ్ఞాపకముంచుకొను,回忆
1006,vergessen::V,మఱచిపోవు,忘记
1007,messen::V,కొలుచుట,测量
1008,zählen::V,లెక్కపెట్టు,数
1009,rechnen::V,లెక్కపెట్టు,计算
1010,lesen::V,చదువు,读
1011,malen::V,పూనుట,画
1012,zeichnen::V,వ్రాసుట,绘制
1013,schreiben::V,వ్రాయు,写
1014,besitzen::V,కలిగియుండు,占有
1015,kaufen::V,కొను,买
1016,verkaufen::V,అమ్ము,卖
1017,bezahlen::V,చెల్లించు,付钱
1018,zahlen::V,చెల్లించు,支付
1019,beherrschen::V,ఏలు,统治
1020,ertragen::V,భరించు,忍耐
