,Concept_ID,sv,da
869,lärmen::V,bråka,larme
870,lärmen::V,väsnas,larme
871,läuten::V,ringa,ringe
872,klingeln::V,ringa,ringe
873,klirren::V,klirra,klirre
874,brausen::V,brusa,bruse
875,rauschen::V,susa,suse
876,klingen::V,låta,lyde
877,klingen::V,låta,klinge
878,klingen::V,klinga,lyde
879,klingen::V,klinga,klinge
880,bellen::V,skälla,gø
881,heulen::V,yla,hyle
882,heulen::V,tjuta,hyle
883,blasen::V,blåsa,blæse
884,pfeifen::V,vissla,fløjte
885,schreien::V,skrika,skrige
886,stöhnen::V,stöna,stønne
887,zittern::V,darra,dirre
888,zittern::V,darra,skælve
889,zittern::V,skälva,dirre
890,zittern::V,skälva,skælve
891,leben::V,leva,leve
892,geboren werden::V,födas,fødes
893,atmen::V,andas,ånde
894,trinken::V,dricka,drikke
895,essen::V,äta,spise
896,schlucken::V,svälja,synke
897,müde werden::V,tröttna,blive træt
898,einschlafen::V,somna,falde i søvn
899,schlafen::V,sova,sove
900,aufwachen::V,vakna,vågne
901,aufstehen::V,stiga upp,stå op
902,sich erholen::V,repa sig,komme sig
903,sich erholen::V,hämta sig,komme sig
904,krank werden::V,insjukna,blive syg
905,krank sein::V,vara sjuk,være syg
906,schmerzen::V,smärta,smerte
907,schmerzen::V,göra ont,smerte
908,husten::V,hosta,hoste
909,genesen::V,tillfriskna,komme sig
910,sterben::V,dö,dø
911,umkommen::V,omkomma,omkomme
912,sich bewegen::V,röra sig,bevæge sig
913,sich rühren::V,röra på sig,røre på sig
914,sich erheben::V,resa sig,rejse sig
915,sich setzen::V,sätta sig,sætte sig
916,hinfallen::V,falla omkull,
917,laufen::V,löpa,løbe
918,schreiten::V,skrida,skride
919,spazierengehen::V,promenera,gå en tur
920,eilen::V,ila,ile
921,sich beeilen::V,skynda sig,skynde sig
922,sausen::V,susa,suse
923,rennen::V,löpa,løbe
924,rennen::V,löpa,rende
925,rennen::V,springa,løbe
926,rennen::V,springa,rende
927,springen::V,hoppa,hoppe
928,springen::V,hoppa,springe
929,klettern::V,klättra,klatre
930,schaukeln::V,gunga,gynge
931,kriechen::V,kräla,krybe
932,schwimmen::V,simma,svømme
933,tauchen::V,dyka,dykke
934,rudern::V,ro,ro
935,fahren::V,köra,køre
936,fliegen::V,flyga,flyve
937,gehen::V,gå,gå
938,weggehen::V,gå bort,gå bort
939,abfahren::V,resa,køre bort
940,abfahren::V,avresa,køre bort
941,anhalten::V,stanna,standse
942,hineingehen::V,gå in,gå ind
943,eintreten::V,träda in,træde ind
944,kommen::V,komma,komme
945,ankommen::V,ankomma,ankomme
946,zurückkommen::V,återkomma,komme tilbage
947,bleiben::V,bli,blive
948,bleiben::V,bli,forblive
949,bleiben::V,förbli,blive
950,bleiben::V,förbli,forblive
951,warten::V,vänta,vente
952,erwarten::V,vänta,vente
953,erwarten::V,vänta,afvente
954,suchen::V,leta,søge
955,finden::V,finna,finde
956,versuchen::V,försöka,forsøge
957,vorbereiten::V,förbereda,forberede
958,lieben::V,älska,elske
959,mögen::V,tycka om,holde af
960,mögen::V,tycka om,kunne lide
961,lachen::V,skratta,le
962,rühren::V,röra,røre
963,weinen::V,gråta,græde
964,schimpfen::V,skälla,skænde
965,sich ärgern::V,förargas,ærgre sig
966,sich fürchten::V,vara rädd,være bange
967,fürchten::V,frukta,være bange for
968,fliehen::V,fly,flygte
969,fliehen::V,rymma,flygte
970,flüchten::V,fly,flygte
971,sehen::V,se,se
972,anschauen::V,se på,se på
973,anschauen::V,se på,betragte
974,anschauen::V,betrakta,se på
975,anschauen::V,betrakta,betragte
976,ansehen::V,åse,anse
977,hören::V,höra,høre
978,zuhören::V,höra på,høre til
979,zuhören::V,lyssna till,høre til
980,probieren::V,smaka,smage
981,probieren::V,smaka,smage på
982,probieren::V,smaka på,smage
983,probieren::V,smaka på,smage på
984,riechen::V,lukta,lugte
985,fühlen::V,känna,føle
986,scheinen::V,verka,synes
987,scheinen::V,tyckas,synes
988,zu sehen sein::V,synas,synes
989,zu sehen sein::V,kunna ses,synes
990,vernehmen::V,få veta,erfare
991,vernehmen::V,förnimma,erfare
992,frieren::V,frysa,fryse
993,tun::V,göra,gøre
994,können::V,kunna,kunne
995,wollen::V,vilja,ville
996,anfangen::V,börja,begynde
997,beenden::V,avsluta,afslutte
998,aufhören::V,sluta,ophøre
999,aufhören::V,sluta,holde op
1000,aufhören::V,upphöra,ophøre
1001,aufhören::V,upphöra,holde op
1002,gelingen::V,lyckas,lykkes
1003,geraten::V,bli,blive
1004,öffnen::V,öppna,åbne
1005,schließen::V,låsa,lukke
1006,schließen::V,stänga,lukke
1007,stellen::V,ställa,stille
1008,setzen::V,sätta,sætte
1009,legen::V,lägga,lægge
1010,berühren::V,beröra,berøre
1011,verbinden::V,förbinda,forbinde
1012,bedecken::V,täcka,dække
1013,bedecken::V,täcka,bedække
1014,bedecken::V,betäcka,dække
1015,bedecken::V,betäcka,bedække
1016,aufhängen::V,hänga,hænge
1017,aufhängen::V,hänga,hænge op
1018,aufhängen::V,hänga upp,hænge
1019,aufhängen::V,hänga upp,hænge op
1020,anzünden::V,tända,tænde
1021,anzünden::V,tända,antænde
1022,anzünden::V,antända,tænde
1023,anzünden::V,antända,antænde
1024,anzünden::V,tända på,tænde
1025,anzünden::V,tända på,antænde
1026,aufheben::V,lyfta,løfte
1027,aufheben::V,lyfta,tage op
1028,zurücklassen::V,lämna,lade tilbage
1029,zurücklassen::V,efterlämna,lade tilbage
1030,verlieren::V,mista,miste
1031,verlieren::V,förlora,miste
1032,fallen lassen::V,tappa,tabe
1033,fallen lassen::V,tappa,droppe
1034,fallen lassen::V,släppa,tabe
1035,fallen lassen::V,släppa,droppe
1036,machen::V,göra,gøre
1037,herstellen::V,tillverka,fremstille
1038,herstellen::V,framställa,fremstille
1039,bauen::V,bygga,bygge
1040,reparieren::V,reparera,reparere
1041,verbessern::V,rätta,rette
1042,verbessern::V,rätta,forbedre
1043,verbessern::V,förbättra,rette
1044,verbessern::V,förbättra,forbedre
1045,ändern::V,ändra,ændre
1046,ändern::V,förändra,ændre
1047,graben::V,gräva,grave
1048,beugen::V,böja,bøje
1049,biegen::V,böja,bøje
1050,biegen::V,kröka,bøje
1051,drehen::V,vrida,dreje
1052,wenden::V,vända,vende
1053,umdrehen::V,vrida om,dreje om
1054,heben::V,häva,hæve
1055,hochheben::V,lyfta,løfte
1056,ergreifen::V,gripa,gribe fat i
1057,halten::V,hålla,holde
1058,drücken::V,trycka,trykke
1059,schieben::V,skjuta,skyde
1060,schieben::V,skjuta,skubbe
1061,kratzen::V,riva,klø
1062,kratzen::V,riva,kradse
1063,kratzen::V,skrapa,klø
1064,kratzen::V,skrapa,kradse
1065,lecken::V,slicka,slikke
1066,beißen::V,bita,bide
1067,abreißen::V,slita_av,rive af
1068,abreißen::V,riva_av,rive af
1069,abschneiden::V,skära av,skære af
1070,binden::V,binda,binde
1071,stecken::V,sticka,stikke
1072,brechen::V,bryta,brække
1073,brechen::V,brista,brække
1074,klopfen::V,banka,banke
1075,klopfen::V,klappa,banke
1076,hauen::V,hugga,hugge
1077,kleben::V,klistra,klistre
1078,reiben::V,gnida,gnide
1079,streichen::V,smörja,smøre
1080,schleifen::V,slipa,slibe
1081,schneiden::V,skära,skære
1082,schneiden::V,skära,klippe
1083,schneiden::V,klippa,skære
1084,schneiden::V,klippa,klippe
1085,rütteln::V,skaka,ruske
1086,schütteln::V,rista,ryste
1087,schwenken::V,svänga,svinge
1088,schütten::V,hälla,hælde
1089,füllen::V,fylla,fylde
1090,einwickeln::V,slå in,pakke ind
1091,einwickeln::V,veckla in,pakke ind
1092,tragen::V,bära,bære
1093,schleppen::V,släpa,slæbe
1094,ziehen::V,dra,trække
1095,aufbewahren::V,förvara,opbevare
1096,aufbewahren::V,ta vara på,opbevare
1097,werfen::V,kasta,kaste
1098,fangen::V,fånga,fange
1099,packen::V,gripa,gribe
1100,packen::V,gripa tag,gribe
1101,verstecken::V,gömma,gemme
1102,teilen::V,dela,dele
1103,schicken::V,skicka,sende
1104,bringen::V,bringa,bringe
1105,hinzufügen::V,tillägga,tilføje
1106,bekommen::V,få,få
1107,bekommen::V,erhålla,få
1108,erhalten::V,få,få
1109,erhalten::V,erhålla,få
1110,nehmen::V,ta,tage
1111,nehmen::V,taga,tage
1112,wählen::V,välja,vælge
1113,auswählen::V,utvälja,udvælge
1114,bewahren::V,bevara,bevare
1115,behindern::V,hindra,hindre
1116,behindern::V,hindra,forhindre
1117,behindern::V,förhindra,hindre
1118,behindern::V,förhindra,forhindre
1119,verderben::V,förstöra,ødelægge
1120,beschädigen::V,skada,beskadige
1121,zerbrechen::V,bryta isär,brække itu
1122,zerbrechen::V,bryta sönder,brække itu
1123,zerreißen::V,riva sönder,rive itu
1124,zerreißen::V,slita sönder,rive itu
1125,zerstören::V,förstöra,ødelægge
1126,verbrennen::V,bränna,brænde
1127,verbrennen::V,bränna upp,brænde
1128,geben::V,ge,give
1129,reichen::V,räcka,række
1130,schenken::V,skänka,forære
1131,versprechen::V,lova,love
1132,wünschen::V,önska,ønske
1133,loben::V,lova,rose
1134,loben::V,beröma,rose
1135,küssen::V,pussa,kysse
1136,wiegen::V,vagga,vugge
1137,zudecken::V,täcka,dække til
1138,wecken::V,väcka,vække
1139,zeigen::V,visa,vise
1140,führen::V,föra,føre
1141,lehren::V,lära,lære
1142,unterrichten::V,undervisa,undervise
1143,aufziehen::V,uppfostra,opdrage
1144,leiten::V,leda,lede
1145,antreiben::V,driva på,skynde på
1146,lassen::V,få att,få til at
1147,einladen::V,bjuda,indbyde
1148,einladen::V,bjuda,invitere
1149,einladen::V,inbjuda,indbyde
1150,einladen::V,inbjuda,invitere
1151,vereinigen::V,förena,forene
1152,besuchen::V,besöka,besøge
1153,treffen::V,möta,møde
1154,treffen::V,träffa,møde
1155,sich versammeln::V,församla sig,forsamles
1156,spielen::V,leka,lege
1157,spielen::V,leka,spille
1158,spielen::V,spela,lege
1159,spielen::V,spela,spille
1160,singen::V,sjunga,synge
1161,tanzen::V,dansa,danse
1162,sich trennen::V,skiljas,skilles
1163,verlassen::V,lämna,forlade
1164,verlassen::V,överge,forlade
1165,retten::V,rädda,redde
1166,bewachen::V,bevaka,bevogte
1167,schützen::V,skydda,skærme
1168,schützen::V,skydda,beskytte
1169,schützen::V,beskydda,skærme
1170,schützen::V,beskydda,beskytte
1171,verteidigen::V,försvara,forsvare
1172,sich schlagen::V,slåss,slås
1173,schießen::V,skjuta,skyde
1174,siegen::V,segra,sejre
1175,ärgern::V,förarga,ærgre
1176,schlagen::V,slå,slå
1177,treten::V,sparka,sparke
1178,stechen::V,sticka,stikke
1179,stoßen::V,stöta,støde
1180,stehlen::V,stjäla,stjæle
1181,stören::V,störa,forstyrre
1182,belästigen::V,genera,genere
1183,belästigen::V,genera,ulejlige
1184,belästigen::V,besvära,genere
1185,belästigen::V,besvära,ulejlige
1186,verbergen::V,dölja,skjule
1187,täuschen::V,vilseleda,villede
1188,betrügen::V,bedra,bedrage
1189,töten::V,döda,dræbe
1190,wohnen::V,bo,bo
1191,arbeiten::V,arbeta,arbejde
1192,sammeln::V,samla,samle
1193,pflücken::V,plocka,plukke
1194,jagen::V,jaga,jage
1195,fischen::V,fiska,fiske
1196,fassen::V,fånga,fange
1197,hüten::V,vakta,vogte
1198,treiben::V,driva,drive
1199,anbinden::V,binda fast,binde fast
1200,füttern::V,fodra,fodre
1201,melken::V,mjölka,malke
1202,hacken::V,hacka,hakke
1203,gießen::V,hälla,hælde
1204,gießen::V,vattna,hælde
1205,reifen::V,mogna,modne
1206,zubereiten::V,tillaga,tilberede
1207,zubereiten::V,tillreda,tilberede
1208,kochen::V,koka,koge
1209,backen::V,baka,bage
1210,braten::V,steka,stege
1211,umrühren::V,röra om,røre om
1212,stricken::V,sticka,strikke
1213,nähen::V,sy,sy
1214,färben::V,färga,farve
1215,reinigen::V,rensa,rense
1216,reinigen::V,rensa,gøre ren
1217,reinigen::V,rengöra,rense
1218,reinigen::V,rengöra,gøre ren
1219,waschen::V,tvätta,vaske
1220,abwischen::V,torka av,tørre af
1221,spülen::V,spola,skylle
1222,spülen::V,skölja,skylle
1223,fegen::V,feja,feje
1224,kehren::V,sopa,feje
1225,baden::V,bada,bade
1226,sich waschen::V,tvätta sig,vaske sig
1227,ausziehen::V,ta av,tage af
1228,anziehen::V,ta på,tage på
1229,sich anziehen::V,klä på sig,klæde sig på
1230,kämmen::V,kamma,rede
1231,kämmen::V,kamma,frisere
1232,schmücken::V,pynta,pynte
1233,schmücken::V,pynta,smykke
1234,schmücken::V,smycka,pynte
1235,schmücken::V,smycka,smykke
1236,sagen::V,säga,sige
1237,sprechen::V,tala,snakke
1238,reden::V,tala,tale
1239,reden::V,tala,snakke
1240,reden::V,prata,tale
1241,reden::V,prata,snakke
1242,sich unterhalten::V,prata,snakke sammen
1243,fragen::V,fråga,spørge
1244,fragen::V,spörja,spørge
1245,bitten::V,be,bede
1246,erzählen::V,berätta,berette
1247,erzählen::V,berätta,fortælle
1248,mitteilen::V,meddela,meddele
1249,nennen::V,kalla,nævne
1250,rufen::V,ropa,råbe
1251,prahlen::V,pråla,prale
1252,prahlen::V,skryta,prale
1253,übersetzen::V,tolka,oversætte
1254,übersetzen::V,översätta,oversætte
1255,denken::V,tänka,tænke
1256,glauben::V,tro,tro
1257,bemerken::V,uppmärksamma,bemærke
1258,bemerken::V,uppmärksamma,lægge mærke til
1259,bemerken::V,lägga märke till,bemærke
1260,bemerken::V,lägga märke till,lægge mærke til
1261,erkennen::V,känna igen,genkende
1262,begreifen::V,begripa,begribe
1263,verstehen::V,förstå,forstå
1264,lernen::V,lära sig,lære
1265,wissen::V,veta,vide
1266,sich erinnern an::V,minnas,mindes
1267,sich erinnern an::V,minnas,huske på
1268,sich erinnern an::V,komma ihåg,mindes
1269,sich erinnern an::V,komma ihåg,huske på
1270,vergessen::V,glömma,glemme
1271,messen::V,mäta,måle
1272,zählen::V,räkna,tælle
1273,rechnen::V,räkna,regne
1274,lesen::V,läsa,læse
1275,malen::V,måla,male
1276,zeichnen::V,teckna,tegne
1277,schreiben::V,skriva,skrive
1278,besitzen::V,äga,eje
1279,besitzen::V,äga,besidde
1280,besitzen::V,besitta,eje
1281,besitzen::V,besitta,besidde
1282,kaufen::V,köpa,købe
1283,verkaufen::V,sälja,sælge
1284,bezahlen::V,betala,betale
1285,zahlen::V,betala,betale
1286,beherrschen::V,behärska,beherske
1287,ertragen::V,tåla,tåle
1288,ertragen::V,tåla,udholde
1289,ertragen::V,uthärda,tåle
1290,ertragen::V,uthärda,udholde
