,Concept_ID,bn,es
723,rückwärts::ADV,খিরিয়া,hacia atrás
724,zurück::ADV,পিঠ,atrás
725,unten::ADV,নীচে,abajo
726,hinab::ADV,নিম্নগামী,hacia abajo
727,oben::ADV,উপরে,arriba
728,hinauf::ADV,উচ্চতর অংশে,hacia arriba
729,überall::ADV,সর্বত্র,por todas partes
730,nicht::ADV,না,no
731,ein wenig::ADV,অল্প,un poco
732,kaum::ADV,কষ্টসহকাবে,apenas
733,sehr::ADV,খুব,muy
734,sehr::ADV,খুব,mucho
735,so::ADV,তত,tan
736,noch::ADV,এখন পর্যস্ত,aún
737,noch::ADV,এখন পর্যস্ত,todavía
738,nur::ADV,শুধু,solamente
739,schon::ADV,ইতঃপুর্বে,ya
740,wieder::ADV,আবার,de nuevo
741,vergebens::ADV,বিফলে,en vano
742,vor::PRP,সম্মুখে,antes de
743,vor::PRP,সম্মুখে,delante de
744,hinter::PRP,পশ্চাতে,tras
745,hinter::PRP,পশ্চাতে,detrás de
746,unter::PRP,নীচে,bajo
747,unter::PRP,নীচে,debajo de
748,durch::PRP,দ্বারা,por
749,durch::PRP,দ্বারা,a través de
750,neben::PRP,কাছে,al lado de
751,zwischen::PRP,মধ্যে,entre
752,wegen::PRP,জন্য,por
753,wegen::PRP,জন্য,a causa de
754,dies::PRN,এটা,esto
755,das::PRN,ওটা,eso
756,das::PRN,ওটা,esto
757,alles::PRN,সব,todo
758,ich::PRN,আমি,yo
759,du::PRN,তুমি,tú
760,er::PRN,উনি,él
761,wir::PRN,আমরা,nosotros
762,ihr::PRN,তোমরা,vosotros
763,sie::PRN,তারা,ellos
764,was::FPRN,কি,qué
765,wer::FPRN,কে,quién
766,wo::FADV,কোথায়,dónde
767,wohin::FADV,কোথায়,adónde
768,wohin::FADV,কোথায়,hacia dónde
769,wie::FADV,কেমন,cómo
770,warum::FADV,কেন,por qué
771,wieviel::FNUM,কত,cuánto
772,eins::NUM,অক,uno
773,zwei::NUM,দুই,dos
774,drei::NUM,তিন,tres
775,vier::NUM,চার,cuatro
776,fünf::NUM,পাঁচ,cinco
777,sechs::NUM,ছয়,seis
778,sieben::NUM,সাত,siete
779,acht::NUM,আট,ocho
780,neun::NUM,নয়,nueve
781,zehn::NUM,দশ,diez
782,elf::NUM,এগারো,once
783,zwölf::NUM,দ্বাদশ,doce
784,zwanzig::NUM,বিশ,veinte
785,dreißig::NUM,ত্রিশ,treinta
786,vierzig::NUM,চল্লিশ,cuarenta
787,fünfzig::NUM,পঞ্চাশ,cincuenta
788,sechzig::NUM,ষাট,sesenta
789,siebzig::NUM,সত্তর,setenta
790,achtzig::NUM,আশি,ochenta
791,neunzig::NUM,নব্বুই,noventa
792,hundert::NUM,শত,cien
793,hundert::NUM,শত,ciento
794,tausend::NUM,হাজার,mil
795,und::CNJ,আর,y
796,und::CNJ,এবং,y
797,oder::CNJ,বা,o
798,stehen::V,দাঁড়ানো,estar de pie
799,sitzen::V,বসা,estar sentado
800,liegen::V,শোয়া,yacer
801,liegen::V,শোয়া,estar acostado
802,hängen::V,ঝোলা,pender
803,werden::V,হইয়া উঠা,hacerse
804,passieren::V,ঘটা,suceder
805,beginnen::V,আরম্ভ হওয়া,iniciarse
806,beginnen::V,আরম্ভ হওয়া,principiar
807,enden::V,শেষ হওয়া,acabar
808,enden::V,শেষ হওয়া,terminar
809,wechseln::V,রূপাস্তর করা,variar
810,wechseln::V,রূপাস্তর করা,alternar
811,aufgehen[Sonne]::V,উদিত হওয়া,salir
812,untergehen[Sonne]::V,অস্ত যাওয়া,ponerse
813,untergehen[Sonne]::V,অস্ত যাওয়া,descender
814,scheinen[Sonne]::V,আলো দেওয়া,brillar
815,donnern::V,বজ্রধ্বনি করা,tronar
816,wehen::V,প্রবাহিত হওয়া,soplar
817,strömen::V,প্রবাহিত হওয়া,afluir
818,fließen::V,ছুটা,fluir
819,fließen::V,ছুটা,correr
820,sich drehen::V,পাক খাওয়া,girar
821,schwanken::V,দোলা,vacilar
822,schwingen::V,দোলা,oscilar
823,fallen::V,পড়া,caer
824,brennen::V,সেঁকা,arder
825,brennen::V,সেঁকা,quemar
826,rauchen::V,ধোঁয়া ছড়ান,humear
827,rauchen::V,ধোঁয়া ছড়ান,echar humo
828,regnen::V,বর্ষণ_করা,llover
829,gefrieren::V,হিমায়িত হওয়া,helarse
830,tauen::V,গলা,deshelarse
831,schmelzen::V,গলা,fundirse
832,schmelzen::V,গলা,derretirse
833,trocknen::V,শুষ্ক করা,secarse
834,sieden::V,ফোঁড়া,hervir
835,faulen::V,ক্ষয় হওয়া,pudrirse
836,verfaulen::V,ক্ষয় হওয়া ,pudrirse
837,reißen::V,ছিঁড়া,romperse
838,versinken::V,ডুবা,hundirse
839,vergehen::V,যাওয়া,pasar
840,erscheinen::V,আসা,aparecer
841,verschwinden::V,অদৃশ্য হওয়া,desaparecer
842,sinken::V,হ্রাস হওয়া,bajar
843,abnehmen::V,হ্রাস হওয়া,decrecer
844,abnehmen::V,হ্রাস হওয়া,disminuir
845,zunehmen::V,বৃদ্ধি পাওয়া,crecer
846,zunehmen::V,বৃদ্ধি পাওয়া,aumentar
847,steigen::V,ওঠা,subir
848,steigen::V,ওঠা,ascender
849,wachsen::V,বড় হওয়া,crecer
850,glänzen::V,জ্বলা,brillar
851,glänzen::V,জ্বলা,resplandecer
852,funkeln::V,জ্বল্জ্বল করা,chispear
853,läuten::V,রুসুঝুসু করা,sonar
854,läuten::V,রুসুঝুসু করা,repicar
855,klingeln::V,বাজা,tocar el timbre
856,klirren::V,টুংটাং-শব্দ করা,tintinear
857,brausen::V,গর্জন করা,zumbar
858,rauschen::V,মর্মরধ্বনি করা,murmurar
859,klingen::V,শব্দ করা,sonar
860,bellen::V,ঘেউ ঘেউ করা,ladrar
861,heulen::V,গর্জন করা,ulular
862,blasen::V,ফুঁ দেওয়া,soplar
863,pfeifen::V,শিস্ দেওয়া,silbar
864,schreien::V,চিৎকার করা,gritar
865,stöhnen::V,গোঁ-গো করা,gemir
866,zittern::V,কাঁপা,temblar
867,leben::V,বাঁচা,vivir
868,geboren werden::V,জন্মানো,nacer
869,atmen::V,শ্বাস ফেলা,respirar
870,trinken::V,পান করা,beber
871,essen::V,ভক্ষণ করা,comer
872,schlucken::V,গেলা,tragar
873,müde werden::V,পরিশ্রান্ত হওয়া,cansarse
874,müde werden::V,পরিশ্রান্ত হওয়া,fatigarse
875,einschlafen::V,নিদ্রামগ্ন হওয়া,dormirse
876,schlafen::V,নিদ্রা যাওয়া,dormir
877,aufwachen::V,জাগা,despertarse
878,aufstehen::V,জাগা,levantarse
879,sich erholen::V,আরাম করা,reposar
880,sich erholen::V,আরাম করা,descansar
881,krank werden::V,অসুস্থ হত্তয়া,caer enfermo
882,krank sein::V,রূগ্ণ হত্তয়া,estar enfermo
883,schmerzen::V,কন্কন করা,doler
884,husten::V,কাশা,toser
885,genesen::V,আরোগ্য হওয়া,convalecer
886,genesen::V,আরোগ্য হওয়া,restablecerse
887,sterben::V,মারা যাওয়া,morir
888,umkommen::V,মারা যাওয়া,perecer
889,sich bewegen::V,চলা,moverse
890,sich rühren::V,নড়া,rebullir
891,sich erheben::V,উদিত হওয়া,levantarse
892,sich setzen::V,বসা,sentarse
893,hinfallen::V,পড়া,caerse
894,laufen::V,হাঁটা,andar
895,schreiten::V,হাঁটা,proceder
896,spazierengehen::V,পায়চারি করা,pasear
897,spazierengehen::V,পায়চারি করা,pasearse
898,eilen::V,ত্বরাম্বিত করা,correr prisa
899,sich beeilen::V,ত্বরাম্বিত করা,darse prisa
900,sausen::V,ধেয়ে যাওয়া,correr
901,rennen::V,চলা,correr
902,springen::V,লাফানো,saltar
903,klettern::V,আরোহণ করা,trepar
904,klettern::V,আরোহণ করা,escalar
905,schaukeln::V,দোলা,bambolearse
906,kriechen::V,হামাগুড়ি দেওয়া,reptar
907,kriechen::V,হামাগুড়ি দেওয়া,arrastrarse
908,schwimmen::V,সাঁতার কাটা,nadar
909,tauchen::V,ডোবা,bucear
910,tauchen::V,ডোবা,sumergirse
911,rudern::V,দাঁড় টানা,remar
912,fahren::V,চালান,ir
913,fliegen::V,ওড়া,volar
914,gehen::V,যাওয়া,ir
915,gehen::V,যাওয়া,andar
916,weggehen::V,প্রস্থান করা,irse
917,weggehen::V,প্রস্থান করা,marcharse
918,abfahren::V,প্রস্থান করা,salir
919,abfahren::V,প্রস্থান করা,partir
920,anhalten::V,থামা,parar
921,anhalten::V,থামা,pararse
922,hineingehen::V,ঢোকা,entrar
923,eintreten::V,ঢোকা,entrar
924,kommen::V,আসা,venir
925,ankommen::V,আসা,llegar
926,zurückkommen::V,ফিরা,volver
927,zurückkommen::V,ফিরা,regresar
928,bleiben::V,থাকা,quedarse
929,warten::V,অপেক্ষা করা,esperar
930,erwarten::V,অপেক্ষা করা,esperar
931,suchen::V,খোঁজ করা,buscar
932,finden::V,পাওয়া,hallar
933,finden::V,পাওয়া,encontrar
934,versuchen::V,পরখ করা,intentar
935,vorbereiten::V,প্রস্তুত করা,preparar
936,lieben::V,ভালবাসা,amar
937,lieben::V,ভালবাসা,querer
938,mögen::V,পছন্দ করা,querer
939,lachen::V,হাসা,reír
940,rühren::V,হৃদয়ম্পর্শ করা,conmover
941,weinen::V,কাঁদা,llorar
942,schimpfen::V,নালিশ করা,regañar
943,sich ärgern::V,রাগ হত্তয়া,enfadarse
944,sich fürchten::V,ভয় করা,tener miedo
945,fürchten::V,ডরা,temer
946,fürchten::V,ডরা,tener miedo a
947,fliehen::V,পালানো,huir
948,flüchten::V,পালানো,escaparse
949,sehen::V,দেখা,ver
950,anschauen::V,দেখা,mirar
951,ansehen::V,দেখা,mirar
952,hören::V,শোনা,oír
953,zuhören::V,শোনা,escuchar
954,probieren::V,পরখ করা,probar
955,probieren::V,পরখ করা,degustar
956,riechen::V,শুঁকা,oler
957,fühlen::V,অনুভব করা,sentir
958,scheinen::V,মনে হত্তয়া,parecer
959,zu sehen sein::V,দেখা দেত্তয়া,poder verse
960,vernehmen::V,শোনা,oír
961,vernehmen::V,শোনা,percibir
962,frieren::V,শীত লাগা,tener frío
963,tun::V,করা,hacer
964,können::V,পারা,poder
965,wollen::V,ইচ্ছা করা,querer
966,anfangen::V,আরম্ভ করা,iniciar
967,beenden::V,শেষ করা,acabar
968,beenden::V,শেষ করা,terminar
969,aufhören::V,থামা,cesar
970,gelingen::V,সিদ্ধিলাভ করা,salir bien
971,geraten::V,পরিণত হত্তয়া,salir
972,geraten::V,পরিণত হত্তয়া,dar resultado
973,öffnen::V,খোলা,abrir
974,schließen::V,বন্ধ করা,cerrar
975,stellen::V,স্থাপন করা,poner
976,stellen::V,স্থাপন করা,colocar
977,setzen::V,স্থাপন করা,poner
978,setzen::V,স্থাপন করা,colocar
979,legen::V,স্থাপন করা,poner
980,berühren::V,স্পর্শ করা,tocar
981,verbinden::V,সংযুক্ত করা,unir
982,verbinden::V,সংযুক্ত করা,juntar
983,bedecken::V,ঢাকা,tapar
984,bedecken::V,ঢাকা,cubrir
985,aufhängen::V,ঝুলানো,colgar
986,anzünden::V,জ্বালান,encender
987,aufheben::V,কুড়াইয়া তোলা,recoger
988,zurücklassen::V,পরিত্যাগ করা,dejar
989,verlieren::V,হারান,perder
990,fallen lassen::V,ফেলা,dejar caer
991,machen::V,গঠন করা,hacer
992,herstellen::V,সৃষ্টি করা,fabricar
993,bauen::V,নির্মাণ করা,construir
994,reparieren::V,মেরামত করা,reparar
995,verbessern::V,উন্নতিলাভ করা,mejorar
996,ändern::V,পরিবর্তিত করা,mudar
997,ändern::V,পরিবর্তিত করা,modificar
998,graben::V,খনন করা,cavar
999,beugen::V,নোয়া,doblar
1000,beugen::V,নোয়া,inclinar
1001,biegen::V,নোয়া,doblar
1002,drehen::V,ঘোরান,volver
1003,drehen::V,ঘোরান,hacer girar
1004,wenden::V,উলটাইয়া দেত্তয়া,volver
1005,umdrehen::V,উলটানো,revolver
1006,heben::V,উত্তোলন করা,levantar
1007,hochheben::V,উঁচু করা,alzar
1008,ergreifen::V,দখল করা,coger
1009,halten::V,ধরা,tener
1010,drücken::V,টেপা,apretar
1011,schieben::V,ঠেলা,empujar
1012,kratzen::V,চাঁচা,rascar
1013,lecken::V,চাটা,lamer
1014,beißen::V,দংশন করা,morder
1015,abreißen::V,বিচ্ছিন্ন করা,arrancar
1016,abschneiden::V,বিচ্ছিন্ন করা,cortar
1017,binden::V,বন্ধন করা,atar
1018,stecken::V,বিদ্ধ করা,meter
1019,brechen::V,ভাঙা,romper
1020,brechen::V,ভাঙা,quebrar
1021,klopfen::V,আঘাত করা,golpear
1022,hauen::V,আঘাত করা,pegar
1023,kleben::V,সাঁটা,pegar
1024,kleben::V,সাঁটা,encolar
1025,reiben::V,ঘষা,frotar
1026,streichen::V,ছড়াইয়া,untar
1027,streichen::V,ছড়াইয়া,recubrir
1028,schleifen::V,ধার দেওয়া,afilar
1029,schneiden::V,কাটা,cortar
1030,rütteln::V,নাড়ান,agitar
1031,schütteln::V,নড়া,agitar
1032,schütteln::V,নড়া,sacudir
1033,schwenken::V,দোলা,menear
1034,schütten::V,বর্ষণ করা,verter
1035,füllen::V,পরিপূর্ণ করা,llenar
1036,einwickeln::V,মুড়া,envolver
1037,tragen::V,বহন করা,llevar
1038,schleppen::V,টানা,arrastrar
1039,ziehen::V,টানা,tirar
1040,aufbewahren::V,রাখা,conservar
1041,werfen::V,ছুড়া,echar
1042,werfen::V,ছুড়া,lanzar
1043,fangen::V,লোফা,coger
1044,packen::V,ধরা,agarrar
1045,verstecken::V,গোপন করা,esconder
1046,teilen::V,বিভক্ত করা,partir
1047,teilen::V,বিভক্ত করা,dividir
1048,schicken::V,প্রেরণ করা,enviar
1049,bringen::V,আনা,traer
1050,hinzufügen::V,একত্র করা,añadir
1051,bekommen::V,পাওয়া,obtener
1052,bekommen::V,পাওয়া,conseguir
1053,erhalten::V,পাওয়া,recibir
1054,nehmen::V,নেওয়া,tomar
1055,wählen::V,বাছা,elegir
1056,auswählen::V,বাছা,escoger
1057,auswählen::V,বাছা,seleccionar
1058,bewahren::V,বাঁচাইয়া রাখা,guardar
1059,bewahren::V,বাঁচাইয়া রাখা,preservar
1060,behindern::V,বাধা দেওয়া,estorbar
1061,behindern::V,বাধা দেওয়া,obstaculizar
1062,verderben::V,নষ্ট করা,estropear
1063,beschädigen::V,ক্ষতি করা,deteriorar
1064,zerbrechen::V,ভাঙ্গিয়া যাওয়া,romper
1065,zerbrechen::V,ভাঙ্গিয়া যাওয়া,quebrar
1066,zerreißen::V,ছিঁড়া,desgarrar
1067,zerreißen::V,ছিঁড়া,despedazar
1068,zerstören::V,বিনাশ করা,destruir
1069,zerstören::V,বিনাশ করা,destrozar
1070,verbrennen::V,দহন করা,quemar
1071,geben::V,দেওয়া,dar
1072,reichen::V,দেওয়া,pasar
1073,schenken::V,উপহার দেত্তয়া,regalar
1074,versprechen::V,প্রতিশ্রুতি দেওয়া,prometer
1075,wünschen::V,আকাঙ্ক্ষা করা,desear
1076,loben::V,প্রশংসা করা,alabar
1077,küssen::V,চুম্বন করা,besar
1078,wiegen::V,দুলানো,mecer
1079,zudecken::V,ঢাকা,tapar
1080,zudecken::V,ঢাকা,cubrir
1081,wecken::V,জাগানো,despertar
1082,zeigen::V,দেখানো,mostrar
1083,führen::V,পথ দেখানো,guiar
1084,führen::V,পথ দেখানো,conducir
1085,lehren::V,শেখানো,enseñar
1086,lehren::V,শেখানো,instruir
1087,unterrichten::V,শিক্ষা দেওয়া,enseñar
1088,aufziehen::V,পালন করা,criar
1089,leiten::V,পরিচালনা করা,guiar
1090,leiten::V,পরিচালনা করা,dirigir
1091,antreiben::V,চালনা করা,impeler
1092,antreiben::V,চালনা করা,impulsar
1093,lassen::V,অনুমতি দেওয়া,hacer
1094,einladen::V,নিমন্ত্রণ করা,invitar
1095,vereinigen::V,এক করা,unir
1096,besuchen::V,দেখিতে যাওয়া,visitar
1097,besuchen::V,দেখিতে যাওয়া,ir a ver
1098,treffen::V,সন্মুখীন হওয়া,encontrar
1099,sich versammeln::V,জড়ো হওয়া,reunirse
1100,sich versammeln::V,জড়ো হওয়া,congregarse
1101,spielen::V,খেলা,jugar
1102,singen::V,গাওয়া,cantar
1103,tanzen::V,নাচা,bailar
1104,sich trennen::V,পৃথক করা,separarse
1105,verlassen::V,পরিত্যাগ করা,dejar
1106,verlassen::V,পরিত্যাগ করা,abandonar
1107,retten::V,উদ্ধার করা,salvar
1108,bewachen::V,পাহারা দেওয়া,vigilar
1109,schützen::V,রক্ষা করা,proteger
1110,verteidigen::V,রক্ষা করা,defender
1111,sich schlagen::V,লড়াই করা,batirse
1112,schießen::V,তীরবেগে ছোটা,tirar
1113,schießen::V,তীরবেগে ছোটা,disparar
1114,siegen::V,জেতা,vencer
1115,ärgern::V,বিরক্ত করা,enojar
1116,ärgern::V,বিরক্ত করা,enfadar
1117,schlagen::V,আঘাত করা,pegar
1118,schlagen::V,আঘাত করা,golpear
1119,treten::V,লাথি মারা,dar una patada a
1120,stechen::V,দংশন করা,pinchar
1121,stoßen::V,ঠেলা,empujar
1122,stehlen::V,অপহরণ করা,robar
1123,stehlen::V,অপহরণ করা,hurtar
1124,stören::V,ঘাঁটান,molestar
1125,belästigen::V,বিরক্ত করা,molestar
1126,belästigen::V,বিরক্ত করা,importunar
1127,verbergen::V,গোপন করা,ocultar
1128,verbergen::V,গোপন করা,esconder
1129,täuschen::V,প্রবঞ্চনা করা,engañar
1130,betrügen::V,প্রতারণা করা,engañar
1131,töten::V,হত্যা করা,matar
1132,wohnen::V,বাস করা,vivir
1133,wohnen::V,বাস করা,habitar
1134,arbeiten::V,কাজ করা,trabajar
1135,sammeln::V,সংগ্রহ করা,recoger
1136,sammeln::V,সংগ্রহ করা,coleccionar
1137,pflücken::V,চয়ন করা,coger
1138,jagen::V,শিকার করা,cazar
1139,fischen::V,মাছ ধরা,pescar
1140,fassen::V,ধরা,atrapar
1141,fassen::V,ধরা,capturar
1142,hüten::V,যুথভুক্ত করা,guardar
1143,treiben::V,চালনা করা,aballar
1144,anbinden::V,বন্ধন করা,atar
1145,füttern::V,ভোজন করানো,echar de comer
1146,melken::V,দুগ্ধ দোহন করা,ordeñar
1147,hacken::V,কাটা,picar
1148,hacken::V,কাটা,cortar
1149,gießen::V,বর্ষণ করা,regar
1150,reifen::V,পাকা,madurar
1151,zubereiten::V,রন্ধন করা,preparar
1152,kochen::V,রন্ধন করা,cocer
1153,kochen::V,রন্ধন করা,guisar
1154,backen::V,সেকা,hornear
1155,backen::V,সেকা,cocer al horno
1156,braten::V,ভাজা,asar
1157,braten::V,ভাজা,freír
1158,umrühren::V,নড়ানো,remover
1159,stricken::V,বোনা,hacer punto
1160,stricken::V,বোনা,hacer calceta
1161,nähen::V,সেলাই করা,coser
1162,färben::V,রঞ্জিত করা,teñir
1163,färben::V,রঞ্জিত করা,colorear
1164,reinigen::V,পরিষ্কার করা,limpiar
1165,waschen::V,পরিষ্কার করা,lavar
1166,abwischen::V,মুছা,fregar
1167,abwischen::V,মুছা,limpiar
1168,spülen::V,পরিষ্কার করা,aclarar
1169,spülen::V,পরিষ্কার করা,enjuagar
1170,fegen::V,ঝাঁট দেওয়া,barrer
1171,fegen::V,ঝাঁট দেওয়া,pasar la escoba
1172,kehren::V,ঝাঁট দেওয়া,barrer
1173,baden::V,অবগাহন করা,bañarse
1174,sich waschen::V,ধোয়া,lavarse
1175,ausziehen::V,খুলা,quitar
1176,ausziehen::V,খুলা,quitarse
1177,anziehen::V,গায়ে দেত্তয়া,ponerse
1178,sich anziehen::V,পোশাক পরা,vestirse
1179,kämmen::V,আঁচড়ানো,peinar
1180,schmücken::V,সাজান করা,adornar
1181,sagen::V,উচ্চারণ করা,decir
1182,sprechen::V,বলা,hablar
1183,reden::V,আলাপ করা,hablar
1184,reden::V,আলাপ করা,conversar
1185,sich unterhalten::V,আড্ডা দেওয়া,charlar
1186,sich unterhalten::V,আড্ডা দেওয়া,conversar
1187,fragen::V,জিজ্ঞাসা করা,preguntar
1188,bitten::V,প্রার্থনা করা,rogar
1189,erzählen::V,বর্ণনা করা,contar
1190,mitteilen::V,বলা,comunicar
1191,mitteilen::V,বলা,participar
1192,nennen::V,নাম দেওয়া,llamar
1193,nennen::V,নাম দেওয়া,nombrar
1194,rufen::V,আমন্ত্রণ করা,llamar
1195,prahlen::V,বড়াই করা,jactarse
1196,übersetzen::V,ভাষাস্তরিত করা,traducir
1197,denken::V,ভাবা,pensar
1198,glauben::V,বিশ্বাস করা,creer
1199,bemerken::V,লক্ষ্য করা,notar
1200,erkennen::V,চিনিতে পারা,reconocer
1201,begreifen::V,উপলব্ধি করা,concebir
1202,verstehen::V,উপলব্ধি করা,entender
1203,verstehen::V,উপলব্ধি করা,comprender
1204,lernen::V,শেখা,aprender
1205,wissen::V,জানা,saber
1206,sich erinnern an::V,মনে করা,recordar
1207,sich erinnern an::V,মনে করা,acordarse de
1208,vergessen::V,বিস্মৃত হওয়া,olvidar
1209,messen::V,মাপা,medir
1210,zählen::V,গণনা করা,contar
1211,rechnen::V,হিসাব করা,contar
1212,rechnen::V,হিসাব করা,calcular
1213,lesen::V,পাঠ করা,leer
1214,malen::V,আঁকা,pintar
1215,zeichnen::V,ছকা,dibujar
1216,schreiben::V,লেখা,escribir
1217,besitzen::V,অধিকার করা,poseer
1218,kaufen::V,ক্রয় করা,comprar
1219,verkaufen::V,বেচা,vender
1220,bezahlen::V,প্রদান করা,pagar
1221,zahlen::V,প্রদান করা,pagar
1222,beherrschen::V,শাসন করা,dominar
1223,ertragen::V,বহন করা,soportar
1224,lärmen::V,,hacer ruido
