,Concept_ID,el,se
2529,Dach::N,στέγη,кры̄ша
2530,Leiter::N,σκάλα,raajtere
2531,Leiter::N,σκάλα,tjajmos
2532,Leiter::N,σκάλα,boagos
2533,Leiter::N,σκάλα,ráidalas
2534,Leiter::N,σκάλα,raidlâs
2535,Leiter::N,σκάλα,лествец
2536,Leiter::N,κλίμακα,raajtere
2537,Leiter::N,κλίμακα,tjajmos
2538,Leiter::N,κλίμακα,boagos
2539,Leiter::N,κλίμακα,ráidalas
2540,Leiter::N,κλίμακα,raidlâs
2541,Leiter::N,κλίμακα,лествец
2542,Besen::N,σκούπα,saehpie
2543,Besen::N,σκούπα,gaerpene
2544,Besen::N,σκούπα,njáman
2545,Besen::N,σκούπα,luvdá
2546,Besen::N,σκούπα,luvdá
2547,Besen::N,σκούπα,västt
2548,Besen::N,σκούπα,ва̄сст
2549,Spaten::N,φτυάρι,gåajvoe
2550,Spaten::N,φτυάρι,spádá
2551,Spaten::N,φτυάρι,goajvvo
2552,Spaten::N,φτυάρι,goaivu
2553,Spaten::N,φτυάρι,kuái'vu
2554,Spaten::N,φτυάρι,kuäivv
2555,Spaten::N,φτυάρι,куаййв
2556,Schaufel::N,φτυάρι,gåajvoe
2557,Schaufel::N,φτυάρι,gåjvun
2558,Schaufel::N,φτυάρι,goajvvo
2559,Schaufel::N,φτυάρι,goaivu
2560,Schaufel::N,φτυάρι,kuái'vu
2561,Schaufel::N,φτυάρι,kuäivv
2562,Schaufel::N,φτυάρι,куаййв
2563,Gabel::N,πιρούνι,tjåagka
2564,Gabel::N,πιρούνι,gáffil
2565,Gabel::N,πιρούνι,káffal
2566,Gabel::N,πιρούνι,kaahvâl
2567,Gabel::N,πιρούνι,velkk
2568,Gabel::N,πιρούνι,а̄лльс
2569,Löffel::N,κουτάλι,buste
2570,Löffel::N,κουτάλι,bassti
2571,Löffel::N,κουτάλι,baste
2572,Löffel::N,κουτάλι,pastem
2573,Löffel::N,κουτάλι,pâ´sttem
2574,Löffel::N,κουτάλι,пасьтэмь
2575,Messer::N,μαχαίρι,nejpie
2576,Messer::N,μαχαίρι,nijbbe
2577,Messer::N,μαχαίρι,niibi
2578,Messer::N,μαχαίρι,nijbe
2579,Messer::N,μαχαίρι,nei´bb
2580,Messer::N,μαχαίρι,ныййп
2581,Nagel::N,καρφί,spæjhkere
2582,Nagel::N,καρφί,spiger
2583,Nagel::N,καρφί,návlle
2584,Nagel::N,καρφί,spiikkár
2585,Nagel::N,καρφί,spijkkár
2586,Nagel::N,καρφί,näu´ll
2587,Nagel::N,καρφί,на̄ввьл
2588,Netz::N,δίχτυ,viermie
2589,Netz::N,δίχτυ,viermme
2590,Netz::N,δίχτυ,næhtta
2591,Netz::N,δίχτυ,fierbmi
2592,Netz::N,δίχτυ,viermi
2593,Netz::N,δίχτυ,säi´mm
2594,Netz::N,δίχτυ,нӯжхьт
2595,Haken::N,γάντζος,kruehkie
2596,Haken::N,γάντζος,ruohkke
2597,Haken::N,γάντζος,vagge
2598,Haken::N,γάντζος,roahkki
2599,Haken::N,γάντζος,faggi
2600,Haken::N,γάντζος,kuák'ki
2601,Haken::N,γάντζος,kuä´ǩ'ǩ
2602,Haken::N,γάντζος,ва̄ӈӈк
2603,Haken::N,γάντζος,куэххьк
2604,Haken::N,αγκίστρι,kruehkie
2605,Haken::N,αγκίστρι,ruohkke
2606,Haken::N,αγκίστρι,vagge
2607,Haken::N,αγκίστρι,roahkki
2608,Haken::N,αγκίστρι,faggi
2609,Haken::N,αγκίστρι,kuák'ki
2610,Haken::N,αγκίστρι,kuä´ǩ'ǩ
2611,Haken::N,αγκίστρι,ва̄ӈӈк
2612,Haken::N,αγκίστρι,куэххьк
2613,Griff::N,λαβή,rehpie
2614,Griff::N,λαβή,taatje
2615,Griff::N,λαβή,gavlla
2616,Griff::N,λαβή,guottáldahka
2617,Griff::N,λαβή,geavja
2618,Griff::N,λαβή,novdâ
2619,Griff::N,λαβή,nõđđ
2620,Griff::N,λαβή,kå´ǧǧ
2621,Griff::N,λαβή,нэ̄дт
2622,Schloss::N,κλειδαριά,laesie
2623,Schloss::N,κλειδαριά,lássa
2624,Schloss::N,κλειδαριά,lohkka
2625,Schloss::N,κλειδαριά,lukkâ
2626,Schloss::N,κλειδαριά,lokk
2627,Schloss::N,κλειδαριά,ло̄ххк
2628,Bild::N,εικόνα,guvvie
2629,Bild::N,εικόνα,gåvvå
2630,Bild::N,εικόνα,govva
2631,Bild::N,εικόνα,koṿe
2632,Bild::N,εικόνα,kartt
2633,Bild::N,εικόνα,картина
2634,Figur::N,ανάστημα,guvvie
2635,Figur::N,ανάστημα,gåvos
2636,Figur::N,ανάστημα,figuvrra
2637,Figur::N,ανάστημα,figuvra
2638,Figur::N,ανάστημα,kovos
2639,Figur::N,ανάστημα,kuâŋas
2640,Puppe::N,κούκλα,dåahka
2641,Puppe::N,κούκλα,dåhkko
2642,Puppe::N,κούκλα,doahkko
2643,Puppe::N,κούκλα,dohkká
2644,Puppe::N,κούκλα,duhkká
2645,Puppe::N,κούκλα,kuuhlaž
2646,Puppe::N,κούκλα,кукла
2647,Beutel::N,πουγγί,voessetje
2648,Beutel::N,πουγγί,påvsså
2649,Beutel::N,πουγγί,seahkaš
2650,Beutel::N,πουγγί,bursa
2651,Beutel::N,πουγγί,guhkkár
2652,Beutel::N,πουγγί,čooṿâs
2653,Beutel::N,πουγγί,siâk'k
2654,Beutel::N,πουγγί,kå´ššel
2655,Beutel::N,πουγγί,ве̄ҏҏц
2656,Bündel::N,δεμάτι,paantje
2657,Bündel::N,δεμάτι,buduk
2658,Bündel::N,δεμάτι,gurppe
2659,Bündel::N,δεμάτι,gihppu
2660,Bündel::N,δεμάτι,kiäs'tu
2661,Bündel::N,δεμάτι,šnâpp
2662,Bündel::N,δεμάτι,пуччк
2663,Tasche::N,τσάντα,veaskoe
2664,Tasche::N,τσάντα,væssko
2665,Tasche::N,τσάντα,lávkka
2666,Tasche::N,τσάντα,lávka
2667,Tasche::N,τσάντα,seahkka
2668,Tasche::N,τσάντα,lavkkâ
2669,Tasche::N,τσάντα,laukk
2670,Tasche::N,τσάντα,суӎӎьк
2671,Tasche::N,τσάντα,ло̄а̄ффк
2672,Eimer::N,κουβάς,bæhtoe
2673,Eimer::N,κουβάς,skiello
2674,Eimer::N,κουβάς,skállu
2675,Eimer::N,κουβάς,eebir
2676,Eimer::N,κουβάς,skääll
2677,Eimer::N,κουβάς,е̄мьперь
2678,Deckel::N,καπάκι,luehkie
2679,Deckel::N,καπάκι,låhkke
2680,Deckel::N,καπάκι,lohkki
2681,Deckel::N,καπάκι,lokke
2682,Deckel::N,καπάκι,lå´ǩǩ
2683,Deckel::N,καπάκι,ко̄а̄ххтнэсс
2684,Geschirr::N,σκεύη,lihtie
2685,Geschirr::N,σκεύη,lihte
2686,Geschirr::N,σκεύη,lihtit
2687,Geschirr::N,σκεύη,litte
2688,Geschirr::N,σκεύη,kärldõk
2689,Geschirr::N,σκεύη,ка̄ррь
2690,Sack::N,σάκος,voesse
2691,Sack::N,σάκος,vuossa
2692,Sack::N,σάκος,seahkka
2693,Sack::N,σάκος,sekkâ
2694,Sack::N,σάκος,siâk'k
2695,Sack::N,σάκος,ве̄ҏҏц
2696,Tasse::N,φλιτζάνι,guksie
2697,Tasse::N,φλιτζάνι,gåhppå
2698,Tasse::N,φλιτζάνι,gohppu
2699,Tasse::N,φλιτζάνι,pollo
2700,Tasse::N,φλιτζάνι,kopp
2701,Tasse::N,φλιτζάνι,на̄ххьп
2702,Topf::N,χύτρα,baetie
2703,Topf::N,χύτρα,krovhte
2704,Topf::N,χύτρα,rujtta
2705,Topf::N,χύτρα,giebbme
2706,Topf::N,χύτρα,báhti
2707,Topf::N,χύτρα,gievdni
2708,Topf::N,χύτρα,pääti
2709,Topf::N,χύτρα,kruâitt
2710,Topf::N,χύτρα,кӣммьн
2711,Kessel::N,καζάνι,giebnie
2712,Kessel::N,καζάνι,skallo
2713,Kessel::N,καζάνι,giebbme
2714,Kessel::N,καζάνι,gieđbmi
2715,Kessel::N,καζάνι,kiem'ni
2716,Kessel::N,καζάνι,ǩie´mnn
2717,Kessel::N,καζάνι,кӣммьн
2718,Essen::N,φαγητό,åesie
2719,Essen::N,φαγητό,beapmoe
2720,Essen::N,φαγητό,biebbmo
2721,Essen::N,φαγητό,borramuš
2722,Essen::N,φαγητό,purrâmâš
2723,Essen::N,φαγητό,porrmõš
2724,Essen::N,φαγητό,по̄ррмушш
2725,Nahrung::N,τροφή,beapmoe
2726,Nahrung::N,τροφή,biebbmo
2727,Nahrung::N,τροφή,biebmu
2728,Nahrung::N,τροφή,purrâmâš
2729,Nahrung::N,τροφή,porrmõš
2730,Nahrung::N,τροφή,по̄ррмушш
2731,Speise::N,φαγητό,beapmoe
2732,Speise::N,φαγητό,biebbmo
2733,Speise::N,φαγητό,biebmu
2734,Speise::N,φαγητό,määlis
2735,Speise::N,φαγητό,aasâs
2736,Speise::N,φαγητό,porrmõš
2737,Speise::N,φαγητό,по̄ррмушш
2738,Fleisch::N,κρέας,bearkoe
2739,Fleisch::N,κρέας,oadtje
2740,Fleisch::N,κρέας,bierggo
2741,Fleisch::N,κρέας,biergu
2742,Fleisch::N,κρέας,uáž'ži
2743,Fleisch::N,κρέας,vuä´ǯ'ǯ
2744,Fleisch::N,κρέας,вуэннч
2745,Getreide::N,σιτάρι,gernie
2746,Getreide::N,σιτάρι,gårnne
2747,Getreide::N,σιτάρι,gordni
2748,Getreide::N,σιτάρι,valje
2749,Getreide::N,σιτάρι,ле̄ййп
2750,Brei::N,χυλός,kraavhtse
2751,Brei::N,χυλός,ráktsa
2752,Brei::N,χυλός,buvru
2753,Brei::N,χυλός,suoḥâd
2754,Brei::N,χυλός,hutt
2755,Brei::N,χυλός,уххт
2756,Brot::N,ψωμί,gaahkoe
2757,Brot::N,ψωμί,lájbbe
2758,Brot::N,ψωμί,stummpa
2759,Brot::N,ψωμί,láibi
2760,Brot::N,ψωμί,gáhkku
2761,Brot::N,ψωμί,leibi
2762,Brot::N,ψωμί,lei´bb
2763,Brot::N,ψωμί,ле̄ййп
2764,Brot::N,άρτος,gaahkoe
2765,Brot::N,άρτος,lájbbe
2766,Brot::N,άρτος,stummpa
2767,Brot::N,άρτος,láibi
2768,Brot::N,άρτος,gáhkku
2769,Brot::N,άρτος,leibi
2770,Brot::N,άρτος,lei´bb
2771,Brot::N,άρτος,ле̄ййп
2772,Scheibe::N,φέτα,snaejrie
2773,Scheibe::N,φέτα,sárdde
2774,Scheibe::N,φέτα,vajahas
2775,Scheibe::N,φέτα,časkkis
2776,Scheibe::N,φέτα,ča'skes
2777,Scheibe::N,φέτα,ku´sǩǩ
2778,Scheibe::N,φέτα,кусськ
2779,Fett::N,πάχος,buejtie
2780,Fett::N,πάχος,vuodja
2781,Fett::N,πάχος,buoidi
2782,Fett::N,πάχος,pyei'di
2783,Fett::N,πάχος,puõi´dd
2784,Fett::N,πάχος,пуййт
2785,Butter::N,βούτυρο,voeje
2786,Butter::N,βούτυρο,vuodja
2787,Butter::N,βούτυρο,vuodja
2788,Butter::N,βούτυρο,vuojâ
2789,Butter::N,βούτυρο,vuõjj
2790,Butter::N,βούτυρο,вӯйй
2791,Öl::N,λάδι,ålja
2792,Öl::N,λάδι,ulljo
2793,Öl::N,λάδι,oalljo
2794,Öl::N,λάδι,olju
2795,Öl::N,λάδι,oljo
2796,Öl::N,λάδι,vuõjj
2797,Öl::N,λάδι,вӯйй
2798,Salz::N,αλάτι,saelhtie
2799,Salz::N,αλάτι,sállte
2800,Salz::N,αλάτι,sálti
2801,Salz::N,αλάτι,sältti
2802,Salz::N,αλάτι,sä´ltt
2803,Salz::N,αλάτι,сӯлль
2804,Suppe::N,σούπα,joptse
2805,Suppe::N,σούπα,jupptsa
2806,Suppe::N,σούπα,málli
2807,Suppe::N,σούπα,määḷi
2808,Suppe::N,σούπα,lieṃâ
2809,Suppe::N,σούπα,liõmm
2810,Suppe::N,σούπα,лӣмм
2811,Honig::N,μέλι,hååneske
2812,Honig::N,μέλι,meda
2813,Honig::N,μέλι,miehta
2814,Honig::N,μέλι,mietâ
2815,Honig::N,μέλι,miõtt
2816,Honig::N,μέλι,мӣдт
2817,Milch::N,γάλα,mielhkie
2818,Milch::N,γάλα,mielkke
2819,Milch::N,γάλα,mielki
2820,Milch::N,γάλα,miel'kki
2821,Milch::N,γάλα,mie´lǩǩ
2822,Milch::N,γάλα,ма̄ййт
2823,Tee::N,τσάι,löövje
2824,Tee::N,τσάι,tedja
2825,Tee::N,τσάι,deadju
2826,Tee::N,τσάι,čee
2827,Tee::N,τσάι,teej̣â
2828,Tee::N,τσάι,čee
2829,Tee::N,τσάι,чайй
2830,Leder::N,πετσί,hovre
2831,Leder::N,πετσί,sassne
2832,Leder::N,πετσί,náhkki
2833,Leder::N,πετσί,leaira
2834,Leder::N,πετσί,čevđi
2835,Leder::N,πετσί,čåu´dd
2836,Leder::N,πετσί,на̄ххьк
2837,Wolle::N,μαλλί,ålloe
2838,Wolle::N,μαλλί,hullo
2839,Wolle::N,μαλλί,ullu
2840,Wolle::N,μαλλί,ullo
2841,Wolle::N,μαλλί,oll
2842,Wolle::N,μαλλί,улл
2843,Stoff::N,ύφασμα,tyjje
2844,Stoff::N,ύφασμα,gápptás
2845,Stoff::N,ύφασμα,stoaffa
2846,Stoff::N,ύφασμα,ávnnas
2847,Stoff::N,ύφασμα,käägus
2848,Stoff::N,ύφασμα,aaunâs
2849,Stoff::N,ύφασμα,лыййн
2850,Nadel::N,βελόνα,naaloe
2851,Nadel::N,βελόνα,nállo
2852,Nadel::N,βελόνα,nállu
2853,Nadel::N,βελόνα,nááḷu
2854,Nadel::N,βελόνα,neu´ll
2855,Nadel::N,βελόνα,нӣввьл
2856,Faden::N,κλωστή,laejkie
2857,Faden::N,κλωστή,hárppo
2858,Faden::N,κλωστή,árpu
2859,Faden::N,κλωστή,läigi
2860,Faden::N,κλωστή,lääi´j
2861,Faden::N,κλωστή,сӯнн
2862,Knopf::N,κουμπί,balhka
2863,Knopf::N,κουμπί,boallo
2864,Knopf::N,κουμπί,boallu
2865,Knopf::N,κουμπί,puál'lu
2866,Knopf::N,κουμπί,puäll
2867,Knopf::N,κουμπί,пуалл
2868,Knoten::N,κόμπος,tjoelme
2869,Knoten::N,κόμπος,tjuolmma
2870,Knoten::N,κόμπος,čuolbma
2871,Knoten::N,κόμπος,čuol'mâ
2872,Knoten::N,κόμπος,čuõlmm
2873,Knoten::N,κόμπος,чӯллм
2874,Farbe::N,μπογιά,klaerie
2875,Farbe::N,μπογιά,ivnne
2876,Farbe::N,μπογιά,bájnno
2877,Farbe::N,μπογιά,mola
2878,Farbe::N,μπογιά,fearga
2879,Farbe::N,μπογιά,maalâ
2880,Farbe::N,μπογιά,páinu
2881,Farbe::N,μπογιά,kälkk
2882,Farbe::N,μπογιά,по̄а̄ййн
2883,Kleidung::N,ρούχα,tyjje
2884,Kleidung::N,ρούχα,gárvvo
2885,Kleidung::N,ρούχα,bivttas
2886,Kleidung::N,ρούχα,piivtâs
2887,Kleidung::N,ρούχα,pivoh
2888,Kleidung::N,ρούχα,piiutâs
2889,Kleidung::N,ρούχα,о̄а̄з
2890,Kleidung::N,ενδυμασία,tyjje
2891,Kleidung::N,ενδυμασία,gárvvo
2892,Kleidung::N,ενδυμασία,bivttas
2893,Kleidung::N,ενδυμασία,piivtâs
2894,Kleidung::N,ενδυμασία,pivoh
2895,Kleidung::N,ενδυμασία,piiutâs
2896,Kleidung::N,ενδυμασία,о̄а̄з
2897,Hemd::N,πουκάμισο,sjåarhtoe
2898,Hemd::N,πουκάμισο,skirtto
2899,Hemd::N,πουκάμισο,báidi
2900,Hemd::N,πουκάμισο,päiđi
2901,Hemd::N,πουκάμισο,päidd
2902,Hemd::N,πουκάμισο,па̄ййт
2903,Kragen::N,κολάρο,döörhke
2904,Kragen::N,κολάρο,tjiebet
2905,Kragen::N,κολάρο,tjehpuris
2906,Kragen::N,κολάρο,čeabet
2907,Kragen::N,κολάρο,kráva
2908,Kragen::N,κολάρο,siä'pulâs
2909,Kragen::N,κολάρο,seäp'plõs
2910,Kragen::N,κολάρο,ко̄а̄влас
2911,Ärmel::N,μανίκι,sissie
2912,Ärmel::N,μανίκι,sasse
2913,Ärmel::N,μανίκι,soadji
2914,Ärmel::N,μανίκι,suájá
2915,Ärmel::N,μανίκι,suäjj
2916,Ärmel::N,μανίκι,суэйй
2917,Hose::N,πανταλόνι,måvhka
2918,Hose::N,πανταλόνι,båkså
2919,Hose::N,πανταλόνι,buvssat
2920,Hose::N,πανταλόνι,puuvsah
2921,Hose::N,πανταλόνι,puus
2922,Hose::N,πανταλόνι,пукс
2923,Hose::N,πανταλόνι,ко̄а̄дтӭ
2924,Gürtel::N,ζώνη,juvvie
2925,Gürtel::N,ζώνη,beelhte
2926,Gürtel::N,ζώνη,avve
2927,Gürtel::N,ζώνη,getsam
2928,Gürtel::N,ζώνη,boagán
2929,Gürtel::N,ζώνη,pooṿij
2930,Gürtel::N,ζώνη,puäǥǥanj
2931,Gürtel::N,ζώνη,эвв
2932,Mütze::N,σκούφος,tjohpe
2933,Mütze::N,σκούφος,gahper
2934,Mütze::N,σκούφος,gahpir
2935,Mütze::N,σκούφος,kappeer
2936,Mütze::N,σκούφος,keä´p'per
2937,Mütze::N,σκούφος,кабперь
2938,Schuh::N,παπούτσι,gaamege
2939,Schuh::N,παπούτσι,gáma
2940,Schuh::N,παπούτσι,skuovva
2941,Schuh::N,παπούτσι,gáma
2942,Schuh::N,παπούτσι,kaamâ
2943,Schuh::N,παπούτσι,kaammi
2944,Schuh::N,παπούτσι,камаша
2945,Stiefel::N,μπότα,steeblege
2946,Stiefel::N,μπότα,stiebil
2947,Stiefel::N,μπότα,sáhpis
2948,Stiefel::N,μπότα,sáppat
2949,Stiefel::N,μπότα,steevvil
2950,Stiefel::N,μπότα,sa´ppi
2951,Stiefel::N,μπότα,са̄ххпе
2952,Ring::N,δαχτυλίδι,rïngke
2953,Ring::N,δαχτυλίδι,suormas
2954,Ring::N,δαχτυλίδι,suorpmas
2955,Ring::N,δαχτυλίδι,suormâs
2956,Ring::N,δαχτυλίδι,suõrmâs
2957,Ring::N,δαχτυλίδι,сӯрмас
2958,Band::N,κορδέλα,baante
2959,Band::N,κορδέλα,bádde
2960,Band::N,κορδέλα,báddi
2961,Band::N,κορδέλα,päddi
2962,Band::N,κορδέλα,liântt
2963,Band::N,κορδέλα,källre´ppiǩ
2964,Band::N,κορδέλα,ля̄ӊӊт
2965,Kamm::N,χτένα,gaampe
2966,Kamm::N,χτένα,rájdam
2967,Kamm::N,χτένα,tjåhkom
2968,Kamm::N,χτένα,čohkun
2969,Kamm::N,χτένα,čohhoom
2970,Kamm::N,χτένα,čååǥǥam
2971,Kamm::N,χτένα,чоагкь
2972,Spiegel::N,καθρέφτης,guelmiedahke
2973,Spiegel::N,καθρέφτης,spiedjil
2974,Spiegel::N,καθρέφτης,speajal
2975,Spiegel::N,καθρέφτης,speeijal
2976,Spiegel::N,καθρέφτης,suei´mkar
2977,Spiegel::N,καθρέφτης,кыффкэмка̄ррь
2978,Spiegel::N,καθρέφτης,зе̄ркал
2979,Riemen::N,λουρί,györtenje
2980,Riemen::N,λουρί,rájppe
2981,Riemen::N,λουρί,garttsa
2982,Riemen::N,λουρί,lávži
2983,Riemen::N,λουρί,läbži
2984,Riemen::N,λουρί,läbǯǯ
2985,Riemen::N,λουρί,ре̄ммь
2986,Schnur::N,κορδόνι,gurrie
2987,Schnur::N,κορδόνι,gáras
2988,Schnur::N,κορδόνι,garca
2989,Schnur::N,κορδόνι,orrâ
2990,Schnur::N,κορδόνι,nue´rr
2991,Schnur::N,κορδόνι,нӯррь
2992,Leine::N,σχοινί,baante
2993,Leine::N,σχοινί,gájnno
2994,Leine::N,σχοινί,báddi
2995,Leine::N,σχοινί,oarra
2996,Leine::N,σχοινί,läbži
2997,Leine::N,σχοινί,läbǯǯ
2998,Leine::N,σχοινί,ла̄ммч
2999,Decke::N,κουβέρτα,gaptjese
3000,Decke::N,κουβέρτα,rádno
3001,Decke::N,κουβέρτα,gåbtjås
3002,Decke::N,κουβέρτα,tæhppin
3003,Decke::N,κουβέρτα,govččas
3004,Decke::N,κουβέρτα,loovdâ
3005,Decke::N,κουβέρτα,räänn
3006,Decke::N,κουβέρτα,ра̄нн
3007,Kissen::N,μαξιλάρι,nalhke
3008,Kissen::N,μαξιλάρι,guoddá
3009,Kissen::N,μαξιλάρι,oajvevuolle
3010,Kissen::N,μαξιλάρι,guoddá
3011,Kissen::N,μαξιλάρι,bolsttar
3012,Kissen::N,μαξιλάρι,polster
3013,Kissen::N,μαξιλάρι,pee´ren
3014,Kissen::N,μαξιλάρι,pooddâšǩ
3015,Kissen::N,μαξιλάρι,по̄дэшк
3016,Tuch::N,πανί,tyjje
3017,Tuch::N,πανί,tyddja
3018,Tuch::N,πανί,gådo
3019,Tuch::N,πανί,liidni
3020,Tuch::N,πανί,läđđee
3021,Tuch::N,πανί,re´ppiǩ
3022,Tuch::N,πανί,ree´ppiǩ
3023,Tuch::N,πανί,ребпехь
3024,Tuch::N,μαντήλι,tyjje
3025,Tuch::N,μαντήλι,tyddja
3026,Tuch::N,μαντήλι,gådo
3027,Tuch::N,μαντήλι,liidni
3028,Tuch::N,μαντήλι,läđđee
3029,Tuch::N,μαντήλι,re´ppiǩ
3030,Tuch::N,μαντήλι,ree´ppiǩ
3031,Tuch::N,μαντήλι,ребпехь
3032,Handtuch::N,πετσέτα,njaamelijnie
3033,Handtuch::N,πετσέτα,sigárdahka
3034,Handtuch::N,πετσέτα,sihkaldat
3035,Handtuch::N,πετσέτα,siholdâs
3036,Handtuch::N,πετσέτα,seekkldõs
3037,Handtuch::N,πετσέτα,u´tree´lniǩ
3038,Handtuch::N,πετσέτα,отеральнэхьк
3039,Kraft::N,δύναμη,faamoe
3040,Kraft::N,δύναμη,fábmo
3041,Kraft::N,δύναμη,fápmu
3042,Kraft::N,δύναμη,fááṃu
3043,Kraft::N,δύναμη,viõkk
3044,Kraft::N,δύναμη,вӣгк
3045,Stärke::N,ισχύς,vieksiesvoete
3046,Stärke::N,ισχύς,gievrrudahka
3047,Stärke::N,ισχύς,gievrrodus
3048,Stärke::N,ισχύς,veahka
3049,Stärke::N,ισχύς,vuoibmi
3050,Stärke::N,ισχύς,viek'sâvuotâ
3051,Stärke::N,ισχύς,viõkk
3052,Stärke::N,ισχύς,са̄м
3053,Stärke::N,ισχύς,вӣгк
3054,Stärke::N,δύναμη,vieksiesvoete
3055,Stärke::N,δύναμη,gievrrudahka
3056,Stärke::N,δύναμη,gievrrodus
3057,Stärke::N,δύναμη,veahka
3058,Stärke::N,δύναμη,vuoibmi
3059,Stärke::N,δύναμη,viek'sâvuotâ
3060,Stärke::N,δύναμη,viõkk
3061,Stärke::N,δύναμη,са̄м
3062,Stärke::N,δύναμη,вӣгк
3063,Gesundheit::N,υγεία,healsoe
3064,Gesundheit::N,υγεία,starne
3065,Gesundheit::N,υγεία,hælsso
3066,Gesundheit::N,υγεία,varresvuohta
3067,Gesundheit::N,υγεία,dearvvasvuohta
3068,Gesundheit::N,υγεία,tie'rvâsvuotâ
3069,Gesundheit::N,υγεία,tiõrvâsvuõtt
3070,Gesundheit::N,υγεία,тӣрвасвӯдт
3071,Krankheit::N,αρρώστια,skïemtjelasse
3072,Krankheit::N,αρρώστια,skihpudahka
3073,Krankheit::N,αρρώστια,dávdda
3074,Krankheit::N,αρρώστια,vihke
3075,Krankheit::N,αρρώστια,dávda
3076,Krankheit::N,αρρώστια,tavdâ
3077,Krankheit::N,αρρώστια,puá'cuvuotâ
3078,Krankheit::N,αρρώστια,kõpp
3079,Krankheit::N,αρρώστια,puõccmoš
3080,Krankheit::N,αρρώστια,кэ̄бп
3081,Schmerz::N,πόνος,haerhpie
3082,Schmerz::N,πόνος,bávtjas
3083,Schmerz::N,πόνος,bávčča
3084,Schmerz::N,πόνος,tuške
3085,Schmerz::N,πόνος,poovčâs
3086,Schmerz::N,πόνος,tå´sǩǩ
3087,Schmerz::N,πόνος,кэ̄бп
3088,Wunde::N,πληγή,saejrie
3089,Wunde::N,πληγή,hávve
3090,Wunde::N,πληγή,hávvi
3091,Wunde::N,πληγή,hävvi
3092,Wunde::N,πληγή,hää´vv
3093,Wunde::N,πληγή,ра̄ӊӊҍ
3094,Fieber::N,πυρετός,vaejlie
3095,Fieber::N,πυρετός,fiebar
3096,Fieber::N,πυρετός,báhkkadávda
3097,Fieber::N,πυρετός,žaar
3098,Fieber::N,πυρετός,жоарр
3099,Arznei::N,φάρμακο,daalhkesh
3100,Arznei::N,φάρμακο,dálkas
3101,Arznei::N,φάρμακο,dálkkas
3102,Arznei::N,φάρμακο,taalhâs
3103,Arznei::N,φάρμακο,lekittâs
3104,Arznei::N,φάρμακο,taalkâs
3105,Arznei::N,φάρμακο,лоаддв
3106,Brücke::N,γέφυρα,pruvvie
3107,Brücke::N,γέφυρα,råvve
3108,Brücke::N,γέφυρα,šaldi
3109,Brücke::N,γέφυρα,šalde
3110,Brücke::N,γέφυρα,mostt
3111,Brücke::N,γέφυρα,мо̄сст
3112,Brunnen::N,πηγάδι,prutnie
3113,Brunnen::N,πηγάδι,ruddne
3114,Brunnen::N,πηγάδι,gáivo
3115,Brunnen::N,πηγάδι,káivu
3116,Brunnen::N,πηγάδι,käivv
3117,Brunnen::N,πηγάδι,ка̄ййв
3118,Weide::N,βοσκή,gåatome
3119,Weide::N,βοσκή,guohtom
3120,Weide::N,βοσκή,guohtun
3121,Weide::N,βοσκή,kuátu
3122,Weide::N,βοσκή,luátu
3123,Weide::N,βοσκή,та̄нтар
3124,Pfad::N,μονοπάτι,baalka
3125,Pfad::N,μονοπάτι,bálges
3126,Pfad::N,μονοπάτι,bálggis
3127,Pfad::N,μονοπάτι,päälgis
3128,Pfad::N,μονοπάτι,pää´ljes
3129,Pfad::N,μονοπάτι,поалкас
3130,Weg::N,δρόμος,geajnoe
3131,Weg::N,δρόμος,gæjnno
3132,Weg::N,δρόμος,væddja
3133,Weg::N,δρόμος,geaidnu
3134,Weg::N,δρόμος,luod'dâ
3135,Weg::N,δρόμος,čuâǥǥas
3136,Weg::N,δρόμος,чуэкас
3137,Straße::N,οδός,geajnoe
3138,Straße::N,οδός,joene
3139,Straße::N,οδός,gahttun
3140,Straße::N,οδός,geaidnu
3141,Straße::N,οδός,maađij
3142,Straße::N,οδός,uu´lec
3143,Straße::N,οδός,чуэкас
3144,Straße::N,δρόμος,geajnoe
3145,Straße::N,δρόμος,joene
3146,Straße::N,δρόμος,gahttun
3147,Straße::N,δρόμος,geaidnu
3148,Straße::N,δρόμος,maađij
3149,Straße::N,δρόμος,uu´lec
3150,Straße::N,δρόμος,чуэкас
3151,Dorf::N,χωριό,sïjte
3152,Dorf::N,χωριό,bájkke
3153,Dorf::N,χωριό,gilli
3154,Dorf::N,χωριό,sijdâ
3155,Dorf::N,χωριό,sijdd
3156,Dorf::N,χωριό,сыййт
3157,Stadt::N,πόλη,staare
3158,Stadt::N,πόλη,sjeltie
3159,Stadt::N,πόλη,stáda
3160,Stadt::N,πόλη,gávpot
3161,Stadt::N,πόλη,kaavpug
3162,Stadt::N,πόλη,lâ´nn
3163,Stadt::N,πόλη,gåårad
3164,Stadt::N,πόλη,ланнҍ
3165,Brief::N,γράμμα,prievie
3166,Brief::N,γράμμα,girjje
3167,Brief::N,γράμμα,reive
3168,Brief::N,γράμμα,kirje
3169,Brief::N,γράμμα,ǩe´rjj
3170,Brief::N,γράμμα,кыррьй
3171,Brief::N,επιστολή,prievie
3172,Brief::N,επιστολή,girjje
