,Concept_ID,uk,mdf
810,neun::NUM,дев’ять,ве́йхкса
811,zehn::NUM,десять,кемонь
812,elf::NUM,одинадцять,кефкие
813,zwölf::NUM,дванадцять,кемгафтува
814,zwanzig::NUM,двадцять,комсь
815,dreißig::NUM,тридцять,колмогемонь
816,vierzig::NUM,сорок,нильге́монь
817,fünfzig::NUM,п’ятдесят,ве́дьгемонь
818,sechzig::NUM,шістдесят,ко́дгемонь
819,siebzig::NUM,сімдесят,сизьге́монь
820,achtzig::NUM,вісімдесят,ка́фксогемонь
821,neunzig::NUM,дев’яносто,ве́йхксогемонь
822,hundert::NUM,сто,сяда
823,tausend::NUM,тисяча,тёжянь
824,und::CNJ,і,и
825,und::CNJ,і,дъ
826,oder::CNJ,або,или
827,oder::CNJ,або,али
828,stehen::V,стояти,а́щемс стя́да
829,sitzen::V,сидіти,ащемс озада
830,liegen::V,лежати,ма́дозь а́щемс
831,hängen::V,висіти,нюрьгомс
832,werden::V,стати,арамс
833,werden::V,стати,тиевомс
834,werden::V,робитися,арамс
835,werden::V,робитися,тиевомс
836,passieren::V,трапитися,лисэмс
837,passieren::V,трапитися,эвондамс
838,beginnen::V,початися,ушедомс
839,enden::V,кінчитися,лоткамс
840,wechseln::V,мінятися,по́лафнемс
841,aufgehen[Sonne]::V,зійти,стямс
842,aufgehen[Sonne]::V,зійти,лисемс
843,untergehen[Sonne]::V,зайти,валгомс
844,scheinen[Sonne]::V,світити,ва́лдоптомс
845,donnern::V,гриміти,торамс
846,wehen::V,віяти,уфа́мс
847,strömen::V,литися,шудемс
848,fließen::V,текти,шудемс
849,sich drehen::V,обертатися,шаромс
850,schwanken::V,коливатися,якамс
851,schwingen::V,хитатися,люксемс
852,schwingen::V,хитатися,нюрьсемс
853,schwingen::V,гойдатися,люксемс
854,schwingen::V,гойдатися,нюрьсемс
855,fallen::V,падати,прамс
856,fallen::V,падати,прашендомс
857,brennen::V,горіти,паломс
858,rauchen::V,диміти,качадомс
859,regnen::V,дощити,пиземс
860,gefrieren::V,змерзнути,эйндамс
861,gefrieren::V,змерзнути,кельмомс
862,tauen::V,танути,соламс
863,schmelzen::V,плавитися,соламс
864,trocknen::V,сохнути,коськомс
865,sieden::V,кипіти,лакамс
866,faulen::V,гнити,наксадомс
867,verfaulen::V,згнити,наксадомс
868,reißen::V,рватися,сязевомс
869,versinken::V,тонути,ваямс
870,vergehen::V,проходити,ётамс
871,erscheinen::V,з’явитися,эвондамс
872,verschwinden::V,щезнути,юма́мс
873,verschwinden::V,зникнути,юма́мс
874,sinken::V,спадати,валгомс
875,abnehmen::V,поменшитися,киремс
876,zunehmen::V,збільшуватися,ламокстомс
877,zunehmen::V,збільшуватися,рашнемс
878,steigen::V,підніматися,кеподемс
879,wachsen::V,рости,касомс
880,glänzen::V,блищати,цинзелдомс
881,glänzen::V,блищати,цифордомс
882,funkeln::V,блискати,ци́фтордомс
883,lärmen::V,шуміти,жалнамс
884,läuten::V,дзвонити,гайфтемс
885,klingeln::V,дзвонити,гайфтемс
886,klirren::V,дзвякати,ка́нзеркшнемс
887,brausen::V,бушувати,жоледемс
888,rauschen::V,шелестіти,вжнамс
889,rauschen::V,шелестіти,гамнамс
890,klingen::V,лунати,кайгомс
891,klingen::V,звучати,кайгомс
892,bellen::V,гавкати,ува́мс
893,heulen::V,вити,сувомс
894,heulen::V,вити,урнамс
895,blasen::V,дунути,уфа́мс
896,pfeifen::V,свистіти,вяшкомс
897,schreien::V,кричати,пешкодомс
898,stöhnen::V,стогнати,куфцемс
899,zittern::V,тремтіти,таромс
900,leben::V,жити,эрямс
901,geboren werden::V,народитися,шачемс
902,atmen::V,дихати,ажнамс
903,trinken::V,пити,симомс
904,essen::V,їсти,ярхцамс
905,schlucken::V,ковтати,нилемс
906,müde werden::V,втомитися,сиземс
907,einschlafen::V,заснути,матодовомс
908,schlafen::V,спати,удомс
909,aufwachen::V,прокинутися,съргоземс
910,aufstehen::V,встати,стямс
911,sich erholen::V,відпочивати,ваймосемс
912,krank werden::V,захворіти,сярядькстомс
913,krank sein::V,хворіти,сярядемс
914,schmerzen::V,боліти,сярядемс
915,husten::V,кашляти,козомс
916,genesen::V,одужати,пъ́чкамс
917,genesen::V,видужати,пъ́чкамс
918,sterben::V,померти,куломс
919,umkommen::V,згинути,юма́мс
920,sich bewegen::V,рухатися,шаштомс
921,sich rühren::V,ворушитися,сърхка́мс
922,sich erheben::V,встати,стямс
923,sich setzen::V,сісти,озамс
924,hinfallen::V,упасти,прамс
925,hinfallen::V,упасти,сяворемс
926,laufen::V,ходити,якамс
927,schreiten::V,крокувати,молемс
928,schreiten::V,крокувати,аськолямс
929,spazierengehen::V,гуляти,якамс
930,eilen::V,спішити,эряскодомс
931,sich beeilen::V,поспішати,эряскодомс
932,sausen::V,мчатися,лиемс
933,rennen::V,бігати,арнемс
934,springen::V,скакати,комотнемс
935,springen::V,стрибати,комотнемс
936,klettern::V,лазити,ку́цемс
937,schaukeln::V,гойдатися,нюрямс
938,kriechen::V,повзати,шаштомс комада
939,schwimmen::V,пливти,уемс
940,schwimmen::V,плавати,уемс
941,tauchen::V,пірнати,юпиемс
942,tauchen::V,пірнати,чёпафнемс
943,rudern::V,гребти,па́немс ве́неж
944,rudern::V,веслувати,па́немс ве́неж
945,fahren::V,їхати,ардомс
946,fliegen::V,літати,лиемс
947,gehen::V,іти,молемс
948,weggehen::V,піти,тумс
949,abfahren::V,від’їхати,тумс
950,abfahren::V,відправитися,тумс
951,anhalten::V,зупинитися,лоткамс
952,hineingehen::V,входити,сува́мс
953,eintreten::V,увійти,сува́мс
954,kommen::V,прийти,самс
955,ankommen::V,прибути,самс
956,ankommen::V,прибути,пачкодемс
957,zurückkommen::V,повернутися,мърдамс
958,bleiben::V,залишитися,иля́домс
959,warten::V,чекати,учемс
960,erwarten::V,чекати,учемс
961,suchen::V,шукати,вешемс
962,finden::V,знайти,мумс
963,versuchen::V,випробовувати,варчсемс
964,vorbereiten::V,підготувати,анокламс
965,lieben::V,любити,кельгомс
966,mögen::V,любити,кельгомс
967,mögen::V,подобатися,кельгомс
968,lachen::V,сміятися,рахамс
969,lachen::V,сміятися,рахсемс
970,rühren::V,розчулити,токамс седи
971,weinen::V,плакати,авардемс
972,schimpfen::V,лаятися,сюцемс
973,sich ärgern::V,сердитися,кяжиямс
974,sich fürchten::V,боятися,пелемс
975,fürchten::V,боятися,пелемс
976,fliehen::V,тікати,ворьгодемс
977,flüchten::V,утекти,ша́домс
978,flüchten::V,утекти,во́рьгодемс
979,sehen::V,бачити,няемс
980,anschauen::V,поглянути,ваномс
981,ansehen::V,дивитися на,ваномс
982,hören::V,чути,марямс
983,zuhören::V,слухати,ку́лхдоньомс
984,probieren::V,покуштувати,варжамс
985,riechen::V,нюхати,никса́мс
986,fühlen::V,відчувати,марямс
987,scheinen::V,здаватися,ня́евомс
988,zu sehen sein::V,виднітися,ня́евомс
989,vernehmen::V,почути,марямс
990,frieren::V,мерзнути,паломс
991,frieren::V,мерзнути,кельмомс
992,tun::V,робити,тиемс
993,können::V,могти,маштомс
994,wollen::V,хотіти,-не-
995,anfangen::V,почати,ушедомс
996,beenden::V,закінчити,аде́ламс
997,aufhören::V,перестати,лоткамс
998,gelingen::V,вдатися,удалакшнемс
999,geraten::V,опинитися,лисемс
1000,öffnen::V,відкрити,панжемс
1001,schließen::V,закрити,сёлгомс
1002,stellen::V,поставити,путомс
1003,setzen::V,посадити,озафнемс
1004,setzen::V,посадити,озавтнемс
1005,legen::V,класти,путомс
1006,berühren::V,чіпати,токамс
1007,verbinden::V,зв’язати,сотомс
1008,bedecken::V,покрити,комачамс
1009,bedecken::V,покрити,вельхтямс
1010,aufhängen::V,повісити,повфтамс
1011,anzünden::V,запалити,крьвя́стемс
1012,aufheben::V,підняти,кеподемс
1013,aufheben::V,підняти,касфтомс
1014,zurücklassen::V,залишити,ка́домс
1015,verlieren::V,загубити,юма́фтомс
1016,fallen lassen::V,упустити,прафтомс
1017,machen::V,зробити,тиемс
1018,herstellen::V,виготовити,анокламс
1019,bauen::V,будувати,путомс
1020,reparieren::V,лагодити,петемс
1021,verbessern::V,поліпшити,цебярьгофтомс
1022,ändern::V,змінити,полафтомс
1023,graben::V,копати,шу́вомс
1024,graben::V,копати,та́ргамс
1025,beugen::V,зігнути,мяндемс
1026,biegen::V,погнути,комафтомс
1027,drehen::V,вертіти,шо́вамс
1028,drehen::V,вертіти,ша́рфнемс
1029,wenden::V,повернути,ша́рфтомс
1030,umdrehen::V,перевернути,шарфтомс
1031,heben::V,піднімати,ке́подемс
1032,hochheben::V,підняти,ке́подемс
1033,hochheben::V,підняти,ка́сфтомс
1034,ergreifen::V,схопити,фатямс
1035,halten::V,тримати,кирдемс
1036,drücken::V,натискати,люпшта́мс
1037,schieben::V,пхати,шашфтомс
1038,schieben::V,штовхати,шашфтомс
1039,kratzen::V,шкребти,а́нгорямс
1040,kratzen::V,шкребти,киськоря́мс
1041,lecken::V,лизати,нолсемс
1042,beißen::V,кусати,сускомс
1043,abreißen::V,відірвати,сяземс
1044,abschneiden::V,відрізати,керомс
1045,binden::V,в’язати,сотомс
1046,stecken::V,увіткнути,сялгомс
1047,brechen::V,зламати,си́ннемс
1048,brechen::V,зламати,ка́лафтомс
1049,klopfen::V,стукати,чакамс
1050,klopfen::V,стукати,чакиемс
1051,hauen::V,бити,шавомс
1052,hauen::V,бити,пиксомс
1053,kleben::V,клеїти,пе́тфнемс
1054,reiben::V,терти,шо́вамс
1055,streichen::V,намазати,вадемс
1056,schleifen::V,точити,шо́вамс
1057,schneiden::V,різати,керомс
1058,rütteln::V,хитати,та́рфтомс
1059,schütteln::V,трясти,шука́демс
1060,schwenken::V,махати,яфодемс
1061,schütten::V,налити,каямс
1062,schütten::V,налити,нюрьхтя́мс
1063,füllen::V,наповнити,пяшкодемс
1064,einwickeln::V,загорнути,тапардамс
1065,tragen::V,нести,кандомс
1066,schleppen::V,тягти,ускомс
1067,ziehen::V,тягнути,ускомс
1068,aufbewahren::V,зберігати,ванфтомс
1069,werfen::V,кидати,ёрямс
1070,fangen::V,ловити,кунда́мс
1071,packen::V,схопити,фатямс
1072,verstecken::V,сховати,кяшемс
1073,teilen::V,розділити,явомс
1074,schicken::V,посилати,кучемс
1075,bringen::V,принести,кандомс
1076,bringen::V,принести,пачфтемс
1077,hinzufügen::V,додати,пу́томс та́га
1078,hinzufügen::V,додати,ма́ксомс та́га
1079,bekommen::V,дістати,сявомс
1080,erhalten::V,одержати,сявомс
1081,nehmen::V,взяти,сявомс
1082,wählen::V,вибрати,ко́чкамс
1083,auswählen::V,відібрати,кочкамс
1084,bewahren::V,зберегти,ванфтомс
1085,behindern::V,перешкоджати,шорямс
1086,verderben::V,зіпсувати,коламс
1087,verderben::V,зіпсувати,гастямс
1088,beschädigen::V,зашкодити,тиендемс зиян
1089,zerbrechen::V,розбити,тапамс
1090,zerreißen::V,розірвати,сяземс
1091,zerstören::V,зруйнувати,ка́лафтомс
1092,verbrennen::V,спалити,пълхта́мс
1093,geben::V,дати,ма́ксомс
1094,reichen::V,передати,максомс
1095,schenken::V,дарувати,каземс
1096,versprechen::V,обіцяти,ма́ксомс вал
1097,wünschen::V,бажати,арьсемс
1098,loben::V,хвалити,шна́мс
1099,küssen::V,цілувати,палсемс
1100,wiegen::V,качати,нюря́фтомс
1101,zudecken::V,накрити,вельхтямс
1102,wecken::V,розбудити,стя́фтомс
1103,wecken::V,розбудити,съ́ргозьфтемс
1104,zeigen::V,показати,няфтемс
1105,führen::V,вести,вятемс
1106,lehren::V,вчити,тонафтомс
1107,unterrichten::V,викладати,тонафтомс
1108,aufziehen::V,виховати,касфтомс
1109,leiten::V,керувати,вятемс
1110,antreiben::V,підганяти,вятемс
1111,lassen::V,змусити,кошардомс
1112,einladen::V,запросити,тердемс
1113,einladen::V,запросити,серьгядемс
1114,vereinigen::V,об’єднати,пуроптомс
1115,vereinigen::V,об’єднати,кочкамс марса
1116,besuchen::V,завітати,варжамс
1117,besuchen::V,відвідати,варжамс
1118,treffen::V,зустріти,васьфтомс
1119,sich versammeln::V,зібратися,кочкавомс
1120,spielen::V,грати,налхксемс
1121,singen::V,співати,морамс
1122,tanzen::V,танцювати,кштимс
1123,sich trennen::V,розлучитися,явомс
1124,verlassen::V,покинути,кадондомс
1125,retten::V,врятувати,идемс
1126,retten::V,врятувати,араламс
1127,bewachen::V,охороняти,ваномс
1128,schützen::V,уберігати,а́раламс
1129,verteidigen::V,захистити,а́раламс
1130,sich schlagen::V,битися,тюремс
1131,sich schlagen::V,дратися,тюремс
1132,schießen::V,стріляти,ляцемс
1133,siegen::V,перемогти,сяськомс
1134,ärgern::V,сердити,кяжияфтомс
1135,schlagen::V,ударити,токамс
1136,treten::V,штовхати,тапамс
1137,stechen::V,вколоти,пупамс
1138,stechen::V,вколоти,сялгомс
1139,stoßen::V,штовхнути,тостядемс
1140,stehlen::V,украсти,саламс
1141,stören::V,перешкодити,шорсемс
1142,belästigen::V,докучати,токсамс
1143,belästigen::V,докучати,аф кадомс ваймама
1144,verbergen::V,сховати,кяшемс
1145,täuschen::V,обдурити,васькафтомс
1146,täuschen::V,обдурити,кяльготнемс
1147,betrügen::V,зшахраювати,васькафнемс
1148,töten::V,убити,шавомс
1149,töten::V,убити,аде́ламс
1150,wohnen::V,жити,эрямс
1151,wohnen::V,мешкати,эрямс
1152,arbeiten::V,працювати,покодемс
1153,sammeln::V,зібрати,кочкамс
1154,sammeln::V,зібрати,пу́роптомс
1155,pflücken::V,зривати,фатнемс
1156,pflücken::V,зривати,нотфнемс
1157,jagen::V,полювати,кунда́мс
1158,fischen::V,рибалити,калонь кунда́мс
1159,fassen::V,піймати,кунда́мс
1160,hüten::V,пасти,ваномс
1161,treiben::V,гнати,панемс
1162,anbinden::V,прив’язати,сотомс
1163,füttern::V,годувати,трямс
1164,füttern::V,годувати,а́ндомс
1165,füttern::V,харчувати,трямс
1166,füttern::V,харчувати,а́ндомс
1167,melken::V,доїти,потямс
1168,hacken::V,рубати,лазондомс
1169,gießen::V,полити,валомс
1170,reifen::V,дозріти,кенеремс
1171,zubereiten::V,зготовити,анокламс
1172,zubereiten::V,приготувати,анокламс
1173,kochen::V,варити,пидемс
1174,kochen::V,готувати,пидемс
1175,backen::V,пекти,пидемс
1176,braten::V,смажити,пуштомс
1177,umrühren::V,переміщати,шорямс
1178,stricken::V,в’язати,кодамс
1179,nähen::V,шити,стамс
1180,färben::V,пофарбувати,а́рхтомс
1181,reinigen::V,очистити,ва́ткамс
1182,reinigen::V,очистити,а́роптомс
1183,waschen::V,мити,муськомс
1184,abwischen::V,витерти,нардамс
1185,spülen::V,полоскати,оргалдомс
1186,fegen::V,підмітати,тяемс
1187,kehren::V,мести,тяемс
1188,baden::V,купатися,э́шелямс
1189,sich waschen::V,митися,штамс
1190,ausziehen::V,зняти,кайсефтемс
1191,anziehen::V,надіти,ща́фтомс
1192,sich anziehen::V,одягтися,щамс
1193,sich anziehen::V,одягнутися,щамс
1194,kämmen::V,зачесати,се́ендемс
1195,schmücken::V,оздобити,на́ряжамс
1196,schmücken::V,оздобити,ма́зоптомс
1197,sagen::V,сказати,азомс
1198,sagen::V,сказати,мярьгомс
1199,sprechen::V,говорити,корхтамс
1200,reden::V,розмовляти,корхнемс
1201,sich unterhalten::V,бесідувати,корхнемс
1202,fragen::V,запитати,ки́зефтемс
1203,bitten::V,просити,а́намс
1204,bitten::V,просити,ве́шемс
1205,erzählen::V,розповісти,а́зондомс
1206,mitteilen::V,повідомити,азомс
1207,nennen::V,назвати,лемдемс
1208,nennen::V,назвати,путомс лем
1209,rufen::V,кликати,серьгядемс
1210,prahlen::V,хвалитися,шна́фтомс пря́
1211,übersetzen::V,перекласти,ётафтомс
1212,denken::V,думати,арьсемс
1213,denken::V,мислити,арьсемс
1214,glauben::V,вірити,кемамс
1215,bemerken::V,помітити,ня́емс
1216,erkennen::V,пізнати,содамс
1217,begreifen::V,осягнути,сатомс
1218,verstehen::V,почути,шарьхкодемс
1219,lernen::V,навчатися,тонафнемс
1220,wissen::V,знати,со́дамс
1221,sich erinnern an::V,пам’ятати,лятфтамс
1222,vergessen::V,забути,юкстамс
1223,messen::V,міряти,ункснемс
1224,zählen::V,лічити,лу́вомс
1225,zählen::V,лічити,а́рьсемс
1226,rechnen::V,рахувати,лувомс
1227,lesen::V,читати,лувомс
1228,lesen::V,читати,морафтомс
1229,malen::V,малювати,рисова́ндамс
1230,zeichnen::V,рисувати,рисова́ндамс
1231,schreiben::V,писати,сёрмадомс
1232,besitzen::V,мати,улемс азоркс
1233,kaufen::V,купити,рамамс
1234,verkaufen::V,продати,мимс
1235,bezahlen::V,заплатити,пандомс
1236,zahlen::V,платити,па́ндомс
1237,beherrschen::V,володіти,азорондамс
1238,ertragen::V,витерпіти,кирдемс
