,Concept_ID,da,sl
833,wachsen::V,gro,rásti
834,wachsen::V,vokse,rásti
835,glänzen::V,glinse,sijáti
836,funkeln::V,tindre,ískriti se
837,lärmen::V,larme,ropotáti
838,lärmen::V,larme,razgrájati
839,läuten::V,ringe,zvoníti
840,klingeln::V,ringe,zvončkljáti
841,klirren::V,klirre,žvenketáti
842,brausen::V,bruse,šuméti
843,rauschen::V,suse,šuštéti
844,rauschen::V,suse,šelestéti
845,klingen::V,lyde,zvenéti
846,klingen::V,klinge,zvenéti
847,bellen::V,gø,lájati
848,heulen::V,hyle,zavíjati
849,blasen::V,blæse,píhniti
850,pfeifen::V,fløjte,pískati
851,pfeifen::V,fløjte,žvížgati
852,schreien::V,skrige,kričáti
853,stöhnen::V,stønne,stókati
854,zittern::V,dirre,drgetáti
855,zittern::V,skælve,drgetáti
856,leben::V,leve,živéti
857,geboren werden::V,fødes,rodíti se
858,atmen::V,ånde,díhati
859,trinken::V,drikke,píti
860,essen::V,spise,jésti
861,schlucken::V,synke,požírati
862,müde werden::V,blive træt,péšati
863,müde werden::V,blive træt,utrúditi se
864,einschlafen::V,falde i søvn,zaspáti
865,schlafen::V,sove,spáti
866,aufwachen::V,vågne,zbudíti se
867,aufstehen::V,stå op,vstáti
868,sich erholen::V,komme sig,oddahníti se
869,krank werden::V,blive syg,oboléti
870,krank sein::V,være syg,bíti bolán
871,schmerzen::V,smerte,boléti
872,husten::V,hoste,kášljati
873,genesen::V,komme sig,okrévati
874,sterben::V,dø,umréti
875,umkommen::V,omkomme,pogíniti
876,sich bewegen::V,bevæge sig,zganíti se
877,sich rühren::V,røre på sig,premakníti se
878,sich erheben::V,rejse sig,vstájati
879,sich erheben::V,rejse sig,vzdígniti se
880,sich setzen::V,sætte sig,sésti
881,laufen::V,løbe,hodíti
882,schreiten::V,skride,stópati
883,spazierengehen::V,gå en tur,na sprehòd íti
884,eilen::V,ile,drvéti
885,sich beeilen::V,skynde sig,hitéti
886,sausen::V,suse,dírkati
887,rennen::V,løbe,dírjati
888,rennen::V,rende,dírjati
889,springen::V,hoppe,skákati
890,springen::V,springe,skákati
891,klettern::V,klatre,plézati
892,schaukeln::V,gynge,kolébati
893,kriechen::V,krybe,pláziti se
894,schwimmen::V,svømme,plávati
895,tauchen::V,dykke,potápljati se
896,rudern::V,ro,vesláti
897,fahren::V,køre,vozíti se
898,fahren::V,køre,peljáti se
899,fliegen::V,flyve,létati
900,gehen::V,gå,íti
901,weggehen::V,gå bort,odíti
902,abfahren::V,køre bort,odpeljáti se
903,anhalten::V,standse,ustáviti se
904,hineingehen::V,gå ind,íti nóter
905,eintreten::V,træde ind,vstopíti
906,kommen::V,komme,príti
907,ankommen::V,ankomme,prispéti
908,ankommen::V,ankomme,prihájati
909,zurückkommen::V,komme tilbage,vrníti se
910,bleiben::V,blive,ostáti
911,bleiben::V,forblive,ostáti
912,warten::V,vente,čákati
913,erwarten::V,vente,pričakováti
914,erwarten::V,afvente,pričakováti
915,suchen::V,søge,iskáti
916,finden::V,finde,nájti
917,versuchen::V,forsøge,poskúšati
918,vorbereiten::V,forberede,pripráviti
919,lieben::V,elske,ljubíti
920,mögen::V,holde af,márati
921,mögen::V,kunne lide,márati
922,lachen::V,le,smejáti se
923,rühren::V,røre,ganíti
924,weinen::V,græde,jókati
925,weinen::V,græde,plákati
926,schimpfen::V,skænde,psováti
927,schimpfen::V,skænde,zmérjati
928,sich ärgern::V,ærgre sig,jezíti se
929,sich fürchten::V,være bange,báti se
930,fürchten::V,være bange for,báti se
931,fliehen::V,flygte,bežáti
932,flüchten::V,flygte,pobégniti
933,sehen::V,se,vídeti
934,anschauen::V,se på,oglédati
935,anschauen::V,betragte,oglédati
936,ansehen::V,anse,glédati
937,hören::V,høre,slíšati
938,zuhören::V,høre til,poslúšati
939,probieren::V,smage,poskúšati
940,probieren::V,smage på,poskúšati
941,riechen::V,lugte,dúhati
942,fühlen::V,føle,čutíti
943,scheinen::V,synes,zdéti se
944,zu sehen sein::V,synes,vídeti se
945,vernehmen::V,erfare,čúti
946,frieren::V,fryse,zébsti
947,tun::V,gøre,délati
948,können::V,kunne,môči
949,wollen::V,ville,hotéti
950,anfangen::V,begynde,začéti
951,beenden::V,afslutte,dokončáti
952,aufhören::V,ophøre,prenéhati
953,aufhören::V,holde op,prenéhati
954,gelingen::V,lykkes,uspéti
955,gelingen::V,lykkes,posréčiti se
956,geraten::V,blive,obnêsti se
957,öffnen::V,åbne,odpréti
958,schließen::V,lukke,zapréti
959,stellen::V,stille,postáviti
960,setzen::V,sætte,posadíti
961,legen::V,lægge,položíti
962,berühren::V,berøre,dotíkati se
963,verbinden::V,forbinde,obvézati
964,bedecken::V,dække,pokríti
965,bedecken::V,bedække,pokríti
966,aufhängen::V,hænge,obésiti
967,aufhängen::V,hænge op,obésiti
968,anzünden::V,tænde,zažgáti
969,anzünden::V,antænde,zažgáti
970,aufheben::V,løfte,vzdígniti
971,aufheben::V,tage op,vzdígniti
972,zurücklassen::V,lade tilbage,zapustíti
973,verlieren::V,miste,izgubíti
974,fallen lassen::V,tabe,navréči
975,fallen lassen::V,droppe,navréči
976,machen::V,gøre,naredíti
977,machen::V,gøre,napráviti
978,herstellen::V,fremstille,izdélati
979,bauen::V,bygge,gradíti
980,reparieren::V,reparere,popráviti
981,verbessern::V,rette,izbóljšati
982,verbessern::V,forbedre,izbóljšati
983,ändern::V,ændre,spremeníti
984,graben::V,grave,kopáti
985,graben::V,grave,grêbsti
986,beugen::V,bøje,upogníti
987,biegen::V,bøje,zavíjati
988,drehen::V,dreje,vrtéti
989,wenden::V,vende,obrníti
990,umdrehen::V,dreje om,zasúkati
991,heben::V,hæve,dvígati
992,hochheben::V,løfte,privzdígniti
993,ergreifen::V,gribe fat i,zgrábiti
994,halten::V,holde,držáti
995,drücken::V,trykke,tiščáti
996,schieben::V,skyde,ríniti
997,schieben::V,skubbe,ríniti
998,kratzen::V,klø,práskati
999,kratzen::V,kradse,práskati
1000,lecken::V,slikke,lízati
1001,beißen::V,bide,grísti
1002,abreißen::V,rive af,odtŕgati
1003,abschneiden::V,skære af,odrézati
1004,binden::V,binde,vézati
1005,stecken::V,stikke,vtakníti
1006,brechen::V,brække,lomíti
1007,klopfen::V,banke,tólči
1008,hauen::V,hugge,séči
1009,kleben::V,klistre,lépiti
1010,reiben::V,gnide,tréti
1011,reiben::V,gnide,dŕgniti
1012,streichen::V,smøre,namázati
1013,schleifen::V,slibe,brúsiti
1014,schneiden::V,skære,rézati
1015,schneiden::V,klippe,rézati
1016,rütteln::V,ruske,strésti
1017,schütteln::V,ryste,majáti
1018,schwenken::V,svinge,obrníti
1019,schütten::V,hælde,sípati
1020,füllen::V,fylde,napolníti
1021,einwickeln::V,pakke ind,zavíti
1022,tragen::V,bære,nêsti
1023,schleppen::V,slæbe,vláčiti
1024,ziehen::V,trække,vléči
1025,aufbewahren::V,opbevare,shranjeváti
1026,werfen::V,kaste,lúčati
1027,fangen::V,fange,ujéti
1028,packen::V,gribe,prijéti
1029,verstecken::V,gemme,skríti
1030,teilen::V,dele,razdelíti
1031,schicken::V,sende,pošíljati
1032,bringen::V,bringe,prinêsti
1033,hinzufügen::V,tilføje,pristáviti
1034,bekommen::V,få,dobíti
1035,erhalten::V,få,prejéti
1036,nehmen::V,tage,vzéti
1037,wählen::V,vælge,izbírati
1038,auswählen::V,udvælge,izbráti
1039,bewahren::V,bevare,ohraníti
1040,behindern::V,hindre,ovírati
1041,behindern::V,forhindre,ovírati
1042,verderben::V,ødelægge,pokváriti
1043,beschädigen::V,beskadige,poškodováti
1044,zerbrechen::V,brække itu,razlomíti
1045,zerreißen::V,rive itu,raztŕgati
1046,zerstören::V,ødelægge,razrúšiti
1047,verbrennen::V,brænde,sežgáti
1048,geben::V,give,dáti
1049,reichen::V,række,séči
1050,reichen::V,række,molíti
1051,schenken::V,forære,podáriti
1052,versprechen::V,love,obljubíti
1053,wünschen::V,ønske,vóščiti
1054,loben::V,rose,hváliti
1055,küssen::V,kysse,poljubováti
1056,wiegen::V,vugge,zíbati
1057,zudecken::V,dække til,pokríti
1058,wecken::V,vække,zbudíti
1059,zeigen::V,vise,pokázati
1060,führen::V,føre,vêsti
1061,lehren::V,lære,učíti
1062,unterrichten::V,undervise,poučeváti
1063,aufziehen::V,opdrage,vzgojíti
1064,leiten::V,lede,uprávljati
1065,antreiben::V,skynde på,goníti
1066,lassen::V,få til at,povzročíti
1067,einladen::V,indbyde,povábiti
1068,einladen::V,invitere,povábiti
1069,vereinigen::V,forene,zdrúžiti
1070,besuchen::V,besøge,obiskáti
1071,treffen::V,møde,pogodíti
1072,sich versammeln::V,forsamles,zbráti se
1073,spielen::V,lege,igráti se
1074,spielen::V,spille,igráti se
1075,singen::V,synge,péti
1076,tanzen::V,danse,plésati
1077,sich trennen::V,skilles,ločíti se
1078,verlassen::V,forlade,zapustíti
1079,retten::V,redde,réšiti
1080,bewachen::V,bevogte,strážiti
1081,schützen::V,skærme,sčítiti
1082,schützen::V,beskytte,sčítiti
1083,verteidigen::V,forsvare,braníti
1084,sich schlagen::V,slås,têpsti se
1085,schießen::V,skyde,stréljati
1086,siegen::V,sejre,zmágati
1087,ärgern::V,ærgre,jezíti
1088,ärgern::V,ærgre,razbúriti
1089,schlagen::V,slå,têpsti
1090,schlagen::V,slå,udáriti
1091,treten::V,sparke,teptáti
1092,stechen::V,stikke,ubôsti
1093,stoßen::V,støde,peháti
1094,stoßen::V,støde,drégniti
1095,stehlen::V,stjæle,ukrásti
1096,stehlen::V,stjæle,pokrásti
1097,stören::V,forstyrre,motíti
1098,belästigen::V,genere,nadlegováti
1099,belästigen::V,ulejlige,nadlegováti
1100,verbergen::V,skjule,skríti
1101,täuschen::V,villede,slepíti
1102,betrügen::V,bedrage,várati
1103,betrügen::V,bedrage,ogoljufáti
1104,töten::V,dræbe,ubíti
1105,wohnen::V,bo,prebívati
1106,arbeiten::V,arbejde,délati
1107,sammeln::V,samle,zbráti
1108,pflücken::V,plukke,obráti
1109,jagen::V,jage,lovíti
1110,fischen::V,fiske,ribáriti
1111,fassen::V,fange,zajéti
1112,hüten::V,vogte,pásti
1113,treiben::V,drive,pogánjati
1114,anbinden::V,binde fast,privézati
1115,füttern::V,fodre,kŕmiti
1116,melken::V,malke,mólsti
1117,hacken::V,hakke,sékati
1118,gießen::V,hælde,ulíti
1119,reifen::V,modne,zoréti
1120,zubereiten::V,tilberede,pripráviti
1121,kochen::V,koge,kúhati
1122,backen::V,bage,cvréti
1123,braten::V,stege,pêči
1124,umrühren::V,røre om,preméšati
1125,stricken::V,strikke,plêsti
1126,nähen::V,sy,šívati
1127,färben::V,farve,bárvati
1128,reinigen::V,rense,očístiti
1129,reinigen::V,gøre ren,očístiti
1130,waschen::V,vaske,opráti
1131,abwischen::V,tørre af,obrísati
1132,spülen::V,skylle,splakováti
1133,fegen::V,feje,pométati
1134,kehren::V,feje,mésti
1135,baden::V,bade,kópati se
1136,sich waschen::V,vaske sig,umíti se
1137,ausziehen::V,tage af,izvléči
1138,anziehen::V,tage på,obléči
1139,sich anziehen::V,klæde sig på,obléči se
1140,kämmen::V,rede,česáti
1141,kämmen::V,frisere,česáti
1142,schmücken::V,pynte,okrasíti
1143,schmücken::V,smykke,okrasíti
1144,sagen::V,sige,dejáti
1145,sprechen::V,snakke,govoríti
1146,reden::V,tale,rêči
1147,reden::V,snakke,rêči
1148,sich unterhalten::V,snakke sammen,razgovárjati se
1149,fragen::V,spørge,vprášati
1150,bitten::V,bede,prosíti
1151,erzählen::V,berette,práviti
1152,erzählen::V,fortælle,práviti
1153,mitteilen::V,meddele,naznániti
1154,nennen::V,nævne,imenováti
1155,rufen::V,råbe,klícati
1156,prahlen::V,prale,baháti se
1157,übersetzen::V,oversætte,prevêsti
1158,denken::V,tænke,mísliti
1159,glauben::V,tro,verjéti
1160,bemerken::V,bemærke,opáziti
1161,bemerken::V,lægge mærke til,opáziti
1162,erkennen::V,genkende,spoznáti
1163,begreifen::V,begribe,pôjmiti
1164,verstehen::V,forstå,razuméti
1165,lernen::V,lære,učíti se
1166,wissen::V,vide,znáti
1167,wissen::V,vide,védeti
1168,sich erinnern an::V,mindes,spómniti se
1169,sich erinnern an::V,huske på,spómniti se
1170,vergessen::V,glemme,pozábiti
1171,messen::V,måle,mériti
1172,zählen::V,tælle,štéti
1173,rechnen::V,regne,račúnati
1174,lesen::V,læse,bráti
1175,lesen::V,læse,čítati
1176,malen::V,male,slíkati
1177,zeichnen::V,tegne,rísati
1178,schreiben::V,skrive,písati
1179,besitzen::V,eje,iméti
1180,besitzen::V,besidde,iméti
1181,kaufen::V,købe,kupíti
1182,verkaufen::V,sælge,prodáti
1183,bezahlen::V,betale,pláčati
1184,zahlen::V,betale,plačeváti
1185,beherrschen::V,beherske,obvládati
1186,ertragen::V,tåle,prenêsti
1187,ertragen::V,udholde,prenêsti
1188,hinfallen::V,,pásti dôl
