,Concept_ID,ady,se
98,Hals::N,пшъэ,čiäppát
99,Hals::N,пшъэ,čeäppat
100,Hals::N,пшъэ,ча̄пэх
101,Genick::N,шъхьэпхэтыку,tjovrese
102,Genick::N,шъхьэпхэтыку,nisske
103,Genick::N,шъхьэпхэтыку,niehkki
104,Genick::N,шъхьэпхэтыку,niski
105,Genick::N,шъхьэпхэтыку,niek'ki
106,Genick::N,шъхьэпхэтыку,nji´šǩǩmaadd
107,Genick::N,шъхьэпхэтыку,нышшькмоант
108,Kopf::N,шъхьэ́,åejjie
109,Kopf::N,шъхьэ́,oajvve
110,Kopf::N,шъхьэ́,oaivi
111,Kopf::N,шъхьэ́,uái'vi
112,Kopf::N,шъхьэ́,vuei´vv
113,Kopf::N,шъхьэ́,вуэййв
114,Rücken::N,кӏыбы́,rudtje
115,Rücken::N,кӏыбы́,hárddo
116,Rücken::N,кӏыбы́,tjavelk
117,Rücken::N,кӏыбы́,sealgi
118,Rücken::N,кӏыбы́,selgi
119,Rücken::N,кӏыбы́,čielgi
120,Rücken::N,кӏыбы́,seä´lǧǧ
121,Rücken::N,кӏыбы́,се̄лльк
122,Bauch::N,ныбэ́,tjåejjie
123,Bauch::N,ныбэ́,tjoajvve
124,Bauch::N,ныбэ́,čoavji
125,Bauch::N,ныбэ́,čuáv'ji
126,Bauch::N,ныбэ́,čåu´jj
127,Bauch::N,ныбэ́,чо̄ввьй
128,Busen::N,бгъэ́,boenge
129,Busen::N,бгъэ́,bållå
130,Busen::N,бгъэ́,čižži
131,Busen::N,бгъэ́,njamma
132,Busen::N,бгъэ́,njižže
133,Busen::N,бгъэ́,nje´ǯǯ
134,Busen::N,бгъэ́,раннҍт
135,Brust::N,бгъэ́,mïelke
136,Brust::N,бгъэ́,radde
137,Brust::N,бгъэ́,mielgga
138,Brust::N,бгъэ́,raddi
139,Brust::N,бгъэ́,radde
140,Brust::N,бгъэ́,râ´dd
141,Brust::N,бгъэ́,раннҍт
142,Schulter::N,блыпкъ,åelkie
143,Schulter::N,блыпкъ,oalgge
144,Schulter::N,блыпкъ,hárdu
145,Schulter::N,блыпкъ,ärdee
146,Schulter::N,блыпкъ,uál'gi
147,Schulter::N,блыпкъ,a´rddi
148,Schulter::N,блыпкъ,vuä´lǧǧ
149,Schulter::N,блыпкъ,вуэллык
150,Arm::N,ӏэ,gïete
151,Arm::N,ӏэ,giehta
152,Arm::N,ӏэ,giehta
153,Arm::N,ӏэ,kietâ
154,Arm::N,ӏэ,kie'tâkaaṿâ
155,Arm::N,ӏэ,ǩiõtt
156,Arm::N,ӏэ,кӣдт
157,Ellenbogen::N,ӏэнтэ́гъу,gernjere
158,Ellenbogen::N,ӏэнтэ́гъу,garŋŋel
159,Ellenbogen::N,ӏэнтэ́гъу,gargŋil
160,Ellenbogen::N,ӏэнтэ́гъу,käŋŋir
161,Ellenbogen::N,ӏэнтэ́гъу,kõõnjâr
162,Ellenbogen::N,ӏэнтэ́гъу,карьнэль
163,Hand::N,ӏэтхьэцу,gïete
164,Hand::N,ӏэтхьэцу,giehta
165,Hand::N,ӏэтхьэцу,giehta
166,Hand::N,ӏэтхьэцу,kietâ
167,Hand::N,ӏэтхьэцу,ǩiõtt
168,Hand::N,ӏэтхьэцу,кӣдт
169,Handfläche::N,ӏэ́гу,gïeten-låapoe
170,Handfläche::N,ӏэ́гу,giehtavuodo
171,Handfläche::N,ӏэ́гу,tjårmmåvuodo
172,Handfläche::N,ӏэ́гу,giehtaloahpu
173,Handfläche::N,ӏэ́гу,kiämád
174,Handfläche::N,ӏэ́гу,kuámmir
175,Handfläche::N,ӏэ́гу,kuä´m'mer
176,Handfläche::N,ӏэ́гу,ǩiõttǩeä´m'men
177,Handfläche::N,ӏэ́гу,ко̄а̄ллдэгк
178,Handfläche::N,ӏэ́гу,кӣдткоалдэгк
179,Finger::N,ӏэхъуа́мб,soerme
180,Finger::N,ӏэхъуа́мб,tjuvdde
181,Finger::N,ӏэхъуа́мб,suorbma
182,Finger::N,ӏэхъуа́мб,čuvde
183,Finger::N,ӏэхъуа́мб,suor'mâ
184,Finger::N,ӏэхъуа́мб,suõrmm
185,Finger::N,ӏэхъуа́мб,це̄ххп
186,Fingernagel::N,ӏэбжъа́н,gadtse
187,Fingernagel::N,ӏэбжъа́н,guehpere
188,Fingernagel::N,ӏэбжъа́н,gadtsa
189,Fingernagel::N,ӏэбжъа́н,gazza
190,Fingernagel::N,ӏэбжъа́н,kozzâ
191,Fingernagel::N,ӏэбжъа́н,kõʒʒ
192,Fingernagel::N,ӏэбжъа́н,кэ̄ннц
193,Nagel[Anatomie]::N,ӏэбжъа́н,gadtse
194,Nagel[Anatomie]::N,ӏэбжъа́н,guehpere
195,Nagel[Anatomie]::N,ӏэбжъа́н,gadtsa
196,Nagel[Anatomie]::N,ӏэбжъа́н,gazza
197,Nagel[Anatomie]::N,ӏэбжъа́н,kozzâ
198,Nagel[Anatomie]::N,ӏэбжъа́н,kõʒʒ
199,Nagel[Anatomie]::N,ӏэбжъа́н,кэ̄ннц
200,Zeh::N,ӏэхъуа́мб,tjiehtjere
201,Zeh::N,ӏэхъуа́мб,juolggetjuvdde
202,Zeh::N,ӏэхъуа́мб,juolgesuorbma
203,Zeh::N,ӏэхъуа́мб,jyel'gisuor'mâ
204,Zeh::N,ӏэхъуа́мб,jue´lǧǧsuõrmm
205,Zeh::N,ӏэхъуа́мб,ю̄лльк-це̄һп
206,Fuß::N,лъэгу,juelkie
207,Fuß::N,лъэгу,juolgge
208,Fuß::N,лъэгу,juolgi
209,Fuß::N,лъэгу,jyel'gi
210,Fuß::N,лъэгу,jue´lǧǧ
211,Fuß::N,лъэгу,ла̄бпь
212,Ferse::N,лъэдакъэ,båetskie
213,Ferse::N,лъэдакъэ,boasske
214,Ferse::N,лъэдакъэ,šušmi
215,Ferse::N,лъэдакъэ,šušme
216,Ferse::N,лъэдакъэ,jue´lǧǧkädd
217,Ferse::N,лъэдакъэ,ка̄ннт
218,Knie::N,лъагуа́ндж,boelve
219,Knie::N,лъагуа́ндж,buolvva
220,Knie::N,лъагуа́ндж,čibbi
221,Knie::N,лъагуа́ндж,veaŋki
222,Knie::N,лъагуа́ндж,iidâ
223,Knie::N,лъагуа́ндж,puõlvv
224,Knie::N,лъагуа́ндж,пуллв
225,Oberschenkel::N,ко,ruaksja
226,Oberschenkel::N,ко,tjibbe
227,Oberschenkel::N,ко,gassaváhkká
228,Oberschenkel::N,ко,badjeváhkáa
229,Oberschenkel::N,ко,čuár'bpeeḷi
230,Oberschenkel::N,ко,če´bb
231,Oberschenkel::N,ко,чуаррбе̄лль
232,Bein::N,лъакъо́,juelkie
233,Bein::N,лъакъо́,juolgge
234,Bein::N,лъакъо́,juolgi
235,Bein::N,лъакъо́,jyel'gi
236,Bein::N,лъакъо́,jue´lǧǧ
237,Bein::N,лъакъо́,ю̄лльк
238,Körper::N,пкъышъол,kråahpe
239,Körper::N,пкъышъол,rumáj
240,Körper::N,пкъышъол,rumaš
241,Körper::N,пкъышъол,ruumâš
242,Körper::N,пкъышъол,rå´pp
243,Körper::N,пкъышъол,лышшьк
244,Körper::N,пкъышъол,роаӈӈьк
245,Haut::N,кӏы́шъу,njaltja
246,Haut::N,кӏы́шъу,lijkke
247,Haut::N,кӏы́шъу,tjuobma
248,Haut::N,кӏы́шъу,liiki
249,Haut::N,кӏы́шъу,liške
250,Haut::N,кӏы́шъу,le´šǩǩ
251,Haut::N,кӏы́шъу,лышшьк
252,Blut::N,лъы,vïrre
253,Blut::N,лъы,maelie
254,Blut::N,лъы,varra
255,Blut::N,лъы,varra
256,Blut::N,лъы,vorrâ
257,Blut::N,лъы,võrr
258,Blut::N,лъы,вэ̄рр
259,Ader::N,льытф,åerie
260,Ader::N,льытф,aajroe
261,Ader::N,льытф,suodna
262,Ader::N,льытф,varrasuotna
263,Ader::N,льытф,suoṇâ
264,Ader::N,льытф,suõnn
265,Ader::N,льытф,сӯнн
266,Sehne::N,фэ,soene
267,Sehne::N,фэ,gåårtenje
268,Sehne::N,фэ,suodna
269,Sehne::N,фэ,suotna
270,Sehne::N,фэ,suoṇâ
271,Sehne::N,фэ,suõnn
272,Sehne::N,фэ,сӯнн
273,Knochen::N,къупшъхьэ́,måara
274,Knochen::N,къупшъхьэ́,måaroe
275,Knochen::N,къупшъхьэ́,dákte
276,Knochen::N,къупшъхьэ́,dákti
277,Knochen::N,къупшъхьэ́,tähti
278,Knochen::N,къупшъхьэ́,tä´htt
279,Knochen::N,къупшъхьэ́,та̄ххт
280,Knochen::N,къупшъхьэ́,та̄ффьт
281,Gehirn::N,куцӏы,aajla
282,Gehirn::N,куцӏы,vuojŋam
283,Gehirn::N,куцӏы,vuoigŋašat
284,Gehirn::N,куцӏы,vuoi'ŋâšeh
285,Gehirn::N,куцӏы,vuo'ivâšneh
286,Gehirn::N,куцӏы,vuõivâšn
287,Gehirn::N,куцӏы,вуэййвэшна
288,Herz::N,гу,vaajmoe
289,Herz::N,гу,tsåhke
290,Herz::N,гу,váibmu
291,Herz::N,гу,váimu
292,Herz::N,гу,čââ´đ
293,Herz::N,гу,кӯттҌк
294,Magen::N,мышкӏу,tjåejjie
295,Magen::N,мышкӏу,tjoajvve
296,Magen::N,мышкӏу,čoavji
297,Magen::N,мышкӏу,čuáv'ji
298,Magen::N,мышкӏу,čåu´jj
299,Magen::N,мышкӏу,чо̄ввьй
300,Leber::N,шӏу,mueksie
301,Leber::N,шӏу,librre
302,Leber::N,шӏу,vuoivvas
303,Leber::N,шӏу,vuoivâs
304,Leber::N,шӏу,vuõivâs
305,Leber::N,шӏу,вуйвас
306,Atem::N,къэщэныр,voejngehtasse
307,Atem::N,къэщэныр,båssånis
308,Atem::N,къэщэныр,vuojŋadahka
309,Atem::N,къэщэныр,vuoiŋŋahat
310,Atem::N,къэщэныр,vuo'iŋâstim
311,Atem::N,къэщэныр,jiõg'g
312,Atem::N,къэщэныр,вӯйнас
313,Atem::N,къэщэныр,вӯййнмушш
314,Hunger::N,гъаблэ́,nielkie
315,Hunger::N,гъаблэ́,nielgge
316,Hunger::N,гъаблэ́,nealgi
317,Hunger::N,гъаблэ́,nelgi
318,Hunger::N,гъаблэ́,neä´lǧǧ
319,Hunger::N,гъаблэ́,не̄лльк
320,Träne::N,нэпсы,gïknjele
321,Träne::N,нэпсы,ganjál
322,Träne::N,нэпсы,ganjal
323,Träne::N,нэпсы,koonjâl
324,Träne::N,нэпсы,kõõnjâl
325,Träne::N,нэпсы,кэ̄нял
326,Geschmack::N,ӏэшӏугъа́кӏ,aelmie
327,Geschmack::N,ӏэшӏугъа́кӏ,muosse
328,Geschmack::N,ӏэшӏугъа́кӏ,smáhkka
329,Geschmack::N,ӏэшӏугъа́кӏ,máhku
330,Geschmack::N,ӏэшӏугъа́кӏ,smáhkka
331,Geschmack::N,ӏэшӏугъа́кӏ,mááhu
332,Geschmack::N,ӏэшӏугъа́кӏ,smakkâ
333,Geschmack::N,ӏэшӏугъа́кӏ,njõõd
334,Geschmack::N,ӏэшӏугъа́кӏ,smääkk
335,Geschmack::N,ӏэшӏугъа́кӏ,ня̄лльк
336,Geruch::N,мэ,haaje
337,Geruch::N,мэ,habjja
338,Geruch::N,мэ,hádja
339,Geruch::N,мэ,opsâ
340,Geruch::N,мэ,haajâ
341,Geruch::N,мэ,õpss
342,Geruch::N,мэ,haajj
343,Geruch::N,мэ,апс
344,Geruch::N,мэ,лэ̄гк
345,Schlaf::N,пчыхьы́пӏ,nahkerh
346,Schlaf::N,пчыхьы́пӏ,nager
347,Schlaf::N,пчыхьы́пӏ,oados
348,Schlaf::N,пчыхьы́пӏ,nagir
349,Schlaf::N,пчыхьы́пӏ,naṿer
350,Schlaf::N,пчыхьы́пӏ,nââ´er
351,Schlaf::N,пчыхьы́пӏ,нагерь
352,Traum::N,пчыхьы́пӏ,nahkere
353,Traum::N,пчыхьы́пӏ,niehko
354,Traum::N,пчыхьы́пӏ,niehku
355,Traum::N,пчыхьы́пӏ,naṿer
356,Traum::N,пчыхьы́пӏ,nââ´er
357,Traum::N,пчыхьы́пӏ,нагерь
358,Himmel::N,уашъо́,elmie
359,Himmel::N,уашъо́,almme
360,Himmel::N,уашъо́,albmi
361,Himmel::N,уашъо́,alme
362,Himmel::N,уашъо́,â´lmm
363,Himmel::N,уашъо́,алльм
364,Sonne::N,тыгъэ,biejjie
365,Sonne::N,тыгъэ,bæjvásj
366,Sonne::N,тыгъэ,beaivváš
367,Sonne::N,тыгъэ,peivi
368,Sonne::N,тыгъэ,piäiváš
369,Sonne::N,тыгъэ,pei´vv
370,Sonne::N,тыгъэ,пе̄ййв
371,Mond::N,мазэ,aske
372,Mond::N,мазэ,mánno
373,Mond::N,мазэ,mánnu
374,Mond::N,мазэ,máánu
375,Mond::N,мазэ,mään
376,Mond::N,мазэ,ма̄нн
377,Stern::N,жъуагъо́,daasta
378,Stern::N,жъуагъо́,naestie
379,Stern::N,жъуагъо́,násste
380,Stern::N,жъуагъо́,násti
381,Stern::N,жъуагъо́,täsni
382,Stern::N,жъуагъо́,tä´snn
383,Stern::N,жъуагъо́,та̄ссьт
384,Luft::N,жьы,elmie
385,Luft::N,жьы,ájmmo
386,Luft::N,жьы,áibmu
387,Luft::N,жьы,áimu
388,Luft::N,жьы,šõŋŋ
389,Luft::N,жьы,вӯйнас
390,Wind::N,жьыбгъэ́,bïegke
391,Wind::N,жьыбгъэ́,biegga
392,Wind::N,жьыбгъэ́,biegga
393,Wind::N,жьыбгъэ́,pieg'gâ
394,Wind::N,жьыбгъэ́,piõg'g
395,Wind::N,жьыбгъэ́,пӣӈӈк
396,Welle::N,ор,baaroe
397,Welle::N,ор,bárro
398,Welle::N,ор,bárru
399,Welle::N,ор,pááṛu
400,Welle::N,ор,päärr
401,Welle::N,ор,нэ̄ммп
402,Welle::N,оры,baaroe
403,Welle::N,оры,bárro
404,Welle::N,оры,bárru
405,Welle::N,оры,pááṛu
406,Welle::N,оры,päärr
407,Welle::N,оры,нэ̄ммп
408,Wasser::N,псы,tjaetsie
409,Wasser::N,псы,tjáhtje
410,Wasser::N,псы,čáhci
411,Wasser::N,псы,čääci
412,Wasser::N,псы,čää´cc
413,Wasser::N,псы,ча̄дзь
414,Stein::N,мыжъо́,gierkie
415,Stein::N,мыжъо́,giergge
416,Stein::N,мыжъо́,geađgi
417,Stein::N,мыжъо́,keđgi
418,Stein::N,мыжъо́,ǩeä´dǧǧ
419,Stein::N,мыжъо́,ке̄ддҌк
420,Boden::N,чӏ́ыгу,betnie
421,Boden::N,чӏ́ыгу,ednam
422,Boden::N,чӏ́ыгу,bodni
423,Boden::N,чӏ́ыгу,vuođđu
424,Boden::N,чӏ́ыгу,ponne
425,Boden::N,чӏ́ыгу,vuáđ̣u
426,Boden::N,чӏ́ыгу,vuâđđ
427,Boden::N,чӏ́ыгу,лаввьн
428,Boden::N,чӏ́ыгу,е̄ммьне
429,Erde::N,чӏ́ыгу,jåarta
430,Erde::N,чӏ́ыгу,mueltie
431,Erde::N,чӏ́ыгу,ednam
432,Erde::N,чӏ́ыгу,mållde
433,Erde::N,чӏ́ыгу,eana
434,Erde::N,чӏ́ыгу,eennâm
435,Erde::N,чӏ́ыгу,mädd
436,Erde::N,чӏ́ыгу,jânnam
437,Erde::N,чӏ́ыгу,е̄ммьне
438,Staub::N,сап,heblie
439,Staub::N,сап,tsumhtsie
440,Staub::N,сап,dubme
441,Staub::N,сап,dopmu
442,Staub::N,сап,kovjâ
443,Staub::N,сап,põõ´l
444,Staub::N,сап,кэ̄ббьй
445,Rauch::N,ӏугъо́,soeve
446,Rauch::N,ӏугъо́,suovva
447,Rauch::N,ӏугъо́,suovva
448,Rauch::N,ӏугъо́,suoṿâ
449,Rauch::N,ӏугъо́,suõvv
450,Rauch::N,ӏугъо́,сӯвв
451,Funke::N,мэшӏуа́ч,naestie
452,Funke::N,мэшӏуа́ч,tjuonam
453,Funke::N,мэшӏуа́ч,čuotnan
454,Funke::N,мэшӏуа́ч,čuođâlm
455,Funke::N,мэшӏуа́ч,iiskâr
456,Funke::N,мэшӏуа́ч,čuõzzâm
457,Funke::N,мэшӏуа́ч,чӯссэм
458,Feuer::N,машӏо́,dålle
459,Feuer::N,машӏо́,dållå
460,Feuer::N,машӏо́,dolla
461,Feuer::N,машӏо́,tullâ
462,Feuer::N,машӏо́,toll
463,Feuer::N,машӏо́,то̄лл
464,Licht::N,нэфы,tjoevke
465,Licht::N,нэфы,tjuovgga
466,Licht::N,нэфы,čuovga
467,Licht::N,нэфы,čuovggas
468,Licht::N,нэфы,čuoṿâ
469,Licht::N,нэфы,toll
470,Licht::N,нэфы,čuõvv
471,Licht::N,нэфы,то̄лл
472,Licht::N,нэфын,tjoevke
473,Licht::N,нэфын,tjuovgga
474,Licht::N,нэфын,čuovga
475,Licht::N,нэфын,čuovggas
476,Licht::N,нэфын,čuoṿâ
477,Licht::N,нэфын,toll
478,Licht::N,нэфын,čuõvv
479,Licht::N,нэфын,то̄лл
480,Schatten::N,жьау́,skugkie
481,Schatten::N,жьау́,soejvene
482,Schatten::N,жьау́,irkes
483,Schatten::N,жьау́,sieges
484,Schatten::N,жьау́,itku
485,Schatten::N,жьау́,suoivâ
486,Schatten::N,жьау́,õõtt
487,Schatten::N,жьау́,ǩeeu´niǩ
488,Schatten::N,жьау́,кывьнэхь
489,Schatten::N,ныбжьыкъу,skugkie
490,Schatten::N,ныбжьыкъу,soejvene
491,Schatten::N,ныбжьыкъу,irkes
492,Schatten::N,ныбжьыкъу,sieges
493,Schatten::N,ныбжьыкъу,itku
494,Schatten::N,ныбжьыкъу,suoivâ
495,Schatten::N,ныбжьыкъу,õõtt
496,Schatten::N,ныбжьыкъу,ǩeeu´niǩ
497,Schatten::N,ныбжьыкъу,кывьнэхь
498,Nebel::N,пща́гъу,såavla
499,Nebel::N,пща́гъу,mearhka
500,Nebel::N,пща́гъу,murkko
501,Nebel::N,пща́гъу,mierkká
502,Nebel::N,пща́гъу,mierká
503,Nebel::N,пща́гъу,miär'kká
504,Nebel::N,пща́гъу,oṃo
505,Nebel::N,пща́гъу,sue´lnn
506,Nebel::N,пща́гъу,цӣгк
507,Nebel::N,пща́гъу,сулльн
508,Wolke::N,ошъуапщэ,balve
509,Wolke::N,ошъуапщэ,balvva
510,Wolke::N,ошъуапщэ,balva
511,Wolke::N,ошъуапщэ,polvâ
512,Wolke::N,ошъуапщэ,põlvv
513,Wolke::N,ошъуапщэ,пэллв
514,Regen::N,ощхы,ebrie
515,Regen::N,ощхы,harvve
516,Regen::N,ощхы,arvi
517,Regen::N,ощхы,arve
518,Regen::N,ощхы,â´brr
519,Regen::N,ощхы,аббьр
520,Schnee::N,осы́,lopme
521,Schnee::N,осы́,moehtege
522,Schnee::N,осы́,muohta
523,Schnee::N,осы́,muohta
524,Schnee::N,осы́,muotâ
525,Schnee::N,осы́,muõtt
526,Schnee::N,осы́,вэ̄дз
527,Schnee::N,осы́,куэллт
528,Eis::N,мылы,jïenge
529,Eis::N,мылы,jiegŋa
530,Eis::N,мылы,jiekŋa
531,Eis::N,мылы,jieŋ̣â
532,Eis::N,мылы,jiõŋŋ
533,Eis::N,мылы,ӣӈӈ
534,Kälte::N,чъыӏэ́,jueskie
535,Kälte::N,чъыӏэ́,tjåetskeme
536,Kälte::N,чъыӏэ́,tjoasskem
537,Kälte::N,чъыӏэ́,čoaskin
538,Kälte::N,чъыӏэ́,ko'lmâsvuotâ
539,Kälte::N,чъыӏэ́,ijss
540,Kälte::N,чъыӏэ́,čuä´cǩǩem
541,Kälte::N,чъыӏэ́,tuârggnjõs
542,Kälte::N,чъыӏэ́,кэ̄лмас
543,Hitze::N,фэба́е,baahke
544,Hitze::N,фэба́е,báhkka
545,Hitze::N,фэба́е,báhkka
546,Hitze::N,фэба́е,pakkâ
547,Hitze::N,фэба́е,kuṃe
548,Hitze::N,фэба́е,paašt
549,Hitze::N,фэба́е,жоарр
550,Regenbogen::N, лэгъупэкъо́пс,aatjan goengere
551,Regenbogen::N, лэгъупэкъо́пс,aatjan joekse
552,Regenbogen::N, лэгъупэкъо́пс,ádjájuoksa
553,Regenbogen::N, лэгъупэкъо́пс,arvedávgi
554,Regenbogen::N, лэгъупэкъо́пс,bajándávgi
555,Regenbogen::N, лэгъупэкъо́пс,äijihtävgi
556,Regenbogen::N, лэгъупэкъо́пс,teârmmazjohss
557,Regenbogen::N, лэгъупэкъо́пс,тӣрмесью̄ккс
558,Donner::N,шыблэ́,raejrie
559,Donner::N,шыблэ́,átjek
560,Donner::N,шыблэ́,átjárájdde
561,Donner::N,шыблэ́,áddjá
562,Donner::N,шыблэ́,baján
563,Donner::N,шыблэ́,juuṛâ
564,Donner::N,шыблэ́,tie´rmes
565,Donner::N,шыблэ́,тӣрмесь
566,Donner::N,шыблэ́,ча̄ркнэгк
567,Strömung::N,ток,njuvvie
568,Strömung::N,ток,ájggedáhpe
569,Strömung::N,ток,rávdnji
570,Strömung::N,ток,virde
571,Strömung::N,ток,ve´rdd
572,Strömung::N,ток,выррьт
573,Tropfen::N,ткӏопс,gåajhkohts
574,Tropfen::N,ткӏопс,gåjkudis
575,Tropfen::N,ткӏопс,goaikkanas
576,Tropfen::N,ткӏопс,čalme
577,Tropfen::N,ткӏопс,čâ´lmm
578,Tropfen::N,ткӏопс,ча̄лльм
579,Tropfen::N,гъуаткӏу,gåajhkohts
580,Tropfen::N,гъуаткӏу,gåjkudis
581,Tropfen::N,гъуаткӏу,goaikkanas
582,Tropfen::N,гъуаткӏу,čalme
583,Tropfen::N,гъуаткӏу,čâ´lmm
584,Tropfen::N,гъуаткӏу,ча̄лльм
585,Schaum::N,тхъурбэ,sapte
586,Schaum::N,тхъурбэ,såpptå
587,Schaum::N,тхъурбэ,sokta
588,Schaum::N,тхъурбэ,suptâ
589,Schaum::N,тхъурбэ,soptt
590,Schaum::N,тхъурбэ,со̄ппт
591,Schmutz::N,псынжъы,haaskoe
592,Schmutz::N,псынжъы,duolvva
593,Schmutz::N,псынжъы,duolva
594,Schmutz::N,псынжъы,durdi
595,Schmutz::N,псынжъы,stänži
596,Schmutz::N,псынжъы,sähss
597,Schmutz::N,псынжъы,са̄ккьс
598,Schmutz::N,псынжъы,не̄шшь
599,See::N,хыку́м,jaevrie
600,See::N,хыку́м,jávrre
601,See::N,хыку́м,jávri
602,See::N,хыку́м,jävri
603,See::N,хыку́м,jâu´rr
604,See::N,хыку́м,я̄ввьр
605,See::N,псыхъура́й,jaevrie
606,See::N,псыхъура́й,jávrre
607,See::N,псыхъура́й,jávri
608,See::N,псыхъура́й,jävri
609,See::N,псыхъура́й,jâu´rr
610,See::N,псыхъура́й,я̄ввьр
611,Sumpf::N,орыжъ,pluevie
612,Sumpf::N,орыжъ,áhpe
613,Sumpf::N,орыжъ,sæmssa
614,Sumpf::N,орыжъ,jeaggi
615,Sumpf::N,орыжъ,jeggi
616,Sumpf::N,орыжъ,jeä´ǧ'ǧ
617,Sumpf::N,орыжъ,ла̄ммьп
618,Moor::N,орыжъ,pluevie
619,Moor::N,орыжъ,jiegge
620,Moor::N,орыжъ,suotnju
621,Moor::N,орыжъ,karrii
622,Moor::N,орыжъ,kä´rev
623,Moor::N,орыжъ,veättaǩ
624,Moor::N,орыжъ,ла̄ммьп
625,Wiese::N,хъупӏэ́,ïentje
626,Wiese::N,хъупӏэ́,giedde
