,Concept_ID,sq,pl
614,September::N,shtator,wrzesień
615,Oktober::N,tetor,październik
616,November::N,nëntor,listopad
617,Dezember::N,dhjetor,grudzień
618,Montag::N,hënë,poniedziałek
619,Dienstag::N,martë,wtorek
620,Mittwoch::N,mërkurë,środa
621,Donnerstag::N,enjte,czwartek
622,Freitag::N,premte,piątek
623,Samstag::N,shtunë,sobota
624,Sonntag::N,diel,niedziela
625,groß::A,madh,duży
626,groß::A,madh,wielki
627,klein::A,vogël,mały
628,lang::A,gjatë,długi
629,kurz::A,shkurtër,krótki
630,breit::A,gjerë,szeroki
631,schmal::A,ngushtë,wąski
632,dicht::A,dendur,gęsty
633,dick[Gegenstand]::A,trashë,gruby
634,dünn::A,hollë,cienki
635,fein::A,imët,drobny
636,fest::A,fortë,mocny
637,fest::A,fortë,twardy
638,flach::A,sheshtë,płaski
639,glatt::A,rrafshët,gładki
640,hart::A,fortë,twardy
641,weich::A,butë,miękki
642,rund::A,rrumbullakët,okrągły
643,spitz::A,majëmprehtë,spiczasty
644,scharf::A,mprehtë,ostry
645,stumpf::A,topitur,tępy
646,schwer::A,rëndë,ciężki
647,schön::A,bukur,ładny
648,schön::A,bukur,piękny
649,heiß::A,nxehtë,gorący
650,warm::A,ngrohtë,ciepły
651,kalt::A,ftohtë,zimny
652,kühl::A,freskët,chłodny
653,frisch::A,pastër,świeży
654,feucht::A,lagësht,wilgotny
655,nass::A,lagur,mokry
656,trocken::A,thatë,suchy
657,voll::A,plotë,pełny
658,leer::A,bosh,pusty
659,leer::A,bosh,próżny
660,leer::A,zbrazët,pusty
661,leer::A,zbrazët,próżny
662,offen::A,hapur,otwarty
663,geschlossen::A,mbyllur,zamknięty
664,sauber::A,dëlirë,czysty
665,schmutzig::A,ndyrë,brudny
666,roh::A,gjallë,surowy
667,reif::A,arrirë,dojrzały
668,lecker::A,shijshëm,smaczny
669,süß::A,ëmbël,słodki
670,bitter::A,hidhur,gorzki
671,sauer::A,thartë,kwaśny
672,hell::A,me dritë,jasny
673,dunkel::A,errët,ciemny
674,schwarz::A,i zi,czarny
675,weiß::A,bardhë,biały
676,rot::A,kuq,czerwony
677,gelb::A,verdhë,żółty
678,blau::A,blu,błękitny
679,blau::A,blu,niebieski
680,blau::A,kaltër,błękitny
681,blau::A,kaltër,niebieski
682,grün::A,blertë,zielony
683,grün::A,gjelbër,zielony
684,grau::A,hirtë,szary
685,grau::A,bojë hiri,szary
686,bunt::A,shumëngjyrëshëm,barwny
687,billig::A,lirë,tani
688,teuer::A,shtrenjtë,drogi
689,wertvoll::A,çmuar,cenny
690,wertvoll::A,vlershëm,cenny
691,blind::A,qorr,ślepy
692,blind::A,verbër,ślepy
693,taub::A,shurdhër,głuchy
694,kräftig::A,fuqishëm,mocny
695,stark::A,fortë,silny
696,schwach::A,dobët,słaby
697,fett::A,dhjamur,tłusty
698,schlank::A,hollë,smukły
699,hübsch::A,bukur,ładny
700,hübsch::A,hijshëm,ładny
701,böse::A,keq,zły
702,dumm::A,teveqel,głupi
703,faul::A,dembel,leniwy
704,fleißig::A,zellshëm,pilny
705,geizig::A,kurnac,skąpy
706,geizig::A,dorështrënguar,skąpy
707,klug::A,mençur,mądry
708,geschickt::A,aftë,zręczny
709,lieb::A,dashur,miły
710,lustig::A,gëzuar,wesoły
711,sanft::A,butë,łagodny
712,hungrig::A,uritur,głodny
713,krank::A,sëmurë,chory
714,nackt::A,lakuriq,nagi
715,nackt::A,zhveshur,nagi
716,traurig::A,trishtuar,smutny
717,lebendig::A,gjallë,żywy
718,gut::A,mirë,dobry
719,schlecht::A,keq,zły
720,richtig::A,drejtë,słuszny
721,richtig::A,drejtë,właściwy
722,schlimm::A,keq,zły
723,wahr::A,vërtetë,prawdziwy
724,alt::A,vjetër,stary
725,neu::A,i ri,nowy
726,ehemalig::A,dikurshëm,były
727,alt[Lebewesen]::A,plak,stary
728,jung::A,i ri,młody
729,arm::A,varfër,ubogi
730,arm::A,varfër,biedny
731,arm::A,vobektë,ubogi
732,arm::A,vobektë,biedny
733,reich::A,pasur,bogaty
734,bekannt::A,njohur,znany
735,berühmt::A,famshëm,słynny
736,fremd::A,huaj,obcy
737,fremd::A,huaj,cudzy
738,verschieden::A,ndryshëm,różny
739,nah::A,afërt,bliski
740,fern::A,largët,daleki
741,linker::A,majtë,lewy
742,rechter::A,djathtë,prawy
743,anderer::A,tjetër,inny
744,erster::A,parë,pierwszy
745,zweiter::A,dytë,drugi
746,dritter::A,i tretë,trzeci
747,letzter::A,fundit,ostatni
748,allein::ADV,vetëm,sam
749,auf einmal::ADV,njëkohësisht,naraz
750,zusammen::ADV,bashkë,razem
751,zusammen::ADV,së bashku,razem
752,lange::ADV,për një kohë të gjatë,długo
753,plötzlich::ADV,befas,nagle
754,sofort::ADV,menjëherë,natychmiast
755,sofort::ADV,aty për aty,natychmiast
756,später::ADV,më vonë,później
757,jetzt::ADV,tash,teraz
758,jetzt::ADV,tash,obecnie
759,heute::ADV,sot,dziś
760,heute::ADV,sot,dzisiaj
761,morgen::ADV,nesër,jutro
762,bald::ADV,shpejt,wkrótce
763,bald::ADV,së shpejti,wkrótce
764,dann::ADV,pastaj,potem
765,gestern::ADV,dje,wczoraj
766,einst::ADV,dikur,kiedyś
767,einst::ADV,dikur,niegdyś
768,damals::ADV,atëherë,wtedy
769,damals::ADV,atëherë,wówczas
770,danach::ADV,mandej,następnie
771,vorher::ADV,më parë,przedtem
772,zuerst::ADV,së pari,naprzód
773,zuerst::ADV,së pari,najpierw
774,einmal::ADV,njëherë,raz
775,manchmal::ADV,nganjëherë,czasem
776,oft::ADV,shpesh,często
777,immer::ADV,përherë,zawsze
778,immer::ADV,gjithnjë,zawsze
779,niemals::ADV,kurrë,nigdy
780,niemals::ADV,asnjëherë,nigdy
781,hier::ADV,këtu,tu
782,hier::ADV,këtu,tutaj
783,hierhin::ADV,knej,tu
784,von hier::ADV,që këtej,stąd
785,von hier::ADV,prej këtej,stąd
786,dort::ADV,aty,tam
787,dort::ADV,atje,tam
788,dorthin::ADV,anej,tam
789,geradeaus::ADV,drejt,prosto
790,vorwärts::ADV,mbroth,naprzód
791,vorwärts::ADV,përpara,naprzód
792,rückwärts::ADV,mbrapsht,wstecz
793,zurück::ADV,prapa,z powrotem
794,zurück::ADV,mbrapsht,z powrotem
795,unten::ADV,poshtë,u dołu
796,unten::ADV,poshtë,na dole
797,hinab::ADV,përposh,na_dół
798,hinab::ADV,përposh,w_dół
799,oben::ADV,lart,w górze
800,oben::ADV,lart,na górze
801,oben::ADV,sipër,w górze
802,oben::ADV,sipër,na górze
803,hinauf::ADV,lart,w górę
