,Concept_ID,os,ga
91,Feuer::N,зынг,tine
92,Licht::N,рухс,solas
93,Schatten::N,аууон,scáth
94,Wetter::N,боныхъӕд,aimsir
95,Nebel::N,мигъ,ceo
96,Wolke::N,ӕврагъ,néal
97,Wolke::N,ӕврагъ,scamall
98,Regen::N,уарын,báisteach
99,Regen::N,уарын,fearthainn
100,Schnee::N,мит,sneachta
101,Eis::N,их,oighear
102,Frost::N,ихæн,sioc
103,Kälte::N,уазал,fuacht
104,Hitze::N,ӕнтӕф,teas
105,Hitze::N,ӕнтӕф,teocht
106,Raureif::N,халас,sioc bán
107,Regenbogen::N,арвырон,stua ceatha
108,Regenbogen::N,арвырон,bogha báistí
109,Regenbogen::N,арвырдын,stua ceatha
110,Regenbogen::N,арвырдын,bogha báistí
111,Donner::N,æрвнæрын,toirneach
112,Strömung::N,цыд,sruth
113,Tropfen::N,æртах,deoir
114,Schaum::N,фынк,cúr
115,Schmutz::N,цъыф,salachar
116,See::N,цад,loch
117,Sumpf::N,цъыфдзаст,portach
118,Moor::N,цъыфдзаст,caorán
119,Moor::N,цъыфдзаст,móinteán
120,Wiese::N,уыгӕрдӕн,cluain
121,Wiese::N,уыгӕрдӕн,móinéar
122,Wald::N,хъӕд,coill
123,Wald::N,хъӕд,foraois
124,Hügel::N,обау,ard
125,Hügel::N,къуыбыр,ard
126,Anhöhe::N,уæлвæз,ard
127,Anhöhe::N,уæлвæз,ardán
128,Anhöhe::N,уæлхох,ard
129,Anhöhe::N,уæлхох,ardán
130,Berg::N,хох,sliabh
131,Gipfel::N,цъупп,barr
132,Gipfel::N,цъупп,mullach
133,Höhle::N,лӕгӕт,uaimh
134,Höhle::N,лӕгӕт,pluais
135,Abhang::N,къул,fána
136,Quelle::N,суадон,foinse
137,Bach::N,мӕсчъыдон,sruthán
138,Fluss::N,дон,abhainn
139,Fluss::N,цӕугӕдон,abhainn
140,Ufer::N,был,bruach
141,Küste::N,донбыл,cósta
142,Küste::N,донбыл,cladach
143,Festland::N,сурзæхх,míntír
144,Meer::N,денджыз,muir
145,Meer::N,денджыз,farraige
146,Bucht::N,донбакæлæн,bá
147,Bucht::N,донбакæлæн,cuan
148,Insel::N,сакъадах,inis
149,Insel::N,сакъадах,oileán
150,Blume::N,дидинӕг,bláth
151,Gras::N,кӕрдӕг,féar
152,Wurzel::N,уидаг,rúta
153,Wurzel::N,уидаг,fréamh
154,Baum::N,бӕлас,crann
155,Stamm::N,хӕтӕл,stoc
156,Stamm::N,хӕтӕл,tamhan
157,Rinde::N,цъар,coirt
158,Rinde::N,цъар,craiceann
159,Ast::N,арх,géag
160,Zweig::N,къалиу,géag
161,Zweig::N,къалиу,craobh
162,Blatt::N,сыф,duille
163,Blatt::N,сыф,duilleog
164,Birke::N,бæрз,beith
165,Birke::N,бæрз,crann beithe
166,Kiefer[Baum]::N,нӕзы,péine
167,Weide[Baum]::N,хӕрис,saileach
168,Tanne::N,наз,giúis
169,Horn::N,сыкъа,adharc
170,Feder::N,сис,cleite
171,Fell::N,царм,clúmh
172,Flügel::N,базыр,eite
173,Flügel::N,базыр,sciathán
174,Klaue::N,ных,crúb
175,Klaue::N,ных,crobh
176,Kralle::N,дзӕмбы,crobh
177,Schwanz::N,къӕдзил,eireaball
178,Ei::N,айк,ubh
179,Nest::N,ахстон,nead
180,Bau::N,хуынкъ,brocais
181,Tier::N,сырд,ainmhí
182,Tier::N,сырд,beithíoch
183,Tier::N,цӕрӕгой,ainmhí
184,Tier::N,цӕрӕгой,beithíoch
185,Herde::N,дзуг,tréad
186,Herde::N,рӕгъау,tréad
187,Kuh::N,хъуг,bó
188,Bulle::N,гал,tarbh
189,Pferd::N,бӕх,each
190,Pferd::N,бӕх,capall
191,Schaf::N,фыс,caora
192,Schwein::N,хуы,muc
193,Hund::N,куыдз,madra
194,Katze::N,гӕды,cat
195,Bär::N,арс,béar
196,Eichhörnchen::N,æхсæрæг,iora
197,Elch::N,цæгатаг саг,eilc
198,Fuchs::N,рувас,sionnach
199,Fuchs::N,рувас,madra rua
200,Hase::N,тæрхъус,giorria
201,Maus::N,мыст,luch
202,Wolf::N,бирӕгъ,mac tíre
203,Vogel::N,цъиу,éan
204,Vogel::N,маргъ,éan
205,Schwarm::N,бал,saithe
206,Huhn::N,карк,cearc
207,Hahn::N,уасӕг,coileach
208,Gans::N,хъаз,gé
209,Adler::N,цӕргӕс,iolar
210,Ente::N,ацц,lacha
211,Eule::N, уыг,ulchabhán
212,Eule::N,сидахъ,ulchabhán
213,Kranich::N,зырнæг,grús
214,Kranich::N,хърихъупп,grús
215,Krähe::N,халон,caróg
216,Krähe::N,халон,préachán
217,Kuckuck::N,гаккук,cuach
218,Schwan::N,доныхъаз,eala
219,Fisch::N,кӕсаг,iasc
220,Barsch::N,окунь,péirse
221,Hecht::N,хихор кӕсаг,liús
222,Schlange[Tier]::N,калм,nathair
223,Wurm::N,зулкъ,péist
224,Wurm::N,къуыдыргалм,péist
225,Spinne::N,хӕлуарӕг,damhán alla
226,Ameise::N,мæлдзыг,seangán
227,Laus::N,сыст,míol
228,Mücke::N,къогъо,muiscít
229,Mücke::N,къогъо,corrmhíol
230,Fliege::N,бындз,cuil
231,Fliege::N,бындз,cuileog
232,Schmetterling::N,гæлæбу,féileacán
233,Beere::N,гагадыргъ,caor
234,Apfel::N,фӕткъуы,úll
235,Pilz::N,зокъо,beacán
236,Pilz::N,зокъо,muisiriún
237,Pilz::N,къозо,beacán
238,Pilz::N,къозо,muisiriún
239,Zwiebel::N,хъӕдындз,oinniún
240,Saat::N,тауинаг,síol
241,Saat::N,мыггаг,síol
242,Korn::N,мыггаг,gráinne
243,Korn::N,тауинаг,gráinne
244,Heu::N,хос,féar
245,Schale::N,цъар,scaimh
246,Grube::N,урм,poll
247,Grube::N,къахт,poll
248,Grube::N,дзыхъхъ,poll
249,Falle::N,цъысым,gaiste
250,Falle::N,къӕппӕг,gaiste
251,Schlinge::N,цасм,sealán
252,Spur::N,фæд,rian
253,Asche::N,фӕнык,luaith
254,Asche::N,ӕртхутӕг,luaith
255,Dreck::N,цъыф,salachar
256,Eisen::N,ӕфсӕйнаг,iarann
257,Gold::N,сыгъзӕрин,ór
258,Silber::N,ӕвзист,airgead
259,Kohle::N,ӕвзалы,gual
260,Glas::N,авг,gloine
261,Lehm::N,ӕлыг,cré
262,Sand::N,змис,gaineamh
263,Mensch::N,лӕг,duine
264,Mensch::N,адӕймаг,duine
265,Mensch::N,удгоймаг,duine
266,Mann::N,лӕг,fear
267,Mann::N,нӕлгоймаг,fear
268,Frau::N,сылгоймаг,bean
269,Kind::N,сывӕллон,gasúr
270,Kind::N,сывӕллон,páiste
271,Junge::N,лӕппу,buachaill
272,Mädchen::N,чызг,cailín
273,Familie::N,бинонтæ,teaghlach
274,Familie::N,бинонтæ,comhluadar
275,Großvater::N,фыдыфыд,seanathair
276,Großvater::N,мадыфыд,seanathair
277,Großmutter::N,фыды мад,seanmháthair
278,Großmutter::N,мады мад,seanmháthair
279,Eltern::N,ныййарджытæ,tuismitheoirí
280,Vater::N,фыд,athair
281,Mutter::N,мад,máthair
282,Sohn::N,фырт,mac
283,Tochter::N,чызг,iníon
284,Bruder::N,ӕфсымӕр,deartháir
285,Schwester::N,хо,deirfiúr
286,Onkel::N,фыдыфсымӕр,uncail
287,Tante::N,мадыхо,aintín
288,Ehemann::N,мой,fear céile
289,Ehefrau::N,ус,bean chéile
290,Freude::N,цин,áthas
291,Freude::N,циндзинад,áthas
292,Gelächter::N,худын,gáire
293,Gelächter::N,худт,gáire
294,Gelächter::N,худæг,gáire
295,Glück::N,амонд,séan
296,Glück::N,амонд,sonas
297,Kummer::N,хъыг,brón
298,Kummer::N,хъыг,buairt
299,Wunsch::N,бӕллиц,guí
300,Wunsch::N,бӕллиц,achainí
301,Lust::N,монц,fonn
302,Geist::N,уд,meon
303,Geist::N,уд,spiorad
304,Gedanke::N,хъуыды,smaoineamh
305,Gedächtnis::N,мысæн,cuimhne
306,Gedächtnis::N,мысын,cuimhne
307,Gedächtnis::N,зæрдылдарын,cuimhne
308,Verstand::N,зонд,ciall
309,Verstand::N,зонд,intinn
310,Sinn::N,нысаниуæг,brí
311,Sinn::N,нысаниуæг,ciall
312,Grund::N,ӕфсон,fáth
313,Wahrheit::N,æцæг,fírinne
314,Gespräch::N,ныхас,comhrá
315,Märchen::N,аргъау,scéal
316,Erzählung::N,радзырд,scéal
317,Nachricht::N,уац,teachtaireacht
318,Neuigkeit::N,хабар,scéala
319,Name::N,ном,ainm
320,Rätsel::N,уыци-уыци,tomhas
321,Rätsel::N,базон-базон,tomhas
322,Rede::N,раныхас,óráid
323,Rede::N,раныхас,aitheasc
324,Sprache::N,ӕвзаг,teanga
325,Stimme::N,хъӕлӕс,guth
326,Wort::N,дзырд,focal
327,Zeichen::N,нысан,comhartha
328,Ruf::N,сидт,glaoch
329,Lärm::N,уынæр,torann
330,Laut::N,зӕл,fuaim
331,Laut::N,мыр,fuaim
332,Ton::N,мыр,ton
333,Lied::N,зарӕг,amhrán
334,Ruhe::N,æнцой,suaimhneas
335,Leute::N,адӕм,muintir
336,Volk::N,адӕм,pobal
337,Arbeit::N,фӕллой,obair
338,Gast::N,уазӕг,aoi
339,Geschenk::N,хуын,féirín
340,Geschenk::N,хуын,bronntanas
341,Spiel::N,хъазт,cluiche
342,Gesellschaft::N,дзыллæ,comhluadar
343,Gesellschaft::N,æхсæнад,comhluadar
344,Hilfe::N,æххуыс,cúnamh
345,Hilfe::N,æххуыс,cabhair
346,Hilfe::N,ахъаз,cúnamh
347,Hilfe::N,ахъаз,cabhair
348,Freund::N,лымӕн,cara
349,Kamerad::N,ӕмбал,comrádaí
350,Angelegenheit::N,хъуыддаг,ábhar
351,Anzahl::N,бӕрц,líon
352,Art::N,хуыз,sórt
353,Art::N,хуыз,saghas
354,Art::N,хуызад,sórt
355,Art::N,хуызад,saghas
356,Stück::N,кæрдих,píosa
357,Stück::N,комдзаг,píosa
358,Teil::N,хай,cuid
359,Teil::N,хай,páirt
360,Hälfte::N,æрдæг,leath
361,Hälfte::N,æмбис,leath
362,Kreis::N,зиллакк,ciorcal
363,Kreuz::N,дзуар,cros
364,Linie::N,хахх,líne
365,Strich::N,хахх,stríoc
366,Abstand::N,æхсæнуат,achar
367,Entfernung::N,дæрддзæг,fad
368,Entfernung::N,дардцæг,fad
369,Gegend::N,ран,ceantar
370,Platz::N,бууат,áit
371,Platz::N,бууат,spás
372,Ort::N,ран,áit
373,Ort::N,бынат,áit
374,Seite::N,фахс,taobh
375,Mitte::N,астӕу,lár
376,Gegenstand::N,дзаума,ball
377,Gegenstand::N,дзаума,ábhar
378,Sache::N,дзаума,ní
379,Sache::N,дзаума,rud
380,Rand::N,кӕрон,imeall
381,Rand::N,кӕрон,ciumhais
382,Kante::N,фӕрск,corr
383,Kante::N,фӕрск,colbha
384,Ecke::N,тигъ,coirnéal
385,Ecke::N,фисын,coirnéal
386,Spitze::N,бырынкъ,gob
387,Spitze::N,бырынкъ,barr
388,Ende::N,кӕрон,ceann
389,Ende::N,кӕрон,foirceann
390,Loch::N,хуынкъ,poll
391,Winkel::N,къуым,cúinne
392,Winkel::N,къуым,uillinn
393,Muster::N,нывæфтыд,patrún
394,Muster::N,кæдзист,patrún
395,Größe::N,ас,méid
396,Größe::N,ас,toise
397,Länge::N,дӕргъ,fad
398,Höhe::N,бæрзонд,airde
399,Höhe::N,бæрзæнд,airde
400,Höhe::N,бæрзонддзинад,airde
401,Gewicht::N,уӕз,meáchan
402,Menge::N,бӕрц,méid
403,Haufen::N,кӕри,cnap
404,Reihe::N,рӕнхъ,líne
405,Reihe::N,рӕнхъ,sraith
406,Boot::N,чема,bád
407,Ruder::N,къохар,rámh
408,Ruder::N,къохар,maide rámha
409,Schlitten::N,дзоныгъ,carr sleamhnáin
410,Ski::N,къахдзоныгътæ,scí
411,Ski::N,лыжæтæ,scí
412,Lagerfeuer::N,арт,tine champa
413,Last::N,уаргъ,ualach
414,Gang::N,цыд,siúlóid
415,Schritt::N,санчъех,céim
416,Schritt::N,санчъех,coiscéim
417,Schritt::N,къахдзӕф,céim
418,Schritt::N,къахдзӕф,coiscéim
419,Norden::N,цæгат,tuaisceart
420,Süden::N,хуссар,deisceart
421,Westen::N,ныгуылæн,iarthar
422,Osten::N,скæсæн,oirthear
423,Holz::N,хъӕдӕрмӕг,adhmad
424,Brett::N,фæйнæг,clár
425,Platte::N,къӕй,leac
426,Stütze::N,быцæу,taca
427,Stange::N,хъил,polla
428,Stange::N,хъил,cuaille
429,Stock::N,лӕдзӕг,bata
430,Stock::N,лӕдзӕг,maide
431,Stab::N,хъил,maide
432,Stab::N,хъил,bachall
433,Rohr::N,хӕтӕл,píopa
434,Haus::N,хӕдзар,teach
435,Heim::N,къона,baile
436,Ofen::N,пец,sornóg
437,Fußboden::N,астӕрд,urlár
438,Tisch::N,стъол,bord
439,Tisch::N,стъол,tábla
440,Stuhl::N,бандон,cathaoir
441,Wiege::N,авдæн,cliabhán
442,Bett::N,сынтӕг,leaba
443,Regal::N,тӕрхӕг,seilf
444,Regal::N,уӕлвӕйнӕг,seilf
445,Kiste::N,асыкк,bosca
446,Fenster::N,рудзынг,fuinneoig
447,Fenster::N,фæрссаг,fuinneoig
448,Tür::N,дуар,doras
449,Tor::N,кулдуар,geata
450,Zaun::N,æмбонд,fál
451,Zaun::N,æмбонд,claí
452,Zaun::N,быру,fál
453,Zaun::N,быру,claí
454,Zaun::N,гæрæн,fál
455,Zaun::N,гæрæн,claí
456,Dach::N,уӕлхӕдзар,díon
457,Leiter::N,асин,dréimire
458,Besen::N,уисой,scuab
459,Spaten::N,бел,spád
460,Spaten::N,бел,rámhainn
461,Schaufel::N,æвгæнæн,sluasaid
462,Schaufel::N,кæфой,sluasaid
463,Gabel::N,вилкæ,forc
464,Gabel::N,вилкæ,gabhlóg
465,Löffel::N,уидыг,spúnóg
466,Messer::N,кард,scian
467,Nagel::N,зӕгӕл,tairne
468,Netz::N,хыз,líon
469,Netz::N,хыз,eangach
470,Haken::N,хæдз,croch
471,Haken::N,хæбырæгъ,croch
472,Griff::N,фистон,cos
473,Griff::N,фистон,hanla
474,Schloss::N,гуыдыр,glas
475,Bild::N,ныв,pictiúr
476,Figur::N,кæрдгæныв,fíor
477,Puppe::N,чындз,bábóg
478,Beutel::N,дзӕкъул,mála
479,Beutel::N,дзӕкъул,mealbhóg
480,Bündel::N,баст,beart
481,Tasche::N,хызын,mála
482,Tasche::N,дзæкъул,mála
483,Eimer::N,къæрта,buicéad
484,Eimer::N,чъыбыла,buicéad
485,Eimer::N,ведра,buicéad
486,Deckel::N,сæр,clár
487,Deckel::N,сæр,claibín
488,Deckel::N,æмбæрзæн,clár
489,Deckel::N,æмбæрзæн,claibín
490,Geschirr::N,мигæнæн,soithí
491,Geschirr::N,мигæнæн,gréithe
492,Geschirr::N,мигæнæнтæ,soithí
493,Geschirr::N,мигæнæнтæ,gréithe
494,Sack::N,голлаг,sac
495,Sack::N,голлаг,mála
496,Tasse::N,пиала,cupán
497,Tasse::N,къус,cupán
498,Topf::N,аг,pota
499,Topf::N,чысыл аг,pota
500,Kessel::N,аг,citeal
501,Essen::N,хӕрд,béile
502,Nahrung::N,хойраг,bia
503,Speise::N,хӕринаг,mias
504,Fleisch::N,дзидза,feoil
505,Fleisch::N,фыдызгъӕл,feoil
506,Getreide::N,халсар,grán
507,Getreide::N,халсар,arbhar
508,Brei::N,кас,brúitín
509,Brot::N,дзул,arán
510,Scheibe::N,къӕбӕр,píosa
511,Scheibe::N,къӕбӕр,slisne
512,Fett::N,сой,saill
513,Fett::N,сой,méathras
514,Butter::N,нӕлхӕ,im
515,Öl::N,зети,ola
516,Salz::N,цӕхх,salann
517,Suppe::N,бас,sú
518,Suppe::N,бас,anraith
519,Honig::N,мыд,mil
520,Milch::N,ӕхсыр,bainne
521,Tee::N,цай,tae
522,Leder::N,мæскуы,leathar
523,Wolle::N,фӕсмын,olann
524,Stoff::N,хъуымац,éadach
525,Nadel::N,судзин,snáthaid
526,Faden::N,ӕндах,snáth
527,Knopf::N,цӕппӕр,cnaipe
528,Knoten::N,ӕлхынцъ,snaidhm
529,Farbe::N,ахорæн,péint
530,Kleidung::N,дарӕс,éadaí
531,Hemd::N,хӕдон,léine
532,Kragen::N,æфцæггот,bóna
533,Ärmel::N,дыс,muinchille
534,Hose::N,хæлаф,bríste
535,Hose::N,хæлаф,treabhsar
536,Hose::N,æддаг хæлаф,bríste
537,Hose::N,æддаг хæлаф,treabhsar
538,Hose::N,салбар,bríste
539,Hose::N,салбар,treabhsar
540,Gürtel::N,рон,crios
541,Mütze::N,худ,caipín
542,Schuh::N,басмахъ,bróg
543,Stiefel::N,цырыхъхъ,buatais
544,Ring::N,къухдарӕн,fáinne
545,Band::N,лент,ribín
546,Kamm::N,сӕрвасӕн,cíor
547,Spiegel::N,айдæн,scáthán
548,Spiegel::N,кæсæн,scáthán
549,Riemen::N,гӕрз,iall
550,Riemen::N,гӕрз,strapa
551,Schnur::N,бӕндӕн,téad
552,Schnur::N,бӕндӕн,sreangán
553,Decke::N,хъӕццул,pluid
554,Decke::N,хъӕццул,blaincéad
555,Kissen::N,баз,piliúr
556,Kissen::N,баз,adhartán
557,Tuch::N,кæлмæрзæн,scaif
558,Tuch::N,кæрдæн,scaif
559,Handtuch::N,хисæрфæн,tuáille
560,Kraft::N,тых,fórsa
561,Kraft::N,хъомыс,fórsa
562,Stärke::N,тых,neart
563,Stärke::N,æхсар,neart
564,Gesundheit::N,æнæниздзинад,sláinte
565,Krankheit::N,низ,tinneas
566,Krankheit::N,низ,breoiteacht
567,Krankheit::N,рын,tinneas
568,Krankheit::N,рын,breoiteacht
569,Schmerz::N,рис,pian
570,Wunde::N,цӕф,goin
571,Fieber::N,ризӕг,fiabhras
572,Fieber::N,тӕфсӕг,fiabhras
573,Arznei::N,хос,cógas
574,Brücke::N,хид,droichead
575,Brunnen::N,цъай,tobar
576,Weide::N,хизæн,féarach
577,Weide::N,хизæнуат,féarach
578,Weide::N,сæрвæт,féarach
579,Pfad::N,къахвæндаг,cosán
580,Pfad::N,къахвæндаг,conair
581,Pfad::N,къахвæд,cosán
582,Pfad::N,къахвæд,conair
583,Weg::N,фӕндаг,slí
584,Weg::N,фӕндаг,bealach
585,Straße::N,фӕндаг,bóthar
586,Dorf::N,хъӕу,sráidbhaile
587,Stadt::N,сахар,baile
588,Stadt::N,сахар,cathair
589,Brief::N,фыстӕг,litir
590,Buch::N,чиныг,cín
591,Buch::N,чиныг,leabhar
592,Buchstabe::N,дамгъӕ,litir
593,Zeitung::N,газет,nuachtán
594,Leben::N,цард,saol
595,Leben::N,цард,beatha
596,Leben::N,цӕрӕнбон,saol
597,Leben::N,цӕрӕнбон,beatha
598,Tod::N,мæлæт,bás
599,Tod::N,адзал,bás
600,Grab::N,ингӕн,uaigh
601,Kirche::N,аргъуан,eaglais
602,Sünde::N,тæригъæд,peaca
603,Gott::N,хуыцау,dia
604,Arbeiter::N,кусæг,oibrí
605,Chef::N,ӕмцег,saoiste
606,Chef::N,ӕмцег,ceannasaí
607,Meister::N,мастер,máistir
608,Meister::N,дæсны,máistir
609,Arzt::N,хосгæнæг,lia
610,Arzt::N,хосгæнæг,dochtúir
611,Arzt::N,дохтыр,lia
612,Arzt::N,дохтыр,dochtúir
613,Lehrer::N,ахуыргæнæг,oide
614,Lehrer::N,ахуыргæнæг,múinteoir
615,Geld::N,ӕхца,airgead
616,Geschäft::N,бизнес,gnó
617,Geschäft::N,хъуыддаг,gnó
618,Laden::N,дукани,siopa
619,Preis::N,аргъ,praghas
620,Ware::N,базайраг,earra
621,Nutzen::N,пайда,tairbhe
622,Reichtum::N,хъæздыгдзинад,rachmas
623,Reichtum::N,хъæздыгдзинад,saibhreas
624,Reichtum::N,исбон,rachmas
625,Reichtum::N,исбон,saibhreas
626,Reichtum::N,мулк,rachmas
627,Reichtum::N,мулк,saibhreas
628,Welt::N,дуне,domhan
629,Land::N,бӕстӕ,tír
630,Staat::N,паддзахад,stát
631,König::N,къарол,rí
632,Macht::N,хицаудзинад,cumhacht
633,Grenze::N,арӕн,críoch
634,Grenze::N,арӕн,teorainn
635,Krieg::N,хӕст,cogadh
636,Feind::N,знаг,namhaid
637,Feind::N,фыдгул,namhaid
638,Feind::N,фыдзæрдæ,namhaid
639,Feind::N,сон,namhaid
640,Gewalt::N,тыхми,foréigean
641,Gewalt::N,тыхдзинад,foréigean
642,Kampf::N,хæст,troid
643,Kampf::N,хъæбысæйхæст,troid
644,Kampf::N,тох,troid
645,Bogen[Waffe]::N,ӕрдын,bogha
646,Pfeil::N,фат,saighead
647,Gewehr::N,топп,gunna
648,Fehler::N,рӕдыд,botún
649,Fehler::N,рӕдыд,meancóg
650,Lüge::N,мӕнг,bréag
651,Lüge::N,мӕнг,éitheach
652,Lüge::N,гӕдыдзинад,bréag
653,Lüge::N,гӕдыдзинад,éitheach
654,Schaden::N,зиан,dochar
655,Schaden::N,зиан,damáiste
656,Unglück::N,бæллæх,drochrath
657,Schuld::N,азым,locht
658,Schuld::N,азым,milleán
659,Alter::N,кар,aois
660,Schluss::N,кæрон,deireadh
661,Zeit::N,рӕстӕг,am
662,Zeit::N,рӕстӕг,aimsir
663,Tag::N,бон,lá
664,Morgen::N,райсом,maidin
665,Mittag::N,æмбисбон,nóin
666,Abend::N,изӕр,tráthnóna
667,Nacht::N,ӕхсӕв,oíche
668,Woche::N,къуыри,seachtain
669,Monat::N,мӕй,mí
670,Jahr::N,аз,bliain
671,Jahr::N,афӕдз,bliain
672,Frühling::N,уалдзæг,earrach
673,Sommer::N,сӕрд,samhradh
674,Herbst::N,фæззæг,fómhar
675,Winter::N,зымӕг,geimhreadh
676,Januar::N,январь,Eanáir
677,Februar::N,февраль,Feabhra
678,März::N,мартъи,Márta
679,April::N,апрель,Aibreán
680,Mai::N,май,Bealtaine
681,Juni::N,июнь,Meitheamh
682,Juli::N,июль,Iúil
683,August::N,август,Lúnasa
684,September::N,сентябрь,Meán Fómhair
685,Oktober::N,октябрь,Deireadh Fómhair
686,November::N,ноябрь,Samhain
687,November::N,ноябрь,Mí na Samhna
688,Dezember::N,декабрь,Mí na Nollag
689,Montag::N,къуырисæр,Luan
690,Montag::N,къуырисæр,Dé Luain
691,Dienstag::N,дыццæг,Máirt
692,Dienstag::N,дыццæг,Dé Máirt
693,Mittwoch::N,æртыццæг,Céadaoin
694,Mittwoch::N,æртыццæг,Dé Céadaoin
695,Donnerstag::N,цыппæрæм,Déardaoin
696,Freitag::N,майрæмбон,Aoine
697,Freitag::N,майрæмбон,Dé hAoine
698,Samstag::N,сабат,Satharn
699,Samstag::N,сабат,Dé Sathairn
700,Sonntag::N,хуыцаубон,Domhnach
701,Sonntag::N,хуыцаубон,Dé Domhnaigh
702,groß::A,дынджыр,mór
703,klein::A,гыццыл,beag
704,lang::A,даргъ,fada
705,kurz::A,цыбыр,gearr
706,kurz::A,цыбыр,gairid
707,breit::A,фӕтӕн,leathan
708,breit::A,фӕтӕн,fairsing
709,schmal::A,нарӕг,cúng
710,schmal::A,уынгӕг,cúng
711,dicht::A,бæзджын,dlúth
712,dicht::A,тар,dlúth
713,dick[Gegenstand]::A,сӕвджын,tiubh
714,dünn::A,тæнæг,caol
715,dünn::A,тæнæг,tanaí
716,fein::A,лыстӕг,scáinte
717,fein::A,лыстӕг,fíneálta
718,fest::A,фидар,daingean
719,fest::A,хъӕддых,daingean
720,flach::A,тъӕпӕн,cothrom
721,glatt::A,лӕгъз,mín
722,glatt::A,лӕгъз,sleamhain
723,hart::A,хъӕбӕр,crua
724,weich::A,фӕлмӕн,bog
725,rund::A,тымбыл,cruinn
726,spitz::A,цыргъбырынкъ,gobach
727,spitz::A,цыргъбырынкъ,biorach
728,spitz::A,цыргъфындз,gobach
729,spitz::A,цыргъфындз,biorach
730,scharf::A,цыргъ,géar
731,scharf::A,цыргъ,faobhrach
732,stumpf::A,къуымых,maol
733,schwer::A,уӕззау,trom
734,schön::A,аив,álainn
735,schön::A,рӕсугъд,álainn
736,heiß::A,тӕвд,te
737,warm::A,хъарм,te
738,kalt::A,уазал,fuar
739,kühl::A,сатæг,fionnuar
740,kühl::A,уазалгомау,fionnuar
741,frisch::A,сатæг,úr
742,frisch::A,сатæг,friseáilte
743,feucht::A,уымӕл,tais
744,nass::A,хуылыдз,fliuch
