,Concept_ID,os,pl
200,Schmetterling::N,гæлæбу,motyl
201,Beere::N,гагадыргъ,jagoda
202,Apfel::N,фӕткъуы,jabłko
203,Pilz::N,зокъо,grzyb
204,Pilz::N,къозо,grzyb
205,Zwiebel::N,хъӕдындз,cebula
206,Saat::N,тауинаг,siew
207,Saat::N,мыггаг,siew
208,Korn::N,мыггаг,ziarno
209,Korn::N,тауинаг,ziarno
210,Heu::N,хос,siano
211,Schale::N,цъар,łupina
212,Grube::N,урм,dół
213,Grube::N,урм,jama
214,Grube::N,къахт,dół
215,Grube::N,къахт,jama
216,Grube::N,дзыхъхъ,dół
217,Grube::N,дзыхъхъ,jama
218,Falle::N,цъысым,pułapka
219,Falle::N,къӕппӕг,pułapka
220,Schlinge::N,цасм,sidła
221,Spur::N,фæд,ślad
222,Asche::N,фӕнык,popiół
223,Asche::N,ӕртхутӕг,popiół
224,Dreck::N,цъыф,brud
225,Eisen::N,ӕфсӕйнаг,żelazo
226,Gold::N,сыгъзӕрин,złoto
227,Silber::N,ӕвзист,srebro
228,Kohle::N,ӕвзалы,węgiel
229,Glas::N,авг,szkło
230,Lehm::N,ӕлыг,glina
231,Sand::N,змис,piasek
232,Mensch::N,лӕг,człowiek
233,Mensch::N,адӕймаг,człowiek
234,Mensch::N,удгоймаг,człowiek
235,Mann::N,лӕг,mężczyzna
236,Mann::N,нӕлгоймаг,mężczyzna
237,Frau::N,сылгоймаг,kobieta
238,Kind::N,сывӕллон,dziecko
239,Junge::N,лӕппу,chłopak
240,Junge::N,лӕппу,chłopiec
241,Mädchen::N,чызг,dziewczynka
242,Familie::N,бинонтæ,rodzina
243,Großvater::N,фыдыфыд,dziadek
244,Großvater::N,мадыфыд,dziadek
245,Großmutter::N,фыды мад,babka
246,Großmutter::N,мады мад,babka
247,Eltern::N,ныййарджытæ,rodzice
248,Vater::N,фыд,ojciec
249,Mutter::N,мад,matka
250,Sohn::N,фырт,syn
251,Tochter::N,чызг,córka
252,Bruder::N,ӕфсымӕр,brat
253,Schwester::N,хо,siostra
254,Onkel::N,фыдыфсымӕр,wuj
255,Onkel::N,фыдыфсымӕр,stryj
256,Tante::N,мадыхо,ciotka
257,Ehemann::N,мой,mąż
258,Ehefrau::N,ус,żona
259,Freude::N,цин,radość
260,Freude::N,циндзинад,radość
261,Gelächter::N,худын,śmiech
262,Gelächter::N,худт,śmiech
263,Gelächter::N,худæг,śmiech
264,Glück::N,амонд,szczęście
265,Kummer::N,хъыг,zmartwienie
266,Wunsch::N,бӕллиц,życzenie
267,Lust::N,монц,chęć
268,Lust::N,монц,ochota
269,Geist::N,уд,duch
270,Gedanke::N,хъуыды,myśl
271,Gedächtnis::N,мысæн,pamięć
272,Gedächtnis::N,мысын,pamięć
273,Gedächtnis::N,зæрдылдарын,pamięć
274,Verstand::N,зонд,rozum
275,Sinn::N,нысаниуæг,zmysł
276,Grund::N,ӕфсон,powód
277,Wahrheit::N,æцæг,prawda
278,Gespräch::N,ныхас,rozmowa
279,Märchen::N,аргъау,bajka
280,Erzählung::N,радзырд,opowiadanie
281,Nachricht::N,уац,wiadomość
282,Neuigkeit::N,хабар,nowina
283,Name::N,ном,imię
284,Rätsel::N,уыци-уыци,zagadka
285,Rätsel::N,базон-базон,zagadka
286,Rede::N,раныхас,mowa
287,Sprache::N,ӕвзаг,język
288,Stimme::N,хъӕлӕс,głos
289,Wort::N,дзырд,słowo
290,Zeichen::N,нысан,znak
291,Ruf::N,сидт,wołanie
292,Lärm::N,уынæр,hałas
293,Lärm::N,уынæр,zgiełk
294,Laut::N,зӕл,dźwięk
295,Laut::N,мыр,dźwięk
296,Ton::N,мыр,ton
297,Ton::N,мыр,dźwięk
298,Lied::N,зарӕг,pieśń
299,Lied::N,зарӕг,piosenka
300,Ruhe::N,æнцой,spokój
301,Leute::N,адӕм,ludzie
302,Volk::N,адӕм,naród
303,Arbeit::N,фӕллой,praca
304,Arbeit::N,фӕллой,robota
305,Gast::N,уазӕг,gość
306,Geschenk::N,хуын,prezent
307,Geschenk::N,хуын,podarunek
308,Spiel::N,хъазт,gra
309,Spiel::N,хъазт,zabawa
310,Gesellschaft::N,дзыллæ,towarzystwo
311,Gesellschaft::N,æхсæнад,towarzystwo
312,Hilfe::N,æххуыс,pomoc
313,Hilfe::N,ахъаз,pomoc
314,Freund::N,лымӕн,przyjaciel
315,Kamerad::N,ӕмбал,kolega
316,Angelegenheit::N,хъуыддаг,sprawa
317,Anzahl::N,бӕрц,ilość
318,Art::N,хуыз,rodzaj
319,Art::N,хуызад,rodzaj
320,Stück::N,кæрдих,kawałek
321,Stück::N,комдзаг,kawałek
322,Teil::N,хай,część
323,Hälfte::N,æрдæг,połowa
324,Hälfte::N,æмбис,połowa
325,Kreis::N,зиллакк,krąg
326,Kreuz::N,дзуар,krzyż
327,Linie::N,хахх,linia
328,Strich::N,хахх,kreska
329,Abstand::N,æхсæнуат,odstęp
330,Entfernung::N,дæрддзæг,odległość
331,Entfernung::N,дардцæг,odległość
332,Gegend::N,ран,okolica
333,Platz::N,бууат,miejsce
334,Ort::N,ран,miejsce
335,Ort::N,бынат,miejsce
336,Seite::N,фахс,bok
337,Seite::N,фахс,strona
338,Mitte::N,астӕу,środek
339,Gegenstand::N,дзаума,przedmiot
340,Sache::N,дзаума,rzecz
341,Rand::N,кӕрон,skraj
342,Rand::N,кӕрон,krawędź
343,Kante::N,фӕрск,kant
344,Kante::N,фӕрск,krawędź
345,Ecke::N,тигъ,róg
346,Ecke::N,фисын,róg
347,Spitze::N,бырынкъ,ostrze
348,Ende::N,кӕрон,koniec
349,Loch::N,хуынкъ,dziura
350,Winkel::N,къуым,kąt
351,Winkel::N,къуым,kącik
352,Muster::N,нывæфтыд,wzór
353,Muster::N,кæдзист,wzór
354,Größe::N,ас,rozmiar
355,Größe::N,ас,wielkość
356,Länge::N,дӕргъ,długość
357,Höhe::N,бæрзонд,wysokość
358,Höhe::N,бæрзæнд,wysokość
359,Höhe::N,бæрзонддзинад,wysokość
360,Gewicht::N,уӕз,ciężar
361,Menge::N,бӕрц,ilość
362,Haufen::N,кӕри,kupa
363,Reihe::N,рӕнхъ,rząd
364,Reihe::N,рӕнхъ,szereg
365,Boot::N,чема,łódź
366,Boot::N,чема,łódka
367,Ruder::N,къохар,wiosło
368,Schlitten::N,дзоныгъ,sanki
369,Ski::N,къахдзоныгътæ,narta
370,Ski::N,лыжæтæ,narta
371,Lagerfeuer::N,арт,ognisko
372,Last::N,уаргъ,ciężar
373,Last::N,уаргъ,brzemię
374,Gang::N,цыд,chód
375,Schritt::N,санчъех,krok
376,Schritt::N,къахдзӕф,krok
377,Norden::N,цæгат,północ
378,Süden::N,хуссар,południe
379,Westen::N,ныгуылæн,zachód
380,Osten::N,скæсæн,wschód
381,Holz::N,хъӕдӕрмӕг,drzewo
382,Brett::N,фæйнæг,deska
383,Platte::N,къӕй,płyta
384,Stütze::N,быцæу,podpora
385,Stange::N,хъил,drąg
386,Stange::N,хъил,żerdź
387,Stock::N,лӕдзӕг,kij
388,Stock::N,лӕдзӕг,laska
389,Stab::N,хъил,pręt
390,Rohr::N,хӕтӕл,rura
391,Haus::N,хӕдзар,dom
392,Heim::N,къона,dom
393,Ofen::N,пец,piec
394,Fußboden::N,астӕрд,podłoga
395,Tisch::N,стъол,stół
396,Stuhl::N,бандон,krzesło
397,Wiege::N,авдæн,kołyska
398,Bett::N,сынтӕг,łóżko
399,Bett::N,сынтӕг,pościel
400,Regal::N,тӕрхӕг,regał
401,Regal::N,уӕлвӕйнӕг,regał
402,Kiste::N,асыкк,skrzynia
403,Fenster::N,рудзынг,okno
404,Fenster::N,фæрссаг,okno
405,Tür::N,дуар,drzwi
406,Tor::N,кулдуар,brama
407,Zaun::N,æмбонд,płot
408,Zaun::N,æмбонд,parkan
409,Zaun::N,быру,płot
410,Zaun::N,быру,parkan
411,Zaun::N,гæрæн,płot
412,Zaun::N,гæрæн,parkan
413,Dach::N,уӕлхӕдзар,dach
414,Leiter::N,асин,drabina
415,Besen::N,уисой,miotła
416,Spaten::N,бел,rydel
417,Schaufel::N,æвгæнæн,łopata
418,Schaufel::N,кæфой,łopata
419,Gabel::N,вилкæ,widelec
420,Löffel::N,уидыг,łyżka
421,Messer::N,кард,nóż
422,Nagel::N,зӕгӕл,gwóźdź
423,Netz::N,хыз,sieć
424,Haken::N,хæдз,hak
425,Haken::N,хæбырæгъ,hak
426,Griff::N,фистон,chwyt
427,Schloss::N,гуыдыр,zamek
428,Bild::N,ныв,obraz
429,Figur::N,кæрдгæныв,figura
430,Puppe::N,чындз,lalka
431,Beutel::N,дзӕкъул,torba
432,Bündel::N,баст,wiązka
433,Tasche::N,хызын,torba
434,Tasche::N,дзæкъул,torba
435,Eimer::N,къæрта,kubeł
436,Eimer::N,къæрта,wiadro
437,Eimer::N,чъыбыла,kubeł
438,Eimer::N,чъыбыла,wiadro
439,Eimer::N,ведра,kubeł
440,Eimer::N,ведра,wiadro
441,Deckel::N,сæр,przykrywka
442,Deckel::N,æмбæрзæн,przykrywka
443,Geschirr::N,мигæнæн,statki
444,Geschirr::N,мигæнæн,naczynia
445,Geschirr::N,мигæнæнтæ,statki
446,Geschirr::N,мигæнæнтæ,naczynia
447,Sack::N,голлаг,worek
448,Tasse::N,пиала,filiżanka
449,Tasse::N,къус,filiżanka
450,Topf::N,аг,garnek
451,Topf::N,чысыл аг,garnek
452,Kessel::N,аг,kocioł
453,Essen::N,хӕрд,jedzenie
454,Nahrung::N,хойраг,pokarm
455,Nahrung::N,хойраг,pożywienie
456,Speise::N,хӕринаг,potrawa
457,Speise::N,хӕринаг,jedzenie
458,Fleisch::N,дзидза,mięso
459,Fleisch::N,фыдызгъӕл,mięso
460,Getreide::N,халсар,zboże
461,Brei::N,кас,kasza
462,Brot::N,дзул,chleb
463,Scheibe::N,къӕбӕр,kromka
464,Fett::N,сой,tłuszcz
465,Butter::N,нӕлхӕ,masło
466,Öl::N,зети,olej
467,Salz::N,цӕхх,sól
468,Suppe::N,бас,zupa
469,Honig::N,мыд,miód
470,Milch::N,ӕхсыр,mleko
471,Tee::N,цай,herbata
472,Leder::N,мæскуы,skóra
473,Wolle::N,фӕсмын,wełna
474,Stoff::N,хъуымац,tkanina
475,Stoff::N,хъуымац,materiał
476,Nadel::N,судзин,igła
477,Faden::N,ӕндах,nić
478,Faden::N,ӕндах,nitka
479,Knopf::N,цӕппӕр,guzik
480,Knoten::N,ӕлхынцъ,węzeł
481,Farbe::N,ахорæн,farba
482,Kleidung::N,дарӕс,odzież
483,Hemd::N,хӕдон,koszula
484,Kragen::N,æфцæггот,kołnierz
485,Ärmel::N,дыс,rękaw
486,Hose::N,хæлаф,spodnie
487,Hose::N,æддаг хæлаф,spodnie
488,Hose::N,салбар,spodnie
489,Gürtel::N,рон,pasek
490,Mütze::N,худ,czapka
491,Schuh::N,басмахъ,but
492,Schuh::N,басмахъ,bucik
493,Stiefel::N,цырыхъхъ,but
494,Stiefel::N,цырыхъхъ,kozak
495,Ring::N,къухдарӕн,pierścień
496,Band::N,лент,wstęga
497,Kamm::N,сӕрвасӕн,grzebień
498,Spiegel::N,айдæн,lustro
499,Spiegel::N,кæсæн,lustro
500,Riemen::N,гӕрз,rzemień
501,Schnur::N,бӕндӕн,sznur
502,Decke::N,хъӕццул,kołdra
503,Kissen::N,баз,poduszka
504,Tuch::N,кæлмæрзæн,chustka
505,Tuch::N,кæрдæн,chustka
506,Handtuch::N,хисæрфæн,ręcznik
507,Kraft::N,тых,moc
508,Kraft::N,тых,siła
509,Kraft::N,хъомыс,moc
510,Kraft::N,хъомыс,siła
511,Stärke::N,тых,moc
512,Stärke::N,тых,siła
513,Stärke::N,æхсар,moc
514,Stärke::N,æхсар,siła
515,Gesundheit::N,æнæниздзинад,zdrowie
516,Krankheit::N,низ,choroba
517,Krankheit::N,рын,choroba
518,Schmerz::N,рис,ból
519,Wunde::N,цӕф,rana
520,Fieber::N,ризӕг,gorączka
521,Fieber::N,тӕфсӕг,gorączka
522,Arznei::N,хос,lekarstwo
523,Brücke::N,хид,most
524,Brunnen::N,цъай,studnia
525,Weide::N,хизæн,pastwisko
526,Weide::N,хизæнуат,pastwisko
527,Weide::N,сæрвæт,pastwisko
528,Pfad::N,къахвæндаг,ścieżka
529,Pfad::N,къахвæд,ścieżka
530,Weg::N,фӕндаг,droga
531,Straße::N,фӕндаг,ulica
532,Dorf::N,хъӕу,wieś
533,Stadt::N,сахар,miasto
534,Brief::N,фыстӕг,list
535,Buch::N,чиныг,książka
536,Buchstabe::N,дамгъӕ,litera
537,Zeitung::N,газет,gazeta
538,Zeitung::N,газет,dziennik
539,Leben::N,цард,życie
540,Leben::N,цӕрӕнбон,życie
541,Tod::N,мæлæт,śmierć
542,Tod::N,адзал,śmierć
543,Grab::N,ингӕн,grób
544,Kirche::N,аргъуан,kościół
545,Sünde::N,тæригъæд,grzech
546,Gott::N,хуыцау,bóg
547,Arbeiter::N,кусæг,robotnik
548,Chef::N,ӕмцег,szef
549,Meister::N,мастер,mistrz
550,Meister::N,мастер,majster
551,Meister::N,дæсны,mistrz
552,Meister::N,дæсны,majster
553,Arzt::N,хосгæнæг,lekarz
554,Arzt::N,дохтыр,lekarz
555,Lehrer::N,ахуыргæнæг,nauczyciel
556,Geld::N,ӕхца,pieniądze
557,Geschäft::N,бизнес,sprawa
558,Geschäft::N,бизнес,interes
559,Geschäft::N,хъуыддаг,sprawa
560,Geschäft::N,хъуыддаг,interes
561,Laden::N,дукани,sklep
562,Preis::N,аргъ,cena
563,Ware::N,базайраг,towar
564,Nutzen::N,пайда,pożytek
565,Reichtum::N,хъæздыгдзинад,bogactwo
566,Reichtum::N,исбон,bogactwo
567,Reichtum::N,мулк,bogactwo
568,Welt::N,дуне,świat
569,Land::N,бӕстӕ,kraj
570,Staat::N,паддзахад,państwo
571,König::N,къарол,król
572,Macht::N,хицаудзинад,władza
573,Grenze::N,арӕн,granica
574,Krieg::N,хӕст,wojna
575,Feind::N,знаг,wróg
576,Feind::N,фыдгул,wróg
577,Feind::N,фыдзæрдæ,wróg
578,Feind::N,сон,wróg
579,Gewalt::N,тыхми,władza
580,Gewalt::N,тыхдзинад,władza
581,Kampf::N,хæст,bój
582,Kampf::N,хæст,walka
583,Kampf::N,хъæбысæйхæст,bój
584,Kampf::N,хъæбысæйхæст,walka
585,Kampf::N,тох,bój
586,Kampf::N,тох,walka
587,Bogen[Waffe]::N,ӕрдын,łuk
588,Pfeil::N,фат,strzała
589,Gewehr::N,топп,karabin
590,Fehler::N,рӕдыд,błąd
591,Lüge::N,мӕнг,kłamstwo
592,Lüge::N,гӕдыдзинад,kłamstwo
593,Schaden::N,зиан,szkoda
594,Unglück::N,бæллæх,nieszczęście
595,Schuld::N,азым,wina
596,Alter::N,кар,wiek
597,Schluss::N,кæрон,koniec
598,Schluss::N,кæрон,zakończenie
599,Zeit::N,рӕстӕг,czas
600,Tag::N,бон,dzień
601,Morgen::N,райсом,ranek
602,Morgen::N,райсом,poranek
603,Mittag::N,æмбисбон,południe
604,Abend::N,изӕр,wieczór
605,Nacht::N,ӕхсӕв,noc
606,Woche::N,къуыри,tydzień
607,Monat::N,мӕй,miesiąc
608,Jahr::N,аз,rok
609,Jahr::N,афӕдз,rok
610,Frühling::N,уалдзæг,wiosna
611,Sommer::N,сӕрд,lato
612,Herbst::N,фæззæг,jesień
613,Winter::N,зымӕг,zima
614,Januar::N,январь,styczeń
615,Februar::N,февраль,luty
616,März::N,мартъи,marzec
617,April::N,апрель,kwiecień
618,Mai::N,май,maj
619,Juni::N,июнь,czerwiec
620,Juli::N,июль,lipiec
621,August::N,август,sierpień
622,September::N,сентябрь,wrzesień
623,Oktober::N,октябрь,październik
624,November::N,ноябрь,listopad
625,Dezember::N,декабрь,grudzień
626,Montag::N,къуырисæр,poniedziałek
627,Dienstag::N,дыццæг,wtorek
628,Mittwoch::N,æртыццæг,środa
629,Donnerstag::N,цыппæрæм,czwartek
630,Freitag::N,майрæмбон,piątek
631,Samstag::N,сабат,sobota
632,Sonntag::N,хуыцаубон,niedziela
633,groß::A,дынджыр,duży
634,groß::A,дынджыр,wielki
635,klein::A,гыццыл,mały
636,lang::A,даргъ,długi
637,kurz::A,цыбыр,krótki
638,breit::A,фӕтӕн,szeroki
639,schmal::A,нарӕг,wąski
640,schmal::A,уынгӕг,wąski
641,dicht::A,бæзджын,gęsty
642,dicht::A,тар,gęsty
643,dick[Gegenstand]::A,сӕвджын,gruby
644,dünn::A,тæнæг,cienki
645,fein::A,лыстӕг,drobny
646,fest::A,фидар,mocny
647,fest::A,фидар,twardy
648,fest::A,хъӕддых,mocny
649,fest::A,хъӕддых,twardy
650,flach::A,тъӕпӕн,płaski
651,glatt::A,лӕгъз,gładki
652,hart::A,хъӕбӕр,twardy
653,weich::A,фӕлмӕн,miękki
654,rund::A,тымбыл,okrągły
655,spitz::A,цыргъбырынкъ,spiczasty
656,spitz::A,цыргъфындз,spiczasty
657,scharf::A,цыргъ,ostry
658,stumpf::A,къуымых,tępy
659,schwer::A,уӕззау,ciężki
660,schön::A,аив,ładny
661,schön::A,аив,piękny
662,schön::A,рӕсугъд,ładny
663,schön::A,рӕсугъд,piękny
664,heiß::A,тӕвд,gorący
665,warm::A,хъарм,ciepły
666,kalt::A,уазал,zimny
667,kühl::A,сатæг,chłodny
668,kühl::A,уазалгомау,chłodny
669,frisch::A,сатæг,świeży
670,feucht::A,уымӕл,wilgotny
671,nass::A,хуылыдз,mokry
672,trocken::A,хус,suchy
673,voll::A,дзаг,pełny
674,voll::A,йедзаг ,pełny
675,leer::A,афтид,pusty
676,leer::A,афтид,próżny
677,offen::A,гом,otwarty
678,geschlossen::A,æхгæд,zamknięty
679,sauber::A,сыгъдæг,czysty
680,schmutzig::A,чъиллон,brudny
681,roh::A,хом,surowy
682,reif::A,рӕгъӕд,dojrzały
683,lecker::A,хӕрзад,smaczny
684,süß::A,адджын,słodki
685,bitter::A,судзаг,gorzki
686,sauer::A,туаг,kwaśny
687,hell::A,рухс,jasny
688,dunkel::A,талынг,ciemny
689,schwarz::A,сау,czarny
690,weiß::A,урс,biały
691,rot::A,сырх,czerwony
692,gelb::A,бур,żółty
693,blau::A,цъӕх,błękitny
694,blau::A,цъӕх,niebieski
695,grün::A,цъӕх,zielony
696,grün::A,кӕрдӕгхуыз,zielony
697,grau::A,цъӕх,szary
698,grau::A,фӕныкхуыз,szary
699,bunt::A,хъулон,barwny
700,bunt::A,гæрæм,barwny
701,billig::A,аслам,tani
702,teuer::A,зынаргъ,drogi
703,wertvoll::A,зынаргъ,cenny
704,blind::A,куырм,ślepy
705,taub::A,къуырма,głuchy
706,kräftig::A,домбай,mocny
707,kräftig::A,тыхджын,mocny
708,stark::A,тыхджын,silny
709,schwach::A,ӕнӕбон,słaby
710,fett::A,нард,tłusty
711,schlank::A,гуырвидыц,smukły
712,schlank::A,хæрзконд,smukły
713,schlank::A,рæхснæг,smukły
714,schlank::A,сагамад,smukły
715,hübsch::A,аив,ładny
716,hübsch::A,рӕсугъд,ładny
717,böse::A,фыдзӕрдӕ,zły
718,dumm::A,ӕдылы,głupi
719,faul::A,зивӕг,leniwy
720,faul::A,зивӕггӕнаг,leniwy
721,fleißig::A,æнæзивæг,pilny
722,fleißig::A,æнувыд,pilny
723,geizig::A,чъынды,skąpy
724,geizig::A,æлгъин,skąpy
725,geizig::A,мæрддзæст,skąpy
726,klug::A,зондджын,mądry
727,geschickt::A,хӕрзарӕхст,zręczny
728,lieb::A,уарзон,miły
729,lustig::A,хъӕлдзӕг,wesoły
730,sanft::A,мынчын,łagodny
731,hungrig::A,ӕххормаг,głodny
732,krank::A,нӕфӕразгӕ,chory
733,nackt::A,бӕгънӕг,nagi
734,traurig::A,ӕрхӕндӕг,smutny
735,lebendig::A,цардӕгас,żywy
736,gut::A,хорз,dobry
737,schlecht::A,цауд,zły
738,richtig::A,раст,słuszny
739,richtig::A,раст,właściwy
740,schlimm::A,ӕвзӕр,zły
741,wahr::A,ӕцӕг,prawdziwy
742,alt::A,зӕронд,stary
743,neu::A,ног,nowy
744,ehemalig::A,раздӕры,były
745,alt[Lebewesen]::A,ацӕргӕ,stary
746,jung::A,ӕрыгон,młody
747,arm::A,мӕгуыр,ubogi
748,arm::A,мӕгуыр,biedny
749,reich::A,хъӕздыг,bogaty
