,Concept_ID,da,cv
428,Brot::N,brød,ҫӑкӑр
429,Scheibe::N,skive,чӗлӗ
430,Scheibe::N,skive,касӑк
431,Fett::N,fedt,ҫу
432,Butter::N,smør,ҫу
433,Öl::N,olie,ҫу
434,Salz::N,salt,тӑвар
435,Suppe::N,suppe,яшка
436,Honig::N,honning,пыл
437,Milch::N,mælk,сӗт
438,Tee::N,te,чей
439,Leder::N,skind,сӑран
440,Wolle::N,uld,ҫӑм
441,Stoff::N,stof,тӗртӗм
442,Nadel::N,nål,йӗп
443,Faden::N,tråd,ҫип
444,Knopf::N,knap,тӳме
445,Knoten::N,knude,йӑлӑ
446,Farbe::N,farve,сӑрӑ
447,Kleidung::N,påklædning,тум
448,Kleidung::N,påklædning,ҫипуҫ
449,Kleidung::N,påklædning,тум-тир
450,Hemd::N,skjorte,кӗпе
451,Kragen::N,krave,ҫуха
452,Ärmel::N,ærme,ҫанӑ
453,Hose::N,bukser,шӑлавар
454,Gürtel::N,bælte,пиҫиххи
455,Mütze::N,hue,ҫӗлӗк
456,Schuh::N,sko,пушмак
457,Schuh::N,sko,ботинок
458,Stiefel::N,støvle,атӑ
459,Ring::N,ring,ҫӗрӗ
460,Band::N,bånd,хаю
461,Band::N,bånd,йӗсме
462,Kamm::N,kam,тура
463,Spiegel::N,spejl,тӗкӗр
464,Spiegel::N,spejl,куҫ кӗски
465,Riemen::N,rem,чӗн
466,Schnur::N,snor,кантра
467,Leine::N,snor,касмӑк
468,Decke::N,tæppe,утиял
469,Kissen::N,pude,ҫытар
470,Kissen::N,pude,минтер
471,Tuch::N,sjaltørklæde,тутӑр
472,Handtuch::N,håndklæde,ал шӑлли
473,Kraft::N,kraft,вӑй
474,Kraft::N,kraft,хӑват
475,Stärke::N,styrke,хал
476,Stärke::N,styrke,хӑват
477,Gesundheit::N,sundhed,хал
478,Gesundheit::N,sundhed,сывлӑх
479,Krankheit::N,sygdom,чир
480,Schmerz::N,smerte,ырату
481,Wunde::N,sår,суран
482,Fieber::N,feber,сив чир
483,Arznei::N,medicin,эмел
484,Arznei::N,lægemiddel,эмел
485,Brücke::N,bro,кӗпер
486,Brunnen::N,brønd,ҫӑл
487,Brunnen::N,brønd,пусӑ
488,Weide::N,græsgang,ҫаран
489,Pfad::N,sti,йӗр
490,Pfad::N,sti,сукмак
491,Weg::N,vej,ҫул
492,Weg::N,vej,ҫул-йӗр
493,Straße::N,gade,ҫӳрев
494,Straße::N,gade,ҫул ҫӳрени
495,Dorf::N,landsby,ял
496,Stadt::N,by,хула
497,Brief::N,brev,ҫыру
498,Buch::N,bog,кӗнеке
499,Buchstabe::N,bogstav,сас палли
500,Zeitung::N,avis,хаҫат
501,Leben::N,liv,пурнӑҫ
502,Tod::N,død,вилӗм
503,Grab::N,grav,масар шӑтӑкӗ
504,Kirche::N,kirke,чиркӳ
505,Sünde::N,synd,ҫылӑх
506,Gott::N,gud,турӑ
507,Arbeiter::N,arbejder,рабочи
508,Chef::N,chef,пуҫлӑх
509,Meister::N,mester,ӑста
510,Meister::N,mester,мастер
511,Arzt::N,læge,врач
512,Arzt::N,læge,тухтӑр
513,Lehrer::N,lærer,учитель
514,Lehrer::N,lærer,вӗрентекен
515,Geld::N,penge,укҫа
516,Geschäft::N,forretning,бизнес
517,Laden::N,butik,магазин
518,Laden::N,forretning,магазин
519,Preis::N,pris,хак
520,Ware::N,vare,тавар
521,Nutzen::N,nytte,пайта
522,Reichtum::N,rigdom,мул
523,Welt::N,verden,тӗнче
524,Land::N,land,ҫӗр-шыв
525,Staat::N,stat,патшàлӑх
526,König::N,konge,король
527,Macht::N,magt,власть
528,Grenze::N,grænse,чикӗ
529,Krieg::N,krig,вӑрҫӑ
530,Feind::N,fjende,тӑшман
531,Gewalt::N,vold,ирӗксӗрлӳ
532,Kampf::N,kamp,кӗрешӳ
533,Bogen[Waffe]::N,bue,ухӑ
534,Pfeil::N,pil,ҫӗмрен
535,Pfeil::N,pil,ухӑ йӗппи
536,Gewehr::N,gevær,пӑшал
537,Fehler::N,fejl,йӑнӑш
538,Lüge::N,løgn,суя
539,Lüge::N,løgn,ултав
540,Schaden::N,skade,сиен
541,Unglück::N,uheld,шар
542,Unglück::N,uheld,инкек
543,Unglück::N,ulykke,шар
544,Unglück::N,ulykke,инкек
545,Schuld::N,skyld,айӑп
546,Alter::N,alder,ҫул шучӗ
547,Schluss::N,slut,пӗтни
548,Schluss::N,slut,пӗтмӗш
549,Schluss::N,slutning,пӗтни
550,Schluss::N,slutning,пӗтмӗш
551,Zeit::N,tid,вӑхӑт
552,Tag::N,dag,кун
553,Morgen::N,morgen,ир
554,Mittag::N,middag,кӑнтӑрла
555,Abend::N,aften,каҫ
556,Nacht::N,nat,каҫ
557,Woche::N,uge,эрне
558,Monat::N,måned,уйӑх
559,Jahr::N,år,ҫулталӑк
560,Frühling::N,forår,ҫур
561,Frühling::N,forår,ҫуркунне
562,Sommer::N,sommer,ҫу
563,Sommer::N,sommer,ҫулла
564,Herbst::N,efterår,кӗр
565,Herbst::N,efterår,кӗркунне
566,Winter::N,vinter,хӗл
567,Winter::N,vinter,хӗлле
568,Januar::N,januar,январь
569,Februar::N,februar,февраль
570,Februar::N,februar,кӗҫӗн кӑрлач
571,März::N,marts,март
572,März::N,marts,пуш уйӑхӗ
573,April::N,april,апрель
574,Mai::N,maj,май
575,Juni::N,juni,июнь
576,Juli::N,juli,июль
577,August::N,august,август
578,September::N,september,сентябрь
579,September::N,september,авӑн уйӑхӗ
580,Oktober::N,oktober,октябрь
581,November::N,november,ноябрь
582,Dezember::N,december,раштав
583,Dezember::N,december,декабрь
584,Montag::N,mandag,тунти кун
585,Dienstag::N,tirsdag,ытлари кун
586,Mittwoch::N,onsdag,юн кун
587,Donnerstag::N,torsdag,кӗҫнерни кун
588,Freitag::N,fredag,эрне кун
589,Samstag::N,lørdag,шӑмат кун
590,Sonntag::N,søndag,вырсарни кун
591,groß::A,stor,пысӑк
592,klein::A,lille,пӗчӗк
593,lang::A,lang,вӑрӑм
594,kurz::A,kort,кӗске
595,breit::A,bred,сарлака
596,schmal::A,smal,ансӑр
597,dicht::A,tæt,йӑвӑ
598,dick[Gegenstand]::A,tyk,хулӑн
599,dünn::A,tynd,ҫинҫе
600,dünn::A,tynd,ҫӳхе
601,fein::A,fin,тарай
602,fein::A,fin,вӗлтӗрти
603,fest::A,fast,тӗреклӗ
604,flach::A,flad,лаптак
605,glatt::A,glat,такӑр
606,hart::A,hård,хытӑ
607,weich::A,blød,ҫемҫе
608,rund::A,rund,ҫавра
609,spitz::A,spids,шӗвӗр
610,scharf::A,skarp,ҫивӗч
611,stumpf::A,sløv,мӑка
612,stumpf::A,sløv,пуклак
613,stumpf::A,sløv,тӗрӗнчӗк
614,stumpf::A,sløv,ӑнкарусӑр
615,stumpf::A,stump,мӑка
616,stumpf::A,stump,пуклак
617,stumpf::A,stump,тӗрӗнчӗк
618,stumpf::A,stump,ӑнкарусӑр
619,schwer::A,tung,йывӑр
620,schön::A,skøn,илемлӗ
621,heiß::A,hed,вӗри
622,warm::A,varm,ӑшӑ
623,kalt::A,kold,сивӗ
624,kühl::A,kølig,уҫӑ
625,frisch::A,frisk,уҫӑ
626,feucht::A,fugtig,йӗпе
627,nass::A,våd,нӳрӗ
628,trocken::A,tør,типӗ
629,voll::A,fuld,тулли
630,leer::A,tom,пушӑ
631,offen::A,åben,уҫӑ
632,geschlossen::A,lukket,хупӑ
633,sauber::A,ren,таса
634,schmutzig::A,snavset,пылчӑклӑ
635,schmutzig::A,snavset,вараланчӑк
636,roh::A,rå,чӗрӗ
637,reif::A,moden,пулнӑ
638,reif::A,moden,пиҫӗхнӗ
639,reif::A,moden,аталаннӑ
640,reif::A,moden,пиҫсе ҫитнӗ
641,lecker::A,lækker,тутлӑ
642,lecker::A,lækker,техӗмлӗ
643,süß::A,sød,пылак
644,bitter::A,bitter,йӳҫӗ
645,sauer::A,sur,йӳҫӗ
646,sauer::A,sur,йӳҫек
647,sauer::A,sur,кӑвасак
648,hell::A,lys,ҫутӑ
649,dunkel::A,mørk,тӗттӗм
650,schwarz::A,sort,хура
651,weiß::A,hvid,шурӑ
652,rot::A,rød,хӗрлӗ
653,gelb::A,gul,сарӑ
654,blau::A,blå,кӑвак
655,grün::A,grøn,симӗс
656,grün::A,grøn,пиҫмен
657,grün::A,grøn,ӑс пухман
658,grau::A,grå,кӑвак
659,bunt::A,broget,чӑпар
660,billig::A,billig,йӳнӗ
661,teuer::A,dyr,хаклӑ
662,wertvoll::A,værdifuld,паха
663,blind::A,blind,суккӑр
664,taub::A,døv,хӑлхасӑр
665,kräftig::A,kraftig,хӑватлӑ
666,stark::A,stærk,вирлӗ
667,schwach::A,svag,халсӑр
668,fett::A,fed,самӑр
669,fett::A,fed,мӑнтӑр
670,schlank::A,slank,йӑрӑс
671,schlank::A,slank,яштака
672,hübsch::A,køn,хитре
673,böse::A,ond,усал
674,böse::A,slem,усал
675,dumm::A,dum,ухмах
676,faul::A,doven,наян
677,faul::A,doven,юлхав
678,faul::A,doven,ӳркенчӗк
679,fleißig::A,flittig,хастар
680,geizig::A,gerrig,хытӑ
681,klug::A,klog,ӑслӑ
682,geschickt::A,dygtig,ӑста
683,geschickt::A,behændig,ӑста
684,lieb::A,rar,савнӑ
685,lustig::A,lystig,хаваслӑ
686,sanft::A,blid,ачаш
687,hungrig::A,sulten,выҫӑ
688,krank::A,syg,чирлӗ
689,nackt::A,nøgen,ҫара
690,traurig::A,bedrøvet,салхуллӑ
691,lebendig::A,levende,чӗрӗ
692,gut::A,god,аван
693,gut::A,god,лайӑх
694,schlecht::A,dårlig,япӑх
695,schlecht::A,dårlig,начар
696,richtig::A,rigtig,тӗрӗс
697,schlimm::A,slem,йӗрӗнчӗк
698,wahr::A,sand,чӑн
699,alt::A,gammel,кивӗ
700,neu::A,ny,ҫӗнӗ
701,ehemalig::A,forhenværende,пулнӑ
702,alt[Lebewesen]::A,gammel,ватӑ
703,jung::A,ung,яш
704,jung::A,ung,ҫамрӑк
705,arm::A,fattig,чухӑн
706,reich::A,rig,пуян
707,bekannt::A,kendt,пӗлӗш
708,berühmt::A,berømt,чаплӑ
709,fremd::A,fremmed,ют
710,verschieden::A,forskellig,расна
711,nah::A,nær,ҫывӑх
712,nah::A,nær,ҫывӑхри
713,fern::A,fjern,инҫе
714,fern::A,fjern,аякри
715,linker::A,venstre,сулахай
716,rechter::A,højre,сылтӑм
717,anderer::A,anden,урӑх
718,erster::A,første,пӗрремӗш
719,zweiter::A,anden,иккӗмӗш
720,dritter::A,tredje,виҫҫӗмӗш
721,letzter::A,sidste,юлашки
722,allein::ADV,alene,пӗччен
723,auf einmal::ADV,på én gang,кӗмӗрккен
724,zusammen::ADV,sammen,пӗрле
725,lange::ADV,længe,вӑрах
726,plötzlich::ADV,pludselig,сасартӑк
727,sofort::ADV,straks,тӳрех
728,später::ADV,senere,кайран
729,jetzt::ADV,nu,халь
730,jetzt::ADV,nu,халӗ
731,heute::ADV,i dag,паян
732,morgen::ADV,i morgen,ыран
733,bald::ADV,snart,халех
734,bald::ADV,snart,кӗҫех
735,dann::ADV,så,унтан
736,gestern::ADV,i går,ӗнер
737,einst::ADV,engang,пӗррехинче
738,damals::ADV,dengang,ун чухне
739,damals::ADV,dengang,апла пулсан
740,danach::ADV,derefter,унтан
741,vorher::ADV,før,малтан
742,vorher::ADV,forud,малтан
743,zuerst::ADV,først,пирвай
744,einmal::ADV,en gang,пӗррехинче
745,manchmal::ADV,sommetider,хӑш чухне
746,oft::ADV,ofte,тӑтӑш
747,immer::ADV,altid,ялан
748,niemals::ADV,aldrig,нихӑҫан та
749,hier::ADV,her,кунта
750,hierhin::ADV,hid,кунта
