,Concept_ID,hu,fa
354,Kreis::N,kör,دایره
355,Kreuz::N,kereszt,صلیب
356,Linie::N,vonal,خط
357,Linie::N,vonal,سطر
358,Strich::N,vonás,خط
359,Abstand::N,köz,فاصله
360,Entfernung::N,távolság,مسافت
361,Gegend::N,táj,منطقه
362,Gegend::N,vidék,منطقه
363,Platz::N,hely,گنجایش
364,Ort::N,hely,جا
365,Ort::N,hely,محل
366,Ort::N,hely,مکان
367,Seite::N,fél,طرف
368,Seite::N,oldal,طرف
369,Mitte::N,közép,وسط
370,Mitte::N,közép,میان
371,Gegenstand::N,tárgy,چیز
372,Sache::N,dolog,چیز
373,Rand::N,szél,کنار
374,Rand::N,szél,حاشیه
375,Rand::N,perem,کنار
376,Rand::N,perem,حاشیه
377,Rand::N,szegély,کنار
378,Rand::N,szegély,حاشیه
379,Kante::N,él,لبه
380,Ecke::N,sarok,گوشه
381,Ecke::N,szöglet,گوشه
382,Spitze::N,csúcs,سر
383,Spitze::N,csúcs,نوک
384,Ende::N,vég,ته
385,Ende::N,vég,آخر
386,Loch::N,lyuk,سوراخ
387,Winkel::N,szög,کنج
388,Muster::N,minta,نقش
389,Größe::N,nagyság,قد
390,Größe::N,nagyság,بزرگی
391,Länge::N,hossz,طول
392,Länge::N,hosszúság,طول
393,Höhe::N,magasság,بلندی
394,Gewicht::N,súly,وزن
395,Menge::N,sokaság,مقدار
396,Menge::N,sokaság,اندازه
397,Menge::N,mennyiség,مقدار
398,Menge::N,mennyiség,اندازه
399,Haufen::N,halom,توده
400,Reihe::N,sor,ردیف
401,Boot::N,csónak,قایق
402,Ruder::N,evező,پارو
403,Schlitten::N,szánkó,سورتمه
404,Ski::N,sí,اسکی
405,Lagerfeuer::N,tábortűz,آتش
406,Last::N,teher,بار
407,Last::N,teher,سنگینی
408,Gang::N,járás,راه رفتن
409,Schritt::N,lépés,قدم
410,Norden::N,észak,شمال
411,Süden::N,dél,جنوب
412,Westen::N,nyugat,غرب
413,Osten::N,kelet,شرق
414,Holz::N,fa,چوب
415,Brett::N,deszka,تخته
416,Platte::N,lap,صفحه
417,Platte::N,lemez,صفحه
418,Stütze::N,támasz,تکیه
419,Stütze::N,támaszték,تکیه
420,Stange::N,rúd,میله
421,Stange::N,pózna,میله
422,Stock::N,pálca,چوب
423,Stab::N,bot,عصا
424,Rohr::N,cső,لوله
425,Haus::N,ház,منزل
426,Heim::N,otthon,خانه
427,Heim::N,otthon,کاشانه
428,Ofen::N,kályha,بخاری
429,Fußboden::N,padló,کف اتاق
430,Tisch::N,asztal,میز
431,Stuhl::N,szék,صندلی
432,Wiege::N,bölcső,گهواره
433,Bett::N,ágy,تختخواب
434,Regal::N,polc,قفسه
435,Regal::N,állvány,قفسه
436,Kiste::N,láda,صندوق
437,Fenster::N,ablak,پنجره
438,Tür::N,ajtó,در
439,Tür::N,ajtó,درب
440,Tor::N,kapu,دروازه
441,Zaun::N,kerítés,حصار
442,Dach::N,tető,بام
443,Leiter::N,létra,نردبان
444,Besen::N,seprű,جارو
445,Spaten::N,ásó,بیل
446,Schaufel::N,lapát,بیل
447,Schaufel::N,lapát,پارو
448,Gabel::N,villa,چنگال
449,Löffel::N,kanál,قاشق
450,Messer::N,kés,کارد
451,Nagel::N,szeg,میخ
452,Netz::N,háló,تور
453,Netz::N,háló,شبکه
454,Haken::N,kampó,قلاب
455,Griff::N,nyél,دسته
456,Griff::N,fogantyú,دسته
457,Schloss::N,zár,قفل
458,Bild::N,kép,عکس
459,Bild::N,kép,تصویر
460,Figur::N,alak,تندیس
461,Puppe::N,bábu,عروسک
462,Beutel::N,zacskó,کیسه
463,Bündel::N,köteg,بسته
464,Tasche::N,táska,کیف
465,Eimer::N,vödör,سطل
466,Deckel::N,fedő,در
467,Deckel::N,fedél,در
468,Geschirr::N,edény,ظرف
469,Sack::N,zsák,گونی
470,Tasse::N,csésze,فنجان
471,Topf::N,fazék,دیگ
472,Topf::N,fazék,قابلمه
473,Kessel::N,üst,دیگ
474,Kessel::N,bogrács,دیگ
475,Essen::N,evés,خوراک
476,Essen::N,étkezés,خوراک
477,Nahrung::N,ennivaló,غذا
478,Speise::N,étel,خوراک
479,Fleisch::N,hús,گوشت
480,Getreide::N,gabona,غله
481,Brei::N,pép,فرنی
482,Brei::N,pép,حریره
483,Brei::N,kása,فرنی
484,Brei::N,kása,حریره
485,Brot::N,kenyér,نان
486,Scheibe::N,szelet,قاچ
487,Scheibe::N,szelet,لزگه
488,Fett::N,háj,چربی
489,Fett::N,zsír,چربی
490,Butter::N,vaj,کره
491,Öl::N,olaj,روغن
492,Salz::N,só,نمک
493,Suppe::N,leves,آش
494,Suppe::N,leves,سوپ
495,Honig::N,méz,عسل
496,Milch::N,tej,شیر
497,Tee::N,tea,چای
498,Leder::N,bőr,چرم
499,Wolle::N,gyapjú,پشم
500,Stoff::N,szövet,پارچه
501,Nadel::N,tű,سوزن
502,Faden::N,fonál,نخ
503,Knopf::N,gomb,دکمه
504,Knoten::N,csomó,گره
505,Farbe::N,szín,رنگ
506,Farbe::N,festék,رنگ
507,Kleidung::N,ruha,لباس
508,Kleidung::N,ruha,پوشاک
509,Kleidung::N,ruházat,لباس
510,Kleidung::N,ruházat,پوشاک
511,Hemd::N,ing,پیراهن
512,Kragen::N,gallér,یقه
513,Ärmel::N,ujj,آستین
514,Hose::N,gatya,شلوار
515,Hose::N,nadrág,شلوار
516,Gürtel::N,öv,کمر‌بند
517,Mütze::N,sapka,کلاه
518,Schuh::N,cipő,کفش
519,Stiefel::N,csizma,چکمه
520,Ring::N,gyűrű,حلقه
521,Ring::N,gyűrű,انگشتر
522,Band::N,szalag,نوار
523,Band::N,szalag,روبان
524,Kamm::N,fésű,شانه
525,Spiegel::N,tükör,آینه
526,Riemen::N,szíj,تسمه
527,Schnur::N,zsinór,ریسمان
528,Leine::N,póráz,قلاده
529,Decke::N,takaró,پتو
530,Kissen::N,párna,بالش
531,Tuch::N,kendő,شال
532,Handtuch::N,törülköző,حوله
533,Kraft::N,erő,نیرو
534,Stärke::N,erő,زور
535,Stärke::N,erősség,زور
536,Gesundheit::N,egészség,سلامتی
537,Gesundheit::N,egészség,تندرستی
538,Krankheit::N,kór,بیماری
539,Krankheit::N,betegség,بیماری
540,Schmerz::N,fájdalom,درد
541,Wunde::N,seb,زخم
542,Fieber::N,láz,تب
543,Arznei::N,orvosság,دارو
544,Arznei::N,gyógyszer,دارو
545,Brücke::N,híd,پل
546,Brunnen::N,kút,چاه
547,Weide::N,legelő,چراگاه
548,Pfad::N,ösvény,راه
549,Weg::N,út,راه
550,Weg::N,út,طریق
551,Straße::N,út,راه
552,Straße::N,út,جاده
553,Dorf::N,falu,ده
554,Dorf::N,falu,روستا
555,Stadt::N,város,شهر
556,Brief::N,levél,نامه
557,Buch::N,könyv,کتاب
558,Buchstabe::N,betű,حرف
559,Zeitung::N,újság,روزنامه
560,Zeitung::N,hírlap,روزنامه
561,Leben::N,élet,عمر
562,Leben::N,élet,زندگی
563,Tod::N,halál,مرگ
564,Grab::N,sír,گور
565,Grab::N,sír,مزار
566,Kirche::N,templom,کلیسا
567,Sünde::N,bűn,بزه
568,Sünde::N,bűn,گناه
569,Sünde::N,vétek,بزه
570,Sünde::N,vétek,گناه
571,Gott::N,isten,خدا
572,Arbeiter::N,munkás,کارگر
573,Chef::N,főnök,رئیس
574,Meister::N,mester,استاد
575,Arzt::N,orvos,پزشک
576,Lehrer::N,tanár,معلم
577,Lehrer::N,tanár,آموزگار
578,Lehrer::N,tanító,معلم
579,Lehrer::N,tanító,آموزگار
580,Geld::N,pénz,پول
581,Geschäft::N,üzlet,کار
582,Geschäft::N,üzlet,بیزنس
583,Laden::N,bolt,دکان
584,Laden::N,bolt,مغازه
585,Preis::N,ár,بها
586,Preis::N,ár,قیمت
587,Ware::N,áru,جنس
588,Ware::N,áru,کالا
589,Nutzen::N,haszon,مزیت
590,Nutzen::N,haszon,امتیاز
591,Reichtum::N,gazdagság,مال
592,Reichtum::N,gazdagság,ثروت
593,Welt::N,világ,دنیا
594,Land::N,ország,کشور
595,Land::N,ország,مملکت
596,Staat::N,állam,دولت
597,König::N,király,شاه
598,König::N,király,پادشاه
599,Macht::N,hatalom,قدرت
600,Macht::N,hatalom,اختیار
601,Grenze::N,határ,مرز
602,Krieg::N,háború,جنگ
603,Feind::N,ellenség,دشمن
604,Gewalt::N,erőszak,زور
605,Gewalt::N,erőszak,خشونت
606,Kampf::N,harc,نبرد
607,Kampf::N,harc,مبارزه
608,Bogen[Waffe]::N,íj,کمان
609,Pfeil::N,nyíl,تیر
610,Gewehr::N,puska,تفنگ
611,Gewehr::N,fegyver,تفنگ
612,Fehler::N,hiba,غلط
613,Fehler::N,hiba,اشتباه
614,Lüge::N,hazugság,دروغ
615,Schaden::N,kár,آسیب
616,Schaden::N,kár,خسارت
617,Unglück::N,csapás,بلا
618,Unglück::N,balszerencse,بلا
619,Schuld::N,bűn,گناه
620,Schuld::N,bűn,تقصیر
621,Alter::N,kor,سن
622,Alter::N,kor,عمر
623,Schluss::N,vég,انتها
624,Schluss::N,befejezés,انتها
625,Zeit::N,idő,وقت
626,Zeit::N,idő,زمان
627,Tag::N,nap,روز
628,Morgen::N,reggel,صبح
629,Mittag::N,dél,ظهر
630,Abend::N,este,شب
631,Abend::N,este,عصر
632,Nacht::N,éj,شب
633,Nacht::N,éjszaka,شب
634,Woche::N,hét,هفته
635,Monat::N,hó,ماه
636,Monat::N,hónap,ماه
637,Jahr::N,év,سال
638,Frühling::N,tavasz,بهار
639,Sommer::N,nyár,تابستان
640,Herbst::N,ősz,پاییز
641,Winter::N,tél,زمستان
642,Januar::N,január,ژانویه
643,Februar::N,február,فوریه
644,März::N,március,مارس
645,April::N,április,آوریل
646,Mai::N,május,مه
647,Juni::N,június,ژوئن
648,Juli::N,július,ژویه
649,August::N,augusztus,اوت
650,September::N,szeptember,سپتامبر
651,Oktober::N,október,اکتبر
652,November::N,november,نوامبر
653,Dezember::N,december,دسامبر
654,Montag::N,hétfő,دو‌شنبه
655,Dienstag::N,kedd,سه‌شنبه
656,Mittwoch::N,szerda,چهار‌شنبه
657,Donnerstag::N,csütörtök,پنج شنبه
658,Freitag::N,péntek,جمعه
659,Samstag::N,szombat,شنبه
660,Sonntag::N,vasárnap,یکشنبه
661,groß::A,nagy,بزرگ
662,klein::A,pici,کوچک
663,klein::A,kicsi,کوچک
664,lang::A,hosszú,بلند
665,kurz::A,rövid,کوتاه
666,breit::A,széles,پهن
667,schmal::A,keskeny,تنگ
668,schmal::A,keskeny,نازک
669,dicht::A,sűrű,چگال
670,dicht::A,sűrű,انبوه
671,dick[Gegenstand]::A,vastag,ضخیم
672,dünn::A,vékony,نازک
673,fein::A,vékony,ریز
674,fein::A,vékony,باریک
675,fest::A,szilárd,محکم
676,flach::A,sík,صاف
677,flach::A,sík,مسطح
678,flach::A,lapos,صاف
679,flach::A,lapos,مسطح
680,glatt::A,sima,لیز
681,hart::A,kemény,سفت
682,weich::A,puha,نرم
683,weich::A,puha,ملایم
684,rund::A,kerek,گرد
685,spitz::A,hegyes,تیز
686,spitz::A,hegyes,نوک‌تیز
687,scharf::A,éles,تیز
688,scharf::A,éles,برنده
689,stumpf::A,tompa,کند
690,stumpf::A,életlen,کند
691,schwer::A,nehéz,سنگین
692,schwer::A,súlyos,سنگین
693,schön::A,szép,زیبا
694,heiß::A,forró,داغ
695,warm::A,meleg,گرم
696,kalt::A,hideg,سرد
697,kühl::A,hűs,خنک
698,kühl::A,hűvös,خنک
699,frisch::A,üde,تازه
700,frisch::A,friss,تازه
701,feucht::A,nedves,مرطوب
702,nass::A,vizes,تر
703,nass::A,vizes,خیش
704,trocken::A,száraz,خشک
705,voll::A,telt,پر
706,leer::A,üres,خالی
707,offen::A,nyílt,باز
708,offen::A,nyitott,باز
709,geschlossen::A,zárt,بسته
710,geschlossen::A,csukott,بسته
711,sauber::A,tiszta,پاک
712,sauber::A,tiszta,تمیز
713,schmutzig::A,piszkos,کثیف
714,schmutzig::A,piszkos,آلوده
715,schmutzig::A,szennyes,کثیف
716,schmutzig::A,szennyes,آلوده
717,roh::A,nyers,خام
718,reif::A,érett,رسیده
719,lecker::A,finom,لذیذ
720,lecker::A,finom,خوشمزه
721,süß::A,édes,شیرین
722,bitter::A,keserű,تلخ
723,sauer::A,savanyú,ترش
724,hell::A,világos,روشن
725,dunkel::A,sötét,تاریک
726,schwarz::A,fekete,سیاه
727,weiß::A,fehér,سفید
728,rot::A,vörös,سرخ
729,rot::A,vörös,قرمز
730,gelb::A,sárga,زرد
731,blau::A,kék,آبی
732,grün::A,zöld,سبز
733,grau::A,ősz,طوسی
734,grau::A,ősz,خاکستری
735,grau::A,szürke,طوسی
736,grau::A,szürke,خاکستری
737,bunt::A,tarka,رنگارنگ
738,bunt::A,színes,رنگارنگ
739,billig::A,olcsó,ارزان
740,teuer::A,drága,گران
741,wertvoll::A,értékes,قیمتی
742,wertvoll::A,értékes,گرانبها
743,blind::A,vak,کور
744,blind::A,vak,نابینا
745,taub::A,süket,کر
746,taub::A,süket,ناشنوا
747,kräftig::A,erős,قوی
748,stark::A,erős,قوی
749,stark::A,erős,نیرومند
750,schwach::A,gyenge,ضعیف
751,schwach::A,erőtlen,ضعیف
752,fett::A,hájas,چرب
753,schlank::A,karcsú,باریک‌اندام
754,hübsch::A,csinos,قشنگ
755,hübsch::A,csinos,خوشگل
756,böse::A,rossz,بد
757,böse::A,gonosz,بد
758,dumm::A,buta,احمق
759,dumm::A,ostoba,احمق
760,faul::A,lusta,لش
761,faul::A,lusta,تنبل
762,fleißig::A,szorgalmas,زرنگ
763,geizig::A,fukar,خسیس
764,geizig::A,fösvény,خسیس
765,klug::A,okos,عاقل
766,klug::A,okos,باهوش
767,klug::A,eszes,عاقل
768,klug::A,eszes,باهوش
769,geschickt::A,ügyes,ماهر
770,lieb::A,drága,عزیز
771,lieb::A,kedves,عزیز
772,lustig::A,víg,شاد
773,lustig::A,víg,خوشحال
774,lustig::A,vidám,شاد
775,lustig::A,vidám,خوشحال
776,sanft::A,enyhe,لطیف
777,hungrig::A,éhes,گرسنه
778,krank::A,beteg,مریض
779,krank::A,beteg,بیمار
780,nackt::A,csupasz,لخت
781,nackt::A,csupasz,برهنه
782,nackt::A,meztelen,لخت
783,nackt::A,meztelen,برهنه
784,traurig::A,bús,غمگین
785,traurig::A,szomorú,غمگین
786,lebendig::A,élő,زنده
787,gut::A,jó,خوب
788,schlecht::A,rossz,بد
789,richtig::A,helyes,درست
790,schlimm::A,rossz,وخيم
791,wahr::A,igaz,درست
792,wahr::A,igaz,حقیقی
793,alt::A,ó,کهنه
794,alt::A,régi,کهنه
795,neu::A,új,نو
796,ehemalig::A,volt,قبلی
797,ehemalig::A,egykori,قبلی
798,alt[Lebewesen]::A,öreg,پیر
799,jung::A,fiatal,جوان
800,arm::A,szegény,فقیر
801,reich::A,gazdag,پولدار
802,reich::A,gazdag,ثروتمند
803,bekannt::A,ismert,آشنا
804,bekannt::A,ismert,معلوم
805,bekannt::A,ismeretes,آشنا
806,bekannt::A,ismeretes,معلوم
807,berühmt::A,híres,مشهور
808,fremd::A,idegen,خارجی
809,fremd::A,idegen,بیگانه
810,verschieden::A,különböző,مختلف
811,verschieden::A,különböző,متفاوت
812,nah::A,közeli,نزدیک
813,fern::A,távoli,دور
814,linker::A,bal,چپ
815,rechter::A,jobb,راست
816,anderer::A,más,دیگر
817,anderer::A,másik,دیگر
818,erster::A,első,اول
819,zweiter::A,második,دوم
820,dritter::A,harmadik,سوم
821,letzter::A,utolsó,آخر
822,allein::ADV,egyedül,تنها
