,Concept_ID,tt,sl
200,Schmetterling::N,күбәләк,metúlj
201,Beere::N,җиләк,jágoda
202,Apfel::N,алма,jábolko
203,Pilz::N,гөмбә,góba
204,Zwiebel::N,суган,čebúla
205,Zwiebel::N,суганбаш,čebúla
206,Saat::N,орлык,séme
207,Korn::N,иген,zŕno
208,Korn::N,орлык,zŕno
209,Heu::N,печән,senó
210,Schale::N,кабык,lupína
211,Grube::N,баз,jáma
212,Grube::N,чокыр,jáma
213,Falle::N,тозак,pást
214,Falle::N,капкын,pást
215,Schlinge::N,элмәк,zánka
216,Schlinge::N,элмәк,pêtlja
217,Spur::N,эз,sléd
218,Asche::N,көл,pepél
219,Dreck::N,пычрак,bláto
220,Eisen::N,тимер,želézo
221,Gold::N,алтын,zlató
222,Silber::N,көмеш,srebró
223,Kohle::N,күмер,ógel
224,Glas::N,пыяла,stêklo
225,Lehm::N,балчык,ílo
226,Sand::N,ком,pések
227,Mensch::N,адәм,člôvek
228,Mensch::N,инсан,člôvek
229,Mann::N,ир,móž
230,Mann::N,ир,môški
231,Frau::N,хатын,gospá
232,Frau::N,хатын,žénska
233,Kind::N,бала,déte
234,Kind::N,бала,otròk
235,Junge::N,малай,fànt
236,Junge::N,малай,déček
237,Mädchen::N,кыз,deklè
238,Mädchen::N,кыз,déklica
239,Familie::N,гаилә,družína
240,Großvater::N,бабай,dèd
241,Großvater::N,бабай,dédek
242,Großmutter::N,әби,bábica
243,Eltern::N,ата-ана,stárši
244,Vater::N,ата,ôče
245,Mutter::N,ана,máma
246,Sohn::N,ул,sín
247,Tochter::N,кыз,hčí
248,Tochter::N,кыз,hčérka
249,Bruder::N,кардәш,bràt
250,Schwester::N,апа,sêstra
251,Schwester::N,сеңел,sêstra
252,Onkel::N,дәдә,újec
253,Onkel::N,дәдә,stríc
254,Onkel::N,дәдәй,újec
255,Onkel::N,дәдәй,stríc
256,Tante::N,түти,têta
257,Tante::N,түти,strína
258,Tante::N,тәтәй,têta
259,Tante::N,тәтәй,strína
260,Ehemann::N,ир,móž
261,Ehemann::N,ир,sopróg
262,Ehefrau::N,хатын,žêna
263,Ehefrau::N,хатын,sopróga
264,Freude::N,сөенеч,rádost
265,Freude::N,сөенеч,vesêlje
266,Gelächter::N,көлү,sméh
267,Gelächter::N,көлү,grohòt
268,Gelächter::N,көлеш,sméh
269,Gelächter::N,көлеш,grohòt
270,Glück::N,бәхет,sréča
271,Kummer::N,хәсрәт,gorjé
272,Wunsch::N,теләк,žêlja
273,Lust::N,теләк,poželênje
274,Lust::N,теләү,poželênje
275,Geist::N,рух,dúša
276,Gedanke::N,уй,mísel
277,Gedanke::N,фикер,mísel
278,Gedächtnis::N,хәтер,pámet
279,Verstand::N,акыл,
280,Sinn::N,мәгънә,pomèn
281,Sinn::N,мәгънә,smísel
282,Grund::N,сәбәп,vzròk
283,Wahrheit::N,хак,resníca
284,Gespräch::N,әңгәмә,pogóvor
285,Märchen::N,әкият,právljica
286,Erzählung::N,хикәя,povést
287,Nachricht::N,хәбәр,sporočílo
288,Neuigkeit::N,яңалык,novóst
289,Name::N,исем,imé
290,Rätsel::N,табышмак,ugánka
291,Rede::N,нотык,góvor
292,Sprache::N,тел,jêzik
293,Stimme::N,тавыш,glás
294,Wort::N,сүз,beséda
295,Zeichen::N,ишарә,znák
296,Ruf::N,дәшү,klíc
297,Lärm::N,шау,hrúp
298,Lärm::N,шау,trúšč
299,Laut::N,аваз,glás
300,Ton::N,шалтырату,tón
301,Lied::N,җыр,pésem
302,Ruhe::N,тынлык,pokòj
303,Leute::N,халык,ljudjé
304,Volk::N,халык,národ
305,Arbeit::N,эш,délo
306,Arbeit::N,хезмәт,délo
307,Gast::N,кунак,gòst
308,Geschenk::N,бүләк,darílo
309,Spiel::N,уен,ígra
310,Gesellschaft::N,җәмгыять,drúžba
311,Hilfe::N,ярдәм,pomóč
312,Hilfe::N,булышлык,pomóč
313,Freund::N,дус,prijátelj
314,Kamerad::N,иптәш,továriš
315,Angelegenheit::N,эш,zadéva
316,Anzahl::N,микъдар,števílo
317,Art::N,төр,vŕsta
318,Stück::N,кисәк,kós
319,Teil::N,өлеш,dél
320,Hälfte::N,ярым,polovíca
321,Kreis::N,түгәрәк,króg
322,Kreis::N,түгәрәк,kolobár
323,Kreuz::N,хач,kríž
324,Kreuz::N,тәре,kríž
325,Linie::N,сызык,próga
326,Strich::N,сызык,čŕta
327,Abstand::N,ара,preslédek
328,Entfernung::N,ераклык,oddáljenost
329,Gegend::N,урын,kràj
330,Gegend::N,урын,dežêla
331,Platz::N,бушлык,prôstor
332,Ort::N,урын,mésto
333,Seite::N,як,bòk
334,Seite::N,як,strán
335,Mitte::N,урта,sredína
336,Gegenstand::N,нәрсә,prédmet
337,Sache::N,нәрсә,réč
338,Sache::N,нәрсә,stvár
339,Rand::N,чит,kràj
340,Kante::N,кырый,rób
341,Ecke::N,почмак,vogál
342,Spitze::N,оч,óst
343,Ende::N,азак,kônec
344,Loch::N,тишек,lúknja
345,Winkel::N,почмак,kót
346,Muster::N,парча,vzórec
347,Größe::N,зурлык,veličína
348,Länge::N,озынлык,dolžína
349,Höhe::N,биеклек,vršína
350,Gewicht::N,авырлык,téža
351,Menge::N,микъдар,količína
352,Haufen::N,өем,kùp
353,Haufen::N,өем,kopíca
354,Reihe::N,рәт,níz
355,Reihe::N,рәт,vŕsta
356,Boot::N,каек,čóln
357,Boot::N,көймә,čóln
358,Ruder::N,ишкәк,vêslo
359,Schlitten::N,чана,saní
360,Ski::N,чаңгы,smučí
361,Lagerfeuer::N,костёр,táborni ôgenj
362,Last::N,йөк,tôvor
363,Gang::N,йөреш,hòd
364,Schritt::N,адым,korák
365,Norden::N,төньяк,séver
366,Süden::N,көньяк,júg
367,Westen::N,көнбатыш,zapàd
368,Osten::N,шәрык,vzhòd
369,Osten::N,көнчыгыш,vzhòd
370,Holz::N,агач,lés
371,Brett::N,такта,deskà
372,Platte::N,плитә,plôča
373,Stütze::N,таяу,opóra
374,Stütze::N,таяу,zaslómba
375,Stange::N,колга,gréd
376,Stock::N,таяк,pálica
377,Stab::N,таяк,pálica
378,Rohr::N,торба,cév
379,Haus::N,өй,híša
380,Haus::N,йорт,híša
381,Heim::N,гаилә,dóm
382,Heim::N,нәсел,dóm
383,Ofen::N,мич,péč
384,Fußboden::N,идән,pòd
385,Tisch::N,өстәл,míza
386,Stuhl::N,утыргыч,stòl
387,Wiege::N,бишек,zíbel
388,Bett::N,ятак,póstelja
389,Bett::N,урын-җир,póstelja
390,Regal::N,киштә,políca
391,Regal::N,шүрлек,políca
392,Kiste::N,әрҗә,zabòj
393,Fenster::N,тәрәзә,ôkno
394,Tür::N,ишек,vráta
395,Tor::N,капка,velíka vráta
396,Zaun::N,койма,ográja
397,Dach::N,түбә,stréha
398,Leiter::N,баскыч,léstev
399,Besen::N,себерке,mêtla
400,Spaten::N,көрәк,lopáta
401,Schaufel::N,көрәк,lopáta
402,Gabel::N,чәннечке,vílice
403,Löffel::N,кашык,žlíca
404,Messer::N,пычак,nòž
405,Nagel::N,кадак,žebèlj
406,Netz::N,челтәр,mréža
407,Haken::N,ыргак,kljúka
408,Griff::N,тотка,ročáj
409,Griff::N,тотка,oprijèm
410,Schloss::N,йозак,ključávnica
411,Bild::N,рәсем,slíka
412,Bild::N,картина,slíka
413,Figur::N,сын,figúra
414,Figur::N,сын,postáva
415,Figur::N,фигура,figúra
416,Figur::N,фигура,postáva
417,Puppe::N,курчак,lútka
418,Beutel::N,луза,môšnja
419,Bündel::N,бәйләм,cúla
420,Bündel::N,бәйләм,svéženj
421,Tasche::N,букча,tórba
422,Tasche::N,букча,tobôlec
423,Eimer::N,чиләк,vêdro
424,Deckel::N,капкач,pokròv
425,Deckel::N,капкач,poklópec
426,Geschirr::N,савыт-саба,posóda
427,Geschirr::N,кашык-аяк,posóda
428,Sack::N,капчык,vréča
429,Tasse::N,чынаяк,skodélica
430,Topf::N,чүлмәк,lônec
431,Kessel::N,казан,kôtel
432,Essen::N,ашау,hrána
433,Nahrung::N,азык,živílo
434,Nahrung::N,тәгам,živílo
435,Nahrung::N,ашамлык,živílo
436,Speise::N,ризык,jéd
437,Fleisch::N,ит,mesó
438,Getreide::N,ашлык,žíto
439,Brei::N,ботка,káša
440,Brot::N,ипи,krùh
441,Brot::N,икмәк,krùh
442,Scheibe::N,телем,réženj
443,Fett::N,май,mást
444,Fett::N,май,maščôba
445,Butter::N,май,máslo
446,Öl::N,май,ólje
447,Salz::N,тоз,sól
448,Suppe::N,шулпа,júha
449,Honig::N,бал,méd
450,Milch::N,сөт,mléko
451,Tee::N,чәй,čáj
452,Leder::N,күн,úsnje
453,Wolle::N,йон,vólna
454,Stoff::N,тукыма,blagó
455,Nadel::N,энә,ígla
456,Faden::N,җеп,nít
457,Knopf::N,төймә,gúmb
458,Knoten::N,төен,vôzel
459,Farbe::N,буяу,bárva
460,Kleidung::N,кием,obléka
461,Hemd::N,күлмәк,srájca
462,Kragen::N,яка,ovrátnik
463,Ärmel::N,җиң,rokáv
464,Hose::N,чалбар,hláče
465,Gürtel::N,билбау,pás
466,Mütze::N,бүрек,kápa
467,Mütze::N,бүрек,čépica
468,Schuh::N,башмак,čévelj
469,Stiefel::N,итек,škórenj
470,Ring::N,балдак,pŕstan
471,Band::N,тасма,trák
472,Kamm::N,тарак,glavník
473,Spiegel::N,көзге,zrcálo
474,Spiegel::N,көзге,ogledálo
475,Riemen::N,каеш,jêrmen
476,Schnur::N,бау,vŕvca
477,Leine::N,тезген,konôpec
478,Decke::N,юрган,odéja
479,Kissen::N,мендәр,blazína
480,Tuch::N,яулык,pŕt
481,Tuch::N,яулык,rúta
482,Handtuch::N,сөлгә,brisáča
483,Kraft::N,егәр,síla
484,Kraft::N,дәрман,síla
485,Stärke::N,көч,jákost
486,Stärke::N,дәрман,jákost
487,Gesundheit::N,саулык,zdrávje
488,Krankheit::N,чир,bolézen
489,Krankheit::N,хаста,bolézen
490,Krankheit::N,сырхау,bolézen
491,Schmerz::N,авырту,ból
492,Schmerz::N,авырту,bolečína
493,Wunde::N,яра,rána
494,Wunde::N,җәрәхәт,rána
495,Fieber::N,бизгәк,vročína
496,Arznei::N,дару,lék
497,Arznei::N,дару,zdravílo
498,Brücke::N,күпер,móst
499,Brunnen::N,кое,vodnják
500,Weide::N,утлавык,páša
501,Pfad::N,сукмак,stezà
502,Weg::N,юл,pót
503,Straße::N,урам,césta
504,Dorf::N,авыл,vás
505,Stadt::N,шәһәр,mésto
506,Brief::N,хат,písmo
507,Buch::N,китап,knjíga
508,Buchstabe::N,хәреф,čŕka
509,Zeitung::N,газет,čásnik
510,Zeitung::N,газета,čásnik
511,Leben::N,гомер,življênje
512,Leben::N,тормыш,življênje
513,Leben::N,тереклек,življênje
514,Tod::N,үлем,smŕt
515,Grab::N,гүр,gròb
516,Grab::N,кабер,gròb
517,Kirche::N,чиркәү,cérkev
518,Sünde::N,язык,gréh
519,Sünde::N,гөнаһ,gréh
520,Gott::N,алла,bóg
521,Gott::N,ходай,bóg
522,Arbeiter::N,эшче,délavec
523,Chef::N,башлык,šéf
524,Meister::N,оста,mójster
525,Arzt::N,врач,zdravník
526,Arzt::N,табиб,zdravník
527,Lehrer::N,укытучы,učítelj
528,Lehrer::N,мөгаллим,učítelj
529,Geld::N,акча,denár
530,Geschäft::N,эш,kupčíja
531,Laden::N,кибет,trgovína
532,Laden::N,магазин,trgovína
533,Preis::N,бәя,céna
534,Preis::N,бәһа,céna
535,Ware::N,товар,róba
536,Nutzen::N,файда,príd
537,Reichtum::N,байлык,bogástvo
538,Welt::N,дөнья,svét
539,Land::N,ил,dežêla
540,Staat::N,дәүләт,držáva
541,König::N,патша,králj
542,Macht::N,хакимият,oblást
543,Grenze::N,чик,mêja
544,Krieg::N,сугыш,vôjna
545,Feind::N,дошман,sovrážnik
546,Gewalt::N,көчләү,nasílje
547,Kampf::N,көрәш,bòj
548,Kampf::N,көрәш,bórba
549,Bogen[Waffe]::N,җәя,lók
550,Pfeil::N,ук,puščíca
551,Gewehr::N,мылтык,púška
552,Fehler::N,хата,zmóta
553,Lüge::N,ялган,láž
554,Schaden::N,зыян,okvára
555,Schaden::N,зарар,okvára
556,Unglück::N,бәла,nesréča
557,Schuld::N,гаеп,krívda
558,Alter::N,яшь,dôba
559,Schluss::N,ахыр,kônec
560,Zeit::N,заман,čàs
561,Tag::N,көн,dán
562,Morgen::N,иртә,jútro
563,Mittag::N,өйлә,póldan
564,Abend::N,кич,večér
565,Nacht::N,төн,nóč
566,Woche::N,атна,téden
567,Monat::N,ай,mésec
568,Jahr::N,ел,léto
569,Frühling::N,яз,pomlád
570,Sommer::N,җәй,polétje
571,Herbst::N,көз,jesén
572,Winter::N,кыш,zíma
573,Januar::N,гыйнвар,jánuar
574,Februar::N,февраль,fébruar
575,März::N,март,márec
576,April::N,апрель,apríl
577,Mai::N,май,máj
578,Juni::N,июнь,júnij
579,Juli::N,июль,júlij
580,August::N,август,avgúst
581,September::N,сентябрь,septêmber
582,Oktober::N,октябрь,október
583,November::N,ноябрь,novêmber
584,Dezember::N,декабрь,decémber
585,Montag::N,дүшәмбе,ponedéljek
586,Dienstag::N,сишәмбе,tôrek
587,Mittwoch::N,чәршәмбе,sréda
588,Donnerstag::N,атнакич,četŕtek
589,Donnerstag::N,пәнҗешәмбе,četŕtek
590,Freitag::N,җомга,pétek
591,Samstag::N,шимбә,sobóta
592,Sonntag::N,якшәмбе,nedélja
593,groß::A,зур,vêlik
594,klein::A,кечкенә,májhen
595,lang::A,озын,dólg
596,kurz::A,кыска,krátek
597,breit::A,киң,širòk
598,schmal::A,кысык,ózek
599,dicht::A,куе,góst
600,dick[Gegenstand]::A,калын,dêbel
601,dünn::A,нечкә,tánek
602,fein::A,нәзакәтле,drôben
603,fest::A,нык,tŕden
604,flach::A,яссы,plán
605,flach::A,яссы,plòsk
606,flach::A,ялпак,plán
607,flach::A,ялпак,plòsk
608,glatt::A,шома,gládek
609,hart::A,каты,tŕd
610,weich::A,йомшак,mehák
611,rund::A,түгәрәк,okrógel
612,spitz::A,очлы,šílast
613,scharf::A,үткен,óster
614,stumpf::A,үтмәс,tóp
615,stumpf::A,үтмәс,skŕhan
616,schwer::A,салмак,têžek
617,schön::A,гүзәл,lép
618,schön::A,гүзәл,krásen
619,heiß::A,эссе,vròč
620,warm::A,җылы,tôpel
621,kalt::A,суык,mŕzel
622,kalt::A,суык,hláden
623,kalt::A,салкын,mŕzel
624,kalt::A,салкын,hláden
625,kühl::A,салкынча,hláden
626,frisch::A,салкынча,svéž
627,feucht::A,юеш,vlážen
628,nass::A,дымлы,móker
629,trocken::A,коры,súh
630,voll::A,тулы,póln
631,leer::A,буш,prázen
632,offen::A,ачык,odpŕt
633,geschlossen::A,йомык,zapŕt
634,sauber::A,пакь,číst
635,sauber::A,пакь,líčen
636,sauber::A,чиста,číst
637,sauber::A,чиста,líčen
638,schmutzig::A,керле,umázan
639,schmutzig::A,пычрак,umázan
640,roh::A,чи,suròv
641,reif::A,өлгергән,zrèl
642,lecker::A,тәмле,okúsen
643,süß::A,татлы,sládek
644,bitter::A,ачы,grenák
645,sauer::A,әче,kísel
646,hell::A,якты,svetèl
647,dunkel::A,кара,temèn
648,schwarz::A,кара,čŕn
649,weiß::A,ак,bél
650,rot::A,кызыл,rdèč
651,gelb::A,сары,žólt
652,gelb::A,сары,rumèn
653,blau::A,күк,móder
654,grün::A,яшел,zelèn
655,grau::A,соры,sív
656,bunt::A,чуар,písan
657,billig::A,арзан,pocéni
658,teuer::A,хаклы,drág
659,wertvoll::A,кыйммәтле,dragocén
660,blind::A,сукыр,slép
661,blind::A,күзсез,slép
662,taub::A,чукрак,glúh
663,taub::A,саңгырау,glúh
664,kräftig::A,егәрле,močán
665,stark::A,нык,ják
666,stark::A,базык,ják
667,schwach::A,зәгыйфь,šíbek
668,fett::A,симез,dêbel
669,schlank::A,нәзек,vítek
670,hübsch::A,чибәр,lép
671,böse::A,усал,zèl
672,böse::A,усал,hudôben
673,dumm::A,акылсыз,glúp
674,dumm::A,акылсыз,bédast
675,faul::A,ялкау,lén
676,faul::A,иренчәк,lén
677,fleißig::A,тырыш,marljív
678,fleißig::A,тырышучан,marljív
679,geizig::A,саран,škŕt
680,klug::A,акыллы,pámeten
681,geschickt::A,маһир,spréten
682,lieb::A,сөекле,míl
683,lieb::A,сөекле,ljúb
684,lustig::A,күңелле,vesél
685,sanft::A,басынкы,láhek
686,hungrig::A,ач,láčen
687,krank::A,чирле,bolán
688,krank::A,сырхау,bolán
689,nackt::A,шәрә,nág
690,traurig::A,ямансу,túžen
691,lebendig::A,тере,žív
692,gut::A,яхшы,dóber
693,schlecht::A,начар,malopríden
694,richtig::A,дөрес,pravílen
695,schlimm::A,әшәкә,húd
696,wahr::A,чып-чын,resníčen
697,alt::A,иске,stàr
698,neu::A,яңа,nòv
699,ehemalig::A,элекке,nekdánji
700,alt[Lebewesen]::A,карт,stàr
701,jung::A,яшь,mlád
702,arm::A,фәкыйрь,ubóg
703,arm::A,фәкыйрь,réven
704,reich::A,бай,bogàt
705,bekannt::A,таныш,znán
706,berühmt::A,атаклы,sláven
707,berühmt::A,атаклы,znamenít
708,fremd::A,ят,túj
709,verschieden::A,төрле,razlíčen
710,nah::A,якын,blížnji
711,fern::A,ерак,dáleč
712,linker::A,сул,lévi
713,rechter::A,уң,désni
714,anderer::A,бүтән,drúgi
715,erster::A,беренче,pŕvi
716,zweiter::A,икенче,drúgi
717,dritter::A,өченче,trétji
718,letzter::A,ахыргы,poslédnji
719,allein::ADV,ялгыз,sám
720,auf einmal::ADV,бердән,obênem
721,zusammen::ADV,бергә,skúpaj
722,lange::ADV,озак,dólgo
723,plötzlich::ADV,искәрмәстән,náglo
724,plötzlich::ADV,искәрмәстән,nenádoma
725,sofort::ADV,хәзер,prècej
726,später::ADV,соңрак,poznêje
727,jetzt::ADV,хәзер,zdàj
728,heute::ADV,бүген,dánes
729,morgen::ADV,иртәгә,jútri
730,bald::ADV,тиздән,kmálu
731,dann::ADV,аннары,nató
732,gestern::ADV,кичә,včéraj
733,einst::ADV,берчак,nékdaj
734,damals::ADV,ул вакытта,tedàj
735,damals::ADV,ул вакытта,takràt
736,damals::ADV,ул чакта,tedàj
737,damals::ADV,ул чакта,takràt
738,danach::ADV,да,potèm
739,vorher::ADV,элек,poprèj
740,zuerst::ADV,башта,spŕva
741,einmal::ADV,бер,ênkrat
742,einmal::ADV,бер мәртәбә,ênkrat
743,manchmal::ADV,кайчакта,včásih
744,oft::ADV,еш,pogósto
745,immer::ADV,һәркайчан,védno
746,immer::ADV,һәркайчан,zméraj
747,niemals::ADV,hичбер вакыт,nikdàr
748,hier::ADV,монда,tù
749,hier::ADV,монда,túkaj
750,hier::ADV,биредә,tù
751,hier::ADV,биредә,túkaj
752,hierhin::ADV,монда,sèmkaj
753,von hier::ADV,моннан,od tú
754,dort::ADV,анда,tàm
755,dorthin::ADV,тегеләй,tjà
756,geradeaus::ADV,турыдан-туры,rávno napréj
757,vorwärts::ADV,алга,napréj
758,rückwärts::ADV,кире,zádaj
759,zurück::ADV,кире,nazáj
760,unten::ADV,түбәндә,dôli
761,unten::ADV,түбәндә,spôdaj
762,hinab::ADV,аска,dôl
763,oben::ADV,өстә,gôri
764,oben::ADV,өстә,zgôraj
765,oben::ADV,югарыда,gôri
766,oben::ADV,югарыда,zgôraj
767,hinauf::ADV,өскә,gôr
768,überall::ADV,hәркайда,povsód
769,nicht::ADV,түгел,ne
770,ein wenig::ADV,бераз,málo
771,kaum::ADV,көчкә,kómaj
772,sehr::ADV,бик,zeló
773,so::ADV,алай,takó
774,noch::ADV,янә,še
775,noch::ADV,тагын,še
776,nur::ADV,фәкать,samó
777,schon::ADV,инде,žè
778,wieder::ADV,янә,spét
779,wieder::ADV,тагын,spét
780,vergebens::ADV,юкка,zamàn
781,vergebens::ADV,юкка,zastónj
782,vor::PRP,алдыннан,pred
783,hinter::PRP,арттан,za
784,unter::PRP,астында,pod
785,durch::PRP,аша,skózi
786,neben::PRP,тирәсендә,kràj
787,neben::PRP,тирәсендә,póleg
788,zwischen::PRP,арасында,med
789,zwischen::PRP,арасында,izmed
790,wegen::PRP,сәбәпле,zarádi
791,dies::PRN,бу,tó
792,das::PRN,ул,tó
793,alles::PRN,һәммә,vsè
794,ich::PRN,мин,jàz
795,du::PRN,син,tí
796,er::PRN,ул,òn
797,wir::PRN,без,mí
798,ihr::PRN,сез,ví
799,sie::PRN,ул,ôni
800,was::FPRN,ни,káj
801,was::FPRN,нәрсә,káj
802,wer::FPRN,кем,kdó
803,wo::FADV,кайда,kjé
804,wohin::FADV,кая,kám
805,wie::FADV,ничек,kakó
806,warum::FADV,нигә,zakáj
807,wieviel::FNUM,ничә,kóliko
808,eins::NUM,бер,êden
809,zwei::NUM,ике,dvá
