,Concept_ID,sv,sk
214,Fliege::N,fluga,mucha
215,Schmetterling::N,fjäril,motýľ
216,Beere::N,bär,bobuľa
217,Apfel::N,äpple,jablko
218,Pilz::N,svamp,hríb
219,Zwiebel::N,lök,cibuľa
220,Saat::N,sådd,osivo
221,Korn::N,korn,zrno
222,Heu::N,hö,seno
223,Schale::N,skal,šupa
224,Schale::N,skal,škrupina
225,Grube::N,grop,jama
226,Falle::N,fälla,pasca
227,Falle::N,fälla,klepec
228,Schlinge::N,snara,slučka
229,Spur::N,spår,stopa
230,Asche::N,aska,popol
231,Dreck::N,lort,kal
232,Dreck::N,lort,blato
233,Eisen::N,järn,železo
234,Gold::N,guld,zlato
235,Silber::N,silver,striebro
236,Kohle::N,kol,uhlie
237,Glas::N,glas,sklo
238,Lehm::N,lera,íl
239,Lehm::N,lera,hlina
240,Sand::N,sand,piesok
241,Mensch::N,människa,človek
242,Mann::N,man,muž
243,Mann::N,man,chlap
244,Frau::N,kvinna,žena
245,Kind::N,barn,dieťa
246,Junge::N,pojke,chlapec
247,Mädchen::N,flicka,dievka
248,Familie::N,familj,rodina
249,Großvater::N,morfar,dedo
250,Großvater::N,morfar,starý otec
251,Großmutter::N,farmor,babička
252,Großmutter::N,farmor,stará mať
253,Eltern::N,föräldrar,rodičia
254,Vater::N,far,otec
255,Mutter::N,mor,mať
256,Mutter::N,mor,matka
257,Sohn::N,son,syn
258,Tochter::N,dotter,dcéra
259,Bruder::N,bror,brat
260,Schwester::N,syster,sestra
261,Onkel::N,morbror,ujo
262,Onkel::N,morbror,strýko
263,Tante::N,tant,teta
264,Tante::N,tant,tetka
265,Ehemann::N,äkta man,muž
266,Ehemann::N,äkta man,manžel
267,Ehefrau::N,hustru,žena
268,Ehefrau::N,hustru,manželka
269,Freude::N,fröjd,radosť
270,Freude::N,glädje,radosť
271,Gelächter::N,åtlöje,smiech
272,Glück::N,lycka,šťastie
273,Kummer::N,sorg,žiaľ
274,Kummer::N,sorg,zármutok
275,Wunsch::N,önskan,prianie
276,Lust::N,lust,chuť
277,Geist::N,ande,duch
278,Gedanke::N,tanke,myšlienka
279,Gedächtnis::N,minne,pamäť
280,Verstand::N,förstånd,rozum
281,Sinn::N,mening,zmysel
282,Sinn::N,betydelse,zmysel
283,Grund::N,skäl,dôvod
284,Grund::N,skäl,príčina
285,Grund::N,grund,dôvod
286,Grund::N,grund,príčina
287,Wahrheit::N,sanning,pravda
288,Gespräch::N,samtal,reč
289,Gespräch::N,samtal,rozhovor
290,Märchen::N,saga,rozprávka
291,Erzählung::N,berättelse,poviedka
292,Nachricht::N,meddelande,správa
293,Neuigkeit::N,nyhet,novinka
294,Name::N,namn,meno
295,Rätsel::N,gåta,záhada
296,Rätsel::N,gåta,hádanka
297,Rede::N,tal,reč
298,Sprache::N,språk,reč
299,Sprache::N,språk,jazyk
300,Stimme::N,stämma,hlas
301,Wort::N,ord,slovo
302,Zeichen::N,tecken,znak
303,Ruf::N,rop,volanie
304,Ruf::N,rop,zavolanie
305,Lärm::N,bråk,hluk
306,Lärm::N,bråk,hurhaj
307,Lärm::N,oväsen,hluk
308,Lärm::N,oväsen,hurhaj
309,Laut::N,ljud,zvuk
310,Ton::N,ton,tón
311,Ton::N,ton,zvuk
312,Lied::N,sång,pieseň
313,Ruhe::N,ro,pokoj
314,Ruhe::N,lugn,pokoj
315,Leute::N,folk,ľudia
316,Volk::N,folk,ľud
317,Volk::N,folk,národ
318,Arbeit::N,arbete,práca
319,Arbeit::N,arbete,robota
320,Gast::N,gäst,hosť
321,Geschenk::N,gåva,dar
322,Geschenk::N,present,dar
323,Spiel::N,lek,hra
324,Spiel::N,spel,hra
325,Gesellschaft::N,sällskap,spoločnosť
326,Hilfe::N,hjälp,pomoc
327,Freund::N,vän,priateľ
328,Kamerad::N,kamrat,kamarát
329,Angelegenheit::N,ärende,vec
330,Angelegenheit::N,ärende,záležitosť
331,Angelegenheit::N,angelägenhet,vec
332,Angelegenheit::N,angelägenhet,záležitosť
333,Anzahl::N,antal,počet
334,Anzahl::N,antal,množstvo
335,Art::N,art,druh
336,Art::N,slag,druh
337,Stück::N,stycke,kus
338,Stück::N,stycke,kúsok
339,Teil::N,del,časť
340,Hälfte::N,halva,polka
341,Hälfte::N,halva,polovica
342,Kreis::N,krets,kruh
343,Kreis::N,cirkel,kruh
344,Kreuz::N,kors,kríž
345,Kreuz::N,kryss,kríž
346,Linie::N,linje,línia
347,Strich::N,streck,čiara
348,Abstand::N,avstånd,vzdialenosť
349,Entfernung::N,avstånd,vzdialenosť
350,Gegend::N,trakt,kraj
351,Gegend::N,trakt,krajina
352,Platz::N,plats,miesto
353,Ort::N,plats,miesto
354,Ort::N,ställe,miesto
355,Seite::N,sida,bok
356,Seite::N,sida,strana
357,Mitte::N,mitt,stred
358,Gegenstand::N,föremål,predmet
359,Sache::N,sak,vec
360,Rand::N,rand,kraj
361,Rand::N,rand,okraj
362,Kante::N,kant,hrana
363,Ecke::N,vrå,roh
364,Ecke::N,hörn,roh
365,Spitze::N,spets,hrot
366,Spitze::N,spets,špička
367,Ende::N,ända,koniec
368,Loch::N,hål,diera
369,Winkel::N,vinkel,kút
370,Muster::N,mönster,vzor
371,Muster::N,mönster,vzorka
372,Größe::N,storlek,veľkosť
373,Länge::N,längd,dĺžka
374,Höhe::N,höjd,výška
375,Gewicht::N,tyngd,váha
376,Menge::N,mängd,množstvo
377,Haufen::N,hög,hŕba
378,Reihe::N,rad,rad
379,Boot::N,båt,čln
380,Ruder::N,åra,veslo
381,Schlitten::N,släde,sane
382,Ski::N,skida,lyža
383,Lagerfeuer::N,lägereld,táborák
384,Last::N,last,ťarcha
385,Last::N,last,bremeno
386,Last::N,börda,ťarcha
387,Last::N,börda,bremeno
388,Gang::N,gång,chôdza
389,Schritt::N,steg,krok
390,Norden::N,norr,sever
391,Süden::N,söder,juh
392,Westen::N,väster,západ
393,Osten::N,öster,východ
394,Holz::N,trä,drevo
395,Brett::N,bräda,doska
396,Platte::N,platta,doska
397,Platte::N,platta,platňa
398,Stütze::N,stöd,opora
399,Stütze::N,stötta,opora
400,Stange::N,stång,tyč
401,Stock::N,käpp,palica
402,Stock::N,pinne,palica
403,Stab::N,stav,palica
404,Rohr::N,rör,rúra
405,Haus::N,hus,dom
406,Heim::N,hem,domov
407,Ofen::N,ugn,pec
408,Ofen::N,ugn,kachle
409,Fußboden::N,golv,dlážka
410,Fußboden::N,golv,podlaha
411,Tisch::N,bord,stôl
412,Stuhl::N,stol,stolička
413,Wiege::N,vagga,kolíska
414,Bett::N,säng,lôžko
415,Bett::N,säng,posteľ
416,Regal::N,hylla,regál
417,Regal::N,hylla,polica
418,Kiste::N,låda,debna
419,Fenster::N,fönster,okno
420,Fenster::N,fönster,oblok
421,Tür::N,dörr,dvere
422,Tor::N,port,vráta
423,Zaun::N,staket,plot
424,Zaun::N,staket,ohrada
425,Zaun::N,stängsel,plot
426,Zaun::N,stängsel,ohrada
427,Dach::N,tak,krov
428,Dach::N,tak,strecha
429,Leiter::N,stege,rebrík
430,Leiter::N,stege,rebrina
431,Besen::N,kvast,metla
432,Spaten::N,spade,rýľ
433,Schaufel::N,skovel,lopata
434,Schaufel::N,skyffel,lopata
435,Gabel::N,gaffel,vidlička
436,Löffel::N,sked,lyžica
437,Messer::N,kniv,nôž
438,Nagel::N,spik,klinec
439,Netz::N,nät,sieť
440,Haken::N,krok,hák
441,Haken::N,krok,háčik
442,Griff::N,tag,rukoväť
443,Griff::N,handtag,rukoväť
444,Schloss::N,las,zámka
445,Bild::N,bild,obraz
446,Figur::N,figur,figúra
447,Puppe::N,docka,bábka
448,Puppe::N,docka,bábika
449,Beutel::N,påse,vrece
450,Beutel::N,påse,vrecko
451,Bündel::N,bunt,uzlík
452,Bündel::N,bunt,zväzok
453,Bündel::N,knippa,uzlík
454,Bündel::N,knippa,zväzok
455,Tasche::N,väska,taška
456,Tasche::N,väska,kabelka
457,Eimer::N,hink,vedro
458,Eimer::N,ämbar,vedro
459,Deckel::N,lock,vrchnák
460,Deckel::N,lock,pokrývka
461,Geschirr::N,servis,nádoba
462,Geschirr::N,porslin,nádoba
463,Sack::N,säck,mech
464,Sack::N,säck,vrece
465,Tasse::N,kopp,šálka
466,Topf::N,gryta,hrniec
467,Topf::N,kastrull,hrniec
468,Kessel::N,kittel,kotol
469,Essen::N,mål,jedlo
470,Nahrung::N,näring,strava
471,Nahrung::N,näring,potrava
472,Speise::N,maträtt,jedlo
473,Fleisch::N,kött,mäso
474,Getreide::N,säd,obilie
475,Getreide::N,spannmål,obilie
476,Brei::N,gröt,kaša
477,Brot::N,bröd,chlieb
478,Scheibe::N,skiva,kotúč
479,Scheibe::N,skiva,krajec
480,Fett::N,fett,tuk
481,Fett::N,fett,masť
482,Butter::N,smör,maslo
483,Öl::N,olja,olej
484,Salz::N,salt,soľ
485,Suppe::N,soppa,polievka
486,Honig::N,honung,med
487,Milch::N,mjölk,mlieko
488,Tee::N,te,čaj
489,Leder::N,läder,koža
490,Wolle::N,ull,vlna
491,Wolle::N,ylle,vlna
492,Stoff::N,tyg,súkno
493,Stoff::N,stoff,súkno
494,Nadel::N,nål,ihla
495,Faden::N,tråd,niť
496,Faden::N,tråd,vlákno
497,Knopf::N,knapp,gombík
498,Knoten::N,knut,uzol
499,Farbe::N,färg,farba
500,Kleidung::N,klädsel,šaty
501,Kleidung::N,klädsel,šatstvo
502,Hemd::N,skjorta,košeľa
503,Kragen::N,krage,golier
504,Ärmel::N,ärm,rukáv
505,Hose::N,byxor,nohavice
506,Gürtel::N,bälte,pás
507,Gürtel::N,bälte,opasok
508,Mütze::N,mössa,čiapka
509,Schuh::N,sko,obuv
510,Schuh::N,sko,topánka
511,Stiefel::N,stövel,čižma
512,Ring::N,ring,prsteň
513,Band::N,band,stuha
514,Kamm::N,kam,hrebeň
515,Spiegel::N,spegel,zrkadlo
516,Riemen::N,rem,remeň
517,Schnur::N,snöre,šnúra
518,Leine::N,lina,vodidlo
519,Decke::N,täcke,deka
520,Decke::N,täcke,prikrývka
521,Kissen::N,dyna,poduška
522,Kissen::N,kudde,poduška
523,Tuch::N,sjal,šatka
524,Handtuch::N,handduk,uterák
525,Kraft::N,kraft,moc
526,Stärke::N,styrka,sila
527,Gesundheit::N,hälsa,zdravie
528,Krankheit::N,sjukdom,nemoc
529,Krankheit::N,sjukdom,choroba
530,Schmerz::N,smärta,bolesť
531,Wunde::N,sår,rana
532,Fieber::N,feber,horúčka
533,Arznei::N,medicin,liek
534,Arznei::N,läkemedel,liek
535,Brücke::N,bro,most
536,Brunnen::N,brunn,studňa
537,Weide::N,bete,pastva
538,Pfad::N,stig,chodník
539,Weg::N,väg,cesta
540,Straße::N,gata,hradská
541,Dorf::N,by,dedina
542,Stadt::N,stad,mesto
543,Brief::N,brev,list
544,Buch::N,bok,kniha
545,Buchstabe::N,bokstav,litera
546,Buchstabe::N,bokstav,písmeno
547,Zeitung::N,tidning,noviny
548,Leben::N,liv,život
549,Tod::N,död,smrť
550,Grab::N,grav,hrob
551,Kirche::N,kyrka,kostol
552,Sünde::N,synd,hriech
553,Gott::N,gud,boh
554,Arbeiter::N,arbetare,robotník
555,Arbeiter::N,arbetare,pracnovík
556,Chef::N,chef,šéf
557,Chef::N,chef,riaditeľ
558,Meister::N,mästare,majster
559,Arzt::N,läkare,lekár
560,Lehrer::N,lärare,učiteľ
561,Geld::N,pengar,peniaze
562,Geschäft::N,rörelse,obchod
563,Laden::N,affär,obchod
564,Preis::N,pris,cena
565,Ware::N,vara,tovar
566,Nutzen::N,gagn,osoh
567,Nutzen::N,gagn,úžitok
568,Nutzen::N,nytta,osoh
569,Nutzen::N,nytta,úžitok
570,Reichtum::N,rikedom,bohatstvo
571,Welt::N,värld,svet
572,Land::N,land,územie
573,Land::N,land,krajina
574,Staat::N,stat,štát
575,König::N,kung,kráľ
576,König::N,konung,kráľ
577,Macht::N,makt,moc
578,Macht::N,makt,mocnosť
579,Grenze::N,gräns,hranica
580,Krieg::N,krig,vojna
581,Feind::N,fiende,nepriateľ
582,Gewalt::N,våld,násilie
583,Kampf::N,kamp,boj
584,Kampf::N,strid,boj
585,Bogen[Waffe]::N,båge,luk
586,Pfeil::N,pil,šíp
587,Pfeil::N,pil,strela
588,Gewehr::N,gevär,puška
589,Fehler::N,fel,omyl
590,Fehler::N,fel,chyba
591,Lüge::N,lögn,lož
592,Schaden::N,skada,ujma
593,Schaden::N,skada,škoda
594,Unglück::N,otur,nešťastie
595,Unglück::N,olycka,nešťastie
596,Schuld::N,skuld,vina
597,Schuld::N,skuld,previnenie
598,Alter::N,ålder,vek
599,Schluss::N,slut,záver
600,Schluss::N,slut,koniec
601,Zeit::N,tid,čas
602,Tag::N,dag,deň
603,Morgen::N,morgon,ráno
604,Mittag::N,middag,poludnie
605,Abend::N,kväll,večer
606,Nacht::N,natt,noc
607,Woche::N,vecka,týždeň
608,Monat::N,månad,mesiac
609,Jahr::N,år,rok
610,Frühling::N,vår,jar
611,Sommer::N,sommar,leto
612,Herbst::N,höst,jeseň
613,Winter::N,vinter,zima
614,Januar::N,januari,január
615,Februar::N,februari,február
616,März::N,mars,marec
617,April::N,april,apríl
618,Mai::N,maj,máj
619,Juni::N,juni,jún
620,Juli::N,juli,júl
621,August::N,augusti,august
622,September::N,september,september
623,Oktober::N,oktober,október
624,November::N,november,november
625,Dezember::N,december,december
626,Montag::N,måndag,pondelok
627,Dienstag::N,tisdag,utorok
628,Mittwoch::N,onsdag,streda
629,Donnerstag::N,torsdag,štvrtok
630,Freitag::N,fredag,piatok
631,Samstag::N,lördag,sobota
632,Sonntag::N,söndag,nedeľa
633,groß::A,stor,veľký
634,klein::A,liten,malý
635,lang::A,lång,dlhý
636,kurz::A,kort,krátky
637,breit::A,bred,široký
638,schmal::A,smal,úzky
639,dicht::A,tät,hustý
640,dick[Gegenstand]::A,tjock,tlstý
641,dünn::A,tunn,tenký
642,fein::A,fin,jemný
643,fest::A,fast,pevný
644,flach::A,platt,rovný
645,flach::A,platt,plochý
646,glatt::A,glatt,hladký
647,hart::A,hård,tvrdý
648,weich::A,mjuk,mäkký
649,rund::A,rund,guľatý
650,rund::A,rund,okrúhly
651,spitz::A,toppig,končitý
652,spitz::A,spetsig,končitý
653,scharf::A,vass,ostrý
654,scharf::A,skarp,ostrý
655,stumpf::A,slö,tupý
656,schwer::A,tung,ťažký
657,schön::A,skön,pekný
658,schön::A,skön,krásny
659,schön::A,vacker,pekný
660,schön::A,vacker,krásny
661,heiß::A,het,horúci
662,warm::A,varm,teplý
663,kalt::A,kall,studený
664,kühl::A,sval,chladný
665,kühl::A,kylig,chladný
666,frisch::A,färsk,svieži
667,feucht::A,fuktig,vlhký
668,feucht::A,fuktig,zvlhnutý
669,nass::A,våt,mokrý
670,trocken::A,torr,suchý
671,voll::A,full,plný
672,leer::A,tom,prázdny
673,offen::A,öppen,otvorený
674,geschlossen::A,stängd,zavretý
675,sauber::A,ren,čistý
676,schmutzig::A,snuskig,špinavý
677,roh::A,rå,surový
678,reif::A,mogen,zrelý
679,lecker::A,läcker,chutný
680,süß::A,söt,sladký
681,bitter::A,besk,horký
682,bitter::A,bitter,horký
683,sauer::A,sur,kyslý
684,hell::A,ljus,jasný
685,hell::A,ljus,svetlý
686,dunkel::A,mörk,temný
687,schwarz::A,svart,čierny
688,weiß::A,vit,biely
689,rot::A,röd,červený
690,gelb::A,gul,žltý
691,blau::A,blå,modrý
692,blau::A,blå,belasý
693,grün::A,grön,zelený
694,grau::A,grå,šedý
695,bunt::A,brokig,pestrý
696,billig::A,billig,lacný
697,teuer::A,dyr,drahý
698,wertvoll::A,värdefull,cenný
699,blind::A,blind,slepý
700,taub::A,döv,hluchý
701,kräftig::A,kraftig,silný
702,stark::A,stark,silný
703,schwach::A,svag,slabý
704,schwach::A,svag,bezvládny
705,fett::A,fet,tučný
706,schlank::A,slank,štíhly
707,hübsch::A,snygg,šumný
708,hübsch::A,snygg,švárny
709,hübsch::A,vacker,šumný
710,hübsch::A,vacker,švárny
711,böse::A,ond,zlý
712,böse::A,elak,zlý
713,dumm::A,dum,hlúpy
714,faul::A,lat,lenivý
715,fleißig::A,flitig,snaživý
716,fleißig::A,flitig,usilovný
717,geizig::A,snål,skupý
718,geizig::A,snål,lakomý
719,geizig::A,girig,skupý
720,geizig::A,girig,lakomý
721,klug::A,klok,múdry
722,klug::A,klok,bystrý
723,geschickt::A,händig,zručný
724,geschickt::A,händig,šikovný
725,geschickt::A,skicklig,zručný
726,geschickt::A,skicklig,šikovný
727,lieb::A,kär,milý
728,lieb::A,snäll,milý
729,lustig::A,rolig,veselý
730,lustig::A,lustig,veselý
731,sanft::A,mild,nežný
732,hungrig::A,hungrig,lačný
733,hungrig::A,hungrig,hladný
734,krank::A,sjuk,chorý
735,krank::A,sjuk,nemocný
736,nackt::A,naken,nahý
737,traurig::A,ledsen,smutný
738,traurig::A,sorgsen,smutný
739,lebendig::A,levande,živý
740,gut::A,bra,dobrý
741,schlecht::A,dålig,zlý
742,richtig::A,riktig,správny
743,schlimm::A,illa,zlý
744,schlimm::A,illa,nepríjemný
745,wahr::A,sann,pravý
746,wahr::A,sann,pravdivý
747,alt::A,gammal,starý
748,neu::A,ny,nový
749,ehemalig::A,forn,bývalý
750,ehemalig::A,tidigare,bývalý
751,alt[Lebewesen]::A,gammal,starý
752,jung::A,ung,mladý
753,arm::A,fattig,chudobný
754,reich::A,rik,bohatý
755,bekannt::A,känd,známy
756,berühmt::A,berömd,slávny
757,berühmt::A,berömd,povestný
758,fremd::A,främmande,cudzí
759,verschieden::A,åtskillig,rôzny
760,verschieden::A,åtskillig,rozličný
761,nah::A,nära,blízky
762,fern::A,fjärran,ďaleký
763,linker::A,vänster,ľavý
764,rechter::A,höger,pravý
765,anderer::A,annan,iný
766,anderer::A,annan,druhý
767,erster::A,första,prvý
768,zweiter::A,andra,druhý
769,dritter::A,tredje,tretí
770,letzter::A,sist,ostatný
771,letzter::A,sist,posledný
772,allein::ADV,allena,sám
773,auf einmal::ADV,på en gång,zároveň
774,zusammen::ADV,tillsammans,spolu
775,zusammen::ADV,tillsammans,spoločne
776,lange::ADV,länge,dlho
777,plötzlich::ADV,plötsligt,náhle
778,sofort::ADV,strax,hneď
779,sofort::ADV,strax,ihneď
780,sofort::ADV,genast,hneď
781,sofort::ADV,genast,ihneď
782,später::ADV,senare,neskoršie
783,jetzt::ADV,nu,teraz
784,heute::ADV,i dag,dnes
785,morgen::ADV,i morgon,zajtra
786,bald::ADV,snart,skoro
787,dann::ADV,då,nato
788,dann::ADV,då,potom
789,gestern::ADV,i går,včera
790,einst::ADV,en gång,kedysi
791,einst::ADV,en gång,niekedy
792,damals::ADV,då,vtedy
793,damals::ADV,den gången,vtedy
794,danach::ADV,därefter,potom
795,danach::ADV,därefter,podľa toho
796,vorher::ADV,före,napred
797,vorher::ADV,före,predtým
798,vorher::ADV,förut,napred
799,vorher::ADV,förut,predtým
800,zuerst::ADV,först,najprv
801,einmal::ADV,en gång,raz
802,einmal::ADV,en gång,jedenkrát
803,manchmal::ADV,ibland,občas
804,manchmal::ADV,ibland,niekedy
805,oft::ADV,ofta,často
806,immer::ADV,alltid,vždy
807,immer::ADV,alltid,ustavične
808,niemals::ADV,aldrig,nikdy
809,hier::ADV,här,tu
810,hierhin::ADV,hit,sem
811,hierhin::ADV,hit,tade
812,von hier::ADV,härifrån,odtiaľto
813,dort::ADV,där,tam
814,dorthin::ADV,dit,ta
815,dorthin::ADV,dit,tam
816,geradeaus::ADV,rätt fram,rovno
817,geradeaus::ADV,rätt fram,priamo
818,vorwärts::ADV,fram,napred
819,vorwärts::ADV,framåt,napred
820,rückwärts::ADV,baklänges,nazad
821,zurück::ADV,tillbaka,späť
822,zurück::ADV,tillbaka,naspäť
823,unten::ADV,nere,dolu
824,unten::ADV,nere,naspodku
825,unten::ADV,nedanför,dolu
826,unten::ADV,nedanför,naspodku
827,hinab::ADV,ned,dolu
828,hinab::ADV,nedåt,dolu
829,oben::ADV,ovan,hore
830,oben::ADV,ovan,navrchu
831,oben::ADV,ovanpå,hore
832,oben::ADV,ovanpå,navrchu
833,hinauf::ADV,upp,hore
834,hinauf::ADV,upp,navrch
835,hinauf::ADV,uppåt,hore
836,hinauf::ADV,uppåt,navrch
837,überall::ADV,överallt,všade
838,nicht::ADV,ej,nie
839,nicht::ADV,inte,nie
840,ein wenig::ADV,litet,trocha
841,kaum::ADV,knappt,ledva
842,kaum::ADV,knappast,ledva
843,sehr::ADV,mycket,veľmi
844,so::ADV,så,tak
845,so::ADV,så,takto
846,noch::ADV,än,ešte
847,noch::ADV,ännu,ešte
848,nur::ADV,bara,len
