,Concept_ID,el,ady
630,wertvoll::A,πολύτιμος,уасэ́ зыфа́шӏ
631,blind::A,τυφλός,нэшъу́
632,taub::A,κουφός,дэгу
633,kräftig::A,δυνατός,лъэ́ш
634,stark::A,γερός,лъэ́ш
635,schwach::A,αδύνατος,хъыбэй
636,fett::A,παχύς,пщэры́
637,schlank::A,λεπτός,ищыгъэ
638,schlank::A,λυγερός,ищыгъэ
639,hübsch::A,όμορφος,дахэ́
640,hübsch::A,χαριτωμένος,дахэ́
641,böse::A,κακός,ябгэ
642,dumm::A,κουτός,делэ
643,dumm::A,ανόητος,делэ
644,faul::A,τεμπέλης,шъхьахы́нэ
645,fleißig::A,εργατικός,егугъурэ
646,geizig::A,τσιγγούνης,тхьацэ
647,klug::A,έξυπνος,акъылышӏу́
648,geschickt::A,επιδέξιος,ӏэпэӏэсэ́
649,geschickt::A,επιδέξιος,шо́у шӏыгъэ́
650,lieb::A,φίλος,псэм фэд
651,lieb::A,αγαπητός,псэм фэд
652,lustig::A,εύθυμος,чэф
653,lustig::A,χαρούμενος,чэф
654,sanft::A,ήπιος,ӏушъа́б
655,hungrig::A,πεινασμένος,гъаблэ́
656,krank::A,άρρωστος,сыма́дж
657,nackt::A,γυμνός,пцӏанэ́
658,traurig::A,λυπημένος,нэшхъэй
659,lebendig::A,ζωντανός,
660,gut::A,καλός,дэгъу́
661,schlecht::A,κακός,дэи
662,richtig::A,σωστός,тэрэз
663,schlimm::A,άσχημος,щынэгъо
664,wahr::A,αληθής,шъыпкъэ́
665,wahr::A,αληθινός,шъыпкъэ́
666,alt::A,παλιός,жъы
667,neu::A,νέος,кӏэ
668,neu::A,καινούργιος,кӏэ
669,ehemalig::A,παλιός,-щтыгъэ
670,ehemalig::A,παλιός,-гъэ
671,alt[Lebewesen]::A,γέρος,жъы
672,jung::A,νέος,ныбжьыкӏэ́
673,arm::A,φτωχός,тхьамы́кӏ
674,reich::A,πλούσιος,бай
675,bekannt::A,γνωστός,нэӏуа́с
676,berühmt::A,περίφημος,цӏэры́ӏу
677,berühmt::A,ξακουσμένος,цӏэры́ӏу
678,fremd::A,ξένος,хымэ
679,verschieden::A,διαφορετικός,зэфэшъхьафы
680,nah::A,κοντινός,благъэ́
681,fern::A,μακριά,чыжьэ
682,linker::A,αριστερός,сэмэ́гу
683,rechter::A,δεξιός,джабгъу
684,anderer::A,άλλος,нэмы́кӏ
685,erster::A,πρώτος,апэр
686,zweiter::A,δεύτερος,я́тӏонэр
687,dritter::A,τρίτος,ящэнэр
688,letzter::A,τελευταίος,аужыр
689,allein::ADV,μόνος,зы
690,auf einmal::ADV,εφάπαξ,ардэдэм
691,auf einmal::ADV,εφάπαξ,асыхьатым
692,zusammen::ADV,μαζί,зэгъусэхэ́у
693,lange::ADV,πολύν καιρό,бэрэ́
694,plötzlich::ADV,έξαφνα,зэкӏэм
695,sofort::ADV,αμέσως,ардэдэм
696,sofort::ADV,αμέσως,асыхьатым
697,später::ADV,αργότερα,нэужым
698,jetzt::ADV,τώρα,джы
699,heute::ADV,σήμερα,непэ́
700,morgen::ADV,αύριο,неу́щы
701,bald::ADV,σε λίγο,псынкӏэу
702,bald::ADV,εντός ολίγου,псынкӏэу
703,dann::ADV,ύστερα,нэужым
704,gestern::ADV,χτες,тыгъуа́с
705,einst::ADV,ποτέ,зэгорэ́м
706,einst::ADV,άλλοτε,зэгорэ́м
707,damals::ADV,τότε,армэ
708,damals::ADV,τότε,ащыгъум
709,danach::ADV,μετά,нэужым
710,danach::ADV,ύστερα,нэужым
711,vorher::ADV,πριν,нахьыпэм
712,vorher::ADV,προηγουμένως,нахьыпэм
713,zuerst::ADV,πρώτα,
714,einmal::ADV,μία φορά,зэ
715,manchmal::ADV,κάποτε,
716,oft::ADV,συχνά,бэрэ
717,oft::ADV,πολλές φορές,бэрэ
718,immer::ADV,πάντα,ренэ́у
719,immer::ADV,πάντοτε,ренэ́у
720,niemals::ADV,ποτέ,
721,hier::ADV,εδώ,
722,hierhin::ADV,εδώ,
723,von hier::ADV,από δω,
724,dort::ADV,εκεί,модэ
725,dorthin::ADV,προς τα κει,модэ́
726,geradeaus::ADV,κατευθείαν,занкӏэу
727,vorwärts::ADV,εμπρός,ыпэкӏэ
728,rückwärts::ADV,πίσω,ыужыкӏэ́
729,zurück::ADV,πίσω,ыужыкӏэ́
730,unten::ADV,κάτω,ычӏэкӏэ́
731,hinab::ADV,προς τα κάτω,ычӏэгъы́
732,hinab::ADV,προς τα κάτω,ычӏэкӏэ́
733,oben::ADV,πάνω,ышъхьагъы
734,oben::ADV,επάνω,ышъхьагъы
735,hinauf::ADV,προς τα πάνω,ышъхьагъыкӏэ
736,überall::ADV,παντού,тыди́
737,überall::ADV,παντού,тыдэкӏи́
738,nicht::ADV,δεν,-п
739,nicht::ADV,δεν,мы-
740,ein wenig::ADV,λιγάκι,тӏэкӏу
741,kaum::ADV,μόλις,къоды́й
742,sehr::ADV,πολύ,дэд
743,so::ADV,έτσι,ащ фэд
744,so::ADV,έτσι,мыщ фэд
745,so::ADV,έτσι,джащ фэд
746,noch::ADV,ακόμα,джыри
747,nur::ADV,μόνο,ныӏэ́п
748,schon::ADV,ήδη,
749,schon::ADV,κιόλας,
750,wieder::ADV,ξανά,джыри
751,vergebens::ADV,μάταια,пкӏэнчъэ́у
752,vor::PRP,μπροστά σε,пашъхьэ́
753,vor::PRP,μπροστά από,пашъхьэ́
754,hinter::PRP,πίσω από ,кӏы́б
755,unter::PRP,υπό,чӏэ-
756,unter::PRP,κάτω από,чӏэ-
757,durch::PRP,διά,пхыры-
758,durch::PRP,διά μέσου,пхыры-
759,neben::PRP,δίπλα σε,дэжь
760,zwischen::PRP,μεταξύ,азыфа́гу
761,zwischen::PRP,ανάμεσα σε,азыфа́гу
762,wegen::PRP,για,къы-
763,wegen::PRP,λόγω,къы-
764,dies::PRN,αυτό,ар
765,das::PRN,το,а
766,das::PRN,το,мо
767,alles::PRN,όλα,зэкӏэ́
768,ich::PRN,εγώ,сэ
769,du::PRN,σύ,о
770,du::PRN,εσύ,о
771,er::PRN,αυτός,ар
772,wir::PRN,εμείς,тэ
773,ihr::PRN,εσείς,шъо
774,sie::PRN,αυτοί,ахэр
775,was::FPRN,τι,сыд
776,wer::FPRN,ποιος,хэт
777,wo::FADV,πού,тыдэ́
778,wohin::FADV,πού,тыдэ́
779,wohin::FADV,για πού,тыдэ́
780,wie::FADV,πώς,сыдэущтэ́у
781,warum::FADV,γιατί,сыд пае́
782,wieviel::FNUM,πόσος,тхьапш
783,wieviel::FNUM,πόσος,сыд фэди́з
784,eins::NUM,ένα,зы
785,zwei::NUM,δύο,тӏу
786,drei::NUM,τρία,щы
787,drei::NUM,τρεις,щы
788,vier::NUM,τέσσερα,плӏы
789,vier::NUM,τέσσερις,плӏы
790,fünf::NUM,πέντε,тфы
791,sechs::NUM,έξι,хы
792,sieben::NUM,εφτά,блы
793,acht::NUM,οχτώ,и
794,neun::NUM,εννιά,бгъу
795,zehn::NUM,δέκα,пшӏы
796,elf::NUM,έντεκα,пшӏыкӏузы́
797,zwölf::NUM,δώδεκα,пшӏыкӏутӏу
798,zwanzig::NUM,είκοσι,тӏокӏы́
799,dreißig::NUM,τριάντα,щэкӏы
800,vierzig::NUM,σαράντα,тӏокӏи́тӏу
801,fünfzig::NUM,πενήντα,шъэны́ыкъу
802,sechzig::NUM,εξήντα,тӏокӏи́щ
803,siebzig::NUM,εβδομήντα,тӏокӏищырэ́ пшӏырэ́
804,achtzig::NUM,ογδόντα,тӏокӏи́пӏ
805,neunzig::NUM,ενενήντα,тӏокӏиилӏырэ́ пшӏырэ́
806,hundert::NUM,εκατό,шъэ
807,tausend::NUM,χίλιοι,мин
808,und::CNJ,και,ыкӏи
809,oder::CNJ,ή,е
810,stehen::V,στέκομαι,ущытын
811,stehen::V,στέκομαι,умыхъыен
812,stehen::V,είμαι όρθιος,ущытын
813,stehen::V,είμαι όρθιος,умыхъыен
814,sitzen::V,κάθομαι,уисын
815,sitzen::V,κάθομαι,утесын
816,liegen::V,είμαι ξαπλωμένος,телъы́н
817,hängen::V,κρέμομαι,къыщылэлын
818,hängen::V,κρέμομαι,къыщылэлын щыгъын быхъур
819,werden::V,γίνομαι,хъун
820,passieren::V,συμβαίνω,къэхъун
821,beginnen::V,αρχίζω,къежьэн
822,beginnen::V,αρχίζω,къыублэн
823,enden::V,τελειώνω,ухы́н
824,wechseln::V,αλλάζω,зэхъожьы́н
825,aufgehen[Sonne]::V,βγαίνω,къыкъокӏы́н
826,aufgehen[Sonne]::V,ανατέλλω,къыкъокӏы́н
827,untergehen[Sonne]::V,δύω,къохьан
828,untergehen[Sonne]::V,βασιλεύω,къохьан
829,scheinen[Sonne]::V,λάμπω,къепсыи
830,donnern::V,βροντώ,гъогъон
831,wehen::V,φυσώ,епщэ́н
832,strömen::V,ρέω,чъэн
833,strömen::V,τρέχω,чъэн
834,fließen::V,ρέω,чъэн
835,sich drehen::V,γυρίζω,зыгъэчэрэгъу́н
836,sich drehen::V,στρέφομαι,зыгъэчэрэгъу́н
837,schwanken::V,ταλαντεύομαι,хъые́н
838,schwingen::V,αιωρούμαι,зыгъэхъые́н
839,schwingen::V,ταλαντεύομαι,зыгъэхъые́н
840,fallen::V,πέφτω,къефэхы́н
841,brennen::V,καίω,стын
842,rauchen::V,καπνίζω,ӏугъо къикӏын
843,regnen::V,βρέχω,къещхы́н
844,gefrieren::V,παγώνω,дыкъын
845,tauen::V,λειώνω,жъун
846,schmelzen::V,λειώνω,ткӏун
847,trocknen::V,στεγνώνω,гъушъы́н
848,trocknen::V,στεγνώνω,чъэпхъу́н
849,sieden::V,βράζω,жъон
850,faulen::V,σαπίζω,шъун
851,verfaulen::V,σαπίζω,шъун
852,reißen::V,σχίζω,зэӏэтхъы́н
853,versinken::V,βουλιάζω,чӏихьан
854,versinken::V,βυθίζομαι,чӏихьан
855,vergehen::V,περνώ,блэкӏы́н
856,erscheinen::V,εμφανίζομαι,къэлъэгъон
857,verschwinden::V,χάνομαι,кӏодыжьы́н
858,verschwinden::V,εξαφανίζομαι,кӏодыжьы́н
859,sinken::V,κατεβαίνω,
860,abnehmen::V,μειώνομαι ,къыкӏичын
861,zunehmen::V,αυξάνω,хэхъо́н
862,zunehmen::V,μεγαλώνω,хэхъо́н
863,steigen::V,ανεβαίνω,къежьэн
864,wachsen::V,μεγαλώνω,хэхъо́н
865,wachsen::V,μεγαλώνω,къэкӏы́н
866,glänzen::V,γυαλίζω,цӏыу́н
867,funkeln::V,αστράφτω,жъыу́н
868,funkeln::V,σπιθοβολώ,жъыу́н
869,lärmen::V,θορυβώ,бырсыры́н
870,läuten::V,χτυπώ ,теон
871,klingeln::V,κουδουνίζω,теон
872,klirren::V,κουδουνίζω,
873,brausen::V,βουΐζω,шъуин
874,rauschen::V,βουΐζω,макъэ гъэӏун
875,klingen::V,ηχώ,къыхэӏукӏын
876,bellen::V,γαυγίζω,хьакъу́н
877,heulen::V,ουρλιάζω,быун
878,blasen::V,φυσώ,епщэ́н
879,pfeifen::V,σφυρίζω,шъуин
880,schreien::V,κραυγάζω,куо́н
881,schreien::V,κραυγάζω,кӏыи́н
882,stöhnen::V,βογγώ,щэӏун
883,zittern::V,τρέμω,кӏэзэзын
884,leben::V,ζω,псэу́н
885,geboren werden::V,γεννιέμαι,къэхъун
886,atmen::V,αναπνέω,жьы къэщэ́н
887,trinken::V,πίνω,ешъо́н
888,essen::V,τρώω,шхын
889,schlucken::V,καταπίνω,бдырыин
890,müde werden::V,κουράζομαι,пшъын
891,einschlafen::V,αποκοιμιέμαι,хэчъыен
892,schlafen::V,κοιμάμαι,чъые́н
893,aufwachen::V,ξυπνώ,къэущы́н
894,aufstehen::V,σηκώνομαι,уцу́н
895,sich erholen::V,ξεκουράζομαι,зыгъэпсэфын
896,krank werden::V,αρρωσταίνω,сымаджэ́ хъун
897,krank sein::V,ασθενώ,сымэджэ́н
898,schmerzen::V,πονώ,сымэджэ́н
899,husten::V,βήχω,пскэ́н
900,genesen::V,θεραπεύομαι,хъужьын
901,sterben::V,πεθαίνω,лӏэн
902,umkommen::V,πεθαίνω,хэкӏодэн
903,sich bewegen::V,κουνιέμαι,хъые́н
904,sich rühren::V,σαλεύω,хъые́н
905,sich erheben::V,επαναστατώ,къэтэджын
906,sich setzen::V,κάθομαι,тӏысы́н
907,hinfallen::V,πέφτω κάτω,ебэджы́н
908,laufen::V,τρέχω,кӏон
909,schreiten::V,βαδίζω,кӏон
910,spazierengehen::V,κάνω βόλτα,къэкӏухьэн
911,spazierengehen::V,πηγαίνω περίπατο,къэкӏухьэн
912,eilen::V,σπεύδω,гузэжъон
913,sich beeilen::V,βιάζομαι,гуӏэ́н
914,sausen::V,τρέχω γρήγορα,псынкӏэ́у чъэн
915,rennen::V,τρέχω,чъэн
916,springen::V,πηδώ,пкӏэн
917,klettern::V,σκαρφαλώνω,дэцохъоен
918,schaukeln::V,κουνιέμαι,уешӏэн
919,kriechen::V,έρπω,цохъо́н
920,kriechen::V,σέρνομαι,цохъо́н
921,schwimmen::V,κολυμπώ,есы́н
922,tauchen::V,βουτώ,зычӏэгъэо́н
923,rudern::V,κωπηλατώ,къошъо бэщкӏэ фын
924,fahren::V,πηγαίνω,кӏон
925,fliegen::V,πετώ,быбы́н
926,gehen::V,βαδίζω,кӏон
927,gehen::V,πηγαίνω,кӏон
928,weggehen::V,φεύγω,ӏукӏын
929,abfahren::V,ξεκινώ,ежьэн
930,abfahren::V,αναχωρώ,ежьэн
931,anhalten::V,σταματώ,къэуцу́н
932,hineingehen::V,μπαίνω,ихьан
933,eintreten::V,μπαίνω,чӏэхьан
934,eintreten::V,εισέρχομαι,чӏэхьан
935,kommen::V,έρχομαι,къэкӏо́н
936,ankommen::V,φτάνω,къэсы́н
937,zurückkommen::V,επιστρέφω,гъэзэжьын
938,bleiben::V,μένω,къэнэ́н
939,warten::V,περιμένω,пэплъэ́н
940,erwarten::V,αναμένω,ежэн
941,erwarten::V,περιμένω,ежэн
942,suchen::V,ψάχνω,лъыхъу́н
943,finden::V,βρίσκω,къэгъоты́н
944,finden::V,βρίσκω,къыхэгъэщы́н
945,versuchen::V,προσπαθώ,пылъы́н
946,vorbereiten::V,προετοιμάζω,гъэхьазыры́н
947,lieben::V,αγαπώ,шӏу плъэгъу́н
948,mögen::V,μου αρέσει,шӏу плъэгъу́н
949,lachen::V,γελώ,щхын
950,rühren::V,συγκινώ,гур гъэузын
951,weinen::V,κλαίω,гъын
952,schimpfen::V,βρίζω,хъонэн
953,sich ärgern::V,θυμώνω,губжы́н
954,sich fürchten::V,φοβάμαι,щынэ́н
955,fürchten::V,φοβάμαι,щынэ́н
956,fliehen::V,φεύγω,
957,flüchten::V,δραπετεύω,
958,sehen::V,βλέπω,льэгъу́н
959,anschauen::V,κοιτάζω,плъэн
960,anschauen::V,κοιτάζω,еплъы́н
961,ansehen::V,βλέπω,плъэн
962,hören::V,ακούω,зэхэхын
963,zuhören::V,ακούω,дэӏо́н
964,probieren::V,δοκιμάζω,хэӏэн
965,riechen::V,μυρίζω,пэмэ́н
966,riechen::V,οσφραίνομαι,пэмэ́н
967,fühlen::V,αισθάνομαι,зэхэпшӏэн
968,scheinen::V,φαίνομαι,уащыхъу́н
969,scheinen::V,φαίνομαι,уашӏошӏы́н
970,zu sehen sein::V,φαίνομαι,зэрэлъэгъу́н
971,vernehmen::V,ακούω,зэхэхын
972,vernehmen::V,μαθαίνω,зэхэхын
973,frieren::V,κρυώνω,дыкъын
974,frieren::V,κρυώνω,пӏыкӏэн
975,frieren::V,κρυώνω,чъыӏэ́ лӏэн
976,tun::V,κάνω,шӏын
977,können::V,ξέρω,лъэкӏы́н
978,können::V,μπορώ,лъэкӏы́н
979,wollen::V,θέλω,фэе́н
980,anfangen::V,αρχίζω,ублэн
981,beenden::V,τελειώνω,ухы́н
982,aufhören::V,παύω,щыгъэтын
983,gelingen::V,πετυχαίνω,хъун
984,geraten::V,γίνομαι,
985,öffnen::V,ανοίγω,ӏухы́н
986,schließen::V,κλείνω,игъэсэн
987,stellen::V,θέτω,бгъэуцун
988,setzen::V,θέτω,гъэтӏысы́н
989,legen::V,θέτω,хэлъхьа́н
990,berühren::V,εγγίζω,эӏэн
991,berühren::V,εγγίζω,нэсын
992,verbinden::V,συνδέω,зэхэпхэ́н
993,verbinden::V,συνδέω,пхын
994,bedecken::V,σκεπάζω,техъо́н
995,aufhängen::V,κρεμώ,пылъэ́н
996,anzünden::V,ανάβω,хэгъэнэ́н
997,aufheben::V,σηκώνω,
998,zurücklassen::V,εγκαταλείπω,къэгъэнэ́н
999,verlieren::V,χάνω,чӏэ́нэн
1000,verlieren::V,χάνω,шӏокӏоды́н
1001,fallen lassen::V,αφήνω να πέσει,чӏэунэн
1002,fallen lassen::V,αφήνω να πέσει,пӏэпызын
1003,machen::V,κάνω,шӏын
1004,machen::V,φτιάχνω,шӏын
1005,herstellen::V,κατασκευάζω,шӏы́н
1006,bauen::V,χτίζω,шӏы́н
1007,bauen::V,οικοδομώ,шӏы́н
1008,reparieren::V,επισκευάζω,дыжьы́н
1009,reparieren::V,επιδιορθώνω,дыжьы́н
1010,verbessern::V,βελτιώνω,нахьышӏу пшӏын
1011,verbessern::V,βελτιώνω,нахь дэгъу пшӏын
1012,verbessern::V,καλυτερεύω,нахьышӏу пшӏын
1013,verbessern::V,καλυτερεύω,нахь дэгъу пшӏын
1014,ändern::V,αλλάζω,зэблэхъу́н
1015,graben::V,σκάβω,тӏын
1016,beugen::V,λυγίζω,
1017,biegen::V,κάμπτω,уфэн
1018,drehen::V,στρέφω,гъэчэрегъу́
1019,wenden::V,γυρίζω,пӏонтӏэн
1020,wenden::V,γυρίζω,бгъэзэн
1021,wenden::V,γυρίζω,уӏубын
1022,umdrehen::V,γυρίζω,
1023,heben::V,υψώνω,ӏэты́н
1024,heben::V,σηκώνω,ӏэты́н
1025,hochheben::V,υψώνω,ӏэты́н
1026,hochheben::V,σηκώνω,ӏэты́н
1027,ergreifen::V,πιάνω,къэубыты́н
1028,ergreifen::V,αρπάζω,къэубыты́н
1029,halten::V,βαστώ,ӏыгъы́н
1030,drücken::V,πιέζω,тэӏункӏэн
1031,schieben::V,σπρώχνω,уеӏункӏын
1032,schieben::V,σπρώχνω,уетӏыргун
1033,kratzen::V,γρατσουνίζω,цӏэнтхъун
1034,lecken::V,γλείφω,бзэи́н
1035,beißen::V,δαγκάνω,ецэкъэ́н
1036,abreißen::V,κόβω,къичын
1037,abreißen::V,κόβω,пытхъын
1038,abreißen::V,σχίζω,къичын
1039,abreißen::V,σχίζω,пытхъын
1040,abschneiden::V,αποκόπτω,пыупкӏын
1041,abschneiden::V,αποκόπτω,гобзыкӏын
1042,binden::V,δένω,епхын
1043,stecken::V,χώνω,хэсэн
1044,brechen::V,σπάζω,зэпыпкӏын
1045,klopfen::V,χτυπώ,теон
1046,klopfen::V,τινάζω,теон
1047,hauen::V,χτυπώ,теон
1048,kleben::V,κολλώ,щхэн
1049,reiben::V,τρίβω,пӏотын
1050,streichen::V,αλείφω,щыфэн
1051,schleifen::V,ακονίζω,гъэчаны́н
1052,schleifen::V,ακονίζω,кӏэлыкӏы́н
1053,schneiden::V,κόβω,бзын
1054,rütteln::V,σείω,гъэсысын
1055,rütteln::V,τινάζω,гъэсысын
1056,schütteln::V,σείω,гъэсысын
1057,schütteln::V,κουνώ,гъэсысын
1058,schwenken::V,κουνώ,ӏэ шӏын
1059,schütten::V,χύνω,икӏэ́н
1060,füllen::V,γεμίζω,из шӏын
1061,einwickeln::V,τυλίγω,кӏоцӏыщыхьа́н
1062,tragen::V,φέρνω,хьын
1063,schleppen::V,κουβαλώ,пхьын
1064,schleppen::V,κουβαλώ,плъэшъун
1065,ziehen::V,τραβώ,пкъудыин
1066,ziehen::V,τραβώ,пщэн
1067,ziehen::V,τραβώ,плъэшъун
1068,aufbewahren::V,φυλάω,пӏыгъын
1069,aufbewahren::V,φυλάω,уухъумэн
1070,werfen::V,ρίχνω,дзын
1071,fangen::V,πιάνω,къэубыты́н
1072,packen::V,τσακώνω,къэубыты́н
1073,verstecken::V,κρύβω,бгъэбылъын
1074,teilen::V,μερίζω,гощы́н
1075,schicken::V,στέλνω,гъахьы́н
1076,bringen::V,φέρνω,къэхьы́н
1077,hinzufügen::V,προσθέτω,хэгъэхъо́н
1078,bekommen::V,προσκομίζω,
1079,erhalten::V,παίρνω,
1080,erhalten::V,λαμβάνω,
1081,nehmen::V,πιάνω,къытехы́н
1082,nehmen::V,παίρνω,къытехы́н
1083,wählen::V,εκλέγω,къыхэхы́н
1084,auswählen::V,διαλέγω,къыхэхы́н
1085,bewahren::V,διατηρώ,къэухъумэн
1086,behindern::V,εμποδίζω,пэрыохъу хъун
1087,verderben::V,χαλώ,къутэн
1088,beschädigen::V,ζημιώνω,къутэн
1089,zerbrechen::V,σπάζω,къутэн
1090,zerreißen::V,σχίζω,зэӏэтхъы́н
1091,zerstören::V,καταστρέφω,къутэ́н
1092,verbrennen::V,καίω,гъэсты́н
1093,geben::V,δίνω,еты́н
1094,reichen::V,δίνω,еты́н
1095,schenken::V,χαρίζω,еты́н
1096,versprechen::V,υπόσχομαι,гъэгугъэ́н
1097,wünschen::V,εύχομαι,шӏоигъо́н
1098,loben::V,επαινώ,щытхъун
1099,küssen::V,φιλώ,ебэу́н
1100,wiegen::V,κουνώ,гъэхъыен
1101,wiegen::V,νανουρίζω,гъэхъыен
1102,zudecken::V,σκεπάζω,техъо́н
1103,wecken::V,ξυπνώ,къэгъэущы́н
1104,zeigen::V,δείχνω,гъэлъэгъо́н
1105,führen::V,οδηγώ,щэн
1106,lehren::V,διδάσκω,егъэджэ́н
1107,lehren::V,διδάσκω,егъэшӏэн
1108,unterrichten::V,διδάσκω,егъэджэ́н
1109,aufziehen::V,ανατρέφω,пӏун
1110,leiten::V,ηγούμαι,гъэзекӏон
1111,leiten::V,διευθύνω,гъэзекӏон
1112,antreiben::V,σπρώχνω,къепфылӏэн
1113,antreiben::V,παρακινώ,къепфылӏэн
1114,lassen::V,αφήνω,еты́н
1115,einladen::V,προσκαλώ,къегъэблэгъэн
1116,vereinigen::V,ενώνω,зэгогъэхьан
1117,besuchen::V,επισκέπτομαι,щыӏэ́н
1118,treffen::V,συναντώ,ӏукӏэ́н
1119,treffen::V,συναντώ,пэгъокӏы́н
1120,sich versammeln::V,μαζεύομαι,зэхэхьан
1121,spielen::V,παίζω,джэгу́н
1122,singen::V,τραγουδώ,орэ́д къэӏо́н
1123,tanzen::V,χορεύω,къэшъо́н
1124,sich trennen::V,αποχωρίζομαι,зэгокӏыжьы́ных
1125,verlassen::V,εγκαταλείπω,бгынэн
1126,verlassen::V,εγκαταλείπω,хэкӏыжьын
1127,retten::V,σώζω,къыхэпхыжьын
1128,retten::V,σώζω,къэбгъэнэжьын
1129,bewachen::V,φρουρώ,къэгъэгъунэн
1130,schützen::V,προστατεύω,ухъумэ́н
1131,verteidigen::V,υπερασπίζω,къэухъумэн
1132,sich schlagen::V,χτυπιέμαι,эзэон
1133,schießen::V,πυροβολώ,он
1134,siegen::V,νικώ,текӏо́н
1135,ärgern::V,τσαντίζω,бгъэгубжын
1136,schlagen::V,χτυπώ,ео́н
1137,treten::V,κλοτσώ,
1138,stechen::V,τρυπώ,хэӏун
1139,stoßen::V,ωθώ,тӏыро́н
1140,stoßen::V,ωθώ,уеӏункӏын
1141,stoßen::V,σπρώχνω,тӏыро́н
1142,stoßen::V,σπρώχνω,уеӏункӏын
1143,stehlen::V,κλέβω,тыгъу́н
1144,stören::V,διαταράσσω,бгъэгумэкӏын
1145,belästigen::V,ενοχλώ,бгъэгумэкӏын
1146,verbergen::V,κρύβω,ушъэфын
1147,täuschen::V,παραπλανώ,гъэпцӏэ́н
1148,betrügen::V,απατώ,гъэпцӏэ́н
1149,töten::V,σκοτώνω,уикӏын
1150,töten::V,θανατώνω,уикӏын
1151,wohnen::V,μένω,дэсын
1152,wohnen::V,κατοικώ,дэсын
1153,arbeiten::V,δουλεύω,лэжьэ́н
1154,arbeiten::V,εργάζομαι,лэжьэ́н
1155,sammeln::V,μαζεύω,угъои́н
1156,sammeln::V,συλλέγω,угъои́н
1157,pflücken::V,κόβω,къыпычы́н
1158,jagen::V,κυνηγώ,шэкӏон
1159,jagen::V,κυνηγώ,ешэкӏон
1160,fischen::V,ψαρεύω,пцэжъые уешэн
1161,fassen::V,πιάνω,къэубыты́н
1162,hüten::V,φυλάγω,хэхъо́н
1163,hüten::V,προσέχω,хэхъо́н
1164,treiben::V,οδηγώ,пфын
1165,anbinden::V,δένω,епхын
1166,füttern::V,ταΐζω,гъэшхэ́н
1167,melken::V,αρμέγω,щын
1168,hacken::V,κόβω,упкӏэтэн
1169,gießen::V,ποτίζω,тепкӏэн
1170,reifen::V,ωριμάζω,игъо хъун
1171,zubereiten::V,ετοιμάζω,бгъэхьазырын
1172,kochen::V,βράζω,шӏы́н
1173,backen::V,ψήνω,гъэжъэ́н
1174,braten::V,τηγανίζω,гъэжъэ́н
1175,umrühren::V,ανακατεύω,зэхэгъэкӏухьан
1176,stricken::V,πλέκω,хъын
1177,nähen::V,ράβω,дэн
1178,färben::V,βάφω,бгъэлэн
1179,färben::V,χρωματίζω,бгъэлэн
1180,reinigen::V,καθαρίζω,укъэбзы́н
1181,waschen::V,πλένω,бгыкӏын
1182,abwischen::V,σφουγγίζω,лъэкӏы́н
1183,spülen::V,ξεπλένω,дэгъэчъыхьан
1184,fegen::V,σκουπίζω,пхъэнкӏы́н
1185,kehren::V,σκουπίζω,пхъэнкӏы́н
1186,baden::V,κάνω μπάνιο,зыгъэпскӏын
1187,sich waschen::V,πλένομαι,зытхьакӏы́н
1188,ausziehen::V,βγάζω,къытехы́н
1189,anziehen::V,φορώ,щылъэ́н
1190,sich anziehen::V,ντύνομαι,зыфэпэн
1191,kämmen::V,χτενίζω,жьын
1192,schmücken::V,στολίζω,гъэдэхэ́н
1193,sagen::V,λέω,къэӏон
1194,sprechen::V,μιλώ,псэлъэ́н
1195,reden::V,μιλώ,гущыӏэ́н
1196,reden::V,κουβεντιάζω,гущыӏэ́н
1197,sich unterhalten::V,συνομιλώ,зэдэгущыӏэн
1198,sich unterhalten::V,κουβεντιάζω,зэдэгущыӏэн
1199,fragen::V,ρωτώ,упчӏэ́н
1200,bitten::V,ζητώ,лъэӏо́н
1201,bitten::V,παρακαλώ,лъэӏо́н
1202,erzählen::V,διηγούμαι,къэпӏотэ́н
1203,mitteilen::V,πληροφορώ,макъэ егъэӏун
1204,nennen::V,ονομάζω,цӏэ фэусы́н
1205,rufen::V,φωνάζω,джэн
1206,prahlen::V,καυχιέμαι,узыщытхъужьы́н
1207,übersetzen::V,μεταφράζω,бгъэкӏотэн
1208,denken::V,σκέφτομαι,егупшысэ́н
1209,glauben::V,πιστεύω,уивыхъэ́ телъы́н
1210,bemerken::V,παρατηρώ,гу лъыптэ́н
1211,erkennen::V,αναγνωρίζω,зэхэпхын
1212,erkennen::V,αναγνωρίζω,зэбгъэшӏэн
1213,begreifen::V,καταλαβαίνω,гурыӏо́н
1214,verstehen::V,ακούω,зэхэхын
1215,lernen::V,μαθαίνω,еджэ́н
1216,wissen::V,ξέρω,шӏэн
1217,sich erinnern an::V,θυμάμαι,къэшӏэжьын
1218,vergessen::V,ξεχνώ,пщыгъупшэжьы́н
1219,messen::V,μετρώ,шын
1220,zählen::V,μετρώ,плъытэ́н
1221,rechnen::V,λογαριάζω,плъытэ́н
1222,rechnen::V,λογαριάζω,угугъэ́н
1223,lesen::V,διαβάζω,еджэ́н
1224,malen::V,ζωγραφίζω,шӏын
1225,zeichnen::V,σχεδιάζω,шӏын
