,Concept_ID,ja,ml
652,von hier::ADV,ここから,ഇവിടെനിന്ന്
653,dort::ADV,そちら,അവിടെ
654,dorthin::ADV,そこへ,അവിടേക്ക്
655,dorthin::ADV,そちらへ,അവിടേക്ക്
656,geradeaus::ADV,真っ直ぐに,മുമ്പിൽ
657,geradeaus::ADV,真っ直ぐに,മുമന്നോട്ട്
658,vorwärts::ADV,前へ,മുന്നോട്ട്
659,rückwärts::ADV,後ろへ,തലതിരിച്ച്
660,zurück::ADV,後ろへ,പുറകിലേക്ക്
661,unten::ADV,下に,താഴെ
662,hinab::ADV,下へ,താഴേക്ക്
663,oben::ADV,上に,മുകളിൽ
664,hinauf::ADV,上へ,മുകളിൽ
665,überall::ADV,どこでも,എല്ലായിടത്തും
666,nicht::ADV,ない,ഇല്ല
667,ein wenig::ADV,少し,കുറച്ച്
668,ein wenig::ADV,ちょっと,കുറച്ച്
669,kaum::ADV,ほとんど～ない,കഷ്ടിച്ച്
670,sehr::ADV,とても,വളരെ
671,so::ADV,こう,അങ്ങനെ
672,noch::ADV,まだ,ഇപ്പോഴും
673,nur::ADV,～だけ,മാത്രം
674,schon::ADV,もう,നേരത്തേ തന്നെ
675,wieder::ADV,再び,വീണ്ടും
676,vergebens::ADV,無駄に,വിഫല
677,vor::PRP,前に,മുമ്പിൽ
678,hinter::PRP,後ろに,പുറകിൽ
679,unter::PRP,下に,കീഴിൽ
680,durch::PRP,通して,ഉള്ളിലൂടെ
681,neben::PRP,横に,അടുത്ത്
682,zwischen::PRP,間に,ഇടയ്ക്ക്
683,wegen::PRP,為に,നിമിത്തം
684,wegen::PRP,せいで,നിമിത്തം
685,dies::PRN,これ,ഇത്
686,das::PRN,それ,അത്
687,alles::PRN,全部,എല്ലാം
688,ich::PRN,私,ഞാൻ
689,du::PRN,あなた,നിങ്ങൾ
690,er::PRN,彼,അദ്ദേഹം
691,er::PRN,彼,അയാൾ
692,er::PRN,彼,അവൻ
693,er::PRN,彼,അവർ
694,er::PRN,彼,അവൾ
695,wir::PRN,私達,നമ്മൾ
696,ihr::PRN,あなた達,നിങ്ങൾ
697,sie::PRN,彼ら,അവർ
698,was::FPRN,何,എന്ത്
699,wer::FPRN,誰,ആര്
700,wer::FPRN,どなた,ആര്
701,wo::FADV,どこ,എവിടെ
702,wo::FADV,どこに,എവിടെ
703,wohin::FADV,どこへ,എവിടേക്ക്
704,wie::FADV,どう,എങ്ങനെ
705,warum::FADV,何故,എന്തുകൊണ്ട്
706,warum::FADV,どうして,എന്തുകൊണ്ട്
707,wieviel::FNUM,どのくらい,എത്ര
708,eins::NUM,一,ഒന്ന്
709,zwei::NUM,二,രണ്ട്
710,zwei::NUM,二つ,രണ്ട്
711,drei::NUM,三,മൂന്ന്
712,drei::NUM,三つ,മൂന്ന്
713,vier::NUM,四,നാല്
714,vier::NUM,四つ,നാല്
715,fünf::NUM,五,അഞ്ച്
716,fünf::NUM,五つ,അഞ്ച്
717,sechs::NUM,六,ആറ്
718,sechs::NUM,六つ,ആറ്
719,sieben::NUM,七,ഏഴ്
720,sieben::NUM,七つ,ഏഴ്
721,acht::NUM,八,എട്ട്
722,acht::NUM,八つ,എട്ട്
723,neun::NUM,九,ഒമ്പത്
724,neun::NUM,九つ,ഒമ്പത്
725,zehn::NUM,十,പത്ത്
726,elf::NUM,十一,പതിനൊന്ന്
727,zwölf::NUM,十二,പന്ത്രണ്ട്
728,zwanzig::NUM,二十,ഇരുപത്
729,dreißig::NUM,三十,മുപ്പത്
730,vierzig::NUM,四十,നാൽപ്പത്
731,fünfzig::NUM,五十,അൻപത്
732,sechzig::NUM,六十,അറുപത്
733,siebzig::NUM,七十,എഴുപത്
734,achtzig::NUM,八十,എൺപത്
735,neunzig::NUM,九十,തൊണ്ണൂറ്
736,hundert::NUM,百,നൂറ്
737,tausend::NUM,千,ആയിരം
738,und::CNJ,-と,ഉം
739,und::CNJ,そして,ഉം
740,oder::CNJ,或いは,അഥവാ
741,stehen::V,立っている,നിൽക്കുക
742,sitzen::V,座っている,ഇരിക്കുക
743,liegen::V,横になっている,കിടക്കുക
744,hängen::V,掛かっている,തൂങ്ങുക
745,werden::V,なる,ആയിത്തീരുക
746,passieren::V,起こる,സംഭവിക്കുക
747,beginnen::V,始まる,ആരംഭിക്കുക
748,enden::V,終わる,അവസാനിപ്പിക്കുക
749,wechseln::V,変わる,മാറ്റുക
750,aufgehen[Sonne]::V,出る,ഉയരുക
751,untergehen[Sonne]::V,沈む,അടുക്കി_വയ്ക്കുക
752,scheinen[Sonne]::V,輝く,പ്രകാശിക്കുക
753,donnern::V,雷が鳴る,ഇടിവെട്ടുക
754,wehen::V,吹く,വീശുക
755,strömen::V,流れる,ഒഴുകുക
756,fließen::V,流れる,ഒഴുകുക
757,sich drehen::V,回転する,ചുറ്റുക
758,sich drehen::V,回転する,കറക്കുക
759,schwanken::V,揺れる,ഇരുവശത്തേയ്ക്കും_ആടുക
760,schwingen::V,振動する,ആടുക
761,fallen::V,落ちる,വീഴുക
762,brennen::V,燃える,കത്തുക
763,rauchen::V,煙を出す,പുകയുക
764,regnen::V,雨が降る,മഴ_പെയ്യുക
765,gefrieren::V,凍る,തണത്ത്_മരവിക്കുക
766,tauen::V,溶ける,അലിയുക
767,schmelzen::V,溶ける,ഉരുകുക
768,trocknen::V,乾く,വരളുക
769,sieden::V,沸く,തിളപ്പിക്കുക
770,faulen::V,腐る,ചീയുക
771,verfaulen::V,朽ちる,അഴുകുക
772,reißen::V,切れる,ശബ്ദത്തോടെ_മുറിയുക
773,versinken::V,沈む,മുക്കുക
774,vergehen::V,経つ,കടന്നുപോകുക
775,erscheinen::V,現れる,പ്രത്യക്ഷപ്പെടുക
776,verschwinden::V,消える,അദൃശ്യമാകുക
777,sinken::V,下がる,താഴുക
778,abnehmen::V,減る,കുറിയുക
779,zunehmen::V,増える,വർദ്ധിക്കുക
780,steigen::V,上がる,ഉയരുക
781,wachsen::V,伸びる,വളരുക
782,glänzen::V,輝く,മിന്നുക
783,funkeln::V,ぴかぴか光る,തിളങ്ങുക
784,lärmen::V,騒ぐ,ശബ്ദമുണ്ടാക്കുക
785,läuten::V,鳴る,മണിമുഴങ്ങുക
786,klingeln::V,鳴る,ചിലമ്പുക
787,klirren::V,がらんがらんと鳴る,കിലുക്കുക
788,brausen::V,逆巻く,മുഴങ്ങുക
789,rauschen::V,戦ぐ,അനങ്ങുക
790,klingen::V,鳴る,മുഴക്കുക
791,bellen::V,吠える,കുരയ്ക്കുക
792,heulen::V,きゃんきゃん鳴く,ഓരിയിടുക
793,blasen::V,吹く,ഊതുക
794,pfeifen::V,口笛を吹く,വിസിലടിക്കുക
795,schreien::V,叫ぶ,ആക്രോശിക്കുക
796,stöhnen::V,うめく,അരക്കം
797,stöhnen::V,うめく,ആർത്തനാദം
798,zittern::V,震える,വിറയ്ക്കുക
799,leben::V,生きている,താമസിക്കുക
800,geboren werden::V,生まれる,ജനിക്കുക
801,atmen::V,呼吸する,ശ്വസിക്കുക
802,trinken::V,飲む,കുടിക്കുക
803,essen::V,食べる,കഴിക്കുക
804,schlucken::V,飲み込む,വിഴുങ്ങുക
805,müde werden::V,眠くなる,ക്ഷീണിക്കുക
806,einschlafen::V,寝付く,നിദ്രിക്കുക
807,schlafen::V,眠る,ഉറങ്ങുക
808,aufwachen::V,目が覚める,ഉണരുക
809,aufstehen::V,起きる,എഴുന്നേൽക്കുക
810,sich erholen::V,休養する,വിശ്രമിക്കുക
811,krank werden::V,病気になる,ദീനംപിടിക്കുക
812,krank sein::V,病気である,രോഗികളാകുക
813,schmerzen::V,痛む,വേദനിക്കുക
814,husten::V,咳をする,ചുമയ്ക്കുക
815,genesen::V,元気になる,സുഖപ്പെടുക
816,sterben::V,死ぬ,മരിക്കുക
817,sterben::V,亡くなる,മരിക്കുക
818,umkommen::V,死亡する,മരിക്കുക
819,sich bewegen::V,移動する,സ്ഥലം_മാറുക
820,sich rühren::V,動く,ചലിക്കുക
821,sich erheben::V,立ち上がる,നിൽക്കുക
822,sich setzen::V,座る,ഇരിക്കുക
823,hinfallen::V,転ぶ,വീഴുക
824,laufen::V,歩く,നടക്കുക
825,schreiten::V,跨ぐ,നടക്കുക
826,spazierengehen::V,散歩する,ഉലാത്തുക
827,eilen::V,急ぐ,പാഞ്ഞെത്തുക
828,sich beeilen::V,焦る,തിരിക്കുകൂട്ടുക
829,sich beeilen::V,焦る,തിടുക്കം_കാട്ടുക
830,sausen::V,疾駆する,കുതിക്കുക
831,rennen::V,走る,ഓടുക
832,springen::V,跳ぶ,ചാടുക
833,klettern::V,よじ登る,കയറുക
834,schaukeln::V,ぶらんこに乗る,ഇളകുക
835,kriechen::V,這う,പതുങ്ങികയറുക
836,schwimmen::V,泳ぐ,നീന്തുക
837,tauchen::V,潜る,വെള്ളത്തിലേക്ക് ചാടുക
838,rudern::V,漕ぐ,തുഴയുക
839,fahren::V,行く,വാഹനം ഓടിക്കുക
840,fahren::V,乗車する,വാഹനം ഓടിക്കുക
841,fliegen::V,飛ぶ,പറക്കുക
842,gehen::V,行く,പോകുക
843,weggehen::V,立ち去る,വിടുക
844,abfahren::V,出発する,പുറപ്പെടുക
845,anhalten::V,止まる,നിർത്തുക
846,hineingehen::V,入る,പ്രവേശിക്കുക
847,eintreten::V,中に入る,പ്രവേശിക്കുക
848,kommen::V,来る,വരുക
849,ankommen::V,着く,എത്തിച്ചേരുക
850,ankommen::V,到着する,എത്തിച്ചേരുക
851,zurückkommen::V,帰る,തിരിച്ചു വരുക
852,bleiben::V,留まる,തുടരുക
853,warten::V,待つ,കാത്തിരിക്കുക
854,erwarten::V,期待する,പ്രതീക്ഷിക്കുക
855,suchen::V,探る,തിരയുക
856,finden::V,見つける,കണ്ടെത്തുക
857,versuchen::V,試す,ശ്രമിക്കുക
858,vorbereiten::V,準備する,തയ്യാറെടുക്കുക
859,lieben::V,愛する,സ്നേഹിക്കുക
860,mögen::V,好きである,ഇഷ്ടപ്പെടുക
861,lachen::V,笑う,ചിരിക്കുക
862,rühren::V,感情を動かす,ഹൃദയം സ്പർശിക്കുക
863,weinen::V,泣く,തേങ്ങുക
864,schimpfen::V,叱る,പിറുപിറുക്കുക
865,sich ärgern::V,怒る,കോപിക്കുക
866,sich ärgern::V,腹を立てる,കോപിക്കുക
867,sich fürchten::V,怖がる,പേടിക്കുക
868,fürchten::V,恐れる,പേടിക്കുക
869,fliehen::V,逃げる,രക്ഷപ്പെടുക
870,flüchten::V,逃亡する,രക്ഷപ്പെടുക
871,sehen::V,見る,കാണുക
872,anschauen::V,眺める,നോക്കുക
873,ansehen::V,見る,നോക്കുക
874,hören::V,聞く,കേൾക്കുക
875,zuhören::V,聴く,ശ്രദ്ധിക്കുക
876,probieren::V,食べてみる,രുചിയുള്ളതായി_തോന്നുക
877,riechen::V,気取る,മണത്തു_നോക്കുക
878,fühlen::V,感じる,സ്പർശിച്ചറിയുക
879,scheinen::V,ように見える,കാണപ്പെടുക
880,zu sehen sein::V,見える,വെളിച്ചപ്പെടുക
881,vernehmen::V,承る,കേൾക്കുക
882,frieren::V,寒気がする,വിറയ്ക്കുക
883,tun::V,する,ചെയ്യുക
884,können::V,出来る,കഴിയുക
885,wollen::V,-たい,വേണുക
886,anfangen::V,始める,തുടങ്ങുക
887,beenden::V,終える,പൂർത്തിയാക്കുക
888,aufhören::V,止める,നിർത്തുക
889,gelingen::V,成功する,വിജയിക്കുക
890,geraten::V,当たる,പരിണമിക്കുക
891,öffnen::V,開く,തുറക്കുക
892,öffnen::V,開ける,തുറക്കുക
893,schließen::V,閉める,അടയ്ക്കുക
894,stellen::V,置く,വയ്ക്കുക
895,stellen::V,据える,വയ്ക്കുക
896,setzen::V,座らせる,വയ്ക്കുക
897,legen::V,置く,ഇടുക
898,berühren::V,触る,തൊടുക
899,berühren::V,触れる,തൊടുക
900,verbinden::V,結びつける,ഘടിപ്പിക്കുക
901,bedecken::V,覆う,മുടുക
902,aufhängen::V,掛ける,കെട്ടിതൂക്കുക
903,anzünden::V,燃やす,കത്തിക്കുക
904,anzünden::V,火をつける,കത്തിക്കുക
905,aufheben::V,拾う,പെറുക്കിയെടുക്കുക
906,zurücklassen::V,残す,വച്ചുപോരുക
907,verlieren::V,無くす,നഷ്ടപ്പെടുക
908,fallen lassen::V,落とす,വീഴ്ത്തുക
909,machen::V,作る,ഉണ്ടാക്കുക
910,herstellen::V,製造する,ഉൽപാദിപ്പിക്കുക
911,bauen::V,建設する,നിർമ്മിക്കുക
912,reparieren::V,直す,നന്നാക്കുക
913,reparieren::V,修理する,നന്നാക്കുക
914,verbessern::V,改良する,മെച്ചപ്പെടുക
915,ändern::V,変える,മാറ്റംവരുത്തുക
916,graben::V,掘る,കുഴിക്കുക
917,beugen::V,折る,വണങ്ങുക
918,biegen::V,曲げる,കുനിയുക
919,drehen::V,回す,തിരിക്കുക
920,wenden::V,裏返す,തിരിയുക
921,umdrehen::V,裏返す,തിരിയുക
922,heben::V,挙げる,ഉയർത്തുക
923,hochheben::V,持ち上げる,ഉയർത്തുക
924,ergreifen::V,取り上げる,ബലമായി_പിടിക്കുക
925,halten::V,持つ,പിടിക്കുക
926,drücken::V,押す,അമർത്തുക
927,schieben::V,ずらす,തള്ളുക
928,kratzen::V,引っ掻く,ചുരണ്ടുക
929,lecken::V,なめる,നക്കുക
930,beißen::V,噛む,കടിക്കുക
931,abreißen::V,剝ぎ取る,കീറിക്കളയുക
932,abschneiden::V,切り取る,മുറിച്ചുമാറ്റുക
933,binden::V,縛る,കെട്ടുക
934,stecken::V,差し込む,തുളയ്ക്കുക
935,brechen::V,破る,ഉടയുക
936,klopfen::V,とんとん叩く,തട്ടുക
937,hauen::V,叩く,അടിക്കുക
938,kleben::V,貼る,ഒട്ടിക്കുക
939,kleben::V,くっ付ける,ഒട്ടിക്കുക
940,reiben::V,擦る,തിരുമ്മിത്തുടയ്ക്കുക
941,streichen::V,塗る,പടർത്തുക
942,schleifen::V,研ぐ,പൊടിക്കുക
943,schneiden::V,切る,മുറിക്കുക
944,rütteln::V,揺さぶる,മുട്ടുക
945,schütteln::V,振る,കുലുക്കുക
946,schütteln::V,揺さぶる,കുലുക്കുക
947,schwenken::V,振る,ആടുക
948,schütten::V,注ぐ,ഒഴിക്കുക
949,füllen::V,いっぱいにする,നിറയ്ക്കുക
950,einwickeln::V,包む,പൊതിയുക
951,tragen::V,運ぶ,വഹിക്കുക
952,schleppen::V,引きずる,വലിച്ചിഴയ്ക്കുക
953,ziehen::V,引く,വലിക്കുക
954,aufbewahren::V,預かる,വയ്ക്കുക
955,werfen::V,投げる,എറിയുക
956,fangen::V,受ける,പിടിക്കുക
957,packen::V,掴む,തട്ടിപ്പറിക്കുക
958,verstecken::V,隠す,മറയ്ക്കുക
959,teilen::V,分ける,വിഭജിക്കുക
960,schicken::V,送る,അയയ്ക്കുക
961,bringen::V,持って行く,കൊണ്ടുവരുക
962,hinzufügen::V,加える,കൂട്ടുക
963,bekommen::V,得る,കിട്ടുക
964,erhalten::V,受ける,സ്വീകരിക്കുക
965,nehmen::V,取る,എടുക്കുക
966,wählen::V,選ぶ,തിരഞ്ഞെടുക്കുക
967,auswählen::V,選ぶ,തിരഞ്ഞെടുക്കുക
968,bewahren::V,保存する,പുലർത്തുക
969,behindern::V,妨害する,തടയിടുക
970,verderben::V,台無しにする,നശിപ്പിക്കുക
971,beschädigen::V,損傷する,ക്ഷതമേൽപ്പിക്കുക
972,zerbrechen::V,割る,ഉടയുക
973,zerreißen::V,引き裂く,കീറുക
974,zerstören::V,破壊する,നശിപ്പിക്കുക
975,verbrennen::V,焼く,കത്തിനശിക്കുക
976,verbrennen::V,焼く,കത്തിച്ചുകളയുക
977,geben::V,上げる,കൊടുക്കുക
978,geben::V,上げる,തരുക
979,reichen::V,渡す,കൈമാറുക
980,schenken::V,贈る,സമ്മാനം കൊടുക്കുക
981,versprechen::V,約束する,വാഗ്ദാനം_നൽകുക
982,wünschen::V,望む,ആഗ്രഹിക്കുക
983,loben::V,褒める,പുകഴ്ത്തുക
984,küssen::V,キスする,ഉമ്മവയ്ക്കുക
985,wiegen::V,揺する,ഇളകുക
986,zudecken::V,覆う,മുടുക
987,wecken::V,起こす,ഉണർത്തുക
988,zeigen::V,見せる,കാണിക്കുക
989,führen::V,案内する,നടത്തുക
990,lehren::V,教える,പഠിപ്പിക്കുക
991,unterrichten::V,通知する,പരിശീലിപ്പിക്കുക
992,aufziehen::V,育てる,വളർത്തിക്കൊണ്ടുവരുക
993,leiten::V,導く,നയിക്കുക
994,antreiben::V,励ます,പ്രേരിപ്പിക്കുക
995,lassen::V,～させる,അനുവദിക്കുക
996,einladen::V,誘う,ക്ഷണിക്കുക
997,einladen::V,招待する,ക്ഷണിക്കുക
998,vereinigen::V,一つにする,കൂടിച്ചേരുക
999,besuchen::V,訪ねる,സന്ദർശിക്കുക
1000,treffen::V,出会う,തമ്മിൽ കാണുക
1001,sich versammeln::V,集まる,സംയോജിപ്പിക്കുക
1002,spielen::V,遊ぶ,കളിക്കുക
1003,singen::V,歌う,പാടുക
1004,tanzen::V,踊る,നൃത്തം ചെയ്യുക
1005,sich trennen::V,別れる,നേർപെടുത്തുക
1006,verlassen::V,別れる,പിൻവാങ്ങുക
1007,retten::V,救う,രക്ഷിക്കുക
1008,retten::V,助ける,രക്ഷിക്കുക
1009,bewachen::V,見張る,കാവൽനിൽക്കുക
1010,bewachen::V,軽微する,കാവൽനിൽക്കുക
1011,schützen::V,保護する,പരിരക്ഷിക്കുക
1012,verteidigen::V,守る,പ്രതിരോധിക്കുക
1013,sich schlagen::V,殴る,കലഹിക്കുക
1014,schießen::V,撃つ,വെടിവെക്കുക
1015,siegen::V,勝つ,വിജയിക്കുക
1016,ärgern::V,怒らせる,വിഷമിപ്പിക്കുക
1017,schlagen::V,殴る,അടിക്കുക
1018,treten::V,蹴る,തൊഴിക്കുക
1019,stechen::V,突く,കുത്തുക
1020,stoßen::V,突く,തള്ളുക
1021,stehlen::V,盗る,മോഷ്ടിക്കുക
1022,stören::V,構う,ശല്യപ്പെടുത്തുക
1023,belästigen::V,邪魔する,മെനക്കെടുക
1024,verbergen::V,隠す,മറയ്ക്കുക
1025,verbergen::V,隠す,ഒളിക്കുക
1026,täuschen::V,だます,കബളിപ്പിക്കുക
1027,betrügen::V,だます,ചതിക്കുക
1028,töten::V,殺す,കൊല്ലുക
1029,wohnen::V,住む,താമസിക്കുക
1030,arbeiten::V,働く,ജോലിചെയ്യുക
1031,sammeln::V,集める,സഞ്ചയിക്കുക
1032,sammeln::V,収集する,സഞ്ചയിക്കുക
1033,pflücken::V,摘む,പറിച്ചെടുക്കുക
1034,jagen::V,狩りをする,വേട്ടയാടുക
1035,fischen::V,釣る,മീൻ പിടിക്കുക
1036,fassen::V,捕る,പിടിക്കുക
1037,hüten::V,放牧する,ചേർക്കുക
1038,treiben::V,追う,വാഹനം_ഓടിക്കുക
1039,anbinden::V,繋ぐ,കെട്ടിയിടുക
1040,füttern::V,餌をやる,തീറ്റുക
1041,melken::V,搾乳する,പാലുകറക്കുക
1042,hacken::V,刻む,വെട്ടിമുറിക്കുക
1043,gießen::V,水をやる,നനയ്ക്കുക
1044,reifen::V,熟す,പാകമാകുക
1045,zubereiten::V,調理する,പാചകം_ചെയ്യുക
1046,kochen::V,煮る,വേവിക്കുക
1047,backen::V,焼く,ബേക്ക് ചെയ്യുക
1048,braten::V,焼く,പോരിക്കുക
1049,braten::V,炒める,പോരിക്കുക
1050,umrühren::V,混ぜる,ഇളക്കുക
1051,stricken::V,編む,മെടയുക
1052,nähen::V,縫う,തുന്നുക
1053,färben::V,染める,ചായം പൂശുക
1054,reinigen::V,掃除する,വൃത്തിയാക്കുക
1055,waschen::V,洗う,കഴുകുക
1056,waschen::V,洗濯する,കഴുകുക
1057,abwischen::V,拭く,തുടയ്ക്കുക
1058,spülen::V,洗う,കഴുകുക
1059,spülen::V,すすぐ,കഴുകുക
1060,fegen::V,掃除する,അടിച്ചുവാരുക
1061,kehren::V,掃く,അടിച്ചുവാരുക
1062,baden::V,入浴する,നീന്തിത്തുടിക്കുക
1063,sich waschen::V,洗う,കഴുകുക
1064,ausziehen::V,脱ぐ,ഇഴുക്കുക
1065,anziehen::V,着る,ഉടുക്കുക
1066,sich anziehen::V,着る,ധരിച്ച നേടുകയുക
1067,kämmen::V,梳く,മുടിചീകുക
1068,schmücken::V,飾る,അലങ്കരിക്കുക
1069,sagen::V,言う,പറയുക
1070,sprechen::V,話す,സംസാരിക്കുക
1071,reden::V,話す,സംസാരിക്കുക
1072,sich unterhalten::V,話をする,നർമ്മസല്ലാപം നടത്തുക
1073,fragen::V,聞く,ചോദിക്കുക
1074,bitten::V,頼む,അപേക്ഷിക്കുക
1075,bitten::V,お願いする,അപേക്ഷിക്കുക
1076,erzählen::V,物語る,പറയുക
1077,mitteilen::V,伝える,അറിയിക്കുക
1078,nennen::V,名づける,പേരിടുക
1079,rufen::V,呼ぶ,വിളിക്കുക
1080,prahlen::V,自慢する,പൊങ്ങച്ചം പറയുക
1081,übersetzen::V,訳す,പരിഭാഷപ്പെടുത്തുക
1082,denken::V,考える,ചിന്തിക്കുക
1083,glauben::V,信じる,വിശ്വസിക്കുക
1084,bemerken::V,気が付く,ശ്രദ്ധിക്കുക
1085,erkennen::V,認識する,തിരിചറിയുക
1086,begreifen::V,分かる,കൈപ്പിടിയിലാക്കുക
1087,verstehen::V,聞き取る,മനസ്സിലാക്കുക
1088,lernen::V,学ぶ,പഠിക്കുക
1089,lernen::V,勉強する,പഠിക്കുക
1090,wissen::V,知っている,അറിയുക
1091,sich erinnern an::V,思い出す,ഓർമിക്കുക
1092,vergessen::V,忘れる,മറക്കുക
1093,messen::V,計る,അളക്കുക
1094,messen::V,測定する,അളക്കുക
1095,zählen::V,数える,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1096,rechnen::V,計算する,ഗണിക്കുക
1097,lesen::V,読む,വായിക്കുക
1098,malen::V,描く,ചിത്രം വരയ്ക്കുക
1099,zeichnen::V,写生する,വരയ്ക്കുക
1100,schreiben::V,書く,എഴുതുക
1101,besitzen::V,所持する,സ്വന്തമാക്കുക
1102,kaufen::V,買う,വാങ്ങുക
1103,verkaufen::V,売る,വിൽക്കുക
1104,bezahlen::V,払う,പരിഹാരം ചെയ്യുക
1105,zahlen::V,支払う,പണം അടയ്ക്കുക
1106,beherrschen::V,支配する,ഭരിക്കുക
1107,ertragen::V,耐える,താങ്ങുക
