,Concept_ID,sah,br
761,neunzig::NUM,тоҕус уонус,dek ha pevar-ugent
762,hundert::NUM,сүүс,kant
763,tausend::NUM,тыһыынча,mil
764,und::CNJ,да,ha
765,und::CNJ,уонна,ha
766,und::CNJ,итиэннэ,ha
767,oder::CNJ,эбэтэр,pe
768,stehen::V,тур,bezañ a-sav
769,sitzen::V,олор,azezañ
770,sitzen::V,олор,bezañ en e goazez
771,liegen::V,сыт,bezañ en e c'hourvez
772,hängen::V,санньылый,krougañ
773,werden::V,буол,dazonet
774,passieren::V,буол,c'hoarvezout
775,beginnen::V,саҕалан,stagañ
776,enden::V,бүт,achuiñ
777,wechseln::V,уларый,cheñch
778,aufgehen[Sonne]::V,ой,dirouzañ
779,untergehen[Sonne]::V,киир,
780,scheinen[Sonne]::V,сырдат,lugernañ
781,donnern::V,эт,taranal
782,wehen::V,үр,c'hwezhañ
783,strömen::V,кутулун,deredek
784,fließen::V,сүүр,redek
785,sich drehen::V,эргий,troiñ
786,schwanken::V,биэтэҥнээ,trantellat
787,schwingen::V,эйэҥнээ,froumal
788,fallen::V,оҕут,kouezhañ
789,brennen::V,умай,deviñ
790,rauchen::V,буруолаа,divogedañ
791,regnen::V,самыырдаа,glavañ
792,gefrieren::V,тоҥ,reviñ
793,tauen::V,ир,diskornañ
794,schmelzen::V,уулун,teuziñ
795,trocknen::V,куур,sec'hañ
796,sieden::V,оргуй,berviñ
797,faulen::V,сытый,breinañ
798,verfaulen::V,сытыйан_хаал,breinañ
799,reißen::V,хайыт,darnaouiñ
800,reißen::V,быһытталан,darnaouiñ
801,versinken::V,тимир,sodellañ
802,versinken::V,батылын,sodellañ
803,vergehen::V,дьай,tremen
804,erscheinen::V,көһүн,donet war-wel
805,verschwinden::V,сүт,monet diwar wel
806,sinken::V,намтаа,en em izelat
807,abnehmen::V,аччаа,nebeutaat
808,zunehmen::V,элбээ,kreskiñ
809,steigen::V,үрдээ,sevel
810,wachsen::V,үүн,kreskiñ
811,glänzen::V,кылбай,lugernañ
812,funkeln::V,күлүмнээ,elieniñ
813,funkeln::V,күлүмүрдээ,elieniñ
814,lärmen::V,тыаһаа,rabotat
815,läuten::V,собуоннаа,
816,klingeln::V,линкинээ,
817,klirren::V,айгырат,diridignat
818,klirren::V,айгырат,sterlinkañ
819,brausen::V,сирилээ,gwegal
820,rauschen::V,суугунаа,trouzal
821,klingen::V,доргуй,seniñ
822,bellen::V,үр,harzhal
823,heulen::V,улуй,yudal
824,blasen::V,үр,c'hwezhañ
825,pfeifen::V,иһиир,c'hwitellat
826,schreien::V,кылан,huchal
827,schreien::V,хаһыытаа,huchal
828,stöhnen::V,ынчыктаа,hirvoudiñ
829,zittern::V,титирээ,krenañ
830,zittern::V,дьигиһий,krenañ
831,leben::V,олор,bevañ
832,geboren werden::V,төрөө,genel
833,atmen::V,тыын,tennañ e anal
834,trinken::V,ис,evañ
835,essen::V,аһаа,debriñ
836,schlucken::V,ыйыһын,lonkañ
837,müde werden::V,сылай,skuizhañ
838,einschlafen::V,утуйан хаал,menel kousket
839,schlafen::V,утуй,kousket
840,schlafen::V,утуйа сыт,kousket
841,aufwachen::V,уһугун,dihuniñ
842,aufstehen::V,тур,sevel
843,sich erholen::V,сынньан,diskuizhañ
844,krank werden::V,ыарый,klañviñ
845,krank sein::V,ыарый,bezañ klañv
846,krank sein::V,ыарыт,bezañ klañv
847,schmerzen::V,ыарыт,skourjezañ
848,husten::V,сөтөлүн,pasaat
849,husten::V,сөтөлүн,peudal
850,genesen::V,көн,pareañ
851,sterben::V,өл,mervel
852,umkommen::V,өл,perisañ
853,umkommen::V,оҕут,perisañ
854,sich bewegen::V,хамсаа,bouljal
855,sich rühren::V,хамсаа,fiñval
856,sich erheben::V,тур,sevel
857,sich setzen::V,олор,azezañ
858,sich setzen::V,олор,mont en e goazez
859,hinfallen::V,оҕут,kouezhañ
860,laufen::V,хаам,redek
861,schreiten::V,атыллаа,kerzhet
862,spazierengehen::V,дьаарбай,pourmen
863,eilen::V,тиэтэй,hastañ
864,sich beeilen::V,ыксаа,hastañ
865,sausen::V,элээр,karzhañ
866,rennen::V,сүүрэкэлээ,redek
867,springen::V,ой,lammat
868,springen::V,ыстан,lammat
869,klettern::V,ытын,krimpat
870,schaukeln::V,эйэҥнээ,brañsellat
871,schaukeln::V,биэрэҥнээ,brañsellat
872,kriechen::V,сыыл,skrampañ
873,schwimmen::V,уһун,neuial
874,schwimmen::V,харбаа,neuial
875,tauchen::V,умус,splujañ
876,rudern::V,эрт,roeñvat
877,fahren::V,айаннаа,kas
878,fahren::V,айаннаа,bleniañ
879,fliegen::V,көт,nijal
880,gehen::V,бар,mont
881,weggehen::V,бар,mont kuit
882,abfahren::V,бар,mont kuit
883,anhalten::V,тохтоо,chom a-sav
884,hineingehen::V,киир,monet e-barzh
885,eintreten::V,киир,monet e-barzh
886,kommen::V,кэл,dont
887,ankommen::V,кэл,erruout
888,ankommen::V,тиий,erruout
889,zurückkommen::V,төнүн,addonet
890,bleiben::V,хаал,chom
891,warten::V,көһүт,gortoz
892,erwarten::V,күүт,gortoz
893,erwarten::V,көһүт,gortoz
894,suchen::V,ирдээ,klask
895,suchen::V,көрдөө,klask
896,finden::V,бул,kavout
897,versuchen::V,сорун,klask
898,vorbereiten::V,бэлэмнээ,aozañ
899,lieben::V,таптаа,karout
900,mögen::V,сөбүл,karout
901,lachen::V,күл,c'hoarzin
902,rühren::V,долгут,tenerañ
903,weinen::V,ытаа,gouelañ
904,schimpfen::V,үөҕүс,krozal
905,sich ärgern::V,кыыһыр,fachañ
906,sich ärgern::V,кыыһыр,en em fachañ
907,sich ärgern::V,кыйахан,fachañ
908,sich ärgern::V,кыйахан,en em fachañ
909,sich fürchten::V,куттан,
910,sich fürchten::V,дьиксин,
911,fürchten::V,дьиксин,
912,fürchten::V,куттан,
913,fliehen::V,күрээ,tec'het
914,flüchten::V,күрээ,tuzañ
915,sehen::V,көр,gwelet
916,anschauen::V,көр,sellout ouzh
917,ansehen::V,көр,sellout ouzh
918,hören::V,бил,klevet
919,hören::V,иһит,klevet
920,zuhören::V,иһит,selaou
921,probieren::V,боруобалаан көр,blasa
922,probieren::V,амсайан көр,blasa
923,riechen::V,сытырҕаа,klevet
924,fühlen::V,бил,santout
925,scheinen::V,көһүн,diskouez bezañ
926,zu sehen sein::V,көһүн,bezañ gwelus
927,vernehmen::V,иһит,merzhañ
928,frieren::V,тоҥ,anoued
929,frieren::V,үлүй,anoued
930,tun::V,гын,ober
931,können::V,кыай,gouzout
932,wollen::V,баҕар,fellout da
933,wollen::V,баҕар,kaout c'hoant da
934,anfangen::V,саҕалаа,kregiñ
935,beenden::V,бүтэр,achuiñ
936,aufhören::V,уурай,paouez
937,gelingen::V,сатан,
938,geraten::V,баар буолан биэр,
939,geraten::V,баар буола тус,
940,geraten::V,буолан таҕыс,
941,öffnen::V,ас,digeriñ
942,schließen::V,сап,serriñ
943,schließen::V,хатаа,serriñ
944,stellen::V,уур,lakaat
945,stellen::V,туруор,lakaat
946,setzen::V,туруор,lakaat
947,setzen::V,уур,lakaat
948,legen::V,уур,lakaat
949,berühren::V,тыыт,touch
950,berühren::V,таарый,touch
951,verbinden::V,кэлгий,eren
952,bedecken::V,бүрүй,goloiñ
953,aufhängen::V,ыйаа,istribilhañ
954,anzünden::V,умат,alumiñ
955,anzünden::V,умат,c'hwezzañ
956,aufheben::V,өрө тарт,dastum
957,zurücklassen::V,бырах,lezel
958,verlieren::V,сүтэр,koll
959,fallen lassen::V,түһэр,laoskel
960,fallen lassen::V,түһэр,lezel da gouezhel
961,fallen lassen::V,мүлчү тут,laoskel
962,fallen lassen::V,мүлчү тут,lezel da gouezhel
963,machen::V,оҥор,ober
964,machen::V,оҥоһун,ober
965,herstellen::V,оҥор,fardañ
966,bauen::V,тут,sevel
967,reparieren::V,абырахтаа,adaozañ
968,verbessern::V,тупсар,gwellaat
969,ändern::V,уларыт,cheñch
970,graben::V,хас,kleuzañ
971,beugen::V,бокут,plegañ
972,beugen::V,токурут,plegañ
973,beugen::V,бүк баттаа,plegañ
974,biegen::V,иэх,krommañ
975,biegen::V,өҕүлүннэр,krommañ
976,drehen::V,эргит,treiñ
977,drehen::V,эргичит,treiñ
978,wenden::V,эргилин,treiñ
979,umdrehen::V,түҥнэр,treiñ
980,heben::V,көтөх,sevel
981,hochheben::V,таһаар,sevel
982,ergreifen::V,тут,kemer
983,halten::V,тут,dalc'hen
984,drücken::V,ык,bountañ
985,schieben::V,ас,poulzañ
986,kratzen::V,кыһыы,skrabat
987,lecken::V,салаа,lipat
988,beißen::V,ытыр,kregiñ
989,abreißen::V,быһа тарт,diframmañ
990,abreißen::V,туура тарт,diframmañ
991,abschneiden::V,быс,troc'hañ
992,abschneiden::V,быһан ыл,troc'hañ
993,abschneiden::V,быһа баттаа,troc'hañ
994,binden::V,кэлгий,stagañ
995,stecken::V,батары ас,sankañ
996,brechen::V,тоһут,darnaouiñ
997,klopfen::V,тоҥсуй,skoiñ
998,hauen::V,оҕус,dornañ
999,kleben::V,силимнээ,pegañ
1000,reiben::V,аал,taravat
1001,reiben::V,аал,trekiñ
1002,streichen::V,сыбаа,toazañ
1003,schleifen::V,чочуй,lemmañ
1004,schneiden::V,быс,troc'hañ
1005,rütteln::V,иэҕэҥнэт,tordorosañ
1006,schütteln::V,сахсый,hejañ
1007,schwenken::V,дайбаа,
1008,schütten::V,кут,diskargañ
1009,füllen::V,толор,kargañ
1010,einwickeln::V,суулаа,gronnañ
1011,tragen::V,ит,dougen
1012,schleppen::V,сос,stlejal
1013,ziehen::V,тарт,sachañ
1014,aufbewahren::V,уур,miret
1015,aufbewahren::V,харай,miret
1016,werfen::V,бырах,teuler
1017,fangen::V,хап,tapañ
1018,packen::V,тут,krapat
1019,verstecken::V,саһыар,kuzhat
1020,teilen::V,үллэр,rannañ
1021,schicken::V,ыыт,kas
1022,bringen::V,аҕал,degas
1023,hinzufügen::V,эп,lakat ouzhpenn
1024,bekommen::V,ыл,kaout
1025,bekommen::V,булун,kaout
1026,erhalten::V,ыл,kaout
1027,nehmen::V,ыл,kemer
1028,wählen::V,быыбардаа,choaz
1029,auswählen::V,тал,dibab
1030,bewahren::V,харай,mirout
1031,behindern::V,мэһэйдээ,diaezañ
1032,verderben::V,буорту гын,lovrañ
1033,beschädigen::V,алдьат,gwallegañ
1034,zerbrechen::V,үлтүрүт,torriñ
1035,zerreißen::V,хайыта тарт,diroegiñ
1036,zerstören::V,алдьат,distrujañ
1037,verbrennen::V,уоттаа,deviñ
1038,geben::V,биэр,reiñ
1039,reichen::V,аҕал,
1040,schenken::V,бэлэхтээ,donezonañ
1041,versprechen::V,эрэннэр,prometiñ
1042,wünschen::V,баҕар,hetiñ
1043,loben::V,хайҕаа,feurmiñ
1044,küssen::V,уураа,pokat
1045,wiegen::V,бигээ,pouezañ
1046,zudecken::V,сап,goloiñ
1047,zudecken::V,бүрүй,goloiñ
1048,wecken::V,уһугуннар,dihuniñ
1049,zeigen::V,көрдөр,diskouez
1050,führen::V,салай,kas
1051,lehren::V,үөрэт,deskiñ
1052,unterrichten::V,үөрэт,kelenn
1053,aufziehen::V,иит,
1054,leiten::V,салай,bleinañ
1055,antreiben::V,кыһай,poulzañ
1056,lassen::V,күһэй,leuskel
1057,einladen::V,ыҥыр,pediñ
1058,vereinigen::V,холбоо,unisañ
1059,vereinigen::V,түм,unisañ
1060,besuchen::V,сырыт,gweladenniñ
1061,besuchen::V,билсэ сырыт,gweladenniñ
1062,treffen::V,көрүс,kejal
1063,treffen::V,көрүс,ankontrañ
1064,sich versammeln::V,мүһүн,bodennañ
1065,sich versammeln::V,түмүс,bodennañ
1066,spielen::V,оонньоо,c'hoari
1067,singen::V,ыллаа,kanañ
1068,tanzen::V,үҥкүүлээ,dañsal
1069,sich trennen::V,араҕыс,dispartiañ
1070,verlassen::V,хааллар,lezel
1071,retten::V,өрүһүй,saveteiñ
1072,bewachen::V,араҥаччылаа,mesa
1073,schützen::V,көмүскээ,diwall
1074,verteidigen::V,көмүскээ,difenn
1075,sich schlagen::V,охсус,lopañ
1076,schießen::V,ытыалаа,
1077,siegen::V,хот,trec'hiñ
1078,siegen::V,кыай,trec'hiñ
1079,ärgern::V,кыыһырт,hegasiñ
1080,schlagen::V,оҕус,skeiñ
1081,treten::V,тэп,botaouiñ
1082,stechen::V,кэй,pikat
1083,stoßen::V,кэп,stokañ
1084,stoßen::V,үтүрүй,stokañ
1085,stehlen::V,уор,laerezh
1086,stören::V,мэһэйдээ,direnkañ
1087,belästigen::V,батар,dregasiñ
1088,verbergen::V,кистээ,skoachañ
1089,täuschen::V,албыннаа,tromplañ
1090,betrügen::V,албыннаа,lorbañ
1091,töten::V,өлөр,lazhañ
1092,wohnen::V,олор,bezañ o chom
1093,arbeiten::V,үлэлээ,labourat
1094,sammeln::V,мус,dastum
1095,sammeln::V,хомуй,dastum
1096,pflücken::V,үргээ,kuntuilhañ
1097,jagen::V,бултаа,chaseal
1098,fischen::V,балыктаа,pesketa
1099,fassen::V,тут,pakañ
1100,hüten::V,манаа,geota
1101,treiben::V,үүр,
1102,anbinden::V,баай,stagañ
1103,füttern::V,аһат,boueta
1104,melken::V,ыа,goro
1105,hacken::V,кэрт,difrakal
1106,gießen::V,сиигирт,dourañ
1107,reifen::V,бус,azviñ
1108,zubereiten::V,бэлэмнээ,keginañ
1109,kochen::V,буһар,poazhañ
1110,backen::V,буһар,fritañ
1111,braten::V,хооруй,rostañ
1112,braten::V,ыһаарылаа,rostañ
1113,braten::V,соркуойдаа,rostañ
1114,umrühren::V,былаа,
1115,stricken::V,өр,stammañ
1116,nähen::V,иистэн,gwriat
1117,färben::V,кырааскалаа,livañ
1118,reinigen::V,ыраастаа,naetañ
1119,waschen::V,сууй,gwalc'hiñ
1120,abwischen::V,сот,torchañ
1121,spülen::V,сайҕаа,disgwalc'hiñ
1122,fegen::V,сиппий,skubañ
1123,kehren::V,харбаа,skubañ
1124,baden::V,сөтүөлээ,kouronkañ
1125,sich waschen::V,суун,en em walc'hiñ
1126,ausziehen::V,уһул,
1127,anziehen::V,кэтэрт,
1128,sich anziehen::V,таҥын,gwiskañ
1129,kämmen::V,тараа,kribat
1130,schmücken::V,симээ,kinklañ
1131,sagen::V,диэ,larêt
1132,sagen::V,диэ,lavaret
1133,sprechen::V,эт,komz
1134,sprechen::V,саҥар,komz
1135,reden::V,кэпсэт,kaozeal
1136,sich unterhalten::V,кэпсэт,balbotal
1137,fragen::V,ыйыт,goulenn
1138,bitten::V,көрдөс,goulenn
1139,erzählen::V,кэпсээ,kontañ
1140,erzählen::V,сэһэргээ,kontañ
1141,mitteilen::V,биллэр,kemenn
1142,nennen::V,ааттаа,anviñ
1143,rufen::V,ыҥыр,gelver
1144,prahlen::V,чабылан,fougeal
1145,prahlen::V,киһиргээ,fougeal
1146,übersetzen::V,тылбаастаа,treiñ
1147,denken::V,санаа,soñjal
1148,denken::V,толкуйдаа,soñjal
1149,glauben::V,итэҕэй,krediñ
1150,bemerken::V,бэлиэтээ,apresevañ
1151,erkennen::V,бил,anavout
1152,begreifen::V,өйдөө,meizañ
1153,verstehen::V,өйдөө,kompren
1154,lernen::V,үөрэн,deskiñ
1155,wissen::V,бил,gouzout
1156,sich erinnern an::V,аҕын,kaout soñj e
1157,vergessen::V,умун,ankouaat
1158,messen::V,кэмнээ,muzuliañ
1159,messen::V,кээмэйдээ,muzuliañ
1160,zählen::V,аах,kontañ
1161,rechnen::V,аах,jedañ
1162,lesen::V,аах,lenn
1163,malen::V,уруһуйдаа,livañ
1164,zeichnen::V,уруһуйдаа,tresañ
1165,schreiben::V,суруй,skrivañ
1166,besitzen::V,баһылаа,kaout
1167,kaufen::V,атыылас,prenañ
1168,verkaufen::V,атыылаа,gwerzhañ
1169,bezahlen::V,төлөө,paeañ
1170,zahlen::V,төлөө,paeañ
1171,beherrschen::V,баһылаа,mestroniañ
1172,ertragen::V,тулуй,anduriñ
