,Concept_ID,ga,el
74,Traum::N,taibhreamh,όνειρο
75,Himmel::N,spéir,ουρανός
76,Sonne::N,grian,ήλιος
77,Mond::N,ré,σελήνη
78,Mond::N,ré,φεγγάρι
79,Mond::N,gealach,σελήνη
80,Mond::N,gealach,φεγγάρι
81,Stern::N,rinn,άστρο
82,Stern::N,rinn,αστέρι
83,Stern::N,réalta,άστρο
84,Stern::N,réalta,αστέρι
85,Luft::N,aer,αέρας
86,Wind::N,gaoth,αέρας
87,Wind::N,gaoth,άνεμος
88,Welle::N,tonn,κύμα
89,Wasser::N,uisce,νερό
90,Stein::N,cloch,πέτρα
91,Boden::N,talamh,χώμα
92,Erde::N,cré,γη
93,Erde::N,ithir,γη
94,Staub::N,dusta,σκόνη
95,Staub::N,deannach,σκόνη
96,Rauch::N,toit,καπνός
97,Rauch::N,deatach,καπνός
98,Funke::N,drithle,σπίθα
99,Funke::N,drithle,σπινθήρας
100,Feuer::N,tine,φωτιά
101,Licht::N,solas,φως
102,Schatten::N,scáth,σκιά
103,Schatten::N,scáth,ίσκιος
104,Wetter::N,aimsir,καιρός
105,Nebel::N,ceo,ομίχλη
106,Wolke::N,néal,σύννεφο
107,Wolke::N,scamall,σύννεφο
108,Regen::N,báisteach,βροχή
109,Regen::N,fearthainn,βροχή
110,Schnee::N,sneachta,χιόνι
111,Eis::N,oighear,πάγος
112,Frost::N,sioc,παγωνία
113,Kälte::N,fuacht,κρύο
114,Kälte::N,fuacht,ψύχος
115,Hitze::N,teas,ζέστη
116,Hitze::N,teocht,ζέστη
117,Raureif::N,sioc bán,πάχνη
118,Regenbogen::N,stua ceatha,ουράνιο τόξο
119,Regenbogen::N,bogha báistí,ουράνιο τόξο
120,Donner::N,toirneach,βροντή
121,Strömung::N,sruth,ρεύμα
122,Tropfen::N,deoir,στάλα
123,Schaum::N,cúr,αφρός
124,Schmutz::N,salachar,βρωμιά
125,See::N,loch,λίμνη
126,Sumpf::N,portach,βάλτος
127,Moor::N,caorán,έλος
128,Moor::N,móinteán,έλος
129,Wiese::N,cluain,λιβάδι
130,Wiese::N,móinéar,λιβάδι
131,Wald::N,coill,δάσος
132,Wald::N,foraois,δάσος
133,Hügel::N,ard,λόφος
134,Anhöhe::N,ard,ύψωμα
135,Anhöhe::N,ardán,ύψωμα
136,Berg::N,sliabh,όρος
137,Berg::N,sliabh,βουνό
138,Gipfel::N,barr,κορυφή
139,Gipfel::N,mullach,κορυφή
140,Höhle::N,uaimh,σπηλιά
141,Höhle::N,pluais,σπηλιά
142,Abhang::N,fána,πλαγιά
143,Quelle::N,foinse,πηγή
144,Quelle::N,foinse,βρύση
145,Bach::N,sruthán,ρυάκι
146,Fluss::N,abhainn,ποτάμι
147,Fluss::N,abhainn,ποταμός
148,Ufer::N,bruach,όχθη
149,Küste::N,cósta,ακτή
150,Küste::N,cósta,ακρογιαλιά
151,Küste::N,cladach,ακτή
152,Küste::N,cladach,ακρογιαλιά
153,Festland::N,míntír,στεριά
154,Meer::N,muir,θάλασσα
155,Meer::N,farraige,θάλασσα
156,Bucht::N,bá,κόλπος
157,Bucht::N,cuan,κόλπος
158,Insel::N,inis,νησί
159,Insel::N,inis,νήσος
160,Insel::N,oileán,νησί
161,Insel::N,oileán,νήσος
162,Blume::N,bláth,άνθος
163,Blume::N,bláth,λουλούδι
164,Gras::N,féar,χόρτο
165,Gras::N,féar,χορτάρι
166,Wurzel::N,rúta,ρίζα
167,Wurzel::N,fréamh,ρίζα
168,Baum::N,crann,δέντρο
169,Stamm::N,stoc,κορμός
170,Stamm::N,tamhan,κορμός
171,Rinde::N,coirt,φλούδα
172,Rinde::N,craiceann,φλούδα
173,Ast::N,géag,κλαδί
174,Zweig::N,géag,κλαδί
175,Zweig::N,géag,κλάδος
176,Zweig::N,craobh,κλαδί
177,Zweig::N,craobh,κλάδος
178,Blatt::N,duille,φύλλο
179,Blatt::N,duilleog,φύλλο
180,Birke::N,beith,σημύδα
181,Birke::N,crann beithe,σημύδα
182,Kiefer[Baum]::N,péine,πεύκο
183,Weide[Baum]::N,saileach,ιτιά
184,Tanne::N,giúis,έλατο
185,Horn::N,adharc,κέρας
186,Horn::N,adharc,κέρατο
187,Feder::N,cleite,φτερό
188,Fell::N,clúmh,δέρμα
189,Fell::N,clúmh,τομάρι
190,Flügel::N,eite,πτερύγιο
191,Flügel::N,sciathán,πτερύγιο
192,Klaue::N,crúb,κουλό
193,Klaue::N,crobh,κουλό
194,Kralle::N,crobh,νύχι
195,Schwanz::N,eireaball,ουρά
196,Ei::N,ubh,αβγό
197,Nest::N,nead,φωλιά
198,Bau::N,brocais,φωλιά
199,Tier::N,ainmhí,ζώο
200,Tier::N,beithíoch,ζώο
201,Herde::N,tréad,κοπάδι
202,Kuh::N,bó,αγελάδα
203,Bulle::N,tarbh,ταύρος
204,Pferd::N,each,άλογο
205,Pferd::N,capall,άλογο
206,Schaf::N,caora,πρόβατο
207,Schwein::N,muc,γουρούνι
208,Hund::N,madra,σκυλί
209,Hund::N,madra,σκύλος
210,Katze::N,cat,γάτα
211,Bär::N,béar,άρκτος
212,Bär::N,béar,αρκούδα
213,Eichhörnchen::N,iora,βερβερίτσα
214,Elch::N,eilc,άλκη
215,Fuchs::N,sionnach,αλεπού
216,Fuchs::N,madra rua,αλεπού
217,Hase::N,giorria,λαγός
218,Maus::N,luch,ποντικός
219,Wolf::N,mac tíre,λύκος
220,Vogel::N,éan,πουλί
221,Schwarm::N,saithe,σμήνος
222,Huhn::N,cearc,κότα
223,Huhn::N,cearc,όρνιθα
224,Hahn::N,coileach,πετεινός
225,Gans::N,gé,χήνα
226,Adler::N,iolar,αετός
227,Ente::N,lacha,πάπια
228,Eule::N,ulchabhán,κουκουβάγια
229,Kranich::N,grús,γερανός
230,Krähe::N,caróg,καρακάξα
231,Krähe::N,préachán,καρακάξα
232,Kuckuck::N,cuach,κούκος
233,Schwan::N,eala,κύκνος
234,Fisch::N,iasc,ψάρι
235,Barsch::N,péirse,πέρκα
236,Hecht::N,liús,λούτσος
237,Schlange[Tier]::N,nathair,φίδι
238,Wurm::N,péist,σκουλήκι
239,Spinne::N,damhán alla,αράχνη
240,Ameise::N,seangán,μυρμήγκι
241,Laus::N,míol,ψείρα
242,Mücke::N,muiscít,κουνούπι
243,Mücke::N,corrmhíol,κουνούπι
244,Fliege::N,cuil,μύγα
245,Fliege::N,cuileog,μύγα
246,Schmetterling::N,féileacán,πεταλούδα
247,Beere::N,caor,ρόγα
248,Apfel::N,úll,μήλο
249,Pilz::N,beacán,μανιτάρι
250,Pilz::N,muisiriún,μανιτάρι
251,Zwiebel::N,oinniún,κρεμμύδι
252,Saat::N,síol,σπόρος
253,Korn::N,gráinne,σπυρί
254,Heu::N,féar,σανός
255,Schale::N,scaimh,τσόφλι
256,Grube::N,poll,λάκκος
257,Falle::N,gaiste,παγίδα
258,Schlinge::N,sealán,θηλειά
259,Spur::N,rian,ίχνος
260,Asche::N,luaith,στάχτη
261,Dreck::N,salachar,βρωμιά
262,Eisen::N,iarann,σίδερο
263,Gold::N,ór,μάλαμα
264,Gold::N,ór,χρυσάφι
265,Silber::N,airgead,ασήμι
266,Silber::N,airgead,άργυρος
267,Kohle::N,gual,κάρβουνο
268,Glas::N,gloine,γυαλί
269,Lehm::N,cré,πηλός
270,Sand::N,gaineamh,άμμος
271,Mensch::N,duine,άνθρωπος
272,Mann::N,fear,άνδρας
273,Frau::N,bean,γυναίκα
274,Kind::N,gasúr,παιδί
275,Kind::N,páiste,παιδί
276,Junge::N,buachaill,αγόρι
277,Mädchen::N,cailín,κοπέλα
278,Mädchen::N,cailín,κορίτσι
279,Familie::N,teaghlach,οικογένεια
280,Familie::N,comhluadar,οικογένεια
281,Großvater::N,seanathair,παππούς
282,Großmutter::N,seanmháthair,γιαγιά
283,Eltern::N,tuismitheoirí,γονείς
284,Vater::N,athair,πατέρας
285,Mutter::N,máthair,μητέρα
286,Sohn::N,mac,γιος
287,Tochter::N,iníon,κόρη
288,Bruder::N,deartháir,αδελφός
289,Schwester::N,deirfiúr,αδελφή
290,Onkel::N,uncail,θείος
291,Tante::N,aintín,θεία
292,Ehemann::N,fear céile,σύζυγος
293,Ehefrau::N,bean chéile,σύζυγος
294,Freude::N,áthas,χαρά
295,Gelächter::N,gáire,γέλια
296,Glück::N,séan,ευτυχία
297,Glück::N,sonas,ευτυχία
298,Kummer::N,brón,έγνοια
299,Kummer::N,buairt,έγνοια
300,Wunsch::N,guí,επιθυμία
301,Wunsch::N,achainí,επιθυμία
302,Lust::N,fonn,όρεξη
303,Geist::N,meon,πνέυμα
304,Geist::N,spiorad,πνέυμα
305,Gedanke::N,smaoineamh,σκέψη
306,Gedächtnis::N,cuimhne,μνήμη
307,Verstand::N,ciall,νους
308,Verstand::N,intinn,νους
309,Sinn::N,brí,νόημα
310,Sinn::N,ciall,νόημα
311,Grund::N,fáth,λόγος
312,Wahrheit::N,fírinne,αλήθεια
313,Gespräch::N,comhrá,συνομιλία
314,Märchen::N,scéal,παραμύθι
315,Erzählung::N,scéal,διήγημα
316,Nachricht::N,teachtaireacht,είδηση
317,Neuigkeit::N,scéala,νέο
318,Name::N,ainm,όνομα
319,Rätsel::N,tomhas,αίνιγμα
320,Rede::N,óráid,λόγος
321,Rede::N,óráid,ομιλία
322,Rede::N,aitheasc,λόγος
323,Rede::N,aitheasc,ομιλία
324,Sprache::N,teanga,γλώσσα
325,Stimme::N,guth,φωνή
326,Wort::N,focal,λέξη
327,Zeichen::N,comhartha,σημείο
328,Ruf::N,glaoch,κραυγή
329,Lärm::N,torann,θόρυβος
330,Laut::N,fuaim,ήχος
331,Ton::N,ton,ήχος
332,Ton::N,ton,τόνος
333,Lied::N,amhrán,τραγούδι
334,Ruhe::N,suaimhneas,ησυχία
335,Leute::N,muintir,κόσμος
336,Leute::N,muintir,άνθρωποι
337,Volk::N,pobal,λαός
338,Arbeit::N,obair,εργασία
339,Gast::N,aoi,επισκέπτης
340,Geschenk::N,féirín,δώρο
341,Geschenk::N,bronntanas,δώρο
342,Spiel::N,cluiche,παιχνίδι
343,Gesellschaft::N,comhluadar,κοινωνία
344,Hilfe::N,cúnamh,βοήθεια
345,Hilfe::N,cabhair,βοήθεια
346,Freund::N,cara,φίλος
347,Kamerad::N,comrádaí,σύντροφος
348,Angelegenheit::N,ábhar,υπόθεση
349,Anzahl::N,líon,αριθμός
350,Art::N,sórt,είδος
351,Art::N,saghas,είδος
352,Stück::N,píosa,κομμάτι
353,Teil::N,cuid,μέρος
354,Teil::N,páirt,μέρος
355,Hälfte::N,leath,μισό
356,Kreis::N,ciorcal,κύκλος
357,Kreuz::N,cros,σταυρός
358,Linie::N,líne,γραμμή
359,Strich::N,stríoc,γραμμή
360,Abstand::N,achar,απόσταση
361,Entfernung::N,fad,απόσταση
362,Gegend::N,ceantar,περιοχή
363,Gegend::N,ceantar,τοποθεσία
364,Platz::N,áit,χώρος
365,Platz::N,spás,χώρος
366,Ort::N,áit,τόπος
367,Seite::N,taobh,πλευρά
368,Mitte::N,lár,μέση
369,Gegenstand::N,ball,αντικείμενο
370,Gegenstand::N,ábhar,αντικείμενο
371,Sache::N,ní,πράγμα
372,Sache::N,rud,πράγμα
373,Rand::N,imeall,άκρη
374,Rand::N,imeall,χείλος
375,Rand::N,ciumhais,άκρη
376,Rand::N,ciumhais,χείλος
377,Kante::N,corr,άκρη
378,Kante::N,colbha,άκρη
379,Ecke::N,coirnéal,γωνιά
380,Spitze::N,gob,μύτη
381,Spitze::N,barr,μύτη
382,Ende::N,ceann,άκρη
383,Ende::N,foirceann,άκρη
384,Loch::N,poll,τρύπα
385,Winkel::N,cúinne,γωνία
386,Winkel::N,uillinn,γωνία
387,Muster::N,patrún,σχέδιο
388,Größe::N,méid,μέγεθος
389,Größe::N,toise,μέγεθος
390,Länge::N,fad,μήκος
391,Höhe::N,airde,ύψος
392,Gewicht::N,meáchan,βάρος
393,Menge::N,méid,ποσότητα
394,Haufen::N,cnap,σωρός
395,Reihe::N,líne,αράδα
396,Reihe::N,sraith,αράδα
397,Boot::N,bád,βάρκα
398,Ruder::N,rámh,κουπί
399,Ruder::N,maide rámha,κουπί
400,Schlitten::N,carr sleamhnáin,έλκηθρο
401,Ski::N,scí,σκι
402,Lagerfeuer::N,tine champa,φωτιά
403,Last::N,ualach,φορτίο
404,Gang::N,siúlóid,δρόμος
405,Schritt::N,céim,βήμα
406,Schritt::N,coiscéim,βήμα
407,Norden::N,tuaisceart,βορράς
408,Süden::N,deisceart,νότος
409,Westen::N,iarthar,δύση
410,Osten::N,oirthear,ανατολή
411,Holz::N,adhmad,ξύλο
412,Brett::N,clár,σανίδι
413,Platte::N,leac,πλάκα
414,Stütze::N,taca,στήριγμα
415,Stange::N,polla,ραβδί
416,Stange::N,polla,κοντός
417,Stange::N,cuaille,ραβδί
418,Stange::N,cuaille,κοντός
419,Stock::N,bata,ξύλο
420,Stock::N,bata,μπαστούνι
421,Stock::N,maide,ξύλο
422,Stock::N,maide,μπαστούνι
423,Stab::N,maide,ραβδί
424,Stab::N,bachall,ραβδί
425,Rohr::N,píopa,σωλήνας
426,Haus::N,teach,σπίτι
427,Heim::N,baile,σπίτι
428,Ofen::N,sornóg,σόμπα
429,Ofen::N,sornóg,θερμάστρα
430,Fußboden::N,urlár,πάτωμα
431,Tisch::N,bord,τραπέζι
432,Tisch::N,tábla,τραπέζι
433,Stuhl::N,cathaoir,καρέκλα
434,Wiege::N,cliabhán,κούνια
435,Bett::N,leaba,κρεβάτι
436,Regal::N,seilf,ράφι
437,Kiste::N,bosca,κιβώτιο
438,Fenster::N,fuinneoig,παράθυρο
439,Tür::N,doras,πόρτα
440,Tor::N,geata,πύλη
441,Zaun::N,fál,φράχτης
442,Zaun::N,claí,φράχτης
443,Dach::N,díon,στέγη
444,Leiter::N,dréimire,σκάλα
445,Leiter::N,dréimire,κλίμακα
446,Besen::N,scuab,σκούπα
447,Spaten::N,spád,φτυάρι
448,Spaten::N,rámhainn,φτυάρι
449,Schaufel::N,sluasaid,φτυάρι
450,Gabel::N,forc,πιρούνι
451,Gabel::N,gabhlóg,πιρούνι
452,Löffel::N,spúnóg,κουτάλι
453,Messer::N,scian,μαχαίρι
454,Nagel::N,tairne,καρφί
455,Netz::N,líon,δίχτυ
456,Netz::N,eangach,δίχτυ
457,Haken::N,croch,γάντζος
458,Haken::N,croch,αγκίστρι
459,Griff::N,cos,λαβή
460,Griff::N,hanla,λαβή
461,Schloss::N,glas,κλειδαριά
462,Bild::N,pictiúr,εικόνα
463,Figur::N,fíor,ανάστημα
464,Puppe::N,bábóg,κούκλα
465,Beutel::N,mála,πουγγί
466,Beutel::N,mealbhóg,πουγγί
467,Bündel::N,beart,δεμάτι
468,Tasche::N,mála,τσάντα
469,Eimer::N,buicéad,κουβάς
470,Deckel::N,clár,καπάκι
471,Deckel::N,claibín,καπάκι
472,Geschirr::N,soithí,σκεύη
473,Geschirr::N,gréithe,σκεύη
474,Sack::N,sac,σάκος
475,Sack::N,mála,σάκος
476,Tasse::N,cupán,φλιτζάνι
477,Topf::N,pota,χύτρα
478,Kessel::N,citeal,καζάνι
479,Essen::N,béile,φαγητό
480,Nahrung::N,bia,τροφή
481,Speise::N,mias,φαγητό
482,Fleisch::N,feoil,κρέας
483,Getreide::N,grán,σιτάρι
484,Getreide::N,arbhar,σιτάρι
485,Brei::N,brúitín,χυλός
486,Brot::N,arán,ψωμί
487,Brot::N,arán,άρτος
488,Scheibe::N,píosa,φέτα
489,Scheibe::N,slisne,φέτα
490,Fett::N,saill,πάχος
491,Fett::N,méathras,πάχος
492,Butter::N,im,βούτυρο
493,Öl::N,ola,λάδι
494,Salz::N,salann,αλάτι
495,Suppe::N,sú,σούπα
496,Suppe::N,anraith,σούπα
497,Honig::N,mil,μέλι
498,Milch::N,bainne,γάλα
499,Tee::N,tae,τσάι
500,Leder::N,leathar,πετσί
501,Wolle::N,olann,μαλλί
502,Stoff::N,éadach,ύφασμα
503,Nadel::N,snáthaid,βελόνα
504,Faden::N,snáth,κλωστή
505,Knopf::N,cnaipe,κουμπί
506,Knoten::N,snaidhm,κόμπος
507,Farbe::N,péint,μπογιά
508,Kleidung::N,éadaí,ρούχα
509,Kleidung::N,éadaí,ενδυμασία
510,Hemd::N,léine,πουκάμισο
511,Kragen::N,bóna,κολάρο
512,Ärmel::N,muinchille,μανίκι
513,Hose::N,bríste,πανταλόνι
514,Hose::N,treabhsar,πανταλόνι
515,Gürtel::N,crios,ζώνη
516,Mütze::N,caipín,σκούφος
517,Schuh::N,bróg,παπούτσι
518,Stiefel::N,buatais,μπότα
519,Ring::N,fáinne,δαχτυλίδι
520,Band::N,ribín,κορδέλα
521,Kamm::N,cíor,χτένα
522,Spiegel::N,scáthán,καθρέφτης
523,Riemen::N,iall,λουρί
524,Riemen::N,strapa,λουρί
525,Schnur::N,téad,κορδόνι
526,Schnur::N,sreangán,κορδόνι
527,Leine::N,iall,σχοινί
528,Decke::N,pluid,κουβέρτα
529,Decke::N,blaincéad,κουβέρτα
530,Kissen::N,piliúr,μαξιλάρι
531,Kissen::N,adhartán,μαξιλάρι
532,Tuch::N,scaif,πανί
533,Tuch::N,scaif,μαντήλι
534,Handtuch::N,tuáille,πετσέτα
535,Kraft::N,fórsa,δύναμη
536,Stärke::N,neart,ισχύς
537,Stärke::N,neart,δύναμη
538,Gesundheit::N,sláinte,υγεία
539,Krankheit::N,tinneas,αρρώστια
540,Krankheit::N,breoiteacht,αρρώστια
541,Schmerz::N,pian,πόνος
542,Wunde::N,goin,πληγή
543,Fieber::N,fiabhras,πυρετός
544,Arznei::N,cógas,φάρμακο
545,Brücke::N,droichead,γέφυρα
546,Brunnen::N,tobar,πηγάδι
547,Weide::N,féarach,βοσκή
548,Pfad::N,cosán,μονοπάτι
549,Pfad::N,conair,μονοπάτι
550,Weg::N,slí,δρόμος
551,Weg::N,bealach,δρόμος
552,Straße::N,bóthar,οδός
553,Straße::N,bóthar,δρόμος
554,Dorf::N,sráidbhaile,χωριό
555,Stadt::N,baile,πόλη
556,Stadt::N,cathair,πόλη
557,Brief::N,litir,γράμμα
558,Brief::N,litir,επιστολή
559,Buch::N,cín,βιβλίο
560,Buch::N,leabhar,βιβλίο
561,Buchstabe::N,litir,γράμμα
562,Zeitung::N,nuachtán,εφημερίδα
563,Leben::N,saol,ζωή
564,Leben::N,saol,βίος
565,Leben::N,beatha,ζωή
566,Leben::N,beatha,βίος
567,Tod::N,bás,θάνατος
568,Grab::N,uaigh,τάφος
569,Kirche::N,eaglais,εκκλησία
570,Sünde::N,peaca,αμαρτία
571,Gott::N,dia,θεός
572,Arbeiter::N,oibrí,εργάτης
573,Chef::N,saoiste,προϊστάμενος
574,Chef::N,ceannasaí,προϊστάμενος
575,Meister::N,máistir,μάστορας
576,Meister::N,máistir,αρχιτεχνίτης
577,Arzt::N,lia,γιατρός
578,Arzt::N,dochtúir,γιατρός
579,Lehrer::N,oide,δάσκαλος
580,Lehrer::N,múinteoir,δάσκαλος
581,Geld::N,airgead,λεφτά
582,Geld::N,airgead,χρήματα
583,Geschäft::N,gnó,συναλλαγή
584,Laden::N,siopa,μαγαζί
585,Laden::N,siopa,κατάστημα
586,Preis::N,praghas,τιμή
587,Ware::N,earra,εμπόρευμα
588,Nutzen::N,tairbhe,όφελος
589,Reichtum::N,rachmas,πλούτος
590,Reichtum::N,saibhreas,πλούτος
591,Welt::N,domhan,κόσμος
592,Land::N,tír,χώρα
593,Staat::N,stát,κράτος
594,Staat::N,stát,πολιτεία
595,König::N,rí,βασιλιάς
596,Macht::N,cumhacht,εξουσία
597,Grenze::N,críoch,σύνορα
598,Grenze::N,teorainn,σύνορα
599,Krieg::N,cogadh,πόλεμος
600,Feind::N,namhaid,εχθρός
601,Gewalt::N,foréigean,βία
602,Kampf::N,troid,αγώνας
603,Bogen[Waffe]::N,bogha,τόξο
604,Pfeil::N,saighead,σαΐτα
605,Gewehr::N,gunna,τουφέκι
606,Fehler::N,botún,λάθος
607,Fehler::N,botún,σφάλμα
608,Fehler::N,meancóg,λάθος
609,Fehler::N,meancóg,σφάλμα
610,Lüge::N,bréag,ψέμα
611,Lüge::N,bréag,ψεύδος
612,Lüge::N,éitheach,ψέμα
613,Lüge::N,éitheach,ψεύδος
614,Schaden::N,dochar,ζημία
615,Schaden::N,damáiste,ζημία
616,Unglück::N,drochrath,δυστυχία
617,Schuld::N,locht,ενοχή
618,Schuld::N,locht,φταίξιμο
619,Schuld::N,milleán,ενοχή
620,Schuld::N,milleán,φταίξιμο
621,Alter::N,aois,ηλικία
622,Schluss::N,deireadh,τέλος
623,Zeit::N,am,χρόνος
624,Zeit::N,aimsir,χρόνος
625,Tag::N,lá,μέρα
626,Tag::N,lá,ημέρα
627,Morgen::N,maidin,πρωί
628,Mittag::N,nóin,μεσημέρι
629,Abend::N,tráthnóna,βράδυ
630,Nacht::N,oíche,νύχτα
631,Woche::N,seachtain,εβδομάδα
632,Monat::N,mí,μήνας
633,Jahr::N,bliain,έτος
634,Jahr::N,bliain,χρόνος
635,Frühling::N,earrach,άνοιξη
636,Sommer::N,samhradh,καλοκαίρι
637,Herbst::N,fómhar,φθινόπωρο
638,Winter::N,geimhreadh,χειμώνας
639,Januar::N,Eanáir,Ιανουάριος
640,Februar::N,Feabhra,Φεβρουάριος
641,März::N,Márta,Μάρτιος
642,April::N,Aibreán,Απρίλιος
643,Mai::N,Bealtaine,Μάιος
644,Juni::N,Meitheamh,Ιούνιος
645,Juli::N,Iúil,Ιούλιος
646,August::N,Lúnasa,Αύγουστος
647,September::N,Meán Fómhair,Σεπτέμβριος
648,Oktober::N,Deireadh Fómhair,Οκτώβριος
649,November::N,Samhain,Νοέμβριος
650,November::N,Mí na Samhna,Νοέμβριος
651,Dezember::N,Mí na Nollag,Δεκέμβριος
652,Montag::N,Luan,Δευτέρα
653,Montag::N,Dé Luain,Δευτέρα
654,Dienstag::N,Máirt,Τρίτη
655,Dienstag::N,Dé Máirt,Τρίτη
656,Mittwoch::N,Céadaoin,Τετάρτη
657,Mittwoch::N,Dé Céadaoin,Τετάρτη
658,Donnerstag::N,Déardaoin,Πέμπτη
659,Freitag::N,Aoine,Παρασκευή
660,Freitag::N,Dé hAoine,Παρασκευή
661,Samstag::N,Satharn,Σάββατο
662,Samstag::N,Dé Sathairn,Σάββατο
663,Sonntag::N,Domhnach,Κυριακή
664,Sonntag::N,Dé Domhnaigh,Κυριακή
665,groß::A,mór,μεγάλος
666,klein::A,beag,μικρός
667,lang::A,fada,μακρύς
668,kurz::A,gearr,κοντός
669,kurz::A,gairid,κοντός
670,breit::A,leathan,φαρδύς
671,breit::A,fairsing,φαρδύς
672,schmal::A,cúng,στενός
673,dicht::A,dlúth,πυκνός
674,dick[Gegenstand]::A,tiubh,παχύς
675,dick[Gegenstand]::A,tiubh,χοντρός
676,dünn::A,caol,ψιλός
677,dünn::A,caol,λεπτός
678,dünn::A,tanaí,ψιλός
679,dünn::A,tanaí,λεπτός
680,fein::A,scáinte,ψιλός
681,fein::A,fíneálta,ψιλός
682,fest::A,daingean,στερεός
683,flach::A,cothrom,επίπεδος
684,glatt::A,mín,λείος
685,glatt::A,mín,ομαλός
686,glatt::A,sleamhain,λείος
687,glatt::A,sleamhain,ομαλός
688,hart::A,crua,σκληρός
689,weich::A,bog,μαλακός
690,rund::A,cruinn,στρογγυλός
691,spitz::A,gobach,μυτερός
692,spitz::A,biorach,μυτερός
693,scharf::A,géar,κοφτερός
694,scharf::A,faobhrach,κοφτερός
695,stumpf::A,maol,αμβλύς
696,schwer::A,trom,βαρύς
697,schön::A,álainn,ωραίος
698,schön::A,álainn,όμορφος
699,heiß::A,te,ζεστός
700,warm::A,te,θερμός
701,kalt::A,fuar,κρύος
702,kalt::A,fuar,ψυχρός
703,kühl::A,fionnuar,δροσερός
704,frisch::A,úr,νωπός
705,frisch::A,úr,φρέσκος
706,frisch::A,friseáilte,νωπός
707,frisch::A,friseáilte,φρέσκος
708,feucht::A,tais,υγρός
709,nass::A,fliuch,βρεγμένος
710,trocken::A,tirim,ξηρός
711,trocken::A,tirim,στεγνός
712,voll::A,lán,γεμάτος
713,leer::A,folamh,άδειος
714,offen::A,oscailte,ανοιχτός
715,geschlossen::A,dúnta,κλειστός
716,geschlossen::A,druidte,κλειστός
717,sauber::A,glan,καθαρός
718,schmutzig::A,salach,βρώμικος
719,schmutzig::A,salach,λερωμένος
720,roh::A,amh,ωμός
721,reif::A,aibí,ώριμος
722,lecker::A,blasta,νόστιμος
723,süß::A,milis,γλυκός
724,bitter::A,searbh,πικρός
725,sauer::A,géar,ξινός
726,sauer::A,searbh,ξινός
727,hell::A,geal,φωτεινός
728,hell::A,soilseach,φωτεινός
729,dunkel::A,dorcha,σκοτεινός
730,schwarz::A,dubh,μαύρος
731,schwarz::A,dubh,μελανός
732,weiß::A,bán,άσπρος
