,Concept_ID,es,myv
152,Kralle::N,uña,кенже
153,Kralle::N,garra,кенже
154,Schwanz::N,cola,пуло
155,Ei::N,huevo,ал
156,Nest::N,nido,пизэ
157,Bau::N,madriguera,варя
158,Bau::N,madriguera,пизе
159,Tier::N,animal,ракша
160,Herde::N,rebaño,стада
161,Kuh::N,vaca,скал
162,Bulle::N,toro,бука
163,Pferd::N,caballo,лишме
164,Schaf::N,oveja,реве
165,Schwein::N,cerdo,туво
166,Hund::N,perro,пине
167,Hund::N,perro,киска
168,Katze::N,gato,псака
169,Bär::N,oso,овто
170,Eichhörnchen::N,ardilla,ур
171,Elch::N,alce,сярдо
172,Fuchs::N,zorro,ривезь
173,Hase::N,liebre,нумоло
174,Maus::N,ratón,чеерь
175,Wolf::N,lobo,верьгиз
176,Vogel::N,ave,нармунь
177,Vogel::N,pájaro,нармунь
178,Schwarm::N,bandada,полк
179,Schwarm::N,bandada,стада
180,Huhn::N,gallina,сараз
181,Hahn::N,gallo,атякш
182,Gans::N,oca,гала
183,Gans::N,oca,мацей
184,Gans::N,ganso,гала
185,Gans::N,ganso,мацей
186,Adler::N,águila,куцькан
187,Adler::N,águila,тумоатякш
188,Ente::N,pato,яксярго
189,Eule::N,lechuza,корж
190,Kranich::N,grulla,карго
191,Krähe::N,corneja,варака
192,Kuckuck::N,cuco,куко
193,Schwan::N,cisne,локсей
194,Fisch::N,pez,кал
195,Barsch::N,perca,окунь
196,Hecht::N,lucio,щука
197,Schlange[Tier]::N,serpiente,гуй
198,Wurm::N,gusano,сукс
199,Spinne::N,araña,шанжав
200,Ameise::N,hormiga,коткудав
201,Laus::N,piojo,сий
202,Mücke::N,mosquito,сеське
203,Fliege::N,mosca,карво
204,Schmetterling::N,mariposa,нимиляв
205,Beere::N,baya,умарь
206,Apfel::N,manzana,умарь
207,Pilz::N,seta,панго
208,Pilz::N,hongo,панго
209,Zwiebel::N,cebolla,чурька
210,Saat::N,siembra,видьметь
211,Korn::N,grano,сюро
212,Heu::N,heno,тикше
213,Schale::N,cáscara,кедь
214,Schale::N,cáscara,ваткавкс
215,Grube::N,foso,латко
216,Falle::N,trampa,тувор
217,Falle::N,trampa,кундамка
218,Schlinge::N,lazo,килькш
219,Spur::N,huella,челькс
220,Spur::N,huella,пильгеки
221,Asche::N,ceniza,кулов
222,Dreck::N,suciedad,рудаз
223,Eisen::N,hierro,кшни
224,Gold::N,oro,сырне
225,Silber::N,plata,сия
226,Kohle::N,carbón,сэдь
227,Kohle::N,carbón,уголия
228,Glas::N,vidrio,сулика
229,Glas::N,cristal,сулика
230,Lehm::N,barro,сёвонь
231,Sand::N,arena,човар
232,Mensch::N,hombre,ломань
233,Mensch::N,ser humano,ломань
234,Mann::N,hombre,аля
235,Mann::N,hombre,цёраломань
236,Frau::N,mujer,ава
237,Kind::N,niño,эйкакш
238,Junge::N,chico,цёрыне
239,Junge::N,muchacho,цёрыне
240,Mädchen::N,chica,тейтерне
241,Mädchen::N,muchacha,тейтерне
242,Familie::N,familia,семия
243,Großvater::N,abuelo,покштя
244,Großmutter::N,abuela,баба
245,Eltern::N,padres,тетят-ават
246,Vater::N,padre,тетя
247,Mutter::N,madre,ава
248,Sohn::N,hijo,цёра
249,Tochter::N,hija,тейтерь
250,Bruder::N,hermano,леля
251,Bruder::N,hermano,ялакс
252,Schwester::N,hermana,сазор
253,Onkel::N,tío,леля
254,Tante::N,tía,патя
255,Ehemann::N,esposo,мирде
256,Ehefrau::N,esposa,ни
257,Freude::N,placer,кеняркс
258,Freude::N,alegría,кеняркс
259,Gelächter::N,risa,ракамо
260,Gelächter::N,risa,пейдема
261,Gelächter::N,carcajada,ракамо
262,Gelächter::N,carcajada,пейдема
263,Glück::N,felicidad,уцяска
264,Kummer::N,pena,рискс
265,Kummer::N,pena,мелявкс
266,Wunsch::N,deseo,мель
267,Wunsch::N,deseo,бажамо
268,Lust::N,ganas,бажамо
269,Geist::N,mente,ойме
270,Geist::N,espíritu,ойме
271,Gedanke::N,idea,мель
272,Gedanke::N,pensamiento,мель
273,Gedächtnis::N,memoria,мель
274,Verstand::N,razón,прев
275,Verstand::N,entendimiento,прев
276,Sinn::N,sentido,толк
277,Sinn::N,sentido,смысла
278,Sinn::N,significado,толк
279,Sinn::N,significado,смысла
280,Grund::N,causa,тувтал
281,Wahrheit::N,verdad,видечи
282,Gespräch::N,conversación,кортнема
283,Märchen::N,cuento,ёвкс
284,Erzählung::N,cuento,ёвтнема
285,Erzählung::N,narración,ёвтнема
286,Nachricht::N,mensaje,куля
287,Neuigkeit::N,noticia,куля
288,Name::N,nombre,лем
289,Rätsel::N,acertijo,содамоёвкс
290,Rätsel::N,adivinanza,содамоёвкс
291,Rede::N,discurso,кортамо
292,Sprache::N,lengua,кель
293,Stimme::N,voz,ваигель
294,Wort::N,palabra,вал
295,Zeichen::N,señal,теште
296,Ruf::N,llamada,тердема
297,Lärm::N,ruido,шалнома
298,Lärm::N,barullo,шалнома
299,Laut::N,sonido,вайгель
300,Ton::N,tono,гайнема
301,Lied::N,canción,моро
302,Ruhe::N,calma,оймамо
303,Ruhe::N,silencio,оймамо
304,Leute::N,gente,ломанть
305,Volk::N,pueblo,народ
306,Arbeit::N,trabajo,тев
307,Gast::N,huésped,инже
308,Gast::N,invitado,инже
309,Geschenk::N,regalo,казне
310,Spiel::N,juego,налксема
311,Gesellschaft::N,compañía,община
312,Hilfe::N,ayuda,лездамо
313,Hilfe::N,socorro,лездамо
314,Freund::N,amigo,оя
315,Freund::N,amigo,ялга
316,Kamerad::N,camarada,оя
317,Kamerad::N,camarada,ялга
318,Kamerad::N,compañero,оя
319,Kamerad::N,compañero,ялга
320,Angelegenheit::N,asunto,тев
321,Anzahl::N,cantidad,ламоксчи
322,Art::N,tipo,вид
323,Art::N,clase,вид
324,Stück::N,pieza,пакш
325,Stück::N,pieza,пелькс
326,Teil::N,parte,часть
327,Teil::N,parte,пелькс
328,Hälfte::N,mitad,пель
329,Hälfte::N,mitad,пелькс
330,Kreis::N,círculo,кирькс
331,Kreuz::N,cruz,крёст
332,Linie::N,línea,кикс
333,Strich::N,raya,межа
334,Strich::N,trazo,межа
335,Abstand::N,distancia,ютко
336,Entfernung::N,distancia,ютко
337,Gegend::N,región,тарка
338,Gegend::N,región,пертьпелькс
339,Gegend::N,comarca,тарка
340,Gegend::N,comarca,пертьпелькс
341,Platz::N,espacio,васолкс
342,Ort::N,sitio,тарка
343,Seite::N,lado,ён
344,Seite::N,lado,чире
345,Seite::N,costado,ён
346,Seite::N,costado,чире
347,Mitte::N,medio,куншка
348,Mitte::N,centro,куншка
349,Gegenstand::N,objeto,предмет
350,Sache::N,cosa,тев
351,Sache::N,cosa,веща
352,Rand::N,borde,пе
353,Rand::N,borde,чире
354,Kante::N,borde,ирдез
355,Ecke::N,esquina,ужо
356,Spitze::N,punta,пряне
357,Spitze::N,punta,пе
358,Ende::N,cabo,пе
359,Ende::N,extremo,пе
360,Loch::N,agujero,варя
361,Loch::N,abertura,варя
362,Winkel::N,ángulo,ужо
363,Muster::N,dibujo,сёрма
364,Größe::N,tamaño,сэрь
365,Größe::N,tamaño,покшолма
366,Länge::N,longitud,кувалмо
367,Höhe::N,altura,сэрь
368,Höhe::N,altura,пандо
369,Höhe::N,altitud,сэрь
370,Höhe::N,altitud,пандо
371,Gewicht::N,peso,сталмо
372,Menge::N,cantidad,лововкс
373,Haufen::N,montón,мар
374,Haufen::N,montón,валявкс
375,Reihe::N,fila,ряд
376,Boot::N,bote,венч
377,Boot::N,barca,венч
378,Ruder::N,remo,милё
379,Schlitten::N,trineo,нурдт
380,Ski::N,esquí,сокс
381,Lagerfeuer::N,hoguera,толбандя
382,Last::N,carga,сталмо
383,Last::N,carga,кандома
384,Gang::N,marcha,молема
385,Gang::N,marcha,якамо
386,Schritt::N,paso,эскелькс
387,Norden::N,norte,якшамо ёнкс
388,Süden::N,sur,лембе ёнкс
389,Westen::N,oeste,чивалгома
390,Osten::N,este,чилисема
391,Holz::N,madera,чувто
392,Brett::N,tabla,лаз
393,Platte::N,placa,плита
394,Platte::N,plancha,плита
395,Stütze::N,sostén,неже
396,Stütze::N,soporte,неже
397,Stange::N,vara,олга
398,Stange::N,percha,олга
399,Stock::N,palo,мандо
400,Stock::N,bastón,мандо
401,Stab::N,vara,олога
402,Stab::N,bastón,олога
403,Rohr::N,tubo,турба
404,Haus::N,casa,кудо
405,Heim::N,hogar,кудо
406,Ofen::N,estufa,каштомо
407,Fußboden::N,suelo,киякс
408,Tisch::N,mesa,столь
409,Stuhl::N,silla,стул
410,Wiege::N,cuna,лавсь
411,Wiege::N,cuna,нурямот
412,Bett::N,cama,ацамо
413,Regal::N,estantería,лався
414,Regal::N,estantería,лавсяланго
415,Kiste::N,caja,горобия
416,Kiste::N,caja,сундук
417,Fenster::N,ventana,вальма
418,Tür::N,puerta,кенкш
419,Tor::N,puerta,ортат
420,Zaun::N,valla,пирявт
421,Zaun::N,valla,пирвякс
422,Zaun::N,cercado,пирявт
423,Zaun::N,cercado,пирвякс
424,Dach::N,techo,кудопря
425,Dach::N,tejado,кудопря
426,Leiter::N,escalera,кузтема
427,Besen::N,escoba,тенсть
428,Spaten::N,pala,койме
429,Schaufel::N,pala,кече
430,Schaufel::N,pala,келей койме
431,Schaufel::N,paleta,кече
432,Schaufel::N,paleta,келей койме
433,Gabel::N,tenedor,сянгине
434,Löffel::N,cuchara,пенч
435,Messer::N,cuchillo,пеель
436,Nagel::N,clavo,эске
437,Netz::N,red,алтыма
438,Haken::N,gancho,кечказ
439,Haken::N,corchete,кечказ
440,Griff::N,asa,кедне
441,Griff::N,mango,кедне
442,Schloss::N,cerradura,замок
443,Schloss::N,cerradura,панжома
444,Bild::N,imagen,картина
445,Figur::N,figura,рунго
446,Puppe::N,muñeca,няка
447,Beutel::N,bolsa,кескав
448,Bündel::N,haz,керькс
449,Tasche::N,bolso,юдма
450,Eimer::N,cubo,ведра
451,Deckel::N,tapa,велькс
452,Deckel::N,tapadera,велькс
453,Geschirr::N,vajilla,кедьге
454,Sack::N,saco,кескав
455,Tasse::N,taza,чакш
456,Topf::N,olla,кастрюля
457,Topf::N,marmita,кастрюля
458,Kessel::N,caldera,котёл
459,Essen::N,comida,ярсамо
460,Nahrung::N,alimento,ярсамопель
461,Speise::N,plato,ярсамопель
462,Fleisch::N,carne,сывель
463,Getreide::N,cereales,сюро
464,Brei::N,puré,каша
465,Brei::N,papilla,каша
466,Brot::N,pan,кши
467,Scheibe::N,lonja,кочом
468,Scheibe::N,lonja,сускомо
469,Scheibe::N,rebanada,кочом
470,Scheibe::N,rebanada,сускомо
471,Fett::N,grasa,куя
472,Butter::N,mantequilla,ой
473,Öl::N,aceite,ой
474,Salz::N,sal,сал
475,Suppe::N,sopa,ям
476,Honig::N,miel,медь
477,Milch::N,leche,ловсо
478,Tee::N,té,чай
479,Leder::N,cuero,киське
480,Wolle::N,lana,пона
481,Stoff::N,tela,коцт
482,Stoff::N,tejido,коцт
483,Nadel::N,aguja,салмукс
484,Faden::N,hilo,суре
485,Knopf::N,botón,пов
486,Knoten::N,nudo,сюлмо
487,Farbe::N,pintura,артомапель
488,Kleidung::N,ropa,оршамот
489,Kleidung::N,vestidos,оршамот
490,Hemd::N,camisa,панар
491,Kragen::N,cuello,сиве
492,Ärmel::N,manga,ожа
493,Hose::N,pantalón,понкст
494,Gürtel::N,cinturón,каркс
495,Mütze::N,gorro,чапка
496,Schuh::N,zapato,туфля
497,Stiefel::N,bota,кем
498,Ring::N,anillo,суркс
499,Band::N,cinta,лента
500,Kamm::N,peine,сурсеме
501,Spiegel::N,espejo,чавачамо
502,Riemen::N,correa,кшнань каркс
503,Schnur::N,cuerda,пикс
504,Leine::N,correa,ведьме
505,Decke::N,manta,вельтямо
506,Kissen::N,almohada,тодов
507,Tuch::N,pañuelo,паця
508,Handtuch::N,toalla,нардамо
509,Kraft::N,fuerza,вий
510,Stärke::N,fuerza,виевчи
511,Gesundheit::N,salud,шумбрачи
512,Krankheit::N,enfermedad,орма
513,Krankheit::N,enfermedad,сэредема
514,Schmerz::N,dolor,сэредькс
515,Wunde::N,llaga,керявкс
516,Wunde::N,herida,керявкс
517,Fieber::N,fiebre,маштыкс
518,Arznei::N,medicina,ормаменькс
519,Arznei::N,medicamento,ормаменькс
520,Brücke::N,puente,сэдь
521,Brücke::N,puente,мадамо
522,Brunnen::N,pozo,лисьма
523,Weide::N,pasto,ракшань ванома тарка
524,Pfad::N,sendero,ян
525,Weg::N,camino,ки
526,Straße::N,vía,ки
527,Straße::N,carretera,ки
528,Dorf::N,aldea,веле
529,Dorf::N,pueblo,веле
530,Stadt::N,ciudad,ош
531,Brief::N,carta,сёрма
532,Buch::N,libro,книга
533,Buchstabe::N,letra,буква
534,Buchstabe::N,carácter,буква
535,Zeitung::N,diario,газета
536,Zeitung::N,periódico,газета
537,Leben::N,vida,эрямо
538,Tod::N,muerte,кулома
539,Grab::N,tumba,калмо
540,Grab::N,sepulcro,калмо
541,Kirche::N,iglesia,церькова
542,Sünde::N,pecado,чумочи
543,Gott::N,dios,паз
544,Arbeiter::N,obrero,робочей
545,Arbeiter::N,trabajador,робочей
546,Chef::N,jefe,прявт
547,Meister::N,maestro,кол тевень тенця
548,Arzt::N,médico,врач
549,Lehrer::N,profesor,учитель
550,Lehrer::N,profesor,тонавтыця
551,Geld::N,dinero,ярмак
552,Geschäft::N,negocio,ладязь тев
553,Laden::N,tienda,лавка
554,Preis::N,precio,питне
555,Ware::N,mercancía,миевкс
556,Ware::N,mercancía,рамавкс
557,Nutzen::N,provecho,паро
558,Nutzen::N,provecho,лезэ
559,Reichtum::N,riqueza,сюпавчи
560,Welt::N,mundo,мир
561,Welt::N,mundo,мастор ланго
562,Land::N,país,мастор
563,Staat::N,Estado,государства
564,König::N,rey,король
565,Macht::N,poder,азорксчи
566,Macht::N,potencia,азорксчи
567,Grenze::N,frontera,буен тешкс
568,Krieg::N,guerra,война
569,Feind::N,enemigo,душман
570,Gewalt::N,violencia,нарьгамо
571,Kampf::N,lucha,тюрема
572,Kampf::N,combate,тюрема
573,Bogen[Waffe]::N,arco,нал
574,Pfeil::N,flecha,нал
575,Gewehr::N,fusil,ружия
576,Gewehr::N,fusil,винтовка
577,Gewehr::N,escopeta,ружия
578,Gewehr::N,escopeta,винтовка
579,Fehler::N,error,ильведькс
580,Fehler::N,error,ильведевкс
581,Lüge::N,mentira,манчема
582,Lüge::N,mentira,кенгелема
583,Schaden::N,daño,зыян
584,Unglück::N,desgracia,зыян
585,Schuld::N,culpa,чумочи
586,Alter::N,edad,шка
587,Schluss::N,fin,пе
588,Schluss::N,final,пе
589,Zeit::N,tiempo,шка
590,Zeit::N,tiempo,пинге
591,Tag::N,día,чи
592,Morgen::N,mañana,валске
593,Mittag::N,mediodía,чикуншка
594,Abend::N,noche,чокшнэ
595,Nacht::N,noche,ве
596,Woche::N,semana,недля
597,Monat::N,mes,ков
598,Jahr::N,año,ие
599,Frühling::N,primavera,тундо
600,Sommer::N,verano,кизэ
601,Herbst::N,otoño,сёксь
602,Winter::N,invierno,теле
603,Januar::N,enero,якшамков
604,Februar::N,febrero,февраль
605,März::N,marzo,март
606,April::N,abril,апрель
607,Mai::N,mayo,май
608,Juni::N,junio,июнь
609,Juli::N,julio,июль
610,August::N,agosto,август
611,September::N,septiembre,сентября
612,Oktober::N,octubre,октября
613,November::N,noviembre,ноября
614,Dezember::N,diciembre,декабря
615,Montag::N,lunes,пондельник
616,Dienstag::N,martes,овторник
617,Mittwoch::N,miércoles,серёда
618,Donnerstag::N,jueves,цетьверьг
619,Freitag::N,viernes,пеця
620,Samstag::N,sábado,субута
621,Samstag::N,sábado,шлямочи
622,Sonntag::N,domingo,недлячи
623,groß::A,grande,ине
624,groß::A,grande,покш
625,klein::A,pequeño,вишка
626,lang::A,largo,кувака
627,kurz::A,corto,нурькине
628,breit::A,ancho,келей
629,schmal::A,estrecho,теине
630,dicht::A,denso,тусто
631,dick[Gegenstand]::A,grueso,эчке
632,dünn::A,fino,човине
633,dünn::A,delgado,човине
634,fein::A,fino,човине
635,fein::A,delicado,човине
636,fest::A,firme,кеме
637,fest::A,sólido,кеме
638,flach::A,plano,лапужа
639,glatt::A,liso,валаня
640,hart::A,duro,калгодо
641,weich::A,muelle,чевте
642,rund::A,redondo,кеверь
643,spitz::A,agudo,пшти
644,spitz::A,apuntado,пшти
645,scharf::A,agudo,пшти
646,scharf::A,afilado,пшти
647,stumpf::A,sin filo,ношка
648,schwer::A,pesado,стака
649,schön::A,bello,мазый
650,schön::A,hermoso,мазый
651,heiß::A,caluroso,пси
652,warm::A,cálido,лембе
653,warm::A,caliente,лембе
654,kalt::A,frío,якшамо
655,kühl::A,fresco,экше
656,frisch::A,fresco,свежа
657,feucht::A,húmedo,летьке
658,nass::A,mojado,начко
659,trocken::A,seco,коське
660,voll::A,lleno,пешксе
661,leer::A,vacío,чаво
662,offen::A,abierto,панжадо
663,offen::A,abierto,виде
664,geschlossen::A,cerrado,пекстазь
665,geschlossen::A,cerrado,сёлгозь
666,sauber::A,limpio,ванькс
667,schmutzig::A,sucio,ливезев
668,roh::A,crudo,верек
669,reif::A,maduro,кенерезь
670,lecker::A,rico,тантей
671,lecker::A,sabroso,тантей
672,süß::A,dulce,ламбамо
673,bitter::A,amargo,сэпей
674,sauer::A,agrio,чапамо
675,hell::A,claro,валдо
676,dunkel::A,oscuro,чопода
677,schwarz::A,negro,раужо
678,weiß::A,blanco,ашо
679,rot::A,rojo,якстере
680,gelb::A,amarillo,ожо
681,blau::A,azul,сэнь
682,grün::A,verde,пиже
683,grau::A,gris,шержев
684,bunt::A,multicolor,сёрмав
685,billig::A,barato,аволь питней
686,teuer::A,caro,питней
687,wertvoll::A,valioso,питней
688,wertvoll::A,precioso,питней
689,blind::A,ciego,сокор
690,taub::A,sordo,амариця
691,kräftig::A,fuerte,пек виев
692,stark::A,fuerte,виев
693,stark::A,vigoroso,виев
694,schwach::A,débil,лавшо
695,fett::A,obeso,куя
696,schlank::A,esbelto,виде ронга
697,hübsch::A,mono,мазый
698,hübsch::A,guapo,мазый
699,böse::A,malo,кежей
700,dumm::A,tonto,чавола
701,dumm::A,tonto,превтеме
702,dumm::A,estúpido,чавола
703,dumm::A,estúpido,превтеме
704,faul::A,vago,нузякс
705,faul::A,perezoso,нузякс
706,fleißig::A,aplicado,мелень путыця
707,fleißig::A,diligente,мелень путыця
708,geizig::A,avaro,скупой
709,klug::A,sensato,превей
710,klug::A,inteligente,превей
711,geschickt::A,hábil,маштозь теезь
712,lieb::A,querido,вадря
713,lustig::A,alegre,весёла
714,sanft::A,suave,сэтьме
715,hungrig::A,hambriento,вачо
716,krank::A,enfermo,сэредиця
717,nackt::A,desnudo,штапо
718,traurig::A,triste,нусманя
719,lebendig::A,vivo,эриця
720,lebendig::A,viviente,эриця
721,gut::A,bueno,паро
722,schlecht::A,malo,берянь
723,richtig::A,justo,виде
724,richtig::A,correcto,виде
725,schlimm::A,malo,берянь
726,schlimm::A,grave,берянь
727,wahr::A,verídico,алкуксонь
728,wahr::A,verdadero,алкуксонь
729,alt::A,viejo,ташто
730,neu::A,nuevo,од
731,ehemalig::A,antiguo,икелень
732,alt[Lebewesen]::A,viejo,сыре
733,jung::A,joven,од
734,arm::A,pobre,кажов
735,reich::A,rico,сюпав
736,bekannt::A,conocido,содавикс
737,berühmt::A,famoso,содавикс
738,berühmt::A,célebre,содавикс
739,fremd::A,extraño,лия
740,fremd::A,extraño,асодавикс
741,verschieden::A,diverso,эрьва
742,verschieden::A,distinto,эрьва
743,verschieden::A,diferente,эрьва
744,nah::A,cercano,а васолонь
745,fern::A,lejano,умонь
746,fern::A,lejano,кезэрень
747,linker::A,izquierdo,керш
748,rechter::A,derecho,вить
749,anderer::A,otro,лия
750,erster::A,primero,васень
751,erster::A,primero,васенце
752,zweiter::A,segundo,омбоце
753,dritter::A,tercero,колмоце
754,letzter::A,último,меельце
755,allein::ADV,a solo,башка
756,allein::ADV,a solo,ськамонзо
757,auf einmal::ADV,de una vez,вейсэ
758,zusammen::ADV,juntos,вейс
759,zusammen::ADV,juntos,вейсэ
760,lange::ADV,mucho tiempo,кувать
761,plötzlich::ADV,de repente,апак учо
762,sofort::ADV,en seguida,курок
763,sofort::ADV,en seguida,нейке
764,später::ADV,más tarde,мейле
765,jetzt::ADV,ahora,ней
766,heute::ADV,hoy,течи
767,morgen::ADV,mañana,ванды
768,bald::ADV,pronto,курок
769,bald::ADV,en breve,курок
770,dann::ADV,luego,мейле
771,dann::ADV,luego,седе мейле
772,dann::ADV,entonces,мейле
773,dann::ADV,entonces,седе мейле
774,gestern::ADV,ayer,исяк
775,einst::ADV,antaño,весть
776,einst::ADV,antaño,зярдо-бути
777,damals::ADV,entonces,сестэ
778,danach::ADV,después,мейле
779,danach::ADV,después,седе мейле
780,vorher::ADV,antes,васняяк
781,zuerst::ADV,primero,васня
782,einmal::ADV,una vez,весть
783,manchmal::ADV,a veces,лиясто
784,oft::ADV,a menudo,сеетьстэ
785,oft::ADV,con frecuencia,сеетьстэ
786,immer::ADV,siempre,свал
787,niemals::ADV,jamás,а зярдояк
788,hier::ADV,aquí,тесэ
789,hierhin::ADV,acá,тей
790,von hier::ADV,desde aquí,тестэ
791,dort::ADV,ahí,тосо
792,dort::ADV,allí,тосо
793,dorthin::ADV,allí,тов
794,dorthin::ADV,hacia allí,тов
795,geradeaus::ADV,todo derecho,витьстэ
796,vorwärts::ADV,adelante,икелев
797,rückwärts::ADV,hacia atrás,мекев
798,zurück::ADV,atrás,мекев
799,unten::ADV,abajo,ало
800,hinab::ADV,hacia abajo,алов
801,oben::ADV,arriba,вере
802,hinauf::ADV,hacia arriba,верев
803,überall::ADV,por todas partes,эрьва косо
804,nicht::ADV,no,а
805,ein wenig::ADV,un poco,аламошка
806,kaum::ADV,apenas,ансяк
807,sehr::ADV,muy,пек
808,sehr::ADV,muy,вельть
809,sehr::ADV,mucho,пек
810,sehr::ADV,mucho,вельть
811,so::ADV,tan,истя
812,noch::ADV,aún,таго
813,noch::ADV,todavía,таго
814,nur::ADV,solamente,ансяк
815,schon::ADV,ya,уш
816,wieder::ADV,de nuevo,таго
817,vergebens::ADV,en vano,стяко
818,vor::PRP,antes de,икеле
819,vor::PRP,delante de,икеле
820,hinter::PRP,tras,вельде
821,hinter::PRP,detrás de,вельде
822,unter::PRP,bajo,ало
823,unter::PRP,debajo de,ало
824,durch::PRP,por,пачк
825,durch::PRP,a través de,пачк
826,neben::PRP,al lado de,вакссо
