,Concept_ID,sq,sl
801,zurück::ADV,mbrapsht,nazáj
802,unten::ADV,poshtë,dôli
803,unten::ADV,poshtë,spôdaj
804,hinab::ADV,përposh,dôl
805,oben::ADV,lart,gôri
806,oben::ADV,lart,zgôraj
807,oben::ADV,sipër,gôri
808,oben::ADV,sipër,zgôraj
809,hinauf::ADV,lart,gôr
810,hinauf::ADV,përpjetë,gôr
811,überall::ADV,kudo,povsód
812,nicht::ADV,s',ne
813,nicht::ADV,nuk,ne
814,ein wenig::ADV,një tis,málo
815,kaum::ADV,mezi,kómaj
816,sehr::ADV,fort,zeló
817,sehr::ADV,shumë,zeló
818,so::ADV,ashtu,takó
819,so::ADV,kështu,takó
820,noch::ADV,ende,še
821,noch::ADV,akoma,še
822,nur::ADV,vetëm,samó
823,schon::ADV,tashmë,žè
824,wieder::ADV,përsëri,spét
825,vergebens::ADV,kot,zamàn
826,vergebens::ADV,kot,zastónj
827,vor::PRP,para,pred
828,hinter::PRP,prapa,za
829,hinter::PRP,mbrapa,za
830,unter::PRP,nën,pod
831,durch::PRP,nëpër,skózi
832,neben::PRP,pranë,kràj
833,neben::PRP,pranë,póleg
834,neben::PRP,përbri,kràj
835,neben::PRP,përbri,póleg
836,zwischen::PRP,midis,med
837,zwischen::PRP,midis,izmed
838,zwischen::PRP,ndërmjet,med
839,zwischen::PRP,ndërmjet,izmed
840,wegen::PRP,për,zarádi
841,dies::PRN,ky,tó
842,das::PRN,ky,tó
843,alles::PRN,gjithçka,vsè
844,ich::PRN,unë,jàz
845,du::PRN,ti,tí
846,er::PRN,ai,òn
847,wir::PRN,ne,mí
848,ihr::PRN,ju,ví
849,sie::PRN,ata,ôni
850,was::FPRN,ç',káj
851,was::FPRN,çfarë,káj
852,wer::FPRN,kush,kdó
853,wo::FADV,ku,kjé
854,wohin::FADV,për ku,kám
855,wie::FADV,si,kakó
856,warum::FADV,pse,zakáj
857,warum::FADV,përse,zakáj
858,wieviel::FNUM,sa,kóliko
859,eins::NUM,një,êden
860,zwei::NUM,dy,dvá
861,drei::NUM,tre,trí
862,vier::NUM,katër,štíri
863,fünf::NUM,pesë,pét
864,sechs::NUM,gjashtë,šést
865,sieben::NUM,shtatë,sédem
866,acht::NUM,tetë,ósem
867,neun::NUM,nëntë,devét
868,zehn::NUM,dhjetë,desét
869,elf::NUM,njëmbëdhjetë,enájst
870,zwölf::NUM,dymbëdhjetë,dvánajst
871,zwanzig::NUM,njëzet,dvájset
872,dreißig::NUM,tridhjetë,trídeset
873,vierzig::NUM,dyzet,štírideset
874,fünfzig::NUM,pesëdhjetë,pétdeset
875,sechzig::NUM,gjashtëdhjetë,šéstdeset
876,siebzig::NUM,shtatëdhjetë,sédemdeset
877,achtzig::NUM,tetëdhjetë,ósemdeset
878,neunzig::NUM,nëntëdhjetë,devétdeset
879,hundert::NUM,qind,stó
880,tausend::NUM,mijë,tísoč
881,und::CNJ,e,in
882,und::CNJ,dhe,in
883,oder::CNJ,a,áli
884,oder::CNJ,apo,áli
885,stehen::V,rri,státi
886,sitzen::V,rri,sedéti
887,liegen::V,rri shtrirë,ležáti
888,hängen::V,varem,viséti
889,werden::V,bëhem,postáti
890,passieren::V,ndodh,zgodíti se
891,beginnen::V,filloj,začéti se
892,enden::V,përfundoj,končáti se
893,wechseln::V,ndërroj,ménjati se
894,aufgehen[Sonne]::V,hapem,vzíti
895,untergehen[Sonne]::V,hyj,zaíti
896,untergehen[Sonne]::V,perëndoj,zaíti
897,scheinen[Sonne]::V,ndriçoj,sijáti
898,donnern::V,gjëmoj,grméti
899,donnern::V,bubulloj,grméti
900,wehen::V,fryj,píhati
901,strömen::V,derdh,líti
902,fließen::V,rrjedh,têči
903,sich drehen::V,rrotullohem,vrtéti se
904,schwanken::V,dyzoj,kolébati
905,schwingen::V,dridhem,níhati
906,fallen::V,bie,pádati
907,brennen::V,digjem,goréti
908,rauchen::V,nxjerr tym,kadíti se
909,regnen::V,bie shi,deževáti
910,gefrieren::V,ngrij,zmŕzniti
911,tauen::V,shkrij,tájati
912,schmelzen::V,shkrij,kopnéti
913,trocknen::V,thaj,sušíti se
914,sieden::V,ziej,kipéti
915,faulen::V,kalbem,gníti
916,faulen::V,prishem,gníti
917,verfaulen::V,kalbem,zgníti
918,reißen::V,grisem,tŕgati se
919,reißen::V,shqyhem,tŕgati se
920,versinken::V,humboj,pogrézniti se
921,vergehen::V,kaloj,miníti
922,erscheinen::V,dukem,pojáviti se
923,verschwinden::V,zhdukem,izgíniti
924,sinken::V,ulem,péšati
925,abnehmen::V,pakësohem,pojémati
926,abnehmen::V,zvogëlohem,pojémati
927,zunehmen::V,shtohem,véčati se
928,zunehmen::V,shtohem,množíti se
929,steigen::V,rritem,dvígati se
930,wachsen::V,rritem,rásti
931,glänzen::V,vezulloj,sijáti
932,funkeln::V,xixoj,ískriti se
933,funkeln::V,xixëlloj,ískriti se
934,lärmen::V,oshtij,ropotáti
935,lärmen::V,oshtij,razgrájati
936,lärmen::V,zhurmoj,ropotáti
937,lärmen::V,zhurmoj,razgrájati
938,läuten::V,bie,zvoníti
939,klingeln::V,i bie ziles,zvončkljáti
940,klirren::V,kërcëlloj,žvenketáti
941,brausen::V,gjëmoj,šuméti
942,rauschen::V,fëshfërij,šuštéti
943,rauschen::V,fëshfërij,šelestéti
944,klingen::V,tingëlloj,zvenéti
945,bellen::V,leh,lájati
946,heulen::V,ulërij,zavíjati
947,blasen::V,fryj,píhniti
948,pfeifen::V,fishkëllej,pískati
949,pfeifen::V,fishkëllej,žvížgati
950,schreien::V,bërtas,kričáti
951,stöhnen::V,rënkoj,stókati
952,zittern::V,trembem,drgetáti
953,leben::V,rroj,živéti
954,leben::V,jetoj,živéti
955,geboren werden::V,lind,rodíti se
956,atmen::V,marr frymë,díhati
957,trinken::V,pi,píti
958,essen::V,ha,jésti
959,schlucken::V,gëlltis,požírati
960,schlucken::V,kapërdij,požírati
961,müde werden::V,lodhem,péšati
962,müde werden::V,lodhem,utrúditi se
963,einschlafen::V,bie të fle,zaspáti
964,schlafen::V,fle,spáti
965,aufwachen::V,zgjohem,zbudíti se
966,aufstehen::V,çohem,vstáti
967,aufstehen::V,ngrihem,vstáti
968,sich erholen::V,qetësohem,oddahníti se
969,sich erholen::V,shtendosem,oddahníti se
970,krank werden::V,bie i sëmurë,oboléti
971,krank sein::V,jam i sëmurë,bíti bolán
972,schmerzen::V,dhemb,boléti
973,husten::V,kollitem,kášljati
974,genesen::V,shërohem,okrévati
975,sterben::V,vdes,umréti
976,umkommen::V,vdes,pogíniti
977,umkommen::V,mbaroj,pogíniti
978,sich bewegen::V,shkundem,zganíti se
979,sich rühren::V,lëviz,premakníti se
980,sich erheben::V,ngrihem,vstájati
981,sich erheben::V,ngrihem,vzdígniti se
982,sich setzen::V,ulem,sésti
983,hinfallen::V,gremisem,pásti dôl
984,laufen::V,eci,hodíti
985,schreiten::V,çapem,stópati
986,spazierengehen::V,shëtis,na sprehòd íti
987,eilen::V,ngas,drvéti
988,sich beeilen::V,nxitoj,hitéti
989,sausen::V,eci shpejt,dírkati
990,rennen::V,vrapoj,dírjati
991,springen::V,kërcej,skákati
992,klettern::V,hipi,plézati
993,schaukeln::V,kolovitem,kolébati
994,kriechen::V,zvarritem,pláziti se
995,schwimmen::V,notoj,plávati
996,tauchen::V,zhytem,potápljati se
997,rudern::V,vozis,vesláti
998,fahren::V,shkoj,vozíti se
999,fahren::V,shkoj,peljáti se
1000,fliegen::V,fluturoj,létati
1001,gehen::V,eci,íti
1002,gehen::V,shkoj,íti
1003,weggehen::V,vete,odíti
1004,abfahren::V,nisem,odpeljáti se
1005,anhalten::V,ndalem,ustáviti se
1006,hineingehen::V,futem,íti nóter
1007,eintreten::V,hyj,vstopíti
1008,kommen::V,vij,príti
1009,ankommen::V,arrij,prispéti
1010,ankommen::V,arrij,prihájati
1011,ankommen::V,mbërrij,prispéti
1012,ankommen::V,mbërrij,prihájati
1013,zurückkommen::V,kthehem,vrníti se
1014,bleiben::V,mbetem,ostáti
1015,bleiben::V,qëndroj,ostáti
1016,warten::V,pres,čákati
1017,erwarten::V,pres,pričakováti
1018,suchen::V,kërkoj,iskáti
1019,finden::V,gjej,nájti
1020,versuchen::V,mundohem,poskúšati
1021,vorbereiten::V,përgatis,pripráviti
1022,lieben::V,dashuroj,ljubíti
1023,mögen::V,dua,márati
1024,lachen::V,qesh,smejáti se
1025,rühren::V,mallëngjej,ganíti
1026,weinen::V,qaj,jókati
1027,weinen::V,qaj,plákati
1028,schimpfen::V,shaj,psováti
1029,schimpfen::V,shaj,zmérjati
1030,sich ärgern::V,bëhem verem,jezíti se
1031,sich fürchten::V,kam frikë,báti se
1032,sich fürchten::V,frikësohem,báti se
1033,fürchten::V,kam frikë nga,báti se
1034,fliehen::V,arratisem,bežáti
1035,flüchten::V,iki,pobégniti
1036,sehen::V,shoh,vídeti
1037,anschauen::V,shikoj,oglédati
1038,ansehen::V,shikoj,glédati
1039,hören::V,dëgjoj,slíšati
1040,zuhören::V,veshtoj,poslúšati
1041,probieren::V,provoj,poskúšati
1042,riechen::V,nuhas,dúhati
1043,fühlen::V,ndiej,čutíti
1044,scheinen::V,ndriçoj,zdéti se
1045,zu sehen sein::V,dukem,vídeti se
1046,vernehmen::V,dëgjoj,čúti
1047,frieren::V,mërdhij,zébsti
1048,tun::V,bëj,délati
1049,können::V,mund,môči
1050,wollen::V,dua,hotéti
1051,wollen::V,dëshiroj,hotéti
1052,anfangen::V,filloj,začéti
1053,beenden::V,kryej,dokončáti
1054,beenden::V,mbaroj,dokončáti
1055,aufhören::V,pushoj,prenéhati
1056,gelingen::V,më shkon mbarë,uspéti
1057,gelingen::V,më shkon mbarë,posréčiti se
1058,geraten::V,del,obnêsti se
1059,öffnen::V,hap,odpréti
1060,schließen::V,mbyll,zapréti
1061,stellen::V,vë,postáviti
1062,setzen::V,vë,posadíti
1063,legen::V,vë,položíti
1064,berühren::V,rrok,dotíkati se
1065,verbinden::V,bashkoj,obvézati
1066,bedecken::V,mbuloj,pokríti
1067,aufhängen::V,var,obésiti
1068,anzünden::V,ndez,zažgáti
1069,aufheben::V,ngre,vzdígniti
1070,zurücklassen::V,lë pas,zapustíti
1071,verlieren::V,humb,izgubíti
1072,fallen lassen::V,lëshoj,navréči
1073,machen::V,bëj,naredíti
1074,machen::V,bëj,napráviti
1075,herstellen::V,prodhoj,izdélati
1076,bauen::V,ndërtoj,gradíti
1077,reparieren::V,ndreq,popráviti
1078,reparieren::V,meremetoj,popráviti
1079,verbessern::V,përmirësoj,izbóljšati
1080,ändern::V,ndërroj,spremeníti
1081,graben::V,gërmoj,kopáti
1082,graben::V,gërmoj,grêbsti
1083,beugen::V,kërrus,upogníti
1084,biegen::V,përkul,zavíjati
1085,drehen::V,dredh,vrtéti
1086,drehen::V,rrotulloj,vrtéti
1087,wenden::V,kthej,obrníti
1088,umdrehen::V,kthej,zasúkati
1089,heben::V,ngre,dvígati
1090,hochheben::V,ngre,privzdígniti
1091,ergreifen::V,rrëmbej,zgrábiti
1092,halten::V,mbaj,držáti
1093,drücken::V,shtyp,tiščáti
1094,schieben::V,shtyj,ríniti
1095,kratzen::V,kruaj,práskati
1096,kratzen::V,gërvisht,práskati
1097,lecken::V,lëpij,lízati
1098,beißen::V,kafshoj,grísti
1099,abreißen::V,shkëpus,odtŕgati
1100,abschneiden::V,cungoj,odrézati
1101,binden::V,lidh,vézati
1102,stecken::V,fus,vtakníti
1103,stecken::V,ngul,vtakníti
1104,brechen::V,thyej,lomíti
1105,klopfen::V,trokas,tólči
1106,hauen::V,godas,séči
1107,kleben::V,ngjis,lépiti
1108,reiben::V,fërkoj,tréti
1109,reiben::V,fërkoj,dŕgniti
1110,streichen::V,lyej,namázati
1111,schleifen::V,mpreh,brúsiti
1112,schneiden::V,pres,rézati
1113,rütteln::V,shkund,strésti
1114,schütteln::V,lëkund,majáti
1115,schwenken::V,valëvit,obrníti
1116,schütten::V,mbush,sípati
1117,füllen::V,mbush,napolníti
1118,einwickeln::V,mbështjell,zavíti
1119,tragen::V,mbaj,nêsti
1120,tragen::V,mbart,nêsti
1121,schleppen::V,heq,vláčiti
1122,schleppen::V,zhgërryej,vláčiti
1123,ziehen::V,tërheq,vléči
1124,aufbewahren::V,ruaj,shranjeváti
1125,werfen::V,hedh,lúčati
1126,fangen::V,kap,ujéti
1127,packen::V,rrëmbej,prijéti
1128,verstecken::V,fsheh,skríti
1129,teilen::V,ndaj,razdelíti
1130,schicken::V,dërgoj,pošíljati
1131,bringen::V,sjell,prinêsti
1132,hinzufügen::V,shtoj,pristáviti
1133,bekommen::V,kap,dobíti
1134,erhalten::V,marr,prejéti
1135,nehmen::V,marr,vzéti
1136,wählen::V,zgjedh,izbírati
1137,auswählen::V,përzgjedh,izbráti
1138,bewahren::V,ruaj,ohraníti
1139,behindern::V,pengoj,ovírati
1140,verderben::V,prish,pokváriti
1141,beschädigen::V,dëmtoj,poškodováti
1142,zerbrechen::V,thyej,razlomíti
1143,zerreißen::V,çjerr,raztŕgati
1144,zerreißen::V,zheloj,raztŕgati
1145,zerstören::V,prish,razrúšiti
1146,zerstören::V,shkatërroj,razrúšiti
1147,verbrennen::V,djeg,sežgáti
1148,geben::V,jap,dáti
1149,reichen::V,jap,séči
1150,reichen::V,jap,molíti
1151,schenken::V,fal,podáriti
1152,schenken::V,dhuroj,podáriti
1153,versprechen::V,premtoj,obljubíti
1154,wünschen::V,uroj,vóščiti
1155,loben::V,lëvdoj,hváliti
1156,loben::V,lavdëroj,hváliti
1157,küssen::V,puth,poljubováti
1158,wiegen::V,tund,zíbati
1159,zudecken::V,mbuloj,pokríti
1160,wecken::V,zgjoj,zbudíti
1161,zeigen::V,dëftej,pokázati
1162,führen::V,çoj,vêsti
1163,lehren::V,arsej,učíti
1164,unterrichten::V,arsimoj,poučeváti
1165,aufziehen::V,rris,vzgojíti
1166,leiten::V,udhëheq,uprávljati
1167,antreiben::V,nxis,goníti
1168,lassen::V,detyroj,povzročíti
1169,einladen::V,ftoj,povábiti
1170,vereinigen::V,bashkoj,zdrúžiti
1171,besuchen::V,vizitoj,obiskáti
1172,treffen::V,ndesh,pogodíti
1173,sich versammeln::V,tubohem,zbráti se
1174,spielen::V,loz,igráti se
1175,spielen::V,luaj,igráti se
1176,singen::V,këndoj,péti
1177,tanzen::V,kërcej,plésati
1178,tanzen::V,vallëzoj,plésati
1179,sich trennen::V,ndahem,ločíti se
1180,verlassen::V,braktis,zapustíti
1181,retten::V,shpëtoj,réšiti
1182,bewachen::V,ruaj,strážiti
1183,schützen::V,ruaj,sčítiti
1184,schützen::V,mbroj,sčítiti
1185,verteidigen::V,mbroj,braníti
1186,sich schlagen::V,zihem,têpsti se
1187,schießen::V,shtie,stréljati
1188,siegen::V,fitoj,zmágati
1189,siegen::V,ngadhënjej,zmágati
1190,ärgern::V,zemëroj,jezíti
1191,ärgern::V,zemëroj,razbúriti
1192,schlagen::V,rrah,têpsti
1193,schlagen::V,rrah,udáriti
1194,schlagen::V,godas,têpsti
1195,schlagen::V,godas,udáriti
1196,treten::V,shtyj,teptáti
1197,treten::V,shtyj më këmbë,teptáti
1198,stechen::V,ther,ubôsti
1199,stechen::V,shpoj,ubôsti
1200,stoßen::V,shtyj,peháti
1201,stoßen::V,shtyj,drégniti
1202,stehlen::V,vjedh,ukrásti
1203,stehlen::V,vjedh,pokrásti
1204,stören::V,pengoj,motíti
1205,belästigen::V,bezdis,nadlegováti
1206,verbergen::V,fsheh,skríti
1207,täuschen::V,mashtroj,slepíti
1208,betrügen::V,kobis,várati
1209,betrügen::V,kobis,ogoljufáti
1210,töten::V,vras,ubíti
1211,wohnen::V,banoj,prebívati
1212,arbeiten::V,punoj,délati
1213,arbeiten::V,vardoj,délati
1214,sammeln::V,mbledh,zbráti
1215,sammeln::V,grumbulloj,zbráti
1216,pflücken::V,vjel,obráti
1217,pflücken::V,mbledh,obráti
1218,jagen::V,gjuaj,lovíti
1219,fischen::V,peshkoj,ribáriti
1220,fischen::V,gjuaj peshk,ribáriti
1221,fassen::V,zë,zajéti
1222,hüten::V,kullos,pásti
1223,treiben::V,vë përpara,pogánjati
1224,anbinden::V,lidh,privézati
1225,füttern::V,grazhdoj,kŕmiti
1226,melken::V,mjel,mólsti
1227,hacken::V,grij,sékati
1228,gießen::V,ujis,ulíti
1229,reifen::V,piqem,zoréti
1230,zubereiten::V,gatuaj,pripráviti
1231,kochen::V,ziej,kúhati
1232,backen::V,pjek,cvréti
1233,backen::V,furroj,cvréti
1234,braten::V,fërgoj,pêči
1235,braten::V,tiganis,pêči
1236,umrühren::V,trazoj,preméšati
1237,stricken::V,thur,plêsti
1238,nähen::V,qep,šívati
1239,färben::V,ngjyej,bárvati
1240,färben::V,bojatis,bárvati
1241,reinigen::V,qëroj,očístiti
1242,reinigen::V,pastroj,očístiti
1243,waschen::V,laj,opráti
1244,waschen::V,finjos,opráti
1245,abwischen::V,fshij,obrísati
1246,spülen::V,kulloj,splakováti
1247,fegen::V,fshij,pométati
1248,kehren::V,fshij,mésti
1249,baden::V,lahem,kópati se
1250,sich waschen::V,lahem,umíti se
1251,ausziehen::V,heq,izvléči
1252,ausziehen::V,zbath,izvléči
1253,anziehen::V,vesh,obléči
1254,anziehen::V,mbath,obléči
1255,sich anziehen::V,vishem,obléči se
1256,kämmen::V,kreh,česáti
1257,schmücken::V,hijeshoj,okrasíti
1258,sagen::V,them,dejáti
1259,sprechen::V,flas,govoríti
1260,reden::V,fjalos,rêči
1261,reden::V,fjalëtoj,rêči
1262,sich unterhalten::V,bisedoj,razgovárjati se
1263,fragen::V,pyes,vprášati
1264,bitten::V,lus,prosíti
1265,bitten::V,lutem,prosíti
1266,erzählen::V,rrëfej,práviti
1267,mitteilen::V,kumtoj,naznániti
1268,nennen::V,quaj,imenováti
1269,rufen::V,thërras,klícati
1270,prahlen::V,mburrem,baháti se
1271,prahlen::V,kapardisem,baháti se
1272,übersetzen::V,përkthej,prevêsti
1273,denken::V,mendoj,mísliti
1274,glauben::V,besoj,verjéti
1275,bemerken::V,vërej,opáziti
1276,erkennen::V,njoh,spoznáti
1277,erkennen::V,shquaj,spoznáti
1278,begreifen::V,marr vesh,pôjmiti
1279,verstehen::V,marr vesh,razuméti
1280,lernen::V,mësoj,učíti se
1281,wissen::V,di,znáti
1282,wissen::V,di,védeti
1283,sich erinnern an::V,kujtoj,spómniti se
1284,vergessen::V,harroj,pozábiti
1285,messen::V,mas,mériti
1286,zählen::V,njeh,štéti
1287,rechnen::V,llogaris,račúnati
1288,lesen::V,lexoj,bráti
1289,lesen::V,lexoj,čítati
1290,lesen::V,këndoj,bráti
1291,lesen::V,këndoj,čítati
1292,malen::V,lyej,slíkati
1293,zeichnen::V,vizatoj,rísati
1294,schreiben::V,shkruaj,písati
1295,besitzen::V,kam,iméti
1296,kaufen::V,blej,kupíti
1297,verkaufen::V,shes,prodáti
1298,bezahlen::V,paguaj,pláčati
1299,zahlen::V,paguaj,plačeváti
1300,beherrschen::V,zotëroj,obvládati
1301,ertragen::V,duroj,prenêsti
