,Concept_ID,da,mhr
760,wegen::PRP,på grund af,верч
761,dies::PRN,dette,ти́де
762,das::PRN,det,са́де
763,alles::PRN,alt,чыла́
764,ich::PRN,jeg,мый
765,du::PRN,du,тый
766,er::PRN,han,ту́до
767,wir::PRN,vi,ме
768,ihr::PRN,I,те
769,sie::PRN,de,ну́но
770,was::FPRN,hvad,мо
771,wer::FPRN,hvem,кӧ
772,wo::FADV,hvor,куша́н
773,wohin::FADV,hvorhen,куш
774,wohin::FADV,hvorhen,ку́шко
775,wie::FADV,hvordan,кузе́
776,warum::FADV,hvorfor,мо
777,warum::FADV,hvorfor,мола́н
778,wieviel::FNUM,hvor meget,куна́р
779,eins::NUM,én,ик
780,zwei::NUM,to,ко́кыт
781,drei::NUM,tre,кум
782,vier::NUM,fire,ныл
783,fünf::NUM,fem,вич
784,sechs::NUM,seks,куд
785,sieben::NUM,syv,шым
786,acht::NUM,otte,канда́ш
787,neun::NUM,ni,инде́ш
788,zehn::NUM,ti,лу
789,elf::NUM,elleve,лати́к
790,zwölf::NUM,tolv,латко́к
791,zwanzig::NUM,tyve,ко́ло
792,dreißig::NUM,tredive,ку́мло
793,vierzig::NUM,fyrre,ны́лле
794,vierzig::NUM,fyrretyve,ны́лле
795,fünfzig::NUM,halvtreds,ви́тле
796,sechzig::NUM,tres,ку́дло
797,siebzig::NUM,halvfjerds,шы́мле
798,achtzig::NUM,firs,канда́шле
799,neunzig::NUM,halvfems,инде́шле
800,hundert::NUM,hundrede,шӱ́дӧ
801,tausend::NUM,tusind,тӱже́м
802,und::CNJ,og,да
803,und::CNJ,og,ден
804,oder::CNJ,eller,я
805,oder::CNJ,eller,а́ле
806,stehen::V,stå,шога́ш
807,sitzen::V,sidde,шинча́ш
808,liegen::V,ligge,кия́ш
809,hängen::V,hænge,кеча́ш
810,werden::V,blive,лия́ш
811,passieren::V,ske,лия́ш
812,passieren::V,hænde,лия́ш
813,beginnen::V,begynde,тӱҥгала́ш
814,enden::V,ende,пыта́ш
815,wechseln::V,veksle,вашталта́ш
816,aufgehen[Sonne]::V,gå op,лекта́ш
817,aufgehen[Sonne]::V,stå op,лекта́ш
818,untergehen[Sonne]::V,gå ned,шинча́ш
819,scheinen[Sonne]::V,skinne,волгалта́ш
820,donnern::V,tordne,кӱдырта́ш
821,donnern::V,tordne,сургалта́ш
822,wehen::V,blæse,пуа́ш
823,strömen::V,strømme,шийалтара́ш
824,fließen::V,flyde,йога́ш
825,sich drehen::V,dreje sig,пӧрда́ш
826,schwanken::V,vakle,лӱҥга́ш
827,schwanken::V,vakle,тайныла́ш
828,schwingen::V,svinge,рӱпшалта́ш
829,fallen::V,falde,воза́ш
830,fallen::V,falde,йӧрла́ш
831,brennen::V,brænde,йӱла́ш
832,rauchen::V,ryge,шикша́ш
833,regnen::V,regne,йӱра́ш
834,gefrieren::V,fryse,кылма́ш
835,gefrieren::V,fryse,ияҥа́ш
836,tauen::V,tø,шула́ш
837,schmelzen::V,smelte,лева́ш
838,trocknen::V,tørre,кошка́ш
839,sieden::V,koge,шола́ш
840,faulen::V,rådne,шӱя́ш
841,verfaulen::V,rådne,шӱйы́н шуа́ш
842,reißen::V,briste,кӱрла́ш
843,versinken::V,synke,пуре́н кая́ш
844,versinken::V,synke ned,пуре́н кая́ш
845,vergehen::V,forløbe,эрте́н кая́ш
846,erscheinen::V,vise sig,толы́н лекта́ш
847,verschwinden::V,forsvinde,йома́ш
848,sinken::V,synke,пуча́ш
849,abnehmen::V,aftage,пуча́ш
850,zunehmen::V,tiltage,шукема́ш
851,steigen::V,stige,нӧлталта́ш
852,wachsen::V,gro,кушка́ш
853,wachsen::V,vokse,кушка́ш
854,glänzen::V,glinse,йылгыжа́ш
855,funkeln::V,tindre,чолга́ш
856,lärmen::V,larme,рӱшка́ш
857,läuten::V,ringe,мура́ш
858,klingeln::V,ringe,йыҥгырта́ш
859,klirren::V,klirre,чылдыртата́ш
860,brausen::V,bruse,лӱшка́ш
861,rauschen::V,suse,лыжга́ш
862,klingen::V,lyde,йоҥга́ш
863,klingen::V,klinge,йоҥга́ш
864,bellen::V,gø,опта́ш
865,heulen::V,hyle,урмыжа́ш
866,blasen::V,blæse,пуала́ш
867,pfeifen::V,fløjte,шӱ́шкаш
868,schreien::V,skrige,кычкыра́ш
869,stöhnen::V,stønne,йыҥыса́ш
870,zittern::V,dirre,чытыра́ш
871,zittern::V,skælve,чытыра́ш
872,leben::V,leve,ила́ш
873,geboren werden::V,fødes,шоча́ш
874,atmen::V,ånde,шӱла́ш
875,trinken::V,drikke,йӱа́ш
876,essen::V,spise,кочка́ш
877,schlucken::V,synke,нела́ш
878,müde werden::V,blive træt,ноя́ш
879,einschlafen::V,falde i søvn,мале́н колта́ш
880,schlafen::V,sove,мала́ш
881,aufwachen::V,vågne,помыжалта́ш
882,aufstehen::V,stå op,кынела́ш
883,sich erholen::V,komme sig,кана́ш
884,krank werden::V,blive syg,черлане́н воза́ш
885,krank sein::V,være syg,черлане́н кия́ш
886,schmerzen::V,smerte,коршта́ш
887,husten::V,hoste,кокыра́ш
888,genesen::V,komme sig,тӱрла́ш
889,genesen::V,komme sig,тазаҥа́ш
890,sterben::V,dø,кола́ш
891,umkommen::V,omkomme,вуй йома́ш
892,sich bewegen::V,bevæge sig,кошта́ш
893,sich rühren::V,røre på sig,тарвана́ш
894,sich erheben::V,rejse sig,кынела́ш
895,sich setzen::V,sætte sig,шинча́ш
896,laufen::V,løbe,кошта́ш
897,schreiten::V,skride,ошкыла́ш
898,spazierengehen::V,gå en tur,гуля́яш
899,eilen::V,ile,вашка́ш
900,sich beeilen::V,skynde sig,вашкешта́ш
901,sausen::V,suse,юлтка́ш
902,rennen::V,løbe,куржтала́ш
903,rennen::V,rende,куржтала́ш
904,springen::V,hoppe,тӧршта́ш
905,springen::V,springe,тӧршта́ш
906,klettern::V,klatre,кӱза́ш
907,schaukeln::V,gynge,лӱҥгалта́ш
908,kriechen::V,krybe,нушка́ш
909,schwimmen::V,svømme,ия́ш
910,tauchen::V,dykke,шуҥгалта́ш
911,rudern::V,ro,удыра́ш
912,fahren::V,køre,кудала́ш
913,fliegen::V,flyve,чоҥешта́ш
914,gehen::V,gå,кая́ш
915,weggehen::V,gå bort,кораҥа́ш
916,abfahren::V,køre bort,лекта́ш
917,anhalten::V,standse,чарна́ш
918,hineingehen::V,gå ind,пура́ш
919,eintreten::V,træde ind,пура́ш
920,kommen::V,komme,тола́ш
921,ankommen::V,ankomme,шуа́ш
922,zurückkommen::V,komme tilbage,пӧртыла́ш
923,bleiben::V,blive,кода́ш
924,bleiben::V,forblive,кода́ш
925,warten::V,vente,вуча́ш
926,erwarten::V,vente,вуча́ш
927,erwarten::V,afvente,вуча́ш
928,suchen::V,søge,кычала́ш
929,finden::V,finde,муа́ш
930,versuchen::V,forsøge,толаша́ш
931,vorbereiten::V,forberede,ямдыла́ш
932,lieben::V,elske,йӧрата́ш
933,mögen::V,holde af,йӧрата́ш
934,mögen::V,kunne lide,йӧрата́ш
935,lachen::V,le,воштыла́ш
936,rühren::V,røre,ку́мыл тарвата́ш
937,weinen::V,græde,шорта́ш
938,schimpfen::V,skænde,каргаша́ш
939,sich ärgern::V,ærgre sig,сыра́ш
940,sich fürchten::V,være bange,лӱда́ш
941,fürchten::V,være bange for,лӱда́ш
942,fliehen::V,flygte,куржа́ш
943,flüchten::V,flygte,куржа́ш
944,sehen::V,se,ужа́ш
945,anschauen::V,se på,онча́ш
946,anschauen::V,betragte,онча́ш
947,ansehen::V,anse,эскера́ш
948,hören::V,høre,кола́ш
949,zuhören::V,høre til,колышта́ш
950,probieren::V,smage,тамла́ш
951,probieren::V,smage på,тамла́ш
952,riechen::V,lugte,ӱпшынча́ш
953,fühlen::V,føle,шижа́ш
954,scheinen::V,synes,чуча́ш
955,zu sehen sein::V,synes,коя́ш
956,vernehmen::V,erfare,кола́ш
957,frieren::V,fryse,кылма́ш
958,tun::V,gøre,ышта́ш
959,können::V,kunne,мошта́ш
960,wollen::V,ville,тӱна́ш
961,anfangen::V,begynde,тӱҥала́ш
962,beenden::V,afslutte,пытара́ш
963,aufhören::V,ophøre,чарна́ш
964,aufhören::V,holde op,чарна́ш
965,gelingen::V,lykkes,сай лекта́ш
966,geraten::V,blive,лекта́ш
967,öffnen::V,åbne,поча́ш
968,schließen::V,lukke,петыра́ш
969,stellen::V,stille,шында́ш
970,setzen::V,sætte,шында́ш
971,legen::V,lægge,опта́ш
972,legen::V,lægge,пышта́ш
973,berühren::V,berøre,тӱка́ш
974,verbinden::V,forbinde,пида́ш
975,bedecken::V,dække,леведа́ш
976,bedecken::V,bedække,леведа́ш
977,aufhängen::V,hænge,сака́ш
978,aufhängen::V,hænge op,сака́ш
979,anzünden::V,tænde,чӱкта́ш
980,anzünden::V,antænde,чӱкта́ш
981,aufheben::V,løfte,нӧлтала́ш
982,aufheben::V,tage op,нӧлтала́ш
983,zurücklassen::V,lade tilbage,кода́ш
984,verlieren::V,miste,йомдара́ш
985,fallen lassen::V,tabe,воза́ш
986,fallen lassen::V,droppe,воза́ш
987,machen::V,gøre,ышта́ш
988,herstellen::V,fremstille,ямдыла́ш
989,bauen::V,bygge,чоҥа́ш
990,reparieren::V,reparere,ачала́ш
991,verbessern::V,rette,саемда́ш
992,verbessern::V,forbedre,саемда́ш
993,ändern::V,ændre,весемда́ш
994,graben::V,grave,кӱнча́ш
995,beugen::V,bøje,пӱгырта́ш
996,biegen::V,bøje,лывырта́ш
997,drehen::V,dreje,пӱтыра́ш
998,wenden::V,vende,ирала́ш
999,umdrehen::V,dreje om,савырала́ш
1000,heben::V,hæve,нӧлта́ш
1001,hochheben::V,løfte,нӧлта́ш
1002,ergreifen::V,gribe fat i,руалта́ш
1003,halten::V,holde,куча́ш
1004,drücken::V,trykke,иша́ш
1005,drücken::V,trykke,темда́ш
1006,schieben::V,skyde,шӱкала́ш
1007,schieben::V,skubbe,шӱкала́ш
1008,kratzen::V,klø,удыра́ш
1009,kratzen::V,kradse,удыра́ш
1010,lecken::V,slikke,нула́ш
1011,beißen::V,bide,пура́ш
1012,abreißen::V,rive af,кӱрла́ш
1013,abschneiden::V,skære af,пӱчка́ш
1014,binden::V,binde,кылда́ш
1015,stecken::V,stikke,шуралта́ш
1016,brechen::V,brække,тодышта́ш
1017,klopfen::V,banke,кыра́ш
1018,hauen::V,hugge,тӱя́ш
1019,kleben::V,klistre,клеитла́ш
1020,reiben::V,gnide,йыга́ш
1021,reiben::V,gnide,туржала́ш
1022,streichen::V,smøre,шӱра́ш
1023,schleifen::V,slibe,шума́ш
1024,schleifen::V,slibe,яна́ш
1025,schneiden::V,skære,пӱчка́ш
1026,schneiden::V,klippe,пӱчка́ш
1027,rütteln::V,ruske,рӱза́ш
1028,schütteln::V,ryste,почка́ш
1029,schwenken::V,svinge,рӱза́ш
1030,schütten::V,hælde,опта́ш
1031,füllen::V,fylde,тема́ш
1032,einwickeln::V,pakke ind,вӱдыла́ш
1033,tragen::V,bære,нумала́ш
1034,schleppen::V,slæbe,шӱдыра́ш
1035,ziehen::V,trække,шупша́ш
1036,aufbewahren::V,opbevare,арала́ш
1037,werfen::V,kaste,шуа́ш
1038,werfen::V,kaste,кышка́ш
1039,fangen::V,fange,куча́ш
1040,packen::V,gribe,руалта́ш
1041,verstecken::V,gemme,тоя́ш
1042,teilen::V,dele,пӧла́ш
1043,schicken::V,sende,колта́ш
1044,bringen::V,bringe,конда́ш
1045,hinzufügen::V,tilføje,ешара́ш
1046,bekommen::V,få,нала́ш
1047,erhalten::V,få,нала́ш
1048,nehmen::V,tage,нала́ш
1049,wählen::V,vælge,сайла́ш
1050,auswählen::V,udvælge,таҥгла́ш
1051,bewahren::V,bevare,сакла́ш
1052,behindern::V,hindre,чаракла́ш
1053,behindern::V,forhindre,чаракла́ш
1054,verderben::V,ødelægge,пужа́ш
1055,beschädigen::V,beskadige,пужа́ш
1056,zerbrechen::V,brække itu,пудырта́ш
1057,zerreißen::V,rive itu,кӱрла́ш
1058,zerstören::V,ødelægge,шалата́ш
1059,verbrennen::V,brænde,йӱлата́ш
1060,geben::V,give,пуа́ш
1061,reichen::V,række,пуа́ш
1062,schenken::V,forære,пӧлекла́ш
1063,versprechen::V,love,сӧра́ш
1064,wünschen::V,ønske,тылана́ш
1065,loben::V,rose,мокта́ш
1066,küssen::V,kysse,шупшала́ш
1067,wiegen::V,vugge,рӱпша́ш
1068,zudecken::V,dække til,леведа́ш
1069,wecken::V,vække,помыжалтара́ш
1070,zeigen::V,vise,ончыкта́ш
1071,führen::V,føre,вӱда́ш
1072,lehren::V,lære,туныкта́ш
1073,unterrichten::V,undervise,туныкта́ш
1074,aufziehen::V,opdrage,орышта́ш
1075,leiten::V,lede,вӱда́ш
1076,leiten::V,lede,вуйлата́ш
1077,antreiben::V,skynde på,поктыла́ш
1078,lassen::V,få til at,-та́ш
1079,einladen::V,indbyde,ӱжа́ш
1080,einladen::V,invitere,ӱжа́ш
1081,vereinigen::V,forene,иктешла́ш
1082,besuchen::V,besøge,то́лын кая́ш
1083,treffen::V,møde,вашлия́ш
1084,sich versammeln::V,forsamles,погына́ш
1085,sich versammeln::V,forsamles,чумырга́ш
1086,spielen::V,lege,мода́ш
1087,spielen::V,spille,мода́ш
1088,singen::V,synge,мура́ш
1089,tanzen::V,danse,кушта́ш
1090,sich trennen::V,skilles,ойырла́ш
1091,verlassen::V,forlade,кудалта́ш
1092,retten::V,redde,утара́ш
1093,bewachen::V,bevogte,орола́ш
1094,schützen::V,skærme,арала́ш
1095,schützen::V,beskytte,арала́ш
1096,verteidigen::V,forsvare,арала́ш
1097,sich schlagen::V,slås,кредала́ш
1098,schießen::V,skyde,лӱя́ш
1099,siegen::V,sejre,сеҥа́ш
1100,ärgern::V,ærgre,сырыкта́ш
1101,schlagen::V,slå,пера́ш
1102,treten::V,sparke,тошка́ш
1103,stechen::V,stikke,кера́ш
1104,stoßen::V,støde,шӱкала́ш
1105,stehlen::V,stjæle,шолышта́ш
1106,stören::V,forstyrre,мешая́ш
1107,belästigen::V,genere,толаштара́ш
1108,belästigen::V,ulejlige,толаштара́ш
1109,verbergen::V,skjule,шылта́ш
1110,täuschen::V,villede,ондала́ш
1111,betrügen::V,bedrage,ондала́ш
1112,töten::V,dræbe,пушта́ш
1113,wohnen::V,bo,ила́ш
1114,arbeiten::V,arbejde,пашалана́ш
1115,arbeiten::V,arbejde,паша́м ышта́ш
1116,sammeln::V,samle,пога́ш
1117,pflücken::V,plukke,кӱра́ш
1118,jagen::V,jage,сонарла́ш
1119,fischen::V,fiske,кол куча́ш
1120,fassen::V,fange,куча́ш
1121,hüten::V,vogte,кӱта́ш
1122,treiben::V,drive,покта́ш
1123,anbinden::V,binde fast,йолышта́ш
1124,füttern::V,fodre,пукша́ш
1125,melken::V,malke,лӱшта́ш
1126,hacken::V,hakke,руа́ш
1127,gießen::V,hælde,шава́ш
1128,reifen::V,modne,кӱа́ш
1129,zubereiten::V,tilberede,ямдыла́ш
1130,kochen::V,koge,шолта́ш
1131,backen::V,bage,кӱкташ
1132,braten::V,stege,пуштыла́ш
1133,braten::V,stege,жаритла́ш
1134,umrühren::V,røre om,луга́ш
1135,stricken::V,strikke,пида́ш
1136,nähen::V,sy,урга́ш
1137,färben::V,farve,чиялта́ш
1138,reinigen::V,rense,эрыкта́ш
1139,reinigen::V,gøre ren,эрыкта́ш
1140,waschen::V,vaske,мушка́ш
1141,abwischen::V,tørre af,ӱшта́ш
1142,spülen::V,skylle,шӱалта́ш
1143,fegen::V,feje,ӱшта́ш
1144,kehren::V,feje,ӱшта́ш
1145,baden::V,bade,йӱштыла́ш
1146,sich waschen::V,vaske sig,мушкылта́ш
1147,ausziehen::V,tage af,кудаша́ш
1148,anziehen::V,tage på,чия́ш
1149,sich anziehen::V,klæde sig på,чия́ш
1150,kämmen::V,rede,шера́ш
1151,kämmen::V,frisere,шера́ш
1152,schmücken::V,pynte,тӱзата́ш
1153,schmücken::V,pynte,чеверта́ш
1154,schmücken::V,smykke,тӱзата́ш
1155,schmücken::V,smykke,чеверта́ш
1156,sagen::V,sige,ойла́ш
1157,sagen::V,sige,каласа́ш
1158,sprechen::V,snakke,кутыра́ш
1159,reden::V,tale,мутлана́ш
1160,reden::V,snakke,мутлана́ш
1161,sich unterhalten::V,snakke sammen,кутыра́ш
1162,fragen::V,spørge,йода́ш
1163,bitten::V,bede,йода́ш
1164,erzählen::V,berette,ойла́ш
1165,erzählen::V,fortælle,ойла́ш
1166,mitteilen::V,meddele,увертара́ш
1167,nennen::V,nævne,лӱмда́ш
1168,rufen::V,råbe,ӱжа́ш
1169,prahlen::V,prale,моктана́ш
1170,übersetzen::V,oversætte,кусара́ш
1171,denken::V,tænke,шона́ш
1172,glauben::V,tro,ӱшана́ш
1173,bemerken::V,bemærke,шижа́ш
1174,bemerken::V,lægge mærke til,шижа́ш
1175,erkennen::V,genkende,пала́ш
1176,begreifen::V,begribe,ыҥла́ш
1177,verstehen::V,forstå,умыла́ш
1178,lernen::V,lære,тунема́ш
1179,wissen::V,vide,шинча́ш
1180,sich erinnern an::V,mindes,шарна́ш
1181,sich erinnern an::V,huske på,шарна́ш
1182,vergessen::V,glemme,монда́ш
1183,messen::V,måle,виса́ш
1184,zählen::V,tælle,шотла́ш
1185,rechnen::V,regne,шотла́ш
1186,lesen::V,læse,луда́ш
1187,malen::V,male,сӱретла́ш
1188,zeichnen::V,tegne,сӱретла́ш
1189,schreiben::V,skrive,воза́ш
1190,besitzen::V,eje,лия́ш
1191,besitzen::V,besidde,лия́ш
1192,kaufen::V,købe,нала́ш
1193,verkaufen::V,sælge,ужала́ш
1194,bezahlen::V,betale,тӱла́ш
1195,zahlen::V,betale,тӱла́ш
1196,beherrschen::V,beherske,куча́ш
1197,ertragen::V,tåle,турка́ш
1198,ertragen::V,udholde,турка́ш
1199,hinfallen::V,,йӧрла́ш
