,Concept_ID,sv,hr
865,manchmal::ADV,ibland,katkad
866,manchmal::ADV,ibland,katkada
867,oft::ADV,ofta,često
868,immer::ADV,alltid,vazda
869,immer::ADV,alltid,uvijek
870,niemals::ADV,aldrig,nikad
871,niemals::ADV,aldrig,nikada
872,hier::ADV,här,tu
873,hier::ADV,här,ovdje
874,hierhin::ADV,hit,amo
875,hierhin::ADV,hit,ovamo
876,von hier::ADV,härifrån,odavde
877,dort::ADV,där,ondje
878,dorthin::ADV,dit,onamo
879,geradeaus::ADV,rätt fram,ravno
880,vorwärts::ADV,fram,naprijed
881,vorwärts::ADV,framåt,naprijed
882,rückwärts::ADV,baklänges,natrag
883,zurück::ADV,tillbaka,nazad
884,zurück::ADV,tillbaka,natrag
885,unten::ADV,nere,dolje
886,unten::ADV,nedanför,dolje
887,hinab::ADV,ned,nizbrdo
888,hinab::ADV,nedåt,nizbrdo
889,oben::ADV,ovan,gore
890,oben::ADV,ovanpå,gore
891,hinauf::ADV,upp,uzbrdo
892,hinauf::ADV,uppåt,uzbrdo
893,überall::ADV,överallt,svuda
894,überall::ADV,överallt,svagdje
895,nicht::ADV,ej,ne
896,nicht::ADV,inte,ne
897,ein wenig::ADV,litet,malo
898,kaum::ADV,knappt,tek
899,kaum::ADV,knappt,jedva
900,kaum::ADV,knappast,tek
901,kaum::ADV,knappast,jedva
902,sehr::ADV,mycket,jako
903,sehr::ADV,mycket,veoma
904,so::ADV,så,tako
905,so::ADV,så,ovako
906,noch::ADV,än,još
907,noch::ADV,ännu,još
908,nur::ADV,bara,samo
909,nur::ADV,endast,samo
910,schon::ADV,redan,već
911,wieder::ADV,åter,opet
912,wieder::ADV,åter,ponovo
913,vergebens::ADV,förgäves,uzalud
914,vergebens::ADV,förgäves,zabadava
915,vor::PRP,utanför,pred
916,vor::PRP,utanför,ispred
917,hinter::PRP,bakom,za
918,hinter::PRP,bakom,iza
919,unter::PRP,under,pod
920,unter::PRP,under,ispod
921,durch::PRP,genom,po
922,durch::PRP,genom,kroz
923,durch::PRP,igenom,po
924,durch::PRP,igenom,kroz
925,neben::PRP,bredvid,kraj
926,neben::PRP,bredvid,pored
927,neben::PRP,bredvid,pokraj
928,neben::PRP,vid sidan av,kraj
929,neben::PRP,vid sidan av,pored
930,neben::PRP,vid sidan av,pokraj
931,zwischen::PRP,mellan,među
932,zwischen::PRP,mellan,između
933,wegen::PRP,på grund av,radi
934,wegen::PRP,på grund av,zbog
935,dies::PRN,detta,ovo
936,das::PRN,det,to
937,das::PRN,det,ono
938,alles::PRN,allt,sve
939,ich::PRN,jag,ja
940,du::PRN,du,ti
941,er::PRN,han,on
942,wir::PRN,vi,mi
943,ihr::PRN,ni,vi
944,sie::PRN,de,oni
945,was::FPRN,vad,što
946,wer::FPRN,vem,tko
947,wo::FADV,var,gdje
948,wohin::FADV,vart,kuda
949,wohin::FADV,vart,kamo
950,wie::FADV,hur,kako
951,warum::FADV,varför,zašto
952,wieviel::FNUM,hur mycket,koliko
953,eins::NUM,en,jedan
954,eins::NUM,ett,jedan
955,zwei::NUM,två,dva
956,drei::NUM,tre,tri
957,vier::NUM,fyra,četiri
958,fünf::NUM,fem,pet
959,sechs::NUM,sex,šest
960,sieben::NUM,sju,sedam
961,acht::NUM,åtta,osam
962,neun::NUM,nio,devet
963,zehn::NUM,tio,deset
964,elf::NUM,elva,jedanaest
965,zwölf::NUM,tolv,dvanaest
966,zwanzig::NUM,tjugo,dvadeset
967,dreißig::NUM,trettio,trideset
968,vierzig::NUM,fyrtio,četrdeset
969,fünfzig::NUM,femtio,pedeset
970,sechzig::NUM,sextio,šezdeset
971,siebzig::NUM,sjuttio,sedamdeset
972,achtzig::NUM,åttio,osamdeset
973,neunzig::NUM,nittio,devetdeset
974,hundert::NUM,hundra,sto
975,tausend::NUM,tusen,tisuća
976,und::CNJ,och,i
977,und::CNJ,och,te
978,oder::CNJ,eller,ili
979,stehen::V,stå,stajati
980,sitzen::V,sitta,sjediti
981,liegen::V,ligga,ležati
982,hängen::V,hänga,visiti
983,werden::V,bli,postati
984,werden::V,bli,činiti se
985,passieren::V,ske,desiti se
986,passieren::V,ske,dogoditi se
987,passieren::V,hända,desiti se
988,passieren::V,hända,dogoditi se
989,beginnen::V,börja,početi
990,enden::V,ända,prestati
991,enden::V,ända,svršiti se
992,wechseln::V,växla,mijenjati se
993,aufgehen[Sonne]::V,gå upp,izići
994,untergehen[Sonne]::V,gå ned,zaći
995,scheinen[Sonne]::V,skina,sijati
996,donnern::V,dundra,grmjeti
997,wehen::V,blåsa,duhati
998,strömen::V,forsa,strujati
999,strömen::V,strömma,strujati
1000,fließen::V,flyta,teći
1001,sich drehen::V,snurra,obrtati se
1002,sich drehen::V,snurra,vrtjeti se
1003,schwanken::V,vackla,teturati
1004,schwanken::V,vackla,kolebati se
1005,schwingen::V,svinga,njihati
1006,schwingen::V,svinga,titrati
1007,fallen::V,falla,padati
1008,brennen::V,brinna,gorjeti
1009,rauchen::V,ryka,dimiti se
1010,regnen::V,regna,kišiti
1011,regnen::V,regna,daždjeti
1012,gefrieren::V,frysa,smrznuti se
1013,tauen::V,töa,kopnjeti
1014,tauen::V,töa,kraviti se
1015,schmelzen::V,smälta,topiti se
1016,trocknen::V,torka,sušiti se
1017,sieden::V,koka,kipjeti
1018,sieden::V,koka,ključati
1019,sieden::V,sjuda,kipjeti
1020,sieden::V,sjuda,ključati
1021,faulen::V,ruttna,gnjiti
1022,verfaulen::V,ruttna,sagnjiti
1023,reißen::V,brista,otrgnuti se
1024,versinken::V,sjunka,tonuti
1025,versinken::V,sjunka,propasti
1026,vergehen::V,förgå,prolaziti
1027,erscheinen::V,synas,pojaviti se
1028,erscheinen::V,visa sig,pojaviti se
1029,verschwinden::V,försvinna,nestati
1030,verschwinden::V,försvinna,izgubiti se
1031,sinken::V,sjunka,trgnuti
1032,sinken::V,sjunka,spustiti se
1033,abnehmen::V,avta,opasti
1034,abnehmen::V,minskas,opasti
1035,zunehmen::V,tilltaga,povećati se
1036,steigen::V,stiga,uzići
1037,steigen::V,stiga,nadoći
1038,wachsen::V,växa,rasti
1039,glänzen::V,glimma,blistati
1040,glänzen::V,glimma,sjati se
1041,funkeln::V,tindra,svjetlucati
1042,funkeln::V,gnistra,svjetlucati
1043,lärmen::V,bråka,bučati
1044,lärmen::V,bråka,galamiti
1045,lärmen::V,väsnas,bučati
1046,lärmen::V,väsnas,galamiti
1047,läuten::V,ringa,zvoniti
1048,klingeln::V,ringa,zvoniti
1049,klirren::V,klirra,zvečati
1050,brausen::V,brusa,hujati
1051,rauschen::V,susa,šumiti
1052,rauschen::V,susa,šuškati
1053,klingen::V,låta,zvučati
1054,klingen::V,klinga,zvučati
1055,bellen::V,skälla,lajati
1056,heulen::V,yla,zavijati
1057,heulen::V,tjuta,zavijati
1058,blasen::V,blåsa,puhati
1059,pfeifen::V,vissla,fućkati
1060,schreien::V,skrika,vikati
1061,schreien::V,skrika,kričati
1062,stöhnen::V,stöna,stenjati
1063,zittern::V,darra,drhtati
1064,zittern::V,darra,trepetati
1065,zittern::V,skälva,drhtati
1066,zittern::V,skälva,trepetati
1067,leben::V,leva,živjeti
1068,geboren werden::V,födas,roditi se
1069,atmen::V,andas,disati
1070,trinken::V,dricka,piti
1071,essen::V,äta,jesti
1072,schlucken::V,svälja,gutati
1073,müde werden::V,tröttna,umoriti se
1074,einschlafen::V,somna,usnuti
1075,einschlafen::V,somna,zaspati
1076,schlafen::V,sova,spati
1077,aufwachen::V,vakna,probuditi se
1078,aufstehen::V,stiga upp,ustati
1079,sich erholen::V,repa sig,odmoriti se
1080,sich erholen::V,hämta sig,odmoriti se
1081,krank werden::V,insjukna,oboljeti se
1082,krank werden::V,insjukna,razboljeti se
1083,krank sein::V,vara sjuk,bolovati
1084,schmerzen::V,smärta,boljeti
1085,schmerzen::V,göra ont,boljeti
1086,husten::V,hosta,kašljati
1087,genesen::V,tillfriskna,ozdraviti
1088,genesen::V,tillfriskna,oporaviti se
1089,sterben::V,dö,umrijeti
1090,umkommen::V,omkomma,skapati
1091,sich bewegen::V,röra sig,gibati se
1092,sich bewegen::V,röra sig,kretati se
1093,sich rühren::V,röra på sig,maknuti se
1094,sich erheben::V,resa sig,dići se
1095,sich setzen::V,sätta sig,sjesti
1096,hinfallen::V,falla omkull,pasti
1097,laufen::V,löpa,hodati
1098,schreiten::V,skrida,stupati
1099,spazierengehen::V,promenera,šetati se
1100,eilen::V,ila,hitati
1101,sich beeilen::V,skynda sig,požuriti se
1102,sausen::V,susa,juriti
1103,rennen::V,löpa,trčati
1104,rennen::V,springa,trčati
1105,springen::V,hoppa,skakati
1106,klettern::V,klättra,popeti se
1107,klettern::V,klättra,penjati se
1108,schaukeln::V,gunga,ljuljati se
1109,kriechen::V,kräla,puzati
1110,kriechen::V,kräla,gmizati
1111,schwimmen::V,simma,plivati
1112,tauchen::V,dyka,roniti
1113,tauchen::V,dyka,gnjuriti
1114,rudern::V,ro,veslati
1115,fahren::V,köra,voziti se
1116,fliegen::V,flyga,letjeti
1117,fliegen::V,flyga,lijetati
1118,gehen::V,gå,ići
1119,weggehen::V,gå bort,otići
1120,abfahren::V,resa,krenuti
1121,abfahren::V,resa,otputovati
1122,abfahren::V,avresa,krenuti
1123,abfahren::V,avresa,otputovati
1124,anhalten::V,stanna,stati
1125,anhalten::V,stanna,zaustaviti
1126,hineingehen::V,gå in,ulaziti
1127,eintreten::V,träda in,ući
1128,kommen::V,komma,doći
1129,ankommen::V,ankomma,stići
1130,zurückkommen::V,återkomma,vratiti se
1131,zurückkommen::V,återkomma,povratiti se
1132,bleiben::V,bli,ostati
1133,bleiben::V,förbli,ostati
1134,warten::V,vänta,čekati
1135,erwarten::V,vänta,očekivati
1136,suchen::V,leta,tražiti
1137,finden::V,finna,naći
1138,versuchen::V,försöka,pokušati
1139,vorbereiten::V,förbereda,spremiti
1140,vorbereiten::V,förbereda,pripremiti
1141,lieben::V,älska,voljeti
1142,mögen::V,tycka om,voljeti
1143,lachen::V,skratta,smijati se
1144,rühren::V,röra,taknuti
1145,weinen::V,gråta,plakati
1146,schimpfen::V,skälla,psovati
1147,sich ärgern::V,förargas,ljutiti se
1148,sich fürchten::V,vara rädd,bojati se
1149,fürchten::V,frukta,bojati se
1150,fliehen::V,fly,pobjeći
1151,fliehen::V,rymma,pobjeći
1152,flüchten::V,fly,utjeći
1153,sehen::V,se,vidjeti
1154,anschauen::V,se på,ogledati
1155,anschauen::V,betrakta,ogledati
1156,ansehen::V,åse,gledati
1157,hören::V,höra,čuti
1158,zuhören::V,höra på,slušati
1159,zuhören::V,lyssna till,slušati
1160,probieren::V,smaka,probati
1161,probieren::V,smaka på,probati
1162,riechen::V,lukta,osjećati miris
1163,fühlen::V,känna,osjećati
1164,scheinen::V,verka,činiti se
1165,scheinen::V,tyckas,činiti se
1166,zu sehen sein::V,synas,biti vidljiv
1167,zu sehen sein::V,kunna ses,biti vidljiv
1168,vernehmen::V,få veta,saznati
1169,vernehmen::V,förnimma,saznati
1170,frieren::V,frysa,zima je
1171,tun::V,göra,raditi
1172,können::V,kunna,moći
1173,wollen::V,vilja,htjeti
1174,anfangen::V,börja,početi
1175,beenden::V,avsluta,svršiti
1176,beenden::V,avsluta,dovršiti
1177,aufhören::V,sluta,prestati
1178,aufhören::V,upphöra,prestati
1179,gelingen::V,lyckas,uspjeti
1180,geraten::V,bli,desiti se
1181,öffnen::V,öppna,otvoriti
1182,schließen::V,låsa,zatvoriti
1183,schließen::V,stänga,zatvoriti
1184,stellen::V,ställa,metnuti
1185,stellen::V,ställa,postaviti
1186,setzen::V,sätta,posaditi
1187,legen::V,lägga,polagati
1188,berühren::V,beröra,doticati
1189,berühren::V,beröra,dodirivati
1190,verbinden::V,förbinda,spojiti
1191,verbinden::V,förbinda,zavezati
1192,bedecken::V,täcka,pokriti
1193,bedecken::V,betäcka,pokriti
1194,aufhängen::V,hänga,objesiti
1195,aufhängen::V,hänga upp,objesiti
1196,anzünden::V,tända,upaliti
1197,anzünden::V,tända,zapaliti
1198,anzünden::V,antända,upaliti
1199,anzünden::V,antända,zapaliti
1200,anzünden::V,tända på,upaliti
1201,anzünden::V,tända på,zapaliti
1202,aufheben::V,lyfta,podići
1203,aufheben::V,lyfta,podignuti
1204,zurücklassen::V,lämna,ostaviti
1205,zurücklassen::V,lämna,pustiti natrag
1206,zurücklassen::V,efterlämna,ostaviti
1207,zurücklassen::V,efterlämna,pustiti natrag
1208,verlieren::V,mista,izgubiti
1209,verlieren::V,förlora,izgubiti
1210,fallen lassen::V,tappa,ispustiti
1211,fallen lassen::V,släppa,ispustiti
1212,machen::V,göra,uraditi
1213,machen::V,göra,načiniti
1214,machen::V,göra,napraviti
1215,herstellen::V,tillverka,proizvesti
1216,herstellen::V,framställa,proizvesti
1217,bauen::V,bygga,graditi
1218,reparieren::V,reparera,popraviti
1219,verbessern::V,rätta,poboljšati
1220,verbessern::V,förbättra,poboljšati
1221,ändern::V,ändra,promijeniti
1222,ändern::V,förändra,promijeniti
1223,graben::V,gräva,kopati
1224,graben::V,gräva,kopkati
1225,beugen::V,böja,saviti
1226,biegen::V,böja,saviti
1227,biegen::V,böja,sagnuti
1228,biegen::V,kröka,saviti
1229,biegen::V,kröka,sagnuti
1230,drehen::V,vrida,vrtjeti
1231,wenden::V,vända,obrnuti
1232,umdrehen::V,vrida om,okrenuti
1233,umdrehen::V,vrida om,prevŕnuti
1234,heben::V,häva,dizati
1235,hochheben::V,lyfta,dignuti
1236,ergreifen::V,gripa,uhvatiti
1237,ergreifen::V,gripa,prihvatiti
1238,halten::V,hålla,držati
1239,drücken::V,trycka,pritiskivati
1240,schieben::V,skjuta,gurati
1241,kratzen::V,riva,česati
1242,kratzen::V,riva,grepsti
1243,kratzen::V,skrapa,česati
1244,kratzen::V,skrapa,grepsti
1245,lecken::V,slicka,lizati
1246,beißen::V,bita,ujesti
1247,beißen::V,bita,gristi
1248,abreißen::V,slita_av,otkinuti
1249,abreißen::V,riva_av,otkinuti
1250,abschneiden::V,skära av,odrezati
1251,binden::V,binda,vezati
1252,stecken::V,sticka,turiti
1253,brechen::V,bryta,slomiti
1254,brechen::V,brista,slomiti
1255,klopfen::V,banka,lupati
1256,klopfen::V,banka,kucati
1257,klopfen::V,klappa,lupati
1258,klopfen::V,klappa,kucati
1259,hauen::V,hugga,tući
1260,hauen::V,hugga,udarati
1261,kleben::V,klistra,lijepiti
1262,reiben::V,gnida,trti
1263,streichen::V,smörja,namazati
1264,schleifen::V,slipa,brusiti
1265,schneiden::V,skära,rezati
1266,schneiden::V,klippa,rezati
1267,rütteln::V,skaka,drmati
1268,schütteln::V,rista,tresti
1269,schwenken::V,svänga,mahati
1270,schütten::V,hälla,sipati
1271,schütten::V,hälla,lijevati
1272,füllen::V,fylla,napuniti
1273,einwickeln::V,slå in,umotati
1274,einwickeln::V,slå in,zamotati
1275,einwickeln::V,veckla in,umotati
1276,einwickeln::V,veckla in,zamotati
1277,tragen::V,bära,nositi
1278,schleppen::V,släpa,tegliti
1279,ziehen::V,dra,vući
1280,aufbewahren::V,förvara,čuvati
1281,aufbewahren::V,ta vara på,čuvati
1282,werfen::V,kasta,bacati
1283,fangen::V,fånga,loviti
1284,fangen::V,fånga,hvatati
1285,packen::V,gripa,ščepati
1286,packen::V,gripa,zgrabiti
1287,packen::V,gripa tag,ščepati
1288,packen::V,gripa tag,zgrabiti
1289,verstecken::V,gömma,sakriti
1290,teilen::V,dela,podijeliti
1291,schicken::V,skicka,slati
1292,bringen::V,bringa,donijeti
1293,hinzufügen::V,tillägga,dodati
1294,hinzufügen::V,tillägga,pridati
1295,bekommen::V,få,dobiti
1296,bekommen::V,erhålla,dobiti
1297,erhalten::V,få,primiti
1298,erhalten::V,erhålla,primiti
1299,nehmen::V,ta,uzeti
1300,nehmen::V,taga,uzeti
1301,wählen::V,välja,izabrati
1302,auswählen::V,utvälja,odabrati
1303,bewahren::V,bevara,sačuvati
1304,behindern::V,hindra,smetati
1305,behindern::V,förhindra,smetati
1306,verderben::V,förstöra,pokvariti
1307,beschädigen::V,skada,oštetiti
1308,zerbrechen::V,bryta isär,razbiti
1309,zerbrechen::V,bryta isär,prelomiti
1310,zerbrechen::V,bryta sönder,razbiti
1311,zerbrechen::V,bryta sönder,prelomiti
1312,zerreißen::V,riva sönder,poderati
1313,zerreißen::V,riva sönder,rastrgnuti
1314,zerreißen::V,slita sönder,poderati
1315,zerreißen::V,slita sönder,rastrgnuti
1316,zerstören::V,förstöra,razoriti
1317,zerstören::V,förstöra,razrušiti
1318,verbrennen::V,bränna,spaliti
1319,verbrennen::V,bränna,sagorjeti
1320,verbrennen::V,bränna upp,spaliti
1321,verbrennen::V,bränna upp,sagorjeti
1322,geben::V,ge,dati
1323,reichen::V,räcka,pružiti
1324,schenken::V,skänka,darivati
1325,versprechen::V,lova,obećati
1326,wünschen::V,önska,željeti
1327,loben::V,lova,hvaliti
1328,loben::V,beröma,hvaliti
1329,küssen::V,pussa,ljubiti
1330,wiegen::V,vagga,njihati
1331,wiegen::V,vagga,ljuljati
1332,zudecken::V,täcka,pokriti
1333,wecken::V,väcka,probuditi
1334,zeigen::V,visa,pokazati
1335,führen::V,föra,voditi
1336,lehren::V,lära,učiti
1337,unterrichten::V,undervisa,poučiti
1338,aufziehen::V,uppfostra,uzgajati
1339,leiten::V,leda,upravljati
1340,antreiben::V,driva på,natjeravati
1341,lassen::V,få att,dati
1342,einladen::V,bjuda,pozvati
1343,einladen::V,inbjuda,pozvati
1344,vereinigen::V,förena,ujediniti
1345,besuchen::V,besöka,posjetiti
1346,treffen::V,möta,sresti
1347,treffen::V,träffa,sresti
1348,sich versammeln::V,församla sig,okupiti se
1349,spielen::V,leka,igrati se
1350,spielen::V,spela,igrati se
1351,singen::V,sjunga,pjevati
1352,tanzen::V,dansa,plesati
1353,sich trennen::V,skiljas,razići se
1354,verlassen::V,lämna,ostaviti
1355,verlassen::V,lämna,napustiti
1356,verlassen::V,överge,ostaviti
1357,verlassen::V,överge,napustiti
1358,retten::V,rädda,spasiti
1359,bewachen::V,bevaka,čuvati
1360,bewachen::V,bevaka,stražariti
1361,schützen::V,skydda,čuvati
1362,schützen::V,beskydda,čuvati
1363,verteidigen::V,försvara,obraniti
1364,sich schlagen::V,slåss,biti se
1365,sich schlagen::V,slåss,udariti se
1366,schießen::V,skjuta,pucati
1367,schießen::V,skjuta,strijeljati
1368,siegen::V,segra,pobijediti
1369,ärgern::V,förarga,ljutiti
1370,schlagen::V,slå,biti
1371,schlagen::V,slå,udariti
1372,treten::V,sparka,šutnuti
1373,stechen::V,sticka,ubosti
1374,stoßen::V,stöta,gurnuti
1375,stehlen::V,stjäla,ukrasti
1376,stören::V,störa,smetati
1377,belästigen::V,genera,smetati
1378,belästigen::V,genera,dosaditi
1379,belästigen::V,besvära,smetati
1380,belästigen::V,besvära,dosaditi
1381,verbergen::V,dölja,skriti
1382,täuschen::V,vilseleda,obmanuti
1383,betrügen::V,bedra,prevarati
1384,töten::V,döda,ubiti
1385,wohnen::V,bo,stanovati
1386,arbeiten::V,arbeta,raditi
1387,sammeln::V,samla,sabrati
1388,pflücken::V,plocka,ubrati
1389,jagen::V,jaga,loviti
1390,fischen::V,fiska,ribati
1391,fischen::V,fiska,loviti ribu
1392,fassen::V,fånga,uloviti
1393,hüten::V,vakta,pasti
1394,treiben::V,driva,goniti
1395,anbinden::V,binda fast,privezati
1396,füttern::V,fodra,hraniti
1397,melken::V,mjölka,musti
1398,hacken::V,hacka,sjeckati
1399,gießen::V,hälla,politi
1400,gießen::V,vattna,politi
1401,reifen::V,mogna,sazreti
1402,zubereiten::V,tillaga,prigotoviti
1403,zubereiten::V,tillreda,prigotoviti
1404,kochen::V,koka,kuhati
1405,backen::V,baka,peći
1406,braten::V,steka,peći
1407,braten::V,steka,pržiti
1408,umrühren::V,röra om,promiješati
1409,stricken::V,sticka,plesti
1410,nähen::V,sy,šiti
1411,färben::V,färga,obojiti
1412,reinigen::V,rensa,očistiti
1413,reinigen::V,rensa,počistiti
1414,reinigen::V,rengöra,očistiti
1415,reinigen::V,rengöra,počistiti
1416,waschen::V,tvätta,prati
1417,abwischen::V,torka av,otrti
1418,spülen::V,spola,isprati
1419,spülen::V,spola,oplakati
1420,spülen::V,skölja,isprati
1421,spülen::V,skölja,oplakati
1422,fegen::V,feja,mesti
1423,fegen::V,feja,pomesti
1424,kehren::V,sopa,mesti
1425,baden::V,bada,kupati se
1426,sich waschen::V,tvätta sig,umiti se
1427,sich waschen::V,tvätta sig,prati se
1428,ausziehen::V,ta av,svući
1429,anziehen::V,ta på,obući
1430,sich anziehen::V,klä på sig,obući se
1431,kämmen::V,kamma,češljati
1432,schmücken::V,pynta,uresiti
1433,schmücken::V,pynta,nakititi
1434,schmücken::V,smycka,uresiti
1435,schmücken::V,smycka,nakititi
1436,sagen::V,säga,reći
1437,sagen::V,säga,kazati
1438,sprechen::V,tala,govoriti
1439,reden::V,tala,govoriti
1440,reden::V,tala,besjediti
1441,reden::V,prata,govoriti
1442,reden::V,prata,besjediti
1443,sich unterhalten::V,prata,razgovarati se
1444,fragen::V,fråga,pitati
1445,fragen::V,spörja,pitati
1446,bitten::V,be,moliti
1447,erzählen::V,berätta,ispričati
1448,erzählen::V,berätta,pripovjediti
1449,mitteilen::V,meddela,saopćiti
1450,nennen::V,kalla,nazvati
1451,rufen::V,ropa,zvati
1452,rufen::V,ropa,dozvati
1453,prahlen::V,pråla,hvalisati se
1454,prahlen::V,skryta,hvalisati se
1455,übersetzen::V,tolka,prevesti
1456,übersetzen::V,översätta,prevesti
1457,denken::V,tänka,misliti
1458,glauben::V,tro,vjerovati
1459,bemerken::V,uppmärksamma,zapaziti
1460,bemerken::V,uppmärksamma,primijetiti
1461,bemerken::V,lägga märke till,zapaziti
1462,bemerken::V,lägga märke till,primijetiti
1463,erkennen::V,känna igen,prepoznati
1464,begreifen::V,begripa,pojmiti
1465,begreifen::V,begripa,shvatiti
1466,verstehen::V,förstå,razabrati
1467,lernen::V,lära sig,učiti se
1468,wissen::V,veta,znati
1469,sich erinnern an::V,minnas,sjetiti se
1470,sich erinnern an::V,komma ihåg,sjetiti se
1471,vergessen::V,glömma,zaboraviti
1472,messen::V,mäta,mjeriti
1473,zählen::V,räkna,brojiti
1474,rechnen::V,räkna,računati
1475,lesen::V,läsa,čitati
1476,malen::V,måla,slikati
1477,zeichnen::V,teckna,crtati
1478,schreiben::V,skriva,pisati
1479,besitzen::V,äga,imati
1480,besitzen::V,äga,posjedovati
1481,besitzen::V,besitta,imati
1482,besitzen::V,besitta,posjedovati
1483,kaufen::V,köpa,kupiti
1484,verkaufen::V,sälja,prodati
1485,verkaufen::V,sälja,raspačati
1486,bezahlen::V,betala,platiti
1487,zahlen::V,betala,plaćati
1488,beherrschen::V,behärska,vladati
1489,beherrschen::V,behärska,gospodariti
1490,ertragen::V,tåla,trpjeti
1491,ertragen::V,tåla,podnijeti
1492,ertragen::V,uthärda,trpjeti
1493,ertragen::V,uthärda,podnijeti
