,Concept_ID,de,ml
622,zurück::ADV,zurück,പുറകിലേക്ക്
623,unten::ADV,unten,താഴെ
624,hinab::ADV,hinab,താഴേക്ക്
625,oben::ADV,oben,മുകളിൽ
626,hinauf::ADV,hinauf,മുകളിൽ
627,überall::ADV,überall,എല്ലായിടത്തും
628,nicht::ADV,nicht,ഇല്ല
629,ein wenig::ADV,ein wenig,കുറച്ച്
630,kaum::ADV,kaum,കഷ്ടിച്ച്
631,sehr::ADV,sehr,വളരെ
632,so::ADV,so,അങ്ങനെ
633,noch::ADV,noch,ഇപ്പോഴും
634,nur::ADV,nur,മാത്രം
635,schon::ADV,schon,നേരത്തേ തന്നെ
636,wieder::ADV,wieder,വീണ്ടും
637,vergebens::ADV,vergebens,വിഫല
638,vor::PRP,vor,മുമ്പിൽ
639,hinter::PRP,hinter,പുറകിൽ
640,unter::PRP,unter,കീഴിൽ
641,durch::PRP,durch,ഉള്ളിലൂടെ
642,neben::PRP,neben,അടുത്ത്
643,zwischen::PRP,zwischen,ഇടയ്ക്ക്
644,wegen::PRP,wegen,നിമിത്തം
645,dies::PRN,dies,ഇത്
646,das::PRN,das,അത്
647,alles::PRN,alles,എല്ലാം
648,ich::PRN,ich,ഞാൻ
649,du::PRN,du,നിങ്ങൾ
650,er::PRN,er,അദ്ദേഹം
651,er::PRN,er,അയാൾ
652,er::PRN,er,അവൻ
653,er::PRN,er,അവർ
654,er::PRN,er,അവൾ
655,wir::PRN,wir,നമ്മൾ
656,ihr::PRN,ihr,നിങ്ങൾ
657,sie::PRN,sie,അവർ
658,was::FPRN,was,എന്ത്
659,wer::FPRN,wer,ആര്
660,wo::FADV,wo,എവിടെ
661,wohin::FADV,wohin,എവിടേക്ക്
662,wie::FADV,wie,എങ്ങനെ
663,warum::FADV,warum,എന്തുകൊണ്ട്
664,wieviel::FNUM,wieviel,എത്ര
665,eins::NUM,eins,ഒന്ന്
666,zwei::NUM,zwei,രണ്ട്
667,drei::NUM,drei,മൂന്ന്
668,vier::NUM,vier,നാല്
669,fünf::NUM,fünf,അഞ്ച്
670,sechs::NUM,sechs,ആറ്
671,sieben::NUM,sieben,ഏഴ്
672,acht::NUM,acht,എട്ട്
673,neun::NUM,neun,ഒമ്പത്
674,zehn::NUM,zehn,പത്ത്
675,elf::NUM,elf,പതിനൊന്ന്
676,zwölf::NUM,zwölf,പന്ത്രണ്ട്
677,zwanzig::NUM,zwanzig,ഇരുപത്
678,dreißig::NUM,dreißig,മുപ്പത്
679,vierzig::NUM,vierzig,നാൽപ്പത്
680,fünfzig::NUM,fünfzig,അൻപത്
681,sechzig::NUM,sechzig,അറുപത്
682,siebzig::NUM,siebzig,എഴുപത്
683,achtzig::NUM,achtzig,എൺപത്
684,neunzig::NUM,neunzig,തൊണ്ണൂറ്
685,hundert::NUM,hundert,നൂറ്
686,tausend::NUM,tausend,ആയിരം
687,und::CNJ,und,ഉം
688,oder::CNJ,oder,അഥവാ
689,stehen::V,stehen,നിൽക്കുക
690,sitzen::V,sitzen,ഇരിക്കുക
691,liegen::V,liegen,കിടക്കുക
692,hängen::V,hängen,തൂങ്ങുക
693,werden::V,werden,ആയിത്തീരുക
694,passieren::V,passieren,സംഭവിക്കുക
695,beginnen::V,beginnen,ആരംഭിക്കുക
696,enden::V,enden,അവസാനിപ്പിക്കുക
697,wechseln::V,wechseln,മാറ്റുക
698,aufgehen[Sonne]::V,aufgehen,ഉയരുക
699,untergehen[Sonne]::V,untergehen,അടുക്കി_വയ്ക്കുക
700,scheinen[Sonne]::V,scheinen,പ്രകാശിക്കുക
701,donnern::V,donnern,ഇടിവെട്ടുക
702,wehen::V,wehen,വീശുക
703,strömen::V,strömen,ഒഴുകുക
704,fließen::V,fließen,ഒഴുകുക
705,sich drehen::V,sich drehen,ചുറ്റുക
706,sich drehen::V,sich drehen,കറക്കുക
707,schwanken::V,schwanken,ഇരുവശത്തേയ്ക്കും_ആടുക
708,schwingen::V,schwingen,ആടുക
709,fallen::V,fallen,വീഴുക
710,brennen::V,brennen,കത്തുക
711,rauchen::V,rauchen,പുകയുക
712,regnen::V,regnen,മഴ_പെയ്യുക
713,gefrieren::V,gefrieren,തണത്ത്_മരവിക്കുക
714,tauen::V,tauen,അലിയുക
715,schmelzen::V,schmelzen,ഉരുകുക
716,trocknen::V,trocknen,വരളുക
717,sieden::V,sieden,തിളപ്പിക്കുക
718,faulen::V,faulen,ചീയുക
719,verfaulen::V,verfaulen,അഴുകുക
720,reißen::V,reißen,ശബ്ദത്തോടെ_മുറിയുക
721,versinken::V,versinken,മുക്കുക
722,vergehen::V,vergehen,കടന്നുപോകുക
723,erscheinen::V,erscheinen,പ്രത്യക്ഷപ്പെടുക
724,verschwinden::V,verschwinden,അദൃശ്യമാകുക
725,sinken::V,sinken,താഴുക
726,abnehmen::V,abnehmen,കുറിയുക
727,zunehmen::V,zunehmen,വർദ്ധിക്കുക
728,steigen::V,steigen,ഉയരുക
729,wachsen::V,wachsen,വളരുക
730,glänzen::V,glänzen,മിന്നുക
731,funkeln::V,funkeln,തിളങ്ങുക
732,lärmen::V,lärmen,ശബ്ദമുണ്ടാക്കുക
733,läuten::V,läuten,മണിമുഴങ്ങുക
734,klingeln::V,klingeln,ചിലമ്പുക
735,klirren::V,klirren,കിലുക്കുക
736,brausen::V,brausen,മുഴങ്ങുക
737,rauschen::V,rauschen,അനങ്ങുക
738,klingen::V,klingen,മുഴക്കുക
739,bellen::V,bellen,കുരയ്ക്കുക
740,heulen::V,heulen,ഓരിയിടുക
741,blasen::V,blasen,ഊതുക
742,pfeifen::V,pfeifen,വിസിലടിക്കുക
743,schreien::V,schreien,ആക്രോശിക്കുക
744,stöhnen::V,stöhnen,അരക്കം
745,stöhnen::V,stöhnen,ആർത്തനാദം
746,zittern::V,zittern,വിറയ്ക്കുക
747,leben::V,leben,താമസിക്കുക
748,geboren werden::V,geboren werden,ജനിക്കുക
749,atmen::V,atmen,ശ്വസിക്കുക
750,trinken::V,trinken,കുടിക്കുക
751,essen::V,essen,കഴിക്കുക
752,schlucken::V,schlucken,വിഴുങ്ങുക
753,müde werden::V,müde werden,ക്ഷീണിക്കുക
754,einschlafen::V,einschlafen,നിദ്രിക്കുക
755,schlafen::V,schlafen,ഉറങ്ങുക
756,aufwachen::V,aufwachen,ഉണരുക
757,aufstehen::V,aufstehen,എഴുന്നേൽക്കുക
758,sich erholen::V,sich erholen,വിശ്രമിക്കുക
759,krank werden::V,krank werden,ദീനംപിടിക്കുക
760,krank sein::V,krank sein,രോഗികളാകുക
761,schmerzen::V,schmerzen,വേദനിക്കുക
762,husten::V,husten,ചുമയ്ക്കുക
763,genesen::V,genesen,സുഖപ്പെടുക
764,sterben::V,sterben,മരിക്കുക
765,umkommen::V,umkommen,മരിക്കുക
766,sich bewegen::V,sich bewegen,സ്ഥലം_മാറുക
767,sich rühren::V,sich rühren,ചലിക്കുക
768,sich erheben::V,sich erheben,നിൽക്കുക
769,sich setzen::V,sich setzen,ഇരിക്കുക
770,hinfallen::V,hinfallen,വീഴുക
771,laufen::V,laufen,നടക്കുക
772,schreiten::V,schreiten,നടക്കുക
773,spazierengehen::V,spazierengehen,ഉലാത്തുക
774,eilen::V,eilen,പാഞ്ഞെത്തുക
775,sich beeilen::V,sich beeilen,തിരിക്കുകൂട്ടുക
776,sich beeilen::V,sich beeilen,തിടുക്കം_കാട്ടുക
777,sausen::V,sausen,കുതിക്കുക
778,rennen::V,rennen,ഓടുക
779,springen::V,springen,ചാടുക
780,klettern::V,klettern,കയറുക
781,schaukeln::V,schaukeln,ഇളകുക
782,kriechen::V,kriechen,പതുങ്ങികയറുക
783,schwimmen::V,schwimmen,നീന്തുക
784,tauchen::V,tauchen,വെള്ളത്തിലേക്ക് ചാടുക
785,rudern::V,rudern,തുഴയുക
786,fahren::V,fahren,വാഹനം ഓടിക്കുക
787,fliegen::V,fliegen,പറക്കുക
788,gehen::V,gehen,പോകുക
789,weggehen::V,weggehen,വിടുക
790,abfahren::V,abfahren,പുറപ്പെടുക
791,anhalten::V,anhalten,നിർത്തുക
792,hineingehen::V,hineingehen,പ്രവേശിക്കുക
793,eintreten::V,eintreten,പ്രവേശിക്കുക
794,kommen::V,kommen,വരുക
795,ankommen::V,ankommen,എത്തിച്ചേരുക
796,zurückkommen::V,zurückkommen,തിരിച്ചു വരുക
797,bleiben::V,bleiben,തുടരുക
798,warten::V,warten,കാത്തിരിക്കുക
799,erwarten::V,erwarten,പ്രതീക്ഷിക്കുക
800,suchen::V,suchen,തിരയുക
801,finden::V,finden,കണ്ടെത്തുക
802,versuchen::V,versuchen,ശ്രമിക്കുക
803,vorbereiten::V,vorbereiten,തയ്യാറെടുക്കുക
804,lieben::V,lieben,സ്നേഹിക്കുക
805,mögen::V,mögen,ഇഷ്ടപ്പെടുക
806,lachen::V,lachen,ചിരിക്കുക
807,rühren::V,rühren,ഹൃദയം സ്പർശിക്കുക
808,weinen::V,weinen,തേങ്ങുക
809,schimpfen::V,schimpfen,പിറുപിറുക്കുക
810,sich ärgern::V,sich ärgern,കോപിക്കുക
811,sich fürchten::V,sich fürchten,പേടിക്കുക
812,fürchten::V,fürchten,പേടിക്കുക
813,fliehen::V,fliehen,രക്ഷപ്പെടുക
814,flüchten::V,flüchten,രക്ഷപ്പെടുക
815,sehen::V,sehen,കാണുക
816,anschauen::V,anschauen,നോക്കുക
817,ansehen::V,ansehen,നോക്കുക
818,hören::V,hören,കേൾക്കുക
819,zuhören::V,zuhören,ശ്രദ്ധിക്കുക
820,probieren::V,probieren,രുചിയുള്ളതായി_തോന്നുക
821,riechen::V,riechen,മണത്തു_നോക്കുക
822,fühlen::V,fühlen,സ്പർശിച്ചറിയുക
823,scheinen::V,scheinen,കാണപ്പെടുക
824,zu sehen sein::V,zu sehen sein,വെളിച്ചപ്പെടുക
825,vernehmen::V,vernehmen,കേൾക്കുക
826,frieren::V,frieren,വിറയ്ക്കുക
827,tun::V,tun,ചെയ്യുക
828,können::V,können,കഴിയുക
829,wollen::V,wollen,വേണുക
830,anfangen::V,anfangen,തുടങ്ങുക
831,beenden::V,beenden,പൂർത്തിയാക്കുക
832,aufhören::V,aufhören,നിർത്തുക
833,gelingen::V,gelingen,വിജയിക്കുക
834,geraten::V,geraten,പരിണമിക്കുക
835,öffnen::V,öffnen,തുറക്കുക
836,schließen::V,schließen,അടയ്ക്കുക
837,stellen::V,stellen,വയ്ക്കുക
838,setzen::V,setzen,വയ്ക്കുക
839,legen::V,legen,ഇടുക
840,berühren::V,berühren,തൊടുക
841,verbinden::V,verbinden,ഘടിപ്പിക്കുക
842,bedecken::V,bedecken,മുടുക
843,aufhängen::V,aufhängen,കെട്ടിതൂക്കുക
844,anzünden::V,anzünden,കത്തിക്കുക
845,aufheben::V,aufheben,പെറുക്കിയെടുക്കുക
846,zurücklassen::V,zurücklassen,വച്ചുപോരുക
847,verlieren::V,verlieren,നഷ്ടപ്പെടുക
848,fallen lassen::V,fallen lassen,വീഴ്ത്തുക
849,machen::V,machen,ഉണ്ടാക്കുക
850,herstellen::V,herstellen,ഉൽപാദിപ്പിക്കുക
851,bauen::V,bauen,നിർമ്മിക്കുക
852,reparieren::V,reparieren,നന്നാക്കുക
853,verbessern::V,verbessern,മെച്ചപ്പെടുക
854,ändern::V,ändern,മാറ്റംവരുത്തുക
855,graben::V,graben,കുഴിക്കുക
856,beugen::V,beugen,വണങ്ങുക
857,biegen::V,biegen,കുനിയുക
858,drehen::V,drehen,തിരിക്കുക
859,wenden::V,wenden,തിരിയുക
860,umdrehen::V,umdrehen,തിരിയുക
861,heben::V,heben,ഉയർത്തുക
862,hochheben::V,hochheben,ഉയർത്തുക
863,ergreifen::V,ergreifen,ബലമായി_പിടിക്കുക
864,halten::V,halten,പിടിക്കുക
865,drücken::V,drücken,അമർത്തുക
866,schieben::V,schieben,തള്ളുക
867,kratzen::V,kratzen,ചുരണ്ടുക
868,lecken::V,lecken,നക്കുക
869,beißen::V,beißen,കടിക്കുക
870,abreißen::V,abreißen,കീറിക്കളയുക
871,abschneiden::V,abschneiden,മുറിച്ചുമാറ്റുക
872,binden::V,binden,കെട്ടുക
873,stecken::V,stecken,തുളയ്ക്കുക
874,brechen::V,brechen,ഉടയുക
875,klopfen::V,klopfen,തട്ടുക
876,hauen::V,hauen,അടിക്കുക
877,kleben::V,kleben,ഒട്ടിക്കുക
878,reiben::V,reiben,തിരുമ്മിത്തുടയ്ക്കുക
879,streichen::V,streichen,പടർത്തുക
880,schleifen::V,schleifen,പൊടിക്കുക
881,schneiden::V,schneiden,മുറിക്കുക
882,rütteln::V,rütteln,മുട്ടുക
883,schütteln::V,schütteln,കുലുക്കുക
884,schwenken::V,schwenken,ആടുക
885,schütten::V,schütten,ഒഴിക്കുക
886,füllen::V,füllen,നിറയ്ക്കുക
887,einwickeln::V,einwickeln,പൊതിയുക
888,tragen::V,tragen,വഹിക്കുക
889,schleppen::V,schleppen,വലിച്ചിഴയ്ക്കുക
890,ziehen::V,ziehen,വലിക്കുക
891,aufbewahren::V,aufbewahren,വയ്ക്കുക
892,werfen::V,werfen,എറിയുക
893,fangen::V,fangen,പിടിക്കുക
894,packen::V,packen,തട്ടിപ്പറിക്കുക
895,verstecken::V,verstecken,മറയ്ക്കുക
896,teilen::V,teilen,വിഭജിക്കുക
897,schicken::V,schicken,അയയ്ക്കുക
898,bringen::V,bringen,കൊണ്ടുവരുക
899,hinzufügen::V,hinzufügen,കൂട്ടുക
900,bekommen::V,bekommen,കിട്ടുക
901,erhalten::V,erhalten,സ്വീകരിക്കുക
902,nehmen::V,nehmen,എടുക്കുക
903,wählen::V,wählen,തിരഞ്ഞെടുക്കുക
904,auswählen::V,auswählen,തിരഞ്ഞെടുക്കുക
905,bewahren::V,bewahren,പുലർത്തുക
906,behindern::V,behindern,തടയിടുക
907,verderben::V,verderben,നശിപ്പിക്കുക
908,beschädigen::V,beschädigen,ക്ഷതമേൽപ്പിക്കുക
909,zerbrechen::V,zerbrechen,ഉടയുക
910,zerreißen::V,zerreißen,കീറുക
911,zerstören::V,zerstören,നശിപ്പിക്കുക
912,verbrennen::V,verbrennen,കത്തിനശിക്കുക
913,verbrennen::V,verbrennen,കത്തിച്ചുകളയുക
914,geben::V,geben,കൊടുക്കുക
915,geben::V,geben,തരുക
916,reichen::V,reichen,കൈമാറുക
917,schenken::V,schenken,സമ്മാനം കൊടുക്കുക
918,versprechen::V,versprechen,വാഗ്ദാനം_നൽകുക
919,wünschen::V,wünschen,ആഗ്രഹിക്കുക
920,loben::V,loben,പുകഴ്ത്തുക
921,küssen::V,küssen,ഉമ്മവയ്ക്കുക
922,wiegen::V,wiegen,ഇളകുക
923,zudecken::V,zudecken,മുടുക
924,wecken::V,wecken,ഉണർത്തുക
925,zeigen::V,zeigen,കാണിക്കുക
926,führen::V,führen,നടത്തുക
927,lehren::V,lehren,പഠിപ്പിക്കുക
928,unterrichten::V,unterrichten,പരിശീലിപ്പിക്കുക
929,aufziehen::V,aufziehen,വളർത്തിക്കൊണ്ടുവരുക
930,leiten::V,leiten,നയിക്കുക
931,antreiben::V,antreiben,പ്രേരിപ്പിക്കുക
932,lassen::V,lassen,അനുവദിക്കുക
933,einladen::V,einladen,ക്ഷണിക്കുക
934,vereinigen::V,vereinigen,കൂടിച്ചേരുക
935,besuchen::V,besuchen,സന്ദർശിക്കുക
936,treffen::V,treffen,തമ്മിൽ കാണുക
937,sich versammeln::V,sich versammeln,സംയോജിപ്പിക്കുക
938,spielen::V,spielen,കളിക്കുക
939,singen::V,singen,പാടുക
940,tanzen::V,tanzen,നൃത്തം ചെയ്യുക
941,sich trennen::V,sich trennen,നേർപെടുത്തുക
942,verlassen::V,verlassen,പിൻവാങ്ങുക
943,retten::V,retten,രക്ഷിക്കുക
944,bewachen::V,bewachen,കാവൽനിൽക്കുക
945,schützen::V,schützen,പരിരക്ഷിക്കുക
946,verteidigen::V,verteidigen,പ്രതിരോധിക്കുക
947,sich schlagen::V,sich schlagen,കലഹിക്കുക
948,schießen::V,schießen,വെടിവെക്കുക
949,siegen::V,siegen,വിജയിക്കുക
950,ärgern::V,ärgern,വിഷമിപ്പിക്കുക
951,schlagen::V,schlagen,അടിക്കുക
952,treten::V,treten,തൊഴിക്കുക
953,stechen::V,stechen,കുത്തുക
954,stoßen::V,stoßen,തള്ളുക
955,stehlen::V,stehlen,മോഷ്ടിക്കുക
956,stören::V,stören,ശല്യപ്പെടുത്തുക
957,belästigen::V,belästigen,മെനക്കെടുക
958,verbergen::V,verbergen,മറയ്ക്കുക
959,verbergen::V,verbergen,ഒളിക്കുക
960,täuschen::V,täuschen,കബളിപ്പിക്കുക
961,betrügen::V,betrügen,ചതിക്കുക
962,töten::V,töten,കൊല്ലുക
963,wohnen::V,wohnen,താമസിക്കുക
964,arbeiten::V,arbeiten,ജോലിചെയ്യുക
965,sammeln::V,sammeln,സഞ്ചയിക്കുക
966,pflücken::V,pflücken,പറിച്ചെടുക്കുക
967,jagen::V,jagen,വേട്ടയാടുക
968,fischen::V,fischen,മീൻ പിടിക്കുക
969,fassen::V,fassen,പിടിക്കുക
970,hüten::V,hüten,ചേർക്കുക
971,treiben::V,treiben,വാഹനം_ഓടിക്കുക
972,anbinden::V,anbinden,കെട്ടിയിടുക
973,füttern::V,füttern,തീറ്റുക
974,melken::V,melken,പാലുകറക്കുക
975,hacken::V,hacken,വെട്ടിമുറിക്കുക
976,gießen::V,gießen,നനയ്ക്കുക
977,reifen::V,reifen,പാകമാകുക
978,zubereiten::V,zubereiten,പാചകം_ചെയ്യുക
979,kochen::V,kochen,വേവിക്കുക
980,backen::V,backen,ബേക്ക് ചെയ്യുക
981,braten::V,braten,പോരിക്കുക
982,umrühren::V,umrühren,ഇളക്കുക
983,stricken::V,stricken,മെടയുക
984,nähen::V,nähen,തുന്നുക
985,färben::V,färben,ചായം പൂശുക
986,reinigen::V,reinigen,വൃത്തിയാക്കുക
987,waschen::V,waschen,കഴുകുക
988,abwischen::V,abwischen,തുടയ്ക്കുക
989,spülen::V,spülen,കഴുകുക
990,fegen::V,fegen,അടിച്ചുവാരുക
991,kehren::V,kehren,അടിച്ചുവാരുക
992,baden::V,baden,നീന്തിത്തുടിക്കുക
993,sich waschen::V,sich waschen,കഴുകുക
994,ausziehen::V,ausziehen,ഇഴുക്കുക
995,anziehen::V,anziehen,ഉടുക്കുക
996,sich anziehen::V,sich anziehen,ധരിച്ച നേടുകയുക
997,kämmen::V,kämmen,മുടിചീകുക
998,schmücken::V,schmücken,അലങ്കരിക്കുക
999,sagen::V,sagen,പറയുക
1000,sprechen::V,sprechen,സംസാരിക്കുക
1001,reden::V,reden,സംസാരിക്കുക
1002,sich unterhalten::V,sich unterhalten,നർമ്മസല്ലാപം നടത്തുക
1003,fragen::V,fragen,ചോദിക്കുക
1004,bitten::V,bitten,അപേക്ഷിക്കുക
1005,erzählen::V,erzählen,പറയുക
1006,mitteilen::V,mitteilen,അറിയിക്കുക
1007,nennen::V,nennen,പേരിടുക
1008,rufen::V,rufen,വിളിക്കുക
1009,prahlen::V,prahlen,പൊങ്ങച്ചം പറയുക
1010,übersetzen::V,übersetzen,പരിഭാഷപ്പെടുത്തുക
1011,denken::V,denken,ചിന്തിക്കുക
1012,glauben::V,glauben,വിശ്വസിക്കുക
1013,bemerken::V,bemerken,ശ്രദ്ധിക്കുക
1014,erkennen::V,erkennen,തിരിചറിയുക
1015,begreifen::V,begreifen,കൈപ്പിടിയിലാക്കുക
1016,verstehen::V,verstehen,മനസ്സിലാക്കുക
1017,lernen::V,lernen,പഠിക്കുക
1018,wissen::V,wissen,അറിയുക
1019,sich erinnern an::V,sich erinnern an,ഓർമിക്കുക
1020,vergessen::V,vergessen,മറക്കുക
1021,messen::V,messen,അളക്കുക
1022,zählen::V,zählen,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1023,rechnen::V,rechnen,ഗണിക്കുക
1024,lesen::V,lesen,വായിക്കുക
1025,malen::V,malen,ചിത്രം വരയ്ക്കുക
1026,zeichnen::V,zeichnen,വരയ്ക്കുക
1027,schreiben::V,schreiben,എഴുതുക
1028,besitzen::V,besitzen,സ്വന്തമാക്കുക
1029,kaufen::V,kaufen,വാങ്ങുക
1030,verkaufen::V,verkaufen,വിൽക്കുക
1031,bezahlen::V,bezahlen,പരിഹാരം ചെയ്യുക
1032,zahlen::V,zahlen,പണം അടയ്ക്കുക
1033,beherrschen::V,beherrschen,ഭരിക്കുക
1034,ertragen::V,ertragen,താങ്ങുക
