,Concept_ID,av,mn
295,Stimme::N,гьаракь,дуу
296,Wort::N,рагӏи,үг
297,Zeichen::N,ишара,тамга
298,Zeichen::N,ишара,тэмдэг
299,Zeichen::N,гӏаламат,тамга
300,Zeichen::N,гӏаламат,тэмдэг
301,Ruf::N,ахӏи,дуудлага
302,Lärm::N,хъуй,шуугиан
303,Lärm::N,хъуй,чимээ
304,Lärm::N,хъуди,шуугиан
305,Lärm::N,хъуди,чимээ
306,Laut::N,гьаракь,анир
307,Laut::N,гьаракь,дуу
308,Laut::N,сас,анир
309,Laut::N,сас,дуу
310,Lied::N,кечӏ,дуу
311,Ruhe::N,рахӏат,энх
312,Ruhe::N,рахӏат,тайван
313,Leute::N,гӏадамал,хүмүүс
314,Volk::N,халкъ,улс
315,Arbeit::N,хӏалтӏи,ажил
316,Arbeit::N,хӏалтӏи,хөдөлмөр
317,Gast::N,гьобол,зочин
318,Gast::N,гьобол,айлчин
319,Geschenk::N,сайигъат,бэлэг
320,Spiel::N,хӏай,наадам
321,Spiel::N,хӏай,тоглоом
322,Spiel::N,расанди,наадам
323,Spiel::N,расанди,тоглоом
324,Gesellschaft::N,жамагӏат,хамт байх
325,Hilfe::N,кумек,тусламж
326,Freund::N,гьудул,найз
327,Freund::N,гьудул,нөхөр
328,Kamerad::N,гьалмагъ,хань
329,Kamerad::N,гьалмагъ,нөхөр
330,Angelegenheit::N,къваригӏел,хэрэг
331,Anzahl::N,рикӏкӏен,тоо
332,Art::N,жинс,төрөл
333,Art::N,жинс,янз
334,Stück::N,кесек,хэсэг
335,Teil::N,пай,хувь
336,Teil::N,пай,хэсэг
337,Hälfte::N,бащдаб,хагас
338,Kreis::N,гор,тойрог
339,Kreis::N,гор,хүрээ
340,Kreuz::N,хъанч,загалмай
341,Linie::N,мухъ,шугам
342,Strich::N,хӏучч,зураас
343,Abstand::N,манзил,зай
344,Entfernung::N,манзил,зай
345,Entfernung::N,манзил,хол ойр
346,Gegend::N,рахъ,хавь
347,Gegend::N,рахъ,газар
348,Platz::N,бакӏ,зай
349,Platz::N,бакӏ,завсар
350,Ort::N,бакӏ,газар
351,Ort::N,бакӏ,байр
352,Seite::N,рахъ,тал
353,Seite::N,рахъ,этгээд
354,Mitte::N,бакьулъбакӏ,төв
355,Mitte::N,бакьулъбакӏ,дунд
356,Gegenstand::N,жо,юм
357,Sache::N,жо,үйл
358,Sache::N,жо,хэрэг
359,Rand::N,мицӏир,зах
360,Rand::N,мицӏир,хөвөө
361,Kante::N,рагӏал,ирмэг
362,Kante::N,рагӏа-ракьан,ирмэг
363,Ecke::N,цили,өнцөг
364,Spitze::N,тӏогь,үзүүр
365,Ende::N,кӏал,зах
366,Ende::N,кӏал,үзүүр
367,Loch::N,каратӏ,цоорхой
368,Loch::N,каратӏ,онгорхой
369,Muster::N,накъиш,хээ
370,Muster::N,накъиш,угалз
371,Größe::N,кӏодо́лъи,хэмжээ
372,Länge::N,халалъи,урт
373,Höhe::N,борхалъи,өндөр
374,Gewicht::N,бакӏлъи,жин
375,Haufen::N,гъуни,бөөн
376,Reihe::N,ирга́,эгнээ
377,Boot::N,раса,завь
378,Ruder::N,раххан,сэлүүр
379,Schlitten::N,чанагъ,чарга
380,Ski::N,лыжаби,цана
381,Lagerfeuer::N,цӏа,түүдэг
382,Last::N,бакӏлъи,ачаа
383,Gang::N,хьвади,явдал
384,Gang::N,хьвада-чӏвади,явдал
385,Schritt::N,гали,алхам
386,Norden::N,шимал,умар
387,Süden::N,юг,урд
388,Süden::N,юг,өмнө
389,Süden::N,къибла,урд
390,Süden::N,къибла,өмнө
391,Westen::N,гъарб,өрнө
392,Westen::N,гъарб,баруун
393,Westen::N,магъриб,өрнө
394,Westen::N,магъриб,баруун
395,Osten::N,шаркъ,зүүн
396,Osten::N,шаркъ,дорно
397,Osten::N,машрикъ,зүүн
398,Osten::N,машрикъ,дорно
399,Holz::N,цӏул,мод
400,Brett::N,хъарщи,банз
401,Platte::N,къоно,хавтан
402,Stange::N,гӏер,сургааг
403,Stock::N,тӏил,саваа
404,Stab::N,гӏер,таяг
405,Rohr::N,турба,хоолой
406,Haus::N,ригь,гэр
407,Haus::N,ригь,байшин
408,Haus::N,рукъзал,гэр
409,Haus::N,рукъзал,байшин
410,Heim::N,рукъ,гэр
411,Ofen::N,печь,зуух
412,Ofen::N,печь,пийшин
413,Fußboden::N,чӏабар,шал
414,Tisch::N,стол,ширээ
415,Stuhl::N,бакӏу,сандал
416,Wiege::N,кини,өлгий
417,Bett::N,кровать,ор
418,Regal::N,хъарщи,тавиур
419,Kiste::N,ящик,авдар
420,Kiste::N,ящик,хайрцаг
421,Kiste::N,тӏалагъуд,авдар
422,Kiste::N,тӏалагъуд,хайрцаг
423,Fenster::N,гордо,гэгээвч
424,Tür::N,нуцӏа,үүд
425,Tür::N,нуцӏа,хаалга
426,Tor::N,каву,хаалга
427,Zaun::N,раци,хашаа
428,Dach::N,тӏох,дээвэр
429,Leiter::N,мали,шат
430,Besen::N,жул,хамуур
431,Besen::N,жул,туужуу
432,Spaten::N,бел,хүрз
433,Schaufel::N,раххан,хүрз
434,Gabel::N,гӏучӏ,сэрээ
435,Löffel::N,гъуд,халбага
436,Messer::N,нус,хутга
437,Nagel::N,магӏ,хадаас
438,Netz::N,гьин,өөш
439,Netz::N,гьин,тор
440,Haken::N,гъанцӏа,гох
441,Griff::N,гӏоркь,иш
442,Griff::N,гӏоркь,сэнж
443,Schloss::N,кӏулал,цуурга
444,Schloss::N,кӏулал,цоож
445,Bild::N,сурат,зураг
446,Puppe::N,нани,хүүхэлдэй
447,Beutel::N,таргьа,агсаа
448,Beutel::N,таргьа,уут
449,Bündel::N,къай,боодол
450,Tasche::N,сумка,цүнх
451,Tasche::N,къвачӏа,цүнх
452,Eimer::N,ведро,хөнөг
453,Eimer::N,ведро,хувин
454,Deckel::N,тӏалъел,таг
455,Deckel::N,тӏалъел,хавхаг
456,Deckel::N,дадитӏалъел,таг
457,Deckel::N,дадитӏалъел,хавхаг
458,Geschirr::N,цӏарагӏ,сав суулга
459,Sack::N,хъап,шуудай
460,Sack::N,къандалъо,шуудай
461,Tasse::N,чашка,аяга
462,Topf::N,хьаг,тогоо
463,Kessel::N,хьаг,тогоо
464,Kessel::N,гереги,тогоо
465,Essen::N,тӏагӏам,идээ
466,Nahrung::N,квен,хүнс
467,Speise::N,квен,идээ
468,Fleisch::N,гьан,мах
469,Getreide::N,бугӏа-ролъ,будаа
470,Getreide::N,могьолабл_культураби,будаа
471,Brei::N,карщ,богшмол
472,Brei::N,карщ,будаа
473,Brot::N,чед,талх
474,Scheibe::N,мочӏу,зүсэм
475,Scheibe::N,мочӏу,хэрчим
476,Fett::N,беэнлъи,өөх
477,Butter::N,нах,тос
478,Öl::N,нах,тос
479,Salz::N,цӏам,давс
480,Suppe::N,чурпа,шөл
481,Honig::N,гьоцӏо,бал
482,Milch::N,рахь,сүү
483,Tee::N,чай,цай
484,Leder::N,тӏом,арьс
485,Leder::N,тӏом,савхи
486,Wolle::N,квас,ноос
487,Wolle::N,квас,унгас
488,Stoff::N,ххам,бөс
489,Nadel::N,рокӏкӏен,зүү
490,Faden::N,кун,боолт
491,Faden::N,кун,утас
492,Knopf::N,маргъал,товч
493,Knoten::N,гарацӏ,зангилаа
494,Farbe::N,релъен,будаг
495,Kleidung::N,ретӏел,хувцас
496,Hemd::N,гурде,цамц
497,Kragen::N,габур,зах заам
498,Ärmel::N,къвал,ханцуй
499,Hose::N,тӏажу,өмд
500,Gürtel::N,рачел,бүс
501,Mütze::N,тӏагъур,малгай
502,Mütze::N,тӏагъур,бүрх
503,Stiefel::N,этек,гутал
504,Stiefel::N,чакма,гутал
505,Ring::N,баргъич,бөгж
506,Band::N,лента,тууз
507,Kamm::N,гьоркьо,сам
508,Spiegel::N,матӏу,толь
509,Riemen::N,рижу,тасам
510,Riemen::N,рижу,сур
511,Decke::N,одея́ло,хөнжил
512,Decke::N,одея́ло,хучлага
513,Kissen::N,къандалъо,дэр
514,Tuch::N,квархьи,алчуур
515,Tuch::N,квархьи,даавуу
516,Handtuch::N,беркӏалрацӏцӏ,алчуур
517,Kraft::N,гуч,чадал
518,Kraft::N,гуч,хүч
519,Kraft::N,къуват,чадал
520,Kraft::N,къуват,хүч
521,Stärke::N,хӏалкӏвей,эрч
522,Stärke::N,хӏалкӏвей,тэнхээ
523,Gesundheit::N,сахлъи́,бие
524,Gesundheit::N,сахлъи́,эрүүл мэнд
525,Krankheit::N,унти,эмгэг
526,Krankheit::N,щокълъи,эмгэг
527,Schmerz::N,унти,өвчин
528,Wunde::N,ругъун,шарх
529,Fieber::N,цӏа-кан,халуун
530,Arznei::N,дару,эм
531,Brücke::N,кьо,гүүр
532,Brunnen::N,гъуй,худаг
533,Weide::N,рицӏцӏ,бэлчээр
534,Weide::N,лъичӏирма,бэлчээр
535,Weide::N,гӏурдаллъи,бэлчээр
536,Weide::N,ри́цӏигъветӏ,бэлчээр
537,Weide::N,рицӏцӏигъветӏ,бэлчээр
538,Pfad::N,сухъмахъ,жим
539,Pfad::N,сухъмахъ,зөрөг
540,Weg::N,нух,зам
541,Weg::N,нух,харгуй
542,Straße::N,нух,зам
543,Straße::N,нух,харгуй
544,Dorf::N,росу,тосгон
545,Dorf::N,росу,гацаа
546,Stadt::N,шагьар,хот
547,Brief::N,кагъат,захидал
548,Brief::N,кагъат,захиа
549,Brief::N,рисалат,захидал
550,Brief::N,рисалат,захиа
551,Buch::N,тӏехь,ном
552,Buch::N,тӏехь,бичиг
553,Buchstabe::N,хӏарп,үсэг
554,Zeitung::N,газет,сонин
555,Leben::N,яшав,амь
556,Leben::N,яшав,амьдрал
557,Tod::N,хвел,үхэл
558,Grab::N,хоб,булш
559,Kirche::N,килиса,сүм
560,Sünde::N,хӏакъ,нүгэл
561,Sünde::N,хӏакъ,хилэнц
562,Sünde::N,мунагь,нүгэл
563,Sünde::N,мунагь,хилэнц
564,Gott::N,бичас,бурхан
565,Gott::N,аллагь,бурхан
566,Arbeiter::N,хӏалтӏухъан,ажилчин
567,Arbeiter::N,хӏалтӏухъан,хөдөлмөрчин
568,Chef::N,хӏаким,дарга
569,Chef::N,начальник,дарга
570,Meister::N,устар,дархан
571,Meister::N,мастер,дархан
572,Meister::N,махщалилав,дархан
573,Arzt::N,жайрахӏ,эмч
574,Lehrer::N,мугӏалим,багш
575,Geld::N,гӏарац,цаас
576,Geld::N,гӏарац,мөнгө
577,Laden::N,тукен,дэлгүүр
578,Preis::N,багьа,үнэ
579,Ware::N,къайи,таваар
580,Ware::N,къайи,бараа
581,Nutzen::N,мунпагӏат,ашиг
582,Reichtum::N,бечелъи,баялаг
583,Welt::N,дуниял,дэлхий
584,Welt::N,дуниял,орчлон
585,Land::N,улка,улс
586,Land::N,улка,орон
587,Land::N,икълим,улс
588,Land::N,икълим,орон
589,Staat::N,пачалихъ,төр
590,Staat::N,пачалихъ,гүрэн
591,König::N,пача,ван
592,König::N,малик,ван
593,König::N,къирал,ван
594,König::N,падишагь,ван
595,Macht::N,кверщел,засаг
596,Grenze::N,гӏорхъи,хил
597,Krieg::N,рагъ,дайн
598,Feind::N,тушман,дайсан
599,Gewalt::N,зулму,хүчирхэх
600,Kampf::N,къеркьей,тэмцэл
601,Kampf::N,къеркьей,байлдаан
602,Bogen[Waffe]::N,газаргъо,нум
603,Pfeil::N,чӏор,годил
604,Pfeil::N,чӏор,сум
605,Gewehr::N,туманкӏ,буу
606,Fehler::N,гъалатӏ,эндэл
607,Fehler::N,гъалатӏ,алдаа
608,Lüge::N,гьереси,худал
609,Schaden::N,зиян,хор
610,Schaden::N,зиян,хөнөөл
611,Schaden::N,зарал,хор
612,Schaden::N,зарал,хөнөөл
613,Unglück::N,балагь,гай
614,Unglück::N,балагь,гамшиг
615,Schuld::N,гӏайиб,гэм
616,Schuld::N,гӏайиб,буруу
617,Alter::N,гӏумру,нас
618,Schluss::N,ахир,эцэс
619,Schluss::N,ахир,төгсгөл
620,Zeit::N,заман,цаг
621,Tag::N,къо,өдөр
622,Morgen::N,радалмех,өглөө
623,Mittag::N,къадемех,үд
624,Abend::N,релъедамех,үдэш
625,Nacht::N,сордо,шөнө
626,Woche::N,анкь,долоо хоног
627,Monat::N,моцӏ,сар
628,Jahr::N,сон,жил
629,Jahr::N,лъагӏел,жил
630,Frühling::N,их,хавар
631,Sommer::N,рии,зун
632,Herbst::N,хасалихълъи,намар
633,Winter::N,кьин,өвөл
634,Januar::N,январь,нэгдүгээр сар
635,Februar::N,февра́ль,хоёрдугаар сар
636,März::N,март,гуравдугаар сар
637,April::N,апрель,дөрөвдүгээр сар
638,Mai::N,май,тавдугаар сар
639,Juni::N,июнь,зургаадугаар сар
640,Juli::N,июль,долдугаар сар
641,August::N,август,наймдугаар сар
642,September::N,сентябрь,есдүгээр сар
643,Oktober::N,октябрь,аравдугаар сар
644,November::N,ноябрь,арван нэгдүгээр сар
645,Dezember::N,декабрь,арван хоёрдугаар сар
646,Montag::N,итни,даваа
647,Dienstag::N,талат,мягмар
648,Mittwoch::N,арбагӏ,лхагва
649,Donnerstag::N,хамиз,пүрэв
650,Freitag::N,рузман,баасан
651,Samstag::N,щамат,бямба
652,Sonntag::N,гьатӏан,ням
653,groß::A,кӏудияб,их
654,groß::A,кӏудияб,том
655,klein::A,гьитӏинаб,бага
656,klein::A,гьитӏинаб,жаахан
657,lang::A,халатаб,урт
658,kurz::A,къокъаб,охор
659,kurz::A,къокъаб,богино
660,breit::A,гӏебаб,өргөн
661,schmal::A,къваридаб,уйтан
662,schmal::A,къваридаб,нарийн
663,dicht::A,ризаб,нягт
664,dicht::A,ризаб,чигжүү
665,dick[Gegenstand]::A,бицатаб,зузаан
666,dünn::A,тӏеренаб,нимгэн
667,fein::A,тӏеренаб,нарийн
668,fest::A,къвакӏараб,бөх
669,fest::A,къвакӏараб,хатуу
670,flach::A,чӏепараб,хавтгай
671,glatt::A,цӏвакараб,цагаан
672,hart::A,кьварараб,хатуу
673,weich::A,тамахаб,зөөлөн
674,rund::A,гургинаб,дугуй
675,rund::A,гургинаб,дугариг
676,spitz::A,бегӏераб,шовх
677,spitz::A,бегӏераб,шовгор
678,scharf::A,рекӏараб,хурц
679,scharf::A,рекӏараб,иртэй
680,stumpf::A,тӏехӏараб,мохоо
681,stumpf::A,рекӏинчӏеб,мохоо
682,schwer::A,бакӏаб,хүнд
683,schön::A,берцинаб,гуа
684,schön::A,берцинаб,сайхан
685,heiß::A,лагьараб,халуун
686,warm::A,хинаб,дулаан
687,kalt::A,квачараб,хүйтэн
688,kühl::A,квачараб,сэрүүн
689,frisch::A,цӏияб,эрүүл
690,frisch::A,цӏияб,жихүүн
691,feucht::A,рагьараб,чийгтэй
692,nass::A,би́ччараб,нойтон
693,trocken::A,бакъвараб,хатсан
694,leer::A,чӏобогояб,хоосон
695,offen::A,рагьараб,онгорхой
696,geschlossen::A,рахараб-къараб,битүү
697,geschlossen::A,рахараб-къараб,хаалтай
698,sauber::A,бацӏцӏадаб,цэвэр
699,sauber::A,бацӏцӏадаб,хиргүй
700,schmutzig::A,гъизараб,бохир
701,schmutzig::A,гъизараб,хиртэй
702,roh::A,хамаб,түүхий
703,roh::A,гӏатӏгояб,түүхий
704,reif::A,барщараб,болсон
705,lecker::A,тӏагӏамаб,амттай
706,süß::A,гьуинаб,амттай
707,süß::A,гьуинаб,чихэрлэг
708,bitter::A,кьогӏаб,гашуун
709,sauer::A,цӏекӏаб,эсгэлэн
710,hell::A,канаб,гэгээн
711,hell::A,канаб,гэрэлтэй
712,dunkel::A,бецӏаб,бараан
713,dunkel::A,бецӏаб,харанхуй
714,schwarz::A,чӏегӏераб,хар
715,weiß::A,хъахӏаб,цагаан
716,rot::A,багӏараб,улаан
717,gelb::A,гӏобилаб,шар
718,gelb::A,тӏогьилаб,шар
719,blau::A,хъахӏилаб,хөх
720,blau::A,хъахӏилаб,цэнхэр
721,grün::A,гӏурччинаб,ногоон
722,grau::A,накӏкӏуяб,орог
723,grau::A,накӏкӏуяб,саарал
724,bunt::A,къвекӏаб,эрээн
725,bunt::A,чара-гъараб,эрээн
726,billig::A,учузаб,хямд
727,teuer::A,хири́яб,үнэтэй
728,wertvoll::A,къиматаб,үнэт
729,blind::A,беццаб,сохор
730,taub::A,гъугъаб,чих хатуу
731,kräftig::A,гучаб,чийрэг
732,stark::A,къуватаб,хүчтэй
733,stark::A,къуватаб,чадалтай
734,schwach::A,гӏажизаб,сул
735,fett::A,кьарияб,тарган
736,fett::A,кьарияб,голигор
