,Concept_ID,pl,sk
197,Laus::N,wesz,voš
198,Mücke::N,komar,komár
199,Fliege::N,mucha,mucha
200,Schmetterling::N,motyl,motýľ
201,Beere::N,jagoda,bobuľa
202,Apfel::N,jabłko,jablko
203,Pilz::N,grzyb,hríb
204,Zwiebel::N,cebula,cibuľa
205,Saat::N,siew,osivo
206,Korn::N,ziarno,zrno
207,Heu::N,siano,seno
208,Schale::N,łupina,šupa
209,Schale::N,łupina,škrupina
210,Grube::N,dół,jama
211,Grube::N,jama,jama
212,Falle::N,pułapka,pasca
213,Falle::N,pułapka,klepec
214,Schlinge::N,sidła,slučka
215,Spur::N,ślad,stopa
216,Asche::N,popiół,popol
217,Dreck::N,brud,kal
218,Dreck::N,brud,blato
219,Eisen::N,żelazo,železo
220,Gold::N,złoto,zlato
221,Silber::N,srebro,striebro
222,Kohle::N,węgiel,uhlie
223,Glas::N,szkło,sklo
224,Lehm::N,glina,íl
225,Lehm::N,glina,hlina
226,Sand::N,piasek,piesok
227,Mensch::N,człowiek,človek
228,Mann::N,mężczyzna,muž
229,Mann::N,mężczyzna,chlap
230,Frau::N,kobieta,žena
231,Kind::N,dziecko,dieťa
232,Junge::N,chłopak,chlapec
233,Junge::N,chłopiec,chlapec
234,Mädchen::N,dziewczynka,dievka
235,Familie::N,rodzina,rodina
236,Großvater::N,dziadek,dedo
237,Großvater::N,dziadek,starý otec
238,Großmutter::N,babka,babička
239,Großmutter::N,babka,stará mať
240,Eltern::N,rodzice,rodičia
241,Vater::N,ojciec,otec
242,Mutter::N,matka,mať
243,Mutter::N,matka,matka
244,Sohn::N,syn,syn
245,Tochter::N,córka,dcéra
246,Bruder::N,brat,brat
247,Schwester::N,siostra,sestra
248,Onkel::N,wuj,ujo
249,Onkel::N,wuj,strýko
250,Onkel::N,stryj,ujo
251,Onkel::N,stryj,strýko
252,Tante::N,ciotka,teta
253,Tante::N,ciotka,tetka
254,Ehemann::N,mąż,muž
255,Ehemann::N,mąż,manžel
256,Ehefrau::N,żona,žena
257,Ehefrau::N,żona,manželka
258,Freude::N,radość,radosť
259,Gelächter::N,śmiech,smiech
260,Glück::N,szczęście,šťastie
261,Kummer::N,zmartwienie,žiaľ
262,Kummer::N,zmartwienie,zármutok
263,Wunsch::N,życzenie,prianie
264,Lust::N,chęć,chuť
265,Lust::N,ochota,chuť
266,Geist::N,duch,duch
267,Gedanke::N,myśl,myšlienka
268,Gedächtnis::N,pamięć,pamäť
269,Verstand::N,rozum,rozum
270,Sinn::N,zmysł,zmysel
271,Grund::N,powód,dôvod
272,Grund::N,powód,príčina
273,Wahrheit::N,prawda,pravda
274,Gespräch::N,rozmowa,reč
275,Gespräch::N,rozmowa,rozhovor
276,Märchen::N,bajka,rozprávka
277,Erzählung::N,opowiadanie,poviedka
278,Nachricht::N,wiadomość,správa
279,Neuigkeit::N,nowina,novinka
280,Name::N,imię,meno
281,Rätsel::N,zagadka,záhada
282,Rätsel::N,zagadka,hádanka
283,Rede::N,mowa,reč
284,Sprache::N,język,reč
285,Sprache::N,język,jazyk
286,Stimme::N,głos,hlas
287,Wort::N,słowo,slovo
288,Zeichen::N,znak,znak
289,Ruf::N,wołanie,volanie
290,Ruf::N,wołanie,zavolanie
291,Lärm::N,hałas,hluk
292,Lärm::N,hałas,hurhaj
293,Lärm::N,zgiełk,hluk
294,Lärm::N,zgiełk,hurhaj
295,Laut::N,dźwięk,zvuk
296,Ton::N,ton,tón
297,Ton::N,ton,zvuk
298,Ton::N,dźwięk,tón
299,Ton::N,dźwięk,zvuk
300,Lied::N,pieśń,pieseň
301,Lied::N,piosenka,pieseň
302,Ruhe::N,spokój,pokoj
303,Leute::N,ludzie,ľudia
304,Volk::N,naród,ľud
305,Volk::N,naród,národ
306,Arbeit::N,praca,práca
307,Arbeit::N,praca,robota
308,Arbeit::N,robota,práca
309,Arbeit::N,robota,robota
310,Gast::N,gość,hosť
311,Geschenk::N,prezent,dar
312,Geschenk::N,podarunek,dar
313,Spiel::N,gra,hra
314,Spiel::N,zabawa,hra
315,Gesellschaft::N,towarzystwo,spoločnosť
316,Hilfe::N,pomoc,pomoc
317,Freund::N,przyjaciel,priateľ
318,Kamerad::N,kolega,kamarát
319,Angelegenheit::N,sprawa,vec
320,Angelegenheit::N,sprawa,záležitosť
321,Anzahl::N,ilość,počet
322,Anzahl::N,ilość,množstvo
323,Art::N,rodzaj,druh
324,Stück::N,kawałek,kus
325,Stück::N,kawałek,kúsok
326,Teil::N,część,časť
327,Hälfte::N,połowa,polka
328,Hälfte::N,połowa,polovica
329,Kreis::N,krąg,kruh
330,Kreuz::N,krzyż,kríž
331,Linie::N,linia,línia
332,Strich::N,kreska,čiara
333,Abstand::N,odstęp,vzdialenosť
334,Entfernung::N,odległość,vzdialenosť
335,Gegend::N,okolica,kraj
336,Gegend::N,okolica,krajina
337,Platz::N,miejsce,miesto
338,Ort::N,miejsce,miesto
339,Seite::N,bok,bok
340,Seite::N,bok,strana
341,Seite::N,strona,bok
342,Seite::N,strona,strana
343,Mitte::N,środek,stred
344,Gegenstand::N,przedmiot,predmet
345,Sache::N,rzecz,vec
346,Rand::N,skraj,kraj
347,Rand::N,skraj,okraj
348,Rand::N,krawędź,kraj
349,Rand::N,krawędź,okraj
350,Kante::N,kant,hrana
351,Kante::N,krawędź,hrana
352,Ecke::N,róg,roh
353,Spitze::N,ostrze,hrot
354,Spitze::N,ostrze,špička
355,Ende::N,koniec,koniec
356,Loch::N,dziura,diera
357,Winkel::N,kąt,kút
358,Winkel::N,kącik,kút
359,Muster::N,wzór,vzor
360,Muster::N,wzór,vzorka
361,Größe::N,rozmiar,veľkosť
362,Größe::N,wielkość,veľkosť
363,Länge::N,długość,dĺžka
364,Höhe::N,wysokość,výška
365,Gewicht::N,ciężar,váha
366,Menge::N,ilość,množstvo
367,Haufen::N,kupa,hŕba
368,Reihe::N,rząd,rad
369,Reihe::N,szereg,rad
370,Boot::N,łódź,čln
371,Boot::N,łódka,čln
372,Ruder::N,wiosło,veslo
373,Schlitten::N,sanki,sane
374,Ski::N,narta,lyža
375,Lagerfeuer::N,ognisko,táborák
376,Last::N,ciężar,ťarcha
377,Last::N,ciężar,bremeno
378,Last::N,brzemię,ťarcha
379,Last::N,brzemię,bremeno
380,Gang::N,chód,chôdza
381,Schritt::N,krok,krok
382,Norden::N,północ,sever
383,Süden::N,południe,juh
384,Westen::N,zachód,západ
385,Osten::N,wschód,východ
386,Holz::N,drzewo,drevo
387,Brett::N,deska,doska
388,Platte::N,płyta,doska
389,Platte::N,płyta,platňa
390,Stütze::N,podpora,opora
391,Stange::N,drąg,tyč
392,Stange::N,żerdź,tyč
393,Stock::N,kij,palica
394,Stock::N,laska,palica
395,Stab::N,pręt,palica
396,Rohr::N,rura,rúra
397,Haus::N,dom,dom
398,Heim::N,dom,domov
399,Ofen::N,piec,pec
400,Ofen::N,piec,kachle
401,Fußboden::N,podłoga,dlážka
402,Fußboden::N,podłoga,podlaha
403,Tisch::N,stół,stôl
404,Stuhl::N,krzesło,stolička
405,Wiege::N,kołyska,kolíska
406,Bett::N,łóżko,lôžko
407,Bett::N,łóżko,posteľ
408,Bett::N,pościel,lôžko
409,Bett::N,pościel,posteľ
410,Regal::N,regał,regál
411,Regal::N,regał,polica
412,Kiste::N,skrzynia,debna
413,Fenster::N,okno,okno
414,Fenster::N,okno,oblok
415,Tür::N,drzwi,dvere
416,Tor::N,brama,vráta
417,Zaun::N,płot,plot
418,Zaun::N,płot,ohrada
419,Zaun::N,parkan,plot
420,Zaun::N,parkan,ohrada
421,Dach::N,dach,krov
422,Dach::N,dach,strecha
423,Leiter::N,drabina,rebrík
424,Leiter::N,drabina,rebrina
425,Besen::N,miotła,metla
426,Spaten::N,rydel,rýľ
427,Schaufel::N,łopata,lopata
428,Gabel::N,widelec,vidlička
429,Löffel::N,łyżka,lyžica
430,Messer::N,nóż,nôž
431,Nagel::N,gwóźdź,klinec
432,Netz::N,sieć,sieť
433,Haken::N,hak,hák
434,Haken::N,hak,háčik
435,Griff::N,chwyt,rukoväť
436,Schloss::N,zamek,zámka
437,Bild::N,obraz,obraz
438,Figur::N,figura,figúra
439,Puppe::N,lalka,bábka
440,Puppe::N,lalka,bábika
441,Beutel::N,torba,vrece
442,Beutel::N,torba,vrecko
443,Bündel::N,wiązka,uzlík
444,Bündel::N,wiązka,zväzok
445,Tasche::N,torba,taška
446,Tasche::N,torba,kabelka
447,Eimer::N,kubeł,vedro
448,Eimer::N,wiadro,vedro
449,Deckel::N,przykrywka,vrchnák
450,Deckel::N,przykrywka,pokrývka
451,Geschirr::N,statki,nádoba
452,Geschirr::N,naczynia,nádoba
453,Sack::N,worek,mech
454,Sack::N,worek,vrece
455,Tasse::N,filiżanka,šálka
456,Topf::N,garnek,hrniec
457,Kessel::N,kocioł,kotol
458,Essen::N,jedzenie,jedlo
459,Nahrung::N,pokarm,strava
460,Nahrung::N,pokarm,potrava
461,Nahrung::N,pożywienie,strava
462,Nahrung::N,pożywienie,potrava
463,Speise::N,potrawa,jedlo
464,Speise::N,jedzenie,jedlo
465,Fleisch::N,mięso,mäso
466,Getreide::N,zboże,obilie
467,Brei::N,kasza,kaša
468,Brot::N,chleb,chlieb
469,Scheibe::N,kromka,kotúč
470,Scheibe::N,kromka,krajec
471,Fett::N,tłuszcz,tuk
472,Fett::N,tłuszcz,masť
473,Butter::N,masło,maslo
474,Öl::N,olej,olej
475,Salz::N,sól,soľ
476,Suppe::N,zupa,polievka
477,Honig::N,miód,med
478,Milch::N,mleko,mlieko
479,Tee::N,herbata,čaj
480,Leder::N,skóra,koža
481,Wolle::N,wełna,vlna
482,Stoff::N,tkanina,súkno
483,Stoff::N,materiał,súkno
484,Nadel::N,igła,ihla
485,Faden::N,nić,niť
486,Faden::N,nić,vlákno
487,Faden::N,nitka,niť
488,Faden::N,nitka,vlákno
489,Knopf::N,guzik,gombík
490,Knoten::N,węzeł,uzol
491,Farbe::N,farba,farba
492,Kleidung::N,odzież,šaty
493,Kleidung::N,odzież,šatstvo
494,Hemd::N,koszula,košeľa
495,Kragen::N,kołnierz,golier
496,Ärmel::N,rękaw,rukáv
497,Hose::N,spodnie,nohavice
498,Gürtel::N,pasek,pás
499,Gürtel::N,pasek,opasok
500,Mütze::N,czapka,čiapka
501,Schuh::N,but,obuv
502,Schuh::N,but,topánka
503,Schuh::N,bucik,obuv
504,Schuh::N,bucik,topánka
505,Stiefel::N,but,čižma
506,Stiefel::N,kozak,čižma
507,Ring::N,pierścień,prsteň
508,Band::N,wstęga,stuha
509,Kamm::N,grzebień,hrebeň
510,Spiegel::N,lustro,zrkadlo
511,Riemen::N,rzemień,remeň
512,Schnur::N,sznur,šnúra
513,Leine::N,smycz,vodidlo
514,Decke::N,kołdra,deka
515,Decke::N,kołdra,prikrývka
516,Kissen::N,poduszka,poduška
517,Tuch::N,chustka,šatka
518,Handtuch::N,ręcznik,uterák
519,Kraft::N,moc,moc
520,Kraft::N,siła,moc
521,Stärke::N,moc,sila
522,Stärke::N,siła,sila
523,Gesundheit::N,zdrowie,zdravie
524,Krankheit::N,choroba,nemoc
525,Krankheit::N,choroba,choroba
526,Schmerz::N,ból,bolesť
527,Wunde::N,rana,rana
528,Fieber::N,gorączka,horúčka
529,Arznei::N,lekarstwo,liek
530,Brücke::N,most,most
531,Brunnen::N,studnia,studňa
532,Weide::N,pastwisko,pastva
533,Pfad::N,ścieżka,chodník
534,Weg::N,droga,cesta
535,Straße::N,ulica,hradská
536,Dorf::N,wieś,dedina
537,Stadt::N,miasto,mesto
538,Brief::N,list,list
539,Buch::N,książka,kniha
540,Buchstabe::N,litera,litera
541,Buchstabe::N,litera,písmeno
542,Zeitung::N,gazeta,noviny
543,Zeitung::N,dziennik,noviny
544,Leben::N,życie,život
545,Tod::N,śmierć,smrť
546,Grab::N,grób,hrob
547,Kirche::N,kościół,kostol
548,Sünde::N,grzech,hriech
549,Gott::N,bóg,boh
550,Arbeiter::N,robotnik,robotník
551,Arbeiter::N,robotnik,pracnovík
552,Chef::N,szef,šéf
553,Chef::N,szef,riaditeľ
554,Meister::N,mistrz,majster
555,Meister::N,majster,majster
556,Arzt::N,lekarz,lekár
557,Lehrer::N,nauczyciel,učiteľ
558,Geld::N,pieniądze,peniaze
559,Geschäft::N,sprawa,obchod
560,Geschäft::N,interes,obchod
561,Laden::N,sklep,obchod
562,Preis::N,cena,cena
563,Ware::N,towar,tovar
564,Nutzen::N,pożytek,osoh
565,Nutzen::N,pożytek,úžitok
566,Reichtum::N,bogactwo,bohatstvo
567,Welt::N,świat,svet
568,Land::N,kraj,územie
569,Land::N,kraj,krajina
570,Staat::N,państwo,štát
571,König::N,król,kráľ
572,Macht::N,władza,moc
573,Macht::N,władza,mocnosť
574,Grenze::N,granica,hranica
575,Krieg::N,wojna,vojna
576,Feind::N,wróg,nepriateľ
577,Gewalt::N,władza,násilie
578,Kampf::N,bój,boj
579,Kampf::N,walka,boj
580,Bogen[Waffe]::N,łuk,luk
581,Pfeil::N,strzała,šíp
582,Pfeil::N,strzała,strela
583,Gewehr::N,karabin,puška
584,Fehler::N,błąd,omyl
585,Fehler::N,błąd,chyba
586,Lüge::N,kłamstwo,lož
587,Schaden::N,szkoda,ujma
588,Schaden::N,szkoda,škoda
589,Unglück::N,nieszczęście,nešťastie
590,Schuld::N,wina,vina
591,Schuld::N,wina,previnenie
592,Alter::N,wiek,vek
593,Schluss::N,koniec,záver
594,Schluss::N,koniec,koniec
595,Schluss::N,zakończenie,záver
596,Schluss::N,zakończenie,koniec
597,Zeit::N,czas,čas
598,Tag::N,dzień,deň
599,Morgen::N,ranek,ráno
600,Morgen::N,poranek,ráno
601,Mittag::N,południe,poludnie
602,Abend::N,wieczór,večer
603,Nacht::N,noc,noc
604,Woche::N,tydzień,týždeň
605,Monat::N,miesiąc,mesiac
606,Jahr::N,rok,rok
607,Frühling::N,wiosna,jar
608,Sommer::N,lato,leto
609,Herbst::N,jesień,jeseň
610,Winter::N,zima,zima
611,Januar::N,styczeń,január
612,Februar::N,luty,február
613,März::N,marzec,marec
614,April::N,kwiecień,apríl
615,Mai::N,maj,máj
616,Juni::N,czerwiec,jún
617,Juli::N,lipiec,júl
618,August::N,sierpień,august
619,September::N,wrzesień,september
620,Oktober::N,październik,október
621,November::N,listopad,november
622,Dezember::N,grudzień,december
623,Montag::N,poniedziałek,pondelok
624,Dienstag::N,wtorek,utorok
625,Mittwoch::N,środa,streda
626,Donnerstag::N,czwartek,štvrtok
627,Freitag::N,piątek,piatok
628,Samstag::N,sobota,sobota
629,Sonntag::N,niedziela,nedeľa
630,groß::A,duży,veľký
631,groß::A,wielki,veľký
632,klein::A,mały,malý
633,lang::A,długi,dlhý
634,kurz::A,krótki,krátky
635,breit::A,szeroki,široký
636,schmal::A,wąski,úzky
637,dicht::A,gęsty,hustý
638,dick[Gegenstand]::A,gruby,tlstý
639,dünn::A,cienki,tenký
640,fein::A,drobny,jemný
641,fest::A,mocny,pevný
642,fest::A,twardy,pevný
643,flach::A,płaski,rovný
644,flach::A,płaski,plochý
645,glatt::A,gładki,hladký
646,hart::A,twardy,tvrdý
647,weich::A,miękki,mäkký
648,rund::A,okrągły,guľatý
649,rund::A,okrągły,okrúhly
650,spitz::A,spiczasty,končitý
651,scharf::A,ostry,ostrý
652,stumpf::A,tępy,tupý
653,schwer::A,ciężki,ťažký
654,schön::A,ładny,pekný
655,schön::A,ładny,krásny
656,schön::A,piękny,pekný
657,schön::A,piękny,krásny
658,heiß::A,gorący,horúci
659,warm::A,ciepły,teplý
660,kalt::A,zimny,studený
661,kühl::A,chłodny,chladný
662,frisch::A,świeży,svieži
663,feucht::A,wilgotny,vlhký
664,feucht::A,wilgotny,zvlhnutý
665,nass::A,mokry,mokrý
666,trocken::A,suchy,suchý
667,voll::A,pełny,plný
668,leer::A,pusty,prázdny
669,leer::A,próżny,prázdny
670,offen::A,otwarty,otvorený
671,geschlossen::A,zamknięty,zavretý
672,sauber::A,czysty,čistý
673,schmutzig::A,brudny,špinavý
674,roh::A,surowy,surový
675,reif::A,dojrzały,zrelý
676,lecker::A,smaczny,chutný
677,süß::A,słodki,sladký
678,bitter::A,gorzki,horký
679,sauer::A,kwaśny,kyslý
680,hell::A,jasny,jasný
681,hell::A,jasny,svetlý
682,dunkel::A,ciemny,temný
683,schwarz::A,czarny,čierny
684,weiß::A,biały,biely
685,rot::A,czerwony,červený
686,gelb::A,żółty,žltý
687,blau::A,błękitny,modrý
688,blau::A,błękitny,belasý
689,blau::A,niebieski,modrý
690,blau::A,niebieski,belasý
691,grün::A,zielony,zelený
692,grau::A,szary,šedý
693,bunt::A,barwny,pestrý
694,billig::A,tani,lacný
695,teuer::A,drogi,drahý
696,wertvoll::A,cenny,cenný
697,blind::A,ślepy,slepý
698,taub::A,głuchy,hluchý
699,kräftig::A,mocny,silný
700,stark::A,silny,silný
701,schwach::A,słaby,slabý
702,schwach::A,słaby,bezvládny
703,fett::A,tłusty,tučný
704,schlank::A,smukły,štíhly
705,hübsch::A,ładny,šumný
706,hübsch::A,ładny,švárny
707,böse::A,zły,zlý
708,dumm::A,głupi,hlúpy
709,faul::A,leniwy,lenivý
710,fleißig::A,pilny,snaživý
711,fleißig::A,pilny,usilovný
712,geizig::A,skąpy,skupý
713,geizig::A,skąpy,lakomý
714,klug::A,mądry,múdry
715,klug::A,mądry,bystrý
716,geschickt::A,zręczny,zručný
717,geschickt::A,zręczny,šikovný
718,lieb::A,miły,milý
719,lustig::A,wesoły,veselý
720,sanft::A,łagodny,nežný
721,hungrig::A,głodny,lačný
722,hungrig::A,głodny,hladný
723,krank::A,chory,chorý
724,krank::A,chory,nemocný
725,nackt::A,nagi,nahý
726,traurig::A,smutny,smutný
727,lebendig::A,żywy,živý
728,gut::A,dobry,dobrý
729,schlecht::A,zły,zlý
730,richtig::A,słuszny,správny
731,richtig::A,właściwy,správny
732,schlimm::A,zły,zlý
733,schlimm::A,zły,nepríjemný
734,wahr::A,prawdziwy,pravý
735,wahr::A,prawdziwy,pravdivý
736,alt::A,stary,starý
737,neu::A,nowy,nový
738,ehemalig::A,były,bývalý
739,alt[Lebewesen]::A,stary,starý
740,jung::A,młody,mladý
741,arm::A,ubogi,chudobný
742,arm::A,biedny,chudobný
743,reich::A,bogaty,bohatý
744,bekannt::A,znany,známy
745,berühmt::A,słynny,slávny
746,berühmt::A,słynny,povestný
747,fremd::A,obcy,cudzí
748,fremd::A,cudzy,cudzí
749,verschieden::A,różny,rôzny
750,verschieden::A,różny,rozličný
751,nah::A,bliski,blízky
752,fern::A,daleki,ďaleký
753,linker::A,lewy,ľavý
754,rechter::A,prawy,pravý
755,anderer::A,inny,iný
756,anderer::A,inny,druhý
757,erster::A,pierwszy,prvý
758,zweiter::A,drugi,druhý
759,dritter::A,trzeci,tretí
760,letzter::A,ostatni,ostatný
761,letzter::A,ostatni,posledný
762,allein::ADV,sam,sám
763,auf einmal::ADV,naraz,zároveň
764,zusammen::ADV,razem,spolu
765,zusammen::ADV,razem,spoločne
766,lange::ADV,długo,dlho
767,plötzlich::ADV,nagle,náhle
768,sofort::ADV,natychmiast,hneď
769,sofort::ADV,natychmiast,ihneď
770,später::ADV,później,neskoršie
771,jetzt::ADV,teraz,teraz
772,jetzt::ADV,obecnie,teraz
773,heute::ADV,dziś,dnes
774,heute::ADV,dzisiaj,dnes
775,morgen::ADV,jutro,zajtra
776,bald::ADV,wkrótce,skoro
777,dann::ADV,potem,nato
778,dann::ADV,potem,potom
779,gestern::ADV,wczoraj,včera
780,einst::ADV,kiedyś,kedysi
781,einst::ADV,kiedyś,niekedy
782,einst::ADV,niegdyś,kedysi
783,einst::ADV,niegdyś,niekedy
784,damals::ADV,wtedy,vtedy
785,damals::ADV,wówczas,vtedy
786,danach::ADV,następnie,potom
787,danach::ADV,następnie,podľa toho
788,vorher::ADV,przedtem,napred
789,vorher::ADV,przedtem,predtým
790,zuerst::ADV,naprzód,najprv
791,zuerst::ADV,najpierw,najprv
792,einmal::ADV,raz,raz
793,einmal::ADV,raz,jedenkrát
794,manchmal::ADV,czasem,občas
795,manchmal::ADV,czasem,niekedy
796,oft::ADV,często,často
797,immer::ADV,zawsze,vždy
798,immer::ADV,zawsze,ustavične
799,niemals::ADV,nigdy,nikdy
800,hier::ADV,tu,tu
801,hier::ADV,tutaj,tu
802,hierhin::ADV,tu,sem
803,hierhin::ADV,tu,tade
804,von hier::ADV,stąd,odtiaľto
805,dort::ADV,tam,tam
806,dorthin::ADV,tam,ta
807,dorthin::ADV,tam,tam
808,geradeaus::ADV,prosto,rovno
809,geradeaus::ADV,prosto,priamo
810,vorwärts::ADV,naprzód,napred
811,rückwärts::ADV,wstecz,nazad
812,zurück::ADV,z powrotem,späť
813,zurück::ADV,z powrotem,naspäť
814,unten::ADV,u dołu,dolu
815,unten::ADV,u dołu,naspodku
816,unten::ADV,na dole,dolu
817,unten::ADV,na dole,naspodku
818,hinab::ADV,na_dół,dolu
819,hinab::ADV,w_dół,dolu
820,oben::ADV,w górze,hore
