,Concept_ID,hu,et
846,durch::PRP,keresztül,läbi
847,durch::PRP,keresztül,kaudu
848,neben::PRP,mellett,kõrval
849,zwischen::PRP,között,vahel
850,wegen::PRP,miatt,tõttu
851,wegen::PRP,miatt,pärast
852,wegen::PRP,végett,tõttu
853,wegen::PRP,végett,pärast
854,dies::PRN,ez,see
855,das::PRN,az,see
856,alles::PRN,minden,kõik
857,ich::PRN,én,mina
858,du::PRN,te,sina
859,er::PRN,ő,tema
860,wir::PRN,mi,me
861,ihr::PRN,ti,te
862,sie::PRN,ők,nad
863,was::FPRN,mi,mis
864,wer::FPRN,ki,kes
865,wo::FADV,hol,kus
866,wohin::FADV,hova,kuhu
867,wie::FADV,hogy,kuidas
868,wie::FADV,hogyan,kuidas
869,warum::FADV,miért,miks
870,wieviel::FNUM,hány,mitu
871,wieviel::FNUM,hány,kui palju
872,wieviel::FNUM,mennyi,mitu
873,wieviel::FNUM,mennyi,kui palju
874,eins::NUM,egy,üks
875,zwei::NUM,kettő,kaks
876,drei::NUM,három,kolm
877,vier::NUM,négy,neli
878,fünf::NUM,öt,viis
879,sechs::NUM,hat,kuus
880,sieben::NUM,hét,seitse
881,acht::NUM,nyolc,kaheksa
882,neun::NUM,kilenc,üheksa
883,zehn::NUM,tíz,kümme
884,elf::NUM,tizenegy,üksteist
885,zwölf::NUM,tizenkettő,kaksteist
886,zwanzig::NUM,húsz,kakskümmend
887,dreißig::NUM,harminc,kolmkümmend
888,vierzig::NUM,negyven,nelikümmend
889,fünfzig::NUM,ötven,viiskümmend
890,sechzig::NUM,hatvan,kuuskümmend
891,siebzig::NUM,hetven,seitsekümmend
892,achtzig::NUM,nyolcvan,kaheksakümmend
893,neunzig::NUM,kilencven,üheksakümmend
894,hundert::NUM,száz,sada
895,tausend::NUM,ezer,tuhat
896,und::CNJ,és,ja
897,und::CNJ,meg,ja
898,oder::CNJ,vagy,või
899,stehen::V,áll,seisma
900,sitzen::V,ül,istuma
901,liegen::V,fekszik,lamama
902,hängen::V,függ,rippuma
903,werden::V,lesz,saama
904,werden::V,lesz,hakkama
905,passieren::V,történik,juhtuma
906,beginnen::V,kezdődik,algama
907,beginnen::V,kezdődik,hakkama
908,enden::V,végződik,lõppema
909,enden::V,befejeződik,lõppema
910,wechseln::V,változik,vahelduma
911,aufgehen[Sonne]::V,kel,tõusma
912,untergehen[Sonne]::V,lemegy,loojuma
913,scheinen[Sonne]::V,süt,paistma
914,donnern::V,dörög,kõmisema
915,wehen::V,fúj,puhuma
916,strömen::V,áramlik,voolama
917,fließen::V,folyik,voolama
918,sich drehen::V,forog,pöörduma
919,schwanken::V,inog,kõikuma
920,schwanken::V,ingadozik,kõikuma
921,schwingen::V,leng,võnkuma
922,fallen::V,esik,langema
923,brennen::V,ég,põlema
924,rauchen::V,füstöl,suitsema
925,regnen::V,esik,sadama
926,gefrieren::V,megfagy,kinni külmuma
927,tauen::V,olvad,sulama
928,schmelzen::V,olvad,sulama
929,schmelzen::V,elolvad,sulama
930,trocknen::V,szárad,kuivama
931,sieden::V,forr,keema
932,faulen::V,rothad,mädanema
933,verfaulen::V,elrothad,mädanema
934,verfaulen::V,megrothad,mädanema
935,reißen::V,szakad,rebenema
936,versinken::V,süllyed,uppuma
937,versinken::V,elsüllyed,uppuma
938,vergehen::V,múlik,mööduma
939,vergehen::V,elmúlik,mööduma
940,erscheinen::V,feltűnik,ilmuma
941,erscheinen::V,megjelenik,ilmuma
942,verschwinden::V,letűnik,kaduma
943,sinken::V,süllyed,vajuma
944,sinken::V,süllyed,langema
945,abnehmen::V,apad,vähenema
946,abnehmen::V,apad,kahenema
947,abnehmen::V,csökken,vähenema
948,abnehmen::V,csökken,kahenema
949,zunehmen::V,növekszik,kasvama
950,zunehmen::V,gyarapszik,kasvama
951,steigen::V,emelkedik,tõusma
952,steigen::V,emelkedik,üles minema
953,wachsen::V,nő,kasvama
954,wachsen::V,terem,kasvama
955,wachsen::V,növekszik,kasvama
956,glänzen::V,ragyog,läikimä
957,glänzen::V,fénylik,läikimä
958,funkeln::V,csillog,sädelema
959,funkeln::V,tündöklik,sädelema
960,lärmen::V,lármázik,lärmama
961,läuten::V,cseng,helisema
962,klingeln::V,csenget,helisema
963,klirren::V,csörömpöl,kõlisema
964,brausen::V,zúg,kohisema
965,brausen::V,morajlik,kohisema
966,rauschen::V,zúg,kohisema
967,klingen::V,hangzik,kõlama
968,bellen::V,ugat,haukuma
969,heulen::V,bőg,uluma
970,heulen::V,üvölt,uluma
971,blasen::V,fúj,puhuma
972,pfeifen::V,fütyül,vilistama
973,schreien::V,kiált,karjuma
974,schreien::V,kiabál,karjuma
975,stöhnen::V,nyög,oigama
976,zittern::V,remeg,värisema
977,zittern::V,reszket,värisema
978,leben::V,él,elama
979,leben::V,él,elus olema
980,geboren werden::V,születik,sündima
981,atmen::V,lélegzik,hingama
982,trinken::V,iszik,jooma
983,essen::V,eszik,sööma
984,schlucken::V,nyel,neelama
985,müde werden::V,elfárad,väsima
986,müde werden::V,kifárad,väsima
987,einschlafen::V,elalszik,uinuma
988,schlafen::V,alszik,magama
989,aufwachen::V,felébred,ärkama
990,aufstehen::V,felkel,ärkama
991,aufstehen::V,felkel,üles tõusma
992,sich erholen::V,pihen,puhkama
993,krank werden::V,megbetegedik,haigestuma
994,krank werden::V,megbetegedik,haigeks jääma
995,krank werden::V,belebetegszik,haigestuma
996,krank werden::V,belebetegszik,haigeks jääma
997,krank sein::V,betegeskedik,haige olema
998,schmerzen::V,fáj,valutama
999,husten::V,köhög,köhima
1000,genesen::V,meggyógyul,toibuma
1001,sterben::V,hal,surema
1002,umkommen::V,elpusztul,surma saama
1003,sich bewegen::V,mozog,liikuma
1004,sich rühren::V,mozdul,liikuma
1005,sich erheben::V,feláll,kerkima
1006,sich erheben::V,felemelkedik,kerkima
1007,sich setzen::V,ül,istet võtma
1008,sich setzen::V,leül,istet võtma
1009,hinfallen::V,bukik,kukkuma
1010,hinfallen::V,bukik,maha kukkuma
1011,hinfallen::V,elesik,kukkuma
1012,hinfallen::V,elesik,maha kukkuma
1013,laufen::V,jár,kõndima
1014,schreiten::V,lép,astuma
1015,spazierengehen::V,sétál,jalutama
1016,eilen::V,siet,ruttama
1017,eilen::V,siet,kiirustama
1018,sich beeilen::V,siet,ruttama
1019,sich beeilen::V,siet,kiirustama
1020,sausen::V,robog,kihutama
1021,sausen::V,robog,tormama
1022,rennen::V,fut,jooksma
1023,rennen::V,fut,kihutama
1024,rennen::V,szalad,jooksma
1025,rennen::V,szalad,kihutama
1026,springen::V,ugrik,hüppama
1027,klettern::V,kúszik,ronima
1028,schaukeln::V,hintázik,kiikuma
1029,kriechen::V,kúszik,roomama
1030,schwimmen::V,úszik,ujuma
1031,tauchen::V,merül,sukelduma
1032,rudern::V,evez,sõudma
1033,fahren::V,jár,sõitma
1034,fahren::V,megy,sõitma
1035,fahren::V,utazik,sõitma
1036,fliegen::V,száll,lendama
1037,gehen::V,megy,käima
1038,gehen::V,megy,minema
1039,weggehen::V,elmegy,ära minema
1040,weggehen::V,elmegy,välja minema
1041,abfahren::V,indul,väljuma
1042,abfahren::V,indul,ära sõitma
1043,anhalten::V,megáll,peatuma
1044,hineingehen::V,bemegy,sisenema
1045,hineingehen::V,bemegy,sisse minema
1046,eintreten::V,belép,sisenema
1047,eintreten::V,belép,sisse astuma
1048,kommen::V,jön,tulema
1049,ankommen::V,érkezik,saabuma
1050,ankommen::V,megérkezik,saabuma
1051,zurückkommen::V,visszajön,tagasi tulema
1052,bleiben::V,marad,jääma
1053,bleiben::V,megmarad,jääma
1054,warten::V,vár,ootama
1055,warten::V,várakozik,ootama
1056,erwarten::V,vár,ootama
1057,erwarten::V,vár,lootma
1058,erwarten::V,megvár,ootama
1059,erwarten::V,megvár,lootma
1060,suchen::V,kutat,otsima
1061,finden::V,talál,leidma
1062,versuchen::V,megpróbál,püüdma
1063,versuchen::V,megpróbál,üritama
1064,versuchen::V,megpróbál,katsetama
1065,versuchen::V,megkísérel,püüdma
1066,versuchen::V,megkísérel,üritama
1067,versuchen::V,megkísérel,katsetama
1068,vorbereiten::V,előkészít,valmistama
1069,lieben::V,szeret,armastama
1070,mögen::V,szeret,sallima
1071,mögen::V,szeret,meeldima
1072,lachen::V,nevet,naerma
1073,rühren::V,mozdít,liigutama
1074,rühren::V,mozdít,heldima panema
1075,weinen::V,sír,nutma
1076,schimpfen::V,szid,sõimama
1077,schimpfen::V,szitkozódik,sõimama
1078,sich ärgern::V,mérgelődik,ärrituma
1079,sich ärgern::V,mérgelődik,vihastuma
1080,sich ärgern::V,bosszankodik,ärrituma
1081,sich ärgern::V,bosszankodik,vihastuma
1082,sich fürchten::V,fél,kartma
1083,sich fürchten::V,fél,hirmu tundma
1084,sich fürchten::V,retteg,kartma
1085,sich fürchten::V,retteg,hirmu tundma
1086,fürchten::V,fél,kartma
1087,fliehen::V,menekül,põgenema
1088,flüchten::V,elmenekül,põgenema
1089,sehen::V,néz,nägema
1090,anschauen::V,megnéz,vaatama
1091,ansehen::V,néz,vaatama
1092,ansehen::V,ránéz,vaatama
1093,ansehen::V,megnéz,vaatama
1094,hören::V,hall,kuulma
1095,zuhören::V,hallgat,kuulama
1096,zuhören::V,meghallgat,kuulama
1097,probieren::V,kóstol,proovima
1098,probieren::V,megkóstol,proovima
1099,riechen::V,szagol,nuusutama
1100,fühlen::V,érez,tundma
1101,scheinen::V,tűnik,näida
1102,scheinen::V,tűnik,ilmuda
1103,scheinen::V,látszik,näida
1104,scheinen::V,látszik,ilmuda
1105,zu sehen sein::V,mutatkozik,ilmuma
1106,vernehmen::V,hall,üle kuulama
1107,frieren::V,fázik,külmetada
1108,tun::V,csinál,tegema
1109,tun::V,cselekszik,tegema
1110,können::V,tud,võima
1111,können::V,tud,oskama
1112,wollen::V,akar,tahtma
1113,anfangen::V,kezd,hakkama
1114,anfangen::V,kezd,alustama
1115,beenden::V,befejez,lõpetama
1116,aufhören::V,megszűnik,lakkama
1117,gelingen::V,sikerül,õnnestuma
1118,geraten::V,kerül,jõudma
1119,geraten::V,jut,jõudma
1120,öffnen::V,nyit,avama
1121,öffnen::V,kinyit,avama
1122,schließen::V,csuk,sulgema
1123,schließen::V,becsuk,sulgema
1124,stellen::V,állít,panema
1125,stellen::V,állít,asetama
1126,stellen::V,helyez,panema
1127,stellen::V,helyez,asetama
1128,setzen::V,ültet,panema
1129,setzen::V,helyez,panema
1130,legen::V,tesz,panema
1131,legen::V,tesz,asetama
1132,legen::V,fektet,panema
1133,legen::V,fektet,asetama
1134,berühren::V,érint,riivama
1135,berühren::V,érint,puudutama
1136,verbinden::V,beköt,ühendama
1137,verbinden::V,összeköt,ühendama
1138,bedecken::V,betakar,katma
1139,bedecken::V,beborít,katma
1140,aufhängen::V,felakaszt,riputama
1141,anzünden::V,gyújt,süütama
1142,anzünden::V,meggyújt,süütama
1143,aufheben::V,felemel,üles tõstma
1144,zurücklassen::V,hátrahagy,jätma
1145,verlieren::V,veszít,kaotama
1146,verlieren::V,elveszít,kaotama
1147,fallen lassen::V,elejt,maha pillama
1148,fallen lassen::V,elejt,kukkuda laskma
1149,machen::V,tesz,tegema
1150,machen::V,csinál,tegema
1151,herstellen::V,gyárt,valmistama
1152,herstellen::V,előállít,valmistama
1153,bauen::V,épít,ehitama
1154,reparieren::V,javít,parandama
1155,reparieren::V,kijavít,parandama
1156,reparieren::V,megjavít,parandama
1157,verbessern::V,megjavít,parandama
1158,ändern::V,változtat,muutma
1159,ändern::V,változtat,ümber tegema
1160,ändern::V,megváltoztat,muutma
1161,ändern::V,megváltoztat,ümber tegema
1162,graben::V,ás,kaevama
1163,beugen::V,meghajt,painutama
1164,biegen::V,hajlít,painutama
1165,drehen::V,forgat,keerama
1166,wenden::V,fordít,ümber pöörama
1167,wenden::V,megfordít,ümber pöörama
1168,umdrehen::V,megfordít,ümber keerama
1169,umdrehen::V,megforgat,ümber keerama
1170,heben::V,emel,tõstma
1171,hochheben::V,felemel,üles tõstma
1172,hochheben::V,felemel,kõrgele tõstma
1173,ergreifen::V,megfog,haarama
1174,halten::V,tart,hoidma
1175,drücken::V,nyom,pigistama
1176,drücken::V,megnyom,pigistama
1177,schieben::V,tol,lükkama
1178,kratzen::V,vakar,kraapima
1179,lecken::V,nyal,lakkuma
1180,beißen::V,harap,purema
1181,beißen::V,harap,hammustama
1182,abreißen::V,letép,rebima
1183,abreißen::V,letép,ära rebima
1184,abschneiden::V,levág,ära lõikama
1185,binden::V,köt,siduma
1186,binden::V,kötöz,siduma
1187,stecken::V,dug,pistma
1188,brechen::V,tör,murdma
1189,brechen::V,eltör,murdma
1190,klopfen::V,kopogtat,koputama
1191,hauen::V,vág,lööma
1192,hauen::V,levág,lööma
1193,kleben::V,tapaszt,kleepima
1194,reiben::V,dörzsöl,hõõruma
1195,reiben::V,súrol,hõõruma
1196,streichen::V,simít,silitama
1197,schleifen::V,fen,lihvima
1198,schleifen::V,fen,teritama
1199,schleifen::V,csiszol,lihvima
1200,schleifen::V,csiszol,teritama
1201,schleifen::V,köszörül,lihvima
1202,schleifen::V,köszörül,teritama
1203,schneiden::V,vág,lõikama
1204,schneiden::V,szel,lõikama
1205,schneiden::V,metsz,lõikama
1206,rütteln::V,ráz,raputama
1207,schütteln::V,ráz,raputama
1208,schütteln::V,ráz,loksutama
1209,schütteln::V,megráz,raputama
1210,schütteln::V,megráz,loksutama
1211,schwenken::V,lóbál,vehkima
1212,schwenken::V,lóbál,lehvitama
1213,schwenken::V,lobogtat,vehkima
1214,schwenken::V,lobogtat,lehvitama
1215,schütten::V,önt,kallama
1216,füllen::V,tölt,täitma
1217,füllen::V,megtölt,täitma
1218,einwickeln::V,becsavar,sisse mähkima
1219,tragen::V,hord,kandma
1220,schleppen::V,vonszol,tassima
1221,schleppen::V,vonszol,lohistama
1222,ziehen::V,húz,vedama
1223,ziehen::V,húz,tõmbama
1224,aufbewahren::V,megőriz,säilitama
1225,aufbewahren::V,megőriz,alal hoidma
1226,werfen::V,dob,viskama
1227,werfen::V,hajít,viskama
1228,fangen::V,fog,püüdma
1229,packen::V,megragad,kinni haarama
1230,packen::V,megragad,kinni võtma
1231,verstecken::V,eldug,peitma
1232,verstecken::V,elrejt,peitma
1233,teilen::V,oszt,jagama
1234,teilen::V,oszt,jaotama
1235,teilen::V,megoszt,jagama
1236,teilen::V,megoszt,jaotama
1237,schicken::V,küld,saatma
1238,bringen::V,hoz,viima
1239,bringen::V,visz,viima
1240,hinzufügen::V,hozzáad,lisama
1241,bekommen::V,kap,saama
1242,bekommen::V,megkap,saama
1243,erhalten::V,kap,saama
1244,erhalten::V,megkap,saama
1245,nehmen::V,vesz,võtma
1246,wählen::V,választ,valima
1247,auswählen::V,kiválaszt,valima
1248,bewahren::V,megtart,hoidma
1249,behindern::V,akadályoz,takistama
1250,behindern::V,gátol,takistama
1251,verderben::V,elront,rikkuma
1252,beschädigen::V,rongál,rikkuma
1253,zerbrechen::V,eltör,katki tegema
1254,zerbrechen::V,széttör,katki tegema
1255,zerbrechen::V,kettétör,katki tegema
1256,zerreißen::V,eltép,katki rebima
1257,zerreißen::V,széttép,katki rebima
1258,zerstören::V,elpusztít,purustama
1259,verbrennen::V,éget,põletama
1260,verbrennen::V,eléget,põletama
1261,geben::V,ad,andma
1262,reichen::V,nyújt,andma
1263,reichen::V,nyújt,ulatama
1264,schenken::V,ajándékoz,kinkima
1265,versprechen::V,ígér,lubama
1266,versprechen::V,ígér,tõotama
1267,wünschen::V,kíván,soovima
1268,loben::V,dicsér,kiitma
1269,küssen::V,csókol,suudlema
1270,wiegen::V,ringat,hällitama
1271,zudecken::V,betakar,kaanetama
1272,zudecken::V,betakar,kinni katma
1273,wecken::V,kelt,äratama
1274,wecken::V,ébreszt,äratama
1275,zeigen::V,mutat,näitama
1276,führen::V,visz,juhatama
1277,führen::V,vezet,juhatama
1278,lehren::V,tanít,õpetama
1279,unterrichten::V,tanít,õpetama
1280,aufziehen::V,felnevel,üles kasvatama
1281,leiten::V,vezet,juhtima
1282,leiten::V,vezérel,juhtima
1283,antreiben::V,hajt,ergutama
1284,lassen::V,-tat,laskma
1285,lassen::V,-at,laskma
1286,einladen::V,meghív,kutsuma
1287,vereinigen::V,egyesít,ühendama
1288,besuchen::V,látogat,külastama
1289,treffen::V,talál,kohtama
1290,sich versammeln::V,gyülekezik,kogunema
1291,sich versammeln::V,összegyűlik,kogunema
1292,spielen::V,játszik,mängima
1293,singen::V,énekel,laulma
1294,tanzen::V,táncol,tantsima
1295,sich trennen::V,elválik,lahku minema
1296,verlassen::V,elhagy,maha jätma
1297,retten::V,ment,päästma
1298,bewachen::V,őriz,valvama
1299,schützen::V,óv,kaitsma
1300,schützen::V,véd,kaitsma
1301,verteidigen::V,véd,kaitsma
1302,sich schlagen::V,verekszik,kaklema
1303,schießen::V,lő,tulistama
1304,siegen::V,győz,võitma
1305,ärgern::V,bosszant,ärritama
1306,ärgern::V,bosszant,vihastama
1307,schlagen::V,üt,lööma
1308,schlagen::V,ver,lööma
1309,treten::V,rúg,sõtkuma
1310,stechen::V,döf,pistma
1311,stechen::V,döf,torkama
1312,stechen::V,szúr,pistma
1313,stechen::V,szúr,torkama
1314,stoßen::V,lök,tõukama
1315,stehlen::V,lop,varastama
1316,stören::V,zavar,segama
1317,stören::V,zavar,häirima
1318,belästigen::V,zaklat,ahistama
1319,verbergen::V,rejt,peitma
1320,verbergen::V,rejt,varjama
1321,verbergen::V,elrejt,peitma
1322,verbergen::V,elrejt,varjama
1323,täuschen::V,megtéveszt,petma
1324,täuschen::V,megtéveszt,tüssama
1325,betrügen::V,csal,petma
1326,betrügen::V,csal,tüssama
1327,betrügen::V,csal,truudust murtma
1328,töten::V,öl,tapma
1329,töten::V,öl,surmama
1330,wohnen::V,lakik,elama
1331,arbeiten::V,dolgozik,töötama
1332,sammeln::V,szed,koguma
1333,sammeln::V,szed,korjama
1334,sammeln::V,gyűjt,koguma
1335,sammeln::V,gyűjt,korjama
1336,pflücken::V,szed,noppima
1337,jagen::V,vadászik,jahtima
1338,fischen::V,halászik,kalastama
1339,fischen::V,halászik,kala püüdma
1340,fassen::V,fog,püüdma
1341,hüten::V,őriz,karjatama
1342,hüten::V,legeltet,karjatama
1343,treiben::V,hajt,ajama
1344,anbinden::V,köt,kinni siduma
1345,füttern::V,etet,söötma
1346,melken::V,fej,lüpsma
1347,hacken::V,vág,raiuma
1348,hacken::V,vág,lõhkuma
1349,gießen::V,öntöz,kastma
1350,reifen::V,érik,valmima
1351,zubereiten::V,elkészít,valmistama
1352,kochen::V,főz,keetma
1353,backen::V,süt,küpsetama
1354,braten::V,süt,praadima
1355,umrühren::V,megkever,segama
1356,stricken::V,köt,kuduma
1357,nähen::V,varr,õmblema
1358,färben::V,fest,värvima
1359,reinigen::V,tisztít,puhastama
1360,waschen::V,mos,pesema
1361,abwischen::V,letöröl,puhtaks pühkima
1362,spülen::V,mosogat,uhtma
1363,fegen::V,söpör,pühkima
1364,kehren::V,söpör,pühkima
1365,baden::V,fürdik,suplema
1366,baden::V,fürdik,kümblema
1367,sich waschen::V,mosdik,end pesema
1368,sich waschen::V,mosakszik,end pesema
1369,ausziehen::V,levesz,käest võtma
1370,ausziehen::V,levesz,jalast võtma
1371,ausziehen::V,levesz,seljast võtma
1372,anziehen::V,felölt,jalga panema
1373,anziehen::V,felvesz,jalga panema
1374,sich anziehen::V,öltözik,riietuma
1375,sich anziehen::V,felöltözik,riietuma
1376,kämmen::V,fésül,kammima
1377,schmücken::V,díszít,kaunistama
1378,sagen::V,mond,ütlema
1379,sprechen::V,beszél,rääkima
1380,sprechen::V,beszél,kõnelema
1381,reden::V,beszél,kõnelema
1382,sich unterhalten::V,beszélget,vestlema
1383,fragen::V,kérdez,küsima
1384,bitten::V,kér,paluma
1385,erzählen::V,mesél,jutustama
1386,erzählen::V,elbeszél,jutustama
1387,mitteilen::V,közöl,teatama
1388,mitteilen::V,közöl,teada andma
1389,nennen::V,hív,nimetama
1390,nennen::V,nevez,nimetama
1391,rufen::V,hív,kutsuma
1392,prahlen::V,dicsekszik,hooplema
1393,übersetzen::V,fordít,tõlkima
1394,denken::V,gondol,mõtlema
1395,glauben::V,hisz,uskuma
1396,bemerken::V,észrevesz,märkama
1397,erkennen::V,ráismer,ära tundma
1398,erkennen::V,felismer,ära tundma
1399,begreifen::V,felfog,aru saama
1400,verstehen::V,ért,mõistma
1401,verstehen::V,megért,mõistma
1402,lernen::V,tanul,õppima
1403,lernen::V,megtanul,õppima
1404,wissen::V,tud,teadma
1405,sich erinnern an::V,emlékszik,mäletama
1406,vergessen::V,felejt,unustama
1407,vergessen::V,elfelejt,unustama
1408,messen::V,mér,mõõtma
1409,messen::V,megmér,mõõtma
1410,zählen::V,számol,loendama
1411,zählen::V,megszámol,loendama
1412,rechnen::V,számít,arvutama
1413,lesen::V,olvas,lugema
1414,malen::V,fest,maalima
1415,zeichnen::V,rajzol,joonistama
1416,schreiben::V,ír,kirjutama
1417,besitzen::V,birtokol,omama
1418,kaufen::V,vesz,ostma
1419,kaufen::V,megvesz,ostma
1420,verkaufen::V,elad,müüma
1421,bezahlen::V,fizet,tasuma
1422,bezahlen::V,kifizet,tasuma
1423,zahlen::V,fizet,maksma
1424,zahlen::V,megfizet,maksma
1425,beherrschen::V,ural,valitsema
1426,ertragen::V,elbír,taluma
1427,ertragen::V,elvisel,taluma
