,Concept_ID,he,fi
802,wer::FPRN,מי,ken
803,wer::FPRN,מי,kuka
804,wo::FADV,איפה,missä
805,wohin::FADV,לאן,mihin
806,wie::FADV,איך,miten
807,wie::FADV,איך,kuinka
808,warum::FADV,למה,miksi
809,wieviel::FNUM,כמה,paljonko
810,wieviel::FNUM,כמה,kuinka paljon
811,eins::NUM,אחד,yksi
812,zwei::NUM,שתים,kaksi
813,drei::NUM,שלושה,kolme
814,vier::NUM,ארבעה,neljä
815,fünf::NUM,חמשה,viisi
816,sechs::NUM,ששה,kuusi
817,sieben::NUM,שבעה,seitsemän
818,acht::NUM,שמונה,kahdeksan
819,neun::NUM,תשעה,yhdeksän
820,zehn::NUM,עשרה,kymmenen
821,elf::NUM,אחת עשרה,yksitoista
822,zwölf::NUM,שתים עשרה,kaksitoista
823,zwanzig::NUM,עשרים,kaksikymmentä
824,dreißig::NUM,שלושים,kolmekymmentä
825,vierzig::NUM,ארבעים,neljäkymmentä
826,fünfzig::NUM,חמשים,viisikymmentä
827,sechzig::NUM,ששים,kuusikymmentä
828,siebzig::NUM,שבעים,seitsemänkymmentä
829,achtzig::NUM,שמונים,kahdeksankymmentä
830,neunzig::NUM,תשעים,yhdeksänkymmentä
831,hundert::NUM,מאה,sata
832,tausend::NUM,אלף,tuhat
833,und::CNJ,ו,ja
834,oder::CNJ,או,tai
835,stehen::V,עמד,seisoa
836,sitzen::V,ישב,istua
837,liegen::V,שכב,maata
838,hängen::V,היה תלוי,riippua
839,werden::V,הפך ל,tulla
840,werden::V,הפך ל,joutua
841,passieren::V,קרה,sattua
842,passieren::V,קרה,tapahtua
843,beginnen::V,התחיל,alkaa
844,enden::V,הסתים,loppua
845,enden::V,הסתים,päättyä
846,wechseln::V,השתנה,vaihtua
847,wechseln::V,השתנה,vaihdella
848,aufgehen[Sonne]::V,זרח,nousta
849,untergehen[Sonne]::V,שקע,laskea
850,scheinen[Sonne]::V,בהק,paistaa
851,donnern::V,רעם,jyristä
852,wehen::V,נשב,tuulla
853,wehen::V,נשב,puhaltaa
854,strömen::V,זרם,virrata
855,fließen::V,זרם,valua
856,fließen::V,זרם,juosta
857,sich drehen::V,הסתובב,pyöriä
858,schwanken::V,התנודד,horjua
859,schwingen::V,התנענע,heilua
860,schwingen::V,התנענע,värähdellä
861,fallen::V,נפל,pudota
862,fallen::V,נפל,langeta
863,brennen::V,בער,palaa
864,rauchen::V,עשן,savuta
865,regnen::V,ירד גשם,sataa
866,gefrieren::V,קפא,jäätyä
867,tauen::V,נמס,sulaa
868,schmelzen::V,התיך,sulaa
869,trocknen::V,התיבש,kuivua
870,sieden::V,רתח,kiehua
871,faulen::V,רקב,mädätä
872,verfaulen::V,רקב,mädätä
873,verfaulen::V,רקב,mädäntyä
874,reißen::V,נקרע,revetä
875,versinken::V,טבע,upota
876,versinken::V,טבע,vajota
877,vergehen::V,עבר,kulua
878,erscheinen::V,נגלה,ilmestyä
879,erscheinen::V,הופיע,ilmestyä
880,verschwinden::V,נעלם,kadota
881,sinken::V,ירד,vajota
882,abnehmen::V,הפחית,vähetä
883,zunehmen::V,רבה,kasvaa
884,zunehmen::V,רבה,lisääntyä
885,steigen::V,עלה,nousta
886,wachsen::V,גדל,kasvaa
887,glänzen::V,נצץ,kiiltää
888,glänzen::V,בהק,kiiltää
889,funkeln::V,נצנץ,kipinöidä
890,lärmen::V,רעש,meluta
891,läuten::V,צלצל,soida
892,klingeln::V,צלצל,soida
893,klirren::V,קרקש,kalista
894,brausen::V,געש,kohista
895,rauschen::V,רשרש,kohista
896,klingen::V,נשמע,soida
897,bellen::V,נבח,haukkua
898,heulen::V,ילל,ulvoa
899,blasen::V,נשף,puhaltaa
900,pfeifen::V,שרק,viheltää
901,schreien::V,צעק,kirkua
902,stöhnen::V,נאנק,voihkia
903,zittern::V,רעד,vapista
904,leben::V,חי,elää
905,geboren werden::V,נולד,syntyä
906,atmen::V,נשם,hengittää
907,trinken::V,שתה,juoda
908,essen::V,אכל,syödä
909,schlucken::V,בלע,niellä
910,müde werden::V,התעיף,uupua
911,einschlafen::V,נרדם,uinahtaa
912,schlafen::V,ישן,maata
913,schlafen::V,ישן,nukkua
914,aufwachen::V,התעורר,herätä
915,aufstehen::V,קם,nousta
916,aufstehen::V,קם,nousta ylös
917,sich erholen::V,נפש,levätä
918,krank werden::V,חלה,sairastua
919,krank sein::V,היה חולה,potea
920,krank sein::V,היה חולה,sairastaa
921,schmerzen::V,כאב,särkeä
922,schmerzen::V,כאב,kivistää
923,husten::V,השתעל,yskiä
924,genesen::V,הבריא,toipua
925,sterben::V,מת,kuolla
926,umkommen::V,נספה,saada surmansa
927,umkommen::V,נספה,kuolla
928,sich bewegen::V,נע,liikkua
929,sich rühren::V,זז,liikahtaa
930,sich erheben::V,קם,nousta
931,sich setzen::V,התישב,istuutua
932,hinfallen::V,נפל,kaatua
933,laufen::V,הלך ברגל,kävellä
934,schreiten::V,פסע,astua
935,schreiten::V,פסע,astella
936,spazierengehen::V,טיל,kävellä
937,eilen::V,אץ,kiirehtiä
938,eilen::V,מהר,kiirehtiä
939,sich beeilen::V,מהר,kiirehtiä
940,sich beeilen::V,מהר,olla kiireissään
941,sausen::V,אץ,rynnätä
942,sausen::V,אץ,viilettää
943,rennen::V,רץ,juosta
944,springen::V,קפץ,hypätä
945,klettern::V,טפס,kiivetä
946,schaukeln::V,התנדנד,kiikkua
947,kriechen::V,זחל,ryömiä
948,schwimmen::V,שחה,uida
949,tauchen::V,צלל,sukeltaa
950,rudern::V,חתר,soutaa
951,fahren::V,נסע,ajaa
952,fahren::V,נסע,kulkea
953,fliegen::V,עף,lentää
954,gehen::V,הלך,käydä
955,weggehen::V,עזב,lähteä
956,weggehen::V,עזב,poistua
957,abfahren::V,יצא,lähteä
958,anhalten::V,עצר,pysähtyä
959,anhalten::V,עצר,seisahtua
960,hineingehen::V,נכנס,mennä sisään
961,eintreten::V,נכנס,astua sisään
962,kommen::V,בא,tulla
963,ankommen::V,הגיע,saapua
964,zurückkommen::V,שב,palata
965,zurückkommen::V,חזר,palata
966,bleiben::V,נשאר,jäädä
967,bleiben::V,נשאר,viipyä
968,warten::V,חכה,odottaa
969,warten::V,המתין,odottaa
970,erwarten::V,צפה,odottaa
971,suchen::V,חפש,etsiä
972,finden::V,מצא,löytää
973,versuchen::V,נסה,yrittää
974,vorbereiten::V,הכין,valmistaa
975,lieben::V,אהב,pitää
976,lieben::V,אהב,rakastaa
977,mögen::V,אהב,pitää
978,mögen::V,אהב,tykätä
979,lachen::V,צחק,nauraa
980,rühren::V,נגע ללב,liikuttaa
981,weinen::V,בכה,itkeä
982,schimpfen::V,גער,haukkua
983,sich ärgern::V,זעם,suuttua
984,sich ärgern::V,כעס,suuttua
985,sich fürchten::V,פחד,pelätä
986,sich fürchten::V,חשש,pelätä
987,fürchten::V,פחד מ,pelätä
988,fürchten::V,חשש מ,pelätä
989,fliehen::V,ברח,paeta
990,flüchten::V,נמלט,paeta
991,sehen::V,ראה,nähdä
992,anschauen::V,הביט,katsoa
993,ansehen::V,התבונן,katsoa
994,hören::V,שמע,kuulla
995,zuhören::V,הקשיב,kuunnella
996,probieren::V,נסה,maistaa
997,riechen::V,הריח,haistaa
998,fühlen::V,חש,tuntea
999,scheinen::V,נדמה,tuntua
1000,zu sehen sein::V,נראה,näkyä
1001,vernehmen::V,נודע ל,kuulla
1002,frieren::V,קר ל,palella
1003,tun::V,פעל,tehdä
1004,können::V,יכל,osata
1005,wollen::V,רצה,tahtoa
1006,anfangen::V,התחיל,ruveta
1007,anfangen::V,התחיל,aloittaa
1008,beenden::V,גמר,lopettaa
1009,aufhören::V,סים,loppua
1010,gelingen::V,הצליח,onnistua
1011,geraten::V,עלה,sujua
1012,geraten::V,עלה,joutua
1013,öffnen::V,פתח,avata
1014,öffnen::V,פתח,aukaista
1015,schließen::V,סגר,sulkea
1016,stellen::V,העמיד,panna
1017,stellen::V,העמיד,asettaa
1018,setzen::V,הושיב,panna
1019,setzen::V,הושיב,istuttaa
1020,legen::V,שם,panna
1021,legen::V,שם,asettaa
1022,berühren::V,נגע,koskea
1023,berühren::V,נגע,koskettaa
1024,verbinden::V,קשר,liittää
1025,verbinden::V,קשר,yhdistää
1026,bedecken::V,כסה,kattaa
1027,bedecken::V,כסה,peittää
1028,aufhängen::V,תלה,ripustaa
1029,anzünden::V,הצית,sytyttää
1030,aufheben::V,אסף,ylös nostaa
1031,aufheben::V,אסף,nostaa
1032,zurücklassen::V,השאיר,jättää
1033,verlieren::V,אבד,kadottaa
1034,fallen lassen::V,שמט,pudottaa
1035,fallen lassen::V,הפיל,pudottaa
1036,machen::V,עשה,tehdä
1037,herstellen::V,יצר,tuottaa
1038,herstellen::V,יצר,valmistaa
1039,bauen::V,בנה,rakentaa
1040,reparieren::V,תקן,korjata
1041,verbessern::V,שפר,parantaa
1042,ändern::V,שנה,muuttaa
1043,graben::V,חפר,kaivaa
1044,beugen::V,כפף,taivuttaa
1045,biegen::V,כופף,taivuttaa
1046,drehen::V,סובב,kääntää
1047,wenden::V,הפך,kääntää
1048,umdrehen::V,סובב,kääntää
1049,heben::V,הרים,nostaa
1050,heben::V,הרים,kohottaa
1051,hochheben::V,הרים,nostaa
1052,ergreifen::V,אחז,tarttua
1053,halten::V,החזיק,pitää
1054,drücken::V,לחץ,painaa
1055,drücken::V,לחץ,puristaa
1056,schieben::V,הזיז,työntää
1057,kratzen::V,שרט,raapia
1058,kratzen::V,שפשף,raapia
1059,lecken::V,לקק,nuolla
1060,beißen::V,נשך,purra
1061,abreißen::V,קרע,repiä
1062,abschneiden::V,חתך,leikata poikki
1063,abschneiden::V,חתך,leikata
1064,binden::V,קשר,sitoa
1065,stecken::V,תקע,pistää
1066,brechen::V,שבר,murtaa
1067,klopfen::V,נקש,koputtaa
1068,klopfen::V,נקש,kolkuttaa
1069,hauen::V,הכה,lyödä
1070,kleben::V,הדביק,liimata
1071,reiben::V,שפשף,hieroa
1072,reiben::V,שפשף,hangata
1073,streichen::V,מרח,sivellä
1074,schleifen::V,השחיז,hioa
1075,schneiden::V,גזר,leikata
1076,rütteln::V,נענע,ravistaa
1077,schütteln::V,נער,pudistaa
1078,schwenken::V,נופף,heiluttaa
1079,schwenken::V,טלטל,heiluttaa
1080,schütten::V,שפך,kaataa
1081,füllen::V,מלא,täyttää
1082,einwickeln::V,עטף,kääriä
1083,tragen::V,נשא,kantaa
1084,schleppen::V,סחב,raahata
1085,ziehen::V,משך,vetää
1086,aufbewahren::V,שמר,säilyttää
1087,werfen::V,זרק,viskata
1088,fangen::V,תפס,napata
1089,fangen::V,תפס,ottaa kiinni
1090,packen::V,אחז,tarttua
1091,verstecken::V,החביא,kätkeä
1092,verstecken::V,החביא,piilottaa
1093,teilen::V,חלק,jakaa
1094,schicken::V,שלח,lähettää
1095,bringen::V,הביא,viedä
1096,hinzufügen::V,הוסיף,lisätä
1097,bekommen::V,תפס,saada
1098,erhalten::V,קבל,saada
1099,nehmen::V,אחז,ottaa
1100,wählen::V,בחר,valita
1101,auswählen::V,בחר ב,valikoida
1102,bewahren::V,קים,säilyttää
1103,behindern::V,מנע,estää
1104,verderben::V,מנע,pilata
1105,verderben::V,מנע,turmella
1106,beschädigen::V,הזיק,vioittaa
1107,beschädigen::V,הזיק,vahingoittaa
1108,zerbrechen::V,נשבר,rikkoa
1109,zerreißen::V,קרע,repiä rikki
1110,zerreißen::V,קרע,repiä palasiksi
1111,zerstören::V,הרס,hävittää
1112,zerstören::V,השמיד,hävittää
1113,verbrennen::V,שרף,polttaa
1114,geben::V,נתן,antaa
1115,reichen::V,העביר,ojentaa
1116,schenken::V,נתן במתנה,lahjoittaa
1117,versprechen::V,הבטיח,luvata
1118,wünschen::V,אחל,toivottaa
1119,loben::V,שבח,ylistää
1120,küssen::V,נשק,suudella
1121,wiegen::V,נדנד,tuudittaa
1122,wiegen::V,נדנד,keinuttaa
1123,zudecken::V,כסה,peittää
1124,wecken::V,עורר,herättää
1125,zeigen::V,הראה,näyttää
1126,zeigen::V,הראה,osoittaa
1127,führen::V,הביא,johdattaa
1128,führen::V,הוביל,johdattaa
1129,lehren::V,למד,opettaa
1130,unterrichten::V,למד,opettaa
1131,aufziehen::V,רומם,kasvattaa
1132,leiten::V,נהל,johtaa
1133,antreiben::V,המרץ,hoputtaa
1134,lassen::V,נתן,antaa
1135,einladen::V,הזמין,kutsua
1136,vereinigen::V,אחד,yhdistää
1137,vereinigen::V,לכד,yhdistää
1138,besuchen::V,בקר,vierailla
1139,treffen::V,פגש,tavata
1140,sich versammeln::V,התאסף,kokoontua
1141,spielen::V,שחק,pelata
1142,spielen::V,שחק,leikkiä
1143,singen::V,שר,laulaa
1144,tanzen::V,רקד,tanssia
1145,sich trennen::V,נפרד,erota
1146,verlassen::V,עזב,jättää
1147,retten::V,הציל,pelastaa
1148,bewachen::V,שמר,vartioida
1149,schützen::V,אבטח,suojella
1150,verteidigen::V,הגן,puolustaa
1151,sich schlagen::V,התכתש,tapella
1152,schießen::V,ירה,ampua
1153,siegen::V,גבר,voittaa
1154,siegen::V,נצח,voittaa
1155,ärgern::V,עצבן,ärsyttää
1156,schlagen::V,הכה,lyödä
1157,schlagen::V,הלקה,lyödä
1158,treten::V,בעט,potkaista
1159,stechen::V,דקר,pistää
1160,stoßen::V,דחק,sysätä
1161,stoßen::V,דחק,työntää
1162,stehlen::V,גנב,varastaa
1163,stören::V,קטע,häiritä
1164,stören::V,הפריע,häiritä
1165,belästigen::V,הציק,häiritä
1166,belästigen::V,הטריד,häiritä
1167,verbergen::V,הצניע,kätkeä
1168,täuschen::V,שגע,harhauttaa
1169,betrügen::V,הונה,pettää
1170,betrügen::V,הונה,petkuttaa
1171,töten::V,הרג,tappaa
1172,wohnen::V,גר,asua
1173,arbeiten::V,עבד,tehdä työtä
1174,arbeiten::V,עבד,työskennellä
1175,sammeln::V,אסף,koota
1176,sammeln::V,אסף,kerätä
1177,pflücken::V,קטף,poimia
1178,jagen::V,צד,metsästää
1179,fischen::V,דג,kalastaa
1180,fassen::V,תפס,pyydystää
1181,fassen::V,תפס,saalistaa
1182,hüten::V,רעה,paimentaa
1183,treiben::V,הוציא,ajaa
1184,anbinden::V,קשר,kytkeä
1185,füttern::V,הלעיט,ruokkia
1186,melken::V,חלב,lypsää
1187,hacken::V,קצץ,hakata
1188,gießen::V,השקה,kastella
1189,reifen::V,בשל,kypsyä
1190,zubereiten::V,הכין,valmistaa
1191,kochen::V,בשל,keittää
1192,backen::V,אפה,leipoa
1193,braten::V,צלה,paistaa
1194,braten::V,טגן,paistaa
1195,umrühren::V,ערבב,hämmentää
1196,stricken::V,סרג,kutoa
1197,stricken::V,סרג,neuloa
1198,nähen::V,תפר,ommella
1199,färben::V,צבע,värjätä
1200,färben::V,צבע,värittää
1201,reinigen::V,נקה,puhdistaa
1202,waschen::V,רחץ,pestä
1203,waschen::V,כבס,pestä
1204,abwischen::V,נגב,pyyhkiä
1205,spülen::V,שטף,huuhtoa
1206,fegen::V,טאטא,pyyhkäistä
1207,kehren::V,טאטא,lakaista
1208,baden::V,טבל,kylpeä
1209,baden::V,שחה,kylpeä
1210,sich waschen::V,התרחץ,peseytyä
1211,ausziehen::V,הוריד,riisua
1212,anziehen::V,לבש,pukea ylleen
1213,sich anziehen::V,התלבש,pukeutua
1214,kämmen::V,סרק,kammata
1215,schmücken::V,קשט,koristaa
1216,schmücken::V,קשט,kaunistaa
1217,sagen::V,אמר,sanoa
1218,sprechen::V,דבר,puhua
1219,reden::V,דבר,keskustella
1220,sich unterhalten::V,שוחח,jutella
1221,fragen::V,שאל,kysyä
1222,bitten::V,בקש,pyytää
1223,erzählen::V,ספר,kertoa
1224,mitteilen::V,מסר,ilmoittaa
1225,mitteilen::V,הודיע,ilmoittaa
1226,nennen::V,קרא בשם,kutsua
1227,nennen::V,קרא בשם,nimittää
1228,rufen::V,גיס,kutsua
1229,rufen::V,הזמין לבוא,kutsua
1230,prahlen::V,התרברב,kerskailla
1231,übersetzen::V,תרגם,kääntää
1232,denken::V,חשב,miettiä
1233,denken::V,חשב,ajatella
1234,glauben::V,האמין,uskoa
1235,bemerken::V,הבחין,huomata
1236,erkennen::V,זהה,tunnistaa
1237,begreifen::V,קלט,ymmärtää
1238,begreifen::V,הבין,ymmärtää
1239,verstehen::V,הבין,ymmärtää
1240,lernen::V,למד,oppia
1241,wissen::V,ידע,tietää
1242,sich erinnern an::V,זכר,muistaa
1243,vergessen::V,שכח,unohtaa
1244,messen::V,מדד,mitata
1245,zählen::V,ספר,laskea
1246,rechnen::V,חשב,laskea
1247,lesen::V,קרא,lukea
1248,malen::V,ציר,maalata
1249,zeichnen::V,שרטט,piirtää
1250,zeichnen::V,שרטט,piirustaa
1251,schreiben::V,כתב,kirjoittaa
1252,besitzen::V,היה בעל של,omistaa
1253,kaufen::V,קנה,ostaa
1254,kaufen::V,רכש,ostaa
1255,verkaufen::V,מכר,myydä
1256,bezahlen::V,שלם,maksaa
1257,zahlen::V,שלם,maksaa
1258,beherrschen::V,שלט,hallita
1259,ertragen::V,סבל,kestää
