,Concept_ID,mdf,eu
321,Erzählung::N,азкс,kontakizun
322,Nachricht::N,куля́,albiste
323,Neuigkeit::N,куля́,berri
324,Name::N,лем,izen
325,Rätsel::N,со́дама ёфкс,asmakizun
326,Rede::N,вал,hitzaldi
327,Rede::N,вал,mintzaldi
328,Rede::N,корхтама,hitzaldi
329,Rede::N,корхтама,mintzaldi
330,Sprache::N,кяль,hizkuntza
331,Stimme::N,вайгяль,ahots
332,Wort::N,вал,hitz
333,Zeichen::N,тя́ште,agerbide
334,Zeichen::N,тя́ште,agergarri
335,Zeichen::N,тя́штькс,agerbide
336,Zeichen::N,тя́штькс,agergarri
337,Ruf::N,тердема,dei
338,Lärm::N,гайф,zarata
339,Lärm::N,гайф,harrabots
340,Lärm::N,жалакодома,zarata
341,Lärm::N,жалакодома,harrabots
342,Laut::N,вайгяль,hots
343,Ton::N,вайгяль,tonu
344,Ton::N,вайгяль,soinu
345,Lied::N,мора,abesti
346,Ruhe::N,сетьме,nasaitasun
347,Leute::N,ломатть,jende
348,Volk::N,наро́д,herri
349,Volk::N,наро́д,populu
350,Arbeit::N,тев,lan
351,Gast::N,и́нжи,arrotz
352,Gast::N,и́нжи,apopilo
353,Gast::N,ко́нак,arrotz
354,Gast::N,ко́нак,apopilo
355,Geschenk::N,казне,opari
356,Spiel::N,налхкома,jolas
357,Spiel::N,налхксема,jolas
358,Gesellschaft::N,кружок,gizarte
359,Hilfe::N,лездома,helpide
360,Hilfe::N,лездома,laguntza
361,Freund::N,я́лга,lagun
362,Kamerad::N,я́лга,adiskide
363,Kamerad::N,я́лга,lagunkide
364,Angelegenheit::N,тев,afera
365,Anzahl::N,лувкс,kopuru
366,Art::N,вид,mota
367,Stück::N,пакш,puska
368,Teil::N,часть,atal
369,Teil::N,пялькс,atal
370,Hälfte::N,пяле,erdi
371,Kreis::N,шаркс,biribilki
372,Kreuz::N,крёз,gurutze
373,Linie::N,межа,linea
374,Linie::N,китькс,linea
375,Strich::N,межа,marra
376,Abstand::N,ётка,tarte
377,Entfernung::N,ётка,urrunera
378,Gegend::N,ва́ста,alderdi
379,Gegend::N,ва́ста,eskualde
380,Gegend::N,перьфпя́ль,alderdi
381,Gegend::N,перьфпя́ль,eskualde
382,Platz::N,ва́ста,leku
383,Ort::N,ва́ста,toki
384,Seite::N,пяле,albo
385,Mitte::N,кучка́,erdi
386,Gegenstand::N,веща,gauzaki
387,Sache::N,тев,gauza
388,Sache::N,веща,gauza
389,Rand::N,пе,ertz
390,Kante::N,и́рдез,ertz
391,Ecke::N,ужа,kantoi
392,Spitze::N,пря,punta
393,Ende::N,пе,buru
394,Ende::N,пе,mutur
395,Loch::N,варя,zulo
396,Winkel::N,ужа,zoko
397,Winkel::N,ужа,bazter
398,Muster::N,сёрма,eredu
399,Muster::N,сёрма,marrazki
400,Größe::N,серь,kaizu
401,Größe::N,серь,tamaina
402,Länge::N,кува́лма,luzera
403,Höhe::N,серь,goiera
404,Höhe::N,серь,garaiera
405,Gewicht::N,сталма,hazta
406,Menge::N,лувкс,kopuru
407,Haufen::N,мар,pila
408,Haufen::N,мар,mendoi
409,Reihe::N,ряд,ilara
410,Reihe::N,ряд,errenkada
411,Boot::N,венеж,potin
412,Boot::N,венеж,txalupa
413,Ruder::N,миле,arraun
414,Schlitten::N,ну́рда,lera
415,Schlitten::N,ну́рда,narra
416,Ski::N,сокс,eski
417,Lagerfeuer::N,то́лмар,su
418,Last::N,канкс,zama
419,Last::N,канкс,karga
420,Last::N,сталма,zama
421,Last::N,сталма,karga
422,Gang::N,молема,ibilera
423,Schritt::N,аськолкс,pauso
424,Schritt::N,аськолкс,urrats
425,Norden::N,якшама шире,ipar
426,Norden::N,якшама шире,iparralde
427,Süden::N,ля́мбе ши́ре,hego
428,Süden::N,ля́мбе ши́ре,hegoalde
429,Westen::N,ши валгома шире,sartalde
430,Westen::N,ши валгома шире,mendebalde
431,Osten::N,шинь стяма шире,ekialde
432,Osten::N,шинь стяма шире,sortalde
433,Holz::N,вирь,zur
434,Holz::N,шуфта,zur
435,Brett::N,лавця,ohol
436,Platte::N,плита́,lauza
437,Stütze::N,неже,irozgarri
438,Stütze::N,неже,bermagailu
439,Stange::N,олга,haga
440,Stock::N,байдек,makila
441,Stab::N,олгоня,makila
442,Rohr::N,турама,hodi
443,Haus::N,куд,etxe
444,Heim::N,куд,etxe
445,Heim::N,куд,etxaleku
446,Ofen::N,пянакуд,berogailu
447,Fußboden::N,кия́кс,zoru
448,Tisch::N,шра,mahai
449,Tisch::N,моркш,mahai
450,Stuhl::N,стул,aulki
451,Wiege::N,нюря́м,kuma
452,Wiege::N,нюря́м,sehaska
453,Bett::N,ацам,ohe
454,Bett::N,ацам,ohatze
455,Regal::N,лавцяланга,apalategi
456,Kiste::N,парга,kutxa
457,Fenster::N,валмья,leiho
458,Tür::N,кенкш,ate
459,Tor::N,ортат,atari
460,Zaun::N,перяфкс,hesi
461,Dach::N,кудпря,teilatu
462,Leiter::N,куцема,zurubi
463,Besen::N,тяльме,erratz
464,Spaten::N,ка́йме,burdinpala
465,Schaufel::N,ко́поня,pala
466,Schaufel::N,ця́рдом,pala
467,Gabel::N,ця́нгоня,sardexka
468,Löffel::N,куцю,koilara
469,Messer::N,пеель,aizto
470,Nagel::N,эска,iltze
471,Haken::N,кя́чказ,mako
472,Griff::N,недь,eskutoki
473,Griff::N,кунда́мка,eskutoki
474,Schloss::N,замо́к,sarraila
475,Bild::N,карти́на,irudi
476,Figur::N,ронга-понда,figura
477,Puppe::N,ня́ка,panpina
478,Puppe::N,ня́ка,andrakila
479,Beutel::N,кяскав,zorro
480,Bündel::N,кярьме,azao
481,Bündel::N,кярьме,espal
482,Tasche::N,кошяльня,poltsa
483,Eimer::N,ве́дарка,treska
484,Deckel::N,тавадкс,tapa
485,Deckel::N,тавадкс,estalki
486,Deckel::N,вельхкс,tapa
487,Deckel::N,вельхкс,estalki
488,Geschirr::N,кядьге,baxera
489,Geschirr::N,кядьге,ontziteria
490,Sack::N,кяскав,zaku
491,Tasse::N,ша́ваня,kikara
492,Topf::N,кавозь,ontzi
493,Topf::N,кавозь,lapiko
494,Kessel::N,сргавозь,pazia
495,Essen::N,ярхцама,janaldi
496,Nahrung::N,ярхцампяль,jan
497,Speise::N,ярхцама,jaki
498,Fleisch::N,пал,okela
499,Fleisch::N,пал,haragi
500,Fleisch::N,сиволь,okela
501,Fleisch::N,сиволь,haragi
502,Getreide::N,сёра,labore
503,Brei::N,ям,ahi
504,Brei::N,ям,pure
505,Brot::N,кши,ogi
506,Scheibe::N,кочам,xerra
507,Scheibe::N,кочам,pirripita
508,Fett::N,куя́,urin
509,Fett::N,куя́,koipe
510,Butter::N,вай,gurin
511,Öl::N,вай,olio
512,Salz::N,сал,gatz
513,Suppe::N,шонгарям,zopa
514,Suppe::N,шонгарям,salda
515,Suppe::N,коршампяль,zopa
516,Suppe::N,коршампяль,salda
517,Honig::N,медь,ezti
518,Milch::N,лофца,esne
519,Tee::N,чай,te
520,Leder::N,кедь,larru
521,Wolle::N,пона,artile
522,Stoff::N,котф,ehun
523,Nadel::N,салмокс,orratz
524,Nadel::N,салмокс,jostorratz
525,Faden::N,сюре,hari
526,Knopf::N,пуня,botoi
527,Knoten::N,сюлма,korapilo
528,Farbe::N,архтомбяль,pintura
529,Kleidung::N,щам,arropa
530,Kleidung::N,щам,jantziak
531,Hemd::N,па́нар,atorra
532,Hemd::N,па́нар,alkandora
533,Kragen::N,сиве,idun
534,Ärmel::N,ожа,mahuka
535,Hose::N,понкст,prakak
536,Hose::N,понкст,galtzak
537,Gürtel::N,каркс,gerriko
538,Mütze::N,вазь,txano
539,Mütze::N,вазь,txapel
540,Schuh::N,башма́к,oski
541,Schuh::N,башма́к,oinetako
542,Stiefel::N,кя́ме,bota
543,Ring::N,суркс,uztai
544,Band::N,керькс,zinta
545,Band::N,керькс,xingola
546,Band::N,лента,zinta
547,Band::N,лента,xingola
548,Kamm::N,сюрьхцем,orrazi
549,Spiegel::N,ванома,mirail
550,Riemen::N,шнань каркс,uhal
551,Schnur::N,пикс,lokailu
552,Schnur::N,карькскя,lokailu
553,Leine::N,вядьме,lotura
554,Decke::N,вельхкс,burusi
555,Kissen::N,тоду,kuxin
556,Tuch::N,руця́,zapi
557,Tuch::N,руця́,oihal
558,Handtuch::N,на́рдама,eskuzapi
559,Handtuch::N,на́рдама,eskuoihal
560,Kraft::N,вий,indar
561,Stärke::N,вииши,indar
562,Gesundheit::N,шумбраши́,osasun
563,Krankheit::N,урма́,eritasun
564,Krankheit::N,урма́,gaixotasun
565,Krankheit::N,сярядема,eritasun
566,Krankheit::N,сярядема,gaixotasun
567,Schmerz::N,маряма,min
568,Wunde::N,керф,zauri
569,Fieber::N,маштыкс,sukar
570,Arznei::N,надо́бья,osagai
571,Arznei::N,надо́бья,sendagai
572,Arznei::N,пъчка́фтома,osagai
573,Arznei::N,пъчка́фтома,sendagai
574,Brücke::N,седь,zubi
575,Brunnen::N,эши,putzu
576,Weide::N,ванома васта,alha
577,Weide::N,ванома васта,bazkaleku
578,Pfad::N,ян,zidor
579,Pfad::N,ян,bidexka
580,Pfad::N,киня́,zidor
581,Pfad::N,киня́,bidexka
582,Weg::N,ки,bide
583,Straße::N,ки,errepide
584,Dorf::N,веле,herri
585,Stadt::N,ош,hiri
586,Brief::N,сёрма,gutun
587,Brief::N,сёрма,eskutitz
588,Buch::N,книга,liburu
589,Buchstabe::N,бу́ква,hizki
590,Zeitung::N,газе́та,egunkari
591,Leben::N,эряф,bizi
592,Leben::N,эряф,bizitza
593,Leben::N,эряма,bizi
594,Leben::N,эряма,bizitza
595,Tod::N,кулома́,herio
596,Tod::N,кулома́,heriotza
597,Grab::N,калма,hobi
598,Grab::N,калма,hilobi
599,Kirche::N,це́рькав,eliza
600,Sünde::N,пежеть,hoben
601,Sünde::N,пежеть,bekatu
602,Sünde::N,муворкс,hoben
603,Sünde::N,муворкс,bekatu
604,Gott::N,шкай,jainko
605,Arbeiter::N,трудендай,langile
606,Arbeiter::N,трудендай,behargin
607,Arbeiter::N,работник,langile
608,Arbeiter::N,работник,behargin
609,Chef::N,азор,nagusi
610,Chef::N,оцюня,nagusi
611,Meister::N,мастяр,maisu
612,Arzt::N,врач,osagile
613,Arzt::N,врач,sendagile
614,Arzt::N,доктор,osagile
615,Arzt::N,доктор,sendagile
616,Lehrer::N,учи́тель,irakasle
617,Geld::N,ярмакт,diru
618,Geschäft::N,ладяфкс,negozio
619,Geschäft::N,ладяф тев,negozio
620,Laden::N,ла́вка,denda
621,Laden::N,ла́вка,saltegi
622,Preis::N,питне,prezio
623,Preis::N,питне,salneurri
624,Ware::N,миф,salgai
625,Ware::N,ра́маф,salgai
626,Nutzen::N,пара,onura
627,Nutzen::N,пара,probetxu
628,Nutzen::N,лезкс,onura
629,Nutzen::N,лезкс,probetxu
630,Reichtum::N,ко́зяши,aberastasun
631,Welt::N,свет,ludi
632,Welt::N,свет,mundu
633,Land::N,мастор,herrialde
634,Staat::N,государства,estatu
635,König::N,король,errege
636,Macht::N,азорондама,botere
637,Macht::N,азорксши,botere
638,Grenze::N,ёткаян,muga
639,Krieg::N,война́,guda
640,Feind::N,душман,etsai
641,Feind::N,душман,arerio
642,Feind::N,каршек тюри,etsai
643,Feind::N,каршек тюри,arerio
644,Gewalt::N,наругама,bortxa
645,Gewalt::N,наругама,bortizkeria
646,Kampf::N,тюрема́,gudu
647,Kampf::N,тюрема́,auska
648,Bogen[Waffe]::N,нал,arku
649,Pfeil::N,нал,gezi
650,Gewehr::N,винто́вка,fusil
651,Fehler::N,эльбядькс,huts
652,Fehler::N,эльбядькс,hutsegin
653,Lüge::N,васькафнема,gezur
654,Schaden::N,зия́н,kalte
655,Unglück::N,зия́н,zoritxar
656,Unglück::N,зия́н,zorigaitz
657,Schuld::N,муворши,erru
658,Alter::N,эряф кизот,adin
659,Alter::N,эряфонь пинге,adin
660,Schluss::N,пе,bukaera
661,Zeit::N,пинге,aldi
662,Zeit::N,пинге,denbora
663,Tag::N,ши,egun
664,Morgen::N,шобдава,goiz
665,Mittag::N,шикучка,eguerdi
666,Abend::N,иля́дь,arrats
667,Nacht::N,ве,gau
668,Woche::N,недя́ля,aste
669,Monat::N,ков,hil
670,Jahr::N,киза,urte
671,Frühling::N,тунда́,udalehen
672,Sommer::N,киза,uda
673,Herbst::N,сёксе,udazken
674,Herbst::N,сёксе,neguantz
675,Winter::N,тяла,negu
676,Januar::N,кельмеков,urtarril
677,Februar::N,уфайков,otsail
678,März::N,марайков,martxo
679,April::N,шудиков,apiril
680,Mai::N,панжиков,maiatz
681,Juni::N,лямбеков,ekain
682,Juli::N,псиков,uztail
683,August::N,сёроньков,abuztu
684,September::N,тюжягов,irail
685,Oktober::N,кельмазаков,urri
686,November::N,эйндамков,azaro
687,Dezember::N,кучкаков,abendu
688,Montag::N,одговши,astelehen
689,Dienstag::N,ша́вши,astearte
690,Mittwoch::N,вержи,asteazken
691,Donnerstag::N,шува́ланя,ostegun
692,Freitag::N,пя́денця,ostiral
693,Samstag::N,ёткши,larunbat
694,Sonntag::N,таргоши,igande
695,groß::A,оцю,handi
696,klein::A,ёмла,txiki
697,lang::A,кува́ка,luze
698,kurz::A,нюрьхкя́ня,labur
699,breit::A,кели,zabal
700,schmal::A,тяйня,mehar
701,dicht::A,сиде,sarri
702,dicht::A,сиде,trinko
703,dicht::A,туста,sarri
704,dicht::A,туста,trinko
705,dick[Gegenstand]::A,эчке,lodi
706,dünn::A,шува́ня,mehe
707,fein::A,шува́ня,fin
708,fest::A,кеме,tinko
709,flach::A,лапш,lau
710,flach::A,лапш,ordoki
711,glatt::A,вадяв,leun
712,glatt::A,такор,leun
713,hart::A,калгода,gogor
714,weich::A,ляпе,bigun
715,weich::A,ляпе,beratz
716,rund::A,кру́глай,biribil
717,spitz::A,ботаз,puntadun
718,spitz::A,оржа,puntadun
719,scharf::A,оржа,zorrotz
720,stumpf::A,ношка,kamuts
721,schwer::A,стака,astun
722,schwer::A,стака,pisutsu
723,schön::A,мазы,eder
724,heiß::A,пси,bero
725,heiß::A,пси,oso bero
726,warm::A,лямбе,bero
727,kalt::A,кельме,hotz
728,kühl::A,эше,hotzil
729,frisch::A,свежай,fresko
730,frisch::A,свежай,hozkirri
731,feucht::A,летьке,heze
732,nass::A,начка,busti
733,trocken::A,коське,siku
734,trocken::A,коське,lehor
735,voll::A,пяшксе,bete
736,leer::A,шава,huts
737,offen::A,панжада,ireki
738,offen::A,виде,ireki
739,geschlossen::A,пякстаф,itxita
740,geschlossen::A,сёлгф,itxita
741,sauber::A,ару,xahu
742,sauber::A,ару,garbi
743,schmutzig::A,рда́зу,lohi
744,schmutzig::A,рда́зу,zikin
745,schmutzig::A,пя́ндра,lohi
746,schmutzig::A,пя́ндра,zikin
747,roh::A,верок,gordin
748,reif::A,ке́нерьф,umo
749,reif::A,ке́нерьф,heldu
750,lecker::A,танцти,goxo
751,süß::A,ламбама,goxo
752,bitter::A,сяпи,karmin
753,bitter::A,сяпи,garratz
754,sauer::A,шапама,mingots
755,hell::A,валда,argi
756,dunkel::A,шобда,ilun
757,schwarz::A,равжа,beltz
758,weiß::A,акша,zuri
759,rot::A,якстерь,gorri
760,gelb::A,тюжя́,hori
761,blau::A,сенем,urdin
762,grün::A,пиже,berde
763,grün::A,пиже,musker
764,grün::A,сянгяря,berde
765,grün::A,сянгяря,musker
766,grau::A,уле,urdin
767,grau::A,уле,urdinabar
768,bunt::A,сёрмав,koloretsu
769,billig::A,у́цез,merke
770,billig::A,аф пи́тни,merke
771,teuer::A,пи́тни,garesti
772,wertvoll::A,питни,baliotsu
773,blind::A,сокор,itsu
774,taub::A,пярав,gor
775,kräftig::A,пяк вии,kementsu
776,stark::A,вии,bizkor
777,stark::A,вии,indartsu
778,schwach::A,лафча,ahul
779,schwach::A,лафча,indargabe
780,fett::A,куя́,gizen
781,schlank::A,виде ронга,lerden
782,hübsch::A,мазы,polit
783,böse::A,кяжи,tzar
784,böse::A,кяжи,gaizto
785,dumm::A,аф ёню,lelo
786,dumm::A,аф ёню,pello
787,dumm::A,шава пря,lelo
788,dumm::A,шава пря,pello
789,faul::A,нола,nagi
790,faul::A,нола,alfer
791,fleißig::A,ку́лхцонды,maratz
792,fleißig::A,ку́лхцонды,lanzale
793,geizig::A,кирьжя,zeken
794,geizig::A,кирьжя,zikoitz
795,geizig::A,жаднай,zeken
796,geizig::A,жаднай,zikoitz
797,klug::A,ёню,zuhur
798,klug::A,пря́ви,zuhur
799,geschickt::A,маштозь тиф,trebe
