,Concept_ID,ta,br
682,warum::FADV,ஏன்,perak
683,wieviel::FNUM,எவ்வளவு,pet
684,eins::NUM,ஒன்று,unan
685,zwei::NUM,இரண்டு,daou
686,drei::NUM,மூன்று,tri
687,vier::NUM,நான்கு,pevar
688,fünf::NUM,ஐந்து,pemp
689,sechs::NUM,ஆறு,c'hwec'h
690,sieben::NUM,ஏழு,seizh
691,acht::NUM,எட்டு,eizh
692,neun::NUM,ஒன்பது,nav
693,zehn::NUM,பத்து,dek
694,elf::NUM,பதினொன்று,unnek
695,zwölf::NUM,பன்னிரண்டு,daouzek
696,zwanzig::NUM,இருபது,ugent
697,dreißig::NUM,முப்பது,tregont
698,vierzig::NUM,நாற்பது,daou-ugent
699,fünfzig::NUM,ஐமபது,hanter-kant
700,sechzig::NUM,அறுபது,tri-ugent
701,siebzig::NUM,எழுபது,dek ha tri-ugent
702,achtzig::NUM,எண்பது,pevar-ugent
703,neunzig::NUM,தொன்னூறு,dek ha pevar-ugent
704,hundert::NUM,நூறு,kant
705,tausend::NUM,ஆயிரம்,mil
706,und::CNJ,மற்றும்,ha
707,oder::CNJ,அல்லது,pe
708,stehen::V,நில்,bezañ a-sav
709,sitzen::V,உட்கார்,azezañ
710,sitzen::V,உட்கார்,bezañ en e goazez
711,liegen::V,படு,bezañ en e c'hourvez
712,hängen::V,தொங்கச் செய்,krougañ
713,werden::V,ஆகு,dazonet
714,passieren::V,நிகழ்,c'hoarvezout
715,beginnen::V,ஆரம்பி,stagañ
716,enden::V,முடி,achuiñ
717,wechseln::V,மாற்று,cheñch
718,aufgehen[Sonne]::V,உயர எழு,dirouzañ
719,untergehen[Sonne]::V,பொறுத்து,
720,scheinen[Sonne]::V,பிரகாசி,lugernañ
721,donnern::V,இடி,taranal
722,wehen::V,வீசு,c'hwezhañ
723,strömen::V,பாயதல்,deredek
724,fließen::V,நீரோட்டம் போக்கில் போ,redek
725,sich drehen::V,சுழல்,troiñ
726,schwanken::V,தள்ளாடு,trantellat
727,schwingen::V,ஆடு,froumal
728,fallen::V,விழு,kouezhañ
729,brennen::V,எரி,deviñ
730,rauchen::V,பகை பிடி,divogedañ
731,regnen::V,மழை பெய்,glavañ
732,gefrieren::V,உறைந்துவிடு,reviñ
733,tauen::V,உருகு,diskornañ
734,schmelzen::V,உருகு,teuziñ
735,trocknen::V,உலர்த்து,sec'hañ
736,sieden::V,கொதிக்க வை,berviñ
737,faulen::V,அழுகச் செய்,breinañ
738,verfaulen::V,அழுகச் செய்,breinañ
739,reißen::V,திடீரென அறு,darnaouiñ
740,versinken::V,மூழ்கு,sodellañ
741,vergehen::V,கடந்துசெல்,tremen
742,erscheinen::V,தோன்றச்,donet war-wel
743,verschwinden::V,மறைந்து போ,monet diwar wel
744,sinken::V,பதைவுறு,en em izelat
745,abnehmen::V,குறை,nebeutaat
746,zunehmen::V,உயர்த்து,kreskiñ
747,steigen::V,உயர எழு,sevel
748,wachsen::V,வளர்,kreskiñ
749,glänzen::V,மிளிர்,lugernañ
750,funkeln::V,பிரகாசி,elieniñ
751,lärmen::V,கொம்பு,rabotat
752,läuten::V,மணியொலியிசை,
753,klingeln::V,மணி அடி,
754,klirren::V,கிலுங்கு,diridignat
755,klirren::V,கிலுங்கு,sterlinkañ
756,brausen::V,இரைதல்,gwegal
757,rauschen::V,சலசலப்பு,trouzal
758,klingen::V,சிலம்புதல்,seniñ
759,bellen::V,குரை,harzhal
760,heulen::V,ஊளையிடு,yudal
761,blasen::V,ஊது,c'hwezhañ
762,pfeifen::V,சீழ்க்கை எழப்பு,c'hwitellat
763,schreien::V,கூச்சலிடு,huchal
764,stöhnen::V,வேதனை,hirvoudiñ
765,zittern::V,நடுங்கு,krenañ
766,leben::V,உயிருடனிரு,bevañ
767,geboren werden::V,பிற,genel
768,atmen::V,சுவாசி,tennañ e anal
769,trinken::V,குடி,evañ
770,essen::V,சாப்பிடு,debriñ
771,schlucken::V,முழுங்கு,lonkañ
772,müde werden::V,கையயர்தல்,skuizhañ
773,einschlafen::V,தூங்க,menel kousket
774,schlafen::V,தூங்கு,kousket
775,aufwachen::V,எழுப்பு,dihuniñ
776,aufstehen::V,எழுந்திரு,sevel
777,sich erholen::V,இளைப்பாறு,diskuizhañ
778,krank werden::V,விழுதல்,klañviñ
779,krank sein::V,நருக்கலாயிருக்க,bezañ klañv
780,schmerzen::V,நோவுறு,skourjezañ
781,husten::V,இருமு,pasaat
782,husten::V,இருமு,peudal
783,genesen::V,குணம் அடை,pareañ
784,sterben::V,மரணமடை,mervel
785,umkommen::V,நசி,perisañ
786,sich bewegen::V,நகர்த்து,bouljal
787,sich rühren::V,அசை,fiñval
788,sich erheben::V,எழுந்து நில்,sevel
789,sich setzen::V,உட்கார்,azezañ
790,sich setzen::V,உட்கார்,mont en e goazez
791,hinfallen::V,விழு,kouezhañ
792,laufen::V,நட,redek
793,schreiten::V,கவடுவைத்தல்,kerzhet
794,spazierengehen::V,உலவு,pourmen
795,eilen::V,விரைந்து,hastañ
796,sich beeilen::V,அவசரப்படுத்து,hastañ
797,sausen::V,விரைந்து செல்,karzhañ
798,rennen::V,ஓடு,redek
799,springen::V,குதி,lammat
800,klettern::V,ஏறு,krimpat
801,schaukeln::V,தள்ளாடு,brañsellat
802,kriechen::V,மெதுவாக நடந்து செல்,skrampañ
803,schwimmen::V,நீந்து,neuial
804,tauchen::V,மூழ்கி நீச்சலடி,splujañ
805,rudern::V,துடுப்புப் போடு,roeñvat
806,fahren::V,ஓட்டு,kas
807,fahren::V,ஓட்டு,bleniañ
808,fliegen::V,பற,nijal
809,gehen::V,போ,mont
810,weggehen::V,விலகிச் செல்,mont kuit
811,abfahren::V,புறப்பட்டுச் செல்,mont kuit
812,anhalten::V,நின்றுவிடு,chom a-sav
813,hineingehen::V,மறையச் செய்,monet e-barzh
814,eintreten::V,நுழை,monet e-barzh
815,kommen::V,வா,dont
816,ankommen::V,வநது சேர்,erruout
817,zurückkommen::V,திரும்பி வா,addonet
818,bleiben::V,இரு,chom
819,warten::V,தாமதி,gortoz
820,erwarten::V,எதிர்நோக்கு,gortoz
821,suchen::V,தேடு,klask
822,finden::V,கண்டுபிடி,kavout
823,versuchen::V,முயற்சி செய்,klask
824,vorbereiten::V,ஆயத்தம் செய்,aozañ
825,lieben::V,அன்பு செலுத்து,karout
826,mögen::V,விரும்பு,karout
827,lachen::V,சிரி,c'hoarzin
828,rühren::V,இதயத்தைத் தொடு,tenerañ
829,weinen::V,அழு,gouelañ
830,schimpfen::V,சாபமிடு,krozal
831,sich ärgern::V,கோப்பபடு,fachañ
832,sich ärgern::V,கோப்பபடு,en em fachañ
833,sich fürchten::V,பயப்படு,
834,fürchten::V,பயப்படுத்து,
835,fliehen::V,ஓடு,tec'het
836,flüchten::V,தப்பிவிடு,tuzañ
837,sehen::V,பார்,gwelet
838,anschauen::V,கூர்ந்து கவனி,sellout ouzh
839,ansehen::V,கவனி,sellout ouzh
840,hören::V,கேள்,klevet
841,zuhören::V,சுவைத்துப் பார்,selaou
842,probieren::V,ருசி,blasa
843,riechen::V,முகர்ந்து பார்,klevet
844,fühlen::V,தொட்டுணர்,santout
845,scheinen::V,காணப்படு,diskouez bezañ
846,zu sehen sein::V,தோன்றுதல்,bezañ gwelus
847,vernehmen::V,கேள்,merzhañ
848,frieren::V,குதுகுதுகு,anoued
849,tun::V,செய்,ober
850,können::V,இயல்வது,gouzout
851,wollen::V,விரும்பு,fellout da
852,wollen::V,விரும்பு,kaout c'hoant da
853,anfangen::V,தொடங்கு,kregiñ
854,beenden::V,முடி,achuiñ
855,aufhören::V,நிறுத்து,paouez
856,gelingen::V,வெற்றி,
857,geraten::V,ஏற்படுத்து,
858,öffnen::V,திற,digeriñ
859,schließen::V,மூடு,serriñ
860,stellen::V,வை,lakaat
861,setzen::V,வை,lakaat
862,legen::V,பரப்பி வை,lakaat
863,berühren::V,பதி,touch
864,verbinden::V,சேர்,eren
865,bedecken::V,உறைபோடு,goloiñ
866,aufhängen::V,தொங்கவிடு,istribilhañ
867,anzünden::V,எரியூட்டு,alumiñ
868,anzünden::V,எரியூட்டு,c'hwezzañ
869,aufheben::V,பொறுக்கி எடு,dastum
870,zurücklassen::V,விட்டுச் செல்,lezel
871,verlieren::V,இழ,koll
872,fallen lassen::V,அளவில் குறைவு,laoskel
873,fallen lassen::V,அளவில் குறைவு,lezel da gouezhel
874,machen::V,தயார்செய்,ober
875,herstellen::V,உற்பத்தி செய்,fardañ
876,bauen::V,கட்டு,sevel
877,reparieren::V,பழுது பார்,adaozañ
878,verbessern::V,மேம்படுத்து,gwellaat
879,ändern::V,மாற்றி அமை,cheñch
880,graben::V,குழி வெட்டு,kleuzañ
881,beugen::V,வனை,plegañ
882,biegen::V,வனை,krommañ
883,drehen::V,சுழல்,treiñ
884,wenden::V,குடைகவிழு,treiñ
885,umdrehen::V,சுற்றும் முற்றும் பார்,treiñ
886,heben::V,தூக்கு,sevel
887,hochheben::V,தூக்கு,sevel
888,ergreifen::V,பறி,kemer
889,halten::V,பிடித்துக் கொள்,dalc'hen
890,drücken::V,அழுத்து,bountañ
891,schieben::V,தள்ளு,poulzañ
892,kratzen::V,கீறு,skrabat
893,lecken::V,நக்கு,lipat
894,beißen::V,கடி,kregiñ
895,abreißen::V,கிழி,diframmañ
896,abschneiden::V,வெட்டி எடு,troc'hañ
897,binden::V,கட்டு,stagañ
898,stecken::V,பதிய வை,sankañ
899,brechen::V,உடை,darnaouiñ
900,klopfen::V,தட்டு,skoiñ
901,hauen::V,அடி,dornañ
902,kleben::V,ஒட்டு,pegañ
903,reiben::V,தேய்,taravat
904,reiben::V,தேய்,trekiñ
905,streichen::V,பரவச்செய்,toazañ
906,schleifen::V,அரை,lemmañ
907,schneiden::V,துண்டாக்கு,troc'hañ
908,rütteln::V,மெல்ல தள்ளு,tordorosañ
909,schütteln::V,குலுக்கு,hejañ
910,schwenken::V,ஊஞ்சலாடு,
911,schütten::V,ஊற்று,diskargañ
912,füllen::V,நிரப்பு,kargañ
913,einwickeln::V,சுற்று,gronnañ
914,tragen::V,எடுத்துச் செல்,dougen
915,schleppen::V,இழுத்துச் செல்,stlejal
916,ziehen::V,இழு,sachañ
917,aufbewahren::V,வைத்துக் கொள்,miret
918,werfen::V,வீசி எறி,teuler
919,fangen::V,பிடி,tapañ
920,packen::V,பிடித்துக்கொள்,krapat
921,verstecken::V,மறை,kuzhat
922,teilen::V,பாகங்களாகப் பிரி,rannañ
923,schicken::V,அனுப்பு,kas
924,bringen::V,கொண்டு வா,degas
925,hinzufügen::V,சேர்,lakat ouzhpenn
926,bekommen::V,பெறு,kaout
927,erhalten::V,பெறு,kaout
928,nehmen::V,எடு,kemer
929,wählen::V,தேர்ந்தெடு,choaz
930,auswählen::V,தேர்ல்தெடு,dibab
931,bewahren::V,கெடாது பேணு,mirout
932,behindern::V,தடங்கல் செய்,diaezañ
933,verderben::V,நாசமாக்கு,lovrañ
934,beschädigen::V,சேதப்படுத்து,gwallegañ
935,zerbrechen::V,உடை,torriñ
936,zerreißen::V,கிழி,diroegiñ
937,zerstören::V,அழி,distrujañ
938,verbrennen::V,எரியூட்டு,deviñ
939,geben::V,கொடு,reiñ
940,reichen::V,வழங்கு,
941,schenken::V,மொயத்தல்,donezonañ
942,versprechen::V,உறுதியளி,prometiñ
943,wünschen::V,ஆசைப்படு,hetiñ
944,loben::V,புகழ்ச்சி கூறு,feurmiñ
945,küssen::V,முத்தமிடு,pokat
946,wiegen::V,ஆட்டுத்தல்,pouezañ
947,zudecken::V,உறைபோடு,goloiñ
948,wecken::V,எழுப்பு,dihuniñ
949,zeigen::V,காட்டு,diskouez
950,führen::V,வழிகாட்டி,kas
951,lehren::V,சொல்லிக் கொடு,deskiñ
952,unterrichten::V,அறிவுரை கூறு,kelenn
953,aufziehen::V,வளர்,
954,leiten::V,அழைத்துச் செல்,bleinañ
955,antreiben::V,தூண்டு,poulzañ
956,lassen::V,விடு,leuskel
957,einladen::V,அழை,pediñ
958,vereinigen::V,ஒன்றாகச் சேர்,unisañ
959,besuchen::V,வருகை புரி,gweladenniñ
960,treffen::V,சந்தி,kejal
961,treffen::V,சந்தி,ankontrañ
962,sich versammeln::V,தொகுப்பு,bodennañ
963,spielen::V,விளையாடு,c'hoari
964,singen::V,பாடு,kanañ
965,tanzen::V,நடனமாடு,dañsal
966,sich trennen::V,தனிப்படடுத்து,dispartiañ
967,verlassen::V,கைவிடு,lezel
968,retten::V,காப்பாற்று,saveteiñ
969,bewachen::V,காவல் செய்,mesa
970,schützen::V,பாதுகாப்பு செய்,diwall
971,verteidigen::V,எதிர்த்து நில்,difenn
972,sich schlagen::V,பூசலிடு,lopañ
973,schießen::V,சுட்டுக் கொல்,
974,siegen::V,வெற்றி பெறு,trec'hiñ
975,ärgern::V,எரிச்சலூட்டு,hegasiñ
976,schlagen::V,அடி,skeiñ
977,treten::V,உதை,botaouiñ
978,stechen::V,கொட்டு,pikat
979,stoßen::V,நெருக்கு,stokañ
980,stehlen::V,திருடு,laerezh
981,stören::V,தொல்லைகொடு,direnkañ
982,belästigen::V,தொல்லை கொடு,dregasiñ
983,verbergen::V,மறை,skoachañ
984,täuschen::V,ஏமாற்று,tromplañ
985,betrügen::V,ஏமாற்று,lorbañ
986,töten::V,கொல்,lazhañ
987,wohnen::V,தங்கியிரு,bezañ o chom
988,arbeiten::V,வேலை செய்,labourat
989,sammeln::V,ஒன்றுசேர்,dastum
990,pflücken::V,கொய்து எடு,kuntuilhañ
991,jagen::V,வேட்டையாடு,chaseal
992,fischen::V,மீன் பிடி,pesketa
993,fassen::V,பிடி,pakañ
994,hüten::V,காவல் செய்,geota
995,treiben::V,ஓட்டு,
996,anbinden::V,கட்டு,stagañ
997,füttern::V,உணவளி,boueta
998,melken::V,பால் கற,goro
999,hacken::V,வெட்டி எடு,difrakal
1000,gießen::V,நீர்ப் பாய்ச்சு,dourañ
1001,reifen::V,பழு,azviñ
1002,zubereiten::V,சமையல் செய்,keginañ
1003,kochen::V,வேகவை,poazhañ
1004,backen::V,வெப்பத்தில் வாட்டு,fritañ
1005,braten::V,பொரியச் செய்,rostañ
1006,umrühren::V,கலக்கு,
1007,stricken::V,பின்னியிழை,stammañ
1008,nähen::V,தையல் வேலை செய்,gwriat
1009,färben::V,வண்ணம் பெறச் செய்,livañ
1010,reinigen::V,சுத்தம் செய்,naetañ
1011,waschen::V,கழுவு,gwalc'hiñ
1012,abwischen::V,துடை,torchañ
1013,spülen::V,அலசு,disgwalc'hiñ
1014,fegen::V,பெறுக்கு,skubañ
1015,kehren::V,பெறுக்கு,skubañ
1016,baden::V,குளி,kouronkañ
1017,sich waschen::V,கழுவு,en em walc'hiñ
1018,ausziehen::V,கழற்று,
1019,anziehen::V,புனைதல்,
1020,sich anziehen::V,உடுத்துதல்,gwiskañ
1021,kämmen::V,தலை வாரிக் கொள்,kribat
1022,schmücken::V,அழகுபடுத்து,kinklañ
1023,sagen::V,சொல்,larêt
1024,sagen::V,சொல்,lavaret
1025,sprechen::V,பேசு,komz
1026,reden::V,பெசு,kaozeal
1027,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,balbotal
1028,fragen::V,கேள்,goulenn
1029,bitten::V,வேண்டு,goulenn
1030,erzählen::V,சொல்,kontañ
1031,mitteilen::V,சொல்,kemenn
1032,nennen::V,பெயரிடுதல்,anviñ
1033,rufen::V,கூச்சலிடு,gelver
1034,prahlen::V,தற்பெருமை பேசு,fougeal
1035,übersetzen::V,மொழிபெயர்ப்பு செய்,treiñ
1036,denken::V,யோசி,soñjal
1037,glauben::V,நம்பு,krediñ
1038,bemerken::V,கவனி,apresevañ
1039,erkennen::V,அடையாளம் கண்டுகொள்,anavout
1040,begreifen::V,பற்றிக்கொள்,meizañ
1041,verstehen::V,புரிந்து கொள்,kompren
1042,lernen::V,கற்றுக்கொள்,deskiñ
1043,wissen::V,தெரிந்திரு,gouzout
1044,sich erinnern an::V,நினைவு கூர்,kaout soñj e
1045,vergessen::V,மற,ankouaat
1046,messen::V,அளவிடு,muzuliañ
1047,zählen::V,எண்ணு,kontañ
1048,rechnen::V,கணக்கிடு,jedañ
1049,lesen::V,படி,lenn
1050,malen::V,வண்ணச்சித்திரம்,livañ
1051,zeichnen::V,வரை,tresañ
1052,schreiben::V,எழுது,skrivañ
1053,besitzen::V,உடைமையாகக் கொண்டிரு,kaout
1054,kaufen::V,வாங்கு,prenañ
1055,verkaufen::V,விற்பனை செய்,gwerzhañ
1056,bezahlen::V,இறுத்தல்,paeañ
1057,zahlen::V,பணம் செலுத்து,paeañ
1058,beherrschen::V,ஆட்சிசெய்,mestroniañ
1059,ertragen::V,தாங்கு,anduriñ
