,Concept_ID,cs,az
815,wegen::PRP,pro,ötəri
816,dies::PRN,toto,bu
817,dies::PRN,tohle,bu
818,das::PRN,to,o
819,alles::PRN,všechno,hər şey
820,ich::PRN,já,mən
821,du::PRN,ty,sən
822,er::PRN,on,o
823,wir::PRN,my,biz
824,ihr::PRN,vy,siz
825,sie::PRN,oni,onlar
826,was::FPRN,co,nə
827,wer::FPRN,kdo,kim
828,wo::FADV,kde,harada
829,wohin::FADV,kam,haraya
830,wie::FADV,jak,necə
831,warum::FADV,proč,niyə
832,warum::FADV,proč,nə üçün
833,wieviel::FNUM,kolik,neçə
834,wieviel::FNUM,kolik,nə qədər
835,eins::NUM,jeden,bir
836,zwei::NUM,dva,iki
837,drei::NUM,tři,üç
838,vier::NUM,čtyři,dörd
839,fünf::NUM,pět,beş
840,sechs::NUM,šest,altı
841,sieben::NUM,sedm,yeddi
842,acht::NUM,osm,səkkiz
843,neun::NUM,devět,doqquz
844,zehn::NUM,deset,on
845,elf::NUM,jedenáct,on bir
846,zwölf::NUM,dvanáct,on iki
847,zwanzig::NUM,dvacet,iyirmi
848,dreißig::NUM,třicet,otuz
849,vierzig::NUM,čtyřicet,qırx
850,fünfzig::NUM,padesát,əlli
851,sechzig::NUM,šedesát,altmış
852,siebzig::NUM,sedmdesát,yetmiş
853,achtzig::NUM,osmdesát,səksən
854,neunzig::NUM,devadesát,doxsan
855,hundert::NUM,sto,yüz
856,tausend::NUM,tisíc,min
857,und::CNJ,a,və
858,oder::CNJ,nebo,ya
859,stehen::V,stát,durmaq
860,sitzen::V,sedět,oturmaq
861,liegen::V,ležet,uzanmaq
862,hängen::V,viset,asılmaq
863,werden::V,stát se,olmaq
864,passieren::V,stát se,olmaq
865,passieren::V,stát se,baş vermək
866,beginnen::V,počít,başlamaq
867,enden::V,končit,bitmək
868,enden::V,skončit,bitmək
869,wechseln::V,měnit se,dəyişmək
870,aufgehen[Sonne]::V,vyjít,doğmaq
871,untergehen[Sonne]::V,zapadnout,batmaq
872,scheinen[Sonne]::V,svítit,parlamaq
873,donnern::V,hřmět,guruldamaq
874,wehen::V,vát,əsmək
875,wehen::V,vanout,əsmək
876,strömen::V,proudit,axmaq
877,fließen::V,téct,axmaq
878,sich drehen::V,točit se,dönmək
879,schwanken::V,kolísat,yellənmək
880,schwanken::V,houpat se,yellənmək
881,schwingen::V,kývat se,yellənmək
882,fallen::V,padat,düşmek
883,brennen::V,hořet,yanmaq
884,rauchen::V,kouřit,tüstüləmək
885,regnen::V,pršet,yağmaq
886,gefrieren::V,zamrznout,donmaq
887,tauen::V,tát,ərimək
888,schmelzen::V,tavit,ərimək
889,trocknen::V,schnout,qurumaq
890,sieden::V,vřít,qaynamaq
891,faulen::V,hnít,çürümək
892,verfaulen::V,shnít,çürümək
893,reißen::V,roztrhat se,yırtılmaq
894,versinken::V,topit se,batmaq
895,versinken::V,ponořit se,batmaq
896,vergehen::V,plynout,ötmək
897,erscheinen::V,objevit se,görünmək
898,verschwinden::V,zmizet,yox olmaq
899,sinken::V,klesat,enmək
900,abnehmen::V,ubýt,azalmaq
901,zunehmen::V,přibýt,artmaq
902,steigen::V,stoupat,yüksəlmək
903,wachsen::V,růst,böyümək
904,glänzen::V,lesknout se,parlamaq
905,funkeln::V,jiskřit se,parıldamaq
906,lärmen::V,dělat hluk,səs-küy etmək
907,läuten::V,zvonit,çalmaq
908,klingeln::V,zvonit,zəng etmək
909,klirren::V,řinčet,cingildəmək
910,brausen::V,hučet,gurlamaq
911,rauschen::V,šumět,xışıldamaq
912,klingen::V,znít,səslənmək
913,bellen::V,štěkat,hürmək
914,heulen::V,výt,ulamaq
915,blasen::V,foukat,üfləmək
916,pfeifen::V,pískat,fit vermek
917,schreien::V,křičet,bağırmaq
918,schreien::V,křičet,qışqırmaq
919,stöhnen::V,sténat,inləmək
920,zittern::V,třást se,titrəmək
921,leben::V,žít,yaşamaq
922,geboren werden::V,rodit se,doğmaq
923,atmen::V,dýchat,nəfəs almaq
924,trinken::V,pít,içmek
925,essen::V,jíst,yemək
926,schlucken::V,polykat,udmaq
927,müde werden::V,unavit se,yorulmaq
928,einschlafen::V,usnout,yuxuya getmək
929,schlafen::V,spát,uyumaq
930,aufwachen::V,probudit se,oyanmaq
931,aufstehen::V,vstát,yuxudan durmaq
932,sich erholen::V,zotavovat se,dincəlmək
933,krank werden::V,onemocnět,xəstə olmaq
934,krank sein::V,být nemocný,azarlanmaq
935,krank sein::V,být nemocný,xəstələnmək
936,schmerzen::V,bolet,ağrimaq
937,husten::V,kašlat,öksürmək
938,genesen::V,uzdravit se,sağalmaq
939,sterben::V,umřít,ölmək
940,sterben::V,umřít,vəfat etmək
941,umkommen::V,zahynout,həlak olmaq
942,sich bewegen::V,pohnout se,hərəkət etmək
943,sich rühren::V,hnout se,tərpənmək
944,sich erheben::V,zdvihnout se,qalxmaq
945,sich setzen::V,posadit se,oturmaq
946,hinfallen::V,upadnout,yıxılmaq
947,laufen::V,běžet,yerimək
948,schreiten::V,kráčet,addım atmaq
949,spazierengehen::V,procházet se,gəzmək
950,eilen::V,spěchat,atılmaq
951,sich beeilen::V,pospíšit si,tələsmək
952,sausen::V,fičet,çırpmaq
953,rennen::V,pádit,qaçmaq
954,springen::V,skákat,sıçramaq
955,klettern::V,lézt,dırmanmaq
956,klettern::V,šplhat,dırmanmaq
957,schaukeln::V,houpat,sallanmaq
958,kriechen::V,lézt,sürünmək
959,kriechen::V,plazit se,sürünmək
960,schwimmen::V,plavat,üzmek
961,tauchen::V,nořit se,dalmaq
962,rudern::V,veslovat,avarlamaq
963,fahren::V,jet,sürmək
964,fahren::V,jezdit,sürmək
965,fliegen::V,létat,uçmaq
966,gehen::V,jít,getmək
967,weggehen::V,odejít,getmək
968,abfahren::V,odjet,yola düşmək
969,anhalten::V,zastavit se,saxlamaq
970,hineingehen::V,vcházet se,girmək
971,eintreten::V,vstoupit,girmək
972,eintreten::V,vstoupit,daxil olmaq
973,kommen::V,přijít,gəlmək
974,ankommen::V,dojít,gəlib çatmaq
975,zurückkommen::V,vrátit se,qayıtmaq
976,bleiben::V,zůstat,qalmaq
977,warten::V,čekat,gözləmək
978,erwarten::V,čekat na,bəkləmək
979,suchen::V,hledat,aramaq
980,suchen::V,hledat,axtarmaq
981,finden::V,najít,tapmaq
982,versuchen::V,zkoušet,çalışmaq
983,vorbereiten::V,připravit,hazırlamaq
984,lieben::V,milovat,sevmək
985,mögen::V,mít rád,xoşlamaq
986,lachen::V,smát se,gülmək
987,rühren::V,dojmout,həyəcanlandırmaq
988,weinen::V,plakat,ağlamaq
989,schimpfen::V,nadávat,küfr etmək
990,sich ärgern::V,pohoršit se,acıqlanmaq
991,sich fürchten::V,bát se,qorxmaq
992,fürchten::V,bát se,qorxmaq
993,fliehen::V,utéct,qaçmaq
994,flüchten::V,prchnout,qaçmaq
995,sehen::V,vidět,görmək
996,anschauen::V,podívat se na,baxmaq
997,ansehen::V,sledovat,baxmaq
998,hören::V,slyšet,duymaq
999,hören::V,slyšet,eşitmək
1000,zuhören::V,poslouchat,dinləmək
1001,probieren::V,ochutnávat,dadına baxmaq
1002,riechen::V,cítit,qoxlamaq
1003,fühlen::V,cítit,duymaq
1004,scheinen::V,zdát se,görünmək
1005,zu sehen sein::V,moci být viděn,görünmək
1006,vernehmen::V,uslyšet,eşitmək
1007,frieren::V,mrznout,üşümək
1008,tun::V,dělat,etmək
1009,können::V,moct,bilmək
1010,können::V,moct,bacarmaq
1011,wollen::V,chtít,istəmək
1012,anfangen::V,začít,başlamaq
1013,beenden::V,ukončit,bitirmək
1014,aufhören::V,přestat,bitmək
1015,aufhören::V,přestat,qurtarmaq
1016,gelingen::V,podařit se,müvəffəq olmaq
1017,geraten::V,dařit se,düşmək
1018,öffnen::V,otevřít,açmaq
1019,schließen::V,zavřít,qapamaq
1020,stellen::V,postavit,qoymaq
1021,setzen::V,posadit,oturtmaq
1022,legen::V,klást,qoymaq
1023,legen::V,položit,qoymaq
1024,berühren::V,dotýkat se,toxunmaq
1025,verbinden::V,spojit,bağlamaq
1026,bedecken::V,pokrýt,örtmək
1027,aufhängen::V,oběsit,asmaq
1028,aufhängen::V,pověsit,asmaq
1029,anzünden::V,zapálit,yandırmaq
1030,anzünden::V,podpálit,yandırmaq
1031,aufheben::V,zvednout,qaldırmaq
1032,aufheben::V,zdvihnout,qaldırmaq
1033,zurücklassen::V,zanechat,buraxmaq
1034,verlieren::V,ztratit,itirmək
1035,fallen lassen::V,upustit,düşürmək
1036,machen::V,udělat,etmək
1037,herstellen::V,vyrobit,istehsal etmək
1038,bauen::V,stavět,tikmək
1039,bauen::V,budovat,tikmək
1040,reparieren::V,opravit,təmir etmək
1041,verbessern::V,zlepšit,düzəltmək
1042,ändern::V,změnit,dəyişdirmək
1043,graben::V,rýt,qazımaq
1044,graben::V,kopat,qazımaq
1045,beugen::V,ohnout,əymək
1046,biegen::V,ohnout,bükmək
1047,drehen::V,točit,döndərmək
1048,wenden::V,obrátit,çevirmək
1049,umdrehen::V,obrátit,çevirmək
1050,heben::V,zdvihnout,qaldırmaq
1051,hochheben::V,zvednout,qaldırmaq
1052,ergreifen::V,chopit se,tutmaq
1053,halten::V,držet,saxlamaq
1054,drücken::V,stisknout,sıxmaq
1055,schieben::V,posouvat,sürmək
1056,kratzen::V,škrábat,qaşımaq
1057,lecken::V,lízat,yalamaq
1058,beißen::V,kousat,dişləmək
1059,abreißen::V,utrhat,qoparmaq
1060,abreißen::V,odtrhat,qoparmaq
1061,abschneiden::V,uřezat,ayırmaq
1062,abschneiden::V,ukrojit,ayırmaq
1063,binden::V,přivázat,bağlamaq
1064,stecken::V,strčit,soxmaq
1065,brechen::V,lomit,qırmaq
1066,klopfen::V,ťukat,sındırmaq
1067,klopfen::V,klepat,sındırmaq
1068,hauen::V,bít,vurmaq
1069,kleben::V,lepit,apışdırmaq
1070,reiben::V,třít,ovmaq
1071,streichen::V,mazat,sürtmək
1072,schleifen::V,brousit,bülövləmək
1073,schneiden::V,řezat,kəsmək
1074,schneiden::V,střihat,kəsmək
1075,rütteln::V,třást,sirkələmək
1076,rütteln::V,otřást,sirkələmək
1077,schütteln::V,třást,çalxalamaq
1078,schütteln::V,zatřást,çalxalamaq
1079,schwenken::V,mávat,yelləmək
1080,schütten::V,nasypat,tökmək
1081,füllen::V,naplnit,doldurmaq
1082,einwickeln::V,zavinout,sarımaq
1083,tragen::V,nést,daşımaq
1084,schleppen::V,vléct,sürükləmək
1085,ziehen::V,tahat,çəkmək
1086,ziehen::V,táhnout,çəkmək
1087,aufbewahren::V,schovat,gizlətmək
1088,werfen::V,házet,atmaq
1089,fangen::V,chytat,tutmaq
1090,packen::V,uchvátit,yaxalamaq
1091,verstecken::V,schovat,gizlətmək
1092,teilen::V,rozdělit,bölmək
1093,schicken::V,posílat,yollamaq
1094,schicken::V,posílat,göndərmək
1095,bringen::V,přinést,gətirmək
1096,hinzufügen::V,připojit,əlavə etmək
1097,bekommen::V,dostat,almaq
1098,bekommen::V,dostat,əldə etmək
1099,erhalten::V,uchovat,almaq
1100,nehmen::V,vzít,almaq
1101,wählen::V,zvolit,seçmək
1102,auswählen::V,vybrat,arımaq
1103,bewahren::V,uchránit,qorumaq
1104,behindern::V,překážet,mane olmaq
1105,verderben::V,zkazit,pozmaq
1106,beschädigen::V,porušit,zədələmək
1107,beschädigen::V,poškodit,zədələmək
1108,zerbrechen::V,rozlámat,qırmaq
1109,zerbrechen::V,rozlámat,sındırmaq
1110,zerreißen::V,roztrhnout,yırtmaq
1111,zerstören::V,zničit,dağıtmaq
1112,verbrennen::V,spálit,yandırmaq
1113,geben::V,dát,vermək
1114,reichen::V,podat,uzatmaq
1115,schenken::V,darovat,vermək
1116,versprechen::V,slíbit,vəd vermək
1117,wünschen::V,přát,arzulamaq
1118,loben::V,chválit,tərifləmək
1119,küssen::V,líbat,öpmək
1120,wiegen::V,chovat,tərpətmək
1121,wiegen::V,kolébat,tərpətmək
1122,zudecken::V,přikrýt,örtmək
1123,zudecken::V,přiklopit,örtmək
1124,wecken::V,vzbudit,oyatmaq
1125,zeigen::V,ukázat,göstərmək
1126,führen::V,vést,rəhbərlik etmək
1127,lehren::V,učit,öyrətmək
1128,unterrichten::V,vyučovat,öyrətmək
1129,unterrichten::V,vyučovat,dərs vermək
1130,aufziehen::V,vychovat,tərbiyə etmək
1131,leiten::V,vodit,idarə etmək
1132,antreiben::V,nutit,bizləmək
1133,lassen::V,dát,-tırmaq
1134,einladen::V,pozvat,dəvət etmək
1135,vereinigen::V,spojit,birləşdirmək
1136,besuchen::V,návštívit,baş çəkmək
1137,besuchen::V,návštívit,ziyarət etmək
1138,treffen::V,potkat,rastlaşmaq
1139,treffen::V,potkat,rast gəlmək
1140,sich versammeln::V,shromáždit se,toplanmaq
1141,spielen::V,hrát,oynamaq
1142,singen::V,zpívat,oxumaq
1143,tanzen::V,tančit,oynamaq
1144,tanzen::V,tančit,rəqs etmək
1145,sich trennen::V,rozejít se,ayrılmaq
1146,verlassen::V,opustit,tərk etmək
1147,retten::V,zachránit,xilas etmək
1148,bewachen::V,hlídat,gözətmək
1149,schützen::V,chránit,qorumaq
1150,verteidigen::V,obhájit,qorumaq
1151,sich schlagen::V,bít se,döyüşmək
1152,schießen::V,střílet,atmaq
1153,schießen::V,střílet,atəş açmaq
1154,siegen::V,zvítězit,yenmək
1155,ärgern::V,zlobit,acışdırmaq
1156,ärgern::V,pohoršit,acışdırmaq
1157,schlagen::V,udeřit,döymək
1158,schlagen::V,praštit,döymək
1159,treten::V,kopnout,təpmək
1160,stechen::V,bodnout,soxmaq
1161,stechen::V,píchnout,soxmaq
1162,stoßen::V,strčit,itələmək
1163,stehlen::V,ukrást,çalmaq
1164,stehlen::V,ukrást,oğurlamaq
1165,stören::V,vyrušit,pozmaq
1166,belästigen::V,obtěžovat,narahat etmək
1167,verbergen::V,skrýt,gizləmək
1168,täuschen::V,klamat,aldatmaq
1169,betrügen::V,podvést,aldatmaq
1170,töten::V,zabít,öldürmək
1171,wohnen::V,bydlit,yaşamaq
1172,arbeiten::V,pracovat,işləmək
1173,arbeiten::V,pracovat,çalışmaq
1174,sammeln::V,sebrat,yığmaq
1175,sammeln::V,sebrat,toplamaq
1176,pflücken::V,česat,qoparmaq
1177,jagen::V,uhonit,ovlamaq
1178,fischen::V,chytat ryby,balıq tutmaq
1179,fassen::V,ulovit,tutmaq
1180,hüten::V,pást,güdmək
1181,treiben::V,hnát,haylamaq
1182,anbinden::V,přivázat,bağlamaq
1183,füttern::V,krmit,bəsləmək
1184,melken::V,dojit,sağmaq
1185,hacken::V,seknout,yarmaq
1186,gießen::V,zalít,sulamaq
1187,reifen::V,uzrát,dəymək
1188,zubereiten::V,připravit,bişirmək
1189,kochen::V,vařit,qaynatmaq
1190,backen::V,péct,bişirmək
1191,braten::V,smažit,qızartmaq
1192,umrühren::V,zamíchat,qarışdırmaq
1193,stricken::V,plést,hörmək
1194,nähen::V,šít,tikmək
1195,färben::V,nabarvit,boyamaq
1196,reinigen::V,očistit,təmizləmək
1197,waschen::V,mýt,yumaq
1198,abwischen::V,utřít,silmək
1199,spülen::V,spláchnout,çalxamaq
1200,fegen::V,zamést,süpürmək
1201,kehren::V,mést,süpürmək
1202,baden::V,koupat se,çimmək
1203,sich waschen::V,mýt se,yuyunmaq
1204,ausziehen::V,svléct,soyunmaq
1205,anziehen::V,obléct,geymək
1206,sich anziehen::V,oblékat se,geyinmək
1207,kämmen::V,učesat,daramaq
1208,schmücken::V,ozdobit,bəzəmək
1209,sagen::V,říct,demək
1210,sagen::V,říct,söymek
1211,sprechen::V,mluvit,danışmaq
1212,reden::V,hovořit,danışmaq
1213,sich unterhalten::V,povídat se,söhbət etmək
1214,fragen::V,zeptat se,soruşmaq
1215,bitten::V,prosit,diləmək
1216,bitten::V,prosit,xahiş etmək
1217,erzählen::V,povídat,bəhs etmək
1218,mitteilen::V,sdělit,bildirmək
1219,mitteilen::V,oznámit,bildirmək
1220,nennen::V,nazvat,adlandırmaq
1221,rufen::V,volat,çağırmaq
1222,rufen::V,zavolat,çağırmaq
1223,prahlen::V,chlubit se,öyünmək
1224,übersetzen::V,přeložit,tərcümə etmək
1225,denken::V,myslit,düşünmək
1226,denken::V,myslit,fikirləşmək
1227,glauben::V,věřit,inanmaq
1228,bemerken::V,zpozorovat,qeyd etmək
1229,erkennen::V,poznat,tanımaq
1230,begreifen::V,pochopit,anlamaq
1231,verstehen::V,porozumět,duymaq
1232,lernen::V,učit se,öyrənmək
1233,wissen::V,vědět,bilmək
1234,sich erinnern an::V,vzpomínat si na,xatırlamaq
1235,vergessen::V,zapomínat,unutmaq
1236,messen::V,měřit,ölçmək
1237,zählen::V,spočítat,saymaq
1238,rechnen::V,počítat,hesablamaq
1239,lesen::V,číst,oxumaq
1240,malen::V,malovat,şəkil çəkmək
1241,zeichnen::V,rýsovat,cızmaq
1242,schreiben::V,psát,yazmaq
1243,besitzen::V,mít,yiyələnmək
1244,besitzen::V,mít,malik olmaq
1245,besitzen::V,vlastnit,yiyələnmək
1246,besitzen::V,vlastnit,malik olmaq
1247,kaufen::V,koupit,satın almaq
1248,verkaufen::V,prodat,satmaq
1249,bezahlen::V,zaplatit,ödəmək
1250,zahlen::V,platit,ödəmək
1251,beherrschen::V,ovládat,idarə etmək
1252,ertragen::V,snést,dözmək
