,Concept_ID,tr,ka
1042,pfeifen::V,düdük çalmak,უსტვენს
1043,schreien::V,bağırmak,ყვირის
1044,schreien::V,haykırmak,ყვირის
1045,stöhnen::V,inlemek,კვნესის
1046,zittern::V,titremek,აძაგძაგებს
1047,leben::V,yaşamak,ცოცხლობს
1048,leben::V,hayatta olmak,ცოცხლობს
1049,geboren werden::V,doğmak,იშვება
1050,geboren werden::V,doğmak,იბადება
1051,atmen::V,solunmak,სუნთქავს
1052,atmen::V,nefes almak,სუნთქავს
1053,trinken::V,içmek,სვამს
1054,trinken::V,içmek,დალევს
1055,essen::V,yemek,შეჭამს
1056,schlucken::V,yutmak,ყლაპავს
1057,müde werden::V,yorulmak,დაიქანცება
1058,einschlafen::V,uykuya dalmak,დაიძინებს
1059,schlafen::V,uyumak,სძინავს
1060,aufwachen::V,uyanmak,გაიღვიძებს
1061,aufstehen::V,kalkmak,ადგება
1062,aufstehen::V,yataktan kalkmak,ადგება
1063,sich erholen::V,dinlenmek,დაისვენებს
1064,krank werden::V,hastalanmak,ავად გახდება
1065,krank sein::V,hasta olmak,ავადმყოფობს
1066,schmerzen::V,ağrımak,სტკივა
1067,husten::V,öksürmek,ახველებს
1068,genesen::V,şifa bulmak,მორჩება
1069,sterben::V,ölmek,კვდება
1070,sterben::V,vefat etmek,კვდება
1071,umkommen::V,ölmek,დაიღუპება
1072,sich bewegen::V,hareket etmek,იძვრის
1073,sich bewegen::V,hareket etmek,მოძრაობს
1074,sich rühren::V,kımıldanmak,გაინძრევა
1075,sich erheben::V,kalkmak,ადგება
1076,sich erheben::V,ayağa kalkmak,ადგება
1077,sich setzen::V,oturmak,დაჯდება
1078,hinfallen::V,yere düşmek,დაეცემა
1079,laufen::V,yürümek,დადის
1080,schreiten::V,yürümek,აბიჯებს
1081,schreiten::V,adım atmak,აბიჯებს
1082,spazierengehen::V,gezmek,დასეირნობს
1083,spazierengehen::V,dolaşmak,დასეირნობს
1084,eilen::V,seğirtmek,მიიჩქარის
1085,sich beeilen::V,acele etmek,აჩქარდება
1086,sausen::V,hızla gitmek,მიქრის
1087,rennen::V,koşmak,დარბის
1088,springen::V,atlamak,ხტის
1089,springen::V,sıçramak,ხტის
1090,klettern::V,tırmanmak,ძვრება
1091,schaukeln::V,sallanmak,ქანაობს
1092,kriechen::V,sürünmek,დაბობღავს
1093,schwimmen::V,yüzmek,ცურავს
1094,tauchen::V,dalmak,ჩაიძირება
1095,rudern::V,kürek çekmek,ნიჩაბს უსვამს
1096,fahren::V,gitmek,დადის
1097,fahren::V,gitmek,მგზავრობს
1098,fliegen::V,uçmak,იფრენს
1099,fliegen::V,uçmak,გაფრინდება
1100,gehen::V,gitmek,მიდის
1101,weggehen::V,gitmek,წამოდის
1102,abfahren::V,kalkmak,მიემგზავრება
1103,anhalten::V,durmak,ჩერდება
1104,hineingehen::V,içeri girmek,შედის
1105,eintreten::V,girmek,შედის
1106,kommen::V,gelmek,მოდის
1107,ankommen::V,varmak,ჩადის
1108,zurückkommen::V,dönmek,დაბრუნდება
1109,bleiben::V,kalmak,დარჩება
1110,warten::V,beklemek,ელოდება
1111,erwarten::V,beklemek,ელის
1112,erwarten::V,beklemek,დაიცდის
1113,suchen::V,aramak,ეძებს
1114,suchen::V,aramak,მოძებნის
1115,finden::V,bulmak,მიაგნებს
1116,finden::V,bulmak,გამოძებნის
1117,versuchen::V,denemek,ცდის
1118,versuchen::V,denemek,ცდილობს
1119,vorbereiten::V,hazırlamak,მოამზადებს
1120,lieben::V,sevmek,უყვარს
1121,mögen::V,beğenmek,ეტრფის
1122,lachen::V,gülmek,იცინის
1123,rühren::V,dokunmak,გულს აუჩუყებს
1124,rühren::V,duygulandırmak,გულს აუჩუყებს
1125,weinen::V,ağlamak,ტირის
1126,schimpfen::V,küfretmek,შეიგინება
1127,sich ärgern::V,kızmak,გაბრაზობს
1128,sich fürchten::V,korkmak,შიშობს
1129,fürchten::V,korkmak,ფრთხილობს
1130,fliehen::V,kaçmak,გაიქცევა
1131,flüchten::V,kaçmak,გაიქცევა
1132,sehen::V,görmek,ხედავს
1133,anschauen::V,seyretmek,ნახავს
1134,ansehen::V,bakmak,უყურებს
1135,hören::V,duymak,ისმენს
1136,hören::V,işitmek,ისმენს
1137,zuhören::V,dinlemek,მოისმენს
1138,probieren::V,denemek,გასინჯავს
1139,probieren::V,tadına bakmak,გასინჯავს
1140,riechen::V,kokusunu almak,ყნოსავს
1141,fühlen::V,duymak,გრძნობს
1142,fühlen::V,hissetmek,გრძნობს
1143,scheinen::V,görünmek,ეჩვენება
1144,zu sehen sein::V,görünmek,მოჩანს
1145,vernehmen::V,haber almak,გაიგებს
1146,frieren::V,üşümek,იყინება
1147,tun::V,etmek,აკეთებს
1148,tun::V,yapmak,აკეთებს
1149,können::V,bilmek,შეიძლება
1150,wollen::V,istemek,უნდა
1151,anfangen::V,başlamak,დაიწყებს
1152,beenden::V,bitirmek,ამთავრებს
1153,aufhören::V,bitmek,შეწყვეტს
1154,gelingen::V,başarmak,მოახერხებს
1155,geraten::V,düşmek,გამოდის
1156,öffnen::V,açmak,გახსნის
1157,schließen::V,kapamak,ხურავს
1158,schließen::V,kapamak,დაკეტავს
1159,stellen::V,koymak,დადგამს
1160,setzen::V,koymak,დასვამს
1161,setzen::V,oturtmak,დასვამს
1162,legen::V,koymak,დადებს
1163,legen::V,yatırmak,დადებს
1164,berühren::V,dokunmak,შეახებს
1165,berühren::V,dokunmak,მიაკარებს
1166,verbinden::V,bağlamak,შეაერთებს
1167,verbinden::V,birleştirmek,შეაერთებს
1168,bedecken::V,örtmek,გადააფარებს
1169,bedecken::V,kaplamak,გადააფარებს
1170,aufhängen::V,asmak,დაკიდებს
1171,anzünden::V,yakmak,დაანთებს
1172,anzünden::V,yakmak,მოუკიდებს
1173,anzünden::V,ateşlemek,დაანთებს
1174,anzünden::V,ateşlemek,მოუკიდებს
1175,aufheben::V,kaldırmak,აიღებს
1176,aufheben::V,kaldırmak,აიყვანს
1177,zurücklassen::V,geride bırakmak,დატოვებს
1178,verlieren::V,yitirmek,დაკარგავს
1179,verlieren::V,kaybetmek,დაკარგავს
1180,fallen lassen::V,düşürmek,გაუვარდება
1181,machen::V,yapmak,გააკეთებს
1182,machen::V,yapmak,გამოიწვევს
1183,herstellen::V,yapmak,დაამზადებს
1184,herstellen::V,imal etmek,დაამზადებს
1185,bauen::V,kurmak,ააშენებს
1186,bauen::V,inşa etmek,ააშენებს
1187,reparieren::V,onarmak,შეაკეთებს
1188,reparieren::V,onarmak,გაარემონტებს
1189,reparieren::V,tamir etmek,შეაკეთებს
1190,reparieren::V,tamir etmek,გაარემონტებს
1191,verbessern::V,düzeltmek,გამოაკეთებს
1192,verbessern::V,düzeltmek,გააუმჯობესებს
1193,ändern::V,değiştirmek,შეცვლის
1194,graben::V,kazmak,თხრის
1195,beugen::V,eğmek,ხრის
1196,biegen::V,bükmek,გაღუნავს
1197,drehen::V,çevirmek,ატრიალებს
1198,drehen::V,döndürmek,ატრიალებს
1199,wenden::V,çevirmek,მოაბრუნებს
1200,umdrehen::V,çevirmek,შეატრიალებს
1201,heben::V,kaldırmak,ასწევს
1202,hochheben::V,yukarı kaldırmak,აიყვანს
1203,ergreifen::V,tutmak,სტაცებს
1204,ergreifen::V,yakalamak,სტაცებს
1205,halten::V,tutmak,უჭირავს
1206,drücken::V,sıkmak,დააწვება
1207,schieben::V,itmek,მისწევს
1208,schieben::V,sürmek,მისწევს
1209,kratzen::V,kaşımak,მოფხანს
1210,lecken::V,yalamak,ლოკავს
1211,beißen::V,ısırmak,უკბენს
1212,abreißen::V,koparmak,გლეჯს
1213,abreißen::V,koparmak,მოწყვეტს
1214,abschneiden::V,keserek ayırmak,გაჭრის
1215,binden::V,bağlamak,შეკრავს
1216,binden::V,bağlamak,გადააბამს
1217,stecken::V,sokmak,ჩაასობს
1218,brechen::V,kırmak,მოიტეხს
1219,klopfen::V,çalmak,აკაკუნებს
1220,hauen::V,vurmak,ლეწავს
1221,kleben::V,yapıştırmak,წებავს
1222,kleben::V,yapıştırmak,დააწებებს
1223,reiben::V,ovmak,დაზელს
1224,reiben::V,sürtmek,დაზელს
1225,streichen::V,sürmek,უსვამს
1226,schleifen::V,bilemek,ლესავს
1227,schneiden::V,kesmek,გაჭრის
1228,rütteln::V,sallamak,არხევს
1229,schütteln::V,sarsmak,არყევს
1230,schütteln::V,sarsmak,ანძრევს
1231,schütteln::V,çalkamak,არყევს
1232,schütteln::V,çalkamak,ანძრევს
1233,schwenken::V,sallamak,აქნევს
1234,schütten::V,dökmek,ღვრის
1235,schütten::V,dökmek,დააქცევს
1236,schütten::V,akıtmak,ღვრის
1237,schütten::V,akıtmak,დააქცევს
1238,füllen::V,doldurmak,გაავსებს
1239,einwickeln::V,sarmak,შეახვევს
1240,tragen::V,taşımak,მიიტანს
1241,schleppen::V,sürüklemek,მიათრევს
1242,ziehen::V,çekmek,წევს
1243,ziehen::V,çekmek,ათრევს
1244,aufbewahren::V,saklamak,შეინახავს
1245,werfen::V,atmak,ისვრის
1246,fangen::V,tutmak,დაიჭერს
1247,fangen::V,yakalamak,დაიჭერს
1248,packen::V,tutmak,სტაცებს
1249,packen::V,yakalamak,სტაცებს
1250,verstecken::V,saklamak,მალავს
1251,teilen::V,bölmek,დაყოფს
1252,teilen::V,ayırmak,დაყოფს
1253,schicken::V,yollamak,გაგზავნის
1254,schicken::V,göndermek,გაგზავნის
1255,bringen::V,getirmek,მოიტანს
1256,hinzufügen::V,katmak,დაამატებს
1257,hinzufügen::V,eklemek,დაამატებს
1258,bekommen::V,almak,ამოიღებს
1259,bekommen::V,eline geçmek,ამოიღებს
1260,erhalten::V,almak,იღებს
1261,nehmen::V,almak,აიღებს
1262,wählen::V,seçmek,გადაარჩევს
1263,auswählen::V,seçmek,ამოარჩევს
1264,auswählen::V,ayırmak,ამოარჩევს
1265,bewahren::V,korumak,ინარჩუნებს
1266,behindern::V,engellemek,აბრკოლებს
1267,behindern::V,engellemek,გააძნელებს
1268,verderben::V,bozmak,გააფუჭებს
1269,beschädigen::V,zedelemek,დააზიანებს
1270,beschädigen::V,ziyan vermek,დააზიანებს
1271,zerbrechen::V,kırmak,დაამტვრევს
1272,zerreißen::V,yırtmak,გახევს
1273,zerstören::V,yıkmak,მოსპობს
1274,zerstören::V,yıkmak,დაანგრევს
1275,zerstören::V,tahrip etmek,მოსპობს
1276,zerstören::V,tahrip etmek,დაანგრევს
1277,verbrennen::V,yakmak,დაწვავს
1278,geben::V,vermek,აძლევს
1279,reichen::V,uzatmak,მიაწოდებს
1280,schenken::V,hediye etmek,აჩუქებს
1281,versprechen::V,vaat etmek,აღუთქვამს
1282,wünschen::V,kutlamak,უსურვებს
1283,loben::V,övmek,აქებს
1284,loben::V,övmek,ამკობს
1285,küssen::V,öpmek,აკოცებს
1286,wiegen::V,sallamak,არხევს
1287,zudecken::V,örtmek,გადახურავს
1288,wecken::V,uyandırmak,გააღვიძებს
1289,zeigen::V,göstermek,დაანახვებს
1290,führen::V,gezdirmek,მიჰყავს
1291,führen::V,yol göstermek,მიჰყავს
1292,lehren::V,okutmak,ასწავლის
1293,lehren::V,öğretmek,ასწავლის
1294,unterrichten::V,öğretmek,ასწავლის
1295,aufziehen::V,yetiştirmek,აღზრდის
1296,leiten::V,yönetmek,აწარმოებს
1297,leiten::V,yönetmek,ხელმძღვანელობს
1298,leiten::V,idare etmek,აწარმოებს
1299,leiten::V,idare etmek,ხელმძღვანელობს
1300,antreiben::V,teşvik etmek,დააჩქარებს
1301,lassen::V,-tırmak,ა--ინებს
1302,einladen::V,davet etmek,მოიპატიჟებს
1303,vereinigen::V,birleştirmek,შეაერთებს
1304,besuchen::V,uğramak,სანახავად მიდის
1305,besuchen::V,ziyaret etmek,სანახავად მიდის
1306,besuchen::V,görmeye gitmek,სანახავად მიდის
1307,treffen::V,rastlamak,შეხვდება
1308,treffen::V,isabet etmek,შეხვდება
1309,sich versammeln::V,toplanmak,შეიკრიბება
1310,spielen::V,oynamak,ეთამაშება
1311,singen::V,söylemek,მღერის
1312,singen::V,şarkı söylemek,მღერის
1313,tanzen::V,oynamak,ცეკვავს
1314,tanzen::V,dans etmek,ცეკვავს
1315,sich trennen::V,ayrılmak,მოშორდება
1316,verlassen::V,bırakmak,მიატოვებს
1317,verlassen::V,terk etmek,მიატოვებს
1318,retten::V,kurtarmak,იხსნის
1319,retten::V,kurtarmak,გადაარჩენს
1320,bewachen::V,gözetmek,დარაჯობს
1321,bewachen::V,gözetmek,უთვალთვალებს
1322,schützen::V,korumak,დაიფარავს
1323,verteidigen::V,savunmak,დაიცავს
1324,sich schlagen::V,dövüşmek,იჩხუბებს
1325,schießen::V,ateş etmek,ისვრის
1326,siegen::V,yenmek,გაიმარჯვებს
1327,ärgern::V,kızdırmak,აჯავრებს
1328,schlagen::V,dövmek,ცემს
1329,treten::V,tepmek,პანღურს ამოჰკრავს
1330,stechen::V,sokmak,სჩხვლეტს
1331,stechen::V,batırmak,სჩხვლეტს
1332,stoßen::V,itmek,დაეჯახება
1333,stehlen::V,çalmak,ქურდობს
1334,stehlen::V,çalmak,მოიპარავს
1335,stören::V,bozmak,შეაწუხებს
1336,stören::V,etkilemek,შეაწუხებს
1337,belästigen::V,rahatsız etmek,მობეზრდება
1338,verbergen::V,saklamak,დამალავს
1339,täuschen::V,aldatmak,შეცდებს
1340,betrügen::V,aldatmak,მოატყუებს
1341,betrügen::V,dolandırmak,მოატყუებს
1342,töten::V,öldürmek,მოკლავს
1343,wohnen::V,oturmak,ცხოვრობს
1344,wohnen::V,oturmak,ბინადრობს
1345,arbeiten::V,çalışmak,მუშაობს
1346,sammeln::V,toplamak,შეკრებს
1347,pflücken::V,koparmak,კრეფს
1348,jagen::V,avlanmak,ნადირობს
1349,fischen::V,balık tutmak,თევზაობს
1350,fassen::V,tutmak,დააჭერს
1351,fassen::V,yakalamak,დააჭერს
1352,hüten::V,otlatmak,მწყემსავს
1353,treiben::V,gütmek,მიერეკება
1354,anbinden::V,bağlamak,მიაბამს
1355,füttern::V,beslemek,აჭმევს
1356,melken::V,sağmak,წველის
1357,hacken::V,yarmak,კეპავს
1358,gießen::V,sulamak,რწყავს
1359,reifen::V,olgunlaşmak,მწიფდება
1360,zubereiten::V,hazırlamak,მოამზადებს
1361,kochen::V,pişirmek,მოხარშავს
1362,kochen::V,kaynatmak,მოხარშავს
1363,backen::V,pişirmek,გამოაცხობს
1364,backen::V,fırında pişirmek,გამოაცხობს
1365,braten::V,kızartmak,შეწვავს
1366,umrühren::V,karıştırmak,შეურევს
1367,umrühren::V,karıştırmak,გათქვეფს
1368,stricken::V,örmek,ქსოვს
1369,nähen::V,dikmek,გაკერავს
1370,färben::V,boyamak,შეღებავს
1371,reinigen::V,temizlemek,გაწმენდს
1372,reinigen::V,temizlemek,გასუფთავებს
1373,waschen::V,yıkamak,გარეცხავს
1374,abwischen::V,silmek,წაშლის
1375,spülen::V,çalkamak,გაავლებს
1376,fegen::V,süpürmek,დაბლანდავს
1377,kehren::V,süpürmek,დაგვის
1378,baden::V,yıkanmak,ბანაობს
1379,baden::V,banyo yapmak,ბანაობს
1380,sich waschen::V,yıkanmak,იბანება
1381,ausziehen::V,çıkarmak,გაიხდის
1382,anziehen::V,giymek,ჩაიცვამს
1383,sich anziehen::V,giyinmek,ჩაიცვამს
1384,kämmen::V,taramak,დავარცხნის
1385,schmücken::V,süslemek,მორთავს
1386,sagen::V,demek,იტყვის
1387,sagen::V,söylemek,იტყვის
1388,sprechen::V,konuşmak,ლაპარაკობს
1389,reden::V,konuşmak,საუბრობს
1390,sich unterhalten::V,sohbet etmek,ბაასობს
1391,sich unterhalten::V,sohbet etmek,მუსაიფობს
1392,fragen::V,sormak,ჰკითხავს
1393,bitten::V,dilemek,სთხოვს
1394,bitten::V,rica etmek,სთხოვს
1395,erzählen::V,bahsetmek,მოუთხრობს
1396,erzählen::V,hikâye etmek,მოუთხრობს
1397,mitteilen::V,bildirmek,აუწყებს
1398,mitteilen::V,bildirmek,აცნობებს
1399,nennen::V,adlandırmak,უწოდებს
1400,rufen::V,çağırmak,დაუძახებს
1401,prahlen::V,övünmek,ტრაბახობს
1402,übersetzen::V,çevirmek,გადათარგმნის
1403,übersetzen::V,tercüme etmek,გადათარგმნის
1404,denken::V,düşünmek,ფიქრობს
1405,denken::V,düşünmek,აზროვნებს
1406,glauben::V,inanmak,სჯერა
1407,glauben::V,zannetmek,სჯერა
1408,bemerken::V,farkına varmak,შენიშვნავს
1409,erkennen::V,tanımak,გამოიცნობს
1410,begreifen::V,anlamak,გაიგებს
1411,begreifen::V,kavramak,გაიგებს
1412,verstehen::V,duymak,გაიგონებს
1413,verstehen::V,anlamak,გაიგონებს
1414,lernen::V,öğrenmek,ისწავლის
1415,wissen::V,bilmek,ეცოდინება
1416,sich erinnern an::V,hatırlamak,მოიგონებს
1417,sich erinnern an::V,hatırlamak,გაიხსენებს
1418,vergessen::V,unutmak,ივიწყებს
1419,messen::V,ölçmek,ზომავს
1420,zählen::V,saymak,ითვლის
1421,rechnen::V,hesap etmek,გაიანგარიშებს
1422,lesen::V,okumak,კითხულობს
1423,malen::V,resmini yapmak,ხატავს
1424,zeichnen::V,çizmek,ხაზავს
1425,schreiben::V,yazmak,დაწერს
1426,besitzen::V,haiz olmak,ექნება
1427,besitzen::V,sahip olmak,ექნება
1428,kaufen::V,almak,ყიდულობს
1429,verkaufen::V,satmak,გაყიდის
1430,bezahlen::V,ödemek,გადაიხდის
1431,zahlen::V,ödemek,გადაიხდის
1432,beherrschen::V,hâkim olmak,ფლობს
1433,ertragen::V,dayanmak,მოითმენს
1434,ertragen::V,katlanmak,მოითმენს
