,Concept_ID,sk,sv
112,Wald::N,les,skog
113,Wald::N,hora,skog
114,Hügel::N,vŕšok,höjd
115,Hügel::N,vŕšok,kulle
116,Anhöhe::N,výšina,höjd
117,Anhöhe::N,výšina,backe
118,Anhöhe::N,vyvýšenina,höjd
119,Anhöhe::N,vyvýšenina,backe
120,Berg::N,hora,berg
121,Berg::N,hora,fjäll
122,Gipfel::N,vrchol,topp
123,Höhle::N,jaskyňa,håla
124,Höhle::N,jaskyňa,grotta
125,Abhang::N,úbočie,slänt
126,Abhang::N,úbočie,sluttning
127,Quelle::N,prameň,källa
128,Bach::N,potok,bäck
129,Fluss::N,rieka,älv
130,Fluss::N,rieka,flod
131,Ufer::N,breh,strand
132,Küste::N,pobrežie,kust
133,Festland::N,pevnina,fastland
134,Meer::N,more,hav
135,Bucht::N,záliv,vik
136,Bucht::N,záliv,bukt
137,Bucht::N,zátoka,vik
138,Bucht::N,zátoka,bukt
139,Insel::N,ostrov,ö
140,Blume::N,kvet,blomma
141,Blume::N,kvet,blomster
142,Blume::N,kvetina,blomma
143,Blume::N,kvetina,blomster
144,Gras::N,tráva,gräs
145,Wurzel::N,koreň,rot
146,Baum::N,strom,träd
147,Stamm::N,kmeň,stam
148,Rinde::N,kôra,bark
149,Ast::N,konár,gren
150,Zweig::N,vetva,kvist
151,Blatt::N,list,löv
152,Blatt::N,list,blad
153,Birke::N,breza,björk
154,Kiefer[Baum]::N,sosna,tall
155,Kiefer[Baum]::N,borovica,tall
156,Weide[Baum]::N,vŕba,pil
157,Weide[Baum]::N,vŕba,vide
158,Tanne::N,jedľa,gran
159,Horn::N,roh,horn
160,Feder::N,pero,fjäder
161,Fell::N,koža,fäll
162,Fell::N,koža,skinn
163,Fell::N,kožušina,fäll
164,Fell::N,kožušina,skinn
165,Flügel::N,krídlo,vinge
166,Klaue::N,paznecht,klöv
167,Kralle::N,pazúr,klo
168,Schwanz::N,chvost,svans
169,Schwanz::N,chvost,stjärt
170,Ei::N,vajce,ägg
171,Ei::N,vajíčko,ägg
172,Nest::N,hniezdo,rede
173,Nest::N,hniezdo,näste
174,Bau::N,nora,bo
175,Tier::N,zviera,djur
176,Herde::N,stádo,flock
177,Kuh::N,krava,ko
178,Bulle::N,býk,tjur
179,Pferd::N,kôň,häst
180,Schaf::N,ovca,får
181,Schwein::N,sviňa,svin
182,Hund::N,pes,hund
183,Katze::N,mačka,katt
184,Bär::N,medveď,björn
185,Eichhörnchen::N,veverička,ekorre
186,Elch::N,los,älg
187,Fuchs::N,líška,räv
188,Hase::N,zajac,hare
189,Maus::N,myš,mus
190,Wolf::N,vlk,varg
191,Vogel::N,vták,fågel
192,Schwarm::N,roj,svärm
193,Huhn::N,kurča,höns
194,Huhn::N,sliepka,höns
195,Hahn::N,kohút,tupp
196,Gans::N,hus,gås
197,Adler::N,orol,örn
198,Ente::N,kačka,anka
199,Ente::N,kačica,anka
200,Eule::N,sova,uggla
201,Kranich::N,žeriav,trana
202,Krähe::N,vrana,kråka
203,Kuckuck::N,kukučka,gök
204,Schwan::N,labuť,svan
205,Fisch::N,ryba,fisk
206,Barsch::N,ostriež,abborre
207,Hecht::N,šťuka,gädda
208,Schlange[Tier]::N,had,orm
209,Wurm::N,červ,mask
210,Spinne::N,pavúk,spindel
211,Ameise::N,mravec,myra
212,Laus::N,voš,lus
213,Mücke::N,komár,mygga
214,Fliege::N,mucha,fluga
215,Schmetterling::N,motýľ,fjäril
216,Beere::N,bobuľa,bär
217,Apfel::N,jablko,äpple
218,Pilz::N,hríb,svamp
219,Zwiebel::N,cibuľa,lök
220,Saat::N,osivo,sådd
221,Korn::N,zrno,korn
222,Heu::N,seno,hö
223,Schale::N,šupa,skal
224,Schale::N,škrupina,skal
225,Grube::N,jama,grop
226,Falle::N,pasca,fälla
227,Falle::N,klepec,fälla
228,Schlinge::N,slučka,snara
229,Spur::N,stopa,spår
230,Asche::N,popol,aska
231,Dreck::N,kal,lort
232,Dreck::N,blato,lort
233,Eisen::N,železo,järn
234,Gold::N,zlato,guld
235,Silber::N,striebro,silver
236,Kohle::N,uhlie,kol
237,Glas::N,sklo,glas
238,Lehm::N,íl,lera
239,Lehm::N,hlina,lera
240,Sand::N,piesok,sand
241,Mensch::N,človek,människa
242,Mann::N,muž,man
243,Mann::N,chlap,man
244,Frau::N,žena,kvinna
245,Kind::N,dieťa,barn
246,Junge::N,chlapec,pojke
247,Mädchen::N,dievka,flicka
248,Familie::N,rodina,familj
249,Großvater::N,dedo,morfar
250,Großvater::N,starý otec,morfar
251,Großmutter::N,babička,farmor
252,Großmutter::N,stará mať,farmor
253,Eltern::N,rodičia,föräldrar
254,Vater::N,otec,far
255,Mutter::N,mať,mor
256,Mutter::N,matka,mor
257,Sohn::N,syn,son
258,Tochter::N,dcéra,dotter
259,Bruder::N,brat,bror
260,Schwester::N,sestra,syster
261,Onkel::N,ujo,morbror
262,Onkel::N,strýko,morbror
263,Tante::N,teta,tant
264,Tante::N,tetka,tant
265,Ehemann::N,muž,äkta man
266,Ehemann::N,manžel,äkta man
267,Ehefrau::N,žena,hustru
268,Ehefrau::N,manželka,hustru
269,Freude::N,radosť,fröjd
270,Freude::N,radosť,glädje
271,Gelächter::N,smiech,åtlöje
272,Glück::N,šťastie,lycka
273,Kummer::N,žiaľ,sorg
274,Kummer::N,zármutok,sorg
275,Wunsch::N,prianie,önskan
276,Lust::N,chuť,lust
277,Geist::N,duch,ande
278,Gedanke::N,myšlienka,tanke
279,Gedächtnis::N,pamäť,minne
280,Verstand::N,rozum,förstånd
281,Sinn::N,zmysel,mening
282,Sinn::N,zmysel,betydelse
283,Grund::N,dôvod,skäl
284,Grund::N,dôvod,grund
285,Grund::N,príčina,skäl
286,Grund::N,príčina,grund
287,Wahrheit::N,pravda,sanning
288,Gespräch::N,reč,samtal
289,Gespräch::N,rozhovor,samtal
290,Märchen::N,rozprávka,saga
291,Erzählung::N,poviedka,berättelse
292,Nachricht::N,správa,meddelande
293,Neuigkeit::N,novinka,nyhet
294,Name::N,meno,namn
295,Rätsel::N,záhada,gåta
296,Rätsel::N,hádanka,gåta
297,Rede::N,reč,tal
298,Sprache::N,reč,språk
299,Sprache::N,jazyk,språk
300,Stimme::N,hlas,stämma
301,Wort::N,slovo,ord
302,Zeichen::N,znak,tecken
303,Ruf::N,volanie,rop
304,Ruf::N,zavolanie,rop
305,Lärm::N,hluk,bråk
306,Lärm::N,hluk,oväsen
307,Lärm::N,hurhaj,bråk
308,Lärm::N,hurhaj,oväsen
309,Laut::N,zvuk,ljud
310,Ton::N,tón,ton
311,Ton::N,zvuk,ton
312,Lied::N,pieseň,sång
313,Ruhe::N,pokoj,ro
314,Ruhe::N,pokoj,lugn
315,Leute::N,ľudia,folk
316,Volk::N,ľud,folk
317,Volk::N,národ,folk
318,Arbeit::N,práca,arbete
319,Arbeit::N,robota,arbete
320,Gast::N,hosť,gäst
321,Geschenk::N,dar,gåva
322,Geschenk::N,dar,present
323,Spiel::N,hra,lek
324,Spiel::N,hra,spel
325,Gesellschaft::N,spoločnosť,sällskap
326,Hilfe::N,pomoc,hjälp
327,Freund::N,priateľ,vän
328,Kamerad::N,kamarát,kamrat
329,Angelegenheit::N,vec,ärende
330,Angelegenheit::N,vec,angelägenhet
331,Angelegenheit::N,záležitosť,ärende
332,Angelegenheit::N,záležitosť,angelägenhet
333,Anzahl::N,počet,antal
334,Anzahl::N,množstvo,antal
335,Art::N,druh,art
336,Art::N,druh,slag
337,Stück::N,kus,stycke
338,Stück::N,kúsok,stycke
339,Teil::N,časť,del
340,Hälfte::N,polka,halva
341,Hälfte::N,polovica,halva
342,Kreis::N,kruh,krets
343,Kreis::N,kruh,cirkel
344,Kreuz::N,kríž,kors
345,Kreuz::N,kríž,kryss
346,Linie::N,línia,linje
347,Strich::N,čiara,streck
348,Abstand::N,vzdialenosť,avstånd
349,Entfernung::N,vzdialenosť,avstånd
350,Gegend::N,kraj,trakt
351,Gegend::N,krajina,trakt
352,Platz::N,miesto,plats
353,Ort::N,miesto,plats
354,Ort::N,miesto,ställe
355,Seite::N,bok,sida
356,Seite::N,strana,sida
357,Mitte::N,stred,mitt
358,Gegenstand::N,predmet,föremål
359,Sache::N,vec,sak
360,Rand::N,kraj,rand
361,Rand::N,okraj,rand
362,Kante::N,hrana,kant
363,Ecke::N,roh,vrå
364,Ecke::N,roh,hörn
365,Spitze::N,hrot,spets
366,Spitze::N,špička,spets
367,Ende::N,koniec,ända
368,Loch::N,diera,hål
369,Winkel::N,kút,vinkel
370,Muster::N,vzor,mönster
371,Muster::N,vzorka,mönster
372,Größe::N,veľkosť,storlek
373,Länge::N,dĺžka,längd
374,Höhe::N,výška,höjd
375,Gewicht::N,váha,tyngd
376,Menge::N,množstvo,mängd
377,Haufen::N,hŕba,hög
378,Reihe::N,rad,rad
379,Boot::N,čln,båt
380,Ruder::N,veslo,åra
381,Schlitten::N,sane,släde
382,Ski::N,lyža,skida
383,Lagerfeuer::N,táborák,lägereld
384,Last::N,ťarcha,last
385,Last::N,ťarcha,börda
386,Last::N,bremeno,last
387,Last::N,bremeno,börda
388,Gang::N,chôdza,gång
389,Schritt::N,krok,steg
390,Norden::N,sever,norr
391,Süden::N,juh,söder
392,Westen::N,západ,väster
393,Osten::N,východ,öster
394,Holz::N,drevo,trä
395,Brett::N,doska,bräda
396,Platte::N,doska,platta
397,Platte::N,platňa,platta
398,Stütze::N,opora,stöd
399,Stütze::N,opora,stötta
400,Stange::N,tyč,stång
401,Stock::N,palica,käpp
402,Stock::N,palica,pinne
403,Stab::N,palica,stav
404,Rohr::N,rúra,rör
405,Haus::N,dom,hus
406,Heim::N,domov,hem
407,Ofen::N,pec,ugn
408,Ofen::N,kachle,ugn
409,Fußboden::N,dlážka,golv
410,Fußboden::N,podlaha,golv
411,Tisch::N,stôl,bord
412,Stuhl::N,stolička,stol
413,Wiege::N,kolíska,vagga
414,Bett::N,lôžko,säng
415,Bett::N,posteľ,säng
416,Regal::N,regál,hylla
417,Regal::N,polica,hylla
418,Kiste::N,debna,låda
419,Fenster::N,okno,fönster
420,Fenster::N,oblok,fönster
421,Tür::N,dvere,dörr
422,Tor::N,vráta,port
423,Zaun::N,plot,staket
424,Zaun::N,plot,stängsel
425,Zaun::N,ohrada,staket
426,Zaun::N,ohrada,stängsel
427,Dach::N,krov,tak
428,Dach::N,strecha,tak
429,Leiter::N,rebrík,stege
430,Leiter::N,rebrina,stege
431,Besen::N,metla,kvast
432,Spaten::N,rýľ,spade
433,Schaufel::N,lopata,skovel
434,Schaufel::N,lopata,skyffel
435,Gabel::N,vidlička,gaffel
436,Löffel::N,lyžica,sked
437,Messer::N,nôž,kniv
438,Nagel::N,klinec,spik
439,Netz::N,sieť,nät
440,Haken::N,hák,krok
441,Haken::N,háčik,krok
442,Griff::N,rukoväť,tag
443,Griff::N,rukoväť,handtag
444,Schloss::N,zámka,las
445,Bild::N,obraz,bild
446,Figur::N,figúra,figur
447,Puppe::N,bábka,docka
448,Puppe::N,bábika,docka
449,Beutel::N,vrece,påse
450,Beutel::N,vrecko,påse
451,Bündel::N,uzlík,bunt
452,Bündel::N,uzlík,knippa
453,Bündel::N,zväzok,bunt
454,Bündel::N,zväzok,knippa
455,Tasche::N,taška,väska
456,Tasche::N,kabelka,väska
457,Eimer::N,vedro,hink
458,Eimer::N,vedro,ämbar
459,Deckel::N,vrchnák,lock
460,Deckel::N,pokrývka,lock
461,Geschirr::N,nádoba,servis
462,Geschirr::N,nádoba,porslin
463,Sack::N,mech,säck
464,Sack::N,vrece,säck
465,Tasse::N,šálka,kopp
466,Topf::N,hrniec,gryta
467,Topf::N,hrniec,kastrull
468,Kessel::N,kotol,kittel
469,Essen::N,jedlo,mål
470,Nahrung::N,strava,näring
471,Nahrung::N,potrava,näring
472,Speise::N,jedlo,maträtt
473,Fleisch::N,mäso,kött
474,Getreide::N,obilie,säd
475,Getreide::N,obilie,spannmål
476,Brei::N,kaša,gröt
477,Brot::N,chlieb,bröd
478,Scheibe::N,kotúč,skiva
479,Scheibe::N,krajec,skiva
480,Fett::N,tuk,fett
481,Fett::N,masť,fett
482,Butter::N,maslo,smör
483,Öl::N,olej,olja
484,Salz::N,soľ,salt
485,Suppe::N,polievka,soppa
486,Honig::N,med,honung
487,Milch::N,mlieko,mjölk
488,Tee::N,čaj,te
489,Leder::N,koža,läder
490,Wolle::N,vlna,ull
491,Wolle::N,vlna,ylle
492,Stoff::N,súkno,tyg
493,Stoff::N,súkno,stoff
494,Nadel::N,ihla,nål
495,Faden::N,niť,tråd
496,Faden::N,vlákno,tråd
497,Knopf::N,gombík,knapp
498,Knoten::N,uzol,knut
499,Farbe::N,farba,färg
500,Kleidung::N,šaty,klädsel
501,Kleidung::N,šatstvo,klädsel
502,Hemd::N,košeľa,skjorta
503,Kragen::N,golier,krage
504,Ärmel::N,rukáv,ärm
505,Hose::N,nohavice,byxor
506,Gürtel::N,pás,bälte
507,Gürtel::N,opasok,bälte
508,Mütze::N,čiapka,mössa
509,Schuh::N,obuv,sko
510,Schuh::N,topánka,sko
511,Stiefel::N,čižma,stövel
512,Ring::N,prsteň,ring
513,Band::N,stuha,band
514,Kamm::N,hrebeň,kam
515,Spiegel::N,zrkadlo,spegel
516,Riemen::N,remeň,rem
517,Schnur::N,šnúra,snöre
518,Leine::N,vodidlo,lina
519,Decke::N,deka,täcke
520,Decke::N,prikrývka,täcke
521,Kissen::N,poduška,dyna
522,Kissen::N,poduška,kudde
523,Tuch::N,šatka,sjal
524,Handtuch::N,uterák,handduk
525,Kraft::N,moc,kraft
526,Stärke::N,sila,styrka
527,Gesundheit::N,zdravie,hälsa
528,Krankheit::N,nemoc,sjukdom
529,Krankheit::N,choroba,sjukdom
530,Schmerz::N,bolesť,smärta
531,Wunde::N,rana,sår
532,Fieber::N,horúčka,feber
533,Arznei::N,liek,medicin
534,Arznei::N,liek,läkemedel
535,Brücke::N,most,bro
536,Brunnen::N,studňa,brunn
537,Weide::N,pastva,bete
538,Pfad::N,chodník,stig
539,Weg::N,cesta,väg
540,Straße::N,hradská,gata
541,Dorf::N,dedina,by
542,Stadt::N,mesto,stad
543,Brief::N,list,brev
544,Buch::N,kniha,bok
545,Buchstabe::N,litera,bokstav
546,Buchstabe::N,písmeno,bokstav
547,Zeitung::N,noviny,tidning
548,Leben::N,život,liv
549,Tod::N,smrť,död
550,Grab::N,hrob,grav
551,Kirche::N,kostol,kyrka
552,Sünde::N,hriech,synd
553,Gott::N,boh,gud
554,Arbeiter::N,robotník,arbetare
555,Arbeiter::N,pracnovík,arbetare
556,Chef::N,šéf,chef
557,Chef::N,riaditeľ,chef
558,Meister::N,majster,mästare
559,Arzt::N,lekár,läkare
560,Lehrer::N,učiteľ,lärare
561,Geld::N,peniaze,pengar
562,Geschäft::N,obchod,rörelse
563,Laden::N,obchod,affär
564,Preis::N,cena,pris
565,Ware::N,tovar,vara
566,Nutzen::N,osoh,gagn
567,Nutzen::N,osoh,nytta
568,Nutzen::N,úžitok,gagn
569,Nutzen::N,úžitok,nytta
570,Reichtum::N,bohatstvo,rikedom
571,Welt::N,svet,värld
572,Land::N,územie,land
573,Land::N,krajina,land
574,Staat::N,štát,stat
575,König::N,kráľ,kung
576,König::N,kráľ,konung
577,Macht::N,moc,makt
578,Macht::N,mocnosť,makt
579,Grenze::N,hranica,gräns
580,Krieg::N,vojna,krig
581,Feind::N,nepriateľ,fiende
582,Gewalt::N,násilie,våld
583,Kampf::N,boj,kamp
584,Kampf::N,boj,strid
585,Bogen[Waffe]::N,luk,båge
586,Pfeil::N,šíp,pil
587,Pfeil::N,strela,pil
588,Gewehr::N,puška,gevär
589,Fehler::N,omyl,fel
590,Fehler::N,chyba,fel
591,Lüge::N,lož,lögn
592,Schaden::N,ujma,skada
593,Schaden::N,škoda,skada
594,Unglück::N,nešťastie,otur
595,Unglück::N,nešťastie,olycka
596,Schuld::N,vina,skuld
597,Schuld::N,previnenie,skuld
598,Alter::N,vek,ålder
599,Schluss::N,záver,slut
600,Schluss::N,koniec,slut
601,Zeit::N,čas,tid
602,Tag::N,deň,dag
603,Morgen::N,ráno,morgon
604,Mittag::N,poludnie,middag
605,Abend::N,večer,kväll
606,Nacht::N,noc,natt
607,Woche::N,týždeň,vecka
608,Monat::N,mesiac,månad
609,Jahr::N,rok,år
610,Frühling::N,jar,vår
611,Sommer::N,leto,sommar
612,Herbst::N,jeseň,höst
613,Winter::N,zima,vinter
614,Januar::N,január,januari
615,Februar::N,február,februari
616,März::N,marec,mars
617,April::N,apríl,april
618,Mai::N,máj,maj
619,Juni::N,jún,juni
620,Juli::N,júl,juli
621,August::N,august,augusti
622,September::N,september,september
623,Oktober::N,október,oktober
624,November::N,november,november
625,Dezember::N,december,december
626,Montag::N,pondelok,måndag
627,Dienstag::N,utorok,tisdag
628,Mittwoch::N,streda,onsdag
629,Donnerstag::N,štvrtok,torsdag
630,Freitag::N,piatok,fredag
631,Samstag::N,sobota,lördag
632,Sonntag::N,nedeľa,söndag
633,groß::A,veľký,stor
634,klein::A,malý,liten
635,lang::A,dlhý,lång
636,kurz::A,krátky,kort
637,breit::A,široký,bred
638,schmal::A,úzky,smal
639,dicht::A,hustý,tät
640,dick[Gegenstand]::A,tlstý,tjock
641,dünn::A,tenký,tunn
642,fein::A,jemný,fin
643,fest::A,pevný,fast
644,flach::A,rovný,platt
645,flach::A,plochý,platt
646,glatt::A,hladký,glatt
647,hart::A,tvrdý,hård
648,weich::A,mäkký,mjuk
649,rund::A,guľatý,rund
650,rund::A,okrúhly,rund
651,spitz::A,končitý,toppig
652,spitz::A,končitý,spetsig
653,scharf::A,ostrý,vass
654,scharf::A,ostrý,skarp
655,stumpf::A,tupý,slö
656,schwer::A,ťažký,tung
657,schön::A,pekný,skön
658,schön::A,pekný,vacker
659,schön::A,krásny,skön
660,schön::A,krásny,vacker
661,heiß::A,horúci,het
662,warm::A,teplý,varm
663,kalt::A,studený,kall
664,kühl::A,chladný,sval
665,kühl::A,chladný,kylig
666,frisch::A,svieži,färsk
667,feucht::A,vlhký,fuktig
668,feucht::A,zvlhnutý,fuktig
669,nass::A,mokrý,våt
670,trocken::A,suchý,torr
671,voll::A,plný,full
672,leer::A,prázdny,tom
673,offen::A,otvorený,öppen
674,geschlossen::A,zavretý,stängd
675,sauber::A,čistý,ren
676,schmutzig::A,špinavý,snuskig
677,roh::A,surový,rå
678,reif::A,zrelý,mogen
679,lecker::A,chutný,läcker
680,süß::A,sladký,söt
681,bitter::A,horký,besk
682,bitter::A,horký,bitter
683,sauer::A,kyslý,sur
684,hell::A,jasný,ljus
685,hell::A,svetlý,ljus
686,dunkel::A,temný,mörk
687,schwarz::A,čierny,svart
688,weiß::A,biely,vit
689,rot::A,červený,röd
690,gelb::A,žltý,gul
691,blau::A,modrý,blå
692,blau::A,belasý,blå
693,grün::A,zelený,grön
694,grau::A,šedý,grå
695,bunt::A,pestrý,brokig
696,billig::A,lacný,billig
697,teuer::A,drahý,dyr
698,wertvoll::A,cenný,värdefull
699,blind::A,slepý,blind
700,taub::A,hluchý,döv
701,kräftig::A,silný,kraftig
702,stark::A,silný,stark
703,schwach::A,slabý,svag
704,schwach::A,bezvládny,svag
705,fett::A,tučný,fet
706,schlank::A,štíhly,slank
707,hübsch::A,šumný,snygg
708,hübsch::A,šumný,vacker
709,hübsch::A,švárny,snygg
710,hübsch::A,švárny,vacker
711,böse::A,zlý,ond
712,böse::A,zlý,elak
713,dumm::A,hlúpy,dum
714,faul::A,lenivý,lat
715,fleißig::A,snaživý,flitig
716,fleißig::A,usilovný,flitig
717,geizig::A,skupý,snål
718,geizig::A,skupý,girig
719,geizig::A,lakomý,snål
720,geizig::A,lakomý,girig
721,klug::A,múdry,klok
722,klug::A,bystrý,klok
723,geschickt::A,zručný,händig
724,geschickt::A,zručný,skicklig
725,geschickt::A,šikovný,händig
726,geschickt::A,šikovný,skicklig
727,lieb::A,milý,kär
728,lieb::A,milý,snäll
729,lustig::A,veselý,rolig
730,lustig::A,veselý,lustig
731,sanft::A,nežný,mild
732,hungrig::A,lačný,hungrig
733,hungrig::A,hladný,hungrig
734,krank::A,chorý,sjuk
735,krank::A,nemocný,sjuk
736,nackt::A,nahý,naken
737,traurig::A,smutný,ledsen
738,traurig::A,smutný,sorgsen
739,lebendig::A,živý,levande
740,gut::A,dobrý,bra
741,schlecht::A,zlý,dålig
742,richtig::A,správny,riktig
743,schlimm::A,zlý,illa
744,schlimm::A,nepríjemný,illa
745,wahr::A,pravý,sann
746,wahr::A,pravdivý,sann
747,alt::A,starý,gammal
748,neu::A,nový,ny
749,ehemalig::A,bývalý,forn
750,ehemalig::A,bývalý,tidigare
751,alt[Lebewesen]::A,starý,gammal
752,jung::A,mladý,ung
753,arm::A,chudobný,fattig
754,reich::A,bohatý,rik
755,bekannt::A,známy,känd
756,berühmt::A,slávny,berömd
757,berühmt::A,povestný,berömd
758,fremd::A,cudzí,främmande
759,verschieden::A,rôzny,åtskillig
760,verschieden::A,rozličný,åtskillig
761,nah::A,blízky,nära
762,fern::A,ďaleký,fjärran
763,linker::A,ľavý,vänster
764,rechter::A,pravý,höger
765,anderer::A,iný,annan
766,anderer::A,druhý,annan
767,erster::A,prvý,första
768,zweiter::A,druhý,andra
769,dritter::A,tretí,tredje
770,letzter::A,ostatný,sist
771,letzter::A,posledný,sist
772,allein::ADV,sám,allena
773,auf einmal::ADV,zároveň,på en gång
774,zusammen::ADV,spolu,tillsammans
775,zusammen::ADV,spoločne,tillsammans
776,lange::ADV,dlho,länge
777,plötzlich::ADV,náhle,plötsligt
778,sofort::ADV,hneď,strax
779,sofort::ADV,hneď,genast
780,sofort::ADV,ihneď,strax
781,sofort::ADV,ihneď,genast
782,später::ADV,neskoršie,senare
783,jetzt::ADV,teraz,nu
784,heute::ADV,dnes,i dag
785,morgen::ADV,zajtra,i morgon
786,bald::ADV,skoro,snart
787,dann::ADV,nato,då
788,dann::ADV,potom,då
789,gestern::ADV,včera,i går
790,einst::ADV,kedysi,en gång
791,einst::ADV,niekedy,en gång
792,damals::ADV,vtedy,då
793,damals::ADV,vtedy,den gången
794,danach::ADV,potom,därefter
795,danach::ADV,podľa toho,därefter
796,vorher::ADV,napred,före
797,vorher::ADV,napred,förut
798,vorher::ADV,predtým,före
799,vorher::ADV,predtým,förut
800,zuerst::ADV,najprv,först
801,einmal::ADV,raz,en gång
802,einmal::ADV,jedenkrát,en gång
803,manchmal::ADV,občas,ibland
804,manchmal::ADV,niekedy,ibland
805,oft::ADV,často,ofta
806,immer::ADV,vždy,alltid
807,immer::ADV,ustavične,alltid
808,niemals::ADV,nikdy,aldrig
809,hier::ADV,tu,här
810,hierhin::ADV,sem,hit
811,hierhin::ADV,tade,hit
812,von hier::ADV,odtiaľto,härifrån
813,dort::ADV,tam,där
814,dorthin::ADV,ta,dit
815,dorthin::ADV,tam,dit
816,geradeaus::ADV,rovno,rätt fram
817,geradeaus::ADV,priamo,rätt fram
818,vorwärts::ADV,napred,fram
819,vorwärts::ADV,napred,framåt
820,rückwärts::ADV,nazad,baklänges
821,zurück::ADV,späť,tillbaka
822,zurück::ADV,naspäť,tillbaka
823,unten::ADV,dolu,nere
824,unten::ADV,dolu,nedanför
825,unten::ADV,naspodku,nere
826,unten::ADV,naspodku,nedanför
827,hinab::ADV,dolu,ned
828,hinab::ADV,dolu,nedåt
829,oben::ADV,hore,ovan
830,oben::ADV,hore,ovanpå
831,oben::ADV,navrchu,ovan
832,oben::ADV,navrchu,ovanpå
833,hinauf::ADV,hore,upp
834,hinauf::ADV,hore,uppåt
835,hinauf::ADV,navrch,upp
836,hinauf::ADV,navrch,uppåt
837,überall::ADV,všade,överallt
838,nicht::ADV,nie,ej
839,nicht::ADV,nie,inte
840,ein wenig::ADV,trocha,litet
841,kaum::ADV,ledva,knappt
842,kaum::ADV,ledva,knappast
843,sehr::ADV,veľmi,mycket
844,so::ADV,tak,så
845,so::ADV,takto,så
846,noch::ADV,ešte,än
847,noch::ADV,ešte,ännu
848,nur::ADV,len,bara
