,Concept_ID,hi,cy
279,Eule::N,उल्लू,tylluan
280,Kranich::N,सारस,garan
281,Kranich::N,सारस,crychydd
282,Kranich::N,क्रौंंच,garan
283,Kranich::N,क्रौंंच,crychydd
284,Krähe::N,काक,brân
285,Kuckuck::N,कोयल,cog
286,Kuckuck::N,कोयल,cwcw
287,Kuckuck::N,कोकिल,cog
288,Kuckuck::N,कोकिल,cwcw
289,Schwan::N,हंस,alarch
290,Schwan::N,मराल,alarch
291,Fisch::N,मछली,pysgod
292,Fisch::N,मत्स्य,pysgod
293,Barsch::N,पर्च,draenog
294,Hecht::N,पाइक,penhwyad
295,Schlange[Tier]::N,सर्प,neidr
296,Wurm::N,कृमि,abwydyn
297,Wurm::N,कृमि,pryf genwair
298,Wurm::N,कीड़ा,abwydyn
299,Wurm::N,कीड़ा,pryf genwair
300,Spinne::N,लूता,cor
301,Spinne::N,लूता,pryf copyn
302,Spinne::N,मकड़ी,cor
303,Spinne::N,मकड़ी,pryf copyn
304,Ameise::N,चींटी,morgrugyn
305,Laus::N,जूँ,lleuen
306,Mücke::N,डाँस,gwybedyn
307,Fliege::N,मक्खी,cleren
308,Fliege::N,मक्षिका,cleren
309,Schmetterling::N,तितली,glöyn byw
310,Schmetterling::N,तितली,iâr fach yr haf
311,Beere::N,बेरी,aeronen
312,Apfel::N,सेब,afal
313,Pilz::N,खुंबी,madarch
314,Zwiebel::N,प्याज़,nionyn
315,Zwiebel::N,प्याज़,winwnsyn
316,Saat::N,बीज,had
317,Korn::N,दाना,grawn
318,Heu::N,मूखी घास,gwair
319,Schale::N,बकला,croen
320,Schale::N,बकला,plisgyn
321,Schale::N,छिलका,croen
322,Schale::N,छिलका,plisgyn
323,Grube::N,गड्ढा,pwll
324,Grube::N,गड्ढा,pydew
325,Falle::N,जाल,magl
326,Falle::N,फँदा,magl
327,Schlinge::N,फँदा,cwlwm rhedeg
328,Spur::N,सुराग़,ôl
329,Spur::N,पद-चिह्न,ôl
330,Asche::N,राख,lludw
331,Dreck::N,मैल,baw
332,Dreck::N,मैल,budreddi
333,Dreck::N,गंदगी,baw
334,Dreck::N,गंदगी,budreddi
335,Eisen::N,लोहा,haearn
336,Gold::N,सोना,aur
337,Gold::N,स्वर्ण,aur
338,Silber::N,रजत,arian
339,Silber::N,चाँदी,arian
340,Kohle::N,कोयला,glo
341,Glas::N,काँच,gwydr
342,Lehm::N,चिकनी मिट्टी,clai
343,Sand::N,रेत,tywod
344,Sand::N,बालू,tywod
345,Mensch::N,मानव,dyn
346,Mensch::N,इनसान,dyn
347,Mensch::N,मनुष्य,dyn
348,Mann::N,आदमी,dyn
349,Mann::N,पुरुष,dyn
350,Frau::N,औरत,merch
351,Frau::N,औरत,gwraig
352,Frau::N,महिला,merch
353,Frau::N,महिला,gwraig
354,Frau::N,स्त्री,merch
355,Frau::N,स्त्री,gwraig
356,Kind::N,बाल,plentyn
357,Kind::N,बच्चा,plentyn
358,Junge::N,लड़का,hogyn
359,Junge::N,लड़का,bachgen
360,Mädchen::N,लड़की,merch
361,Mädchen::N,लड़की,geneth
362,Mädchen::N,कुमारी,merch
363,Mädchen::N,कुमारी,geneth
364,Familie::N,परिवार,teulu
365,Familie::N,परिवार,tylwyth
366,Großvater::N,दादा,taid
367,Großvater::N,दादा,tad-cu
368,Großmutter::N,नानी,nain
369,Großmutter::N,नानी,mam-gu
370,Eltern::N,माँ-बाप,rhieni
371,Eltern::N,माता-पिता,rhieni
372,Vater::N,बाप,tad
373,Vater::N,पिता,tad
374,Mutter::N,माँ,mam
375,Mutter::N,माता,mam
376,Sohn::N,बेटा,mab
377,Sohn::N,पुत्र,mab
378,Tochter::N,बेटी,merch
379,Tochter::N,पुत्री,merch
380,Bruder::N,भाई,brawd
381,Bruder::N,भ्राता,brawd
382,Schwester::N,बहन,chwaer
383,Schwester::N,भगिनी,chwaer
384,Onkel::N,ताऊ,ewythr
385,Onkel::N,काका,ewythr
386,Tante::N,बूआ,modryb
387,Tante::N,फूफी,modryb
388,Tante::N,ख़ाला,modryb
389,Ehemann::N,पति,gŵr
390,Ehemann::N,शौहर,gŵr
391,Ehefrau::N,बीवी,gwraig
392,Freude::N,आनंद,gorfoledd
393,Freude::N,प्रसन्नता,gorfoledd
394,Gelächter::N,हँसी,chwerthin
395,Gelächter::N,क़हक़हा,chwerthin
396,Glück::N,आनंद,hapusrwydd
397,Glück::N,ख़ुशी,hapusrwydd
398,Kummer::N,शोक,galar
399,Kummer::N,दुःख,galar
400,Wunsch::N,इच्छा,dymuniad
401,Wunsch::N,अभिलाषा,dymuniad
402,Lust::N,चाह,chwant
403,Lust::N,कामना,chwant
404,Geist::N,जान,ysbryd
405,Geist::N,प्राण,ysbryd
406,Gedanke::N,विचार,meddwl
407,Gedächtnis::N,याददाश्त,cof
408,Gedächtnis::N,स्मरण-शक्ति,cof
409,Verstand::N,समझ,meddwl
410,Verstand::N,अक़्ल,meddwl
411,Verstand::N,बुद्धि,meddwl
412,Sinn::N,अर्थ,ystyr
413,Grund::N,वजह,achos
414,Grund::N,वजह,rheswm
415,Grund::N,कारण,achos
416,Grund::N,कारण,rheswm
417,Wahrheit::N,सत्य,gwir
418,Wahrheit::N,सत्य,gwirionedd
419,Wahrheit::N,सच्चाई,gwir
420,Wahrheit::N,सच्चाई,gwirionedd
421,Gespräch::N,चर्चा,sgwrs
422,Gespräch::N,वार्ता,sgwrs
423,Gespräch::N,बात-चीत,sgwrs
424,Märchen::N,क़िस्सा,chwedl werin
425,Erzählung::N,कथा,stori
426,Erzählung::N,कहानी,stori
427,Nachricht::N,सूचना,neges
428,Nachricht::N,समाचार,neges
429,Neuigkeit::N,ख़बर,newydd
430,Neuigkeit::N,समाचार,newydd
431,Name::N,नाम,enw
432,Rätsel::N,पहेली,pos
433,Rede::N,वचन,araith
434,Rede::N,भाषण,araith
435,Sprache::N,भाषा,iaith
436,Sprache::N,ज़बान,iaith
437,Stimme::N,स्वर,llais
438,Stimme::N,आवाज़,llais
439,Wort::N,शब्द,gair
440,Wort::N,लफ़्ज़,gair
441,Zeichen::N,निशान,arwydd
442,Ruf::N,पुकार,galwad
443,Ruf::N,आह्वान,galwad
444,Lärm::N,शोर,trwst
445,Lärm::N,हुल्लड़,trwst
446,Laut::N,स्वर,sain
447,Laut::N,ध्वनि,sain
448,Ton::N,सुर,tôn
449,Ton::N,स्वर,tôn
450,Lied::N,गीत,cân
451,Ruhe::N,आराम,tawelwch
452,Ruhe::N,ख़ामोशी,tawelwch
453,Leute::N,लोग,pobl
454,Volk::N,क़ौम,pobl
455,Volk::N,प्रजा,pobl
456,Arbeit::N,काम,gwaith
457,Gast::N,अतिथि,gwestai
458,Gast::N,मेहमान,gwestai
459,Geschenk::N,उपहार,rhodd
460,Geschenk::N,उपहार,anrheg
461,Geschenk::N,तोहफ़ा,rhodd
462,Geschenk::N,तोहफ़ा,anrheg
463,Spiel::N,खेल,chwarae
464,Spiel::N,क्रीड़ा,chwarae
465,Gesellschaft::N,साथ,cwmni
466,Hilfe::N,मदद,cymorth
467,Hilfe::N,सहायता,cymorth
468,Freund::N,मित्र,cyfaill
469,Kamerad::N,साथी,cydymaith
470,Kamerad::N,कामरेड,cydymaith
471,Angelegenheit::N,बात,pwnc
472,Angelegenheit::N,मामला,pwnc
473,Anzahl::N,तादाद,cyfrif
474,Anzahl::N,संख्या,cyfrif
475,Art::N,तरह,bath
476,Art::N,क़िस्म,bath
477,Stück::N,फाँक,darn
478,Stück::N,टुकड़ा,darn
479,Teil::N,भाग,rhan
480,Teil::N,हिस्सा,rhan
481,Hälfte::N,अर्धभाग,hanner
482,Kreis::N,चक्कर,cylch
483,Kreuz::N,सलीब,croes
484,Kreuz::N,क्रूस,croes
485,Linie::N,लाइन,llinell
486,Strich::N,लकीर,strôc
487,Strich::N,लकीर,trawiad
488,Abstand::N,अंतर,bwlch
489,Abstand::N,अंतर,pellter
490,Abstand::N,फ़ासला,bwlch
491,Abstand::N,फ़ासला,pellter
492,Entfernung::N,दूरी,pellter
493,Entfernung::N,फ़ासला,pellter
494,Gegend::N,इलाक़ा,cylch
495,Platz::N,जगह,lle
496,Platz::N,स्थान,lle
497,Ort::N,स्थल,lle
498,Ort::N,स्थान,lle
499,Seite::N,ओर,ochr
500,Seite::N,तरफ़,ochr
501,Mitte::N,बीच,canol
502,Mitte::N,मध्य,canol
503,Gegenstand::N,चीज़,eitem
504,Gegenstand::N,पदार्थ,eitem
505,Sache::N,चीज़,peth
506,Sache::N,वस्तु,peth
507,Rand::N,छोर,cwr
508,Rand::N,छोर,ymyl
509,Rand::N,उपांत,cwr
510,Rand::N,उपांत,ymyl
511,Kante::N,कोर,min
512,Kante::N,कोर,ymyl
513,Kante::N,किनारा,min
514,Kante::N,किनारा,ymyl
515,Ecke::N,कोना,cornel
516,Ecke::N,नुक्कड़,cornel
517,Spitze::N,नोक,blaen
518,Ende::N,छोर,pen
519,Ende::N,सिरा,pen
520,Loch::N,छेद,twll
521,Loch::N,सूराख़,twll
522,Winkel::N,कोण,congl
523,Winkel::N,कोना,congl
524,Muster::N,नमूना,patrwm
525,Muster::N,डिज़ाइन,patrwm
526,Größe::N,परिमाण,maint
527,Größe::N,परिमाण,maintioli
528,Größe::N,विस्तार,maint
529,Größe::N,विस्तार,maintioli
530,Länge::N,लंबाई,hyd
531,Höhe::N,ऊँचाई,uchder
532,Höhe::N,उच्चता,uchder
533,Gewicht::N,भार,pwysau
534,Gewicht::N,वज़न,pwysau
535,Menge::N,मात्रा,swm
536,Menge::N,मात्रा,maint
537,Haufen::N,ढेर,pentwr
538,Haufen::N,अंबार,pentwr
539,Reihe::N,क़तार,rhes
540,Reihe::N,पंक्ति,rhes
541,Boot::N,नाव,cwch
542,Boot::N,नौका,cwch
543,Ruder::N,चप्पू,rhwyf
544,Schlitten::N,बर्फ़-गाड़ी,sled
545,Schlitten::N,बर्फ़-गाड़ी,car llusg
546,Ski::N,स्की,sgi
547,Lagerfeuer::N,अलाव,coelcerth
548,Lagerfeuer::N,कैंप-फ़ायर,coelcerth
549,Last::N,भार,llwyth
550,Gang::N,चाल,tro
551,Schritt::N,डग,cam
552,Schritt::N,क़दम,cam
553,Norden::N,उत्तर,gogledd
554,Süden::N,दक्खिन,de
555,Westen::N,पश्चिम,gorllewin
556,Osten::N,पूरब,dwyrain
557,Holz::N,काठ,pren
558,Holz::N,काष्ठ,pren
559,Brett::N,पटरा,bwrdd
560,Brett::N,पटरा,astell
561,Brett::N,तख़्ता,bwrdd
562,Brett::N,तख़्ता,astell
563,Platte::N,फलक,llech
564,Platte::N,तख़्ता,llech
565,Stütze::N,टेक,ateg
566,Stütze::N,टेक,cynhalydd
567,Stütze::N,थूनी,ateg
568,Stütze::N,थूनी,cynhalydd
569,Stange::N,छड़,polyn
570,Stange::N,बाँस,polyn
571,Stock::N,लाठी,ffon
572,Stock::N,लाठी,brigyn
573,Stab::N,लग्गा,ffon
574,Rohr::N,नल,pibell
575,Haus::N,घर,tŷ
576,Haus::N,मकान,tŷ
577,Heim::N,घर,cartref
578,Heim::N,गृह,cartref
579,Ofen::N,चूल्हा,stof
580,Fußboden::N,फ़र्श,llawr
581,Tisch::N,मेज़,bwrdd
582,Stuhl::N,कुरसी,cadair
583,Wiege::N,पालना,crud
584,Wiege::N,हिंडोला,crud
585,Bett::N,खाट,gwely
586,Bett::N,पलंग,gwely
587,Regal::N,शेल्फ़,silff
588,Kiste::N,पेटी,bocs
589,Kiste::N,पेटी,blwch
590,Kiste::N,डिब्बा,bocs
591,Kiste::N,डिब्बा,blwch
592,Fenster::N,खिड़की,ffenestr
593,Tür::N,द्वार,drws
594,Tür::N,दरवाज़ा,drws
595,Tor::N,फाटक,porth
596,Zaun::N,बाड़ा,ffens
597,Dach::N,छत,to
598,Dach::N,छप्पर,to
599,Leiter::N,सीढ़ी,ysgol
600,Besen::N,झाड़ू,ysgub
601,Besen::N,बुहारी,ysgub
602,Spaten::N,कुदाल,rhaw
603,Schaufel::N,बेलचा,rhaw
604,Schaufel::N,फावड़ा,rhaw
605,Gabel::N,काँटा,fforc
606,Löffel::N,चम्मच,llwy
607,Messer::N,छुरा,cyllell
608,Messer::N,चाक़ू,cyllell
609,Nagel::N,कील,hoel
610,Nagel::N,मेख़,hoel
611,Netz::N,जाल,gwe
612,Netz::N,जाल,rhwyd
613,Haken::N,अंकुश,bach
614,Griff::N,मूठ,carn
615,Griff::N,हत्था,carn
616,Schloss::N,ताला,clo
617,Bild::N,चित्र,llun
618,Bild::N,चित्र,pictiwr
619,Figur::N,मूर्ति,ffigur
620,Puppe::N,पुतली,dol
621,Puppe::N,गुड़िया,dol
622,Beutel::N,झोला,cwd
623,Bündel::N,पुलिंदा,bwndel
624,Bündel::N,पुलिंदा,coflaid
625,Tasche::N,बेग,cod
626,Tasche::N,बस्ता,cod
627,Eimer::N,बाल्टी,bwced
628,Eimer::N,बाल्टी,cunnog
629,Deckel::N,ढक्कन,caead
630,Geschirr::N,बरतन-भाँड़े,llestri
631,Sack::N,बोरा,sach
632,Tasse::N,प्याला,cwpan
633,Topf::N,देग़चा,pot
634,Topf::N,देग़चा,crochan
635,Kessel::N,देग़,tegell
636,Kessel::N,बटलोई,tegell
637,Essen::N,खाना,pryd o fwyd
638,Nahrung::N,भोजन,bwyd
639,Speise::N,खाना,saig
640,Speise::N,व्यंजन,saig
641,Fleisch::N,मांस,cig
642,Fleisch::N,गोश्त,cig
643,Getreide::N,अनाज,ŷd
644,Getreide::N,अनाज,llafur
645,Brei::N,भरता,uwd
646,Brei::N,दलिया,uwd
647,Brot::N,रोटी,bara
648,Scheibe::N,कतला,tafell
649,Fett::N,वसा,saim
650,Fett::N,वसा,braster
651,Fett::N,चरबी,saim
652,Fett::N,चरबी,braster
653,Butter::N,मक्खन,ymenyn
654,Öl::N,तेल,olew
655,Salz::N,नमक,halen
656,Suppe::N,सूप,cawl
657,Suppe::N,शोरबा,cawl
658,Honig::N,शहद,mêl
659,Milch::N,दूध,llaeth
660,Milch::N,दूध,llefrith
661,Tee::N,चाय,te
662,Leder::N,चमड़ा,lledr
663,Wolle::N,ऊन,gwlân
664,Stoff::N,कपड़ा,lliain
665,Stoff::N,कपड़ा,brethyn
666,Nadel::N,सूई,nodwydd
667,Faden::N,डोरा,edau
668,Faden::N,डोरा,edefyn
669,Knopf::N,बटन,botwm
670,Knopf::N,घुंडी,botwm
671,Knoten::N,गाँठ,cwlwm
672,Knoten::N,गुत्थी,cwlwm
673,Farbe::N,रंग,paent
674,Farbe::N,वर्ण,paent
675,Kleidung::N,पहनावा,dillad
676,Kleidung::N,पहनावा,gwisgoedd
677,Hemd::N,कुरता,crys
678,Hemd::N,क़मीज़,crys
679,Kragen::N,गरदनी,coler
680,Kragen::N,गरेबान,coler
681,Ärmel::N,आस्तीन,llawes
682,Hose::N,पैंट,trowsus
683,Hose::N,पतलून,trowsus
684,Gürtel::N,पेटी,gwregys
685,Gürtel::N,मेखला,gwregys
686,Mütze::N,टोपी,cap
687,Schuh::N,जूता,esgid
688,Stiefel::N,बूट,botasen
689,Ring::N,अँगूठी,modrwy
690,Band::N,पट्टी,rhuban
691,Kamm::N,कंघी,crib
692,Spiegel::N,आईना,drych
693,Spiegel::N,दर्पण,drych
694,Riemen::N,तसमा,strap
695,Riemen::N,पट्टा,strap
696,Schnur::N,डोरी,llinyn
697,Schnur::N,सुतली,llinyn
698,Leine::N,रस्सी,tennyn
699,Decke::N,रज़ाई,blanced
700,Decke::N,रज़ाई,gwrthban
701,Kissen::N,तकिया,clustog
702,Kissen::N,तकिया,gobennydd
703,Kissen::N,गाद्दा,clustog
704,Kissen::N,गाद्दा,gobennydd
705,Tuch::N,रूमाल,sgarff
706,Tuch::N,वस्त्र,sgarff
707,Handtuch::N,अँगोछा,tywel
708,Handtuch::N,अँगोछा,lliain sychu
709,Kraft::N,ज़ोर,grym
710,Kraft::N,शक्ति,grym
711,Stärke::N,बल,nerth
712,Stärke::N,बल,cryfder
713,Stärke::N,ताक़त,nerth
714,Stärke::N,ताक़त,cryfder
715,Gesundheit::N,स्वास्थ्य,iechyd
716,Gesundheit::N,तंदुरुस्ती,iechyd
717,Krankheit::N,रोग,afiechyd
718,Krankheit::N,रोग,anhwylder
719,Krankheit::N,बीमारी,afiechyd
720,Krankheit::N,बीमारी,anhwylder
721,Schmerz::N,दर्द,poen
722,Schmerz::N,दर्द,gwayw
723,Schmerz::N,पीड़ा,poen
724,Schmerz::N,पीड़ा,gwayw
725,Wunde::N,घाव,clwyf
726,Wunde::N,ज़ख़्म,clwyf
727,Fieber::N,ज्वर,twymyn
728,Fieber::N,बुख़ार,twymyn
729,Arznei::N,दवा,meddyginiaeth
730,Arznei::N,औषाधि,meddyginiaeth
731,Brücke::N,पुल,pont
732,Brücke::N,सेतु,pont
733,Brunnen::N,कुआँ,ffynnon
734,Weide::N,चरागाह,porfa
735,Pfad::N,पथ,llwybr
736,Pfad::N,पगडंडी,llwybr
737,Weg::N,मार्ग,ffordd
738,Straße::N,राह,heol
739,Straße::N,राह,ffordd
740,Straße::N,रास्ता,heol
741,Straße::N,रास्ता,ffordd
742,Dorf::N,गाँव,pentref
743,Dorf::N,ग्राम,pentref
744,Stadt::N,शहर,tref
745,Brief::N,ख़त,llythyr
746,Brief::N,पत्र,llythyr
747,Brief::N,चिट्ठी,llythyr
748,Buch::N,किताब,llyfr
749,Buch::N,पुस्तक,llyfr
750,Buchstabe::N,अक्षर,llythyren
751,Zeitung::N,अख़बार,papur newydd
