,Concept_ID,hu,hi
218,Baum::N,fa,वृक्ष
219,Stamm::N,tő,धड़
220,Stamm::N,törzs,धड़
221,Rinde::N,kéreg,छाल
222,Rinde::N,kéreg,वल्कल
223,Ast::N,ág,डाल
224,Ast::N,ág,शाखा
225,Zweig::N,gally,टहनी
226,Blatt::N,levél,पत्र
227,Blatt::N,levél,पत्ता
228,Birke::N,nyír,भूर्ज
229,Kiefer[Baum]::N,fenyő,पाइन-वृक्ष
230,Weide[Baum]::N,fűz,बेंत
231,Tanne::N,fenyő,फ़र
232,Horn::N,szarv,सींग
233,Horn::N,szarv,विषाण
234,Feder::N,toll,पर
235,Feder::N,toll,पंख
236,Fell::N,szőr,खाल
237,Fell::N,szőr,पशु-चर्म
238,Fell::N,bunda,खाल
239,Fell::N,bunda,पशु-चर्म
240,Flügel::N,szárny,पंख
241,Flügel::N,szárny,डैना
242,Klaue::N,köröm,पंजा
243,Kralle::N,karom,पंजा
244,Kralle::N,karom,नाख़ून
245,Schwanz::N,farok,पूँछ
246,Ei::N,tojás,अंडा
247,Nest::N,fészek,नीड़
248,Nest::N,fészek,घोंसला
249,Bau::N,odú,बिल
250,Bau::N,odú,माँद
251,Tier::N,állat,पशु
252,Tier::N,állat,जानवर
253,Herde::N,nyáj,गल्ला
254,Herde::N,csorda,गल्ला
255,Kuh::N,tehén,गौ
256,Kuh::N,tehén,गाय
257,Bulle::N,bika,साँड़
258,Pferd::N,ló,अश्व
259,Pferd::N,ló,घोड़ा
260,Schaf::N,juh,भेड़
261,Schaf::N,birka,भेड़
262,Schwein::N,sertés,शूकर
263,Hund::N,eb,श्वान
264,Hund::N,eb,कुत्ता
265,Hund::N,kutya,श्वान
266,Hund::N,kutya,कुत्ता
267,Katze::N,macska,बिल्ली
268,Bär::N,medve,रीछ
269,Bär::N,medve,भालू
270,Eichhörnchen::N,mókus,गिलहरी
271,Elch::N,jávorszarvas,एल्क
272,Fuchs::N,róka,लोमड़ी
273,Hase::N,nyúl,खरहा
274,Hase::N,nyúl,ख़रगोश
275,Maus::N,egér,मूष
276,Maus::N,egér,चूहा
277,Wolf::N,farkas,वृक
278,Wolf::N,farkas,भेड़िया
279,Vogel::N,madár,पक्षी
280,Vogel::N,madár,चिड़िया
281,Schwarm::N,raj,झुंड
282,Huhn::N,tyúk,मुर्ग़ी
283,Hahn::N,kakas,मुर्ग़ा
284,Gans::N,lúd,हंस
285,Gans::N,lúd,हंसिनी
286,Gans::N,liba,हंस
287,Gans::N,liba,हंसिनी
288,Adler::N,sas,उक़ाब
289,Ente::N,kacsa,बतख़
290,Ente::N,kacsa,बत्तक
291,Eule::N,bagoly,उल्लू
292,Kranich::N,daru,सारस
293,Kranich::N,daru,क्रौंंच
294,Krähe::N,varjú,काक
295,Kuckuck::N,kakukk,कोयल
296,Kuckuck::N,kakukk,कोकिल
297,Schwan::N,hattyú,हंस
298,Schwan::N,hattyú,मराल
299,Fisch::N,hal,मछली
300,Fisch::N,hal,मत्स्य
301,Barsch::N,sügér,पर्च
302,Hecht::N,csuka,पाइक
303,Schlange[Tier]::N,kígyó,सर्प
304,Wurm::N,kukac,कृमि
305,Wurm::N,kukac,कीड़ा
306,Spinne::N,pók,लूता
307,Spinne::N,pók,मकड़ी
308,Ameise::N,hangya,चींटी
309,Laus::N,tetű,जूँ
310,Mücke::N,szúnyog,डाँस
311,Fliege::N,légy,मक्खी
312,Fliege::N,légy,मक्षिका
313,Schmetterling::N,lepke,तितली
314,Schmetterling::N,pillangó,तितली
315,Beere::N,bogyó,बेरी
316,Apfel::N,alma,सेब
317,Pilz::N,gomba,खुंबी
318,Zwiebel::N,hagyma,प्याज़
319,Saat::N,vetőmag,बीज
320,Korn::N,mag,दाना
321,Korn::N,szem,दाना
322,Heu::N,széna,मूखी घास
323,Schale::N,héj,बकला
324,Schale::N,héj,छिलका
325,Grube::N,verem,गड्ढा
326,Falle::N,csapda,जाल
327,Falle::N,csapda,फँदा
328,Schlinge::N,tőr,फँदा
329,Spur::N,nyom,सुराग़
330,Spur::N,nyom,पद-चिह्न
331,Asche::N,hamu,राख
332,Dreck::N,sár,मैल
333,Dreck::N,sár,गंदगी
334,Dreck::N,piszok,मैल
335,Dreck::N,piszok,गंदगी
336,Eisen::N,vas,लोहा
337,Gold::N,arany,सोना
338,Gold::N,arany,स्वर्ण
339,Silber::N,ezüst,रजत
340,Silber::N,ezüst,चाँदी
341,Kohle::N,szén,कोयला
342,Glas::N,üveg,काँच
343,Lehm::N,agyag,चिकनी मिट्टी
344,Lehm::N,vályog,चिकनी मिट्टी
345,Sand::N,homok,रेत
346,Sand::N,homok,बालू
347,Mensch::N,ember,मानव
348,Mensch::N,ember,इनसान
349,Mensch::N,ember,मनुष्य
350,Mann::N,úr,आदमी
351,Mann::N,úr,पुरुष
352,Mann::N,férfi,आदमी
353,Mann::N,férfi,पुरुष
354,Frau::N,nő,औरत
355,Frau::N,nő,महिला
356,Frau::N,nő,स्त्री
357,Frau::N,asszony,औरत
358,Frau::N,asszony,महिला
359,Frau::N,asszony,स्त्री
360,Kind::N,gyerek,बाल
361,Kind::N,gyerek,बच्चा
362,Kind::N,gyermek,बाल
363,Kind::N,gyermek,बच्चा
364,Junge::N,fiú,लड़का
365,Mädchen::N,lány,लड़की
366,Mädchen::N,lány,कुमारी
367,Familie::N,család,परिवार
368,Großvater::N,nagyapa,दादा
369,Großmutter::N,nagyanya,नानी
370,Eltern::N,szülők,माँ-बाप
371,Eltern::N,szülők,माता-पिता
372,Vater::N,apa,बाप
373,Vater::N,apa,पिता
374,Vater::N,atya,बाप
375,Vater::N,atya,पिता
376,Mutter::N,anya,माँ
377,Mutter::N,anya,माता
378,Sohn::N,fiú,बेटा
379,Sohn::N,fiú,पुत्र
380,Tochter::N,lány,बेटी
381,Tochter::N,lány,पुत्री
382,Bruder::N,fivér,भाई
383,Bruder::N,fivér,भ्राता
384,Bruder::N,testvér,भाई
385,Bruder::N,testvér,भ्राता
386,Schwester::N,nővér,बहन
387,Schwester::N,nővér,भगिनी
388,Schwester::N,lánytestvér,बहन
389,Schwester::N,lánytestvér,भगिनी
390,Onkel::N,nagybácsi,ताऊ
391,Onkel::N,nagybácsi,काका
392,Tante::N,nagynéni,बूआ
393,Tante::N,nagynéni,फूफी
394,Tante::N,nagynéni,ख़ाला
395,Ehemann::N,férj,पति
396,Ehemann::N,férj,शौहर
397,Ehefrau::N,feleség,बीवी
398,Freude::N,öröm,आनंद
399,Freude::N,öröm,प्रसन्नता
400,Gelächter::N,nevetés,हँसी
401,Gelächter::N,nevetés,क़हक़हा
402,Gelächter::N,hahotázás,हँसी
403,Gelächter::N,hahotázás,क़हक़हा
404,Glück::N,boldogság,आनंद
405,Glück::N,boldogság,ख़ुशी
406,Kummer::N,bánat,शोक
407,Kummer::N,bánat,दुःख
408,Wunsch::N,óhaj,इच्छा
409,Wunsch::N,óhaj,अभिलाषा
410,Lust::N,kedv,चाह
411,Lust::N,kedv,कामना
412,Geist::N,elme,जान
413,Geist::N,elme,प्राण
414,Geist::N,szellem,जान
415,Geist::N,szellem,प्राण
416,Gedanke::N,gondolat,विचार
417,Gedächtnis::N,emlékezet,याददाश्त
418,Gedächtnis::N,emlékezet,स्मरण-शक्ति
419,Verstand::N,ész,समझ
420,Verstand::N,ész,अक़्ल
421,Verstand::N,ész,बुद्धि
422,Verstand::N,értelem,समझ
423,Verstand::N,értelem,अक़्ल
424,Verstand::N,értelem,बुद्धि
425,Sinn::N,értelem,अर्थ
426,Grund::N,ok,वजह
427,Grund::N,ok,कारण
428,Grund::N,alap,वजह
429,Grund::N,alap,कारण
430,Wahrheit::N,igaz,सत्य
431,Wahrheit::N,igaz,सच्चाई
432,Wahrheit::N,igazság,सत्य
433,Wahrheit::N,igazság,सच्चाई
434,Gespräch::N,beszélgetés,चर्चा
435,Gespräch::N,beszélgetés,वार्ता
436,Gespräch::N,beszélgetés,बात-चीत
437,Märchen::N,mese,क़िस्सा
438,Erzählung::N,elbeszélés,कथा
439,Erzählung::N,elbeszélés,कहानी
440,Nachricht::N,hír,सूचना
441,Nachricht::N,hír,समाचार
442,Nachricht::N,híradás,सूचना
443,Nachricht::N,híradás,समाचार
444,Neuigkeit::N,újság,ख़बर
445,Neuigkeit::N,újság,समाचार
446,Name::N,név,नाम
447,Rätsel::N,rejtvény,पहेली
448,Rede::N,beszéd,वचन
449,Rede::N,beszéd,भाषण
450,Rede::N,szónoklat,वचन
451,Rede::N,szónoklat,भाषण
452,Sprache::N,nyelv,भाषा
453,Sprache::N,nyelv,ज़बान
454,Stimme::N,hang,स्वर
455,Stimme::N,hang,आवाज़
456,Wort::N,szó,शब्द
457,Wort::N,szó,लफ़्ज़
458,Zeichen::N,jel,निशान
459,Ruf::N,kiáltás,पुकार
460,Ruf::N,kiáltás,आह्वान
461,Lärm::N,zaj,शोर
462,Lärm::N,zaj,हुल्लड़
463,Laut::N,hang,स्वर
464,Laut::N,hang,ध्वनि
465,Ton::N,hang,सुर
466,Ton::N,hang,स्वर
467,Lied::N,dal,गीत
468,Lied::N,ének,गीत
469,Ruhe::N,csend,आराम
470,Ruhe::N,csend,ख़ामोशी
471,Ruhe::N,nyugalom,आराम
472,Ruhe::N,nyugalom,ख़ामोशी
473,Leute::N,emberek,लोग
474,Volk::N,nép,क़ौम
475,Volk::N,nép,प्रजा
476,Arbeit::N,dolog,काम
477,Gast::N,vendég,अतिथि
478,Gast::N,vendég,मेहमान
479,Geschenk::N,ajándék,उपहार
480,Geschenk::N,ajándék,तोहफ़ा
481,Spiel::N,játék,खेल
482,Spiel::N,játék,क्रीड़ा
483,Gesellschaft::N,társaság,साथ
484,Hilfe::N,segítség,मदद
485,Hilfe::N,segítség,सहायता
486,Freund::N,barát,मित्र
487,Kamerad::N,társ,साथी
488,Kamerad::N,társ,कामरेड
489,Angelegenheit::N,ügy,बात
490,Angelegenheit::N,ügy,मामला
491,Anzahl::N,szám,तादाद
492,Anzahl::N,szám,संख्या
493,Art::N,faj,तरह
494,Art::N,faj,क़िस्म
495,Art::N,fajta,तरह
496,Art::N,fajta,क़िस्म
497,Stück::N,darab,फाँक
498,Stück::N,darab,टुकड़ा
499,Teil::N,rész,भाग
500,Teil::N,rész,हिस्सा
501,Hälfte::N,fél,अर्धभाग
502,Kreis::N,kör,चक्कर
503,Kreuz::N,kereszt,सलीब
504,Kreuz::N,kereszt,क्रूस
505,Linie::N,vonal,लाइन
506,Strich::N,vonás,लकीर
507,Abstand::N,köz,अंतर
508,Abstand::N,köz,फ़ासला
509,Entfernung::N,távolság,दूरी
510,Entfernung::N,távolság,फ़ासला
511,Gegend::N,táj,इलाक़ा
512,Gegend::N,vidék,इलाक़ा
513,Platz::N,hely,जगह
514,Platz::N,hely,स्थान
515,Ort::N,hely,स्थल
516,Ort::N,hely,स्थान
517,Seite::N,fél,ओर
518,Seite::N,fél,तरफ़
519,Seite::N,oldal,ओर
520,Seite::N,oldal,तरफ़
521,Mitte::N,közép,बीच
522,Mitte::N,közép,मध्य
523,Gegenstand::N,tárgy,चीज़
524,Gegenstand::N,tárgy,पदार्थ
525,Sache::N,dolog,चीज़
526,Sache::N,dolog,वस्तु
527,Rand::N,szél,छोर
528,Rand::N,szél,उपांत
529,Rand::N,perem,छोर
530,Rand::N,perem,उपांत
531,Rand::N,szegély,छोर
532,Rand::N,szegély,उपांत
533,Kante::N,él,कोर
534,Kante::N,él,किनारा
535,Ecke::N,sarok,कोना
536,Ecke::N,sarok,नुक्कड़
537,Ecke::N,szöglet,कोना
538,Ecke::N,szöglet,नुक्कड़
539,Spitze::N,csúcs,नोक
540,Ende::N,vég,छोर
541,Ende::N,vég,सिरा
542,Loch::N,lyuk,छेद
543,Loch::N,lyuk,सूराख़
544,Winkel::N,szög,कोण
545,Winkel::N,szög,कोना
546,Muster::N,minta,नमूना
547,Muster::N,minta,डिज़ाइन
548,Größe::N,nagyság,परिमाण
549,Größe::N,nagyság,विस्तार
550,Länge::N,hossz,लंबाई
551,Länge::N,hosszúság,लंबाई
552,Höhe::N,magasság,ऊँचाई
553,Höhe::N,magasság,उच्चता
554,Gewicht::N,súly,भार
555,Gewicht::N,súly,वज़न
556,Menge::N,sokaság,मात्रा
557,Menge::N,mennyiség,मात्रा
558,Haufen::N,halom,ढेर
559,Haufen::N,halom,अंबार
560,Reihe::N,sor,क़तार
561,Reihe::N,sor,पंक्ति
562,Boot::N,csónak,नाव
563,Boot::N,csónak,नौका
564,Ruder::N,evező,चप्पू
565,Schlitten::N,szánkó,बर्फ़-गाड़ी
566,Ski::N,sí,स्की
567,Lagerfeuer::N,tábortűz,अलाव
568,Lagerfeuer::N,tábortűz,कैंप-फ़ायर
569,Last::N,teher,भार
570,Gang::N,járás,चाल
571,Schritt::N,lépés,डग
572,Schritt::N,lépés,क़दम
573,Norden::N,észak,उत्तर
574,Süden::N,dél,दक्खिन
575,Westen::N,nyugat,पश्चिम
576,Osten::N,kelet,पूरब
577,Holz::N,fa,काठ
578,Holz::N,fa,काष्ठ
579,Brett::N,deszka,पटरा
580,Brett::N,deszka,तख़्ता
581,Platte::N,lap,फलक
582,Platte::N,lap,तख़्ता
583,Platte::N,lemez,फलक
584,Platte::N,lemez,तख़्ता
585,Stütze::N,támasz,टेक
586,Stütze::N,támasz,थूनी
587,Stütze::N,támaszték,टेक
588,Stütze::N,támaszték,थूनी
589,Stange::N,rúd,छड़
590,Stange::N,rúd,बाँस
591,Stange::N,pózna,छड़
592,Stange::N,pózna,बाँस
593,Stock::N,pálca,लाठी
594,Stab::N,bot,लग्गा
595,Rohr::N,cső,नल
596,Haus::N,ház,घर
597,Haus::N,ház,मकान
598,Heim::N,otthon,घर
599,Heim::N,otthon,गृह
600,Ofen::N,kályha,चूल्हा
601,Fußboden::N,padló,फ़र्श
602,Tisch::N,asztal,मेज़
603,Stuhl::N,szék,कुरसी
604,Wiege::N,bölcső,पालना
605,Wiege::N,bölcső,हिंडोला
606,Bett::N,ágy,खाट
607,Bett::N,ágy,पलंग
608,Regal::N,polc,शेल्फ़
609,Regal::N,állvány,शेल्फ़
610,Kiste::N,láda,पेटी
611,Kiste::N,láda,डिब्बा
612,Fenster::N,ablak,खिड़की
613,Tür::N,ajtó,द्वार
614,Tür::N,ajtó,दरवाज़ा
615,Tor::N,kapu,फाटक
616,Zaun::N,kerítés,बाड़ा
617,Dach::N,tető,छत
618,Dach::N,tető,छप्पर
619,Leiter::N,létra,सीढ़ी
620,Besen::N,seprű,झाड़ू
621,Besen::N,seprű,बुहारी
622,Spaten::N,ásó,कुदाल
623,Schaufel::N,lapát,बेलचा
624,Schaufel::N,lapát,फावड़ा
625,Gabel::N,villa,काँटा
626,Löffel::N,kanál,चम्मच
627,Messer::N,kés,छुरा
628,Messer::N,kés,चाक़ू
629,Nagel::N,szeg,कील
630,Nagel::N,szeg,मेख़
631,Netz::N,háló,जाल
632,Haken::N,kampó,अंकुश
633,Griff::N,nyél,मूठ
634,Griff::N,nyél,हत्था
635,Griff::N,fogantyú,मूठ
636,Griff::N,fogantyú,हत्था
637,Schloss::N,zár,ताला
638,Bild::N,kép,चित्र
639,Figur::N,alak,मूर्ति
640,Puppe::N,bábu,पुतली
641,Puppe::N,bábu,गुड़िया
642,Beutel::N,zacskó,झोला
643,Bündel::N,köteg,पुलिंदा
644,Tasche::N,táska,बेग
645,Tasche::N,táska,बस्ता
646,Eimer::N,vödör,बाल्टी
647,Deckel::N,fedő,ढक्कन
648,Deckel::N,fedél,ढक्कन
649,Geschirr::N,edény,बरतन-भाँड़े
650,Sack::N,zsák,बोरा
651,Tasse::N,csésze,प्याला
652,Topf::N,fazék,देग़चा
653,Kessel::N,üst,देग़
654,Kessel::N,üst,बटलोई
655,Kessel::N,bogrács,देग़
656,Kessel::N,bogrács,बटलोई
657,Essen::N,evés,खाना
658,Essen::N,étkezés,खाना
659,Nahrung::N,ennivaló,भोजन
660,Speise::N,étel,खाना
661,Speise::N,étel,व्यंजन
662,Fleisch::N,hús,मांस
663,Fleisch::N,hús,गोश्त
664,Getreide::N,gabona,अनाज
665,Brei::N,pép,भरता
666,Brei::N,pép,दलिया
667,Brei::N,kása,भरता
668,Brei::N,kása,दलिया
669,Brot::N,kenyér,रोटी
670,Scheibe::N,szelet,कतला
671,Fett::N,háj,वसा
672,Fett::N,háj,चरबी
673,Fett::N,zsír,वसा
674,Fett::N,zsír,चरबी
675,Butter::N,vaj,मक्खन
676,Öl::N,olaj,तेल
677,Salz::N,só,नमक
678,Suppe::N,leves,सूप
679,Suppe::N,leves,शोरबा
680,Honig::N,méz,शहद
681,Milch::N,tej,दूध
682,Tee::N,tea,चाय
683,Leder::N,bőr,चमड़ा
684,Wolle::N,gyapjú,ऊन
685,Stoff::N,szövet,कपड़ा
686,Nadel::N,tű,सूई
687,Faden::N,fonál,डोरा
688,Knopf::N,gomb,बटन
689,Knopf::N,gomb,घुंडी
690,Knoten::N,csomó,गाँठ
691,Knoten::N,csomó,गुत्थी
692,Farbe::N,szín,रंग
693,Farbe::N,szín,वर्ण
694,Farbe::N,festék,रंग
695,Farbe::N,festék,वर्ण
696,Kleidung::N,ruha,पहनावा
697,Kleidung::N,ruházat,पहनावा
698,Hemd::N,ing,कुरता
699,Hemd::N,ing,क़मीज़
700,Kragen::N,gallér,गरदनी
701,Kragen::N,gallér,गरेबान
702,Ärmel::N,ujj,आस्तीन
703,Hose::N,gatya,पैंट
704,Hose::N,gatya,पतलून
705,Hose::N,nadrág,पैंट
706,Hose::N,nadrág,पतलून
707,Gürtel::N,öv,पेटी
708,Gürtel::N,öv,मेखला
709,Mütze::N,sapka,टोपी
710,Schuh::N,cipő,जूता
711,Stiefel::N,csizma,बूट
712,Ring::N,gyűrű,अँगूठी
713,Band::N,szalag,पट्टी
714,Kamm::N,fésű,कंघी
715,Spiegel::N,tükör,आईना
716,Spiegel::N,tükör,दर्पण
717,Riemen::N,szíj,तसमा
718,Riemen::N,szíj,पट्टा
719,Schnur::N,zsinór,डोरी
720,Schnur::N,zsinór,सुतली
721,Leine::N,póráz,रस्सी
722,Decke::N,takaró,रज़ाई
723,Kissen::N,párna,तकिया
724,Kissen::N,párna,गाद्दा
725,Tuch::N,kendő,रूमाल
726,Tuch::N,kendő,वस्त्र
727,Handtuch::N,törülköző,अँगोछा
728,Kraft::N,erő,ज़ोर
729,Kraft::N,erő,शक्ति
730,Stärke::N,erő,बल
731,Stärke::N,erő,ताक़त
732,Stärke::N,erősség,बल
733,Stärke::N,erősség,ताक़त
734,Gesundheit::N,egészség,स्वास्थ्य
735,Gesundheit::N,egészség,तंदुरुस्ती
736,Krankheit::N,kór,रोग
737,Krankheit::N,kór,बीमारी
738,Krankheit::N,betegség,रोग
739,Krankheit::N,betegség,बीमारी
740,Schmerz::N,fájdalom,दर्द
741,Schmerz::N,fájdalom,पीड़ा
742,Wunde::N,seb,घाव
743,Wunde::N,seb,ज़ख़्म
744,Fieber::N,láz,ज्वर
745,Fieber::N,láz,बुख़ार
746,Arznei::N,orvosság,दवा
747,Arznei::N,orvosság,औषाधि
748,Arznei::N,gyógyszer,दवा
749,Arznei::N,gyógyszer,औषाधि
750,Brücke::N,híd,पुल
751,Brücke::N,híd,सेतु
752,Brunnen::N,kút,कुआँ
753,Weide::N,legelő,चरागाह
754,Pfad::N,ösvény,पथ
755,Pfad::N,ösvény,पगडंडी
756,Weg::N,út,मार्ग
757,Straße::N,út,राह
758,Straße::N,út,रास्ता
759,Dorf::N,falu,गाँव
760,Dorf::N,falu,ग्राम
761,Stadt::N,város,शहर
762,Brief::N,levél,ख़त
763,Brief::N,levél,पत्र
764,Brief::N,levél,चिट्ठी
765,Buch::N,könyv,किताब
766,Buch::N,könyv,पुस्तक
767,Buchstabe::N,betű,अक्षर
768,Zeitung::N,újság,अख़बार
769,Zeitung::N,újság,समाचार-पत्र
770,Zeitung::N,hírlap,अख़बार
771,Zeitung::N,hírlap,समाचार-पत्र
772,Leben::N,élet,जीवन
773,Leben::N,élet,ज़िंदगी
