,Concept_ID,udm,mdf
253,Vater::N,айы,аля
254,Vater::N,атай,аля
255,Mutter::N,мумы,ава
256,Mutter::N,мумы,тядя
257,Sohn::N,пи,цёра
258,Tochter::N,ныл,стирь
259,Bruder::N,агай,дуган
260,Bruder::N,агай,пяльне
261,Schwester::N,апа,ака
262,Schwester::N,апа,сазор
263,Schwester::N,сузэр,ака
264,Schwester::N,сузэр,сазор
265,Onkel::N,агай,оця
266,Onkel::N,агай,патя
267,Onkel::N,агай,щеня́
268,Tante::N,апа,ака
269,Tante::N,апа,щака
270,Tante::N,кенак,ака
271,Tante::N,кенак,щака
272,Ehemann::N,карт,мирде
273,Ehefrau::N,кышно,ърьвя́
274,Freude::N,шумпотон,ке́нярдема
275,Gelächter::N,горем,рахсема
276,Glück::N,шуд,паваз
277,Kummer::N,кайгу,ризф
278,Kummer::N,кайгу,пичефкс
279,Kummer::N,куректон,ризф
280,Kummer::N,куректон,пичефкс
281,Wunsch::N,мылпотон,мяль
282,Wunsch::N,мылпотон,таколдома
283,Lust::N,потон,таколдома
284,Geist::N,лул,вайме
285,Gedanke::N,малпан,мяль
286,Gedächtnis::N,йырсазь,прявий
287,Gedächtnis::N,тодэваён,прявий
288,Verstand::N,йырвизь,прявий
289,Sinn::N,смысл,ён
290,Grund::N,муг,туфта́л
291,Grund::N,ньӧм,туфта́л
292,Wahrheit::N,зэм,ви́де
293,Wahrheit::N,зэм,видеши́
294,Wahrheit::N,шонер,ви́де
295,Wahrheit::N,шонер,видеши́
296,Gespräch::N,вераськон,корхтама
297,Märchen::N,выжыкыл,ёфкс
298,Erzählung::N,верос,азкс
299,Nachricht::N,ивор,куля́
300,Neuigkeit::N,выльивор,куля́
301,Name::N,ним,лем
302,Rätsel::N,мадькыл,со́дама ёфкс
303,Rede::N,верам,вал
304,Rede::N,верам,корхтама
305,Sprache::N,кыл,кяль
306,Stimme::N,куара,вайгяль
307,Wort::N,кыл,вал
308,Zeichen::N,пус,тя́ште
309,Zeichen::N,пус,тя́штькс
310,Zeichen::N,тодмет,тя́ште
311,Zeichen::N,тодмет,тя́штькс
312,Ruf::N,ӧтён,тердема
313,Ruf::N,чортон,тердема
314,Lärm::N,ӵашетон,гайф
315,Lärm::N,ӵашетон,жалакодома
316,Laut::N,куара,вайгяль
317,Ton::N,куара,вайгяль
318,Lied::N,кырӟан,мора
319,Ruhe::N,чалмыт улон,сетьме
320,Leute::N,адямиос,ломатть
321,Volk::N,калык,наро́д
322,Arbeit::N,уж,тев
323,Gast::N,куно,и́нжи
324,Gast::N,куно,ко́нак
325,Geschenk::N,салам,казне
326,Geschenk::N,кузьым,казне
327,Spiel::N,шудон,налхкома
328,Spiel::N,шудон,налхксема
329,Gesellschaft::N,калык,кружок
330,Hilfe::N,юрттон,лездома
331,Freund::N,эш,я́лга
332,Freund::N,юлтош,я́лга
333,Kamerad::N,тодмо,я́лга
334,Angelegenheit::N,уж,тев
335,Anzahl::N,лыд,лувкс
336,Art::N,тус,вид
337,Stück::N,юдэс,пакш
338,Teil::N,люкет,часть
339,Teil::N,люкет,пялькс
340,Hälfte::N,ӝыны,пяле
341,Kreis::N,котырес,шаркс
342,Kreuz::N,крест,крёз
343,Linie::N,гож,межа
344,Linie::N,гож,китькс
345,Strich::N,гож,межа
346,Abstand::N,вис,ётка
347,Abstand::N,кусып,ётка
348,Entfernung::N,кусып,ётка
349,Gegend::N,инты,ва́ста
350,Gegend::N,инты,перьфпя́ль
351,Platz::N,инты,ва́ста
352,Ort::N,инты,ва́ста
353,Ort::N,места,ва́ста
354,Seite::N,пал,пяле
355,Mitte::N,шор,кучка́
356,Gegenstand::N,арбери,веща
357,Sache::N,котыр,тев
358,Sache::N,котыр,веща
359,Rand::N,дур,пе
360,Rand::N,шаер,пе
361,Kante::N,дур,и́рдез
362,Ecke::N,сэрег,ужа
363,Spitze::N,йыл,пря
364,Ende::N,пум,пе
365,Loch::N,пась,варя
366,Winkel::N,сэрег,ужа
367,Muster::N,пужы,сёрма
368,Größe::N,быдӟала,серь
369,Länge::N,кузьдала,кува́лма
370,Höhe::N,ӝуждала,серь
371,Gewicht::N,сектала,сталма
372,Gewicht::N,секытлык,сталма
373,Menge::N,лыд,лувкс
374,Menge::N,лыдпус,лувкс
375,Haufen::N,люк,мар
376,Reihe::N,чур,ряд
377,Boot::N,пыж,венеж
378,Boot::N,лодка,венеж
379,Ruder::N,полыс,миле
380,Schlitten::N,додьы,ну́рда
381,Ski::N,куас,сокс
382,Lagerfeuer::N,тылскем,то́лмар
383,Last::N,секыт,канкс
384,Last::N,секыт,сталма
385,Gang::N,ветлон,молема
386,Schritt::N,вамыш,аськолкс
387,Norden::N,уйпал,якшама шире
388,Süden::N,лымшор,ля́мбе ши́ре
389,Westen::N,шунды пуксён,ши валгома шире
390,Osten::N,шунды ӝужан,шинь стяма шире
391,Holz::N,пу,вирь
392,Holz::N,пу,шуфта
393,Brett::N,пул,лавця
394,Platte::N,плита,плита́
395,Stütze::N,пыкет,неже
396,Stange::N,пуӵ,олга
397,Stock::N,боды,байдек
398,Stab::N,пуӵ,олгоня
399,Stab::N,боды,олгоня
400,Rohr::N,труба,турама
401,Haus::N,юрт,куд
402,Heim::N,корка,куд
403,Ofen::N,гур,пянакуд
404,Fußboden::N,выж,кия́кс
405,Tisch::N,ӝӧк,шра
406,Tisch::N,ӝӧк,моркш
407,Stuhl::N,пукон,стул
408,Wiege::N,кӧкы,нюря́м
409,Wiege::N,зыбка,нюря́м
410,Bett::N,валес,ацам
411,Regal::N,ӝажы,лавцяланга
412,Kiste::N,ящик,парга
413,Fenster::N,укно,валмья
414,Fenster::N,косяк,валмья
415,Tür::N,ӧс,кенкш
416,Tor::N,ӟезьы,ортат
417,Zaun::N,забор,перяфкс
418,Dach::N,липет,кудпря
419,Leiter::N,падӟа,куцема
420,Besen::N,ӵужон,тяльме
421,Besen::N,исьнер,тяльме
422,Spaten::N,лопатка,ка́йме
423,Schaufel::N,ютырон,ко́поня
424,Schaufel::N,ютырон,ця́рдом
425,Gabel::N,тэчы,ця́нгоня
426,Gabel::N,вилка,ця́нгоня
427,Löffel::N,пуньы,куцю
428,Messer::N,пурт,пеель
429,Nagel::N,кортӵог,эска
430,Netz::N,сеть,
431,Haken::N,курик,кя́чказ
432,Griff::N,ныд,недь
433,Griff::N,ныд,кунда́мка
434,Schloss::N,тунгон,замо́к
435,Bild::N,суред,карти́на
436,Figur::N,фигура,ронга-понда
437,Puppe::N,мунё,ня́ка
438,Beutel::N,пуйы,кяскав
439,Bündel::N,керттэт,кярьме
440,Tasche::N,пуйы,кошяльня
441,Tasche::N,сумка,кошяльня
442,Eimer::N,ведра,ве́дарка
443,Deckel::N,ӵоксэт,тавадкс
444,Deckel::N,ӵоксэт,вельхкс
445,Geschirr::N,тусьты-пуньы,кядьге
446,Sack::N,пуйы,кяскав
447,Tasse::N,ӵаша,ша́ваня
448,Topf::N,миска,кавозь
449,Kessel::N,пурты,сргавозь
450,Essen::N,сиськон,ярхцама
451,Nahrung::N,сион,ярхцампяль
452,Speise::N,сиён,ярхцама
453,Fleisch::N,сӥль,пал
454,Fleisch::N,сӥль,сиволь
455,Getreide::N,ю тысь,сёра
456,Brei::N,ӝук,ям
457,Brot::N,нянь,кши
458,Scheibe::N,шорем,кочам
459,Fett::N,кӧй,куя́
460,Butter::N,вӧй,вай
461,Öl::N,вӧй,вай
462,Salz::N,сылал,сал
463,Suppe::N,шыд,шонгарям
464,Suppe::N,шыд,коршампяль
465,Honig::N,чечы,медь
466,Milch::N,йӧл,лофца
467,Tee::N,чай,чай
468,Leder::N,сурон,кедь
469,Wolle::N,гон,пона
470,Wolle::N,ыжгон,пона
471,Stoff::N,куэм,котф
472,Nadel::N,вень,салмокс
473,Faden::N,сӥньыс,сюре
474,Knopf::N,бирды,пуня
475,Knoten::N,герд,сюлма
476,Farbe::N,буёл,архтомбяль
477,Kleidung::N,дӥсь,щам
478,Hemd::N,дэрем,па́нар
479,Kragen::N,сирес,сиве
480,Ärmel::N,саес,ожа
481,Hose::N,брюки,понкст
482,Hose::N,штань,понкст
483,Gürtel::N,кускерттон,каркс
484,Mütze::N,ызьы,вазь
485,Schuh::N,ботинка,башма́к
486,Stiefel::N,сапег,кя́ме
487,Ring::N,зундэс,суркс
488,Band::N,лента,керькс
489,Band::N,лента,лента
490,Kamm::N,сын,сюрьхцем
491,Spiegel::N,синучкон,ванома
492,Riemen::N,е,шнань каркс
493,Schnur::N,гозы,пикс
494,Schnur::N,гозы,карькскя
495,Leine::N,думет,вядьме
496,Decke::N,шобрет,вельхкс
497,Kissen::N,миндэр,тоду
498,Tuch::N,кышет,руця́
499,Handtuch::N,ӵушкон,на́рдама
500,Kraft::N,кать,вий
501,Kraft::N,ӟигар,вий
502,Stärke::N,юнлык,вииши
503,Gesundheit::N,тазалык,шумбраши́
504,Krankheit::N,висён,урма́
505,Krankheit::N,висён,сярядема
506,Schmerz::N,висён,маряма
507,Wunde::N,яра,керф
508,Fieber::N,кезег,маштыкс
509,Arznei::N,эмъюм,надо́бья
510,Arznei::N,эмъюм,пъчка́фтома
511,Brücke::N,выж,седь
512,Brunnen::N,колдэч,эши
513,Weide::N,возь,ванома васта
514,Pfad::N,сюрес,ян
515,Pfad::N,сюрес,киня́
516,Weg::N,сюрес,ки
517,Straße::N,сюрес,ки
518,Dorf::N,гурт,веле
519,Stadt::N,кар,ош
520,Stadt::N,город,ош
521,Brief::N,гожтэт,сёрма
522,Buch::N,книга,книга
523,Buchstabe::N,буква,бу́ква
524,Zeitung::N,газет,газе́та
525,Leben::N,улон,эряф
526,Leben::N,улон,эряма
527,Tod::N,кулон,кулома́
528,Grab::N,шайгу,калма
529,Kirche::N,черк,це́рькав
530,Sünde::N,сьӧлык,пежеть
531,Sünde::N,сьӧлык,муворкс
532,Gott::N,ӥнмар,шкай
533,Arbeiter::N,рабочий,трудендай
534,Arbeiter::N,рабочий,работник
535,Chef::N,начальник,азор
536,Chef::N,начальник,оцюня
537,Meister::N,кибашлы,мастяр
538,Arzt::N,врач,врач
539,Arzt::N,врач,доктор
540,Lehrer::N,дышетӥсь,учи́тель
541,Geld::N,уксё,ярмакт
542,Geld::N,коньдон,ярмакт
543,Geschäft::N,уж,ладяфкс
544,Geschäft::N,уж,ладяф тев
545,Laden::N,магазин,ла́вка
546,Preis::N,дун,питне
547,Ware::N,вуз,миф
548,Ware::N,вуз,ра́маф
549,Nutzen::N,пайда,пара
550,Nutzen::N,пайда,лезкс
551,Reichtum::N,узырлык,ко́зяши
552,Welt::N,дунне,свет
553,Land::N,шаер,мастор
554,Staat::N,кун,государства
555,König::N,эксэй,король
556,Macht::N,власть,азорондама
557,Macht::N,власть,азорксши
558,Grenze::N,кунгож,ёткаян
559,Krieg::N,ож,война́
560,Feind::N,тушмон,душман
561,Feind::N,тушмон,каршек тюри
562,Gewalt::N,эриктэман,наругама
563,Kampf::N,нюръяськон,тюрема́
564,Bogen[Waffe]::N,пукыӵ,нал
565,Pfeil::N,пукыӵ вень,нал
566,Gewehr::N,пыӵал,винто́вка
567,Fehler::N,янгыш,эльбядькс
568,Lüge::N,пӧян,васькафнема
569,Lüge::N,алдан,васькафнема
570,Lüge::N,ӧрекчан,васькафнема
571,Schaden::N,изъян,зия́н
572,Unglück::N,куректон,зия́н
573,Unglück::N,шудтэме усён,зия́н
574,Schuld::N,янгыш,муворши
575,Alter::N,арлыд,эряф кизот
576,Alter::N,арлыд,эряфонь пинге
577,Schluss::N,пум,пе
578,Zeit::N,дыр,пинге
579,Tag::N,нунал,ши
580,Morgen::N,ӵукна,шобдава
581,Mittag::N,лымшор,шикучка
582,Abend::N,ӝыт,иля́дь
583,Abend::N,акшан,иля́дь
584,Nacht::N,уй,ве
585,Woche::N,арня,недя́ля
586,Monat::N,толэзь,ков
587,Jahr::N,ар,киза
588,Frühling::N,тулыс,тунда́
589,Sommer::N,гужем,киза
590,Herbst::N,сӥзьыл,сёксе
591,Winter::N,тол,тяла
592,Januar::N,выльартолэзь,кельмеков
593,Februar::N,тулыспал,уфайков
594,März::N,южтолэзь,марайков
595,April::N,оштолэзь,шудиков
596,Mai::N,куартолэзь,панжиков
597,Juni::N,вожотолэзь,лямбеков
598,Juli::N,пӧсьтолэзь,псиков
599,August::N,гудырикошкон,сёроньков
600,September::N,куарусён,тюжягов
601,Oktober::N,выльӝуктолэзь,кельмазаков
602,November::N,шуркынмон,эйндамков
603,Dezember::N,толсур,кучкаков
604,Montag::N,вордӥськон,одговши
605,Dienstag::N,вторник,ша́вши
606,Mittwoch::N,вирнунал,вержи
607,Donnerstag::N,покчиарня,шува́ланя
608,Freitag::N,удмуртарня,пя́денця
609,Samstag::N,кӧснунал,ёткши
610,Sonntag::N,арня,таргоши
611,groß::A,бадӟым,оцю
612,klein::A,пичи,ёмла
613,lang::A,кузь,кува́ка
614,kurz::A,вакчи,нюрьхкя́ня
615,breit::A,паськыт,кели
616,schmal::A,сюлэг,тяйня
617,dicht::A,ӵем,сиде
618,dicht::A,ӵем,туста
619,dick[Gegenstand]::A,зӧк,эчке
620,dünn::A,векчи,шува́ня
621,fein::A,векчи,шува́ня
622,fest::A,юн,кеме
623,fest::A,чурыт,кеме
624,flach::A,ӵошкыт,лапш
625,glatt::A,гылыт,вадяв
626,glatt::A,гылыт,такор
627,glatt::A,вольыт,вадяв
628,glatt::A,вольыт,такор
629,hart::A,чурыт,калгода
630,weich::A,небыт,ляпе
631,rund::A,котырес,кру́глай
632,spitz::A,йылсо,ботаз
633,spitz::A,йылсо,оржа
634,scharf::A,лэчыт,оржа
635,stumpf::A,ныж,ношка
636,schwer::A,секыт,стака
637,schön::A,чебер,мазы
638,heiß::A,пӧсь,пси
639,warm::A,шуныт,лямбе
640,kalt::A,кезьыт,кельме
641,kühl::A,юзмыт,эше
642,kühl::A,салкым,эше
643,frisch::A,выль,свежай
644,feucht::A,мускыт,летьке
645,nass::A,котмем,начка
646,trocken::A,кӧс,коське
647,voll::A,тыр,пяшксе
648,leer::A,буш,шава
649,leer::A,тырттэм,шава
650,offen::A,усьтэм,панжада
651,offen::A,усьтэм,виде
652,geschlossen::A,ӵогам,пякстаф
653,geschlossen::A,ӵогам,сёлгф
654,geschlossen::A,пунням,пякстаф
655,geschlossen::A,пунням,сёлгф
656,sauber::A,ӝикыт,ару
657,sauber::A,чылкыт,ару
658,schmutzig::A,нӧд,рда́зу
659,schmutzig::A,нӧд,пя́ндра
660,roh::A,ыль,верок
661,reif::A,вуэм,ке́нерьф
662,lecker::A,ческыт,танцти
663,süß::A,ческыт,ламбама
664,bitter::A,курыт,сяпи
665,sauer::A,чырс,шапама
666,hell::A,югыт,валда
667,dunkel::A,пеймыт,шобда
668,schwarz::A,сьӧд,равжа
669,weiß::A,тӧдьы,акша
670,rot::A,горд,якстерь
671,gelb::A,ӵуж,тюжя́
672,blau::A,лыз,сенем
673,grün::A,вож,пиже
674,grün::A,вож,сянгяря
675,grau::A,пурысь,уле
676,bunt::A,куӵо,сёрмав
677,billig::A,дунтэм,у́цез
678,billig::A,дунтэм,аф пи́тни
679,teuer::A,дуно,пи́тни
680,wertvoll::A,дуно,питни
681,blind::A,сукыр,сокор
682,blind::A,синтэм,сокор
683,taub::A,пельтэм,пярав
684,kräftig::A,кужмо,пяк вии
685,stark::A,юн,вии
686,stark::A,кужмо,вии
687,schwach::A,ляб,лафча
688,schwach::A,начар,лафча
689,fett::A,кӧй,куя́
690,schlank::A,веськыт,виде ронга
691,schlank::A,веськрес,виде ронга
692,hübsch::A,чебер,мазы
693,hübsch::A,синмаськымон,мазы
694,böse::A,лек,кяжи
695,dumm::A,шузи,аф ёню
696,dumm::A,шузи,шава пря
697,dumm::A,визьтэм,аф ёню
698,dumm::A,визьтэм,шава пря
699,faul::A,азьтэм,нола
700,fleißig::A,сюлмо,ку́лхцонды
701,geizig::A,сук,кирьжя
702,geizig::A,сук,жаднай
703,klug::A,визьмо,ёню
704,klug::A,визьмо,пря́ви
705,geschickt::A,усто,маштозь тиф
706,geschickt::A,быгатӥсь,маштозь тиф
707,lieb::A,мусо,цебярь
708,lustig::A,шулдыр,ра́хси
709,sanft::A,мусо,сетьме
710,sanft::A,эрке,сетьме
711,hungrig::A,сютэм,вача
712,hungrig::A,сютэм,вачеда
713,krank::A,висись,сяряди
714,nackt::A,гольык,штада
715,nackt::A,гольык,кърхтапа
716,traurig::A,мӧзмыт,ла́жнай
717,lebendig::A,улэп,эряй
718,gut::A,ӟеч,пара
719,gut::A,ӟеч,цебярь
720,gut::A,умой,пара
721,gut::A,умой,цебярь
722,schlecht::A,урод,кальдяв
723,schlecht::A,алама,кальдяв
724,richtig::A,шонер,виде
725,schlimm::A,алама,кальдяв
726,wahr::A,зэмос,афкуксонь
727,alt::A,вуж,ташта
728,neu::A,выль,од
729,ehemalig::A,азьвылэз,и́нгольдень
730,alt[Lebewesen]::A,пересь,сире
731,jung::A,егит,од
732,jung::A,пинал,од
733,arm::A,начар,а́шу
734,arm::A,куанер,а́шу
735,reich::A,узыр,козя
736,bekannt::A,тодмо,содаф
737,berühmt::A,дано,содавикс
738,fremd::A,ят,лия
739,fremd::A,ят,аф содаф
740,verschieden::A,пӧртэм,аф фкя ла́цонь
741,nah::A,матысь,мала
742,nah::A,матысь,аф ичкоздень
743,fern::A,кыдёкысь,и́чкоздень
744,fern::A,кыдёкысь,куна́рдонь
745,linker::A,паллян,кержи
746,rechter::A,бур,види
747,rechter::A,бурпал,види
748,anderer::A,мукет,лия
749,erster::A,нырысетӥез,васенце
750,zweiter::A,кыктэтӥез,омбоце
751,dritter::A,кунньметӥез,колмоце
752,letzter::A,берло,ме́кольце
753,letzter::A,берпум,ме́кольце
754,allein::ADV,огназ,ськамонза
755,auf einmal::ADV,огдыре,вихцок
756,zusammen::ADV,ӵош,марс
757,zusammen::ADV,ӵош,ма́рса
758,zusammen::ADV,валче,марс
759,zusammen::ADV,валче,ма́рса
760,lange::ADV,кема,кува́тьс
761,plötzlich::ADV,мапламтэ шорысь,а́пак учт
762,sofort::ADV,али ик,тяникиге
763,später::ADV,бергес,ме́ле
764,später::ADV,берлогес,ме́ле
765,jetzt::ADV,али,тяни
766,jetzt::ADV,табере,тяни
767,heute::ADV,туннэ,тячи
768,morgen::ADV,ӵуказе,ва́нды
769,bald::ADV,ӝоген,курок
770,dann::ADV,берло,меле
771,dann::ADV,берло,сяда меле
772,gestern::ADV,толон,ися́к
773,einst::ADV,огпол,весть
774,einst::ADV,огпол,мзя́рда-бди
775,einst::ADV,одӥг пол,весть
776,einst::ADV,одӥг пол,мзя́рда-бди
777,damals::ADV,соку,эста
778,danach::ADV,собере,меле
779,vorher::ADV,азьло,инголи
780,vorher::ADV,азьвыл,инголи
781,zuerst::ADV,азьло,ва́сенда
782,einmal::ADV,огпол,весть
