,Concept_ID,hu,myv
829,wieder::ADV,ismét,таго
830,wieder::ADV,megint,таго
831,vergebens::ADV,hiába,стяко
832,vor::PRP,előtt,икеле
833,hinter::PRP,mögött,вельде
834,unter::PRP,alatt,ало
835,durch::PRP,át,пачк
836,durch::PRP,keresztül,пачк
837,neben::PRP,mellett,вакссо
838,zwischen::PRP,között,ютксо
839,wegen::PRP,miatt,кис
840,wegen::PRP,miatt,коряс
841,wegen::PRP,miatt,кувалт
842,wegen::PRP,végett,кис
843,wegen::PRP,végett,коряс
844,wegen::PRP,végett,кувалт
845,dies::PRN,ez,те
846,das::PRN,az,те
847,das::PRN,az,тона
848,alles::PRN,minden,весе
849,alles::PRN,minden,весемесь
850,ich::PRN,én,мон
851,du::PRN,te,тон
852,er::PRN,ő,сон
853,wir::PRN,mi,минь
854,ihr::PRN,ti,тынь
855,sie::PRN,ők,сынь
856,was::FPRN,mi,мезе
857,wer::FPRN,ki,ки
858,wo::FADV,hol,косо
859,wohin::FADV,hova,ков
860,wohin::FADV,hova,козо
861,wie::FADV,hogy,кода
862,wie::FADV,hogyan,кода
863,warum::FADV,miért,мекс
864,wieviel::FNUM,hány,зяро
865,wieviel::FNUM,mennyi,зяро
866,eins::NUM,egy,вейке
867,zwei::NUM,kettő,кавто
868,drei::NUM,három,колмо
869,vier::NUM,négy,ниле
870,fünf::NUM,öt,вете
871,sechs::NUM,hat,кото
872,sieben::NUM,hét,сисем
873,acht::NUM,nyolc,кавксо
874,neun::NUM,kilenc,вейксэ
875,zehn::NUM,tíz,кемень
876,elf::NUM,tizenegy,кевейкее
877,zwölf::NUM,tizenkettő,кемгавтово
878,zwanzig::NUM,húsz,комсь
879,dreißig::NUM,harminc,колоньгемень
880,vierzig::NUM,negyven,ниленьгемень
881,fünfzig::NUM,ötven,ведьгемень
882,sechzig::NUM,hatvan,кодгемень
883,siebzig::NUM,hetven,сизьгемень
884,achtzig::NUM,nyolcvan,кавксоньгемень
885,neunzig::NUM,kilencven,вейксэньгемень
886,hundert::NUM,száz,сядо
887,tausend::NUM,ezer,тыща
888,und::CNJ,és,ды
889,und::CNJ,meg,ды
890,oder::CNJ,vagy,или
891,stehen::V,áll,аштемс стядо
892,sitzen::V,ül,аштемс озадо
893,liegen::V,fekszik,мадезь аштемс
894,hängen::V,függ,нурьгемс
895,werden::V,lesz,арамс
896,passieren::V,történik,лисэмс
897,beginnen::V,kezdődik,ушодомс
898,enden::V,végződik,лоткамс
899,enden::V,befejeződik,лоткамс
900,wechseln::V,változik,полавтнемс
901,aufgehen[Sonne]::V,kel,лисемс
902,aufgehen[Sonne]::V,kel,стямс
903,untergehen[Sonne]::V,lemegy,валгомс
904,scheinen[Sonne]::V,süt,валдомтомс
905,donnern::V,dörög,цярномс
906,donnern::V,dörög,галдордомс
907,wehen::V,fúj,пувамс
908,strömen::V,áramlik,чудемс
909,fließen::V,folyik,чудемс
910,sich drehen::V,forog,велямс
911,schwanken::V,inog,лыкамс
912,schwanken::V,inog,якамс
913,schwanken::V,ingadozik,лыкамс
914,schwanken::V,ingadozik,якамс
915,schwingen::V,leng,нурсемс
916,schwingen::V,leng,лыкамс
917,fallen::V,esik,прамс
918,fallen::V,esik,сяворемс
919,brennen::V,ég,паломс
920,rauchen::V,füstöl,качадомс
921,regnen::V,esik,пиземс
922,gefrieren::V,megfagy,кельмемс
923,tauen::V,olvad,соламс
924,schmelzen::V,olvad,соламс
925,schmelzen::V,elolvad,соламс
926,trocknen::V,szárad,коськемс
927,sieden::V,forr,лакамс
928,sieden::V,forr,пиксемс
929,faulen::V,rothad,наксадомс
930,verfaulen::V,elrothad,наксадомс
931,verfaulen::V,megrothad,наксадомс
932,reißen::V,szakad,сезневемс
933,versinken::V,süllyed,ваямс
934,versinken::V,elsüllyed,ваямс
935,vergehen::V,múlik,ютамс
936,vergehen::V,elmúlik,ютамс
937,erscheinen::V,feltűnik,лисемс
938,erscheinen::V,megjelenik,лисемс
939,verschwinden::V,letűnik,ёмамс
940,sinken::V,süllyed,явамс
941,abnehmen::V,apad,киремемс
942,abnehmen::V,csökken,киремемс
943,zunehmen::V,növekszik,ламолгадомс
944,zunehmen::V,növekszik,раштамс
945,zunehmen::V,gyarapszik,ламолгадомс
946,zunehmen::V,gyarapszik,раштамс
947,steigen::V,emelkedik,куземс
948,steigen::V,emelkedik,кепсевемс
949,wachsen::V,nő,касомс
950,wachsen::V,terem,касомс
951,wachsen::V,növekszik,касомс
952,glänzen::V,ragyog,цитнемс
953,glänzen::V,fénylik,цитнемс
954,funkeln::V,csillog,пиндолдомс
955,funkeln::V,csillog,цивтёрдомс
956,funkeln::V,tündöklik,пиндолдомс
957,funkeln::V,tündöklik,цивтёрдомс
958,lärmen::V,lármázik,шалномс
959,läuten::V,cseng,гайгезевемс
960,klingeln::V,csenget,чавомс баягас
961,klirren::V,csörömpöl,калдордомс
962,klirren::V,csörömpöl,кальцяемс
963,brausen::V,zúg,лакамс
964,brausen::V,morajlik,лакамс
965,rauschen::V,zúg,лажномс
966,klingen::V,hangzik,гайгемс
967,bellen::V,ugat,онгомс
968,heulen::V,bőg,урномс
969,heulen::V,üvölt,урномс
970,blasen::V,fúj,пувамс
971,pfeifen::V,fütyül,вешкемс
972,schreien::V,kiált,пижнемс
973,schreien::V,kiabál,пижнемс
974,stöhnen::V,nyög,кувсемс
975,zittern::V,remeg,тарномс
976,zittern::V,reszket,тарномс
977,leben::V,él,эрямс
978,geboren werden::V,születik,чачомс
979,atmen::V,lélegzik,лексемс
980,trinken::V,iszik,симемс
981,essen::V,eszik,ярсамс
982,schlucken::V,nyel,нилемс
983,schlucken::V,nyel,порнемс
984,müde werden::V,elfárad,сиземс
985,müde werden::V,kifárad,сиземс
986,einschlafen::V,elalszik,матедевемс
987,schlafen::V,alszik,удомс
988,aufwachen::V,felébred,сыргоземс
989,aufstehen::V,felkel,стямс
990,sich erholen::V,pihen,оймсемс
991,krank werden::V,megbetegedik,сэредезевемс
992,krank werden::V,belebetegszik,сэредезевемс
993,krank sein::V,betegeskedik,сэредемс
994,schmerzen::V,fáj,сэредемс
995,husten::V,köhög,козомс
996,genesen::V,meggyógyul,пичкамс
997,sterben::V,hal,куломс
998,umkommen::V,elpusztul,чавовомс
999,umkommen::V,elpusztul,ёмамс
1000,sich bewegen::V,mozog,шаштомс
1001,sich rühren::V,mozdul,сыргамс
1002,sich erheben::V,feláll,куземс
1003,sich erheben::V,felemelkedik,куземс
1004,sich setzen::V,ül,озамс
1005,sich setzen::V,leül,озамс
1006,hinfallen::V,bukik,прамс
1007,hinfallen::V,bukik,сяворемс
1008,hinfallen::V,elesik,прамс
1009,hinfallen::V,elesik,сяворемс
1010,laufen::V,jár,якамс
1011,schreiten::V,lép,эскелямс
1012,schreiten::V,lép,молемс
1013,spazierengehen::V,sétál,якамс
1014,eilen::V,siet,эрзкалемс
1015,eilen::V,siet,капшамс
1016,sich beeilen::V,siet,капшамс
1017,sausen::V,robog,ливтямс
1018,rennen::V,fut,чийнемс
1019,rennen::V,fut,ардтнемс
1020,rennen::V,szalad,чийнемс
1021,rennen::V,szalad,ардтнемс
1022,springen::V,ugrik,кирнявтнемс
1023,klettern::V,kúszik,куземс
1024,schaukeln::V,hintázik,нурямс
1025,kriechen::V,kúszik,ёзмолдомс
1026,schwimmen::V,úszik,уемс
1027,tauchen::V,merül,чопавтомс
1028,tauchen::V,merül,чопавтнемс
1029,rudern::V,evez,миледемс
1030,fahren::V,jár,ардомс
1031,fahren::V,megy,ардомс
1032,fahren::V,utazik,ардомс
1033,fliegen::V,száll,ливтямс
1034,gehen::V,megy,туемс
1035,gehen::V,megy,молемс
1036,weggehen::V,elmegy,туемс
1037,abfahren::V,indul,туемс
1038,anhalten::V,megáll,лоткамс
1039,hineingehen::V,bemegy,совамс
1040,eintreten::V,belép,совамс
1041,eintreten::V,belép,эскельдямс
1042,kommen::V,jön,самс
1043,ankommen::V,érkezik,самс
1044,ankommen::V,érkezik,пачкодемс
1045,ankommen::V,megérkezik,самс
1046,ankommen::V,megérkezik,пачкодемс
1047,zurückkommen::V,visszajön,велявтомс
1048,bleiben::V,marad,кадовомс
1049,bleiben::V,megmarad,кадовомс
1050,warten::V,vár,учомс
1051,warten::V,várakozik,учомс
1052,erwarten::V,vár,учомс
1053,erwarten::V,megvár,учомс
1054,suchen::V,kutat,вешнемс
1055,finden::V,talál,муемс
1056,versuchen::V,megpróbál,варштамс
1057,versuchen::V,megkísérel,варштамс
1058,vorbereiten::V,előkészít,анокстамс
1059,lieben::V,szeret,вечкемс
1060,mögen::V,szeret,вечкемс
1061,lachen::V,nevet,пейдемс
1062,rühren::V,mozdít,токамс седейс
1063,weinen::V,sír,авардемс
1064,schimpfen::V,szid,сёвномс
1065,schimpfen::V,szitkozódik,сёвномс
1066,sich ärgern::V,mérgelődik,кежиявтнемс
1067,sich ärgern::V,bosszankodik,кежиявтнемс
1068,sich fürchten::V,fél,пелемс
1069,sich fürchten::V,retteg,пелемс
1070,fürchten::V,fél,пелемс
1071,fliehen::V,menekül,оргодемс
1072,flüchten::V,elmenekül,ворьгодемс
1073,flüchten::V,elmenekül,чадомс
1074,sehen::V,néz,неемс
1075,anschauen::V,megnéz,ваномс
1076,ansehen::V,néz,ваномс
1077,ansehen::V,ránéz,ваномс
1078,ansehen::V,megnéz,ваномс
1079,hören::V,hall,марямс
1080,zuhören::V,hallgat,кунсоломс
1081,zuhören::V,meghallgat,кунсоломс
1082,probieren::V,kóstol,варшамс
1083,probieren::V,megkóstol,варшамс
1084,riechen::V,szagol,никсемс
1085,fühlen::V,érez,марямс
1086,scheinen::V,tűnik,марявомс
1087,scheinen::V,látszik,марявомс
1088,zu sehen sein::V,mutatkozik,неявомс
1089,vernehmen::V,hall,марямс
1090,frieren::V,fázik,кельмемс
1091,tun::V,csinál,теемс
1092,tun::V,cselekszik,теемс
1093,können::V,tud,маштомс
1094,wollen::V,akar,бажамс
1095,anfangen::V,kezd,кармамс
1096,beenden::V,befejez,прядомс
1097,aufhören::V,megszűnik,лоткамс
1098,gelingen::V,sikerül,удаламс
1099,geraten::V,kerül,лисемс
1100,geraten::V,jut,лисемс
1101,öffnen::V,nyit,панжомс
1102,öffnen::V,kinyit,панжомс
1103,schließen::V,csuk,пекстамс
1104,schließen::V,csuk,сёлгомс
1105,schließen::V,csuk,конямс
1106,schließen::V,becsuk,пекстамс
1107,schließen::V,becsuk,сёлгомс
1108,schließen::V,becsuk,конямс
1109,stellen::V,állít,аравтомс
1110,stellen::V,helyez,аравтомс
1111,setzen::V,ültet,ойсевтемс
1112,setzen::V,ültet,озавтнемс
1113,setzen::V,helyez,ойсевтемс
1114,setzen::V,helyez,озавтнемс
1115,legen::V,tesz,путомс
1116,legen::V,fektet,путомс
1117,berühren::V,érint,токамс
1118,verbinden::V,beköt,содомс
1119,verbinden::V,összeköt,содомс
1120,bedecken::V,betakar,вельтямс
1121,bedecken::V,beborít,вельтямс
1122,aufhängen::V,felakaszt,понгавтомс
1123,anzünden::V,gyújt,кирвастемс
1124,anzünden::V,meggyújt,кирвастемс
1125,aufheben::V,felemel,кепедемс
1126,zurücklassen::V,hátrahagy,кадомс
1127,verlieren::V,veszít,ёмавтомс
1128,verlieren::V,elveszít,ёмавтомс
1129,fallen lassen::V,elejt,правтомс
1130,machen::V,tesz,теемс
1131,machen::V,csinál,теемс
1132,herstellen::V,gyárt,анокстамс
1133,herstellen::V,előállít,анокстамс
1134,bauen::V,épít,путомс
1135,reparieren::V,javít,витемс
1136,reparieren::V,kijavít,витемс
1137,reparieren::V,megjavít,витемс
1138,verbessern::V,megjavít,паролгавтомс
1139,verbessern::V,megjavít,вадрялгавтомс
1140,ändern::V,változtat,полавтомс
1141,ändern::V,megváltoztat,полавтомс
1142,graben::V,ás,чувомс
1143,graben::V,ás,таргамс
1144,beugen::V,meghajt,мендемс
1145,biegen::V,hajlít,комавтомс
1146,drehen::V,forgat,чаравтомс
1147,drehen::V,forgat,велявтнемс
1148,wenden::V,fordít,велявтомс
1149,wenden::V,megfordít,велявтомс
1150,umdrehen::V,megfordít,велявтомс
1151,umdrehen::V,megforgat,велявтомс
1152,heben::V,emel,кепедемс
1153,hochheben::V,felemel,кепедемс
1154,ergreifen::V,megfog,кундамс
1155,halten::V,tart,кирдемс
1156,drücken::V,nyom,нуемс
1157,drücken::V,megnyom,нуемс
1158,schieben::V,tol,шаштомс
1159,kratzen::V,vakar,ангордамс
1160,lecken::V,nyal,нолсемс
1161,beißen::V,harap,сускомс
1162,abreißen::V,letép,сеземс
1163,abschneiden::V,levág,печкемс
1164,binden::V,köt,кодамс
1165,binden::V,köt,сюлмамс
1166,binden::V,kötöz,кодамс
1167,binden::V,kötöz,сюлмамс
1168,stecken::V,dug,сялгомс
1169,brechen::V,tör,синдемс
1170,brechen::V,tör,калавтомс
1171,brechen::V,eltör,синдемс
1172,brechen::V,eltör,калавтомс
1173,klopfen::V,kopogtat,калтаямс
1174,hauen::V,vág,чавомс
1175,hauen::V,levág,чавомс
1176,kleben::V,tapaszt,педявтнемс
1177,reiben::V,dörzsöl,ёзамс
1178,reiben::V,súrol,ёзамс
1179,streichen::V,simít,вадемс
1180,schleifen::V,fen,човамс
1181,schleifen::V,csiszol,човамс
1182,schleifen::V,köszörül,човамс
1183,schneiden::V,vág,керямс
1184,schneiden::V,szel,керямс
1185,schneiden::V,metsz,керямс
1186,rütteln::V,ráz,чукамс
1187,rütteln::V,ráz,лыкавтомс
1188,schütteln::V,ráz,чукамс
1189,schütteln::V,megráz,чукамс
1190,schwenken::V,lóbál,яхолемс
1191,schwenken::V,lobogtat,яхолемс
1192,schütten::V,önt,каямс
1193,füllen::V,tölt,пештямс
1194,füllen::V,megtölt,пештямс
1195,einwickeln::V,becsavar,тапарямс
1196,tragen::V,hord,кандомс
1197,schleppen::V,vonszol,ускомс
1198,ziehen::V,húz,ускомс
1199,aufbewahren::V,megőriz,ванстомс
1200,werfen::V,dob,ёртомс
1201,werfen::V,hajít,ёртомс
1202,fangen::V,fog,кундамс
1203,packen::V,megragad,кундамс
1204,verstecken::V,eldug,кекшемс
1205,verstecken::V,elrejt,кекшемс
1206,teilen::V,oszt,явомс
1207,teilen::V,megoszt,явомс
1208,schicken::V,küld,кучомс
1209,bringen::V,hoz,кандомс
1210,bringen::V,visz,кандомс
1211,hinzufügen::V,hozzáad,путомс
1212,hinzufügen::V,hozzáad,максомс
1213,bekommen::V,kap,саемс
1214,bekommen::V,megkap,саемс
1215,erhalten::V,kap,саемс
1216,erhalten::V,megkap,саемс
1217,nehmen::V,vesz,саемс
1218,wählen::V,választ,кочкамс
1219,auswählen::V,kiválaszt,кочкамс
1220,bewahren::V,megtart,ванстомс
1221,behindern::V,akadályoz,кирдемс
1222,behindern::V,gátol,кирдемс
1223,verderben::V,elront,коламс
1224,beschädigen::V,rongál,теемс зыян
1225,zerbrechen::V,eltör,коламс
1226,zerbrechen::V,széttör,коламс
1227,zerbrechen::V,kettétör,коламс
1228,zerreißen::V,eltép,сеземс
1229,zerreißen::V,széttép,сеземс
1230,zerstören::V,elpusztít,калавтомс
1231,verbrennen::V,éget,пултамс
1232,verbrennen::V,eléget,пултамс
1233,geben::V,ad,максомс
1234,reichen::V,nyújt,максомс
1235,schenken::V,ajándékoz,каземс
1236,versprechen::V,ígér,алтамс
1237,wünschen::V,kíván,арсемс
1238,loben::V,dicsér,шнамс
1239,küssen::V,csókol,палсемс
1240,wiegen::V,ringat,нурсемс
1241,zudecken::V,betakar,тавадомс
1242,zudecken::V,betakar,вельтямс
1243,wecken::V,kelt,стявтомс
1244,wecken::V,ébreszt,стявтомс
1245,zeigen::V,mutat,невтемс
1246,führen::V,visz,ветямс
1247,führen::V,vezet,ветямс
1248,lehren::V,tanít,тонавтомс
1249,unterrichten::V,tanít,тонавтомс
1250,aufziehen::V,felnevel,трямс
1251,aufziehen::V,felnevel,кастомс
1252,leiten::V,vezet,ветямс
1253,leiten::V,vezet,азоркстамс
1254,leiten::V,vezérel,ветямс
1255,leiten::V,vezérel,азоркстамс
1256,antreiben::V,hajt,ветямс
1257,lassen::V,-tat,кармавтомс
1258,lassen::V,-at,кармавтомс
1259,einladen::V,meghív,тердемс
1260,vereinigen::V,egyesít,вейсэндямс
1261,vereinigen::V,egyesít,вейс путомс
1262,vereinigen::V,egyesít,вейс пурнамс
1263,besuchen::V,látogat,варштамс
1264,treffen::V,talál,вастомс
1265,sich versammeln::V,gyülekezik,промокшномс
1266,sich versammeln::V,összegyűlik,промокшномс
1267,spielen::V,játszik,налксемс
1268,singen::V,énekel,морамс
1269,tanzen::V,táncol,киштемс
1270,sich trennen::V,elválik,явомс
1271,verlassen::V,elhagy,кадомс
1272,retten::V,ment,идемс
1273,bewachen::V,őriz,ванстомс
1274,schützen::V,óv,аштемс
1275,schützen::V,véd,аштемс
1276,verteidigen::V,véd,ваномс
1277,sich schlagen::V,verekszik,тюремс
1278,schießen::V,lő,ледемс
1279,siegen::V,győz,изнямс
1280,ärgern::V,bosszant,кежейгавтомс
1281,schlagen::V,üt,токамс
1282,schlagen::V,ver,токамс
1283,treten::V,rúg,тапамс
1284,stechen::V,döf,пупамс
1285,stechen::V,szúr,пупамс
1286,stoßen::V,lök,тулкадемс
1287,stehlen::V,lop,саламс
1288,stören::V,zavar,пирямс ки
1289,belästigen::V,zaklat,а максомс
1290,belästigen::V,zaklat,а кадомс оймамо
1291,verbergen::V,rejt,сёпомс
1292,verbergen::V,rejt,кекшемс
1293,verbergen::V,elrejt,сёпомс
1294,verbergen::V,elrejt,кекшемс
1295,täuschen::V,megtéveszt,манямс
1296,betrügen::V,csal,манчемс
1297,töten::V,öl,чавномс
1298,töten::V,öl,маштнемс
1299,wohnen::V,lakik,эрямс
1300,arbeiten::V,dolgozik,важодемс
1301,sammeln::V,szed,пурнамс
1302,sammeln::V,gyűjt,пурнамс
1303,pflücken::V,szed,ноцковтнемс
1304,jagen::V,vadászik,кундамс
1305,fischen::V,halászik,калонь кундамс
1306,fassen::V,fog,кундамс
1307,hüten::V,őriz,ваномс
1308,hüten::V,legeltet,ваномс
1309,treiben::V,hajt,панемс
1310,anbinden::V,köt,сюлмамс
1311,füttern::V,etet,андомс
1312,melken::V,fej,потявтомс
1313,hacken::V,vág,лазномс
1314,gießen::V,öntöz,валомс
1315,reifen::V,érik,кенеремс
1316,zubereiten::V,elkészít,анокстамс
1317,kochen::V,főz,пидемс
1318,backen::V,süt,пидемс
1319,braten::V,süt,пуштамс
1320,umrühren::V,megkever,човорямс
1321,stricken::V,köt,кодамс
1322,nähen::V,varr,стамс
1323,färben::V,fest,артомс
1324,reinigen::V,tisztít,урядамс
1325,waschen::V,mos,муськемс
1326,abwischen::V,letöröl,нардамс
1327,spülen::V,mosogat,ёрвалдомс
1328,fegen::V,söpör,тенсемс
1329,kehren::V,söpör,тенсемс
1330,baden::V,fürdik,экшелямс
1331,sich waschen::V,mosdik,шлямс
1332,sich waschen::V,mosakszik,шлямс
1333,ausziehen::V,levesz,кайсевтемс
1334,anziehen::V,felölt,оршамс
1335,anziehen::V,felvesz,оршамс
1336,sich anziehen::V,öltözik,оршамс
1337,sich anziehen::V,felöltözik,оршамс
1338,kämmen::V,fésül,судрямс
1339,schmücken::V,díszít,мазылгавтомс
1340,schmücken::V,díszít,наряжамс
1341,sagen::V,mond,меремс
1342,sprechen::V,beszél,кортамс
1343,reden::V,beszél,кортамс
1344,sich unterhalten::V,beszélget,кортнемс
1345,fragen::V,kérdez,кевкстемс
1346,bitten::V,kér,вешемс
1347,erzählen::V,mesél,ёвтнемс
1348,erzählen::V,elbeszél,ёвтнемс
1349,mitteilen::V,közöl,ёвтамс
1350,nennen::V,hív,лемдемс
1351,nennen::V,hív,путомс лем
1352,nennen::V,nevez,лемдемс
1353,nennen::V,nevez,путомс лем
1354,rufen::V,hív,тердемс
1355,rufen::V,hív,серьгедемс
1356,prahlen::V,dicsekszik,шнамс пря
1357,übersetzen::V,fordít,ютавтомс
1358,denken::V,gondol,арсемс
1359,glauben::V,hisz,кемемс
1360,bemerken::V,észrevesz,неемс
1361,erkennen::V,ráismer,содамс
1362,erkennen::V,felismer,содамс
1363,begreifen::V,felfog,пачкодемс
1364,verstehen::V,ért,чарькодемс
1365,verstehen::V,megért,чарькодемс
1366,lernen::V,tanul,тонавтнемс
1367,lernen::V,megtanul,тонавтнемс
1368,wissen::V,tud,содамс
1369,sich erinnern an::V,emlékszik,ледстямс
1370,vergessen::V,felejt,стувтомс
1371,vergessen::V,elfelejt,стувтомс
1372,messen::V,mér,онкстнемс
1373,messen::V,megmér,онкстнемс
1374,zählen::V,számol,ловомс
1375,zählen::V,megszámol,ловомс
1376,rechnen::V,számít,ловомс
1377,lesen::V,olvas,ловномс
1378,malen::V,fest,рисовамс
1379,zeichnen::V,rajzol,рисовамс
1380,schreiben::V,ír,сёрмадомс
1381,besitzen::V,birtokol,улемс
1382,besitzen::V,birtokol,улемс азорокс
1383,kaufen::V,vesz,рамамс
1384,kaufen::V,megvesz,рамамс
1385,verkaufen::V,elad,миемс
1386,bezahlen::V,fizet,пандомс
1387,bezahlen::V,kifizet,пандомс
1388,zahlen::V,fizet,пандомс
1389,zahlen::V,megfizet,пандомс
1390,beherrschen::V,ural,азоркстамс
1391,ertragen::V,elbír,кирдемс
1392,ertragen::V,elvisel,кирдемс
