,Concept_ID,et,is
830,wo::FADV,kus,hvar
831,wohin::FADV,kuhu,hvert
832,wie::FADV,kuidas,hvernig
833,warum::FADV,miks,hvers vegna
834,wieviel::FNUM,mitu,hve mikill
835,wieviel::FNUM,kui palju,hve mikill
836,eins::NUM,üks,einn
837,zwei::NUM,kaks,tveir
838,drei::NUM,kolm,þrír
839,vier::NUM,neli,fjórir
840,fünf::NUM,viis,fimm
841,sechs::NUM,kuus,sex
842,sieben::NUM,seitse,sjö
843,acht::NUM,kaheksa,átta
844,neun::NUM,üheksa,níu
845,zehn::NUM,kümme,tíu
846,elf::NUM,üksteist,ellefu
847,zwölf::NUM,kaksteist,tólf
848,zwanzig::NUM,kakskümmend,tuttugu
849,dreißig::NUM,kolmkümmend,þrjátíu
850,vierzig::NUM,nelikümmend,fjörutíu
851,fünfzig::NUM,viiskümmend,fimmtíu
852,sechzig::NUM,kuuskümmend,sextíu
853,siebzig::NUM,seitsekümmend,sjötíu
854,achtzig::NUM,kaheksakümmend,áttatíu
855,neunzig::NUM,üheksakümmend,níutíu
856,hundert::NUM,sada,hundrað
857,tausend::NUM,tuhat,þúsund
858,und::CNJ,ja,og
859,oder::CNJ,või,eða
860,stehen::V,seisma,standa
861,sitzen::V,istuma,sitja
862,liegen::V,lamama,liggja
863,hängen::V,rippuma,hanga
864,werden::V,saama,verða
865,werden::V,hakkama,verða
866,passieren::V,juhtuma,gerast
867,beginnen::V,algama,byrja
868,beginnen::V,hakkama,byrja
869,enden::V,lõppema,enda
870,enden::V,lõppema,lykta
871,wechseln::V,vahelduma,skipta
872,aufgehen[Sonne]::V,tõusma,koma upp
873,untergehen[Sonne]::V,loojuma,ganga til viðar
874,scheinen[Sonne]::V,paistma,skína
875,donnern::V,kõmisema,þruma
876,wehen::V,puhuma,blása
877,strömen::V,voolama,streyma
878,fließen::V,voolama,fljóta
879,sich drehen::V,pöörduma,snúast
880,schwanken::V,kõikuma,riða
881,schwanken::V,kõikuma,rugga
882,schwingen::V,võnkuma,sveiflast
883,fallen::V,langema,falla
884,brennen::V,põlema,brenna
885,rauchen::V,suitsema,reykja
886,regnen::V,sadama,rigna
887,gefrieren::V,kinni külmuma,frjósa
888,tauen::V,sulama,þiðna
889,schmelzen::V,sulama,bráðna
890,trocknen::V,kuivama,þorna
891,sieden::V,keema,sjóða
892,faulen::V,mädanema,rotna
893,verfaulen::V,mädanema,rotna
894,reißen::V,rebenema,rifna
895,versinken::V,uppuma,sökkva
896,vergehen::V,mööduma,líða
897,erscheinen::V,ilmuma,birtast
898,verschwinden::V,kaduma,hverfa
899,sinken::V,vajuma,síga
900,sinken::V,langema,síga
901,abnehmen::V,vähenema,lækka
902,abnehmen::V,vähenema,minnka
903,abnehmen::V,kahenema,lækka
904,abnehmen::V,kahenema,minnka
905,zunehmen::V,kasvama,aukast
906,steigen::V,tõusma,stíga
907,steigen::V,üles minema,stíga
908,wachsen::V,kasvama,vaxa
909,glänzen::V,läikimä,glóa
910,glänzen::V,läikimä,glampa
911,funkeln::V,sädelema,leiftra
912,lärmen::V,lärmama,hafa hátt
913,läuten::V,helisema,hringja
914,klingeln::V,helisema,hringja
915,klirren::V,kõlisema,glamra
916,klirren::V,kõlisema,skrölta
917,brausen::V,kohisema,ólga
918,rauschen::V,kohisema,suða
919,klingen::V,kõlama,hljóma
920,bellen::V,haukuma,gelta
921,heulen::V,uluma,væla
922,heulen::V,uluma,ýlfra
923,blasen::V,puhuma,blása
924,pfeifen::V,vilistama,blístra
925,schreien::V,karjuma,æpa
926,stöhnen::V,oigama,stynja
927,zittern::V,värisema,titra
928,zittern::V,värisema,skjálfa
929,leben::V,elama,lifa
930,leben::V,elus olema,lifa
931,geboren werden::V,sündima,fæðast
932,atmen::V,hingama,anda
933,atmen::V,hingama,draga andann
934,trinken::V,jooma,drekka
935,essen::V,sööma,borða
936,schlucken::V,neelama,kingja
937,müde werden::V,väsima,þreytast
938,einschlafen::V,uinuma,sofna
939,schlafen::V,magama,sofa
940,aufwachen::V,ärkama,vakna
941,aufstehen::V,ärkama,fara á fætur
942,aufstehen::V,üles tõusma,fara á fætur
943,sich erholen::V,puhkama,hvíla sig
944,krank werden::V,haigestuma,veikjast
945,krank werden::V,haigestuma,verða veikur
946,krank werden::V,haigeks jääma,veikjast
947,krank werden::V,haigeks jääma,verða veikur
948,krank sein::V,haige olema,vera veikur
949,schmerzen::V,valutama,kenna til
950,husten::V,köhima,hósta
951,genesen::V,toibuma,batna
952,genesen::V,toibuma,frískast
953,sterben::V,surema,deyja
954,umkommen::V,surma saama,farast
955,sich bewegen::V,liikuma,bifast
956,sich rühren::V,liikuma,hreyfast
957,sich erheben::V,kerkima,standa upp
958,sich setzen::V,istet võtma,setjast
959,hinfallen::V,kukkuma,detta
960,hinfallen::V,maha kukkuma,detta
961,laufen::V,kõndima,labba
962,schreiten::V,astuma,ganga
963,spazierengehen::V,jalutama,ganga sér til skemmtunar
964,eilen::V,ruttama,fara hratt
965,eilen::V,kiirustama,fara hratt
966,sich beeilen::V,ruttama,flýta sér
967,sich beeilen::V,kiirustama,flýta sér
968,sausen::V,kihutama,þjóta
969,sausen::V,tormama,þjóta
970,rennen::V,jooksma,hlaupa
971,rennen::V,kihutama,hlaupa
972,springen::V,hüppama,stökkva
973,klettern::V,ronima,klifra
974,schaukeln::V,kiikuma,róla
975,schaukeln::V,kiikuma,rugga
976,kriechen::V,roomama,skríða
977,schwimmen::V,ujuma,synda
978,tauchen::V,sukelduma,kafa
979,rudern::V,sõudma,róa
980,fahren::V,sõitma,aka
981,fahren::V,sõitma,fara
982,fliegen::V,lendama,fljúga
983,gehen::V,käima,fara
984,gehen::V,käima,ganga
985,gehen::V,minema,fara
986,gehen::V,minema,ganga
987,weggehen::V,ära minema,fara burt
988,weggehen::V,ära minema,ganga burt
989,weggehen::V,välja minema,fara burt
990,weggehen::V,välja minema,ganga burt
991,abfahren::V,väljuma,aka burt
992,abfahren::V,ära sõitma,aka burt
993,anhalten::V,peatuma,stöðva
994,hineingehen::V,sisenema,ganga inn
995,hineingehen::V,sisse minema,ganga inn
996,eintreten::V,sisenema,koma inn
997,eintreten::V,sisenema,ganga inn
998,eintreten::V,sisse astuma,koma inn
999,eintreten::V,sisse astuma,ganga inn
1000,kommen::V,tulema,koma
1001,ankommen::V,saabuma,koma til
1002,zurückkommen::V,tagasi tulema,koma til baka
1003,bleiben::V,jääma,haldast
1004,bleiben::V,jääma,vera kyrr
1005,warten::V,ootama,bíða
1006,erwarten::V,ootama,búast við
1007,erwarten::V,ootama,eiga von á
1008,erwarten::V,lootma,búast við
1009,erwarten::V,lootma,eiga von á
1010,suchen::V,otsima,leita
1011,finden::V,leidma,finna
1012,versuchen::V,püüdma,reyna
1013,versuchen::V,üritama,reyna
1014,versuchen::V,katsetama,reyna
1015,vorbereiten::V,valmistama,undirbúa
1016,lieben::V,armastama,elska
1017,mögen::V,sallima,þykja gott
1018,mögen::V,sallima,falla í geð
1019,mögen::V,meeldima,þykja gott
1020,mögen::V,meeldima,falla í geð
1021,lachen::V,naerma,hlæja
1022,rühren::V,liigutama,snerta
1023,rühren::V,heldima panema,snerta
1024,weinen::V,nutma,gráta
1025,schimpfen::V,sõimama,skammast
1026,sich ärgern::V,ärrituma,sárna
1027,sich ärgern::V,ärrituma,gremjast
1028,sich ärgern::V,vihastuma,sárna
1029,sich ärgern::V,vihastuma,gremjast
1030,sich fürchten::V,kartma,óttast
1031,sich fürchten::V,hirmu tundma,óttast
1032,fürchten::V,kartma,óttast
1033,fliehen::V,põgenema,flýja
1034,flüchten::V,põgenema,strjúka
1035,sehen::V,nägema,sjá
1036,anschauen::V,vaatama,horfa á
1037,ansehen::V,vaatama,líta á
1038,hören::V,kuulma,heyra
1039,zuhören::V,kuulama,hlusta
1040,probieren::V,proovima,smakka
1041,riechen::V,nuusutama,þefa
1042,fühlen::V,tundma,finna til
1043,scheinen::V,näida,virðast
1044,scheinen::V,ilmuda,virðast
1045,zu sehen sein::V,ilmuma,vera að sjá
1046,vernehmen::V,üle kuulama,heyra
1047,vernehmen::V,üle kuulama,greina
1048,frieren::V,külmetada,frjósa
1049,tun::V,tegema,gera
1050,können::V,võima,geta
1051,können::V,oskama,geta
1052,wollen::V,tahtma,ætla
1053,wollen::V,tahtma,vilja
1054,anfangen::V,hakkama,hefja
1055,anfangen::V,alustama,hefja
1056,beenden::V,lõpetama,enda
1057,beenden::V,lõpetama,ljúka
1058,aufhören::V,lakkama,lykta
1059,gelingen::V,õnnestuma,heppnast
1060,geraten::V,jõudma,lukkast
1061,öffnen::V,avama,opna
1062,schließen::V,sulgema,loka
1063,stellen::V,panema,láta
1064,stellen::V,panema,setja
1065,stellen::V,asetama,láta
1066,stellen::V,asetama,setja
1067,setzen::V,panema,láta
1068,setzen::V,panema,setja
1069,legen::V,panema,láta
1070,legen::V,panema,leggja
1071,legen::V,asetama,láta
1072,legen::V,asetama,leggja
1073,berühren::V,riivama,koma við
1074,berühren::V,puudutama,koma við
1075,verbinden::V,ühendama,sameina
1076,bedecken::V,katma,hylja
1077,aufhängen::V,riputama,hengja
1078,aufhängen::V,riputama,hengja upp
1079,anzünden::V,süütama,kveikja í
1080,aufheben::V,üles tõstma,taka upp
1081,aufheben::V,üles tõstma,lyfta upp
1082,zurücklassen::V,jätma,skilja eftir
1083,verlieren::V,kaotama,týna
1084,verlieren::V,kaotama,glata
1085,fallen lassen::V,maha pillama,missa
1086,fallen lassen::V,kukkuda laskma,missa
1087,machen::V,tegema,búa til
1088,herstellen::V,valmistama,framleiða
1089,bauen::V,ehitama,smíða
1090,bauen::V,ehitama,byggja
1091,reparieren::V,parandama,gera við
1092,verbessern::V,parandama,bæta
1093,ändern::V,muutma,breyta
1094,ändern::V,ümber tegema,breyta
1095,graben::V,kaevama,grafa
1096,beugen::V,painutama,beygja
1097,biegen::V,painutama,sveigja
1098,drehen::V,keerama,snúa
1099,wenden::V,ümber pöörama,snúa
1100,wenden::V,ümber pöörama,venda
1101,umdrehen::V,ümber keerama,venda
1102,umdrehen::V,ümber keerama,snúa við
1103,heben::V,tõstma,hefja
1104,hochheben::V,üles tõstma,lyfta upp
1105,hochheben::V,kõrgele tõstma,lyfta upp
1106,ergreifen::V,haarama,grípa
1107,halten::V,hoidma,rúma
1108,halten::V,hoidma,halda
1109,drücken::V,pigistama,þjá
1110,drücken::V,pigistama,þrýsta
1111,schieben::V,lükkama,ýta
1112,kratzen::V,kraapima,klóra
1113,lecken::V,lakkuma,sleikja
1114,beißen::V,purema,bíta
1115,beißen::V,hammustama,bíta
1116,abreißen::V,rebima,rífa af
1117,abreißen::V,rebima,rífa frá
1118,abreißen::V,ära rebima,rífa af
1119,abreißen::V,ära rebima,rífa frá
1120,abschneiden::V,ära lõikama,skera af
1121,abschneiden::V,ära lõikama,klippa af
1122,binden::V,siduma,binda
1123,stecken::V,pistma,stinga
1124,brechen::V,murdma,brjóta
1125,klopfen::V,koputama,berja
1126,klopfen::V,koputama,klappa
1127,hauen::V,lööma,berja
1128,hauen::V,lööma,höggva
1129,kleben::V,kleepima,líma
1130,reiben::V,hõõruma,núa
1131,streichen::V,silitama,smyrja
1132,schleifen::V,lihvima,slípa
1133,schleifen::V,teritama,slípa
1134,schneiden::V,lõikama,skera
1135,schneiden::V,lõikama,klippa
1136,rütteln::V,raputama,skaka
1137,schütteln::V,raputama,hrista
1138,schütteln::V,loksutama,hrista
1139,schwenken::V,vehkima,sveifla
1140,schwenken::V,lehvitama,sveifla
1141,schütten::V,kallama,hella
1142,füllen::V,täitma,fylla
1143,einwickeln::V,sisse mähkima,vefja inn í
1144,tragen::V,kandma,bera
1145,schleppen::V,tassima,draga
1146,schleppen::V,lohistama,draga
1147,ziehen::V,vedama,toga
1148,ziehen::V,vedama,draga
1149,ziehen::V,tõmbama,toga
1150,ziehen::V,tõmbama,draga
1151,aufbewahren::V,säilitama,geyma
1152,aufbewahren::V,alal hoidma,geyma
1153,werfen::V,viskama,kasta
1154,fangen::V,püüdma,grípa
1155,packen::V,kinni haarama,þrífa í
1156,packen::V,kinni võtma,þrífa í
1157,verstecken::V,peitma,fela
1158,teilen::V,jagama,deila
1159,teilen::V,jaotama,deila
1160,schicken::V,saatma,senda
1161,bringen::V,viima,færa
1162,bringen::V,viima,flytja
1163,hinzufügen::V,lisama,bæta við
1164,bekommen::V,saama,hljóta
1165,bekommen::V,saama,ná
1166,erhalten::V,saama,fá
1167,nehmen::V,võtma,taka
1168,wählen::V,valima,velja
1169,auswählen::V,valima,velja úr
1170,bewahren::V,hoidma,gæta
1171,bewahren::V,hoidma,vernda
1172,behindern::V,takistama,varna
1173,verderben::V,rikkuma,spilla
1174,beschädigen::V,rikkuma,skemma
1175,zerbrechen::V,katki tegema,brjóta
1176,zerreißen::V,katki rebima,rífa
1177,zerreißen::V,katki rebima,rífa sundur
1178,zerstören::V,purustama,rífa niður
1179,verbrennen::V,põletama,brenna
1180,geben::V,andma,gefa
1181,reichen::V,andma,rétta
1182,reichen::V,ulatama,rétta
1183,schenken::V,kinkima,gefa
1184,versprechen::V,lubama,lofa
1185,versprechen::V,lubama,heita
1186,versprechen::V,tõotama,lofa
1187,versprechen::V,tõotama,heita
1188,wünschen::V,soovima,óska
1189,loben::V,kiitma,lofa
1190,loben::V,kiitma,hrósa
1191,küssen::V,suudlema,kyssa
1192,wiegen::V,hällitama,rugga
1193,zudecken::V,kaanetama,þekja
1194,zudecken::V,kaanetama,breiða yfir
1195,zudecken::V,kinni katma,þekja
1196,zudecken::V,kinni katma,breiða yfir
1197,wecken::V,äratama,vekja
1198,zeigen::V,näitama,sýna
1199,führen::V,juhatama,leiða
1200,lehren::V,õpetama,kenna
1201,unterrichten::V,õpetama,fræða
1202,aufziehen::V,üles kasvatama,ala upp
1203,leiten::V,juhtima,stjórna
1204,antreiben::V,ergutama,hvetja
1205,lassen::V,laskma,láta
1206,einladen::V,kutsuma,bjóða heim
1207,vereinigen::V,ühendama,sameina
1208,besuchen::V,külastama,heimsækja
1209,treffen::V,kohtama,hitta
1210,sich versammeln::V,kogunema,safnast saman
1211,spielen::V,mängima,leika sér
1212,singen::V,laulma,syngja
1213,tanzen::V,tantsima,dansa
1214,sich trennen::V,lahku minema,skiljast
1215,verlassen::V,maha jätma,yfirgefa
1216,retten::V,päästma,bjarga
1217,bewachen::V,valvama,gæta
1218,bewachen::V,valvama,hafa vörð á
1219,schützen::V,kaitsma,vernda
1220,verteidigen::V,kaitsma,verja
1221,sich schlagen::V,kaklema,slást
1222,sich schlagen::V,kaklema,berjast
1223,schießen::V,tulistama,skjóta
1224,siegen::V,võitma,sigra
1225,ärgern::V,ärritama,ergja
1226,ärgern::V,ärritama,skaprauna
1227,ärgern::V,vihastama,ergja
1228,ärgern::V,vihastama,skaprauna
1229,schlagen::V,lööma,slá
1230,schlagen::V,lööma,lemja
1231,treten::V,sõtkuma,sparka
1232,stechen::V,pistma,stinga
1233,stechen::V,torkama,stinga
1234,stoßen::V,tõukama,hrinda
1235,stehlen::V,varastama,stela
1236,stören::V,segama,trufla
1237,stören::V,häirima,trufla
1238,belästigen::V,ahistama,ónáða
1239,verbergen::V,peitma,leyna
1240,verbergen::V,varjama,leyna
1241,täuschen::V,petma,gabba
1242,täuschen::V,petma,blekkja
1243,täuschen::V,tüssama,gabba
1244,täuschen::V,tüssama,blekkja
1245,betrügen::V,petma,svíkja
1246,betrügen::V,petma,blekkja
1247,betrügen::V,tüssama,svíkja
1248,betrügen::V,tüssama,blekkja
1249,betrügen::V,truudust murtma,svíkja
1250,betrügen::V,truudust murtma,blekkja
1251,töten::V,tapma,drepa
1252,töten::V,surmama,drepa
1253,wohnen::V,elama,búa
1254,arbeiten::V,töötama,vinna
1255,sammeln::V,koguma,safna
1256,sammeln::V,korjama,safna
1257,pflücken::V,noppima,tína
1258,pflücken::V,noppima,reyta
1259,jagen::V,jahtima,veiða
1260,fischen::V,kalastama,fiska
1261,fischen::V,kala püüdma,fiska
1262,fassen::V,püüdma,veiða
1263,hüten::V,karjatama,gæta
1264,hüten::V,karjatama,vakta
1265,treiben::V,ajama,reka
1266,anbinden::V,kinni siduma,binda við
1267,anbinden::V,kinni siduma,binda fast
1268,füttern::V,söötma,fóðra
1269,melken::V,lüpsma,mjólka
1270,hacken::V,raiuma,höggva
1271,hacken::V,lõhkuma,höggva
1272,gießen::V,kastma,hella
1273,reifen::V,valmima,þroskast
1274,zubereiten::V,valmistama,elda
1275,zubereiten::V,valmistama,tilbúa
1276,kochen::V,keetma,sjóða
1277,backen::V,küpsetama,baka
1278,braten::V,praadima,steikja
1279,umrühren::V,segama,hræra í
1280,stricken::V,kuduma,prjóna
1281,nähen::V,õmblema,sauma
1282,färben::V,värvima,lita
1283,reinigen::V,puhastama,hreinsa
1284,waschen::V,pesema,þvo
1285,abwischen::V,puhtaks pühkima,þerra
1286,spülen::V,uhtma,skola
1287,spülen::V,uhtma,þvo upp
1288,fegen::V,pühkima,sópa
1289,fegen::V,pühkima,hreinsa
1290,kehren::V,pühkima,sópa
1291,baden::V,suplema,baða sig
1292,baden::V,kümblema,baða sig
1293,sich waschen::V,end pesema,þvo sér
1294,ausziehen::V,käest võtma,fara úr
1295,ausziehen::V,jalast võtma,fara úr
1296,ausziehen::V,seljast võtma,fara úr
1297,anziehen::V,jalga panema,fara í
1298,sich anziehen::V,riietuma,klæðast
1299,kämmen::V,kammima,greiða
1300,schmücken::V,kaunistama,prýða
1301,schmücken::V,kaunistama,skreyta
1302,sagen::V,ütlema,segja
1303,sprechen::V,rääkima,tala
1304,sprechen::V,kõnelema,tala
1305,reden::V,kõnelema,ræða
1306,sich unterhalten::V,vestlema,spjalla
1307,sich unterhalten::V,vestlema,ræðast við
1308,fragen::V,küsima,spyrja
1309,bitten::V,paluma,biðja
1310,erzählen::V,jutustama,segja frá
1311,mitteilen::V,teatama,tilkynna
1312,mitteilen::V,teada andma,tilkynna
1313,nennen::V,nimetama,nefna
1314,rufen::V,kutsuma,kalla
1315,prahlen::V,hooplema,gorta
1316,übersetzen::V,tõlkima,þýða
1317,denken::V,mõtlema,hugsa
1318,glauben::V,uskuma,trúa
1319,bemerken::V,märkama,taka eftir
1320,erkennen::V,ära tundma,þekkja
1321,begreifen::V,aru saama,skilja
1322,verstehen::V,mõistma,skilja
1323,lernen::V,õppima,læra
1324,wissen::V,teadma,vita
1325,sich erinnern an::V,mäletama,minnast
1326,vergessen::V,unustama,gleyma
1327,messen::V,mõõtma,mæla
1328,zählen::V,loendama,telja
1329,rechnen::V,arvutama,reikna
1330,lesen::V,lugema,lesa
1331,malen::V,maalima,mála
1332,zeichnen::V,joonistama,teikna
1333,schreiben::V,kirjutama,skrifa
1334,besitzen::V,omama,hafa
1335,kaufen::V,ostma,kaupa
1336,verkaufen::V,müüma,selja
1337,bezahlen::V,tasuma,borga
1338,zahlen::V,maksma,borga
1339,beherrschen::V,valitsema,hafa á valdi sínu
1340,ertragen::V,taluma,þola
