,Concept_ID,be,la
826,glänzen::V,блішчаць,splendere
827,funkeln::V,бліскаць,micare
828,lärmen::V,шумець,strepere
829,läuten::V,званіць,sonare
830,klingeln::V,званіць,tinnire
831,klirren::V,бразгаць,crepare
832,brausen::V,бушаваць,saevire
833,rauschen::V,шастаць,crepare
834,klingen::V,гучаць,sonare
835,bellen::V,брахаць,latrare
836,heulen::V,выць,ululare
837,blasen::V,дзьмухнуць,flare
838,pfeifen::V,свістаць,sibilare
839,schreien::V,крычаць,clamare
840,stöhnen::V,стагнаць,gemere
841,zittern::V,дрыжаць,tremere
842,zittern::V,дрыжаць,trepidare
843,leben::V,жыць,vivere
844,geboren werden::V,нарадзіцца,nasci
845,atmen::V,дыхаць,spirare
846,trinken::V,піць,bibere
847,essen::V,есці,edere
848,schlucken::V,глытаць,devorare
849,müde werden::V,стаміцца,fatigari
850,einschlafen::V,заснуць,obdormiscere
851,schlafen::V,спаць,dormire
852,aufwachen::V,рассыпацца,expergisci
853,aufstehen::V,устаць,exsurgere
854,sich erholen::V,адпачываць,se reficere
855,krank werden::V,захварэць,aegrescere
856,krank sein::V,хварэць,aegrotare
857,schmerzen::V,балець,dolere
858,husten::V,кашляць,tussire
859,genesen::V,паправіцца,convalescere
860,genesen::V,паздаравець,convalescere
861,sterben::V,памерці,mori
862,umkommen::V,загінуць,perire
863,sich bewegen::V,рухацца,se movere
864,sich rühren::V,варушыцца,micare
865,sich erheben::V,устаць,surgere
866,sich setzen::V,сесці,considere
867,hinfallen::V,упасці,cadere
868,laufen::V,хадзіць,vadere
869,schreiten::V,шагаць,gradi
870,schreiten::V,крочыць,gradi
871,spazierengehen::V,гуляць,ambulare
872,eilen::V,спяшацца,properare
873,sich beeilen::V,спяшацца,festinare
874,sausen::V,імчацца,currere
875,rennen::V,бегаць,currere
876,springen::V,скакаць,salire
877,klettern::V,лазіць,niti
878,schaukeln::V,гайдацца,oscillare
879,kriechen::V,поўзаць,repere
880,kriechen::V,поўзаць,serpere
881,schwimmen::V,плаваць,nare
882,schwimmen::V,плаваць,natare
883,tauchen::V,ныраць,mergere
884,rudern::V,веславаць,remigare
885,fahren::V,ехаць,vehi
886,fliegen::V,лятаць,volare
887,gehen::V,ісці,ire
888,gehen::V,ісці,vadere
889,weggehen::V,пайсці,abire
890,weggehen::V,пайсці,discedere
891,abfahren::V,адʼяжджаць,proficisci
892,anhalten::V,спыніцца,consistere
893,anhalten::V,затрымацца,consistere
894,hineingehen::V,уваходзіць,inire
895,hineingehen::V,уваходзіць,ingredi
896,eintreten::V,увайсці,intrare
897,kommen::V,прыйсці,venire
898,ankommen::V,прыбыць,advenire
899,zurückkommen::V,вярнуцца,revenire
900,bleiben::V,застацца,manere
901,warten::V,чакаць,opperiri
902,erwarten::V,чакаць,opperiri
903,erwarten::V,чакаць,expectare
904,suchen::V,шукаць,quaerere
905,finden::V,знайсці,reperire
906,versuchen::V,прабаваць,conari
907,versuchen::V,прабаваць,temptare
908,vorbereiten::V,падрыхтаваць,parare
909,lieben::V,кахаць,amare
910,mögen::V,любіць,amare
911,lachen::V,смяяцца,ridere
912,rühren::V,расчуліць,commovere
913,weinen::V,плакаць,flere
914,schimpfen::V,лаяцца,increpare
915,sich ärgern::V,сердаваць,indignari
916,sich fürchten::V,баяцца,vereri
917,fürchten::V,баяцца,timere
918,fliehen::V,уцякаць,fugere
919,flüchten::V,уцячы,effugere
920,sehen::V,бачыць,videre
921,anschauen::V,паглядзець,aspectare
922,ansehen::V,глядзець,spectare
923,hören::V,чуць,audire
924,zuhören::V,слухаць,auscultare
925,probieren::V,каштаваць,gustare
926,riechen::V,нюхаць,olfacere
927,fühlen::V,адчуваць,sentire
928,scheinen::V,здавацца,videri
929,zu sehen sein::V,віднецца,conspici
930,vernehmen::V,пачуць,comperire
931,frieren::V,мёрзнуць,algere
932,tun::V,рабіць,facere
933,können::V,умець,posse
934,wollen::V,хацець,velle
935,anfangen::V,пачаць,incipere
936,beenden::V,закончыць,finire
937,aufhören::V,перастаць,desistere
938,gelingen::V,удацца,contingere
939,geraten::V,аказацца,evenire
940,öffnen::V,адчыніць,aperire
941,schließen::V,зачыніць,claudere
942,stellen::V,паставіць,sistere
943,setzen::V,пасадзіць,ponere
944,legen::V,класці,ponere
945,berühren::V,чапаць,tangere
946,verbinden::V,звязаць,iungere
947,bedecken::V,накрыць,tegere
948,bedecken::V,накрыць,operire
949,aufhängen::V,павесіць,suspendere
950,anzünden::V,запаліць,accendere
951,anzünden::V,запаліць,inflammare
952,aufheben::V,падняць,tollere
953,zurücklassen::V,пакінуць,relinquere
954,verlieren::V,згубіць,perdere
955,verlieren::V,згубіць,amittere
956,fallen lassen::V,упусціць,dimittere
957,machen::V,зрабіць,facere
958,herstellen::V,вырабіць,fabricare
959,bauen::V,будаваць,construere
960,reparieren::V,правіць,reparare
961,verbessern::V,палепшыць,emendare
962,ändern::V,змяніць,mutare
963,graben::V,капаць,fodere
964,beugen::V,сагнуць,flectere
965,biegen::V,пагнуць,curvare
966,drehen::V,вярцець,torquere
967,wenden::V,павярнуць,vertere
968,umdrehen::V,перавярнуць,convertere
969,heben::V,падымаць,tollere
970,hochheben::V,падняць,levare
971,ergreifen::V,схапіць,capessere
972,ergreifen::V,схваціць,capessere
973,halten::V,трымаць,tenere
974,drücken::V,націскаць,premere
975,schieben::V,пхаць,promovere
976,schieben::V,штурхаць,promovere
977,kratzen::V,скрэбці,radere
978,lecken::V,лізаць,lambere
979,beißen::V,кусаць,mordere
980,abreißen::V,адарваць,avellere
981,abschneiden::V,адрэзаць,desecare
982,binden::V,вязаць,ligare
983,stecken::V,уваткнуць,inserere
984,brechen::V,зламаць,rumpere
985,klopfen::V,стукаць,pultare
986,hauen::V,біць,ferire
987,kleben::V,клеіць,agglutinare
988,reiben::V,церці,terere
989,streichen::V,намазаць,oblinere
990,schleifen::V,тачыць,acuere
991,schneiden::V,рэзаць,secare
992,rütteln::V,хістаць,quassare
993,schütteln::V,трэсці,quatere
994,schwenken::V,махаць,ventilare
995,schütten::V,наліць,fundere
996,füllen::V,напоўніць,complere
997,einwickeln::V,загарнуць,involvere
998,tragen::V,несці,ferre
999,tragen::V,несці,portare
1000,schleppen::V,цягнуць,pertrahere
1001,ziehen::V,цягнуць,trahere
1002,aufbewahren::V,захоўваць,asservare
1003,werfen::V,кідаць,iacere
1004,fangen::V,лавіць,capere
1005,packen::V,схапіць,capessere
1006,packen::V,схваціць,capessere
1007,verstecken::V,схаваць,abdere
1008,teilen::V,раздзяліць,partiri
1009,teilen::V,раздзяліць,dividere
1010,schicken::V,пасылаць,mittere
1011,bringen::V,прынесці,apportare
1012,hinzufügen::V,дабавіць,addere
1013,bekommen::V,дастаць,adipisci
1014,erhalten::V,атрымаць,accipere
1015,nehmen::V,ўзяць,sumere
1016,wählen::V,выбраць,eligere
1017,auswählen::V,адабраць,deligere
1018,bewahren::V,захаваць,conservare
1019,behindern::V,перашкаджаць,impedire
1020,verderben::V,сапсаваць,corrumpere
1021,beschädigen::V,пашкодзіць,laedere
1022,zerbrechen::V,разбіць,rumpere
1023,zerbrechen::V,разбіць,frangere
1024,zerreißen::V,разадраць,discindere
1025,zerstören::V,разбурыць,delere
1026,verbrennen::V,спаліць,urere
1027,verbrennen::V,спаліць,cremare
1028,geben::V,даць,dare
1029,reichen::V,перадаць,praebere
1030,schenken::V,дарыць,donare
1031,schenken::V,дарыць,largiri
1032,versprechen::V,абяцаць,polliceri
1033,versprechen::V,абяцаць,promittere
1034,wünschen::V,жадаць,
1035,loben::V,хваліць,laudare
1036,küssen::V,цалаваць,osculari
1037,wiegen::V,гушкаць,
1038,wiegen::V,калыхаць,
1039,zudecken::V,накрыць,tegere
1040,wecken::V,пабудзіць,excitare
1041,zeigen::V,паказаць,monstrare
1042,führen::V,весці,ducere
1043,lehren::V,вучыць,docere
1044,unterrichten::V,выкладаць,instituere
1045,aufziehen::V,выхаваць,nutrire
1046,leiten::V,кіраваць,ducere
1047,antreiben::V,падганяць,incitare
1048,lassen::V,прымусіць,iubere
1049,einladen::V,запрасіць,invitare
1050,vereinigen::V,абʼяднаць,coniungere
1051,besuchen::V,наведаць,visere
1052,treffen::V,сустрэць,convenire
1053,sich versammeln::V,сабрацца,convenire
1054,spielen::V,гуляць,ludere
1055,singen::V,пець,cantare
1056,singen::V,спяваць,cantare
1057,tanzen::V,танцаваць,saltare
1058,sich trennen::V,расстацца,digredi
1059,sich trennen::V,расстацца,discedere
1060,verlassen::V,пакінуць,deserere
1061,verlassen::V,пакінуць,relinquere
1062,retten::V,выратаваць,servare
1063,bewachen::V,ахоўваць,custodire
1064,schützen::V,уберагаць,tueri
1065,schützen::V,уберагаць,tutari
1066,verteidigen::V,абараніць,defendere
1067,sich schlagen::V,біцца,luctari
1068,sich schlagen::V,драцца,luctari
1069,schießen::V,страляць,iaculari
1070,siegen::V,перамагчы,vincere
1071,ärgern::V,злаваць,irritare
1072,schlagen::V,ударыць,ferire
1073,treten::V,штурхаць,calcare
1074,stechen::V,укалоць,pungere
1075,stoßen::V,папхнуць,tundere
1076,stehlen::V,украсці,furari
1077,stören::V,перашкодзіць,turbare
1078,belästigen::V,дакучаць,obtundere
1079,verbergen::V,скрыць,celare
1080,verbergen::V,скрыць,occultare
1081,verbergen::V,схаваць,celare
1082,verbergen::V,схаваць,occultare
1083,täuschen::V,падмануць,fallere
1084,betrügen::V,змахляваць,fraudare
1085,töten::V,забіць,necare
1086,töten::V,забіць,caedere
1087,wohnen::V,жыць,habitare
1088,arbeiten::V,працаваць,laborare
1089,sammeln::V,сабраць,colligere
1090,pflücken::V,зрываць,carpere
1091,jagen::V,паляваць,venari
1092,fischen::V,рыбачыць,piscari
1093,fassen::V,злавіць,capere
1094,hüten::V,пасвіць,custodire
1095,treiben::V,гнаць,agere
1096,anbinden::V,прывязаць,alligare
1097,füttern::V,карміць,nutrire
1098,melken::V,даіць,mulgere
1099,hacken::V,сячы,findere
1100,gießen::V,паліць,rigare
1101,reifen::V,паспець,maturescere
1102,zubereiten::V,зварыць,apparare
1103,zubereiten::V,згатаваць,apparare
1104,kochen::V,варыць,coquere
1105,backen::V,пячы,coquere
1106,braten::V,смажыць,torrere
1107,umrühren::V,перамяшаць,commovere
1108,stricken::V,вязаць,texere
1109,nähen::V,шыць,suere
1110,färben::V,пафарбаваць,tingere
1111,reinigen::V,ачысціць,purgare
1112,waschen::V,мыць,lavare
1113,abwischen::V,выцерці,abstergere
1114,spülen::V,паласкаць,perluere
1115,fegen::V,падмятаць,verrere
1116,kehren::V,месці,purgare
1117,baden::V,купацца,lavari
1118,sich waschen::V,мыцца,lavari
1119,ausziehen::V,зняць,exuere
1120,anziehen::V,надзець,induere
1121,sich anziehen::V,адзецца,vestiri
1122,kämmen::V,прычасаць,pectere
1123,schmücken::V,аздобіць,ornare
1124,schmücken::V,аздобіць,decorare
1125,sagen::V,сказаць,dicere
1126,sprechen::V,гаварыць,fari
1127,reden::V,размаўляць,loqui
1128,sich unterhalten::V,гутарыць,colloqui
1129,sich unterhalten::V,гутарыць,disputare
1130,fragen::V,спытаць,rogare
1131,fragen::V,спытаць,quaerere
1132,bitten::V,прасіць,orare
1133,bitten::V,прасіць,rogare
1134,erzählen::V,расказаць,narrare
1135,mitteilen::V,паведаміць,communicare
1136,nennen::V,назваць,appellare
1137,rufen::V,зваць,vocare
1138,prahlen::V,хваліцца,gloriari
1139,übersetzen::V,перакласці,vertere
1140,denken::V,думаць,cogitare
1141,glauben::V,верыць,credere
1142,bemerken::V,заўважыць,animadvertere
1143,erkennen::V,пазнаць,cognoscere
1144,begreifen::V,спасцігнуць,comprehendere
1145,verstehen::V,пачуць,intellegere
1146,lernen::V,вучыцца,discere
1147,wissen::V,знаць,scire
1148,sich erinnern an::V,памятаць,meminisse
1149,vergessen::V,забыць,oblivisci
1150,messen::V,мераць,metiri
1151,zählen::V,лічыць,numerare
1152,rechnen::V,лічыць,reri
1153,rechnen::V,лічыць,calculare
1154,lesen::V,чытаць,legere
1155,malen::V,маляваць,pingere
1156,zeichnen::V,рысаваць,scribere
1157,schreiben::V,пісаць,scribere
1158,besitzen::V,мець,possidere
1159,kaufen::V,купіць,emere
1160,verkaufen::V,прадаць,vendere
1161,bezahlen::V,заплаціць,pendere
1162,zahlen::V,плаціць,solvere
1163,beherrschen::V,уладаць,regere
1164,beherrschen::V,уладаць,imperare
1165,beherrschen::V,валодаць,regere
1166,beherrschen::V,валодаць,imperare
1167,ertragen::V,выцерпець,tolerare
1168,ertragen::V,выцерпець,sustinere
