,Concept_ID,mhr,ko
133,Rinde::N,шӱм,나무껍질
134,Ast::N,укш,가지
135,Zweig::N,торма́к,가지
136,Blatt::N,лышта́ш,잎
137,Birke::N,куэ́,자작나무
138,Kiefer[Baum]::N,пӱ́нчӧ,소나무
139,Weide[Baum]::N,уа́,쉬양버들
140,Tanne::N,кож,전나무
141,Horn::N,шур,뿔
142,Feder::N,пы́стыл,깃털
143,Fell::N,кова́ште,피혁모피
144,Flügel::N,шу́лдыр,날개
145,Klaue::N,кӱч,갈고리 발톺
146,Kralle::N,ла́па,발툭
147,Kralle::N,копа́,발툭
148,Schwanz::N,поч,꼬리
149,Ei::N,му́но,알
150,Nest::N,пыжа́ш,보금자리
151,Bau::N,пыжа́ш,굴
152,Tier::N,я́нлык,짐승
153,Tier::N,живо́тный,짐승
154,Herde::N,кӱ́тӱ,가축의떼
155,Herde::N,тӱшка́,가축의떼
156,Kuh::N,ушка́л,암소
157,Bulle::N,ӱ́шкыж,황소
158,Pferd::N,и́мне,말
159,Schaf::N,шо́рык,양
160,Schwein::N,сӧсна́,돼지
161,Hund::N,пий,개
162,Katze::N,пы́рыс,고양이
163,Bär::N,маска́,콤
164,Eichhörnchen::N,ур,다람쥐
165,Elch::N,шо́рдо,고라니
166,Fuchs::N,ры́выж,여우
167,Hase::N,мера́ҥ,토끼
168,Maus::N,коля́,쥐
169,Wolf::N,пи́ре,늑대
170,Vogel::N,ка́йык,새
171,Schwarm::N,каша́к,뗴
172,Huhn::N,чы́ве,암탉
173,Hahn::N,агыта́н,수탉
174,Gans::N,ко́мбо,거위
175,Adler::N,карагу́ш,수리
176,Ente::N,лу́до,오리
177,Eule::N,тумна́,부엉이
178,Kranich::N,турня́,두루미
179,Krähe::N,кора́к,까마귀
180,Kuckuck::N,куку́,뻐꾸기
181,Schwan::N,йӱ́ксӧ,배조
182,Fisch::N,кол,물고기
183,Barsch::N,ола́ҥге,농어
184,Hecht::N,нуж,에속스
185,Hecht::N,чорта́н,에속스
186,Schlange[Tier]::N,ки́шке,뱀
187,Wurm::N,шукш,벌레
188,Spinne::N,эҥыре́мыш,거미
189,Ameise::N,ку́тко,개미
190,Laus::N,тий,이
191,Mücke::N,шыҥа́,모기
192,Fliege::N,ка́рме,날기
193,Schmetterling::N,лы́ве,나비
194,Beere::N,мӧр,장과
195,Apfel::N,олма́,사과
196,Pilz::N,по́ҥго,고방이
197,Zwiebel::N,шога́н,양파
198,Saat::N,нӧ́шмӧ,씨
199,Saat::N,туш,씨
200,Korn::N,шу́рно,알맹이
201,Heu::N,шу́до,건초
202,Schale::N,шӱм,피상
203,Grube::N,выне́м,
204,Falle::N,лӧ́дӧ,함정
205,Schlinge::N,о́птыш,올가미
206,Schlinge::N,о́птыш,멜빵붕대
207,Schlinge::N,шӧрга́лтыш,올가미
208,Schlinge::N,шӧрга́лтыш,멜빵붕대
209,Spur::N,кыша́,발지국
210,Asche::N,ло́мыж,재
211,Dreck::N,лавыра́,똥
212,Dreck::N,лавыра́,오물
213,Eisen::N,кӱ́ртньӧ,쇠
214,Eisen::N,кӱ́ртньӧ,철
215,Gold::N,шӧ́ртньӧ,항금
216,Silber::N,ший,은
217,Kohle::N,мландышӱ́й,슻
218,Glas::N,янда́,유리
219,Lehm::N,шун,찰흙
220,Sand::N,ошма́,모래
221,Mensch::N,еҥ,사람
222,Mensch::N,айде́ме,사람
223,Mann::N,пӧръе́ҥ,남자
224,Frau::N,ӱдырама́ш,여자
225,Kind::N,аза́,아이
226,Junge::N,рве́зе,소녁
227,Mädchen::N,ӱдыра́ш,소녀
228,Familie::N,еш,가족
229,Großvater::N,коча́,할아버지
230,Großmutter::N,кова́,할머니
231,Eltern::N,ача́-ава́,어버오
232,Vater::N,ача́,아버지
233,Mutter::N,ава́,어머니
234,Sohn::N,э́рге,아들
235,Tochter::N,ӱ́дыр,딸기
236,Bruder::N,иза́,형제
237,Bruder::N,шо́льо,형제
238,Schwester::N,ака́,누이
239,Onkel::N,иза́,백부
240,Tante::N,кока́,아주머니
241,Ehemann::N,мари́й,남편
242,Ehefrau::N,ва́те,아내
243,Freude::N,куа́н,기쁨
244,Freude::N,куаныма́ш,기쁨
245,Gelächter::N,во́штылтыш,웃음
246,Glück::N,пиа́л,즐거움
247,Kummer::N,о́йго,슬픔
248,Wunsch::N,ку́мыл,소망
249,Lust::N,ку́мыл,
250,Geist::N,ӧрт,할기
251,Geist::N,чон,할기
252,Gedanke::N,ой,상념
253,Gedanke::N,шоныма́ш,상념
254,Gedächtnis::N,шарныма́ш,기억
255,Verstand::N,уш,분별
256,Verstand::N,уш,지능
257,Sinn::N,смысл,센스
258,Grund::N,ама́л,까닭
259,Wahrheit::N,чын,참
260,Wahrheit::N,чын,진실
261,Gespräch::N,мутланыма́ш,대화
262,Märchen::N,йома́к,동화
263,Erzählung::N,ойлыма́ш,이야기
264,Nachricht::N,увертарыма́ш,
265,Neuigkeit::N,уве́р,뉴스
266,Name::N,лӱм,이름
267,Rätsel::N,ту́што,수수께끼
268,Rede::N,ойлыма́ш,연설
269,Sprache::N,йы́лме,말
270,Stimme::N,йӱк,목소리
271,Wort::N,ой,낱말
272,Wort::N,мут,낱말
273,Zeichen::N,ти́ште,신호
274,Zeichen::N,знак,신호
275,Ruf::N,ӱжма́ш,부름
276,Lärm::N,лӱшкыма́ш,소동
277,Lärm::N,йӱк-йӱа́н,소동
278,Laut::N,йӱк,음성
279,Ton::N,йӱксе́м,목소리
280,Lied::N,му́ро,노래
281,Ruhe::N,ты́мык,쉼
282,Leute::N,еҥ-влак,사람들
283,Volk::N,ка́лык,국중
284,Arbeit::N,паша́,근로
285,Arbeit::N,паша́,너무
286,Gast::N,уна́,손님
287,Geschenk::N,пӧле́к,행하
288,Spiel::N,мо́дыш,무리
289,Spiel::N,модма́ш,무리
290,Gesellschaft::N,тӱшка́,교제
291,Hilfe::N,по́лыш,거들음
292,Hilfe::N,по́лыш,보좌
293,Freund::N,таҥ,친구
294,Freund::N,йолта́ш,친구
295,Kamerad::N,таҥ,동실자
296,Angelegenheit::N,паша́,용무
297,Anzahl::N,чот,어떤
298,Anzahl::N,чот,수
299,Art::N,вид,정류
300,Stück::N,ка́тыш,일부분
301,Stück::N,ла́стык,일부분
302,Teil::N,ужа́ш,몱
303,Teil::N,ужа́ш,구훠
304,Hälfte::N,пел,2분의
305,Hälfte::N,пе́ле,2분의
306,Kreis::N,ты́ртыш,고리
307,Kreuz::N,ыре́с,열십자
308,Linie::N,ли́ний,선
309,Strich::N,коре́ш,스침
310,Abstand::N,кокла́,거리
311,Entfernung::N,тора́,거리
312,Entfernung::N,ку́жыт,거리
313,Gegend::N,кунде́м,곳
314,Gegend::N,кунде́м,부금
315,Platz::N,ку́мдык,장소
316,Ort::N,вер,장소
317,Ort::N,о́лмо,장소
318,Seite::N,ӧ́рдыж,옆면
319,Mitte::N,покше́л,궁간
320,Gegenstand::N,наста́,항목
321,Sache::N,наста́,뭉에
322,Rand::N,тӱр,가
323,Kante::N,тӱр,귀퉁
324,Ecke::N,лук,구석
325,Spitze::N,вуй,끝
326,Spitze::N,вуй,참단
327,Ende::N,муча́ш,말당
328,Loch::N,рож,빙옷
329,Winkel::N,лук,각도
330,Muster::N,пеза́к,본
331,Muster::N,пеза́к,견복
332,Muster::N,узо́р,본
333,Muster::N,узо́р,견복
334,Muster::N,ӱ́лгӧ,본
335,Muster::N,ӱ́лгӧ,견복
336,Größe::N,кӱ́кшыт,신장
337,Länge::N,ку́тыш,길이긺
338,Höhe::N,кӱ́кшыт,높이
339,Gewicht::N,не́лыт,추
340,Menge::N,чот,수양
341,Haufen::N,кы́шыл,퇴적
342,Reihe::N,рада́м,열
343,Boot::N,пуш,보트
344,Ruder::N,эшка́к,노
345,Schlitten::N,тер,썰매
346,Schlitten::N,изде́р,썰매
347,Ski::N,е́че,스키
348,Lagerfeuer::N,туло́то,캠프의 모닥불
349,Last::N,нӧ́лтыш,무거운짐
350,Gang::N,ошкылма́ш,걸음
351,Schritt::N,о́шкыл,보조
352,Norden::N,йӱдйыма́л,북쪽 
353,Süden::N,кечывалве́л,남쪽
354,Westen::N,касве́л,서쪽
355,Osten::N,эрве́л,동쪽
356,Holz::N,пу,목재
357,Brett::N,оҥа́,마루널
358,Platte::N,аста́р,탤
359,Platte::N,аста́р,금속판
360,Stütze::N,чара́к,버팀목
361,Stange::N,лома́ш,장대
362,Stock::N,тоя́,막대기
363,Stab::N,вара́,작대기
364,Stab::N,кашта́,작대기
365,Rohr::N,пуч,갈대
366,Haus::N,пӧрт,집
367,Heim::N,мӧ́ҥгӧ,집
368,Ofen::N,комака́,아궁이
369,Fußboden::N,кӱва́р,마루
370,Tisch::N,ӱсте́л,탁자
371,Stuhl::N,пӱке́н,의자
372,Wiege::N,шепка́,발상지
373,Bett::N,ва́кшыш,침대
374,Regal::N,шӧ́рлык,서가
375,Kiste::N,шо́ндык,짐궤
376,Kiste::N,я́шлык,짐궤
377,Fenster::N,окна́,눔
378,Tür::N,омса́,문
379,Tor::N,капка́,대문
380,Zaun::N,сава́р,담장
381,Dach::N,леве́дыш,지붕
382,Leiter::N,тошка́лтыш,사닥다리
383,Besen::N,ӱштерво́штыр,비
384,Spaten::N,ко́льмо,가래
385,Schaufel::N,сово́к,삽
386,Schaufel::N,су́ско,삽
387,Gabel::N,ви́лке,갈래
388,Löffel::N,па́не,숟가락
389,Löffel::N,совла́,숟가락
390,Messer::N,кӱ́зӧ,나이프
391,Nagel::N,пуда́,발툽
392,Netz::N,вапш,그물
393,Haken::N,са́гыле,갈고리
394,Griff::N,кыл,움켜쥠
395,Schloss::N,кӧгӧ́н,자물쇠
396,Bild::N,сӱре́т,그림
397,Figur::N,фигу́р,몸메
398,Puppe::N,курча́к,인형
399,Beutel::N,меша́к,클
400,Bündel::N,арша́ш,자근다발
401,Tasche::N,сумка́,가방
402,Eimer::N,ведра́,동이
403,Deckel::N,ко́мдыш,뚜껑
404,Geschirr::N,а́те,식시
405,Sack::N,куль,조갑
406,Sack::N,меша́к,조갑
407,Tasse::N,чу́кыр,차잔
408,Tasse::N,чашка́,차잔
409,Topf::N,ми́ске,단지
410,Kessel::N,под,주전자
411,Essen::N,ко́чкыш,먹기
412,Nahrung::N,ку́рго,식료
413,Speise::N,ко́чкыш,음식물
414,Fleisch::N,шыл,고기
415,Getreide::N,шу́рно,곡물
416,Brei::N,пу́чымыш,젤리
417,Brot::N,ки́нде,빵
418,Scheibe::N,ка́тыш,원반
419,Fett::N,коя́,기름
420,Butter::N,ӱй,버터
421,Öl::N,ӱй,올리브유
422,Salz::N,шинча́л,소금
423,Suppe::N,шӱр,국
424,Suppe::N,шӱр,수프
425,Honig::N,мӱй,감미
426,Milch::N,шӧр,유즙
427,Tee::N,чай,차
428,Leder::N,сура́н,가죽
429,Leder::N,шӱ́штӧ,가죽
430,Wolle::N,пун,양털
431,Stoff::N,куэ́м,패료
432,Stoff::N,посто́,패료
433,Nadel::N,и́ме,바늘
434,Faden::N,шӱ́ртӧ,콘실
435,Knopf::N,по́лдыш,단추
436,Knoten::N,пышке́м,곁절
437,Farbe::N,чия́,색
438,Kleidung::N,чие́м,옷입기
439,Kleidung::N,вурге́м,옷입기
440,Hemd::N,ту́выр,속옷
441,Kragen::N,сога́,깃
442,Ärmel::N,шокш,소매
443,Hose::N,йола́ш,바지
444,Gürtel::N,ӱ́штӧ,밴드
445,Mütze::N,упш,모자
446,Schuh::N,боти́нке,구두
447,Stiefel::N,кем,장화
448,Ring::N,шерга́ш,고리
449,Band::N,тасма́,리본
450,Band::N,ле́нте,리본
451,Kamm::N,шерге́,빗
452,Spiegel::N,вошто́нчыш,거울
453,Riemen::N,кӱзанӱ́штӧ,가죽끈
454,Schnur::N,кере́м,밧줄
455,Schnur::N,кандыра́,밧줄
456,Leine::N,вӱра́ҥ,고삐줄
457,Decke::N,леве́дыш,이부자리
458,Decke::N,одея́л,이부자리
459,Kissen::N,кӱ́пчык,깔개
460,Tuch::N,шо́выч,천
461,Handtuch::N,со́лык,수건
462,Kraft::N,вий,세력
463,Kraft::N,куа́т,세력
464,Stärke::N,куа́т,힘
465,Stärke::N,карма́н,힘
466,Gesundheit::N,таза́лык,위생
467,Krankheit::N,чер,병
468,Schmerz::N,ко́рштыш,아픔고통
469,Wunde::N,су́сыр,상처
470,Fieber::N,йӱштыму́ж,열별
471,Fieber::N,лихора́дке,열별
472,Arznei::N,эм,약
473,Brücke::N,кӱва́р,교량
474,Brunnen::N,вӱдвыне́м,원천
475,Weide::N,нурше́р,목장
476,Pfad::N,йолго́рно,좁은길
477,Pfad::N,сокма́к,좁은길
478,Weg::N,ко́рно,길
479,Straße::N,ко́рно,길
480,Dorf::N,ял,촌
481,Dorf::N,ял,촌락
482,Stadt::N,ола́,도시
483,Brief::N,се́рыш,서한
484,Buch::N,книга́,책
485,Buchstabe::N,буква́,문자
486,Zeitung::N,газе́т,신문
487,Leben::N,и́лыш,삶
488,Tod::N,колыма́ш,죽음
489,Grab::N,шӱга́р,무덤
490,Kirche::N,че́рке,교회
491,Sünde::N,су́лык,부정
492,Gott::N,ю́мо,하느님
493,Arbeiter::N,паша́зе,일하는사람
494,Chef::N,тӧра́,사장
495,Meister::N,маста́р,명인
496,Meister::N,маста́р,대가
497,Arzt::N,врач,의사
498,Lehrer::N,ту́ныктышо,교사
499,Geld::N,окса́,돈
500,Geschäft::N,сатулыма́ш,일
501,Laden::N,ке́выт,가게
502,Preis::N,ак,가격
503,Ware::N,сату́,상품
504,Nutzen::N,пайда́,이익
505,Reichtum::N,поя́нлык,많음
506,Welt::N,тӱня́,세상
507,Land::N,эл,지방
508,Staat::N,кугыжа́ныш,국가
509,König::N,кугыжа́,국왕
510,Macht::N,власть,힘
511,Grenze::N,грани́ца,국경
512,Krieg::N,сар,전쟁
513,Feind::N,тушма́н,적
514,Gewalt::N,виешлыма́ш,권력
515,Kampf::N,кредалма́ш,전투
516,Bogen[Waffe]::N,юҥе́ж,활
517,Pfeil::N,пикш,화살
518,Gewehr::N,пыча́л,무기
519,Fehler::N,йо́ҥылыш,오류
520,Lüge::N,шоя́к,거짓말
521,Schaden::N,зия́н,손상
522,Unglück::N,эҥге́к,불행
523,Schuld::N,тита́к,부채
524,Schuld::N,йола́,부채
525,Alter::N,ийго́т,연령
526,Schluss::N,муча́ш,마감
527,Zeit::N,жап,때
528,Zeit::N,жап,시간
529,Zeit::N,па́гыт,때
530,Zeit::N,па́гыт,시간
531,Tag::N,ке́че,하루
532,Morgen::N,эр,이침
533,Mittag::N,кечыва́л,대낮
534,Abend::N,кас,저녁
535,Nacht::N,йӱд,밤
536,Woche::N,арня́,근무일
537,Monat::N,ты́лзе,달
538,Jahr::N,ий,해
539,Frühling::N,шо́шо,봄
540,Sommer::N,кеҥе́ж,여름
541,Herbst::N,шы́же,가을
542,Winter::N,те́ле,겨울
543,Januar::N,шоркыйол,일월
544,Januar::N,идалыкву́й,일월
545,Januar::N,янва́рь,일월
546,Februar::N,пургыж,이월
547,Februar::N,февра́ль,이월
548,März::N,ӱярня,삼월
549,März::N,март,삼월
550,April::N,апре́ль,사월
551,Mai::N,ага,오월
552,Mai::N,май,오월
553,Juni::N,пеледыш,유월
554,Juni::N,ию́нь,유월
555,Juli::N,сӱрем,칠월
556,Juli::N,ию́ль,칠월
557,August::N,сорла,팔월
558,August::N,агарма́н,팔월
559,August::N,а́вгуст,팔월
560,September::N,идым,구월
561,September::N,сентя́брь,구월
562,Oktober::N,шыжа,시월
563,Oktober::N,октя́брь,시월
564,November::N,кылме тылзе,십일월
565,November::N,ноя́брь,십일월
566,Dezember::N,дека́брь,십이월
567,Montag::N,шо́чмо,월요일
568,Dienstag::N,ку́шкыжмо,화요일
569,Mittwoch::N,вӱрге́че,수요일
570,Donnerstag::N,изарня́,모교일
571,Freitag::N,кугарня́,그묘일
572,Samstag::N,шуматке́че,토요일
573,Sonntag::N,рушарня́,일요일
574,groß::A,кугу́,큰
575,klein::A,изи́,자근
576,lang::A,кужу́,긴
577,kurz::A,кӱ́чык,짧은
578,breit::A,кумда́,넓은
579,schmal::A,а́ҥысыр,좁은
580,dicht::A,ну́гыдо,농밀한
581,dick[Gegenstand]::A,кӱ́жгӧ,두꺼운
582,dünn::A,ви́чкыж,얇은
583,fein::A,ты́гыде,미세한
584,fest::A,чо́ткыдо,굳은
585,flach::A,лапка́,얕은
586,glatt::A,яклака́,반들반들한
587,hart::A,пе́ҥгыде,굳은
588,weich::A,пу́шкыдо,연한
589,rund::A,йырге́шке,둥근
590,spitz::A,коша́р,뾰족한
591,scharf::A,пӱ́сӧ,날카로운
592,stumpf::A,токма́к,무딘
593,schwer::A,не́ле,무거운
594,schön::A,сы́лне,멋진
595,heiß::A,шо́кшо,뜨거운
596,warm::A,ле́ве,따뜻한
597,kalt::A,йӱ́штӧ,찬
598,kühl::A,юа́лге,서늘한
599,kühl::A,южгата́,서늘한
600,frisch::A,свежа́,신선한
601,feucht::A,вӱ́дыжгӧ,축축한
602,nass::A,нӧ́рӧ,젖은
603,trocken::A,ку́кшо,마른
604,voll::A,тич,완전한
605,leer::A,яра́,빈
606,offen::A,виш,열린
607,geschlossen::A,пе́тырыме,닫힌
608,geschlossen::A,тӱ́чмӧ,닫힌
609,sauber::A,ару́,깨끗한
610,sauber::A,янда́р,깨끗한
611,schmutzig::A,лавыра́н,더러운
612,schmutzig::A,ла́выргыше,더러운
613,roh::A,кӱ́чымӧ,날게잇의
614,reif::A,лӧза́,이근
615,lecker::A,ту́тло,맛있는
616,süß::A,ше́ре,단
617,bitter::A,ко́чо,찌르는듯한
618,sauer::A,шо́по,산성의
619,hell::A,во́лгыдо,밝은
620,dunkel::A,пычке́мыш,어두운
621,schwarz::A,шола́,검은
622,weiß::A,ош,하얀
623,rot::A,йошка́р,붉은
624,gelb::A,сар,황색
625,blau::A,ка́нде,푸른
626,grün::A,ужа́р,녹색의
627,grau::A,сур,회색의
628,bunt::A,олача́,알록달록한
629,billig::A,шу́лдо,싼
630,teuer::A,ше́рге,값비산
631,wertvoll::A,шергака́н,가치가많은
632,blind::A,со́кыр,눈먼
633,taub::A,соҥгыра́,무감간한
634,kräftig::A,куа́тле,강장한
635,stark::A,вия́н,강한
636,schwach::A,а́лдыме,약한
637,fett::A,коя́,실찐
638,schlank::A,йоштката́,호리호리한
639,schlank::A,яжу́,호리호리한
640,hübsch::A,чеве́р,예쁜
641,böse::A,шы́де,나쁜
642,dumm::A,аҥыра́,어리석은
643,faul::A,його,너덜너덜한
644,fleißig::A,ты́ршыше,근면한
645,geizig::A,чаҥга́,인색한
646,klug::A,уша́н,
647,geschickt::A,уста́,교묘한
648,lieb::A,ала́л,친애하는
649,lustig::A,весела́,유쾌한
650,sanft::A,ны́жылге,온화한
651,hungrig::A,шу́жышо,배고픈
652,krank::A,че́рле,병든
653,nackt::A,чарама́т,벌거벗은
654,traurig::A,ойга́н,슬픈
655,lebendig::A,и́лыше,살아있는
656,gut::A,сай,좋은
657,schlecht::A,уда́,나쁜
658,schlecht::A,шӱ́кшӧ,나쁜
659,richtig::A,чы́нле,바른
660,schlimm::A,аля́к,못된
661,schlimm::A,тыра́н,못된
662,wahr::A,чы́нле,참된
663,wahr::A,настоя́щий,참된
664,alt::A,то́што,늙은
665,neu::A,у,새
666,ehemalig::A,о́нчычсо,전의
667,ehemalig::A,онда́кысе,전의
668,alt[Lebewesen]::A,шо́нто,낡은
669,jung::A,са́мырык,젊은
670,arm::A,нужна́,가난한
671,reich::A,поя́н,풍부한
672,bekannt::A,па́лыме,저명한
673,berühmt::A,лӱ́млӧ,유명한
674,fremd::A,йот,타처이
675,verschieden::A,тӱ́рлӧ,따른
676,nah::A,ли́шыл,가까운
677,fern::A,тора́,먼
678,fern::A,мӱ́ндыр,먼
679,linker::A,шола́,왼쭉의
680,rechter::A,пурла́,오른쪽의
681,anderer::A,вес,다른
682,anderer::A,мо́ло,다른
683,erster::A,и́кымше,첫째
684,zweiter::A,ко́кымшо,둘째
685,dritter::A,ку́мшо,셋째
686,letzter::A,пыта́ртыш,의후자의
687,allein::ADV,шкет,훌로
688,auf einmal::ADV,икана́ште,갑자기
689,zusammen::ADV,пырля́,모아서
690,lange::ADV,кужу́н,오래
691,plötzlich::ADV,кенета́,둘연한
692,sofort::ADV,кызыта́к,즉시
693,später::ADV,варара́к,보다늦은
694,jetzt::ADV,ы́нде,목하
695,jetzt::ADV,кы́зыт,목하
696,heute::ADV,та́че,오늘
697,morgen::ADV,эрла́,내일
698,bald::ADV,вашке́,곱
699,dann::ADV,вара́,그경우에
700,gestern::ADV,теҥге́че,어제
701,einst::ADV,икана́,옛날에
702,damals::ADV,туна́м,그때에
703,danach::ADV,вара́,그 뒤에
704,vorher::ADV,о́нчыч,미리
705,zuerst::ADV,онда́к,최초로
706,einmal::ADV,икана́,한번
707,manchmal::ADV,ка́шын,땓대로
708,manchmal::ADV,кокла́н,땓대로
709,oft::ADV,чӱ́чкыдын,땓대로
710,immer::ADV,эре́,늘
711,immer::ADV,ту́тыш,늘
712,niemals::ADV,ок нигуна́м,결코...(하지)않다
713,hier::ADV,ты́ште,여기
714,hierhin::ADV,ты́шке,여기로
715,hierhin::ADV,тыш,여기로
716,von hier::ADV,тыше́ч,
717,von hier::ADV,тыве́ч,
718,dort::ADV,ту́што,거기
719,dorthin::ADV,туш,저기예
720,dorthin::ADV,ту́шко,저기예
721,geradeaus::ADV,вик,곧장
722,vorwärts::ADV,о́нчыко,앞으로
723,rückwärts::ADV,шеҥге́к,뒤로
724,zurück::ADV,мӧҥге́ш,제자리로
725,unten::ADV,ӱ́лнӧ,아래에
726,unten::ADV,йыма́лне,아래에
727,hinab::ADV,йыма́к,아래쪽으로
728,oben::ADV,кӱ́шнӧ,위에
729,oben::ADV,ӱмба́лне,위에
730,hinauf::ADV,кӱ́ш,위쪽으로
731,hinauf::ADV,кӱ́шкӧ,위쪽으로
732,überall::ADV,чыла́ вере́,도처에
733,nicht::ADV,ок,안
734,nicht::ADV,о́геш,안
735,ein wenig::ADV,изи́ш,적음
736,kaum::ADV,пыкше́,가의
737,sehr::ADV,чот,자주
738,so::ADV,тыге́,그와같이
739,noch::ADV,а́ле,아직
740,nur::ADV,гына́,다만
741,schon::ADV,ы́нде,이미
742,wieder::ADV,ада́к,다시
743,vergebens::ADV,ара́м,헛되이
744,vor::PRP,о́нчыч,앞에
745,hinter::PRP,шеҥге́лне,뒤에
746,unter::PRP,йыма́лне,잍에
747,durch::PRP,вошт,통고하여
748,neben::PRP,вокте́н,와나란히
749,zwischen::PRP,кокла́ште,의사이로
750,wegen::PRP,верч,때문에
751,dies::PRN,ти́де,이
752,das::PRN,са́де,저
753,alles::PRN,чыла́,모든것
754,ich::PRN,мый,나
755,du::PRN,тый,너
756,er::PRN,ту́до,그
757,wir::PRN,ме,우리
