,Concept_ID,xal,udm
58,Träne::N,нульмсн,синкыли
59,Geschmack::N,амтн,шӧм
60,Geruch::N,үнр,зын
61,Schlaf::N,нөр,вӧт
62,Traum::N,зүүдн,уйвӧт
63,Himmel::N,теңгр,ин
64,Sonne::N,нарн,шунды
65,Mond::N,сар,толэзь
66,Stern::N,одн,кизили
67,Luft::N,аһар,омыр
68,Wind::N,салькн,тӧл
69,Welle::N,дольган,тулкым
70,Wasser::N,усн,ву
71,Stein::N,чолун,из
72,Boden::N,Һазр,музъем
73,Erde::N,Һазр,му
74,Staub::N,тоосн,пыль
75,Rauch::N,утан,ӵын
76,Funke::N,очн,гизьы
77,Feuer::N,һал,тыл
78,Licht::N,герл,тыл
79,Schatten::N,сүүдр,вужер
80,Wetter::N,теңгр,куазь
81,Nebel::N,будн,бус
82,Wolke::N,үүлн,пилем
83,Regen::N,хур,зор
84,Schnee::N,цасн,лымы
85,Eis::N,мөсн,йӧ
86,Frost::N,киитн,кезьыт
87,Kälte::N,киитн,кезьыт
88,Hitze::N,халун,пӧсь
89,Raureif::N,цаң,гӧр
90,Raureif::N,кирү,гӧр
91,Regenbogen::N,солңһ,вуюись
92,Donner::N,оһтрһун дун,гудыри
93,Strömung::N,урсхл,бызён
94,Tropfen::N,дусал,шапык
95,Schaum::N,көөсн,шукы
96,Schmutz::N,кир,нӧд
97,Schmutz::N,кир,дэри
98,See::N,нур,ты
99,Sumpf::N,унул,нюр
100,Moor::N,улм,нюр
101,Wiese::N,хадлһн,возь
102,Wiese::N,хадлһн,возьвыл
103,Wald::N,ө-модн,сик
104,Wald::N,ө-модн,нюлэс
105,Hügel::N,толһа,выр
106,Hügel::N,толһа,вырйыл
107,Anhöhe::N,хамр,выр
108,Anhöhe::N,хамр,вырйыл
109,Berg::N,уул,гурезь
110,Gipfel::N,ора,йыл
111,Höhle::N,хадин көндә,гу
112,Abhang::N,ташу,бам
113,Quelle::N,булг,ошмес
114,Bach::N,һооҗур,пичи шур
115,Fluss::N,һол,шур
116,Ufer::N,көвә,ярдур
117,Küste::N,көвә,вудур
118,Küste::N,теңгсин көвә,вудур
119,Festland::N,хүүрә һазр,мувыр
120,Meer::N,теңгс,зарезь
121,Bucht::N,цекә,вукож
122,Bucht::N,теңгсин цекә,вукож
123,Insel::N,арл,вумуӵ
124,Insel::N,арл,шормуӵ
125,Blume::N,цецг,сяська
126,Gras::N,ноһан,турын
127,Wurzel::N,уңг,выжы
128,Baum::N,модн,пу
129,Stamm::N,шилв,модос
130,Stamm::N,һол модн,модос
131,Rinde::N,көрсн,сул
132,Ast::N,ац,ул
133,Zweig::N,ац,вай
134,Blatt::N,хамтхасн,куар
135,Birke::N,хусм модн,кызьпу
136,Kiefer[Baum]::N,шар харһа,пужым
137,Weide[Baum]::N,удн,бадьпу
138,Tanne::N,җөөлн цаһан модн,кыз
139,Horn::N,өвр,сюр
140,Feder::N,өрвлг,тылы
141,Fell::N,арсн,ку
142,Flügel::N,җивр,бурд
143,Klaue::N,хумсн,гижы
144,Kralle::N,тавг,пыд
145,Schwanz::N,сүл,быж
146,Ei::N,өндгн,пуз
147,Ei::N,өндгн,кукей
148,Nest::N,үр,кар
149,Nest::N,үр,пузкар
150,Bau::N,нүкн,кар
151,Bau::N,нүкн,гу
152,Tier::N,мал,пӧйшур
153,Herde::N,сүрг мал,уллё
154,Kuh::N,үкр,скал
155,Bulle::N,бух,ош
156,Bulle::N,бух,пороз
157,Pferd::N,мөрн,вал
158,Schaf::N,хөн,ыж
159,Schwein::N,һаха,парсь
160,Hund::N,ноха,пуны
161,Katze::N,мис,коӵыш
162,Bär::N,аю,гондыр
163,Eichhörnchen::N,кермн,коньы
164,Elch::N,хандһа,койык
165,Fuchs::N,арат,ӟичы
166,Hase::N,туула,кеч
167,Maus::N,хулһн,шыр
168,Wolf::N,чон,кион
169,Vogel::N,шовун,тылобурдо
170,Schwarm::N,зел,уллё
171,Huhn::N,така,курег
172,Hahn::N,эр така,атас
173,Gans::N,һалун,ӟазег
174,Adler::N,һәрд,ӧрзи
175,Ente::N,нуһсн,ӵӧж
176,Eule::N,һурвлһ,кучыран
177,Kranich::N,тоһрун,тури
178,Krähe::N,шаазһа,куака
179,Kuckuck::N,эргин хуцдг,кикы
180,Schwan::N,хун,юсь
181,Fisch::N,заһсн,чорыг
182,Barsch::N,шүрг,юш
183,Hecht::N,цурх,чипей
184,Schlange[Tier]::N,моһа,кый
185,Wurm::N,өтн,нумыр
186,Spinne::N,аралҗн,чонари
187,Ameise::N,шорһлҗн,кузьыли
188,Laus::N,бөөсн,тэй
189,Mücke::N,бөкүн,нымы
190,Mücke::N,бөкүн,чибинь
191,Fliege::N,батхн,кут
192,Schmetterling::N,эрвәкә,бубыли
193,Beere::N,бөөлҗрһн,узы-боры
194,Apfel::N,альмн,яблок
195,Pilz::N,теңгрин ки,губи
196,Zwiebel::N,мәңгрснә толһа,сугон
197,Saat::N,буудян экн,кидыс
198,Korn::N,экн,тысь
199,Heu::N,өвсн,турын
200,Schale::N,хальсн,кыд
201,Grube::N,нүкн,гу
202,Grube::N,нүкн,гоп
203,Falle::N,урх,налик
204,Falle::N,хавх,налик
205,Schlinge::N,бүтү,гиӟ
206,Schlinge::N,бүтү,герд
207,Spur::N,мөр,пытьы
208,Spur::N,мөр,бервыл
209,Asche::N,үмсн,пень
210,Dreck::N,бальчг,дэри
211,Eisen::N,төмр,корт
212,Gold::N,алтн,зарни
213,Silber::N,мөңгн,азвесь
214,Silber::N,цаһан мөңгн,азвесь
215,Kohle::N,нүүрсн,эгыр
216,Glas::N,шил,стекло
217,Glas::N,шил,пияла
218,Lehm::N,шавр,сюй
219,Sand::N,элсн,луо
220,Mensch::N,күн,мурт
221,Mensch::N,күн,адями
222,Mensch::N,күмн,мурт
223,Mensch::N,күмн,адями
224,Mann::N,эр,воргорон
225,Frau::N,күүкд күн,кышномурт
226,Kind::N,үрн,нуны
227,Kind::N,үрн,пинал
228,Junge::N,көвүн,пи
229,Mädchen::N,бичкн күүкн,ныл
230,Familie::N,бүл,семья
231,Großvater::N,өвк эцк,песятай
232,Großvater::N,өвк эцк,пересь атай
233,Großvater::N,наһц эцк,песятай
234,Großvater::N,наһц эцк,пересь атай
235,Großmutter::N,эмг эк,песянай
236,Großmutter::N,эмг эк,пересь анай
237,Großmutter::N,наһц эк,песянай
238,Großmutter::N,наһц эк,пересь анай
239,Eltern::N,эк эцк хойр,атай-анай
240,Eltern::N,эк эцк хойр,бубы-мумы
241,Vater::N,эцк,айы
242,Vater::N,эцк,атай
243,Mutter::N,эк,мумы
244,Sohn::N,көвүн,пи
245,Tochter::N,күүкн,ныл
246,Bruder::N,дү көвүн,агай
247,Schwester::N,эгч,апа
248,Schwester::N,эгч,сузэр
249,Schwester::N,дү күүкн,апа
250,Schwester::N,дү күүкн,сузэр
251,Onkel::N,авһ,агай
252,Onkel::N,наһцх,агай
253,Tante::N,наһц эгч,апа
254,Tante::N,наһц эгч,кенак
255,Ehemann::N,залу,карт
256,Ehefrau::N,гергн,кышно
257,Freude::N,байр,шумпотон
258,Gelächter::N,инәдн,горем
259,Glück::N,җирһл,шуд
260,Glück::N,сәәхн җирһл,шуд
261,Kummer::N,зовлң,кайгу
262,Kummer::N,зовлң,куректон
263,Wunsch::N,дурн,мылпотон
264,Lust::N,җилвтлһн,потон
265,Geist::N,зөрг,лул
266,Gedanke::N,ухан,малпан
267,Gedächtnis::N,чееҗин тодлвр,йырсазь
268,Gedächtnis::N,чееҗин тодлвр,тодэваён
269,Verstand::N,ухан,йырвизь
270,Sinn::N,учр-утх,смысл
271,Grund::N,учр,муг
272,Grund::N,учр,ньӧм
273,Grund::N,шалтан,муг
274,Grund::N,шалтан,ньӧм
275,Wahrheit::N,үнн,зэм
276,Wahrheit::N,үнн,шонер
277,Gespräch::N,күүндвүр,вераськон
278,Märchen::N,тууль,выжыкыл
279,Erzählung::N,келвр,верос
280,Nachricht::N,медүллһн,ивор
281,Neuigkeit::N,зәңг,выльивор
282,Name::N,нерн,ним
283,Rätsel::N,тәәлвртә тууль,мадькыл
284,Rede::N,келлһн,верам
285,Sprache::N,келн,кыл
286,Stimme::N,дун,куара
287,Wort::N,үг,кыл
288,Zeichen::N,темдг,пус
289,Zeichen::N,темдг,тодмет
290,Ruf::N,дуудлһн,ӧтён
291,Ruf::N,дуудлһн,чортон
292,Lärm::N,шууган,ӵашетон
293,Laut::N,ә,куара
294,Ton::N,дун,куара
295,Lied::N,дун,кырӟан
296,Ruhe::N,амулң,чалмыт улон
297,Leute::N,әмтн,адямиос
298,Volk::N,улс,калык
299,Arbeit::N,көдлмш,уж
300,Gast::N,гиич,куно
301,Geschenk::N,белг,салам
302,Geschenk::N,белг,кузьым
303,Spiel::N,наадн,шудон
304,Gesellschaft::N,олн,калык
305,Hilfe::N,нөкд,юрттон
306,Freund::N,иньг,эш
307,Freund::N,иньг,юлтош
308,Kamerad::N,үр,тодмо
309,Angelegenheit::N,керг,уж
310,Anzahl::N,то,лыд
311,Art::N,зүүл,тус
312,Stück::N,хусг,юдэс
313,Teil::N,хүв,люкет
314,Hälfte::N,өрәл,ӝыны
315,Kreis::N,төгрг,котырес
316,Kreuz::N,кирс,крест
317,Linie::N,зурасн,гож
318,Strich::N,татасн,гож
319,Abstand::N,зә,вис
320,Abstand::N,зә,кусып
321,Entfernung::N,һазр,кусып
322,Gegend::N,һазр,инты
323,Platz::N,зә,инты
324,Ort::N,бәәрн,инты
325,Ort::N,бәәрн,места
326,Seite::N,тал,пал
327,Seite::N,хаҗу,пал
328,Seite::N,хәврһ,пал
329,Mitte::N,дунд,шор
330,Gegenstand::N,юмн,арбери
331,Sache::N,юмн,котыр
332,Rand::N,зах,дур
333,Rand::N,зах,шаер
334,Kante::N,ирмәг,дур
335,Ecke::N,өнцг,сэрег
336,Spitze::N,үзүр,йыл
337,Ende::N,үзүр,пум
338,Loch::N,хаһрха,пась
339,Winkel::N,булң,сэрег
340,Muster::N,намч,пужы
341,Größe::N,кемҗән,быдӟала
342,Länge::N,ут,кузьдала
343,Höhe::N,өндр,ӝуждала
344,Gewicht::N,күнд,сектала
345,Gewicht::N,күнд,секытлык
346,Gewicht::N,чиңнүр,сектала
347,Gewicht::N,чиңнүр,секытлык
348,Menge::N,ик,лыд
349,Menge::N,ик,лыдпус
350,Haufen::N,ова,люк
351,Reihe::N,зерг,чур
352,Reihe::N,зерглән,чур
353,Boot::N,оңһц,пыж
354,Boot::N,оңһц,лодка
355,Ruder::N,хәәв,полыс
356,Schlitten::N,цан,додьы
357,Ski::N,лыҗ,куас
358,Lagerfeuer::N,костёр,тылскем
359,Last::N,күнд,секыт
360,Gang::N,йовлһн,ветлон
361,Schritt::N,ишкм,вамыш
362,Norden::N,ар үзг,уйпал
363,Süden::N,өмн,лымшор
364,Süden::N,өмн үзг,лымшор
365,Westen::N,барун,шунды пуксён
366,Westen::N,барун үзг,шунды пуксён
367,Osten::N,зүн,шунды ӝужан
368,Osten::N,зүн үзг,шунды ӝужан
369,Holz::N,модн,пу
370,Brett::N,харһа,пул
371,Platte::N,хавтха чолун,плита
372,Stütze::N,тулг,пыкет
373,Stange::N,уньн,пуӵ
374,Stock::N,модн,боды
375,Stab::N,шуург,пуӵ
376,Stab::N,шуург,боды
377,Rohr::N,турва,труба
378,Haus::N,гер,юрт
379,Heim::N,гер-бул,корка
380,Ofen::N,беш,гур
381,Fußboden::N,девскр,выж
382,Tisch::N,ширә,ӝӧк
383,Stuhl::N,стул,пукон
384,Wiege::N,өлгә,кӧкы
385,Wiege::N,өлгә,зыбка
386,Wiege::N,дүүҗң,кӧкы
387,Wiege::N,дүүҗң,зыбка
388,Bett::N,орн,валес
389,Bett::N,орндг,валес
390,Regal::N,таг,ӝажы
391,Regal::N,тәвц,ӝажы
392,Kiste::N,яршг,ящик
393,Fenster::N,терз,укно
394,Fenster::N,терз,косяк
395,Tür::N,үүдн,ӧс
396,Tor::N,үүдн,ӟезьы
397,Tor::N,өргн үүдн,ӟезьы
398,Tor::N,хашан үүдн,ӟезьы
399,Zaun::N,хаша,забор
400,Dach::N,деевр,липет
401,Leiter::N,шат,падӟа
402,Leiter::N,давшур,падӟа
403,Besen::N,сәвүр,ӵужон
404,Besen::N,сәвүр,исьнер
405,Spaten::N,күрз,лопатка
406,Schaufel::N,совг,ютырон
407,Gabel::N,серә,тэчы
408,Gabel::N,серә,вилка
409,Löffel::N,ухр,пуньы
410,Messer::N,утх,пурт
411,Nagel::N,хадасн,кортӵог
412,Netz::N,гөлм,сеть
413,Haken::N,дегә,курик
414,Griff::N,иш,ныд
415,Griff::N,бәрүл,ныд
416,Schloss::N,оньс,тунгон
417,Bild::N,зург,суред
418,Figur::N,фигур,фигура
419,Puppe::N,наадһа,мунё
420,Beutel::N,мишг,пуйы
421,Bündel::N,багла,керттэт
422,Bündel::N,боодһа,керттэт
423,Tasche::N,сумк,пуйы
424,Tasche::N,сумк,сумка
425,Eimer::N,суулһ,ведра
426,Deckel::N,бүркәсн,ӵоксэт
427,Geschirr::N,сав,тусьты-пуньы
428,Geschirr::N,сав-сарх,тусьты-пуньы
429,Sack::N,мишг,пуйы
430,Tasse::N,ааһ,ӵаша
431,Topf::N,кастрюль,миска
432,Kessel::N,хәәсн,пурты
433,Essen::N,зоогллһн,сиськон
434,Nahrung::N,теҗәл,сион
435,Speise::N,хот,сиён
436,Fleisch::N,махн,сӥль
437,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,ю тысь
438,Brei::N,хаш,ӝук
439,Brot::N,өдмг,нянь
440,Scheibe::N,зүсм,шорем
441,Fett::N,өөкн,кӧй
442,Butter::N,тосн,вӧй
443,Öl::N,тосн,вӧй
444,Salz::N,давсн,сылал
445,Suppe::N,шөлн,шыд
446,Honig::N,бал,чечы
447,Milch::N,үсн,йӧл
448,Tee::N,цә,чай
449,Leder::N,арсн,сурон
450,Wolle::N,утцн,гон
451,Wolle::N,утцн,ыжгон
452,Wolle::N,эд,гон
453,Wolle::N,эд,ыжгон
454,Stoff::N,эд,куэм
455,Nadel::N,зүн,вень
456,Faden::N,утцн,сӥньыс
457,Knopf::N,товч,бирды
458,Knoten::N,зәңгдә,герд
459,Farbe::N,будг,буёл
460,Kleidung::N,хувцн,дӥсь
461,Kleidung::N,хувц-хунр,дӥсь
462,Hemd::N,киилг,дэрем
463,Kragen::N,зах,сирес
464,Ärmel::N,ханцн,саес
465,Hose::N,шалвур,брюки
466,Hose::N,шалвур,штань
467,Gürtel::N,бүс,кускерттон
468,Mütze::N,махла,ызьы
469,Schuh::N,башмгуд,ботинка
470,Stiefel::N,һосн,сапег
471,Ring::N,билцг,зундэс
472,Band::N,лент,лента
473,Kamm::N,сам,сын
474,Spiegel::N,толь,синучкон
475,Riemen::N,бүс,е
476,Schnur::N,деесн,гозы
477,Leine::N,бурнтг,думет
478,Leine::N,нохан көтлвр,думет
479,Decke::N,көнҗл,шобрет
480,Kissen::N,дер,миндэр
481,Tuch::N,альчур,кышет
482,Handtuch::N,полотенц,ӵушкон
483,Handtuch::N,һар-нүүрин альчур,ӵушкон
484,Kraft::N,күчн,кать
485,Kraft::N,күчн,ӟигар
486,Stärke::N,чидл,юнлык
487,Gesundheit::N,эрүл-менд,тазалык
488,Krankheit::N,өвчн,висён
489,Schmerz::N,өвдлһн,висён
490,Wunde::N,шав,яра
491,Fieber::N,безг,кезег
492,Arznei::N,эм,эмъюм
493,Brücke::N,тагт,выж
494,Brunnen::N,худг,колдэч
495,Weide::N,малын идг,возь
496,Pfad::N,цувг,сюрес
497,Weg::N,хаалһ,сюрес
498,Straße::N,зам,сюрес
499,Dorf::N,хотн,гурт
500,Stadt::N,балһсн,кар
501,Stadt::N,балһсн,город
502,Brief::N,бичг,гожтэт
503,Buch::N,дегтр,книга
504,Buchstabe::N,үзг,буква
505,Zeitung::N,газет,газет
506,Leben::N,җирһл,улон
507,Tod::N,үкл,кулон
508,Tod::N,өңгрлһн,кулон
509,Grab::N,оршалһна нүкн,шайгу
510,Kirche::N,чонҗ,черк
511,Sünde::N,нүл,сьӧлык
512,Sünde::N,килнц,сьӧлык
513,Gott::N,бурхн,ӥнмар
514,Arbeiter::N,көдлмшч,рабочий
515,Chef::N,толһач,начальник
516,Meister::N,урн,кибашлы
517,Arzt::N,эмч,врач
518,Lehrer::N,багш,дышетӥсь
519,Geld::N,мөңгн,уксё
520,Geld::N,мөңгн,коньдон
521,Geschäft::N,көдлмш,уж
522,Laden::N,лавк,магазин
523,Preis::N,үн,дун
524,Ware::N,эд-тавр,вуз
525,Nutzen::N,олз,пайда
526,Reichtum::N,зөөр,узырлык
527,Welt::N,орчлң,дунне
528,Welt::N,делкә,дунне
529,Land::N,орн-нутг,шаер
530,Staat::N,государств,кун
531,König::N,хан,эксэй
532,Macht::N,йосн,власть
533,Grenze::N,меҗә,кунгож
534,Krieg::N,дән,ож
535,Feind::N,дәәсн,тушмон
536,Gewalt::N,күч һарһлһн,эриктэман
537,Kampf::N,ноолдан,нюръяськон
538,Kampf::N,бәрлдлһн,нюръяськон
539,Bogen[Waffe]::N,саадг,пукыӵ
540,Pfeil::N,сумн,пукыӵ вень
541,Gewehr::N,бу,пыӵал
542,Fehler::N,алдг,янгыш
543,Lüge::N,худл,пӧян
544,Lüge::N,худл,алдан
545,Lüge::N,худл,ӧрекчан
546,Schaden::N,хорлт,изъян
547,Unglück::N,гүрм,куректон
548,Unglück::N,гүрм,шудтэме усён
549,Schuld::N,гем,янгыш
550,Schuld::N,буру,янгыш
551,Alter::N,насн,арлыд
552,Schluss::N,чилгч,пум
553,Zeit::N,цаг,дыр
554,Tag::N,өдр,нунал
555,Morgen::N,өрүн,ӵукна
556,Mittag::N,үд,лымшор
557,Abend::N,асхн,ӝыт
558,Abend::N,асхн,акшан
559,Nacht::N,сө,уй
560,Woche::N,долан хонг,арня
561,Monat::N,сар,толэзь
562,Jahr::N,җил,ар
563,Frühling::N,хавр,тулыс
564,Sommer::N,зун,гужем
565,Herbst::N,намр,сӥзьыл
566,Winter::N,үвл,тол
567,Januar::N,январь,выльартолэзь
568,Februar::N,февраль,тулыспал
569,März::N,март,южтолэзь
570,März::N,моһа сар,южтолэзь
571,April::N,апрель,оштолэзь
572,Mai::N,май,куартолэзь
573,Juni::N,июнь,вожотолэзь
574,Juni::N,мөчн сар,вожотолэзь
575,Juli::N,июль,пӧсьтолэзь
576,August::N,август,гудырикошкон
577,September::N,һаха сар,куарусён
578,Oktober::N,октябрь,выльӝуктолэзь
579,November::N,ноябрь,шуркынмон
580,November::N,үкр сар,шуркынмон
581,Dezember::N,бар сар,толсур
582,Montag::N,понедельник,вордӥськон
583,Dienstag::N,вторник,вторник
584,Mittwoch::N,среда,вирнунал
585,Mittwoch::N,үлмҗ өдр,вирнунал
586,Donnerstag::N,четверг,покчиарня
587,Donnerstag::N,пүрвә өдр,покчиарня
588,Freitag::N,пятниц,удмуртарня
589,Samstag::N,суббот,кӧснунал
590,Sonntag::N,нарн өдр,арня
591,Sonntag::N,воскресень,арня
592,groß::A,ик,бадӟым
593,klein::A,бичкн,пичи
594,lang::A,ут,кузь
595,kurz::A,оһтр,вакчи
596,breit::A,өргн,паськыт
597,schmal::A,уутьхн,сюлэг
598,dicht::A,нигт,ӵем
599,dick[Gegenstand]::A,зузан,зӧк
600,dünn::A,нимгн,векчи
601,fein::A,нәрхн,векчи
602,fest::A,бат,юн
603,fest::A,бат,чурыт
604,flach::A,хавтха,ӵошкыт
605,glatt::A,тегш,гылыт
606,glatt::A,тегш,вольыт
607,glatt::A,тиньгр,гылыт
608,glatt::A,тиньгр,вольыт
609,hart::A,хату,чурыт
610,weich::A,җөөлн,небыт
611,weich::A,җөөлкн,небыт
612,rund::A,төгрг,котырес
613,spitz::A,шовһр,йылсо
614,scharf::A,хурц,лэчыт
615,stumpf::A,мука,ныж
616,schwer::A,күнд,секыт
617,schön::A,сәәхн,чебер
618,heiß::A,халун,пӧсь
619,warm::A,дулан,шуныт
620,kalt::A,киитн,кезьыт
621,kühl::A,серүн,юзмыт
622,kühl::A,серүн,салкым
623,frisch::A,серүн,выль
624,feucht::A,чиигтә,мускыт
625,nass::A,чиигтә,котмем
626,trocken::A,хагсу,кӧс
627,voll::A,дүүрң,тыр
628,leer::A,сул,буш
629,leer::A,сул,тырттэм
630,leer::A,хоосн,буш
631,leer::A,хоосн,тырттэм
632,offen::A,секәтә,усьтэм
633,geschlossen::A,хаалһата,ӵогам
634,geschlossen::A,хаалһата,пунням
635,sauber::A,цевр,ӝикыт
636,sauber::A,цевр,чылкыт
637,schmutzig::A,киртә,нӧд
638,roh::A,түүкә,ыль
639,reif::A,болсн,вуэм
640,lecker::A,әмтәхн,ческыт
641,süß::A,әмтәхн,ческыт
642,bitter::A,һашун,курыт
643,bitter::A,һашута,курыт
644,sauer::A,ишклң,чырс
645,hell::A,герлтә,югыт
646,dunkel::A,харңһу,пеймыт
647,schwarz::A,хар,сьӧд
648,weiß::A,цаһан,тӧдьы
649,rot::A,улан,горд
650,gelb::A,шар,ӵуж
651,blau::A,көк,лыз
652,grün::A,көк,вож
653,grau::A,бор,пурысь
654,bunt::A,алг,куӵо
655,bunt::A,эрәтә,куӵо
656,billig::A,кимд,дунтэм
657,teuer::A,үнтә,дуно
658,wertvoll::A,үнтә,дуно
659,wertvoll::A,эрднь,дуно
660,blind::A,сохр,сукыр
661,blind::A,сохр,синтэм
662,taub::A,дүлә,пельтэм
663,kräftig::A,күчтә,кужмо
664,stark::A,чаңһ,юн
665,stark::A,чаңһ,кужмо
666,schwach::A,күчн тату,ляб
667,schwach::A,күчн тату,начар
668,fett::A,тарһн,кӧй
669,schlank::A,эццн,веськыт
670,schlank::A,эццн,веськрес
671,hübsch::A,көркхн,чебер
672,hübsch::A,көркхн,синмаськымон
673,böse::A,уурта,лек
674,dumm::A,тенг,шузи
675,dumm::A,тенг,визьтэм
676,faul::A,залху,азьтэм
677,fleißig::A,кинән,сюлмо
678,fleißig::A,кинмһә,сюлмо
679,geizig::A,ховдг,сук
680,klug::A,ухата,визьмо
681,geschickt::A,чадмг,усто
682,geschickt::A,чадмг,быгатӥсь
683,lieb::A,эңкр,мусо
684,lustig::A,сергмҗтә,шулдыр
685,lustig::A,җирһлтә,шулдыр
686,sanft::A,номһн,мусо
687,sanft::A,номһн,эрке
688,hungrig::A,өлн,сютэм
689,hungrig::A,харһнсн,сютэм
690,krank::A,өвчтә,висись
691,krank::A,шалтгта,висись
692,nackt::A,нүцкн,гольык
693,traurig::A,һундлта,мӧзмыт
694,lebendig::A,әмд,улэп
695,gut::A,сән,ӟеч
696,gut::A,сән,умой
697,schlecht::A,му,урод
698,schlecht::A,му,алама
699,richtig::A,зөвтә,шонер
700,schlimm::A,җигшүртә,алама
701,wahr::A,үнн,зэмос
702,wahr::A,мөн,зэмос
703,alt::A,хуучн,вуж
704,neu::A,шин,выль
705,ehemalig::A,хуучн,азьвылэз
706,alt[Lebewesen]::A,көгшн,пересь
707,jung::A,баһ,егит
708,jung::A,баһ,пинал
709,arm::A,угатя,начар
710,arm::A,угатя,куанер
711,reich::A,байн,узыр
712,bekannt::A,таньл,тодмо
713,bekannt::A,таньдг,тодмо
714,berühmt::A,туурсн,дано
715,fremd::A,күүнә,ят
716,verschieden::A,әдл биш,пӧртэм
717,verschieden::A,йилһәтә,пӧртэм
718,nah::A,өөрхн,матысь
719,fern::A,хол,кыдёкысь
720,linker::A,зүн,паллян
721,rechter::A,барун,бур
722,rechter::A,барун,бурпал
723,anderer::A,талдан,мукет
724,erster::A,негдгч,нырысетӥез
725,zweiter::A,хойрдгч,кыктэтӥез
726,dritter::A,һурвдгч,кунньметӥез
727,letzter::A,отхн,берло
728,letzter::A,отхн,берпум
729,allein::ADV,һанцарн,огназ
730,auf einmal::ADV,нег дәкҗ,огдыре
731,zusammen::ADV,хамдан,ӵош
732,zusammen::ADV,хамдан,валче
733,lange::ADV,удан,кема
734,plötzlich::ADV,генткн,мапламтэ шорысь
735,sofort::ADV,дарунь,али ик
736,später::ADV,сүүлд,бергес
737,später::ADV,сүүлд,берлогес
738,jetzt::ADV,ода,али
739,jetzt::ADV,ода,табере
740,heute::ADV,эндр,туннэ
741,morgen::ADV,маңһдур,ӵуказе
742,bald::ADV,дарунь,ӝоген
743,dann::ADV,дәкәд,берло
744,gestern::ADV,өцклдүр,толон
745,einst::ADV,нег саамд,огпол
746,einst::ADV,нег саамд,одӥг пол
747,damals::ADV,тиигхд,соку
748,danach::ADV,тегәд,собере
749,vorher::ADV,урд,азьло
750,vorher::ADV,урд,азьвыл
751,zuerst::ADV,түрүләд,азьло
752,einmal::ADV,нег дәкҗ,огпол
753,manchmal::ADV,зәрмдән,куддыръя
754,oft::ADV,хара биш,ӵем
755,oft::ADV,хатяр биш,ӵем
756,oft::ADV,дару-дарунь,ӵем
757,immer::ADV,оньдинд,пыр
758,immer::ADV,оньдинд,котьку
759,niemals::ADV,кезә чмгн биш,уз ноку
760,hier::ADV,энд,татын
761,hier::ADV,энүнд,татын
762,hierhin::ADV,нааран,татчы
763,von hier::ADV,эндәс,татысь
764,dort::ADV,тенд,отӥ
765,dort::ADV,тенд,отын
766,dorthin::ADV,тиигән,отчы
767,geradeaus::ADV,шуд,меӵак
768,vorwärts::ADV,уралан,азьлань
769,rückwärts::ADV,гедргән,берлань
770,zurück::ADV,хәрү,берен
771,zurück::ADV,хәрү,берлань
772,unten::ADV,дор,улын
773,hinab::ADV,дор,улэ
774,hinab::ADV,доракшан,улэ
775,oben::ADV,деер,вылын
776,oben::ADV,деер,вылӥын
