,Concept_ID,hr,es
854,fern::A,daljnji,lejano
855,linker::A,lijevi,izquierdo
856,rechter::A,desni,derecho
857,anderer::A,drugi,otro
858,anderer::A,drugačiji,otro
859,erster::A,prvi,primero
860,zweiter::A,drugi,segundo
861,dritter::A,treći,tercero
862,letzter::A,zadnji,último
863,allein::ADV,sam,a solo
864,auf einmal::ADV,istodobno,de una vez
865,zusammen::ADV,skupa,juntos
866,zusammen::ADV,zajedno,juntos
867,lange::ADV,dugo,mucho tiempo
868,plötzlich::ADV,naglo,de repente
869,plötzlich::ADV,iznenada,de repente
870,sofort::ADV,odmah,en seguida
871,später::ADV,kasnije,más tarde
872,jetzt::ADV,sad,ahora
873,jetzt::ADV,sada,ahora
874,heute::ADV,danas,hoy
875,morgen::ADV,sutra,mañana
876,bald::ADV,skoro,pronto
877,bald::ADV,skoro,en breve
878,bald::ADV,doskora,pronto
879,bald::ADV,doskora,en breve
880,dann::ADV,zatim,luego
881,dann::ADV,zatim,entonces
882,gestern::ADV,juče,ayer
883,gestern::ADV,jučer,ayer
884,einst::ADV,negda,antaño
885,einst::ADV,nekada,antaño
886,damals::ADV,tada,entonces
887,damals::ADV,onda,entonces
888,danach::ADV,poslije,después
889,danach::ADV,nakon toga,después
890,vorher::ADV,prije,antes
891,vorher::ADV,prije toga,antes
892,zuerst::ADV,prvo,primero
893,zuerst::ADV,najprije,primero
894,einmal::ADV,jednom,una vez
895,einmal::ADV,jedanput,una vez
896,manchmal::ADV,katkad,a veces
897,manchmal::ADV,katkada,a veces
898,oft::ADV,često,a menudo
899,oft::ADV,često,con frecuencia
900,immer::ADV,vazda,siempre
901,immer::ADV,uvijek,siempre
902,niemals::ADV,nikad,jamás
903,niemals::ADV,nikada,jamás
904,hier::ADV,tu,aquí
905,hier::ADV,ovdje,aquí
906,hierhin::ADV,amo,acá
907,hierhin::ADV,ovamo,acá
908,von hier::ADV,odavde,desde aquí
909,dort::ADV,ondje,ahí
910,dort::ADV,ondje,allí
911,dorthin::ADV,onamo,allí
912,dorthin::ADV,onamo,hacia allí
913,geradeaus::ADV,ravno,todo derecho
914,vorwärts::ADV,naprijed,adelante
915,rückwärts::ADV,natrag,hacia atrás
916,zurück::ADV,nazad,atrás
917,zurück::ADV,natrag,atrás
918,unten::ADV,dolje,abajo
919,hinab::ADV,nizbrdo,hacia abajo
920,oben::ADV,gore,arriba
921,hinauf::ADV,uzbrdo,hacia arriba
922,überall::ADV,svuda,por todas partes
923,überall::ADV,svagdje,por todas partes
924,nicht::ADV,ne,no
925,ein wenig::ADV,malo,un poco
926,kaum::ADV,tek,apenas
927,kaum::ADV,jedva,apenas
928,sehr::ADV,jako,muy
929,sehr::ADV,jako,mucho
930,sehr::ADV,veoma,muy
931,sehr::ADV,veoma,mucho
932,so::ADV,tako,tan
933,so::ADV,ovako,tan
934,noch::ADV,još,aún
935,noch::ADV,još,todavía
936,nur::ADV,samo,solamente
937,schon::ADV,već,ya
938,wieder::ADV,opet,de nuevo
939,wieder::ADV,ponovo,de nuevo
940,vergebens::ADV,uzalud,en vano
941,vergebens::ADV,zabadava,en vano
942,vor::PRP,pred,antes de
943,vor::PRP,pred,delante de
944,vor::PRP,ispred,antes de
945,vor::PRP,ispred,delante de
946,hinter::PRP,za,tras
947,hinter::PRP,za,detrás de
948,hinter::PRP,iza,tras
949,hinter::PRP,iza,detrás de
950,unter::PRP,pod,bajo
951,unter::PRP,pod,debajo de
952,unter::PRP,ispod,bajo
953,unter::PRP,ispod,debajo de
954,durch::PRP,po,por
955,durch::PRP,po,a través de
956,durch::PRP,kroz,por
957,durch::PRP,kroz,a través de
958,neben::PRP,kraj,al lado de
959,neben::PRP,pored,al lado de
960,neben::PRP,pokraj,al lado de
961,zwischen::PRP,među,entre
962,zwischen::PRP,između,entre
963,wegen::PRP,radi,por
964,wegen::PRP,radi,a causa de
965,wegen::PRP,zbog,por
966,wegen::PRP,zbog,a causa de
967,dies::PRN,ovo,esto
968,das::PRN,to,eso
969,das::PRN,to,esto
970,das::PRN,ono,eso
971,das::PRN,ono,esto
972,alles::PRN,sve,todo
973,ich::PRN,ja,yo
974,du::PRN,ti,tú
975,er::PRN,on,él
976,wir::PRN,mi,nosotros
977,ihr::PRN,vi,vosotros
978,sie::PRN,oni,ellos
979,was::FPRN,što,qué
980,wer::FPRN,tko,quién
981,wo::FADV,gdje,dónde
982,wohin::FADV,kuda,adónde
983,wohin::FADV,kuda,hacia dónde
984,wohin::FADV,kamo,adónde
985,wohin::FADV,kamo,hacia dónde
986,wie::FADV,kako,cómo
987,warum::FADV,zašto,por qué
988,wieviel::FNUM,koliko,cuánto
989,eins::NUM,jedan,uno
990,zwei::NUM,dva,dos
991,drei::NUM,tri,tres
992,vier::NUM,četiri,cuatro
993,fünf::NUM,pet,cinco
994,sechs::NUM,šest,seis
995,sieben::NUM,sedam,siete
996,acht::NUM,osam,ocho
997,neun::NUM,devet,nueve
998,zehn::NUM,deset,diez
999,elf::NUM,jedanaest,once
1000,zwölf::NUM,dvanaest,doce
1001,zwanzig::NUM,dvadeset,veinte
1002,dreißig::NUM,trideset,treinta
1003,vierzig::NUM,četrdeset,cuarenta
1004,fünfzig::NUM,pedeset,cincuenta
1005,sechzig::NUM,šezdeset,sesenta
1006,siebzig::NUM,sedamdeset,setenta
1007,achtzig::NUM,osamdeset,ochenta
1008,neunzig::NUM,devetdeset,noventa
1009,hundert::NUM,sto,cien
1010,hundert::NUM,sto,ciento
1011,tausend::NUM,tisuća,mil
1012,und::CNJ,i,y
1013,und::CNJ,te,y
1014,oder::CNJ,ili,o
1015,stehen::V,stajati,estar de pie
1016,sitzen::V,sjediti,estar sentado
1017,liegen::V,ležati,yacer
1018,liegen::V,ležati,estar acostado
1019,hängen::V,visiti,pender
1020,werden::V,postati,hacerse
1021,werden::V,činiti se,hacerse
1022,passieren::V,desiti se,suceder
1023,passieren::V,dogoditi se,suceder
1024,beginnen::V,početi,iniciarse
1025,beginnen::V,početi,principiar
1026,enden::V,prestati,acabar
1027,enden::V,prestati,terminar
1028,enden::V,svršiti se,acabar
1029,enden::V,svršiti se,terminar
1030,wechseln::V,mijenjati se,variar
1031,wechseln::V,mijenjati se,alternar
1032,aufgehen[Sonne]::V,izići,salir
1033,untergehen[Sonne]::V,zaći,ponerse
1034,untergehen[Sonne]::V,zaći,descender
1035,scheinen[Sonne]::V,sijati,brillar
1036,donnern::V,grmjeti,tronar
1037,wehen::V,duhati,soplar
1038,strömen::V,strujati,afluir
1039,fließen::V,teći,fluir
1040,fließen::V,teći,correr
1041,sich drehen::V,obrtati se,girar
1042,sich drehen::V,vrtjeti se,girar
1043,schwanken::V,teturati,vacilar
1044,schwanken::V,kolebati se,vacilar
1045,schwingen::V,njihati,oscilar
1046,schwingen::V,titrati,oscilar
1047,fallen::V,padati,caer
1048,brennen::V,gorjeti,arder
1049,brennen::V,gorjeti,quemar
1050,rauchen::V,dimiti se,humear
1051,rauchen::V,dimiti se,echar humo
1052,regnen::V,kišiti,llover
1053,regnen::V,daždjeti,llover
1054,gefrieren::V,smrznuti se,helarse
1055,tauen::V,kopnjeti,deshelarse
1056,tauen::V,kraviti se,deshelarse
1057,schmelzen::V,topiti se,fundirse
1058,schmelzen::V,topiti se,derretirse
1059,trocknen::V,sušiti se,secarse
1060,sieden::V,kipjeti,hervir
1061,sieden::V,ključati,hervir
1062,faulen::V,gnjiti,pudrirse
1063,verfaulen::V,sagnjiti,pudrirse
1064,reißen::V,otrgnuti se,romperse
1065,versinken::V,tonuti,hundirse
1066,versinken::V,propasti,hundirse
1067,vergehen::V,prolaziti,pasar
1068,erscheinen::V,pojaviti se,aparecer
1069,verschwinden::V,nestati,desaparecer
1070,verschwinden::V,izgubiti se,desaparecer
1071,sinken::V,trgnuti,bajar
1072,sinken::V,spustiti se,bajar
1073,abnehmen::V,opasti,decrecer
1074,abnehmen::V,opasti,disminuir
1075,zunehmen::V,povećati se,crecer
1076,zunehmen::V,povećati se,aumentar
1077,steigen::V,uzići,subir
1078,steigen::V,uzići,ascender
1079,steigen::V,nadoći,subir
1080,steigen::V,nadoći,ascender
1081,wachsen::V,rasti,crecer
1082,glänzen::V,blistati,brillar
1083,glänzen::V,blistati,resplandecer
1084,glänzen::V,sjati se,brillar
1085,glänzen::V,sjati se,resplandecer
1086,funkeln::V,svjetlucati,chispear
1087,lärmen::V,bučati,hacer ruido
1088,lärmen::V,galamiti,hacer ruido
1089,läuten::V,zvoniti,sonar
1090,läuten::V,zvoniti,repicar
1091,klingeln::V,zvoniti,tocar el timbre
1092,klirren::V,zvečati,tintinear
1093,brausen::V,hujati,zumbar
1094,rauschen::V,šumiti,murmurar
1095,rauschen::V,šuškati,murmurar
1096,klingen::V,zvučati,sonar
1097,bellen::V,lajati,ladrar
1098,heulen::V,zavijati,ulular
1099,blasen::V,puhati,soplar
1100,pfeifen::V,fućkati,silbar
1101,schreien::V,vikati,gritar
1102,schreien::V,kričati,gritar
1103,stöhnen::V,stenjati,gemir
1104,zittern::V,drhtati,temblar
1105,zittern::V,trepetati,temblar
1106,leben::V,živjeti,vivir
1107,geboren werden::V,roditi se,nacer
1108,atmen::V,disati,respirar
1109,trinken::V,piti,beber
1110,essen::V,jesti,comer
1111,schlucken::V,gutati,tragar
1112,müde werden::V,umoriti se,cansarse
1113,müde werden::V,umoriti se,fatigarse
1114,einschlafen::V,usnuti,dormirse
1115,einschlafen::V,zaspati,dormirse
1116,schlafen::V,spati,dormir
1117,aufwachen::V,probuditi se,despertarse
1118,aufstehen::V,ustati,levantarse
1119,sich erholen::V,odmoriti se,reposar
1120,sich erholen::V,odmoriti se,descansar
1121,krank werden::V,oboljeti se,caer enfermo
1122,krank werden::V,razboljeti se,caer enfermo
1123,krank sein::V,bolovati,estar enfermo
1124,schmerzen::V,boljeti,doler
1125,husten::V,kašljati,toser
1126,genesen::V,ozdraviti,convalecer
1127,genesen::V,ozdraviti,restablecerse
1128,genesen::V,oporaviti se,convalecer
1129,genesen::V,oporaviti se,restablecerse
1130,sterben::V,umrijeti,morir
1131,umkommen::V,skapati,perecer
1132,sich bewegen::V,gibati se,moverse
1133,sich bewegen::V,kretati se,moverse
1134,sich rühren::V,maknuti se,rebullir
1135,sich erheben::V,dići se,levantarse
1136,sich setzen::V,sjesti,sentarse
1137,hinfallen::V,pasti,caerse
1138,laufen::V,hodati,andar
1139,schreiten::V,stupati,proceder
1140,spazierengehen::V,šetati se,pasear
1141,spazierengehen::V,šetati se,pasearse
1142,eilen::V,hitati,correr prisa
1143,sich beeilen::V,požuriti se,darse prisa
1144,sausen::V,juriti,correr
1145,rennen::V,trčati,correr
1146,springen::V,skakati,saltar
1147,klettern::V,popeti se,trepar
1148,klettern::V,popeti se,escalar
1149,klettern::V,penjati se,trepar
1150,klettern::V,penjati se,escalar
1151,schaukeln::V,ljuljati se,bambolearse
1152,kriechen::V,puzati,reptar
1153,kriechen::V,puzati,arrastrarse
1154,kriechen::V,gmizati,reptar
1155,kriechen::V,gmizati,arrastrarse
1156,schwimmen::V,plivati,nadar
1157,tauchen::V,roniti,bucear
1158,tauchen::V,roniti,sumergirse
1159,tauchen::V,gnjuriti,bucear
1160,tauchen::V,gnjuriti,sumergirse
1161,rudern::V,veslati,remar
1162,fahren::V,voziti se,ir
1163,fliegen::V,letjeti,volar
1164,fliegen::V,lijetati,volar
1165,gehen::V,ići,ir
1166,gehen::V,ići,andar
1167,weggehen::V,otići,irse
1168,weggehen::V,otići,marcharse
1169,abfahren::V,krenuti,salir
1170,abfahren::V,krenuti,partir
1171,abfahren::V,otputovati,salir
1172,abfahren::V,otputovati,partir
1173,anhalten::V,stati,parar
1174,anhalten::V,stati,pararse
1175,anhalten::V,zaustaviti,parar
1176,anhalten::V,zaustaviti,pararse
1177,hineingehen::V,ulaziti,entrar
1178,eintreten::V,ući,entrar
1179,kommen::V,doći,venir
1180,ankommen::V,stići,llegar
1181,zurückkommen::V,vratiti se,volver
1182,zurückkommen::V,vratiti se,regresar
1183,zurückkommen::V,povratiti se,volver
1184,zurückkommen::V,povratiti se,regresar
1185,bleiben::V,ostati,quedarse
1186,warten::V,čekati,esperar
1187,erwarten::V,očekivati,esperar
1188,suchen::V,tražiti,buscar
1189,finden::V,naći,hallar
1190,finden::V,naći,encontrar
1191,versuchen::V,pokušati,intentar
1192,vorbereiten::V,spremiti,preparar
1193,vorbereiten::V,pripremiti,preparar
1194,lieben::V,voljeti,amar
1195,lieben::V,voljeti,querer
1196,mögen::V,voljeti,querer
1197,lachen::V,smijati se,reír
1198,rühren::V,taknuti,conmover
1199,weinen::V,plakati,llorar
1200,schimpfen::V,psovati,regañar
1201,sich ärgern::V,ljutiti se,enfadarse
1202,sich fürchten::V,bojati se,tener miedo
1203,fürchten::V,bojati se,temer
1204,fürchten::V,bojati se,tener miedo a
1205,fliehen::V,pobjeći,huir
1206,flüchten::V,utjeći,escaparse
1207,sehen::V,vidjeti,ver
1208,anschauen::V,ogledati,mirar
1209,ansehen::V,gledati,mirar
1210,hören::V,čuti,oír
1211,zuhören::V,slušati,escuchar
1212,probieren::V,probati,probar
1213,probieren::V,probati,degustar
1214,riechen::V,osjećati miris,oler
1215,fühlen::V,osjećati,sentir
1216,scheinen::V,činiti se,parecer
1217,zu sehen sein::V,biti vidljiv,poder verse
1218,vernehmen::V,saznati,oír
1219,vernehmen::V,saznati,percibir
1220,frieren::V,zima je,tener frío
1221,tun::V,raditi,hacer
1222,können::V,moći,poder
1223,wollen::V,htjeti,querer
1224,anfangen::V,početi,iniciar
1225,beenden::V,svršiti,acabar
1226,beenden::V,svršiti,terminar
1227,beenden::V,dovršiti,acabar
1228,beenden::V,dovršiti,terminar
1229,aufhören::V,prestati,cesar
1230,gelingen::V,uspjeti,salir bien
1231,geraten::V,desiti se,salir
1232,geraten::V,desiti se,dar resultado
1233,öffnen::V,otvoriti,abrir
1234,schließen::V,zatvoriti,cerrar
1235,stellen::V,metnuti,poner
1236,stellen::V,metnuti,colocar
1237,stellen::V,postaviti,poner
1238,stellen::V,postaviti,colocar
1239,setzen::V,posaditi,poner
1240,setzen::V,posaditi,colocar
1241,legen::V,polagati,poner
1242,berühren::V,doticati,tocar
1243,berühren::V,dodirivati,tocar
1244,verbinden::V,spojiti,unir
1245,verbinden::V,spojiti,juntar
1246,verbinden::V,zavezati,unir
1247,verbinden::V,zavezati,juntar
1248,bedecken::V,pokriti,tapar
1249,bedecken::V,pokriti,cubrir
1250,aufhängen::V,objesiti,colgar
1251,anzünden::V,upaliti,encender
1252,anzünden::V,zapaliti,encender
1253,aufheben::V,podići,recoger
1254,aufheben::V,podignuti,recoger
1255,zurücklassen::V,ostaviti,dejar
1256,zurücklassen::V,pustiti natrag,dejar
1257,verlieren::V,izgubiti,perder
1258,fallen lassen::V,ispustiti,dejar caer
1259,machen::V,uraditi,hacer
1260,machen::V,načiniti,hacer
1261,machen::V,napraviti,hacer
1262,herstellen::V,proizvesti,fabricar
1263,bauen::V,graditi,construir
1264,reparieren::V,popraviti,reparar
1265,verbessern::V,poboljšati,mejorar
1266,ändern::V,promijeniti,mudar
1267,ändern::V,promijeniti,modificar
1268,graben::V,kopati,cavar
1269,graben::V,kopkati,cavar
1270,beugen::V,saviti,doblar
1271,beugen::V,saviti,inclinar
1272,biegen::V,saviti,doblar
1273,biegen::V,sagnuti,doblar
1274,drehen::V,vrtjeti,volver
1275,drehen::V,vrtjeti,hacer girar
1276,wenden::V,obrnuti,volver
1277,umdrehen::V,okrenuti,revolver
1278,umdrehen::V,prevŕnuti,revolver
1279,heben::V,dizati,levantar
1280,hochheben::V,dignuti,alzar
1281,ergreifen::V,uhvatiti,coger
1282,ergreifen::V,prihvatiti,coger
1283,halten::V,držati,tener
1284,drücken::V,pritiskivati,apretar
1285,schieben::V,gurati,empujar
1286,kratzen::V,česati,rascar
1287,kratzen::V,grepsti,rascar
1288,lecken::V,lizati,lamer
1289,beißen::V,ujesti,morder
1290,beißen::V,gristi,morder
1291,abreißen::V,otkinuti,arrancar
1292,abschneiden::V,odrezati,cortar
1293,binden::V,vezati,atar
1294,stecken::V,turiti,meter
1295,brechen::V,slomiti,romper
1296,brechen::V,slomiti,quebrar
1297,klopfen::V,lupati,golpear
1298,klopfen::V,kucati,golpear
1299,hauen::V,tući,pegar
1300,hauen::V,udarati,pegar
1301,kleben::V,lijepiti,pegar
1302,kleben::V,lijepiti,encolar
1303,reiben::V,trti,frotar
1304,streichen::V,namazati,untar
1305,streichen::V,namazati,recubrir
1306,schleifen::V,brusiti,afilar
1307,schneiden::V,rezati,cortar
1308,rütteln::V,drmati,agitar
1309,schütteln::V,tresti,agitar
1310,schütteln::V,tresti,sacudir
1311,schwenken::V,mahati,menear
1312,schütten::V,sipati,verter
1313,schütten::V,lijevati,verter
1314,füllen::V,napuniti,llenar
1315,einwickeln::V,umotati,envolver
1316,einwickeln::V,zamotati,envolver
1317,tragen::V,nositi,llevar
1318,schleppen::V,tegliti,arrastrar
1319,ziehen::V,vući,tirar
1320,aufbewahren::V,čuvati,conservar
1321,werfen::V,bacati,echar
1322,werfen::V,bacati,lanzar
1323,fangen::V,loviti,coger
1324,fangen::V,hvatati,coger
1325,packen::V,ščepati,agarrar
1326,packen::V,zgrabiti,agarrar
1327,verstecken::V,sakriti,esconder
1328,teilen::V,podijeliti,partir
1329,teilen::V,podijeliti,dividir
1330,schicken::V,slati,enviar
1331,bringen::V,donijeti,traer
1332,hinzufügen::V,dodati,añadir
1333,hinzufügen::V,pridati,añadir
1334,bekommen::V,dobiti,obtener
1335,bekommen::V,dobiti,conseguir
1336,erhalten::V,primiti,recibir
1337,nehmen::V,uzeti,tomar
1338,wählen::V,izabrati,elegir
1339,auswählen::V,odabrati,escoger
1340,auswählen::V,odabrati,seleccionar
1341,bewahren::V,sačuvati,guardar
1342,bewahren::V,sačuvati,preservar
1343,behindern::V,smetati,estorbar
1344,behindern::V,smetati,obstaculizar
1345,verderben::V,pokvariti,estropear
1346,beschädigen::V,oštetiti,deteriorar
1347,zerbrechen::V,razbiti,romper
1348,zerbrechen::V,razbiti,quebrar
1349,zerbrechen::V,prelomiti,romper
1350,zerbrechen::V,prelomiti,quebrar
1351,zerreißen::V,poderati,desgarrar
1352,zerreißen::V,poderati,despedazar
1353,zerreißen::V,rastrgnuti,desgarrar
1354,zerreißen::V,rastrgnuti,despedazar
1355,zerstören::V,razoriti,destruir
1356,zerstören::V,razoriti,destrozar
1357,zerstören::V,razrušiti,destruir
1358,zerstören::V,razrušiti,destrozar
1359,verbrennen::V,spaliti,quemar
1360,verbrennen::V,sagorjeti,quemar
1361,geben::V,dati,dar
1362,reichen::V,pružiti,pasar
1363,schenken::V,darivati,regalar
1364,versprechen::V,obećati,prometer
1365,wünschen::V,željeti,desear
1366,loben::V,hvaliti,alabar
1367,küssen::V,ljubiti,besar
1368,wiegen::V,njihati,mecer
1369,wiegen::V,ljuljati,mecer
1370,zudecken::V,pokriti,tapar
1371,zudecken::V,pokriti,cubrir
1372,wecken::V,probuditi,despertar
1373,zeigen::V,pokazati,mostrar
1374,führen::V,voditi,guiar
1375,führen::V,voditi,conducir
1376,lehren::V,učiti,enseñar
1377,lehren::V,učiti,instruir
1378,unterrichten::V,poučiti,enseñar
1379,aufziehen::V,uzgajati,criar
1380,leiten::V,upravljati,guiar
1381,leiten::V,upravljati,dirigir
1382,antreiben::V,natjeravati,impeler
1383,antreiben::V,natjeravati,impulsar
1384,lassen::V,dati,hacer
1385,einladen::V,pozvati,invitar
1386,vereinigen::V,ujediniti,unir
1387,besuchen::V,posjetiti,visitar
1388,besuchen::V,posjetiti,ir a ver
1389,treffen::V,sresti,encontrar
1390,sich versammeln::V,okupiti se,reunirse
1391,sich versammeln::V,okupiti se,congregarse
1392,spielen::V,igrati se,jugar
1393,singen::V,pjevati,cantar
1394,tanzen::V,plesati,bailar
1395,sich trennen::V,razići se,separarse
1396,verlassen::V,ostaviti,dejar
1397,verlassen::V,ostaviti,abandonar
1398,verlassen::V,napustiti,dejar
1399,verlassen::V,napustiti,abandonar
1400,retten::V,spasiti,salvar
1401,bewachen::V,čuvati,vigilar
1402,bewachen::V,stražariti,vigilar
1403,schützen::V,čuvati,proteger
1404,verteidigen::V,obraniti,defender
1405,sich schlagen::V,biti se,batirse
1406,sich schlagen::V,udariti se,batirse
1407,schießen::V,pucati,tirar
1408,schießen::V,pucati,disparar
1409,schießen::V,strijeljati,tirar
1410,schießen::V,strijeljati,disparar
1411,siegen::V,pobijediti,vencer
1412,ärgern::V,ljutiti,enojar
1413,ärgern::V,ljutiti,enfadar
1414,schlagen::V,biti,pegar
1415,schlagen::V,biti,golpear
1416,schlagen::V,udariti,pegar
1417,schlagen::V,udariti,golpear
1418,treten::V,šutnuti,dar una patada a
1419,stechen::V,ubosti,pinchar
1420,stoßen::V,gurnuti,empujar
1421,stehlen::V,ukrasti,robar
1422,stehlen::V,ukrasti,hurtar
1423,stören::V,smetati,molestar
1424,belästigen::V,smetati,molestar
1425,belästigen::V,smetati,importunar
1426,belästigen::V,dosaditi,molestar
1427,belästigen::V,dosaditi,importunar
1428,verbergen::V,skriti,ocultar
1429,verbergen::V,skriti,esconder
1430,täuschen::V,obmanuti,engañar
1431,betrügen::V,prevarati,engañar
1432,töten::V,ubiti,matar
1433,wohnen::V,stanovati,vivir
1434,wohnen::V,stanovati,habitar
1435,arbeiten::V,raditi,trabajar
1436,sammeln::V,sabrati,recoger
1437,sammeln::V,sabrati,coleccionar
1438,pflücken::V,ubrati,coger
1439,jagen::V,loviti,cazar
1440,fischen::V,ribati,pescar
1441,fischen::V,loviti ribu,pescar
1442,fassen::V,uloviti,atrapar
1443,fassen::V,uloviti,capturar
1444,hüten::V,pasti,guardar
1445,treiben::V,goniti,aballar
1446,anbinden::V,privezati,atar
1447,füttern::V,hraniti,echar de comer
1448,melken::V,musti,ordeñar
1449,hacken::V,sjeckati,picar
1450,hacken::V,sjeckati,cortar
1451,gießen::V,politi,regar
1452,reifen::V,sazreti,madurar
1453,zubereiten::V,prigotoviti,preparar
1454,kochen::V,kuhati,cocer
1455,kochen::V,kuhati,guisar
1456,backen::V,peći,hornear
1457,backen::V,peći,cocer al horno
1458,braten::V,peći,asar
1459,braten::V,peći,freír
1460,braten::V,pržiti,asar
1461,braten::V,pržiti,freír
1462,umrühren::V,promiješati,remover
1463,stricken::V,plesti,hacer punto
1464,stricken::V,plesti,hacer calceta
1465,nähen::V,šiti,coser
1466,färben::V,obojiti,teñir
1467,färben::V,obojiti,colorear
1468,reinigen::V,očistiti,limpiar
1469,reinigen::V,počistiti,limpiar
1470,waschen::V,prati,lavar
1471,abwischen::V,otrti,fregar
1472,abwischen::V,otrti,limpiar
1473,spülen::V,isprati,aclarar
1474,spülen::V,isprati,enjuagar
1475,spülen::V,oplakati,aclarar
1476,spülen::V,oplakati,enjuagar
1477,fegen::V,mesti,barrer
1478,fegen::V,mesti,pasar la escoba
1479,fegen::V,pomesti,barrer
1480,fegen::V,pomesti,pasar la escoba
1481,kehren::V,mesti,barrer
1482,baden::V,kupati se,bañarse
1483,sich waschen::V,umiti se,lavarse
1484,sich waschen::V,prati se,lavarse
1485,ausziehen::V,svući,quitar
1486,ausziehen::V,svući,quitarse
1487,anziehen::V,obući,ponerse
1488,sich anziehen::V,obući se,vestirse
1489,kämmen::V,češljati,peinar
1490,schmücken::V,uresiti,adornar
1491,schmücken::V,nakititi,adornar
1492,sagen::V,reći,decir
1493,sagen::V,kazati,decir
1494,sprechen::V,govoriti,hablar
1495,reden::V,govoriti,hablar
1496,reden::V,govoriti,conversar
1497,reden::V,besjediti,hablar
1498,reden::V,besjediti,conversar
1499,sich unterhalten::V,razgovarati se,charlar
1500,sich unterhalten::V,razgovarati se,conversar
1501,fragen::V,pitati,preguntar
1502,bitten::V,moliti,rogar
1503,erzählen::V,ispričati,contar
1504,erzählen::V,pripovjediti,contar
1505,mitteilen::V,saopćiti,comunicar
1506,mitteilen::V,saopćiti,participar
1507,nennen::V,nazvati,llamar
1508,nennen::V,nazvati,nombrar
1509,rufen::V,zvati,llamar
1510,rufen::V,dozvati,llamar
1511,prahlen::V,hvalisati se,jactarse
1512,übersetzen::V,prevesti,traducir
1513,denken::V,misliti,pensar
1514,glauben::V,vjerovati,creer
1515,bemerken::V,zapaziti,notar
1516,bemerken::V,primijetiti,notar
1517,erkennen::V,prepoznati,reconocer
1518,begreifen::V,pojmiti,concebir
1519,begreifen::V,shvatiti,concebir
1520,verstehen::V,razabrati,entender
1521,verstehen::V,razabrati,comprender
1522,lernen::V,učiti se,aprender
1523,wissen::V,znati,saber
1524,sich erinnern an::V,sjetiti se,recordar
1525,sich erinnern an::V,sjetiti se,acordarse de
1526,vergessen::V,zaboraviti,olvidar
1527,messen::V,mjeriti,medir
1528,zählen::V,brojiti,contar
1529,rechnen::V,računati,contar
1530,rechnen::V,računati,calcular
1531,lesen::V,čitati,leer
1532,malen::V,slikati,pintar
1533,zeichnen::V,crtati,dibujar
1534,schreiben::V,pisati,escribir
1535,besitzen::V,imati,poseer
1536,besitzen::V,posjedovati,poseer
1537,kaufen::V,kupiti,comprar
1538,verkaufen::V,prodati,vender
1539,verkaufen::V,raspačati,vender
1540,bezahlen::V,platiti,pagar
1541,zahlen::V,plaćati,pagar
1542,beherrschen::V,vladati,dominar
1543,beherrschen::V,gospodariti,dominar
1544,ertragen::V,trpjeti,soportar
1545,ertragen::V,podnijeti,soportar
1546,Gehirn::N,,cerebro
1547,Gehirn::N,,encéfalo
