,Concept_ID,,kv
949,schenken::V,,козьнавны
950,versprechen::V,,кӧсйыны
951,wünschen::V,,бурсьыны
952,loben::V,,ошкыны
953,küssen::V,,окавны
954,wiegen::V,,тюттьӧтны
955,zudecken::V,,вевттьыны
956,wecken::V,,саймӧтны
957,zeigen::V,,мыччавны
958,führen::V,,нуӧтны
959,lehren::V,,велӧтны
960,unterrichten::V,,велӧтны
961,aufziehen::V,,быдтыны
962,leiten::V,,юравны
963,leiten::V,,веськӧтлыны
964,antreiben::V,,тэрмӧтны
965,lassen::V,,-ӧтыны
966,einladen::V,,корны
967,vereinigen::V,,ӧтувтны
968,vereinigen::V,,ӧтлаавны
969,besuchen::V,,пыравлыны
970,treffen::V,,пантавны
971,sich versammeln::V,,ӧксьыны
972,spielen::V,,орсны
973,singen::V,,сьывны
974,tanzen::V,,йӧктыны
975,sich trennen::V,,торьясьны
976,verlassen::V,,кольны
977,retten::V,,мынтны
978,bewachen::V,,смекайтны
979,schützen::V,,дорйыны
980,verteidigen::V,,дорйыны
981,sich schlagen::V,,тышкасьны
982,schießen::V,,лыйны
983,siegen::V,,вермыны
984,ärgern::V,,лӧгӧтны
985,schlagen::V,,базнитны
986,treten::V,,чужьявны
987,stechen::V,,бытшкыны
988,stoßen::V,,тапкыны
989,stoßen::V,,тойыштны
990,stehlen::V,,гусявны
991,stören::V,,костіавны
992,belästigen::V,,назыляйтны
993,verbergen::V,,дзебны
994,täuschen::V,,бӧбӧтны
995,täuschen::V,,пӧрьявны
996,betrügen::V,,муклачитны
997,töten::V,,вийны
998,wohnen::V,,овны
999,arbeiten::V,,уджавны
1000,sammeln::V,,ӧктыны
1001,pflücken::V,,судзлавны
1002,jagen::V,,вӧравны
1003,fischen::V,,чериавны
1004,fassen::V,,кутны
1005,hüten::V,,вердны
1006,hüten::V,,йирсьӧтны
1007,treiben::V,,вашӧтны
1008,anbinden::V,,кӧртавны
1009,füttern::V,,вердны
1010,melken::V,,высьтыны
1011,melken::V,,чилькӧтны
1012,hacken::V,,керавны
1013,gießen::V,,киськавны
1014,reifen::V,,кисьмыны
1015,zubereiten::V,,лӧсьӧтны
1016,kochen::V,,пуны
1017,backen::V,,пӧжавны
1018,braten::V,,жаритны
1019,umrühren::V,,соравны
1020,stricken::V,,домавны
1021,nähen::V,,вурны
1022,färben::V,,краситны
1023,reinigen::V,,весӧтны
1024,waschen::V,,пеславны
1025,abwischen::V,,чышкыны
1026,spülen::V,,гывьявны
1027,fegen::V,,чышкыны
1028,kehren::V,,чышкыны
1029,baden::V,,купайтчыны 
1030,sich waschen::V,,миссьыны
1031,ausziehen::V,,гыжтӧтны
1032,ausziehen::V,,пӧрччавны
1033,anziehen::V,,пасьтавны
1034,sich anziehen::V,,пасьтасьны
1035,kämmen::V,,сынавны
1036,schmücken::V,,баситны
1037,sagen::V,,висьтавны
1038,sprechen::V,,шуны
1039,reden::V,,баитны
1040,sich unterhalten::V,,сёрнитны
1041,fragen::V,,юавны
1042,bitten::V,,корны
1043,erzählen::V,,висьтавны
1044,mitteilen::V,,висьтавны
1045,nennen::V,,нимтны
1046,rufen::V,,китсавны
1047,rufen::V,,корны
1048,rufen::V,,чукӧстны
1049,prahlen::V,,ошшасьны
1050,übersetzen::V,,вуджӧтны
1051,denken::V,,чайтны
1052,glauben::V,,веритны
1053,bemerken::V,,казявны
1054,erkennen::V,,тӧдсавны
1055,begreifen::V,,вежӧртны
1056,verstehen::V,,кывны
1057,lernen::V,,велӧтчыны
1058,wissen::V,,тӧдны
1059,sich erinnern an::V,,касьтывны
1060,vergessen::V,,вунӧтны
1061,messen::V,,меряйтны
1062,zählen::V,,лыддьыны
1063,rechnen::V,,лыддьыны
1064,lesen::V,,лыддьӧтны
1065,zeichnen::V,,гижмавны
1066,schreiben::V,,гижны
1067,besitzen::V,,лоны
1068,kaufen::V,,небны
1069,verkaufen::V,,вузавны
1070,bezahlen::V,,вештыны
1071,zahlen::V,,вештыны
1072,ertragen::V,,терпитны
